!kung	kʌŋ
!kung	ǃkʌŋ
post	pəʊst
post	poʊst
postage	pəʊstɪdʒ
postage	poʊstɪdʒ
postalveolar	pəʊstælviəʊləɹ
postalveolar	pəʊstælviːələɹ
postalveolar	pəʊstælviələɹ
postalveolar	poʊstælviələɹ
postbourgeois	pəʊstbʊəʒwɑː
postcard	poʊstkɑɹd
postcode	pəʊstkəʊd
postcognition	poʊstkɒɡnɪʃən
postdate	pəʊstdeɪt
postdict	pəʊstdɪkt
postdoc	poʊstdɒk
posted	poʊstɪd
posted	pəʊstɪd
poster	poʊstɚ
posterior	pɒstɪəriər
posterity	pɒstɛɹɪti
posterize	pəʊstəɹaɪz
postern	pɒstən
postfix	pəʊstfɪks
postfix	poʊstfɪks
posthaste	pəʊstheɪst
posthaste	poʊstheɪst
posthumous	pɒstʃəməs
posthumous	pɒstʃʊməs
postiche	pɒstiːʃ
postiche	pɑstiʃ
postiche	pɔstiʃ
postil	pɒstɪl
postil	pɒstəl
postilion	pɒstɪlɪən
postilion	pəstɪljən
postilion	poʊstɪljən
posting	pəʊstɪŋ
posting	poʊstɪŋ
postings	pəʊstɪŋz
postings	poʊstɪŋz
postjudice	pəʊstdʒʊdɪs
postlapsarian	pəʊstlæpsɛəɹɪən
postlude	pəʊstluːd
postman	pəʊsmən
postman	pəʊstmən
postmodernism	pəʊstmɑdɚnɪzəm
postnational	pəʊstnaʃənəl
postnoun	poʊstnaʊn
postnoun	poʊstnaʊn
postoperative	poʊstɑpəɹətɪv
postoperative	pəʊstɒpəɹətɪv
postpone	poʊstpoʊn
postprandial	pəʊstpɹandɪəl
postprandial	poʊstpɹændiəl
postprandially	pəʊstpɹandɪəli
postprandially	poʊstpɹændiəli
postremogeniture	pɒstɹiːməʊdʒɛnɪtjʊə
postremogeniture	pɒstɹiːməʊdʒɛnɪtʃə
postremogeniture	pɑstɹimoʊdʒɛnɪtʃɚ
posts	pəʊsts
posts	poʊsts
postscript	poʊstskɹɪpt
postscriptum	pəʊstskɹɪptəm
postulant	pɒstjʊlənt
postulata	pɒstjʊleɪtə
postulata	pɒstjʊlɑːtə
postulate	pɒstjʊlət
postulate	pɑstʃələt
postulate	pɑstʃəleɪt
postulate	pɒstjʊlət
postulate	pɑstʃələt
postulate	pɒstjʊleɪt
postulate	pɑstʃəleɪt
postural	pɒstʃəɹəl
postural	pɑstʃəɹəl
posture	pɒstʃə
posture	pɑːstʃɚ
postvocalic	pəʊstvəʊkælɪk
posy	pəʊzi
posy	poʊzi
pot	pɒt
pot	pɑt
potable	pəʊtəbəl
potable	pɒtəbəl
potable	poʊtəbəl
potable	pɑtəbəl
potager	pɒtaʒeɪ
potager	pɒtədʒə
potash	pɒtæʃ
potassium	pətæsiəm
potato	pəteɪtəʊ
potato	pəteɪtəʊ
potato	pəteɪtoʊ
potato	pəteɪtə
potatoes	pəteɪtoʊz
potatoes	pəteɪtəʊz
potch	pɒtʃ
pote	pəʊt
poteau	poʊtoʊ
poteen	pətʃiːn
poteen	pətiːn
poteen	pətʃiːn
poteen	pɒtʃiːn
potent	pəʊtənt
potent	poʊtənt
potentate	pəʊtənteɪt
potentate	poʊtənteɪt
potential	pətɛnʃəl
potentially	pətɛnʃəli
poth	poʊθ
pother	pʌðə
pother	pɒðə
potica	poʊtitsə
potion	pəʊʃən
potion	poʊʃən
potiphar	pɒtɪfɑː
potiphar	pɒtɪfə
potiphar	pɑtəfɚ
potlatch	pɒtlætʃ
potlatch	pɑtlætʃ
potluck	pɒtlʌk
potluck	pɑtlʌk
potluck	pɑtlʌk
potluck	-lək
potomac	pətoʊmək
potpourri	pəʊpʊəɹi
potpourri	pəʊpɔːɹi
potsdam	pɑtsdæm
potsdam	pɒtsdæm
potsherd	pɒtʃɜːd
potsherd	pɑtʃəɹd
pottable	pɒtəbəl
pottage	pɑtədʒ
potter	pɒtə
pottery	pɒtəɹi
pottery	pɑːtɚɹi
pottle	pɒtəl
potto	pɒtəʊ
potty	pɒti
potulent	pɒtjʊlənt
potus	poʊtəs
pouch	paʊt͡ʃ
pouched	paʊt͡ʃt
pouched	pʌʊt͡ʃt
pouf	pʊf
pouf	puːf
poulaine	puːleɪn
poulard	pulɑɹd
poulard	puːlɑːd
poule	puːl
poult	pəʊlt
poultice	poʊltɪs
poultry	pəʊltɹi
poultry	poʊltɹi
pounce	paʊns
pounced	paʊnst
pounces	paʊnsɪz
pouncing	paʊnsɪŋ
pouncings	paʊnsɪŋz
pound	paʊnd
pounding	paʊndɪŋ
poundings	paʊndɪŋz
pounds	paʊndz
pour	pɔː
pour	pɔɹ
pour	poːɹ
pour	poə
poured	pɔːd
poured	pɔɹd
poured	poːɹd
poured	poəd
pouring	pɔːɹɪŋ
pouring	poəɹɪŋ
poustie	puːsti
poustie	paʊsti
pout	paʊt
pout	pʌʊt
pouting	paʊtɪŋ
poutings	paʊtɪŋz
pouts	paʊts
poverty	pɒvəti
poverty	pɑːvɚti
povitica	poʊvətitsə
powder	paʊdəɹ
powders	paʊdɚz
powdery	paʊdəɹi
powell	paʊl
powell	pəʊl
powell	paʊwəl
power	paʊəɹ
power	paʊəɹ
power	paə
power	paː
power	pɑː
power	paə
power	paː
power	pɑː
power	paʊɚ
power	paʊɹ
powerful	paʊɚfəl
powerful	paʊəfl
powers	paʊɚz
powers	paʊəz
powersharing	paʊəʃɛəɹɪŋ
powertrain	paʊɚtɹeɪn
powertrain	paʊətɹeɪn
powertrains	paʊɚtɹeɪnz
powertrains	paʊətɹeɪnz
powldoody	paʊlduːdi
pox	pɑks
poz	pɒz
pozole	pəsəʊleɪ
pozole	pəzəʊleɪ
pozole	pəsoʊleɪ
pozole	pəzoʊleɪ
pozzy	pɒzi
practic	pɹæktɪk
practicable	pɹæktɪkəbəl
practical	pɹæktɪkəl
practically	pɹæktɪkli
practice	pɹæktɪs
practices	pɹæktɪsɪz
practicum	pɹæktɪkəm
practise	pɹæktɪs
practised	pɹæktɪst
practitioner	pɹæktɪʃənə
practitioner	pɹæktɪʃənəɹ
praedial	pɹiːdɪəl
praedial	pɹidiəl
praemunire	pɹiːmjʊnɪəɹi
praemunire	pɹiːmjuːnɪəɹi
praemunire	pɹimjənɪɹi
praetor	pɹiːtɔː
prætor	pɹiːtɔː
praetorship	pɹiːtəʃɪp
pragmatic	pɹæɡmætɪk
pragmatism	pɹæɡmətɪzəm
pragmatism	pɹaɡmətɪzəm
prague	pɹɑːɡ
prahok	pɹəhɒk
prahok	-həʊk
prahok	pɹəhɑk
prahok	-hoʊk
prairial	pɹɛːɹɪəl
prairial	pɹɛɹjɑl
prairie	pɹɛəɹi
praise	pɹeɪz
praised	pɹeɪzd
praiseworthy	pɹeɪzwɜːði
praiseworthy	pɹeɪzwɝði
praising	pɹeɪzɪŋ
praisings	pɹeɪzɪŋz
prakrit	pɹɑːkɹɪt
pralaya	pɹʌləjə
praline	pɹeɪliːn
praline	pɹɑːliːn
praline	pɹeɪlin
praline	pɹɑlin
praline	pɹɑlin
pram	pɹæm
pram	pɹɑːm
pramipexole	pɹæmɪpɛksoʊl
pramipexole	pɹæmɪpɛksəʊl
prana	pɹɑːnə
prance	pɹænts
prance	pɹɑːnts
prancing	pɹænsɪŋ
prandial	pɹandɪəl
prandial	pɹændiəl
prang	pɹæŋ
prang	pɹæŋ
prank	pɹæŋk
pranny	pɹani
prasad	pɹəsɑːd
praseodymium	pɹeɪzioʊdɪmiəm
prasine	pɹeɪziːn
prasinophyte	pɹəzɪnəʊfʌɪt
prasinophyte	pɹəzɪnəfaɪt
prat	pɹat
pratincole	pɹætɪnkəʊl
pratique	pɹætiːk
pratique	pɹætik
pratique	pɹətik
pratt	pɹæt
prattle	pɹætəl
pratyahara	pɹatjəhɑːɹə
prawn	pɹɔːn
praxis	pɹæksɪs
praxiteles	pɹaksɪtɪliːz
pray	pɹeɪ
prayed	pɹeɪd
prayer	pɹɛəɹ
prayer	pɹɛɚ
prayer	pɹeɪəɹ
prayer	pɹeɪəɹ
prayer	pɹeɪəɹ
prayerful	pɹɛːfʊl
prayers	pɹɛɹz
prayers	pɹeɪɚz
prayers	pɹɛəz
prays	pɹeɪz
praziquantel	pɹæzɪkwæntɛl
preach	pɹiːt͡ʃ
preached	priːt͡ʃt
preacher	pɹit͡ʃɚ
preacher	pɹiːt͡ʃə
preaching	pɹiːtʃɪŋ
preamble	pɹɪiæmbl̩
preantepenultimate	pɹiːæntɪpɪnʌltɪmət
preantepenultimate	pɹiæntipənʌltɪmət
preantepenultimate	pɹiæntəpənʌltəmət
preaspiration	pɹiːæspəɹeɪʃən
prebendary	pɹɛbəndəɹi
prebilabial	pɹiːbaɪleɪbɪəl
prebilabial	pɹiːbaɪleɪbiəl
prebiotic	pɹiːbaɪɒtɪk
precancerous	pɹikænsəɹəs
precarious	pɹəkɛəɹiəs
precarious	pɹəkɛɹiəs
precast	pɹikæst
precast	pɹiːkɑːst
precede	pɹəsiːd
precede	pɹɪsiːd
precede	pɹiːsiːd
precedence	pɹɛsɪdəns
precedence	pɹɪsiːdəns
precedence	pɹiːsɪdəns
precedency	pɹɛsɪdənsi
precedent	pɹɪsiːdənt
precedent	pɹɛsɪdənt
precedent	pɹesədənt
precedent	pɹiːsədənt
precedential	pɹɛsədɛnʃəl
precedentially	pɹɛsədɛnʃəli
preceding	pɹɪsiːdɪŋ
preceding	pɹiːsiːdɪŋ
precept	pɹiːsɛpt
preceptor	pɹiːsɛptəɹ
preceptorial	pɹiːsɛptɔːɹɪəl
preceptory	pɹɪsɛptəɹi
precinct	pɹisɪŋkt
preciosity	pɹɛʃiɒsəti
preciosity	pɹɛʃiɑsəti
precious	pɹɛʃəs
precipice	pɹɛsɪpɪs
precipice	pɹɛsəpɪs
precipitate	pɹɪsɪpɪteɪt
precipitate	pɹəsɪpɪteɪt
precipitate	pɹɪsɪpɪtət
precipitate	pɹəsɪpɪtət
precipitate	pɹɪsɪpɪteɪt
precipitate	pɹəsɪpɪteɪt
precipitate	pɹɪsɪpɪtət
precipitate	pɹəsɪpɪtət
precipitate	pɹɪsɪpɪteɪt
precipitate	pɹəsɪpɪteɪt
precipitation	pɹɪsɪpɪteɪʃən
précis	pɹeɪsi
precise	pɹɪsaɪs
precisely	pɹɪsaɪsli
precisian	pɹɪsɪʒən
precision	pɹɪsɪʒən
precisive	pɹisaɪsɪv
preclude	pɹɪkluːd
preclude	pɹiːkluːd
preclusive	pɹɛklusɪv
preclusively	pɹɛklusɪvli
precocious	pɹəkəʊʃəs
precognition	pɹiːkɒɡnɪʃn̩
precognitive	pɹikɑɡnətɪv
preconceived	pɹiːkənsiːvd
preconfigure	pɹekənfɪɡjɚ
preconfigure	pɹekənfɪɡjə
preconsonantal	pɹikɒnsənæntəl
precounsel	pɹiːkaʊnsəl
precrastination	pɹiːkɹæstɪneɪʃə̆n
precrastination	pɹiːkɹæstɪneɪʃən
precreative	pɹiːkɹɪeɪtɪv
precurse	pɹɨkɜɹs
precursor	pɹiːkɜɹsəɹ
precursor	pɹɨkɜɹsəɹ
predate	pɹiːdeɪt
predate	pɹiːdeɪt
predate	pɹədeɪt
predate	pɹɪdeɪt
predator	pɹedətəɹ
predatory	pɹedətəɹi
predecessor	pɹiːdɪsɛsəɹ
predecessor	pɹiːdɪsɛsɚ
predecessor	pɹɛdəsɛsɚ
predecessor	pɹidəsɛsɚ
predella	pɹɪdɛlə
predestination	pɹidɛstɪneɪʃen
predestine	pɹedɛstɪn
predicament	pɹɪdɪkəmənt
predicate	pɹɛdɪkət
predicate	pɹɛdɪkeɪt
predicated	pɹɛdɪkeɪtəd
predicates	pɹɛdɪkəts
predicates	pɹɛdɪkeɪts
predicative	pɹɪdɪkətɪv
predicative	pɹɛdəkeɪtɪv
predicative	pɹɛdəkətɪv
predict	pɹɪdɪkt
predictable	pɹɪdɪktəbl̩
prediction	pɹɪdɪkʃn
predikant	pɹɪədɪkʌnt
predikant	pɹɛdɪkant
predilection	pɹiːdəlɛkʃn̩
predilection	pɹɛdəlɛkʃn̩
preeminent	pɹiːɛmɪnənt
preëmpt	pɹiːɛmpt
preëmption	pɹiːɛmpʃən
preëmptioner	pɹiːɛmpʃənə
preëmptioner	pɹiːɛmpʃənəɹ
preemptive	pɹiːɛmptɪv
preëmptive	pɹiːɛmptɪv
preëmptor	pɹiːɛmptɔː
preëmptor	pɹiːɛmptɔɹ
preëmptory	pɹiːɛmptəɹi
preen	pɹiːn
preenact	pɹiɛnækt
preface	pɹɛfəs
prefect	pɹiːfekt
prefecture	pɹifɛktʃəɹ
prefecture	pɹiːfɛktʃə
prefecture	pɹiːfɛktjʊə
prefer	pɹɪfɝ
prefer	pɹɪfɜː
preferable	pɹɛfəɹəbəl
preferable	pɹəfɜːɹəbəl
preference	pɹɛfəɹəns
preferential	pɹɛfɜːɹɛnʃəl
preferentially	pɹɛfɜːɹɛnʃəli
preferment	pɹɪfəːmənt
preferrable	pɹəfɜːɹəbəl
preferred	pɹɪfɝd
preferred	pɹɪfɜːd
prefigure	pɹiːfɪɡjɚ
prefix	pɹiːfɪks
prefix	pɹiːfɪks
prefix	pɹiːfɪks
prefix	pɹɛfɪks
prefixa	pɹiːfɪksa
prefixum	pɹiːfɪksəm
preformation	pɹiːfɔːmeɪʃən
pregnant	pɹɛɡnənt
prehensile	pɹɪhɛnsaɪl
prehensile	pɹihɛnsəl
prejudicate	pɹiːdʒuːdɪkət
prejudicate	pɹiːdʒuːdɪkeɪt
prejudice	pɹɛd͡ʒədɪs
prejudices	pɹɛd͡ʒədɪsɪz
preke	pɹiːk
prelapsarian	pɹiːlapsɛːɹɪən
prelate	pɹɛlət
prelateship	pɹɛlətʃɪp
prelatical	pɹɪlatɪkəl
prelaty	pɹɛləti
prelection	pɹɪlɛkʃən
preliminary	pɹɪlɪmɪnɛɹi
preliminary	pɹɪlɪmɪnəɹi
prelude	pɹɛljuːd
prelude	pɹeɪljuːd
prelude	pɹiːluːd
prelusive	pɹɪluːsɪv
prem	pɹɛm
premalignant	pɹiməlɪɡnənt
premature	pɹɛmətjʊə
premature	pɹɛmətjə
premature	pɹimətʊɹ
premature	pɹimətʃʊɹ
premenstrual	pɹiːmɛnstɹʊəl
premenstrual	pɹiːmɛnstɹʊl
premenstrual	pɹimɛnztɹəwəl
premenstrual	pɹimɛnstɹəwəl
premier	pɹɛmɪəɹ
premier	pɹɪmɪəɹ
premier	pɹimjɚ
premier	pɹemjə
premiere	pɹəmɪɚ
premiere	pɹɪ-
premiere	-miɚ
premiere	pɹɛmjɛə
premillennialism	pɹiːmɪlɛnɪəlɪzəm
premise	pɹɛmɪs
premises	pɹɛməsiːz
premises	pɹɛməsɪs
premium	pɹimiəm
prenatally	pɹiːneɪtəli
prenunciative	pɹinʌnsɪətɪv
prenunciative	pɹinʌnsieɪɾɪv
prenunciative	pɹinʌnsiəɾɪv
prenup	pɹiːnʌp
prenuptual	pɹinʌptʃwəɫ
preoccupy	pɹiɒkjupaɪ
preoccupy	pɹiɑkjupaɪ
preorgasmic	pɹiːɔːɡazmɪk
prep	pɹɛp
prepaid	pɹiːpeɪd
preparation	pɹɛpəɹeɪʃən
preparations	pɹɛpəɹeɪʃənz
prepare	pɹɪpɛə
prepare	pɹɪpɛəɹ
prepare	pɹəpɛəɹ
prepared	pɹɪpɛəd
prepared	pɹɪpɛɹd
preparing	pɹɪpɛəɹɪŋ
preparing	pɹɪpɛɹɪŋ
prepend	pɹɪpɛnd
prepense	pɹɪpɛns
preponderance	pɹɪpɒndəɹəns
preposition	pɹɛpəzɪʃən
preposition	pɹiːpəzɪʃən
prepositions	pɹɛpoʊzɪʃənz
prepositus	pɹiːpɒzɪtəs
prepositus	pɹipɑzɪtəs
prepossess	pɹiːpəzɛs
prepossession	pɹiːpəzɛʃən
prepotent	pɹɪpoʊtənt
prepped	pɹɛpt
prepping	pɹɛpɪŋ
preppy	pɹɛpi
preprandial	pɹiːpɹandɪəl
preprandial	pɹipɹændiəl
preprandially	pɹiːpɹandɪəli
preprandially	pɹipɹændiəli
preprepare	pɹiːpɹɪpɛə
preprepare	pɹipɹɪpɛɹ
preps	pɹɛps
prepuce	pɹiːpjuːs
prequel	pɹiːkwəl
prereq	pɹiɹɛk
prerequisite	pɹiːɹɛkwɪzɪt
prerequisite	pɹiɹɛkwəzət
prerogative	pɹɪɹɒɡətɪv
prerogative	pɹəɹɑɡətɪv
prerogative	pəɹɑɡətɪv
presage	pɹɛsɪdʒ
presage	pɹɪseɪdʒ
presbycusis	pɹɛzbəkjuːsəs
presbyopic	pɹɛzbiɒpɪk
presbyopic	pɹɛsbiɒpɪk
presbyter	pɹezbɪtə
presbyter	pɹezbɪtɚ
presbyter	pɹesbɪtɚ
presbyterian	pɹɛzbɪtɪəɹɪən
presbyterian	pɹezbɪtɪɹiən
presbytery	pɹɛzbɪtɛɹi
prescience	pɹɛsɪəns
prescience	pɹɛʃɨns
prescient	pɹɛsɪənt
prescient	pɹiːʃɪənt
prescient	pɹɛʃiənt
prescious	pɹɛsiəs
prescribe	pɹɪskɹaɪb
prescribe	pɹiːskɹaɪb
prescription	pɹəskɹɪpʃən
prescription	pɝskɹɪpʃən
prescriptive	pɹɪskɹɪptɪv
prescriptivism	pɹəskɹɪptɪvɪzm̩
prescriptivism	pɹəskɹɪptɪvɪzm̩
preseed	pɹɪsiːd
presence	pɹɛzəns
present	pɹɛzənt
present	pɹɪzɛnt
present	pɹəzɛnt
presentable	pɹəzɛntəbəl
presentation	pɹɛzənteɪʃən
presentation	pɹizənteɪʃən
presentative	pɹəzɛntətɪv
presented	pɹɪzɛntɪd
presenter	pɹɪzɛntəɹ
presently	pɹɛzəntli
presentment	pɹɪzɛntmənt
presents	pɹɛzənts
presents	pɹɪzɛnts
preservation	pɹɛzɝveɪʃən
preserve	pɹəzɜːv
preserve	pɹəzɝv
preserved	pɹəzɜːvd
preserved	pɹəzɝvd
presidency	pɹezɪdənsi
president	pɹɛzɨdənt
presidentiable	pɹɛzɪdɛnʃəbəl
presidential	pɹɛzɪdɛnʃəl
presidentialness	pɹɛzɪdɛnʃəlnəs
presidentialness	pɹɛzɪdɛntʃəlnɪs
presidial	pɹɪsɪdɪəl
presidium	pɹɪsɪdiəm
presley	pɹɛsli
preso	pɹɛzəʊ
preso	pɹizəʊ
press	pɹɛs
pressburg	pɹɛsbɚɡ
pressed	pɹɛst
pressing	pɹɛsɪŋ
pressings	pɹɛsɪŋz
pressure	pɹɛʃəɹ
presteigne	pɹɛstiːn
prestidigitation	pɹɛstɪdɪdʒɪteɪʃən
prestidigitation	pɹɛstədɪdʒɪteɪʃən
prestige	pɹɛstidʒ
prestigious	pɹɛstɪdʒəs
prestigious	pɹɛstiːdʒəs
prestissimo	pɹɛstɪsɪməʊ
presto	pɹɛstəʊ
presto	pɹɛstoʊ
preston	pɹɛstən
prestwich	pɹɛstwɪtʃ
presuit	pɹɪsjut
presumably	pɹɪzjuːməbli
presumably	pɹɪzuːməbli
presumably	pɹɪzjuːməbli
presumably	pɹɪʒuːməbli
presume	pɹɪzjuːm
presume	pɹizjum
presume	pɹəzjum
presume	pɹɪzjuːm
presume	pɹɪʒuːm
presume	pɹɘzjʉːm
presume	pɹɘʒʉːm
presumptuous	pɹəzʌmptʃuːəs
presumptuous	pɹəzʌmptjuːəs
presumptuous	pɹəzəmptʃuəs
presumptuous	pɹizəmptʃuəs
presupposition	pɹiːsʌpəzɪʃən
pretend	pɹɪtɛnd
pretended	pɹɪtɛndɪd
pretense	pɹiːtɛns
pretentious	pɹɪtɛnʃəs
pretentiously	pɹɪtɛnʃəsliː
pretentiously	pɹətɛnʃəsliː
pretentiously	pɹɪtɛnʃəsliː
pretentiously	pɹiːtɛnʃəsliː
preterist	pɹɛtəɹɪst
preterite	pɹɛtəɹət
preterite	pɹɛtəɹɪt
preternatural	pɹiːtənæt͡ʃəɹəl
preternatural	pɹitɚnæt͡ʃəɹəl
preternature	pɹiːtəneɪtʃə
pretest	pɹiːtɛst
pretest	pɹiːtɛst
pretotype	pɹitətaɪp
pretotype	pɹiːtətaɪp
pretour	pɹiːtʊə
pretrial	pɹɪtɹaɪəl
prettify	pɹɪtɪfʌɪ
pretty	pɹɪti
pretty	pɝti
pretty	pɹʊti
pretzel	pɹɛtsəl
prevail	pɹɪveɪl
prevailed	pɹɪveɪld
prevailing	pɹɪveɪlɪŋ
prevaricate	pɹɪvaɹɪkeɪt
prevaricate	pɹɪvæɹɪkeɪt
prevaricate	pɹɪvɛɹɪkeɪt
prevarication	pɹɪvæɹɪkeɪʃən
prevarication	pɹɪvæɹəkeɪʃən
prevenge	pɹɪvɛndʒ
prevent	pɹɪvɛnt
prevent	pɹəvɛnt
prevented	pɹɪvɛntɪd
prevention	pɹɪvɛnʃən
preview	pɹiːvjʉː
previous	pɹiviəs
previous	pɹiːvɪəs
previously	pɹiːviəsli
previously	pɹiviəsli
prevision	pɹɪvɪʒən
previsive	pɹɪvaɪsɪv
prevocalically	pɹivəʊkælɪkli
prey	pɹeɪ
preyed	pɹeɪd
preyer	pɹeɪjəɹ
preys	pɹeɪz
p'rhaps	pɹæps
priam	pɹaɪəm
priapi	pɹaɪeɪpi
priapic	pɹaɪæpɪk
priapic	pɹaɪeɪpɪk
priapus	pɹaɪeɪpəs
priapus	pɹaɪeɪpəs
price	pɹaɪs
price	pɹʌɪs
priced	pɹaɪst
prices	pɹaɪsɪz
pricey	pɹaɪsi
pricing	pɹaɪsɪŋ
pricings	pɹaɪsɪŋz
prick	pɹɪk
pricked	pɹɪkt
pricket	pɹɪkɪt
pricking	pɹɪkɪŋ
prickings	pɹɪkɪŋz
prickle	pɹɪkəl
pricklouse	pɹɪklaʊs
pricks	pɹɪks
pride	pɹaɪd
pride	pɹaɪd
prideful	pɹʌɪdfəl
prider	pɹaɪdɚ
prider	pɹaɪdəɹ
prides	pɹaɪdz
priding	pɹaɪdɪŋ
pried	pɹɑjd
pries	pɹaɪz
priest	pɹiːst
priestly	pɹiːstli
priests	pɹiːsts
prig	pɹɪɡ
priggish	pɹɪɡɪʃ
prima	pɹiːmə
primacy	pɹaɪməsi
primacy	pɹɪməsi
primacy	pɹaɪməsi
primal	pɹaɪməl
primarily	pɹaɪmɛɹəli
primarily	pɹaɪmɛɹəli
primary	pɹaɪməɹi
primary	pɹaɪmɛɹi
primary	pɹaɪməɹi
primary	pɹɒeməɹi
primary	pɹɒemɹi
primatal	pɹʌɪmeɪtəl
primate	pɹaɪmeɪt
primates	pɹaɪmeɪts
primatial	pɹʌɪmeɪʃəl
prime	pɹaɪ̯m
prime	pɹaɪ̯m
prime	pɹiːm
primed	pɹaɪmd
primely	pɹʌɪmli
primer	pɹaɪməɹ
primer	pɹɪmɚ
primer	pɹaɪmɚ
primer	pɹaɪməɹ
primer	pɹaɪmɚ
primes	pɹaɪmz
primeval	pɹaɪmivəl
primigravida	pɹaɪmɪɡɹævɪdə
primigravida	pɹiː-
primigravida	pɹaɪməɡɹævɪdə
primigravida	-və-
priming	pɹaɪmɪŋ
primings	pɹaɪmɪŋz
primipara	pɹaɪmɪpəɹə
primipara	pɹaɪmɪpɹə
primipara	pɹaɪmɪpəɹə
primitive	pɹɪmɪtɪv
primmer	pɹɪmə
primmer	pɹɪmɚ
primo	pɹiːmoʊ
primordial	pɹaɪmɔːdiəl
primordial	pɹaɪmɔɹdiəl
primp	pɹɪmp
primrose	pɹɪmɹoʊz
primrose	pɹɪmɹəʊz
primus	pɹaɪməs
prince	pɹɪns
princes	pɹɪnsɪz
princess	pɹɪnsɛs
princess	pɹɪnsɛs
princess	pɹɪnsɛs
princess	pɹɪnsɪs
princeton	pɹɪnstən
principal	pɹɪnsɪpəl
principal	pɹɪnsəpəl
principal	pɹɪnsɪp̬əl
principal	pɹɪnsəp̬əl
principality	pɹɪnsɪpælɪti
principle	pɹɪnsɪpəl
principle	pɹɪnsəpəl
principles	pɹɪnsɪpl̩z
print	pɹɪnt
printed	pɹɪntɪd
printer	pɹɪntəɹ
printer	pɹɪntɚ
printing	pɹɪntɪŋ
printings	pɹɪntɪŋz
prints	pɹɪnts
printshop	pɹɪntʃɒp
printworthy	pɹɪntwɜːði
prion	pɹiːɒn
prion	pɹaɪən
prion	pɹʌɪən
prior	pɹaɪɚ
prioritize	pɹaɪɒɹətaɪz
prioritize	pɹaɪɔːɹətaɪz
priority	pɹaɪɒɹɨti
priority	pɹaɪɔɹɪ̈ti
priscilla	pɹɪsɪlə
prise	pɹaɪz
prised	pɹaɪzd
prising	pɹaɪzɪŋ
prism	pɹɪzəm
prismatic	pɹɪzmætɪk
prison	pɹɪzən
prisoned	pɹɪzənd
prisoner	pɹɪzənə
prisoner	pɹɪznə
prisoner	pɹɪzənəɹ
prisoners	pɹɪzənɚz
prisoners	pɹɪznɚz
prisoners	pɹɪzənəz
prisoners	pɹɪznəz
prisoning	pɹɪzənɪŋ
prisonment	pɹɪzənmənt
prisons	pɹɪzənz
priss	pɹɪs
prissy	pɹɪsi
pristine	pɹɪstiːn
pristine	pɹɪstiːn
pristine	pɹɪstaɪn
prithee	pɹɪði
privacy	pɹɪvəsi
privacy	pɹaɪvəsi
private	pɹaɪvɪt
private	pɹaɪvət
privateer	pɹaɪvətɪə
privateer	pɹaɪvətɪəɹ
privation	pɹaɪveɪʃən
privatize	pɹaɪvətaɪz
privet	pɹɪvɪt
privilege	pɹɪvɪlɪdʒ
privileges	pɹɪvɪlɪdʒɪz
privily	pɹɪvɪli
privity	pɹɪvɪti
privy	pɹɪvi
prize	pɹaɪz
prized	pɹaɪzd
prizing	pɹaɪzɪŋ
prizings	pɹaɪzɪŋz
prndl	pɹɪndl̩
pro	pɹəʊ
pro	pɹoʊ
probability	pɹɒbəbɪlɪti
probability	pɹɑbəbɪlɪɾi
probable	pɹɑbəbl̩
probable	pɹɒbəbl̩
probably	pɹɒbəbli
probably	pɹɒbli
probably	pɹɑbəbli
probably	pɹɑbli
probation	pɹoʊbeɪʃən
probe	pɹəʊb
probe	pɹoʊb
probity	pɹəʊbɪti
problem	pɹɒbləm
problem	pɹɒblɪm
problem	pɹɑbləm
problematic	pɹɒblɛmætɪk
problematic	pɹɑblɛmætɪk
problemo	pɹɑbleɪ̯moʊ̯
problems	pɹɒbləmz
problems	pɹɑbləmz
prob'ly	pɹɒbli
probly	pɹɒbli
proboscidate	pɹəbɒsɪdeɪt
proboscidate	pɹəbɒsɪdət
proboscis	pɹoʊbɒsɪs
proboscis	pɹoʊbɒskɪs
procacious	pɹəkeɪʃəs
procedure	pɹəsiːdʒə
procedure	pɹəsidʒɚ
procedures	pɹəsiːdʒəs
procedures	pɹəsidʒɚs
proceed	pɹəsiːd
proceeded	pɹəsiːdɪd
proceeding	pɹəsiːdɪŋ
proceedings	pɹəsiːdɪŋz
proceedings	pɹəʊsiːdɪŋz
proceeds	pɹəʊsiːdz
proceeds	pɹoʊsidz
proceeds	pɹəsiːdz
process	pɹəʊsɛs
process	pɹɑsɛs
process	pɹoʊsɛs
process	pɹəsɛs
processes	pɹɑsɛsɪz
processes	pɹəʊ̯sɛsɪz
processes	pɹɑsɛsiːz
processes	pɹɒsɛsiːz
processing	pɹəʊsɛsɪŋ
processing	pɹɑsəsɪŋ
procession	pɹəsɛʃən
processivity	pɹɑsɛsɪvəti
processor	pɹəʊsɛsəɹ
processor	pɹɑsɛsə˞
prochlorophyte	pɹəʊklɒɹəfʌɪt
prochlorophyte	pɹəʊklɔːɹəfʌɪt
prochlorophyte	pɹoʊklɔɹəfaɪt
prochronism	pɹoʊkɹənɪzm
prochronism	pɹɑkɹənɪzm
prochronisms	pɹoʊkɹənɪzmz
prochronisms	pɹɑkɹənɪzmz
proclaim	pɹoʊkleɪm
proclaimed	pɹoʊkleɪmd
proclivity	pɹoʊklɪvɪti
