abak	áːbak
prepucij	prɛpùːt͡sij
prepustnica	prɛpúːstnit͡sa
presenečenje	prɛsɛnéːt͡ʃɛnjɛ
presenetiti	prɛsɛnèːtiti
presenetiti	prɛsɛnéːtiti
presredek	prɛsréːdək
presti	prɛ̀ːsti
presti	prèːsti
prestol	prɛ̀ːstɔl
prestolnica	prɛstóːlnit͡sa
preteklik	prɛtɛ̀ːklik
prevajalec	prɛʋajáːlət͡s
prevesti	prɛʋɛ̀ːsti
prevesti	prɛʋèːsti
prevesti	prɛʋɛ̀ːsti
prevod	prɛʋɔ́t
prevod	prɛ̀ːʋɔt
prevodnik	prɛʋóːdnik
preživeti	prɛʒiʋèːti
prga	pə̀rɡa
prha	pə̀rxa
pri	pri
priča	prìːt͡ʃa
pričakovati	prit͡ʃakɔʋàːti
priden	prìːdən
pridevnik	pridéːʋnik
pridevniški	pridéːʋniʃki
pridnejši	prìːdnɛjʃi
prihajati	prixáːjati
prihodnji	prixóːdnji
prihodnjik	prixóːdnjik
prihodnost	prixóːdnɔst
priimek	priíːmək
prijatelj	prijáːtɛl
prijateljica	prijáːtɛljit͡sa
prijateljski	prijáːtɛlski
prijateljstvo	prijáːtɛlstʋɔ
prijaviti	prijàːʋiti
prijazen	prijàːzən
prijaznejši	prijàːznɛjʃi
prijeten	prijèːtən
priložnost	prilòːʒnɔst
primer	priméːr
primež	prìːmɛʃ
primež	príːmɛʃ
princ	príːnt͡s
princesa	print͡séːsa
pripeti	pripèːti
pripona	pripóːna
priponski	pripóːnski
prisega	priséːɡa
prislov	prislɔ́ʋ
prisotnost	prisɔ̀ːtnɔst
prispevek	prispéːʋək
pristati	pristàːti
priti	prìːti
pritisk	pritíːsk
priznati	priznàːti
priznavati	priznáːʋati
prižnica	prìːʒnit͡sa
prižnica	príːʒnit͡sa
profesor	prɔféːsɔr
programje	prɔɡráːmjɛ
programski	prɔɡráːmski
prometij	prɔmèːtij
prosim	pròːsim
prositi	prɔsìːti
prositi	prɔsíːti
prost	prɔ́st
prostata	próːstata
prostitucija	prɔstitùːt͡sija
prostor	prɔ̀ːstɔr
prostornina	prɔstɔrnìːna
prostorski	prɔstòːrski
prostorski	prɔstóːrski
protaktinij	prɔtaktìːnij
protipomenka	próːtipɔméːnka
prst	pə́rst
prst	pə́rst
prstan	pə̀rstan
prstanec	pə̀rstanət͡s
prt	pə́rt
prtljaga	pərtljáːɡa
prvak	pərʋàːk
prvi	pə́rʋi
prvoten	pərʋɔ̀ːtən
psalmi	psáːlmi
psica	psìːt͡sa
pšenica	pʃɛnìːt͡sa
ptica	ptìːt͡sa
ptič	ptít͡ʃ
puhati	pùːxati
puhati	púːxati
pulzar	púːlzar
puma	pùːma
punt	púnt
puran	puráːn
pust	púːst
pust	púːst
pustejši	pustɛ́ːjʃi
pustejši	pùːstɛjʃi
pustinja	pustìːnja
pustiti	pustìːti
pustiti	pustíːti
puščati	pùːʃt͡ʃati
puščava	puʃt͡ʃáːʋa
puška	púːʃka
raba	ràːba
rabarbara	rabàːrbara
rabiti	rabìːti
rabiti	rabíːti
rabiti	ràːbiti
raca	ràːt͡sa
računalnik	rat͡ʃunáːlnik
rad	rát
rad	ráːt
radar	ràːdar
radar	ráːdar
radij	ràːdij
radij	ráːdij
radirka	radíːrka
radon	ráːdɔn
radon	radóːn
radost	ràːdɔst
radoveden	radɔʋèːdən
radovednost	radɔʋèːdnɔst
rakun	rakúːn
ralo	ràːlɔ
rama	ràːma
ramovš	ramɔ́ːʋʃ
ran	ráːn
rana	ràːna
ranejši	ràːnɛjʃi
rasa	ràːsa
rast	ráːst
rasti	ràːsti
rastlina	rastlìːna
rastlinojedec	rastlinɔjéːdət͡s
raven	ràːʋən
ravnejši	ràːʋnɛjʃi
ravnik	ráːʋnik
ravnost	ràːʋnɔst
ravnotežje	raʋnɔtéːʒjɛ
razglednica	razɡléːdnit͡sa
razgovor	razɡɔ́ːʋɔr
različen	razlìːt͡ʃən
različnejši	razlìːt͡ʃnɛjʃi
razlika	razlíːka
razpelo	raspɛ̀ːlɔ
razpelo	raspèːlɔ
razred	ràːzrɛt
razumeti	razumèːti
razvoj	razʋɔ́j
rdeč	ərdɛ́t͡ʃ
rebro	rɛ̀ːbrɔ
recikliranje	rɛt͡siklíːranjɛ
reč	réːt͡ʃ
reči	rɛ̀ːt͡ʃi
red	réːt
red	réːt
redar	rɛdàːr
redek	rèːdək
redkejši	rɛtkɛ́ːjʃi
redkejši	rèːtkɛjʃi
redkev	rɛ̀ːtkəʋ
redko	rèːtkɔ
regrat	rèːɡrat
rek	réːk
rek	rɛ́k
reka	rèːka
rektalen	rɛktáːlən
relativnost	réːlatiʋnɔst
relativnost	rɛlatíːʋnɔst
religija	rɛlìːɡija
relikvija	rɛlìːkʋija
renesansa	rɛnɛsáːnsa
renij	rèːnij
rep	rɛ́p
rep	réːp
repatica	rɛpatìːt͡sa
republika	rɛpùːblika
resnica	rɛsnìːt͡sa
resničen	rɛsnìːt͡ʃən
resničen	rɛsníːt͡ʃən
resničnejši	rɛsnìːt͡ʃnɛjʃi
resničnejši	rɛsníːt͡ʃnɛjʃi
resnik	réːsnik
restavracija	rɛstaʋràːt͡sija
rešeto	rɛʃɛ̀ːtɔ
reši	rèːʃi
rešitev	rɛʃíːtəʋ
rešiti	rɛʃìːti
rešiti	rɛʃíːti
rešiti	rèːʃiti
reven	rèːʋən
revija	rɛʋíːja
revnejši	rèːʋnɛjʃi
revolucija	rɛʋɔlùːt͡sija
rezati	rèːzati
rezilo	rɛzìːlɔ
rezultat	rɛzultáːt
riba	rìːba
ribariti	ribàːriti
ribi	rìːbi
rigler	rìːɡlɛr
rijavec	rìːjaʋət͡s
rilec	ríːlət͡s
rim	rìːm
rima	rìːma
rima	ríːma
ris	ríːs
risati	ríːsati
risba	ríːzba
rit	rít
riti	rìːti
riž	ríːʃ
rjav	ərjáʋ
rjuha	ərjùːxa
rjuti	ərjùːti
rob	róːp
rob	róːp
robidnica	rɔbíːdnit͡sa
robot	rɔbóːt
rodij	ròːdij
rodilnik	rɔdíːlnik
roditi	rɔdìːti
roditi	rɔdíːti
rog	róːk
rojen	rɔ̀ːjɛn
rojstvo	rɔ̀ːjstʋɔ
roka	rɔ̀ːka
rokavica	rɔkaʋìːt͡sa
rokomet	rɔkɔmɛ́t
roman	rɔmáːn
romb	róːmp
romun	rɔmúːn
romunija	rɔmùːnija
romunka	rɔmúːnka
romunski	rɔmúːnski
romunsko	rɔmúːnskɔ
romunščina	rɔmúːnʃt͡ʃina
ropar	róːpar
rosa	rɔ̀ːsa
rosomah	rɔsɔmáːx
rotovž	róːtɔʋʃ
rovka	rɔ́ːʋka
rozman	róːzman
roža	róːʒa
roževina	rɔʒɛʋìːna
rožmarin	róːʒmarin
rožmarin	rɔʒmaríːn
rubidij	rubìːdij
ruda	rùːda
rudar	rudàːr
rudnik	rúːdnik
rumen	rumɛ́n
rumenjak	rumɛnjàːk
runo	rùːnɔ
runo	rúːnɔ
rus	rúːs
rusija	rúːsija
rusinja	rúːsinja
ruski	rúːski
rusko	rúːskɔ
ruščina	rúːʃt͡ʃina
rutenij	rutèːnij
ruti	rùːti
ruvati	ruʋàːti
ruvati	rùːʋati
ruvati	rúːʋati
rvati	ərʋàːti
rž	ə́rʃ
s	s
sablja	sáːblja
sabotaža	sabɔtáːʒa
sad	sáːt
sadež	sáːdɛʃ
sadje	sàːdjɛ
sadovnjak	sadɔʋnjàːk
saksofon	saksɔfóːn
sam	sáːm
samarij	samàːrij
samec	sàːmət͡s
samoglasnik	samɔɡláːsnik
samomnožinski	samóːmnɔʒíːnski
samomor	samɔmɔ́r
samorog	samɔróːk
samostalnik	samɔstáːlnik
samostalniški	samɔstáːlniʃki
samostan	samɔstáːn
samota	samɔ̀ːta
samozadovoljevanje	sáːmɔzadɔʋɔljɛʋàːnjɛ
samozadovoljevati	sáːmɔzadɔʋɔljɛʋàːti
samum	samúːm
sanjati	sàːnjati
sanje	sàːnjɛ
sanskrt	sanskə́rt
sapnik	sáːpnik
sardinija	sardìːnija
satelit	satɛlíːt
saturn	satùːrn
scenarij	st͡sɛnàːrij
se	sɛ
seč	séːt͡ʃ
seč	séːt͡ʃ
seči	sèːt͡ʃi
seči	sèːt͡ʃi
sečnica	séːt͡ʃnit͡sa
sečnica	séːt͡ʃnit͡sa
sečničen	séːt͡ʃnit͡ʃən
sedanjik	sɛdàːnjik
sedanjik	sɛdáːnjik
sedanjik	sədàːnjik
sedanjik	sədáːnjik
sedem	sèːdəm
sedemdeset	sèːdəmdɛsɛt
sedemnajst	sɛdəmnàːjst
sedemnajst	sèːdəmnajst
sedeti	sɛdèːti
sedlo	sɛ̀ːdlɔ
sef	séːf
sejati	sɛjàːti
sejati	sɛjàːti
sejšeli	sɛjʃéːli
sekalec	sɛkáːlət͡s
sekira	sɛkìːra
seks	séːks
seksati	séːksati
seksologija	sɛksɔlɔɡìːja
seksualen	sɛksuáːlən
seksualnost	sɛksuáːlnɔst
sekunda	sɛkúːnda
sel	sə́l
sel	sə́ʋ
selen	sɛléːn
sem	sə́m
seme	sèːmɛ
semenovod	sɛmɛnɔʋɔ́t
semenski	sɛméːnski
semenski	sèːmɛnski
senca	séːnt͡sa
sendvič	séːndʋit͡ʃ
seno	sɛnóː
senožet	sɛnɔ̀ːʒɛt
senožet	sɛnɔʒéːt
september	sɛptɛ̀ːmbər
sesalec	səsáːlət͡s
sesalec	sɛsáːlət͡s
sesati	səsàːti
sesati	sɛsàːti
sesti	sèːsti
sestra	sɛ̀ːstra
sestrična	sɛstríːt͡ʃna
seveda	sɛʋéːda
sever	sèːʋɛr
severen	sèːʋɛrən
severnejši	sèːʋɛrnɛjʃi
seznam	səznám
seznam	səznáːm
seznam	sɛznám
seznam	sɛznáːm
sezuti	səzùːti
sezuti	sɛzùːti
shizofrenija	sxizɔfrɛníːja
sibirija	sibìːrija
sicilija	sit͡sìːlija
sidro	sìːdrɔ
sidro	síːdrɔ
sila	sìːla
silicij	silìːt͡sij
simbol	simbóːl
simboličen	simbòːlit͡ʃən
simetrija	simɛtríːja
sin	síːn
sinhron	sinxróːn
sinhrono	sinxróːnɔ
sinica	sinìːt͡sa
sinoči	sinóːt͡ʃi
sinonim	sinɔníːm
sir	sír
sirija	sìːrija
sirilo	sirìːlɔ
siriščnik	siríːʃt͡ʃnik
siriti	sìːriti
sirotka	sìːrɔtka
sistem	sistéːm
sit	sít
siv	síːʋ
skakač	skakàːt͡ʃ
skala	skàːla
skala	skàːla
skandij	skàːndij
skladnja	sklàːdnja
sklanjatev	sklanjáːtəʋ
skleda	sklèːda
sklon	sklɔ́n
skočiti	skɔt͡ʃìːti
skočiti	skɔt͡ʃíːti
skodelica	skɔdéːlit͡sa
skoraj	skɔ̀ːraj
skoraj	skɔ́ːraj
skorbut	skɔrbúːt
skorja	skòːrja
skorja	skóːrja
skriti	skrìːti
skrivati	skrìːʋati
skriven	skríːʋən
skrivnejši	skríːʋnɛjʃi
skrivnost	skriʋnóːst
skrivnosten	skriʋnóːstən
skrivnostnejši	skriʋnóːstnɛjʃi
skromen	skrɔ̀ːmən
skromnejši	skrɔ̀ːmnɛjʃi
skrotum	skróːtum
skupaj	skúːpaj
skupina	skupìːna
skupnost	skùːpnɔst
skupnost	skúːpnɔst
skusiti	skùːsiti
skuša	skùːʃa
slab	sláp
slabo	slabóː
slabše	sláːpʃɛ
slabši	sláːpʃi
slad	sláːt
sladejši	sladɛ́ːjʃi
sladek	slàːdək
sladkor	slàːtkɔr
sladoled	sladɔléːt
slajši	sláːjʃi
slamica	slàːmit͡sa
slan	sláːn
slanina	slanìːna
slap	sláːp
slaščičarna	slaʃt͡ʃit͡ʃáːrna
slava	slàːʋa
slavec	slàːʋət͡s
slaven	slàːʋən
sleči	slèːt͡ʃi
slediti	slɛdìːti
slediti	slɛdíːti
slep	sléːp
slezenovec	slɛzéːnɔʋət͡s
slika	slíːka
slikar	slikàːr
slikati	slíːkati
slina	slìːna
slišati	slìːʃati
sliva	slìːʋa
slivovka	slìːʋɔʋka
sljuda	sljùːda
sloka	slòːka
sloka	slóːka
slon	slɔ́n
slonica	slɔnìːt͡sa
slonica	slɔ̀ːnit͡sa
slonovina	slɔnɔʋìːna
slop	slɔ́p
slovak	slɔʋàːk
slovakinja	slɔʋàːkinja
slovan	slɔʋáːn
slovanka	slɔʋáːnka
slovanski	slɔʋáːnski
slovar	slɔʋàːr
slovaščina	slɔʋáːʃt͡ʃina
slovaška	slɔʋáːʃka
slovaški	slɔʋáːʃki
slovaško	slɔʋáːʃkɔ
slovenec	slɔʋèːnət͡s
slovenija	slɔʋèːnija
slovenka	slɔʋèːnka
slovenski	slɔʋèːnski
slovensko	slɔʋèːnskɔ
slovenščina	slɔʋèːnʃt͡ʃina
sloveti	slɔʋèːti
slovnica	slɔ́ːʋnit͡sa
slovničen	slɔ́ːʋnit͡ʃən
slovo	slɔʋóː
slušati	slùːʃati
sluti	slùːti
služba	slúːʒba
smeh	sméːx
smejati	smɛjàːti
smel	sméːʋ
smelejši	smèːlɛjʃi
smer	sméːr
smet	sméːt
smetana	smèːtana
smeti	smèːti
smisel	smíːsəʋ
smo	smɔ́
smodnik	smɔdnìːk
smola	smɔ̀ːla
smreka	smrèːka
smrt	smə́rt
smrtonosen	smərtɔnɔ̀ːsən
smučati	smúːt͡ʃati
snaha	snàːxa
sneg	snéːk
sneguljčica	snɛɡúːlt͡ʃit͡sa
sneti	snèːti
snežak	snɛʒàːk
snežinka	snɛʒíːnka
snežiti	snɛʒìːti
snežiti	snɛʒíːti
snovati	snɔʋàːti
snuti	snùːti
so	sɔ́
soba	sɔ̀ːba
sobana	sɔbàːna
sobota	sɔbòːta
socializem	sɔt͡sijalìːzəm
socvetje	sɔt͡sʋéːtjɛ
soča	sòːt͡ʃa
sod	sóːt
sodnik	sɔdnìːk
sodoben	sɔdɔ̀ːbən
sodobnejši	sɔdɔ̀ːbnɛjʃi
sok	sóːk
sokol	sɔ̀ːkɔl
sokrat	sóːkrat
sol	sóːʋ
solaren	sɔláːrən
solza	sɔ̀ːʋza
sonatina	sɔnatíːna
sonce	sóːnt͡sɛ
sončen	sóːnt͡ʃən
sončnejši	sóːnt͡ʃnɛjʃi
sončnica	sóːnt͡ʃnit͡sa
sončnik	sóːnt͡ʃnik
sonet	sɔnéːt
sopomenka	sɔ́pɔméːnka
soprog	sɔpróːk
sorojenec	sɔ́rɔjɛ̀ːnət͡s
sosed	sɔ̀ːsɛt
sosed	sòːsɛt
sova	sɔ̀ːʋa
sovraštvo	sɔʋráːʃtʋɔ
sovražiti	sɔʋraʒìːti
sovražiti	sɔʋraʒíːti
sovražiti	sɔʋràːʒiti
sovražiti	sɔʋráːʒiti
sovražnik	sɔʋráːʒnik
spalnica	spáːlnit͡sa
spam	spɛ́ːm
spati	spàːti
spem	spɛ́ːm
sperma	spɛ́ːrma
spet	spéːt
speti	spèːti
speti	spèːti
splošen	splɔ̀ːʃən
splošnejši	splɔ̀ːʃnɛjʃi
spodaj	spɔ̀ːdaj
spodoben	spɔdòːbən
spodobnejši	spɔdòːbnɛjʃi
spogledovati	spɔɡlɛdɔʋàːti
spojina	spɔjìːna
spol	spɔ́l
spolovilo	spɔlɔʋìːlɔ
spomin	spɔmíːn
spominčica	spɔmíːnt͡ʃit͡sa
spominjati	spɔmìːnjati
spomniti	spóːmniti
sporočilo	spɔrɔt͡ʃìːlɔ
sposoditi	spɔsɔdìːti
sposoditi	spɔsɔdíːti
sposoditi	spɔsòːditi
spoznati	spɔznàːti
spregatev	sprɛɡáːtəʋ
sprememba	sprɛméːmba
spremeniti	sprɛmɛnìːti
spremeniti	sprɛmɛníːti
spretnost	sprèːtnɔst
sprevodnik	sprɛʋóːdnik
spustiti	spustìːti
spustiti	spustíːti
srajca	sràːjt͡sa
sraka	sràːka
sranje	sràːnjɛ
sranje	sráːnjɛ
srati	sràːti
srb	sə́rp
srbija	sə́rbija
srbkinja	sə́rpkinja
srbohrvaščina	sərbɔxərʋáːʃt͡ʃina
srbohrvaški	sərbɔxərʋáːʃki
srbski	sə́rpski
srbščina	sə́rpʃt͡ʃina
srce	sərt͡séː
srebrn	srɛbə́rn
srebrnina	srɛbərnìːna
srebro	srɛbróː
sreča	srèːt͡ʃa
srečati	sréːt͡ʃati
srečen	srèːt͡ʃən
srečneje	srèːt͡ʃnɛjɛ
srečneje	srɛt͡ʃnɛ́ːjɛ
srečnejše	srèːt͡ʃnɛjʃɛ
srečnejše	srɛt͡ʃnɛ́ːjʃɛ
srečnejši	srèːt͡ʃnɛjʃi
srečnejši	srɛt͡ʃnɛ́ːjʃi
srečno	srèːt͡ʃnɔ
sreda	sréːda
sredinec	srɛdíːnət͡s
središče	srɛdìːʃt͡ʃɛ
srednjevaloven	srɛdnjɛʋalɔ́ːʋən
srednjeveški	srɛdnjɛʋéːʃki
srednji	sréːdnji
srna	sə̀rna
srp	sə́rp
sršen	sərʃɛ́n
sršen	sərʃéːn
sršen	sə̀rʃɛn
sta	stá
stanje	stàːnjɛ
stanovati	stanɔʋàːti
star	stár
starec	stáːrət͡s
starejši	starɛ́ːjʃi
starka	stáːrka
starodaven	starɔdàːʋən
starost	stàːrɔst
starost	staróːst
stati	stàːti
stati	stàːti
stavba	stáːʋba
stavek	stáːʋək
staviti	stàːʋiti
ste	stɛ́
stegno	stɛ̀ːɡnɔ
steklenica	stɛklɛnìːt͡sa
steklo	stɛ̀ːklɔ
stena	stèːna
stetoskop	stɛtɔskóːp
stetoskop	stɛtɔskɔ́p
steza	stəzá
steza	stə̀za
stikalo	stikàːlɔ
sto	stóː
stol	stɔ́ʋ
stoletje	stɔléːtjɛ
stolp	stɔ́lp
stopalo	stɔpàːlɔ
stopiti	stɔpìːti
stopiti	stɔpíːti
stopiti	stòːpiti
stopiti	stɔpìːti
stopiti	stɔpíːti
stopnišče	stɔpnìːʃt͡ʃɛ
stotnica	stóːtnit͡sa
stotnik	stóːtnik
stožec	stɔ̀ːʒət͡s
stožec	stòːʒət͡s
strah	stráːx
stran	stráːn
stranišče	stranìːʃt͡ʃɛ
stranka	stráːnka
strast	stráːst
strasten	stràːstən
strastnejši	stràːstnɛjʃi
strategija	stratɛɡíːja
streči	strèːt͡ʃi
streha	strèːxa
strela	strèːla
strešica	strèːʃit͡sa
strgati	stə̀rɡati
strgati	stə̀rɡati
stric	strìːt͡s
striči	strìːt͡ʃi
strog	stróːk
stroj	strɔ́j
strojen	strɔ́ːjən
strojiti	strɔjìːti
strojiti	strɔjíːti
strojiti	stròːjiti
strojiti	stróːjiti
stroncij	stròːnt͡sij
strop	strɔ́p
struktura	struktúːra
strukturalen	strukturáːlən
strup	strúːp
strupen	strúːpən
strupen	strupéːn
stvar	stʋáːr
suh	súːx
sum	súːm
suspenzorij	suspɛnzòːrij
suša	sùːʃa
suti	sùːti
suženj	sùːʒən
suženjstvo	sùːʒənstʋɔ
sva	sʋá
svak	sʋàːk
svakinja	sʋàːkinja
svakinja	sʋáːkinja
sveča	sʋèːt͡ʃa
svet	sʋéːt
svet	sʋéːt
svet	sʋɛ́t
svetel	sʋɛ̀ːtəʋ
svetel	sʋə̀təʋ
svetilnik	sʋɛtíːlnik
svetloba	sʋɛtlɔ̀ːba
svetnik	sʋéːtnik
svetnik	sʋɛtnìːk
svila	sʋíːla
sviloprejka	sʋilɔprɛ́ːjka
svinčnik	sʋìːnt͡ʃnik
svinec	sʋìːnət͡s
svizec	sʋíːzət͡s
svoboda	sʋɔbɔ̀ːda
svoboden	sʋɔbɔ̀ːdən
svobodnejši	sʋɔbɔ̀ːdnɛjʃi
svoj	sʋòːj
svojina	sʋɔjìːna
sydney	síːdni
šah	ʃáːx
šahovnica	ʃaxɔ́ːʋnit͡sa
šakal	ʃakáːl
šal	ʃáːl
šank	ʃáːnk
šantati	ʃantàːti
šarenica	ʃáːrɛnit͡sa
šarenica	ʃarɛnìːt͡sa
ščegetavček	ʃt͡ʃɛɡɛtáːʋt͡ʃək
ščet	ʃt͡ʃéːt
ščinkavec	ʃt͡ʃìːnkaʋət͡s
ščir	ʃt͡ʃíːr
ščit	ʃt͡ʃíːt
ščuka	ʃt͡ʃùːka
ščurek	ʃt͡ʃùːrək
še	ʃɛ́
še	ʃɛ
šest	ʃéːst
šestdeset	ʃéːzddɛsɛt
šesti	ʃɛ̀ːsti
šestnajst	ʃɛstnàːjst
šestnajst	ʃéːstnajst
šilček	ʃíːlt͡ʃək
šiliti	ʃìːliti
šimpanz	ʃimpáːns
širok	ʃirɔ́k
šiti	ʃìːti
škarje	ʃkáːrjɛ
škatla	ʃkáːtla
škof	ʃkɔ́f
škorec	ʃkɔ̀ːrət͡s
škorenj	ʃkóːrən
škorpijon	ʃkɔrpijóːn
škotska	ʃkóːtska
škripec	ʃkrìːpət͡s
škripec	ʃkríːpət͡s
škrjanec	ʃkərjàːnət͡s
škrjanec	ʃkərjàːnət͡s
škržat	ʃkərʒáːt
šoja	ʃòːja
šola	ʃóːla
španec	ʃpáːnət͡s
španija	ʃpàːnija
španka	ʃpáːnka
španski	ʃpáːnski
špansko	ʃpáːnskɔ
španščina	ʃpáːnʃt͡ʃina
špirit	ʃpíːrit
štacun	ʃtat͡sùːn
šteti	ʃtèːti
število	ʃtɛʋìːlɔ
števnik	ʃtéːʋnik
štiri	ʃtìːri
štirideset	ʃtíːridɛsɛt
štirinajst	ʃtirinàːjst
štirinajst	ʃtíːrinajst
štirje	ʃtìːrjɛ
štor	ʃtóːr
štor	ʃtɔ́r
štorklja	ʃtóːrklja
študent	ʃtudɛ́nt
študirati	ʃtudíːrati
šum	ʃúːm
šunka	ʃúːnka
šved	ʃʋéːt
švedinja	ʃʋéːdinja
švedska	ʃʋéːtska
švedski	ʃʋéːtski
švedsko	ʃʋéːtskɔ
švedščina	ʃʋéːtʃt͡ʃina
švica	ʃʋíːt͡sa
švicarski	ʃʋíːt͡sarski
ta	táː
tadžikistan	tad͡ʒíːkistan
tajska	táːjska
tajvan	táːjʋan
tako	takóː
takoj	takóːj
takoj	takɔ́j
takrat	takrát
talij	tàːlij
tam	tám
tanek	tàːnək
tantal	táːntal
tanzanija	tanzàːnija
tarča	táːrt͡ʃa
tast	táːst
tašča	tàːʃt͡ʃa
taščica	tàːʃt͡ʃit͡sa
tat	tát
tavžent	táːʋʒɛnt
tečaj	tɛt͡ʃáːj
teči	tɛ̀ːt͡ʃi
teden	téːdən
tehnecij	tɛxnèːt͡sij
tek	téːk
tekač	tɛkàːt͡ʃ
tekoč	tɛkòːt͡ʃ
tekoč	tɛkóːt͡ʃ
tekočina	tɛkɔt͡ʃìːna
teksas	téːksas
tele	tɛ̀ːlɛ
telesen	tɛléːsən
telo	tɛlóː
telovaditi	tɛlɔʋàːditi
telur	tɛlùːr
telur	tɛlúːr
tema	təmá
temen	tə̀mən
temen	təmə́n
temniti	təmnìːti
temniti	təmníːti
tempelj	tɛ̀ːmpəl
temperatura	tɛmpɛratúːra
temza	téːmza
tenis	téːnis
teoretičen	tɛɔrèːtit͡ʃən
teorija	tɛɔríːja
tepsti	tɛ̀ːpsti
terarij	tɛràːrij
terbij	tɛ̀ːrbij
termit	tɛrmíːt
termit	tɛrmíːt
terorist	tɛrɔríːst
tesen	tɛ̀ːsən
testo	tɛstóː
teta	tɛ̀ːta
teti	tèːti
tetoviranje	tɛtɔʋíːranjɛ
tetovirati	tɛtɔʋíːrati
težek	tɛ̀ːʒək
težji	téːʒji
ti	tíː
tiger	tìːɡər
tih	tíːx
tikati	tìːkati
tikati	tíːkati
timijan	tíːmijan
tip	tíːp
tipka	tíːpka
tipkovnica	tipkɔ́ːʋnit͡sa
tisa	tíːsa
tisoč	tíːsɔt͡ʃ
tisočletje	tisɔt͡ʃléːtjɛ
tisti	tíːsti
tišina	tiʃìːna
titan	titáːn
tjulenj	tjùːlən
tjulenj	tjúːlən
tkalec	tkáːlət͡s
tkati	tkàːti
tkivo	tkìːʋɔ
tla	tlá
tlak	tláːk
to	tóː
tod	tòːt
tod	tóːt
toda	tɔda
toda	tóːda
tog	tóːk
tok	tóːk
tok	tɔ́k
tok	tóːk
tokata	tɔkáːta
tolči	tɔ̀ːʋt͡ʃi
tolkalo	tɔʋkàːlɔ
tolmač	tɔlmàːt͡ʃ
tolpa	tɔ̀ːlpa
tom	tóːm
tomahavk	tɔmaxáːʋk
tomaž	tɔmáːʃ
top	tɔ́p
top	tɔ́p
topel	tɔ̀ːpəʋ
topel	tòːpəʋ
topiti	tɔpìːti
topiti	tɔpíːti
toplota	tɔplɔ̀ːta
torba	tóːrba
torek	tɔ̀ːrək
torij	tòːrij
tovariš	tɔʋáːriʃ
tožilnik	tɔʒíːlnik
tradicija	tradìːt͡sija
tradicionalen	tradit͡siɔnáːlən
trajekt	trajéːkt
trakulja	trakùːlja
tramvaj	tráːmʋaj
tramvaj	tramʋáːj
transilvanija	transilʋàːnija
trava	tràːʋa
travnik	tràːʋnik
travnik	tráːʋnik
travojedec	traʋɔjéːdət͡s
trd	tə́rt
trdnjava	tərdnjáːʋa
trebuh	trèːbux
trener	trɛnɛ́ːr
trenutek	trɛnúːtək
trepalnica	trɛpáːlnit͡sa
tresti	trèːsti
treti	trèːti
tretjak	trɛtjàːk
trg	tə́rk
trgati	tə̀rɡati
trgovina	tərɡɔʋìːna
tri	tríː
triangel	trijàːnɡəl
trideset	tríːdɛsɛt
trije	tríːjɛ
trikotnik	trikóːtnik
trinajst	trinàːjst
trinajst	tríːnajst
trinko	tríːnkɔ
tris	tríːs
trizob	trizóːp
trobenta	trɔbéːnta
trošt	tróːʃt
trot	tróːt
trpeti	tərpèːti
trska	tə̀rska
trst	tə́rst
trstenjak	tərstɛnjàːk
trši	tə́rʃi
truplo	trùːplɔ
tu	tú
tuberkuloza	tubɛrkulóːza
tudi	túːdi
tudi	tudi
tukaj	túːkaj
tulij	tùːlij
tuljava	tuljáːʋa
tunizija	tunìːzija
turčija	túːrt͡ʃija
turek	tùːrək
turist	turíːst
turizem	turìːzəm
turkinja	tùːrkinja
turoben	turɔ̀ːbən
turščina	tùːrʃt͡ʃina
turški	tùːrʃki
turško	tùːrʃkɔ
tveganje	tʋèːɡanjɛ
tveganje	tʋéːɡanjɛ
tvegati	tʋèːɡati
tvegati	tʋéːɡati
tvoj	tʋòːj
tvorba	tʋóːrba
tvoriti	tʋòːriti
tvoriti	tʋóːriti
ubiti	ubìːti
ubog	ubóːk
učenec	ut͡ʃɛ̀ːnət͡s
učinek	ut͡ʃíːnək
učitelj	ut͡ʃíːtɛl
učiteljica	ut͡ʃíːtɛljit͡sa
učiti	ut͡ʃìːti
učiti	ut͡ʃíːti
ud	úːt
udariti	udàːriti
ugrabitev	uɡrabíːtəʋ
ugriz	uɡríːs
ugrizniti	uɡrìːzniti
uho	uxóː
ujec	ùːjət͡s
ujec	úːjət͡s
ujeda	ujèːda
ujeda	ujéːda
ujeti	ujèːti
ukaz	ukás
ukrajina	ukrajìːna
ukrajinski	ukrajíːnski
ukrasti	ukràːsti
ukvarjati	ukʋàːrjati
ulic	ulits
ulica	ùːlit͡sa
ulice	ulit͡sɛ
ulici	ulit͡si
ulico	ulit͡sɔ
ulomek	ulóːmək
ultrakratkovaloven	úːltrakratkɔʋalɔ́ːʋən
umazan	umáːzan
umeti	umèːti
umetnik	uméːtnik
umiti	umìːti
umivati	umìːʋati
umor	umɔ́r
umoriti	umɔrìːti
umoriti	umɔríːti
umreti	umrèːti
uniforma	unifóːrma
univerza	uniʋɛ́ːrza
upanje	úːpanjɛ
upati	úːpati
uplinjač	uplinjàːt͡ʃ
upor	upɔ́r
uporaba	upɔráːba
uporabiti	upɔrabìːti
uporabiti	upɔrabíːti
uporabiti	upɔràːbiti
uporabljati	upɔràːbljati
