.f	ʔɛf
ḫꜥw	xɑːuː
ṯb	t͡ʃɛb
ṯbwt	t͡ʃɛbuːt
ṯm	t͡ʃɛm
ṯms	t͡ʃɛmɛs
ṯmt	t͡ʃɛmɛt
ṯmḥ	t͡ʃɛmɛħ
ṯmꜣ	t͡ʃɛmɑ
ṯn	t͡ʃɛn
ṯnj	t͡ʃɛni
ṯnj	caːnaj
ṯnj	taːnaj
ṯnj	toːn
ṯnj	caːnaj
ṯnj	taːnaj
ṯnj	toːn
ṯnm	t͡ʃɛnɛm
ṯnw	t͡ʃɛnuː
ṯnḥr	t͡ʃɛnħɛr
ṯnṯꜣt	t͡ʃɛnt͡ʃɑt
ṯrt	caːɾat
ṯrt	taːɾaʔ
ṯrt	toːɾə
ṯrt	caːɾat
ṯrt	taːɾaʔ
ṯrt	toːɾə
ṯrt	t͡ʃɛrɛt
ṯw	t͡ʃuː
ṯwfj	t͡ʃuːfi
ṯwn	t͡ʃuːn
ṯwt	t͡ʃuːt
ṯz	ciːz
ṯz	t͡ʃiːs
ṯz	t͡ʃiːs
ṯz	ciːz
ṯz	t͡ʃiːs
ṯz	t͡ʃiːs
ṯz	t͡ʃɛz
ṯzj	t͡ʃɛzi
ṯzm	t͡ʃɛzɛm
ṯzt	t͡ʃɛzɛt
ṯztj	t͡ʃɛzti
ṯš	t͡ʃɛʃ
ṯḥn	t͡ʃɛħɛn
ṯḥnw	t͡ʃɛħɛnuː
ṯḥw	t͡ʃɛħuː
ṯꜣj	ciːʀit
ṯꜣj	t͡ʃiːʀiʔ
ṯꜣj	t͡ʃiːʔə
ṯꜣj	ciːʀit
ṯꜣj	t͡ʃiːʀiʔ
ṯꜣj	t͡ʃiːʔə
ṯꜣj	t͡ʃɑi
ṯꜣtj	t͡ʃɑti
ṯꜣtt	t͡ʃɑtɛt
ṯꜣy	t͡ʃɑiː
ẖdb	çaːtʼab
ẖdb	çaːtʼab
ẖdb	çoːtʼəβ
ẖdb	çaːtʼab
ẖdb	çaːtʼab
ẖdb	çoːtʼəβ
ẖdb	çɛdɛb
ẖkr	çɛkɛr
ẖn	çɛn
ẖnj	çɛni
ẖnm	çɛnɛm
ẖnmt	çɛnmɛt
ẖnmw	çanaːmaw
ẖnmw	çanaːmaw
ẖnmw	çənoːm
ẖnmw	çanaːmaw
ẖnmw	çanaːmaw
ẖnmw	çənoːm
ẖnmw	çɛnmuː
ẖnn	çɛnɛn
ẖnnw	çɛnɛnuː
ẖntj	çɛnti
ẖnw	çaːnaw
ẖnw	çaːnaw
ẖnw	çoːn
ẖnw	çaːnaw
ẖnw	çaːnaw
ẖnw	çoːn
ẖnw	çɛnuː
ẖnyt	çɛniːt
ẖpꜣ	çɛpɑ
ẖr	çuɾ
ẖr	çuʔ
ẖr	çøʔ
ẖr	çuɾ
ẖr	çuʔ
ẖr	çøʔ
ẖr	çɛr
ẖrd	çɛrɛd
ẖrdw	çɛrɛduː
ẖrj	çɛri
ẖrj	çuɾij
ẖrj	çuɾij
ẖrj	çəɾej
ẖrj	çuɾij
ẖrj	çuɾij
ẖrj	çəɾej
ẖrj	çɛri
ẖrt	çuɾit
ẖrt	çuɾiʔ
ẖrt	çəɾeʔ
ẖrt	çuɾit
ẖrt	çuɾiʔ
ẖrt	çəɾeʔ
ẖrt	çɛrɛt
ẖrw	çɛruː
ẖt	çuːwat
ẖt	çuːwaʔ
ẖt	çeːwə
ẖt	çuːwat
ẖt	çuːwaʔ
ẖt	çeːwə
ẖt	çɛt
ẖzj	çɛzi
ẖꜣr	çɑr
ẖꜣrt	çɑrɛt
ẖꜣt	çɑt
ẖꜣyt	çɑiːt
ẖꜥm	çɑːm
ẖꜥq	çɑːk
ꜣb	ɑb
ꜣbd	ʀabatʼ
ꜣbd	ʀabatʼ
ꜣbd	ʔəβatʼ
ꜣbd	ʀabatʼ
ꜣbd	ʀabutʼw
ꜣbd	ʀabuːtʼaw
ꜣbd	ʀabatʼ
ꜣbd	ʀabutʼw
ꜣbd	ʀabuːtʼaw
ꜣbd	ʔəβatʼ
ꜣbd	ʔəβøtʼʔ
ꜣbd	ʔəβeːtʼ
ꜣbd	ɑbɛd
ꜣbj	ɑbi
ꜣbnn	ɑbnɛn
ꜣbt	ɑbɛt
ꜣbwt	ɑbuːt
ꜣby	ɑbiː
ꜣbyt	ɑbiːt
ꜣbḏw	ʀabaːcʼaw
ꜣbḏw	ʀabaːtʼaw
ꜣbḏw	ʔəβoːtʼ
ꜣbḏw	ʀabaːcʼaw
ꜣbḏw	ʀabaːtʼaw
ꜣbḏw	ʔəβoːtʼ
ꜣbḏw	ɑbɛd͡ʒuː
ꜣbḫ	ɑbɛx
ꜣbḫt	ɑbxɛt
ꜣbꜣb	ɑbɑb
ꜣd	ɑd
ꜣfj	ɑfi
ꜣfr	ɑfɛr
ꜣfꜥ	ɑfɑː
ꜣhd	ɑhɛd
ꜣhmt	ɑhmɛt
ꜣhw	ɑhuː
ꜣj	ɑi
ꜣjs	ɑis
ꜣjwj	ɑiuːi
ꜣkr	ɑkɛr
ꜣm	ɑm
ꜣmj	ɑmi
ꜣmm	ɑmɛm
ꜣmmw	ɑmɛmuː
ꜣms	ɑmɛs
ꜣmꜥ	ɑmɑː
ꜣpꜣrwywsꜣ	ɑpɑruːiːuːsɑ
ꜣr	ɑr
ꜣrwksjndrs	ɑruːksinɛdrɛs
ꜣrwtꜣḫšꜣšꜣs	ɑruːtɑxʃɑʃɑs
ꜣryt	ɑriːt
ꜣs	ɑs
ꜣst	ʀuːsat
ꜣst	ʀuːsaʔ
ꜣst	ʔeːsə
ꜣst	ʀuːsat
ꜣst	ʀuːsaʔ
ꜣst	ʔeːsə
ꜣst	ɑsɛt
ꜣsḫ	ɑsɛx
ꜣt	ɑt
ꜣtf	ɑtɛf
ꜣtp	ɑtɛp
ꜣw	ɑuː
ꜣwj	ʀaːwaj
ꜣwj	ʀaːwaj
ꜣwj	ʔoːw
ꜣwj	ʀaːwaj
ꜣwj	ʀaːwaj
ꜣwj	ʔoːw
ꜣwj	ɑuːi
ꜣwr	ɑuːr
ꜣwsw	ɑuːsuː
ꜣwt	ɑuːt
ꜣwšꜣ	ɑuːʃɑ
ꜣwšꜣmm	ʔuʀuʃalimum
ꜣwšꜣmm	ɑuːʃɑmɛm
ꜣwḥ	ɑuːħ
ꜣwḫ	ɑuːx
ꜣyt	ɑiːt
ꜣzḫ	ɑzɛx
ꜣš	ɑʃ
ꜣšr	ɑʃɛr
ꜣšrt	ɑʃrɛt
ꜣḥt	ɑħɛt
ꜣḫf	ɑxɛf
ꜣḫt	ɑxɛt
ꜣḫtj	ɑxti
ꜣḫtj	ɑxti
ꜣḫw	ɑxuː
ꜣḫꜣḫ	ɑxɑx
ꜣṯp	ɑt͡ʃɛp
ꜣẖꜥ	ɑçɑː
ꜣẖꜥt	ɑçɑːt
ꜣꜣt	ɑʔɑt
ꜣꜣtꜣ	ɑʔɑtɑ
ꜣꜥfj	ɑʔɑːfi
ꜣꜥw	ɑʔɑːuː
ꜣꜥꜥ	ɑʔɑːʔɑː
ꜣꜥꜥbw	ɑʔɑːɑːbuː
ꜣꜥꜥnj	ɑʔɑːɑːni
ꜣꜥꜥwj	ɑʔɑːɑːuːi
ꜥ	ʕiːj
ꜥ	ʕiːj
ꜥ	ʕeːj
ꜥ	ʕiːj
ꜥ	diːj
ꜥ	ʕiːj
ꜥ	ʕeːj
ꜥ	ɑː
ꜥbꜣ	ɑːbɑ
ꜥf	ɑːf
ꜥff	ʕuffVj
ꜥff	ʕuffVj
ꜥff	ʕøff
ꜥff	ʕuffVj
ꜥff	ʕuffVj
ꜥff	ʕøff
ꜥff	ɑːfɛf
ꜥftj	ɑːfti
ꜥfḏt	ɑːfd͡ʒɛt
ꜥfꜣy	ɑːfɑiː
ꜥkꜣ	ɑːkɑ
ꜥm	ɑːm
ꜥmm	ɑːmɛm
ꜥmꜥm	ɑːmɑːm
ꜥmꜥt	ʕamʕat
ꜥmꜥt	ʕamʕaʔ
ꜥmꜥt	ʕamʕə
ꜥmꜥt	ʕamʕat
ꜥmꜥt	ʕamʕaʔ
ꜥmꜥt	ʕamʕə
ꜥmꜥt	ɑːmɑːt
ꜥmꜥꜣ	ɑːmɑːʔɑ
ꜥnb	ɑːnɛb
ꜥnn	ɑːnɛn
ꜥnqt	ɑːnkɛt
ꜥnt	ɑːnɛt
ꜥntj	ɑːnti
ꜥntjt	ɑːntit
ꜥntjw	ɑːntiuː
ꜥnḏ	ɑːnɛd͡ʒ
ꜥnḏw	ʕancʼawwuw
ꜥnḏw	ʕantʼawwuw
ꜥnḏw	ʕəntʼaww
ꜥnḏw	ʕancʼawwuw
ꜥnḏw	ʕantʼawwuw
ꜥnḏw	ʕəntʼaww
ꜥnḏw	ɑːnd͡ʒuː
ꜥnḫ	ɑːnx
ꜥnḫ	ʕaːnaχ
ꜥnḫ	ʕaːnaχ
ꜥnḫ	ʕoːnəχ
ꜥnḫ	ʕaːnaχ
ꜥnḫ	ʕaːnaχ
ꜥnḫ	ʕoːnəχ
ꜥnḫ	ʕanaχ
ꜥnḫ	ʕanaχ
ꜥnḫ	ʕanaχ
ꜥnḫ	ʕanaχ
ꜥnḫ	ʕanaχ
ꜥnḫ	ʕanaχ
ꜥnḫ.tj	ɑːnxʔti
ꜥnḫwj	ɑːnxuːi
ꜥnꜥn	ɑːnɑːn
ꜥpj	ɑːpi
ꜥpr	ɑːpɛr
ꜥpšꜣy	ɑːpʃɑiː
ꜥq	ʕaːqʼ
ꜥq	ʕaːqʼ
ꜥq	ʕoːqʼ
ꜥq	ʕaːqʼ
ꜥq	ʕaːqʼ
ꜥq	ʕoːqʼ
ꜥq	ɑːk
ꜥqw	ʕaqʼwuw
ꜥqw	ʕaqʼwuw
ꜥqw	ʕaqʼw
ꜥqw	ʕaqʼwuw
ꜥqw	ʕaqʼwuw
ꜥqw	ʕaqʼw
ꜥqw	ɑːkuː
ꜥqyt	ɑːkiːt
ꜥqꜣ	ɑːkɑ
ꜥrq	ʕaːlaqʼ
ꜥrq	ʕaːlaqʼ
ꜥrq	ʕoːləqʼ
ꜥrq	ʕaːlaqʼ
ꜥrq	ʕaːlaqʼ
ꜥrq	ʕoːləqʼ
ꜥrq	ɑːrɛk
ꜥrq	ʕalaqʼ
ꜥrq	ʕalaqʼ
ꜥrq	ʕalaqʼ
ꜥrq	ʕalaqʼ
ꜥrq	ʕalaqʼ
ꜥrq	ʕalaqʼ
ꜥrq	ɑːrɛk
ꜥrqy	ɑːrkiː
ꜥrrwt	ɑːrɛruːt
ꜥrt	ɑːrɛt
ꜥsṯjrṯt	ɑːst͡ʃirt͡ʃɛt
ꜥt	ɑːt
ꜥwt	ɑːuːt
ꜥwꜣ	ɑːuːɑ
ꜥwꜣj	ɑːuːɑi
ꜥšꜣ	ɑːʃɑ
ꜥšꜣ	ʕiʃiʀ
ꜥšꜣ	ʕiʃiʀ
ꜥšꜣ	ʕəʃej
ꜥšꜣ	ʕiʃiʀ
ꜥšꜣ	ʕiʃiʀ
ꜥšꜣ	ʕəʃej
ꜥšꜣ	ɑːʃɑ
ꜥšꜣt	ɑːʃɑt
ꜥḏ	ɑːd͡ʒ
ꜥḏt	ɑːd͡ʒɛt
ꜥḥꜣw	ɑːħɑuː
ꜥḥꜣwtj	ʕaħʀawtij
ꜥḥꜣwtj	ʕaħʀawtij
ꜥḥꜣwtj	ʕəħawt
ꜥḥꜣwtj	ʕaħʀawtij
ꜥḥꜣwtj	ʕaħʀawtij
ꜥḥꜣwtj	ʕəħawt
ꜥḥꜣwtj	ɑːħɑuːti
ꜥḥꜥ	ɑːħɑː
ꜥḥꜥw	ɑːħɑːuː
ꜥḫm	ɑːxɛm
ꜥẖj	ɑːçi
ꜥẖm	ʕaçaːmaw
ꜥẖm	ʕaçaːmaw
ꜥẖm	ʕaçoːm
ꜥẖm	ʕaçaːmaw
ꜥẖm	ʕaçaːmaw
ꜥẖm	ʕaçoːm
ꜥẖm	ɑːçɛm
ꜥꜣ	ʕaʀ
ꜥꜣ	ʕaʀ
ꜥꜣ	ʕaʔ
ꜥꜣ	ʕaʀ
ꜥꜣ	ʕaʀ
ꜥꜣ	ʕaʔ
ꜥꜣ	ʕoʔ
ꜥꜣ	ɑːʔɑ
ꜥꜣ	iʕaʀ
ꜥꜣ	ɑːʔɑ
ꜥꜣdt	ɑːʔɑdɛt
ꜥꜣg	ɑːʔɑɡ
ꜥꜣm	ɑːʔɑm
ꜥꜣmt	ɑːʔɑmɛt
ꜥꜣpp	ɑːʔɑpɛp
ꜥꜣt	ɑːʔɑt
ꜥꜣw	ɑːʔɑuː
ꜥꜣꜥ	ɑːʔɑʔɑː
ꜥꜥb	ɑːʔɑːb
ꜥꜥft	ɑːʔɑːfɛt
ꜥꜥj	ɑːʔɑːi
ꜥꜥw	ɑːʔɑːuː
