aaron	aːaron
putrefactas	pʊtrɛfaktaːs
putrefacto	pʊtrɛfaktoː
putrefactos	pʊtrɛfaktoːs
putrefacturus	pʊtrɛfaktuːrʊs
putreo	pʊtreoː
putreretur	pʊtrɛreːtʊr
putridus	pʊtrɪdʊs
putus	pʊtʊs
putus	pʊtʊs
pycnitis	pʏkniːtɪs
pycnitis	pikniːtis
pycta	pʏkta
pyctes	pʏkteːs
pydna	pʏdna
pyelus	pʏɛɫʊs
pygargus	pyːɡarɡʊs
pygela	pʏɡɛɫa
pygidialis	pyːɡɪdiaːlɪs
pygidium	pyːɡɪdiʊ̃
pygmaeus	pʏɡmae̯ʊs
pylae	pʏɫae̯
pylus	pʏɫʊs
pyra	pʏra
pyralis	pʏralɪs
pyralis	pʏraːlɪs
pyramidalis	pyːramɪdaːlɪs
pyramidatus	pyːramɪdaːtʊs
pyramis	pyːramɪs
pyramus	pyːramʊs
pyranthus	pʏrantʰʊs
pyrasus	pʏrasʊs
pyrenaicus	pyːreːnaːɪkʊs
pyretus	pʏrɛtʊs
pyrgi	pʏrɡiː
pyrifolius	pʏrɪfɔliʊs
pyriformis	pʏrɪfoːrmɪs
pyrius	pʏriʊs
pyrnus	pʏrnʊs
pyropum	pʏrɔpʊ̃
pyrotechnicus	pʏrɔtɛkʰnɪkʊs
pyrrha	pʏrra
pythia	piːtia
pythia	piːtia
pythia	piːtia
pythium	pyːtʰiʊ̃
pythium	piːtium
pythius	pyːtʰiʊs
pythius	piːtius
pytho	piːto
python	pyːtʰɔn
pythonicus	pyːtʰoːnɪkʊs
pythopolis	pyːtʰɔpɔlɪs
pyxis	pʏksɪs
pyxites	pʏksiːteːs
pyxurates	pʏksʊrateːs
quadragenarius	kʷadraːɡeːnaːriʊs
quadragesimus	kʷadraːɡeːsɪmʊs
quadraginta	kʷadraːɡɪntaː
quadrale	kʷadraːɫɛ
quadrangularis	kʷadraŋɡʊɫaːrɪs
quadrangulatus	kʷadraŋɡʊɫaːtʊs
quadrangulus	kʷadraŋɡʊɫʊs
quadrans	kʷadrãːs
quadrantalis	kʷadrantaːlɪs
quadrantarius	kʷadrantaːriʊs
quadratarius	kʷadraːtaːriʊs
quadratica	kʷadraːtɪka
quadratica	kʷadraːtɪkaː
quadraticae	kʷadraːtɪkae̯
quadraticam	kʷadraːtɪkã
quadraticarum	kʷadraːtɪkaːrʊ̃
quadraticas	kʷadraːtɪkaːs
quadratice	kʷadraːtɪkɛ
quadratici	kʷadraːtɪkiː
quadraticis	kʷadraːtɪkiːs
quadratico	kʷadraːtɪkoː
quadraticorum	kʷadraːtɪkoːrʊ̃
quadraticos	kʷadraːtɪkoːs
quadraticum	kʷadraːtɪkʊ̃
quadraticus	kʷadraːtɪkʊs
quadrator	kʷadraːtɔr
quadratum	kʷadraːtʊ̃
quadratus	kʷadraːtʊs
quadratus	kʷadraːtʊs
quadriangulus	kʷadriaŋɡʊɫʊs
quadricarinatus	kʷadrɪkariːnaːtʊs
quadricolor	kʷadrɪkɔɫɔr
quadricornis	kʷadrɪkɔrnɪs
quadridens	kʷadrɪdẽːs
quadridentatus	kʷadrɪdɛntaːtʊs
quadriduanus	kʷadrɪdʊaːnʊs
quadriduum	kʷadrɪdʊʊ̃
quadriennis	kʷadriɛnnɪs
quadrifarius	kʷadrɪfaːriʊs
quadrifidus	kʷadrɪfɪdʊs
quadrifinalis	kʷadrɪfiːnaːlɪs
quadriflorus	kʷadrɪfɫoːrʊs
quadrifluus	kʷadrɪfɫʊʊs
quadrifolius	kʷadrɪfɔliʊs
quadriforis	kʷadrɪfɔrɪs
quadriformis	kʷadrɪfoːrmɪs
quadrifurcus	kʷadrɪfʊrkʊs
quadrigalis	kʷadriːɡaːlɪs
quadrigamus	kʷadrɪɡamʊs
quadrigarius	kʷadriːɡaːriʊs
quadrigarius	kʷadriːɡaːriʊs
quadrigatus	kʷadriːɡaːtʊs
quadrigeminus	kʷadrɪɡɛmɪnʊs
quadrigonus	kʷadrɪɡoːnʊs
quadrigula	kʷadriːɡʊɫa
quadrigulae	kʷadriːɡʊɫae̯
quadriiugi	kʷadrɪjjʊɡiː
quadriiugis	kʷadrɪjjʊɡɪs
quadriiugus	kʷadrɪjjʊɡʊs
quadrilaterus	kʷadrɪɫatɛrʊs
quadrilaterus	kwadrilaːterus
quadrilineatus	kʷadrɪliːneaːtʊs
quadrimaculatus	kʷadrɪmakʊɫaːtʊs
quadringenta	kʷadrɪŋɡɛnta
quadringentae	kʷadrɪŋɡɛntae̯
quadringentesimus	kʷadrɪŋɡɛnteːsɪmʊs
quadringenti	kʷadrɪŋɡɛntiː
quadripartio	kʷadrɪpartioː
quadripartitio	kʷadrɪpartiːtioː
quadripartito	kʷadrɪpartiːtoː
quadripartitus	kʷadrɪpartiːtʊs
quadripunctatus	kʷadrɪpuːŋktaːtʊs
quadrisetus	kʷadrɪseːtʊs
quadrispinosus	kʷadrɪspiːnoːsʊs
quadrivium	kʷadrɪwiʊ̃
quadrivium	kwadriːvium
quadrum	kʷadrʊ̃
quadrupedans	kʷadrʊpɛdãːs
quadrupes	kʷadrʊpeːs
quadruplex	kʷadrʊpɫɛks
quadruplico	kʷadrʊplɪkoː
quadruplo	kʷadrʊpɫoː
quadruplus	kʷadrʊpɫʊs
quadrus	kʷadrʊs
quaedam	kʷae̯dã
quaerens	kʷae̯rẽːs
quaerere	kʷae̯rɛrɛ
quaerere	kʷae̯reːrɛ
quaerito	kʷae̯rɪtoː
quaero	kwɛːro
quaestionarius	kʷae̯stioːnaːriʊs
quaestionarius	kwɛstionaːrius
quaestor	kʷae̯stɔr
quaestorius	kʷae̯stoːriʊs
quaestuosus	kʷae̯stʊoːsʊs
quaetus	kʷae̯tʊs
qualifico	kʷaːlɪfɪkoː
qualis	kʷaːlɪs
quam	kʷã
quamobrem	kʷamɔbrɛ̃
quamquam	kʷaŋkʷã
quandocumque	kʷandoːkʊŋkᶣɛ
quandocumque	kwandoːkuŋkwe
quandoquidem	kʷandoːkᶣɪdɛ̃
quanquam	kʷaŋkʷã
quantillus	kʷantɪllʊs
quantitativus	kʷantɪtaːtiːwʊs
quantulus	kʷantʊɫʊs
quantum	kʷantʊ̃
quantumlibet	kʷantʊmlɪbɛt
quantumvis	kʷantʊmwiːs
quantus	kʷantʊs
quantuscumque	kʷantʊskʊŋkᶣɛ
quantuscumque	kwantuskuŋkwe
quantuslibet	kʷantʊslɪbɛt
quantusvis	kʷantʊswiːs
quare	kwaːre
quartadecimani	kʷaːrtadɛkɪmaːniː
quartadecimani	kʷaːrtadɛkɪmaːniː
quartale	kʷaːrtaːɫɛ
quartalis	kʷaːrtaːlɪs
quartalis	kwartaːlis
quartanus	kʷaːrtaːnʊs
quartinius	kʷartiːniʊs
quartinus	kʷartiːnʊs
quartus	kʷaːrtʊs
quartusdecimus	kʷaːrtʊsdɛkɪmʊs
quartusdecimus	kwartusdeːt͡ʃimus
quarum	kʷaːrʊ̃
quasi	kʷasɪ
quasi	kwaːzi
quassabilis	kʷassaːbɪlɪs
quassabundus	kʷassaːbʊndʊs
quassus	kʷassʊs
quatenus	kʷaːtɛnʊs
quaternarius	kʷatɛrnaːriʊs
quaterni	kʷatɛrniː
quattuor	kʷattʊɔr
quattuordecim	kʷattʊɔrdɛkɪ̃
quattuorvir	kʷattʊɔrwɪr
quattuorviralis	kʷattʊɔrwɪraːlɪs
quattuorviratus	kʷattʊɔrwɪraːtʊs
queenslandicus	kᶣĩːsɫandɪkʊs
quelea	kᶣɛɫea
quem	kᶣɛ̃
quemadmodum	kᶣɛmadmɔdʊ̃
queo	kᶣeoː
quercens	kᶣɛrkẽːs
querceta	kᶣɛrkeːta
querceti	kᶣɛrkeːtiː
querceto	kᶣɛrkeːtoː
quercetum	kᶣɛrkeːtʊ̃
querceus	kᶣɛrkeʊs
quercicolus	kᶣɛrkɪkɔɫʊs
quercus	kᶣɛrkʊs
querela	kᶣɛreːɫa
querella	kᶣɛrɛlla
queribundus	kᶣɛrɪbʊndʊs
queror	kᶣɛrɔr
querquedula	kᶣɛrkᶣɛdʊɫa
querquerni	kᶣɛrkᶣɛrniː
querquetula	kᶣɛrkᶣeːtʊɫa
querquetulanus	kᶣɛrkᶣeːtʊɫaːnʊs
querquetum	kᶣɛrkᶣeːtʊ̃
querule	kᶣɛrʊɫeː
querule	kweːrule
querulosus	kᶣɛrʊɫoːsʊs
querulus	kᶣɛrʊɫʊs
qui	kᶣiː
quia	kᶣia
quianam	kᶣianã
quibus	kᶣɪbʊs
quicquam	kᶣɪkkʷã
quicquid	kᶣɪkkᶣɪd
quicum	kᶣiːkʊ̃
quicumque	kᶣiːkʊŋkᶣɛ
quicunque	kᶣiːkʊŋkᶣɛ
quid	kᶣɪd
quidam	kᶣiːdã
quidem	kᶣɪdɛ̃
quidquid	kᶣɪdkᶣɪd
quies	kᶣieːs
quiescentia	kᶣieːskɛntia
quiescentia	kwieʃʃent͡sia
quiesco	kᶣieːskoː
quietantia	kᶣieːtantia
quietensis	kᶣiɛtẽːsɪs
quieto	kᶣieːtoː
quietor	kᶣieːtɔr
quietudo	kᶣieːtuːdoː
quietus	kᶣieːtʊs
quievi	kᶣieːwiː
quin	kᶣiːn
quinarius	kᶣiːnaːriʊs
quinatus	kᶣiːnaːtʊs
quinctilius	kᶣiːŋktiːliʊs
quinctius	kᶣiːŋktiʊs
quincunx	kᶣiːŋkuːŋks
quindecim	kᶣiːndɛkɪ̃
quindecimvir	kᶣiːndɛkɪmwɪr
quindecimviralis	kᶣiːndɛkɪmwɪraːlɪs
quindecimviratus	kᶣiːndɛkɪmwɪraːtʊs
quindiuensis	kᶣɪndɪwẽːsɪs
quingenta	kᶣiːŋɡɛnta
quingentae	kᶣiːŋɡɛntae̯
quingentesimus	kᶣiːŋɡɛnteːsɪmʊs
quingentesimus	kwind͡ʒenteːzimus
quingenti	kᶣiːŋɡɛntiː
quini	kᶣiːniː
quinquagenarius	kᶣiːŋkʷaːɡeːnaːriʊs
quinquagensimus	kᶣiːŋkʷaːɡẽːsɪmʊs
quinquagesimus	kᶣiːŋkʷaːɡeːsɪmʊs
quinquaginta	kᶣiːŋkʷaːɡɪntaː
quinquaginta	kwiŋkwad͡ʒinta
quinquangulus	kᶣiːŋkʷaŋɡʊɫʊs
quinquatrus	kᶣiːŋkʷaːtruːs
quinque	kᶣiːŋkᶣɛ
quinque	kwiŋkwe
quinquefasciatus	kᶣiːŋkᶣɛfaskiaːtʊs
quinquefolius	kᶣiːŋkᶣɛfɔliʊs
quinquennalis	kᶣiːŋkᶣɛnnaːlɪs
quinquennis	kᶣiːŋkᶣɛnnɪs
quinquennis	kwiŋkwennis
quinquennis	kʷinkʷɛnnes
quinquennium	kᶣiːŋkᶣɛnniʊ̃
quinquepartitus	kᶣiːŋkᶣɛpartiːtʊs
quinquepertitus	kᶣiːŋkᶣɛpɛrtiːtʊs
quinquevir	kᶣiːŋkᶣɛwɪr
quinqueviralis	kᶣiːŋkᶣɛwɪraːlɪs
quinqueviratus	kᶣiːŋkᶣɛwɪraːtʊs
quinquies	kᶣiːŋkᶣieːs
quinquiplex	kᶣiːŋkᶣɪpɫɛks
quinquiplico	kᶣiːŋkᶣɪplɪkoː
quintilis	kᶣiːntiːlɪs
quintino	kᶣiːntiːnoː
quintinus	kᶣiːntiːnʊs
quintipor	kᶣiːntɪpɔr
quintus	kᶣiːntʊs
quintus	kᶣiːntʊs
quintusdecimus	kᶣiːntʊsdɛkɪmʊs
quintusdecimus	kwintusdeːt͡ʃimus
quippe	kᶣiːppɛ
quippiam	kᶣɪppiã
quirinalia	kᶣɪriːnaːlia
quirinalia	kwirinaːlia
quirinalis	kᶣɪriːnaːlɪs
quirinalis	kwirinaːlis
quirinius	kᶣɪriːniʊs
quirinus	kᶣɪriːnʊs
quirinus	kwiriːnus
quirinus	kᶣɪriːnʊs
quirinus	kwiriːnus
quirito	kᶣɪriːtoː
quirquir	kᶣɪrkᶣɪr
quirrito	kᶣɪrriːtoː
quis	kᶣɪs
quisnam	kᶣɪsnã
quisquam	kᶣɪskʷã
quisque	kᶣɪskᶣɛ
quisquilia	kᶣɪskᶣɪlia
quisquis	kᶣɪskᶣɪs
quitensis	kᶣɪtẽːsɪs
quiturus	kᶣɪtuːrʊs
quocirca	kʷoːkɪrkaː
quod	kʷɔd
quodsi	kʷɔtsiː
quominus	kʷoːmɪnʊs
quomodo	kʷoːmɔdɔ
quomodo	kwoːmodo
quondam	kʷɔndã
quoniam	kʷɔnjã
quoquam	kʷoːkʷã
quoque	kʷoːkᶣɛ
quoque	kwoːkwe
quoque	kʷɔkᶣɛ
quoque	kʷoːkᶣɛ
quorum	kʷoːrʊ̃
quosenum	kʷɔsɛnʊ̃
quot	kʷɔt
quotidianas	kʷɔtiːdiaːnaːs
quotidiane	kʷɔtiːdiaːnɛ
quotidiani	kʷɔtiːdiaːniː
quotidiano	kʷɔtiːdiaːnoː
quotidianos	kʷɔtiːdiaːnoːs
quotidianus	kʷɔtiːdiaːnʊs
quotienscumque	kʷɔtiẽːskʊmkᶣɛ
quotus	kʷɔtʊs
quousque	kʷɔʊskᶣɛ
quovis	kwoːvis
quum	kʷʊ̃
rabboni	rabbɔniː
rabidus	rabɪdʊs
rabiosulus	rabioːsʊɫʊs
rabiosus	rabioːsʊs
rabirius	rabiːriʊs
rabocentus	rabɔkɛntʊs
rabuleius	rabʊɫeːjʊs
racemarius	rakeːmaːriʊs
racematus	rakeːmaːtʊs
racemifer	rakeːmɪfɛr
racemor	rakeːmɔr
racemosus	rakeːmoːsʊs
racemus	rakeːmʊs
racilius	rakiːliʊs
racoviam	rakoːwiã
radagaisus	radaɡaɪsʊs
radiatilis	radiaːtɪlɪs
radicalis	raːdiːkaːlɪs
radicatus	raːdiːkaːtʊs
radicosus	raːdiːkoːsʊs
radicula	raːdiːkʊɫa
radiophonum	radiɔpʰoːnʊ̃
radiosus	radioːsʊs
radium	radiʊ̃
radium	raːdium
radius	radiʊs
radon	radɔn
radula	raːdʊɫa
raecius	rae̯kiʊs
raedarius	rae̯daːriʊs
raetoromanicus	rae̯tɔroːmaːnɪkʊs
ragonius	raɡoːniʊs
raimundus	raɪmʊndʊs
rallus	rallʊs
ramex	raːmɛks
ramifico	raːmɪfɪkoː
ramifico	ramiːfiko
ramiflorus	raːmɪfɫoːrʊs
ramisi	ramɪsiː
rammius	rammiʊs
ramosus	raːmoːsʊs
ramus	raːmʊs
ramusculus	raːmʊskʊɫʊs
rancidulus	raŋkɪdʊɫʊs
rancidus	raŋkɪdʊs
ranco	raŋkoː
rancor	raŋkɔr
rancor	raŋkor
rangifer	raŋɡɪfɛr
raniformis	raːnɪfoːrmɪs
ranius	raniʊs
ranivore	raːnɪwɔrɛ
ranivorus	raːnɪwɔrʊs
ranunculus	raːnʊŋkʊɫʊs
rapiditas	rapɪdɪtaːs
rapidulus	rapɪdʊɫʊs
rapidus	rapɪdʊs
rapistrum	raːpɪstrʊ̃
raptor	raptɔr
raptus	raptʊs
rapulum	raːpʊɫʊ̃
rapum	raːpʊ̃
rarefacio	rarɛfakioː
raritas	raːrɪtaːs
rarungae	rarʊŋɡae̯
rarus	raːrʊs
rasinius	rasɪniʊs
rasis	raːsɪs
rastellus	raːstɛllʊs
rastrum	raːstrʊ̃
ratiatum	ratiatʊ̃
ratio	raːt͡sio
ratiocinativus	ratioːkɪnaːtiːwʊs
ratiocinor	ratioːkɪnɔr
rationabilis	ratioːnaːbɪlɪs
rationalis	ratioːnaːlɪs
ratus	ratʊs
raucus	rau̯kʊs
rave	raːwɛ
ravenna	rawɛnna
ravennas	rawɛnnaːs
ravennatus	rawɛnnaːtʊs
ravis	raːwɪs
ravus	raːwʊs
reaedifico	reae̯dɪfɪkoː
realis	reaːlɪs
realitas	reaːlɪtaːs
reamer	reamɛr
reate	reaːtɛ
reatini	reatiːni
reatini	rʲadini
reatinus	reaːtiːnʊs
reatinus	reatiːnus
reatinus	rʲadinos
rebellatio	rɛbɛllaːtioː
rebellatrix	rɛbɛllaːtriːks
rebellatum	rɛbɛllaːtʊ̃
rebellaturus	rɛbɛllaːtuːrʊs
rebellio	rɛbɛllioː
rebellis	rɛbɛllɪs
rebellium	rɛbɛlliʊ̃
rebello	rɛbɛlloː
rebilus	rɛbɪɫʊs
reboo	rɛbɔoː
rebullio	rɛbʊllioː
reburrus	rɛbʊrrʊs
recalcitrant	rɛkaɫkɪtrant
recalcitro	rɛkaɫkɪtroː
recaleo	rɛkaɫeoː
recalvaster	rɛkaɫwastɛr
recalvities	rɛkaɫwɪtieːs
recapitulo	rɛkapɪtʊɫoː
recedo	rɛkeːdoː
recens	rɛkẽːs
recenseo	rɛkẽːseoː
recensio	rɛkẽːsioː
receptaculum	rɛkɛptaːkʊɫʊ̃
receptator	rɛkɛptaːtɔr
receptibilis	rɛkɛptɪbɪlɪs
receptio	rɛkɛptioː
recepto	rɛkɛptoː
receptrix	rɛkɛptriːks
recessio	rɛkɛssioː
recessivus	rɛkɛssiːwʊs
recidivus	rɛkɪdiːwʊs
recido	rɛkɪdoː
recido	rɛkiːdoː
recingo	rɛkɪŋɡoː
reciperatorius	rɛkɪpɛraːtoːriʊs
recipero	rɛkɪpɛroː
recipio	rɛkɪpioː
reciprocus	rɛkɪprɔkʊs
recitatio	rɛkɪtatiɔ
recitator	rɛkɪtaːtɔr
recito	rɛkɪtoː
reclamitator	rɛkɫaːmɪtaːtɔr
reclamitator	reklamitaːtor
reclamito	rɛkɫaːmɪtoː
reclamo	rɛkɫaːmoː
reclino	rɛkliːnoː
recludo	rɛkɫuːdoː
reclusa	rɛkɫuːsa
reclusa	rɛkɫuːsaː
reclusas	rɛkɫuːsaːs
recluse	rɛkɫuːsɛ
reclusi	rɛkɫuːsiː
recluso	rɛkɫuːsoː
reclusos	rɛkɫuːsoːs
recogito	rɛkoːɡɪtoː
recognosco	rɛkɔŋnoːskoː
recolligo	rɛkɔllɪɡoː
recolloco	rɛkɔllɔkoː
recolo	rɛkɔɫoː
recommoneo	rɛkɔmmɔneoː
reconcilio	rɛkɔŋkɪlioː
reconditas	rɛkɔndɪtaːs
recondite	rɛkɔndɪtɛ
reconditi	rɛkɔndɪtiː
recondito	rɛkɔndɪtoː
reconditos	rɛkɔndɪtoːs
recondo	rɛkɔndoː
recoquo	rɛkɔkʷoː
recordabilis	rɛkɔrdaːbɪlɪs
recordatio	rɛkɔrdaːtioː
recordatio	rekordaːt͡sio
recordativus	rɛkɔrdaːtiːwʊs
recordatus	rɛkɔrdaːtʊs
recordor	rɛkɔrdɔr
recreatio	rɛkreaːtioː
recreator	rɛkreaːtɔr
recreo	rɛkreoː
recrepo	rɛkrɛpoː
recrudescentia	rɛkrʊdɛskɛntia
rectangulus	reːktaŋɡʊɫʊs
rectifico	reːktɪfɪkoː
rector	reːktɔr
rectus	reːktʊs
recubo	rɛkʊboː
recula	reːkʊɫa
recumbo	rɛkʊmboː
recuperate	rɛkʊpɛraːtɛ
recuperatorius	rɛkʊpɛraːtoːriʊs
recupero	rɛkʊpɛroː
recurro	rɛkʊrroː
recursio	rɛkʊrsioː
recurvo	rɛkʊrwoː
recusatio	rɛkuːsaːtioː
recuso	rɛkuːsoː
recutio	rɛkʊtioː
redamans	rɛdamãːs
redamo	rɛdamoː
redarguo	rɛdarɡʊoː
reddo	rɛddoː
redduce	rɛddʊkɛ
reddux	rɛddʊks
redeo	rɛdeoː
redhibeo	rɛdhɪbeoː
redhibeo	rediːbeo
redigo	rɛdɪɡoː
redimio	rɛdɪmioː
redimo	rɛdɪmoː
redintegrascerent	rɛdɪntɛɡraːskɛrɛnt
redintegrasceret	rɛdɪntɛɡraːskɛrɛt
redintegrascit	rɛdɪntɛɡraːskɪt
redintegrasco	rɛdɪntɛɡraːskoː
redintegrascunt	rɛdɪntɛɡraːskʊnt
redintegratio	rɛdɪntɛɡraːtioː
redintegrator	rɛdɪntɛɡraːtɔr
redintegratorum	rɛdɪntɛɡraːtoːrʊ̃
redintegratus	rɛdɪntɛɡraːtʊs
redintegro	rɛdɪntɛɡroː
rediturus	rɛdɪtuːrʊs
rediturus	redituːrus
redivivus	rɛdɪwiːwʊs
redoleo	rɛdɔɫeoː
redones	reːdɔneːs
reduce	rɛduːkɛ
reduce	rɛdʊkɛ
reduce	rɛdʊkɛ
reducem	rɛdʊkɛ̃
reduces	rɛduːkeːs
reduces	rɛdʊkeːs
reduci	rɛduːkiː
reduci	rɛdʊkiː
reducia	rɛdʊkia
reducibus	rɛdʊkɪbʊs
reducis	rɛduːkɪs
reducis	rɛdʊkɪs
reducium	rɛdʊkiʊ̃
reduco	rɛduːkoː
reductio	rɛdʊktioː
reducto	rɛdʊktoː
reductor	rɛdʊktɔr
reductores	rɛdʊktoːreːs
redundantes	rɛsɪliɛnteːs
redundantia	rɛdʊndantia
redundo	rɛdʊndoː
reduvia	rɛdʊwia
redux	rɛdʊks
reexpecto	reɛkspɛktoː
refarcio	rɛfarkioː
refector	rɛfɛktɔr
refectoria	rɛfɛktoːria
refectoria	refektoːria
refectoria	rɛfɛktoːriaː
refectoria	refektoːria
refectoria	rɛfɛktoːria
refectoria	refektoːria
refectoriae	rɛfɛktoːriae̯
refectoriae	refektoːriɛ
refectoriam	rɛfɛktoːriã
refectoriam	refektoːriam
refectoriarum	rɛfɛktoːriaːrʊ̃
refectoriarum	refektoriaːrum
refectorias	rɛfɛktoːriaːs
refectorias	refektoːrias
refectorie	rɛfɛktoːriɛ
refectorie	refektoːrie
refectorii	rɛfɛktoːriiː
refectorii	refektoːrii
refectoriis	rɛfɛktoːriiːs
refectoriis	refektoːriis
refectorio	rɛfɛktoːrioː
refectorio	refektoːrio
refectoriorum	rɛfɛktoːrioːrʊ̃
refectoriorum	refektorioːrum
refectorium	rɛfɛktoːriʊ̃
refectorium	refektoːrium
refectorius	rɛfɛktoːriʊs
refectorius	refektoːrius
refello	rɛfɛlloː
refercio	rɛfɛrkioː
refero	rɛfɛroː
referveo	rɛfɛrweoː
reficio	rɛfɪkioː
refiguras	rɛfɪɡuːraːs
refiguro	rɛfɪɡuːroː
reflagito	rɛfɫaːɡɪtoː
reflecto	rɛfɫɛktoː
reflexiva	rɛfɫɛksiːwa
reflexiva	rɛfɫɛksiːwaː
reflexivas	rɛfɫɛksiːwaːs
reflexivo	rɛfɫɛksiːwoː
reflexivos	rɛfɫɛksiːwoːs
reflexivus	rɛfɫɛksiːwʊs
reflexivus	refleksiːvus
refloreo	rɛfɫoːreoː
refluo	rɛfɫʊoː
refluus	rɛfɫʊʊs
refocillo	rɛfɔkɪlloː
refocilo	rɛfɔkɪɫoː
reformido	rɛfɔrmiːdoː
reformo	rɛfoːrmoː
refoveo	rɛfɔweoː
refractariolus	rɛfraːktaːriɔɫʊs
refragor	rɛfraːɡɔr
refrenare	rɛfreːnaːrɛ
refreno	rɛfreːnoː
refrico	rɛfrɪkoː
refrigero	rɛfriːɡɛroː
refrigesco	rɛfriːɡeːskoː
refringo	rɛfrɪŋɡoː
refugio	rɛfʊɡioː
refugium	rɛfʊɡiʊ̃
refugus	rɛfʊɡʊs
refulgeo	rɛfʊɫɡeoː
refundo	rɛfʊndoː
refuscatus	rɛfʊskaːtʊs
refuto	rɛfuːtoː
regalis	reːɡaːlɪs
regalis	reɡaːlis
regaliter	reːɡaːlɪtɛr
regaliter	reɡaːliter
reganus	rɛɡanʊs
rege	reːɡɛ
rege	rɛɡɛ
regenerante	rɛɡɛnɛrantɛ
regeneranti	rɛɡɛnɛrantiː
regeneranto	rɛɡɛnɛrantoː
regeneras	rɛɡɛnɛraːs
regenerata	rɛɡɛnɛraːta
regenerata	rɛɡɛnɛraːtaː
regenerate	rɛɡɛnɛraːtɛ
regenerati	rɛɡɛnɛraːtiː
regenerato	rɛɡɛnɛraːtoː
regenero	rɛɡɛnɛroː
regeneror	rɛɡɛnɛrɔr
regent	rɛɡɛnt
regentes	rɛɡɛnteːs
regero	rɛɡɛroː
regibilis	rɛɡɪbɪlɪs
regie	reːɡiɛ
regillum	reːɡɪllʊ̃
regillus	reːɡɪllʊs
regimen	rɛɡɪmɛn
regina	red͡ʒiːna
reginula	reːɡiːnʊɫa
regio	rɛɡioː
regionalis	rɛɡioːnaːlɪs
registrum	rɛɡɪstrʊ̃
regit	rɛɡɪt
regium	reːɡiʊ̃
regius	reːɡiʊs
regius	reːd͡ʒius
reglutino	rɛɡɫuːtɪnoː
regno	reːŋnoː
regnum	reːŋnʊ̃
regnum	reɲɲum
rego	rɛɡoː
rego	reːɡo
regredior	rɛɡrɛdiɔr
regula	reːɡʊɫa
regula	reːɡula
regularis	reːɡʊɫaːrɪs
regule	reːɡʊɫɛ
regulus	reːɡʊɫʊs
regulus	reːɡʊɫʊs
regusto	rɛɡʊstoː
regyratio	rɛɡyːraːtioː
regyratio	red͡ʒiraːt͡sio
regyro	rɛɡyːroː
reicio	rɛjjɪkioː
reiectio	rɛjjɛktioː
reiectus	rɛjjɛktʊs
reiicio	rɛjjɪkioː
reintegrans	reɪntɛɡrãːs
reintegrans	reɪntɛɡrãːs
reintegrant	reɪntɛɡrant
reintegrant	reɪntɛɡrant
reintegrante	reɪntɛɡrantɛ
reintegro	reɪntɛɡroː
reintegro	reɪntɛɡroː
reinvito	reɪnwiːtoː
rejectio	rɛjjɛktioː
rejicio	rɛjjɪkioː
relabor	rɛɫaːbɔr
relabundus	rɛɫaːbʊndʊs
relanguesco	rɛɫaŋɡᶣeːskoː
relative	rɛɫaːtiːweː
relative	rɛɫaːtiːwɛ
relativisticus	rɛɫaːtiːwɪstɪkʊs
relativus	rɛɫaːtiːwʊs
relaxo	rɛɫaksoː
relego	rɛɫɛɡoː
relego	rɛɫeːɡoː
relevamen	rɛɫɛwaːmɛn
relevo	rɛɫɛwoː
relicuus	rɛlɪkʊʊs
religio	rɛlɪɡioː
religio	reliːd͡ʒio
religiosus	rɛlɪɡioːsʊs
religo	rɛlɪɡoː
relinquo	rɛlɪŋkʷoː
reliquia	rɛlɪkᶣia
reliquia	reliːkwia
reliquiae	rɛlɪkᶣiae̯
reliquiae	reliːkwiɛ
reliquo	rɛlɪkʷoː
reliquor	rɛlɪkʷɔr
reliquum	rɛlɪkʷʊ̃
reliquus	rɛlɪkʷʊs
reloquus	rɛɫɔkʷʊs
reluceo	rɛɫuːkeoː
reluctor	rɛɫuːktɔr
remaneo	rɛmaneoː
remano	rɛmaːnoː
remedium	rɛmɛdiʊ̃
rememorati	rɛmɛmɔraːtiː
rememoratus	rɛmɛmɔraːtʊs
rememoror	rɛmɛmɔrɔr
remeo	rɛmeoː
remetior	rɛmeːtiɔr
remex	reːmɛks
remi	rɛmiː
remigo	reːmɪɡoː
remigro	rɛmɪɡroː
reminisco	rɛmɪniːskoː
reminiscor	rɛmɪniːskɔr
remipes	reːmɪpeːs
remisceo	rɛmɪskeoː
remissio	rɛmɪssioː
remitto	rɛmɪttoː
remivagus	reːmɪwaɡʊs
remmius	rɛmmʊs
remollio	rɛmɔllioː
remoneo	rɛmɔneoː
remordeo	rɛmɔrdeoː
remoror	rɛmɔrɔr
remotio	rɛmoːtioː
remotum	rɛmoːtʊ̃
remoturus	rɛmoːtuːrʊs
remotus	rɛmoːtʊs
removeo	rɛmɔweoː
remugio	rɛmuːɡioː
remulceo	rɛmʊɫkeoː
remulco	rɛmʊɫkoː
remulcum	rɛmʊɫkʊ̃
remunero	rɛmuːnɛroː
remus	reːmʊs
remus	rɛmʊs
renalis	reːnaːlɪs
renartus	rɛnartʊs
renascor	rɛnaːskɔr
renate	rɛnaːtɛ
renate	rɛnaːtɛ
renato	rɛnaːtoː
renato	rɛnaːtoː
renatus	rɛnaːtʊs
renatus	rɛnaːtʊs
rendo	rɛndoː
renendus	rɛnɛndʊs
