アイアイ	ai-ai
フェリー	ferī
フェリーボート	ferībōto
フェルディナンド	ferudinando
フェローシップ	ferōshippu
フェロモン	feromon
フェンス	fensu
フエ	fue
ブエノスアイレス	buenosuairesu
フォアグラ	foagura
フォー	fō
フォーカスグループ	fōkasugurūpu
フォーク	fōku
フォークナー	fōkunā
フォークボール	fōkubōru
フォークリフト	fōkurifuto
フォース	fōsu
フォーティーン	fōtīn
フォード	fōdo
フォービスム	fōbisumu
フォーマット	fōmatto
フォーミュラ	fōmyura
フォーム	fōmu
フォーラム	fōramu
フォール	fōru
フォールト	fōruto
フォーヴィスム	fōvisumu
フォックス	fokkusu
フォッサ	fossa
フォトグラフ	fotogurafu
フォノン	fonon
フォルダー	forudā
フォルティッシッシモ	forutisshisshimo
フォルトゥナ	forutuna
フォルマント	forumanto
フォロー	forō
フォロバ	foroba
フォワード	fowādo
ブカシ	bukashi
ブカレスト	bukaresuto
フキ	fuki
ブギウギ	bugiugi
ブギーマン	bugīman
フクシャ	fukusha
フクロウ	fukurō
フクロオオカミ	fukuroōkami
フグ	fugu
プサイ	pusai
ブザー	buzā
プシー	pushī
プシケ	pushike
プシューケー	pushūkē
フジ	fuji
フジツボ	fujitsubo
ブジュンブラ	bujunbura
プジョー	pujō
ブス	busu
フタ	futa
ブタ	buta
ブタクサ	butakusa
フタラジン	futarajin
フタレイン	futarein
ブタン	butan
ブダペスト	budapesuto
プチ	puchi-
プチプラ	puchipura
プチプライス	puchipuraisu
ブッキー	bukkī
フック	fukku
ブック	bukku
ブックエンド	bukkuendo
ブックマーク	bukkumāku
ブックメーカー	bukkumēkā
ブッシェル	bussheru
ブッシュ	busshu
プッシュ	pusshu
フッソ	fusso
ブッダ	budda
フットサル	futtosaru
ブッポウソウ	buppōsō
プッリャ	purrya
ブツ	butsu
ブティック	butikku
プテラノドン	puteranodon
プテリジン	puterijin
プテリン	puterin
プテロダクティルス	puterodakutirusu
プディング	pudingu
プトレマイオス	putoremaiosu
ブドウ	budō
フナ	funa
フナフティ	funafuti
プノンペン	punonpen
ブハラ	buhara
フフホト	fufuhoto
フューシャ	fyūsha
ブラ	bura
プラ	pura
プラーラー	purārā
フライ	furai
プライア	puraia
ブライアン	buraian
プライス	puraisu
ブライトネス	buraitonesu
プライド	puraido
フライドチキン	furaidochikin
フライドポテト	furaidopoteto
プライバシー	puraibashī
プライベート	puraibēto
プライヤ	puraiya
プライヤー	puraiyā
ブラインド	buraindo
ブラインドタッチ	buraindotatchi
プラウ	purau
ブラウザ	burauza
ブラウス	burausu
ブラウン	buraun
ブラキオサウルス	burakiosaurusu
フラグ	furagu
プラグ	puragu
プラグイン	puraguin
ブラケット	buraketto
フラゲ	furage
ブラゴヴェシチェンスク	buragoveshichensuku
プラザ	puraza
フラザン	furazan
ブラザヴィル	burazaviru
ブラシ	burashi
プラシーボ	purashībo
ブラジャー	burajā
ブラジリア	burajiria
ブラジル	burajiru
プラス	purasu
フラスコ	furasuko
プラスチック	purasuchikku
プラスマイナス	purasumainasu
プラズマ	purazuma
プラセオジム	puraseojimu
プラセボ	purasebo
ブラチスラバ	burachisuraba
ブラチスラヴァ	burachisurava
プラチナ	purachina
ブラック	burakku
ブラックコーヒー	burakkukōhī
ブラックジャック	burakkujakku
ブラックフライデー	burakkufuraidē
ブラックベリー	burakkuberī
ブラックリスト	burakkurisuto
フラッグ	furaggu
フラッシュモブ	furasshumobu
フラットチェスト	furattochesuto
プラットフォーム	purattofōmu
プラットホーム	purattohōmu
ブラッドフォード	buraddofōdo
フラッペ	furappe
プラトニズム	puratonizumu
プラトン	puraton
プラナリア	puranaria
プラネタリウム	puranetariumu
フラノ	furano
プラハ	puraha
ブラフマー	burafumā
フラペチーノ	furapechīno
プラマイ	puramai
プラム	puramu
プラモ	puramo
プラモデル	puramoderu
フラワー	furawā
フラン	furan
プラン	puran
フランク	furanku
プランクトン	purankuton
フランクフォート	furankufōto
フランクフルト	furankufuruto
フランクリン	furankurin
ブランケット	buranketto
ブランコ	buranko
フランシス	furanshisu
フランソワ	furansowa
ブランチ	buranchi
フランツ	furantsu
ブランデー	burandē
ブランド	burando
ブランドン	burandon
フランネル	furanneru
プランパー	puranpā
フランベルジェ	furanberuje
フリー	furī
フリーウェア	furīwea
フリーウエア	furīuea
フリーザー	furīzā
フリース	furīsu
フリースタイル	furīsutairu
フリースタイルスキー	furīsutairusukī
フリースラント	furīsuranto
フリーズ	furīzu
フリーソフト	furīsofuto
フリーター	furītā
フリータイム	furītaimu
フリータウン	furītaun
フリーダイヤル	furīdaiyaru
フリードリヒ	furīdorihi
ブリーフ	burīfu
ブリーフィング	burīfingu
フリーマーケット	furīmāketto
フリーメイソン	furīmeison
フリーライター	furīraitā
フリーランサー	furīransā
フリーランス	furīransu
プリオン	purion
ブリキ	buriki
フリゲート	furigēto
プリシュティナ	purishutina
フリスビー	furisubī
プリズム	purizumu
プリチー	purichī
ブリッジ	burijji
ブリッジタウン	burijjitaun
ブリッジポート	burijjipōto
フリッター	furittā
フリップフロップ	furippu-furoppu
プリティ	puriti
プリティー	puritī
ブリテン	buriten
プリニウス	puriniusu
プリプリ	puripuri
ブリヤート	buriyāto
ブリュッセル	buryusseru
フリル	furiru
プリン	purin
プリンシペ	purinshipe
プリンス	purinsu
プリンセス	purinsesu
プリンター	purintā
プリント	purinto
フル	furu
ブル	buru
ブルー	burū
ブルージー	burūjī
ブルース	burūsu
ブルーズ	burūzu
プルーセン	purūsen
ブルーチーズ	burūchīzu
フルーツ	furūtsu
フルーツケーキ	furūtsukēki
フルート	furūto
プルート	purūto
ブルートゥース	burūtūsu
プルートー	purūtō
プルートーン	purūtōn
ブルーハワイ	burūhawai
ブルーベリー	burūberī
ブルーマー	burūmā
ブルームフォンテーン	burūmufontēn
ブルーレイ	burūrei
プルーン	purūn
プルオーバー	puruōbā
フルオレン	furuoren
ブルカ	buruka
ブルガリア	burugaria
フルクトース	furukutōsu
ブルグント	burugunto
ブルコギ	burukogi
プルコギ	purukogi
ブルゴーニュ	burugōnyu
ブルセラ	burusera
ブルターニュ	burutānyu
プルタルコス	purutarukosu
ブルックリン	burukkurin
プルト	puruto
プルトー	purutō
プルトニウム	purutoniumu
ブルドッグ	burudoggu
ブルドーザ	burudōza
ブルドーザー	burudōzā
ブルネイ	burunei
フルボイス	furuboisu
フルボッコ	furubokko
ブルマ	buruma
ブルマー	burumā
ブルンジ	burunji
プレイ	purei
ブレイク	bureiku
プレイステーション	pureisutēshon
プレイヤー	pureiyā
プレイリスト	pureirisuto
プレイン	purein
ブレインストーミング	bureinsutōmingu
プレー	purē
プレーオフ	purēofu
ブレーカー	burēkā
ブレーキ	burēki
ブレーキンゲ	burēkinge
ブレークダンス	burēkudansu
ブレークポイント	burēkupointo
ブレーザー	burēzā
フレーズ	furēzu
プレート	purēto
フレーム	furēmu
ブレーメン	burēmen
プレーヤー	purēyā
ブレーン	burēn
プレーン	purēn
ブレーンストーミング	burēnsutōmingu
フレキシブル	furekishiburu
ブレザー	burezā
プレス	puresu
プレスカンファレンス	puresukanfarensu
プレスコ	puresuko
ブレスト	buresuto
ブレスレット	buresuretto
プレゼン	purezen
プレゼンテーション	purezentēshon
プレゼント	purezento
プレッシャー	puresshā
プレッツェル	purettseru
フレデリック	furederikku
プレトリア	puretoria
プレミア	puremia
プレミアム	puremiamu
フレロビウム	furerobiumu
フレンドリー	furendorī
フロ	furo
プロ	puro
フロア	furoa
プロイセン	puroisen
ブローカー	burōkā
ブローチ	burōchi
ブロートウェア	burōtowea
ブロードウェイ	burōdowei
ブロードバンド	burōdobando
フローレンス	furōrensu
プロキオン	purokion
ブログ	burogu
プログラマ	purogurama
プログラマー	puroguramā
プログラミング	puroguramingu
プログラム	puroguramu
プロシア	puroshia
プロシージャ	puroshīja
プロジェクタ	purojekuta
プロジェクター	purojekutā
プロジェクト	purojekuto
プロセス	purosesu
プロセスチーズ	purosesuchīzu
プロセッサ	purosessa
プロセッサー	purosessā
プロダクション	purodakushon
ブロック	burokku
ブロックサイン	burokkusain
ブロックフレーテ	burokkufurēte
ブロッコリ	burokkori
ブロッコリー	burokkorī
プロテアーゼ	puroteāze
プロテイン	purotein
プロテスタンティズム	purotesutantizumu
プロテスタント	purotesutanto
プロデューサー	purodyūsā
プロデュース	purodyūsu
プロトアクチニウム	purotoakuchiniumu
プロトコル	purotokoru
プロパガンダ	puropaganda
プロパティ	puropati
プロパティー	puropatī
プロパン	puropan
プロビデンス	purobidensu
プロピレン	puropiren
プロファイリング	purofairingu
プロフィール	purofīru
プロフィル	purofiru
プロフェッショナル	purofesshonaru
プロペラ	puropera
プロポーズ	puropōzu
ブロマイド	buromaido
プロメーテウス	puromēteusu
プロメチウム	puromechiumu
プロメテウス	purometeusu
プロモーション	puromōshon
プロレス	puroresu
プロレタリア	puroretaria
プロレタリアート	puroretariāto
フロン	furon
プロングホーン	puronguhōn
フロンティア	furontia
フロント	furonto
フロントオフィス	furontōfisu
フワフワ	fuwafuwa
フン	fun
ブンゼンバーナー	bunzenbānā
フンヌ	funnu
ヘア	hea
ペア	pea
ヘアースタイル	heāsutairu
ヘアスタイル	heasutairu
ヘアネット	heanetto
ヘアバンド	heabando
ヘアピンカーブ	heapinkābu
ベイ	bei
ペイガニズム	peiganizumu
ベーゴマ	beigoma
ヘイトクライム	heitokuraimu
ベイビー	beibī
ベイベー	beibē
ベイルート	beirūto
ペイント	peinto
ペイントボール	peintobōru
ベーカーズフィールド	bēkāzufīrudo
ペーガスス	pēgasusu
ペーガソス	pēgasosu
ベーグル	bēguru
ベーコン	bēkon
ヘーシオドス	hēshiodosu
ベーシスト	bēshisuto
ベージ	bēji
ページ	pēji
ベージュ	bēju
ベース	bēsu
ペース	pēsu
ベースボール	bēsubōru
ペースメーカー	pēsumēkā
ペーズリー	pēzurī
ヘーゼルナッツ	hēzerunattsu
ベータ	bēta
ベータカロテン	bētakaroten
ベートーベン	bētōben
ベートーヴェン	bētōven
ペーネロペイア	pēneropeia
ペーネロペー	pēneropē
ヘーパイストス	hēpaisutosu
ペーパー	pēpā
ペーパータオル	pēpātaoru
ペーパードライバー	pēpādoraibā
ペーパーバック	pēpābakku
ヘーラー	hērā
ヘーラクレース	hērakurēsu
ベール	bēru
ベオグラード	beogurādo
ベガ	bega
ペガサス	pegasasu
ペガスス	pegasusu
ペガソス	pegasosu
ヘキサン	hekisan
ペキニーズ	pekinīzu
ペキン	pekin
ヘクタール	hekutāru
ペクチン	pekuchin
ヘクト	hekuto-
ペクトサン	pekutosan
ヘクトパスカル	hekutopasukaru
ベクトル	bekutoru
ベクレル	bekureru
ペケ	peke
ペコペコ	pekopeko
ヘシオドス	heshiodosu
ベジタブル	bejitaburu
ベジタリアン	bejitarian
ヘスティア	hesutia
ヘスティアー	hesutiā
ベスト	besuto
ペスト	pesuto
ベストセラー	besutoserā
ペソ	peso
ヘソイノシシ	hesoinoshishi
ベタ	beta
ペタ	peta-
ヘタウマ	hetauma
ペタバイト	petabaito
ペダル	pedaru
ペチカ	pechika
ペチコート	pechikōto
ヘチマ	hechima
ペチャクチャ	pechakucha
ペチャパイ	pechapai
ベチュアナランド	bechuanarando
ペッカリー	pekkarī
ヘッセン	hessen
ベッチン	betchin
ペット	petto
ヘッド	heddo
ベッド	beddo
ベッドカバー	beddokabā
ヘッドホーン	heddohōn
ヘッドホン	heddohon
ヘッドライト	heddoraito
ベツレヘム	betsurehemu
ベテラン	beteran
ベテルギウス	beterugiusu
ペテロ	petero
ペディキュア	pedikyua
ヘディング	hedingu
ベトナム	betonamu
ペトラルカ	petoraruka
ペトロ	petoro
ペトログラード	petorogurādo
ペトロパブロフスク	petoropaburofusuku
ベトン	beton
ヘドニズム	hedonizumu
ペドフィリア	pedofiria
ペドメーター	pedomētā
ヘドロ	hedoro
ベナン	benan
ペニー	penī
ベニス	benisu
ペニス	penisu
ベニヅル	benizuru
ベニハナ	benihana
ペニヒ	penihi
ベニヤミン	beniyamin
ベネズエラ	benezuera
ベネチア	benechia
ペネロペ	penerope
ペネロペイア	peneropeia
ヘパイストス	hepaisutosu
ペパクラ	pepakura
ペパロニ	peparoni
ペパーミント	pepāminto
ヘビ	hebi
ペビバイト	pebibaito
ペビビット	pebibitto
ヘビメタ	hebimeta
ヘビー	hebī
ベビー	bebī
ベビーサークル	bebīsākuru
ベビーシッター	bebīshittā
ヘファイストス	hefaisutosu
ヘブライ	heburai
ヘブライズム	heburaizumu
ペプシ	pepushi
ヘプタン	heputan
ペプチド	pepuchido
ヘモグロビン	hemogurobin
ヘラ	hera
ベラ	bera
ヘラクレス	herakuresu
ヘラサギ	herasagi
ヘラジカ	herajika
ベラドンナ	beradonna
ペラペラ	perapera
ベラルーシ	berarūshi
ヘラルド	herarudo
ベランダ	beranda
ヘリ	heri
ベリー	berī
ベリーズ	berīzu
ベリーダンス	berīdansu
ペリカン	perikan
ヘリコプター	herikoputā
ベリック・アポン・ツイード	berikku-apon-tsuīdo
ペリドット	peridotto
ペリメニ	perimeni
ベリリウム	beririumu
ベル	beru
ペルー	perū
ベルーガ	berūga
ベルギー	berugī
ペルシア	perushia
ペルシャ	perusha
ベルスタ	berusuta
ヘルスメーター	herusumētā
ペルセウス	peruseusu
ベルセルク	beruseruku
ベルゼブブ	beruzebubu
ペルソナ	perusona
ヘルツェゴビナ	herutsegobina
ベルト	beruto
ベルフェゴール	berufegōru
ベルベット	berubetto
ベルベリン	beruberin
ヘルメース	herumēsu
ヘルメット	herumetto
ベルモット	berumotto
ベルモパン	berumopan
ベルリン	berurin
ベルン	berun
ヘレ	here
ペレストロイカ	peresutoroika
ヘレネ	herene
ヘレネー	herenē
ベロキラプトル	berokiraputoru
ベロベロ	berobero
ペン	pen
ベンガル	bengaru
ペンキ	penki
ペンギン	pengin
ペンシルベニア	penshirubenia
ベンジン	benjin
ペンス	pensu
ベンゼン	benzen
ベンゾール	benzōru
ペンタゴン	pentagon
ペンタスロン	pentasuron
ペンタブ	pentabu
ペンタン	pentan
ペンダント	pendanto
ベンチ	benchi
ペンチ	penchi
ベンツ	bentsu
ヘンテコ	henteko
ヘントウ	hentō
ペントハウス	pentohausu
ベントレー	bentorē
ペンネ	penne
ヘンリー	henrī
ボア	boa
ボアコンストリクター	boakonsutorikutā
ポイ	poi
ホイール	hoīru
ボイコット	boikotto
ボイシ	boishi
ボイス	boisu
ボイセンベリー	boisenberī
ボイチェン	boichen
ホイップ	hoippu
ボイトレ	boitore
ボイパ	boipa
ポイベ	poibe
ポイベー	poibē
ボイラー	boirā
ボイン	boin
ポイント	pointo
ボウ	bō
ホウセンカ	hōsenka
ボウタイ	bōtai
ボウフラ	bōfura
ボウラー	bōrā
ボウリング	bōringu
ボウリングボール	bōringubōru
ボウル	bōru
ホウレンソウ	hōrensō
ボー	bō
ボーイ	bōi
ボーイッシュ	bōisshu
ボーイフレンド	bōifurendo
ポーカー	pōkā
ボーカリスト	bōkarisuto
ボーカル	bōkaru
ボーカロイド	bōkaroido
ボーキサイト	bōkisaito
ホーク	hōku
ポーク	pōku
ホークス	hōkusu
ポーション	pōshon
ホオジロザメ	hōjirozame
ホース	hōsu
ホースラディッシュ	hōsuradisshu
ホオズキ	hōzuki
ボータイ	bōtai
ポータル	pōtaru
ポーチ	pōchi
ホーチミン	hōchimin
ホーデン	hōden
ボート	bōto
ポート	pōto
ポートフォリオ	pōtoforio
ポートランド	pōtorando
ポートレート	pōtorēto
ボード	bōdo
ボードビル	bōdobiru
ボーナス	bōnasu
ボーパール	bōpāru
ホープ	hōpu
ホーマー	hōmā
ホーム	hōmu
ホームシアター	hōmushiatā
ホームシネマ	hōmushinema
ホームステイ	hōmusutei
ホームルーム	hōmurūmu
ホームレス	hōmuresu
ポーモーナ	pōmōna
ポーランド	pōrando
ボーリウム	bōriumu
ホール	hōru
ボール	bōru
ホールターネック	hōrutānekku
ポールダンス	pōrudansu
ホールディングス	hōrudingusu
ボールパーソン	bōrupāson
ボールベアリング	bōrubearingu
ボールペン	bōrupen
ボールルーム	bōrurūmu
ポーレット	pōretto
ホーロー	hōrō
ホーン	hōn
ボーン	bōn
ポーン	pōn
ボーンマス	bōnmasu
ポカ	poka
ポカポカ	pokapoka
ボカロ	bokaro
ボカン	bokan
ボク	boku
ボクサー	bokusā
ホクシャ	hokusha
ボクシング	bokushingu
ボクシンググローブ	bokushingugurōbu
ボクスホール	bokusuhōru
ポグロム	poguromu
ホグワーツ	hoguwātsu
ボケ	boke
ポケット	poketto
ポケットベル	pokettoberu
ポケベル	pokeberu
ポケモン	pokemon
ボコーダー	bokōdā
ホコサキ	hokosaki
ボゴタ	bogota
ポジション	pojishon
ボス	bosu
ポスター	posutā
ポスト	posuto
ポストプロダクション	posutopurodakushon
ポストモダニズム	posutomodanizumu
ポストモダン	posutomodan
ボストン	bosuton
ボスニア	bosunia
ホスフィン	hosufin
ポセイドーン	poseidōn
ホソノゲムギ	hosonogemugi
ボソン	boson
ボゾン	bozon
ホタテ	hotate
ホタテガイ	hotategai
ポタリ	potari
ホタル	hotaru
ボタン	botan
ホチキス	hochikisu
ホッキョクギツネ	hokkyokugitsune
ホッキョクグマ	hokkyokuguma
ホック	hokku
ボックス	bokkusu
ホッケ	hokke
ホッケー	hokkē
ホット	hotto
ボット	botto
ポット	potto
ホットキー	hottokī
ホットケーキ	hottokēki
ホットソース	hottosōsu
ホットプレート	hottopurēto
ホットライン	hottorain
ポッドキャスト	poddokyasuto
ポップ	poppu
ポップアップ	poppu-appu
ポップカルチャー	poppukaruchā
ポップコーン	poppukōn
ポップス	poppusu
ポツダム	potsudamu
ボツワナ	botsuwana
ポテチ	potechi
ポテト	poteto
ポテトチップス	potetochippusu
ボディ	bodi
ボディーソープ	bodīsōpu
ボディーチェック	bodīchekku
ボディスーツ	bodisūtsu
ボディビル	bodibiru
ボディビルダー	bodibirudā
ポトフ	potofu
ボトムクォーク	botomukwōku
ボトル	botoru
ボトルネック	botorunekku
ポドゴリツァ	podogoritsa
ポニー	ponī
ポニーテール	ponītēru
ボノボ	bonobo
ホバート	hobāto
ホビット	hobitto
ボビン	bobin
ポピー	popī
ボブキャット	bobukyatto
ボブスレー	bobusurē
ボブリル	boburiru
ボブルヘッド	boburuheddo
ポプラ	popura
ホホジロザメ	hohojirozame
ボム	bomu
ホメーロス	homērosu
ホメオスタシス	homeosutashisu
ホメロス	homerosu
ホモ	homo
ポモナ	pomona
ホモフォビア	homofobia
ボヤボヤ	boyaboya
ホラー	horā
ホラガイ	horagai
ポラリス	porarisu
ボランチ	boranchi
ボランティア	borantia
ポリ	pori-
ポリアミド	poriamido
ポリープ	porīpu
ポリイン	porīn
ポリウレタン	poriuretan
ポリエステル	poriesuteru
ポリエチレン	poriechiren
ポリエン	porien
ポリオ	porio
ポリオウイルス	poriouirusu
ポリオキシメチレン	poriokishimechiren
ポリオレフィン	poriorefin
ポリカーボネート	porikābonēto
ポリグラフ	porigurafu
ポリグロット	porigurotto
ポリコレ	porikore
ポリシー	porishī
ボリシェヴィキ	borisheviki
ポリス	porisu
ポリスチレン	porisuchiren
ポリスチロール	porisuchirōru
ポリセントリズム	porisentorizumu
ポリッシュ	porisshu
ポリッジ	porijji
ポリテトラフルオロエチレン	poritetorafuruoroechiren
ポリニヤ	poriniya
ポリネシア	porineshia
ポリノジック	porinojikku
ボリビア	boribia
ポリビニル	poribiniru
ポリブタジエン	poributajien
ポリプ	poripu
ポリプロピレン	poripuropiren
ポリマー	porimā
ポリミキシン	porimikishin
ポリメーター	porimētā
ポリュヒュムニア	poryuhyumunia
ポリュヒュムニアー	poryuhyumuniā
ポリュムニア	poryumunia
ポリュムニアー	poryumuniā
ボルケーノ	borukēno
ポルシェ	porushe
ボルシチ	borushichi
ホルスター	horusutā
ボルゾイ	boruzoi
ホルターネック	horutānekku
ボルト	boruto
ポルトープランス	porutōpuransu
ポルトガル	porutogaru
ポルトノボ	porutonobo
ポルノ	poruno
ポルノグラフィ	porunogurafi
ポルノグラフィー	porunogurafī
ポルフィリン	porufirin
ポルフィン	porufin
ボルボ	borubo
ホルマリン	horumarin
ホルミウム	horumiumu
ホルムアルデヒド	horumuarudehido
ポロ	poro
ホロスコープ	horosukōpu
ポロニウム	poroniumu
ホロホロチョウ	horohorochō
ホワイト	howaito
ホン	hon
ボン	bon-
ポン	pon
ポンカン	ponkan
ポンコツ	ponkotsu
ホンジュラス	honjurasu
ホンダ	honda
ポンチ	ponchi
ポンチョ	poncho
ポンド	pondo
ボンネット	bonnetto
ポンプ	ponpu
ボンベイ	bonbei
ポンポン	ponpon
ボヴリル	bovuriru
マーカー	mākā
マーガリン	māgarin
マーキュリー	mākyurī
マーク	māku
マーケット	māketto
マーケティング	māketingu
マーゲイ	māgei
マージ	māji
マージャン	mājan
マーストリヒト	māsutorihito
マーズ	māzu
マーティン	mātin
マーフォーク	māfōku
マーブル	māburu
マーマレード	māmarēdo
マーメイド	māmeido
マーメード	māmēdo
マーモセット	māmosetto
マーモット	māmotto
マールス	mārusu
マイ	mai-
マイカー	maikā
マイクロ	maikuro-
マイクロソフト	maikurosofuto
マイクロバス	maikurobasu
マイクロホン	maikurohon
マイクロメートル	maikuromētoru
マイケル	maikeru
マイタケ	maitake
マイナー	mainā
マイナーチェンジ	maināchenji
マイナス	mainasu
マイム	maimu
マイル	mairu
マイルストーン	mairusutōn
マウス	mausu
マウント	maunto
マエバリ	maebari
マカロン	makaron
マガジン	magajin
マガダン	magadan
マキシ	makishi
マキバドリ	makibadori
マクロファージ	makurofāji
マクロン	makuron
マグ	magu
マグス	magusu
マグネシウム	maguneshiumu
マグライト	maguraito
マグロ	maguro
マサチューセッツ	masachūsettsu
マザコン	mazakon
マザボ	mazabo
マシ	mashi
マシマロ	mashimaro
マシン	mashin
マジ	maji
マジック	majikku
マジパン	majipan
マス	masu
マスカット	masukatto
マスカレード	masukarēdo
マスコット	masukotto
マスコミ	masukomi
マスター	masutā
マスタード	masutādo
マスタープラン	masutāpuran
マスターベーション	masutābēshon
マスタケ	masutake
マスタング	masutangu
マスチフ	masuchifu
マスティフ	masutifu
マスト	masuto
マスメディア	masumedia
マセル	maseru
マソヒズム	masohizumu
マターリ	matāri
マダガスカル	madagasukaru
マチェテ	machete
マチュピチュ	machupichu
マッカンガニ	makkangani
マックス	makkusu
マッサージ	massāji
マッシュルーム	masshurūmu
マッチ	matchi
マッチョ	matcho
マット	matto
マットレス	mattoresu
マップ	mappu
マッポ	mappo
マツエク	matsueku
マツタケ	matsutake
マツダ	matsuda
マツリ	matsuri
マティーニ	matīni
マテガイ	mategai
マトリョーシカ	matoryōshika
マドリード	madorīdo
マナ	mana
マナー	manā
マナーマ	manāma
マナーモード	manāmōdo
マナグア	managua
マナティー	manatī
マニア	mania
マニアック	maniakku
マニキュア	manikyua
マニフェスト	manifesuto
マニュアル	manyuaru
マニューシャ	manyūsha
マニラ	manira
マヌケ	manuke
マヌルネコ	manuru-neko
マネー	manē
マネージャー	manējā
マネジメント	manejimento
マヒワ	mahiwa
マフィア	mafia
マフィン	mafin
マフラー	mafurā
マプト	maputo
ママチャリ	mamachari
ママレード	mamarēdo
マヨ	mayo
マヨネーズ	mayonēzu
マヨラー	mayorā
マラウイ	maraui
マラッカ	marakka
マラトーン	maratōn
マラボ	marabo
マリ	mari
マリー	marī
マリオネット	marionetto
マリガン	marigan
マリッジブルー	marijjiburū
マリファナ	marifana
マリンバ	marinba
マルウェア	maruwea
マルク	maruku
マルクス	marukusu
マルス	marusu
マルセイユ	maruseiyu
マルタ	maruta
マルチーズ	maruchīzu
マルチパン	maruchipan
マルハナバチ	maruhanabachi
マルメロ	marumero
マレ	mare
マレー	marē
マレーグマ	marē-guma
マレーシア	marēshia
マレット	maretto
マン	man
マングース	mangūsu
マンコ	manko
マンゴー	mangō
マンション	manshon
マンジュシャゲ	manjushage
マンスリー	mansurī
マンセー	mansē
マンチェスター	manchesutā
マンツーマン	mantsūman
マンドリル	mandoriru
マンハッタン	manhattan
マンホール	manhōru
マンボ	manbo
マンボウ	manbō
ミー	mī
ミーアキャット	mīakyatto
ミーティング	mītingu
ミートボール	mītobōru
ミーハー	mīhā
ミーム	mīmu
ミイラ	mīra
ミーン	mīn
ミカエル	mikaeru
ミカン	mikan
ミキサー	mikisā
ミクロン	mikuron
ミサイル	misairu
ミサキ	misaki
ミサゴ	misago
ミサンガ	misanga
ミジンコ	mijinko
ミス	misu
ミスコン	misukon
ミステリー	misuterī
ミスマッチ	misumatchi
ミズハタネズミ	mizuhatanezumi
ミソサザイ	misosazai
ミゾゴイ	mizogoi
ミダス	midasu
ミッション	misshon
ミッドフィールダー	middofīrudā
ミッドリフ	middorifu
ミツバチ	mitsubachi
ミニ	mini
ミニスカート	minisukāto
ミニブログ	miniburogu
ミニュエット	minyuetto
ミネストローネ	minesutorōne
ミネラル	mineraru
ミネルバ	mineruba
ミネルヴァ	mineruva
ミノタウロス	minotaurosu
ミミズ	mimizu
ミミズク	mimizuku
ミミズトカゲ	mimizutokage
ミャンマー	myanmā
ミュー	myū
ミューオン	myūon
ミュージアム	myūjiamu
ミュージカル	myūjikaru
ミュージシャン	myūjishan
ミュージック	myūjikku
ミューズ	myūzu
ミューズリー	myūzurī
ミュート	myūto
ミュール	myūru
ミョウガ	myōga
ミラー	mirā
ミラーノ	mirāno
ミラクル	mirakuru
ミリ	miri-
ミリバール	miribāru
ミリメートル	mirimētoru
ミリリットル	miririttoru
ミル	miru
ミルウォーキー	miruwōkī
ミルク	miruku
ミルフィーユ	mirufīyu
ミレニアム	mireniamu
ミンク	minku
ミンサー	minsā
ミンスク	minsuku
ミンチ	minchi
ムーア	mūa
ムーサ	mūsa
ムース	mūsu
ムーディー	mūdī
ムード	mūdo
ムービー	mūbī
ムーン	mūn
ムーンルーフ	mūnrūfu
ムカデ	mukade
ムグラ	mugura
ムサ	musa
ムササビ	musasabi
ムシ	mushi
ムスタング	musutangu
ムチムチ	muchimuchi
ムック	mukku
ムネーモシュネー	munēmoshunē
ムネモシュネ	munemoshune
ムハンマド	muhanmado
ムババネ	mubabane
ムルタン	murutan
ムンバイ	munbai
メアド	meado
メイガ	meiga
メイク	meiku
メイクアップ	meikuappu
メイス	meisu
メイト	meito
メインページ	meinpēji
メーカー	mēkā
メーター	mētā
メーデー	mēdē
メートル	mētoru
メード	mēdo
メーメー	mēmē
メーリーランド	mērīrando
メール	mēru
メールボックス	mērubokkusu
メーロス	mērosu
メーン	mēn
メカ	meka
メカジキ	mekajiki
メカニズム	mekanizumu
メカニック	mekanikku
メカブ	mekabu
メガ	mega-
メガジュール	megajūru
メガトン	megaton
メガホン	megahon
メギンギョルズ	megingyoruzu
メシア	meshia
メシウマ	meshiuma
メジャー	mejā
メジロ	mejiro
メス	mesu
メゾソプラノ	mezosopurano
メタノール	metanōru
メタボ	metabo
メタル	metaru
メタン	metan
メダカ	medaka
メダリスト	medarisuto
メダル	medaru
メッカ	mekka
メッキ	mekki
メッセ	messe
メッセージ	messēji
メッツォソプラノ	mettsosopurano
メディア	media
メトロ	metoro
メドゥーサ	medūsa
メドゥサ	medusa
メドレー	medorē
メニュー	menyū
メヌエット	menuetto
メノウ	menō
メバル	mebaru
メビバイト	mebibaito
メビビット	mebibitto
メモ	memo
メモリー	memorī
メラニン	meranin
メラネシア	meraneshia
メランコリー	merankorī
メリークリ	merīkuri
メリーゴーラウンド	merī-gō-raundo
メリーゴーランド	merī-gō-rando
メリージェーン	merījēn
メリーランド	merīrando
メリクリ	merikuri
メリケン	meriken
メリット	meritto
メリハリ	merihari
メリメリ	merimeri
メリヤス	meriyasu
メリンス	merinsu
メルアド	meruado
メルセデス	merusedesu
メルトダウン	merutodaun
メルヘン	meruhen
メルヘンチック	meruhenchikku
