アイアイ	ai-ai
バビショウ	babishō
バビロニア	babironia
バビロン	babiron
ハピコア	hapikoa
ハピハコ	hapihako
パピルス	papirusu
パフェ	pafe
ハブ	habu
パブ	pabu
ハブソウ	habusō
パブリックドメイン	paburikkudomein
バブル	baburu
パプア	papua
パプリカ	papurika
ハボローネ	haborōne
ハマグリ	hamaguri
ハマル	hamaru
ハミウリ	hamiuri
バミューダ	bamyūda
ハミルトン	hamiruton
ハムスター	hamusutā
ハモ	hamo
ハヤトウリ	hayatouri
バヤン	bayan
バラ	bara
バラード	barādo
バラエティー	baraetī
パラオ	parao
パラグアイ	paraguai
パラシュート	parashūto
パラス	parasu
パラダイス	paradaisu
パラドックス	paradokkusu
パラボラ	parabora
バラマンディ	baramandi
ハラミツ	haramitsu
パラミツ	paramitsu
バラモン	baramon
パラリンピック	pararinpikku
ハラレ	harare
パラレル	parareru
バリ	bari
バリア	baria
ハリー	harī
ハリウッド	hariuddo
バリウム	bariumu
バリエーション	bariēshon
バリオン	barion
ハリケーン	harikēn
ハリストス	harisutosu
パリティ	pariti
パリティー	paritī
ハリネズミ	harinezumi
バリン	barin
パルクール	parukūru
バルサム	barusamu
パルス	parusu
パルチザン	paruchizan
パルテノン	parutenon
バルトロマイ	barutoromai
バルナ	baruna
バルナウル	barunauru
ハルビン	harubin
バルブ	barubu
パルプ・フィクション	parupufikushon
バレエ	barē
バレー	barē
パレード	parēdo
バレーボール	barēbōru
パレオグラフィー	pareogurafī
パレスチナ	paresuchina
パレット	paretto
バレル	bareru
ハレルヤ	hareruya
パロディ	parodi
パロディー	parodī
パワフル	pawafuru
バン	ban
バンカー	bankā
バンガロー	bangarō
パンク	panku
パンクロック	pankurokku
バングラデシュ	banguradeshu
バングル	banguru
パンケーキ	pankēki
ハンサム	hansamu
バンシー	banshī
パンジャブ	panjabu
バンジュール	banjūru
パンスケ	pansuke
ハンスト	hansuto
ハンター	hantā
パンタグラフ	pantagurafu
パンダ	panda
パンチカード	panchikādo
パンティー	pantī
バンテン	banten
バント	banto
パントマイム	pantomaimu
ハンドウイルカ	handōiruka
ハンドバッグ	handobaggu
ハンドモデル	handomoderu
ハンドルネーム	handorunēmu
バンドン	bandon
バンパイア	banpaia
パンプキン	panpukin
ハンプシャー	hanpushā
ハンマー	hanmā
ハンモック	hanmokku
パンヤ	pan'ya
ピアストル	piasutoru
ピアニスト	pianisuto
ヒアリ	hiari
ビー	bī
ピー	pī
ビークル	bīkuru
ビーグル	bīguru
ビーサン	bīsan
ピース	pīsu
ビーチタオル	bīchitaoru
ビーチバレー	bīchibarē
ビーチボール	bīchibōru
ビートル	bītoru
ビードロ	bīdoro
ピーナッツ	pīnattsu
ピーナツ	pīnatsu
ビーフ	bīfu
ピーマン	pīman
ピエロ	piero
ピエロギ	pierogi
ビエンチャン	bienchan
ビオチン	biochin
ビオラ	biora
ピカソ	pikaso
ヒガンバナ	higanbana
ビキニ	bikini
ビクーニャ	bikūnya
ビクター	bikutā
ビクトリア	bikutoria
ピクルス	pikurusu
ヒグマ	higuma
ヒグラシ	higurashi
ピコメートル	pikomētoru
ピサ	pisa
ビザ	biza
ピザ	piza
ビザンチウム	bizanchiumu
ビザンチン	bizanchin
ビザンツ	bizantsu
ビザンティン	bizantin
ビシュケク	bishukeku
ビシュヌ	bishunu
ビショップ	bishoppu
ヒジュラー	hijurā
ピジン	pijin
ビスケット	bisuketto
ピスタチオ	pisutachio
ピストル	pisutoru
ピストン	pisuton
ビスマルク	bisumaruku
ピセン	pisen
ピタゴラス	pitagorasu
ピチレム	pichiremu
ヒッキー	hikkī
ピック	pikku
ビックリ	bikkuri
ビッグ	biggu
ピッコロ	pikkoro
ピッツァ	pittsa
ヒット	hitto
ビット	bitto
ピット	pitto
ビットコイン	bittokoin
ビットマップ	bittomappu
ビデ	bide
ビデオテープ	bideotēpu
ヒトカラ	hitokara
ヒドラ	hidora
ヒドロキシルアミン	hidorokishiruamin
ビニール	binīru
ビフェニル	bifeniru
ビフテキ	bifuteki
ピペラジン	piperajin
ビャクダン	byakudan
ピュア	pyua
ビューグル	byūguru
ヒューズ	hyūzu
ピュータゴラース	pyūtagorāsu
ビューティフル	byūtifuru
ピュグマイオイ	pyugumaioi
ヒュドラー	hyudorā
ヒュバート	hyubāto
ヒュペリオン	hyuperion
ヒョウ	hyō
ピョンヤン	pyon'yan
ヒヨス	hiyosu
ビラ	bira
ピラジン	pirajin
ピラゾール	pirazōru
ピラニア	pirania
ピラン	piran
ピリジン	pirijin
ピリダジン	piridajin
ビリニュス	birinyusu
ピリピリ	piripiri
ビリヤード	biriyādo
ヒル	hiru
ビル	biru
ビルディング	birudingu
ヒレ	hire
ビロード	birōdo
ピロール	pirōru
ピロシキ	piroshiki
ピロティ	piroti
ビワ	biwa
ビン	bin
ピン	pin
ピンイン	pin'in
ピンク	pinku
ヒンズー	hinzū
ピンセット	pinsetto
ピンチ	pinchi
ビンディー	bindī
ピント	pinto
ビンロウジ	binrōji
ファーガス	fāgasu
ファーストバック	fāsutobakku
ファイアウォール	faiawōru
ファイター	faitā
ファイナル	fainaru
ファイバー	faibā
ファイル	fairu
ファクション	fakushon
ファクス	fakusu
ファクター	fakutā
ファクタリング	fakutaringu
ファゴット	fagotto
ファザコン	fazakon
ファシスト	fashisuto
ファスナー	fasunā
ファックス	fakkusu
ファッションモデル	fasshonmoderu
ファットマン	fattoman
ファドゥーツ	fadūtsu
ファミマ	famima
ファミリー	famirī
ファミリズム	famirizumu
ファミレス	famiresu
ファラッド	faraddo
ファルシオン	farushion
ファン	fan
ファンアート	fan'āto
ファンタジック	fantajikku
ファンタジー	fantajī
ファンダム	fandamu
ファンデーション	fandēshon
ファントム	fantomu
ファンファール	fanfāru
ファンファーレ	fanfāre
ファンフィック	fanfikku
フィー	fī
フィート	fīto
フィードバック	fīdobakku
フィーリング	fīringu
フィールド	fīrudo
フィナーレ	fināre
フィヨルド	fiyorudo
ブィリーナ	bwirīna
フィリップ	firippu
フィリピン	firipin
フィルム	firumu
フィレ	fire
ブイ	bui
ブイサイン	bui-sain
ブー	bū
フーガ	fūga
ブーケ	būke
ブース	būsu
プーズー	pūzū
プーティン	pūtin
フード	fūdo
フードファイター	fūdofaitā
プードル	pūdoru
ブーム	būmu
ブーメラン	būmeran
プール	pūru
フェザー	fezā
フェナジン	fenajin
フェナントリジン	fenantorijin
フェナントレン	fenantoren
フェラーラ	ferāra
フェリー	ferī
フェルディナンド	ferudinando
フェローシップ	ferōshippu
フェンス	fensu
フォー	fō
フォーカスグループ	fōkasugurūpu
フォーク	fōku
フォークナー	fōkunā
フォークリフト	fōkurifuto
フォーティーン	fōtīn
フォービスム	fōbisumu
フォーミュラ	fōmyura
フォーム	fōmu
フォール	fōru
フォールト	fōruto
フォーヴィスム	fōvisumu
フォッサ	fossa
フォトグラフ	fotogurafu
フォノン	fonon
フォルティッシッシモ	forutisshisshimo
フォルマント	forumanto
フォロー	forō
フォロバ	foroba
フォワード	fowādo
ブカシ	bukashi
ブカレスト	bukaresuto
フキ	fuki
ブギウギ	bugiugi
ブギーマン	bugīman
フクロオオカミ	fukuroōkami
フグ	fugu
プサイ	pusai
プシケ	pushike
フジ	fuji
ブジュンブラ	bujunbura
ブス	busu
フタ	futa
ブタクサ	butakusa
フタラジン	futarajin
フタレイン	futarein
ブダペスト	budapesuto
プチプライス	puchipuraisu
フック	fukku
ブック	bukku
ブックマーク	bukkumāku
ブックメーカー	bukkumēkā
ブッダ	budda
プテラノドン	puteranodon
プテリジン	puterijin
プテリン	puterin
プテロダクティルス	puterodakutirusu
プトレマイオス	putoremaiosu
フナ	funa
フューシャ	fyūsha
プラ	pura
フライドチキン	furaidochikin
フライドポテト	furaidopoteto
プライバシー	puraibashī
プライベート	puraibēto
プライヤ	puraiya
プライヤー	puraiyā
ブラインド	buraindo
ブラインドタッチ	buraindotatchi
プラウ	purau
ブラウザ	burauza
フラグ	furagu
プラグイン	puraguin
ブラケット	buraketto
フラゲ	furage
ブラゴヴェシチェンスク	buragoveshichensuku
プラザ	puraza
ブラシ	burashi
ブラジャー	burajā
ブラジリア	burajiria
プラス	purasu
フラスコ	furasuko
プラスチック	purasuchikku
プラスマイナス	purasumainasu
プラセオジム	puraseojimu
ブラチスラバ	burachisuraba
ブラチスラヴァ	burachisurava
プラチナ	purachina
ブラック	burakku
ブラックコーヒー	burakkukōhī
ブラックベリー	burakkuberī
フラッグ	furaggu
フラットチェスト	furattochesuto
プラットホーム	purattohōmu
ブラッドフォード	buraddofōdo
フラッペ	furappe
プラトニズム	puratonizumu
フラペチーノ	furapechīno
プラム	puramu
プラモ	puramo
プラモデル	puramoderu
フラワー	furawā
フラン	furan
プラン	puran
フランク	furanku
プランクトン	purankuton
フランクフォート	furankufōto
ブランケット	buranketto
ブランコ	buranko
フランシス	furanshisu
フランソワ	furansowa
ブランデー	burandē
ブランド	burando
ブランドン	burandon
フランネル	furanneru
プランパー	puranpā
フリー	furī
フリーウェア	furīwea
フリーウエア	furīuea
フリーザー	furīzā
フリース	furīsu
フリースタイルスキー	furīsutairusukī
フリーソフト	furīsofuto
フリータウン	furītaun
ブリーフィング	burīfingu
フリーマーケット	furīmāketto
フリーライター	furīraitā
フリーランサー	furīransā
ブリキ	buriki
フリゲート	furigēto
プリシュティナ	purishutina
フリスビー	furisubī
プリズム	purizumu
ブリッジ	burijji
ブリッジタウン	burijjitaun
ブリッジポート	burijjipōto
フリッター	furittā
プリティ	puriti
プリティー	puritī
ブリテン	buriten
プリプリ	puripuri
ブリヤート	buriyāto
ブリュッセル	buryusseru
フリル	furiru
プリン	purin
プリンス	purinsu
プリンセス	purinsesu
フル	furu
ブルー	burū
ブルーズ	burūzu
プルーセン	purūsen
ブルーチーズ	burūchīzu
フルーツ	furūtsu
フルーツケーキ	furūtsukēki
プルート	purūto
ブルートゥース	burūtūsu
プルートー	purūtō
プルートーン	purūtōn
ブルーハワイ	burūhawai
ブルーベリー	burūberī
ブルームフォンテーン	burūmufontēn
ブルーレイ	burūrei
プルオーバー	puruōbā
ブルカ	buruka
ブルガリア	burugaria
プルコギ	purukogi
ブルゴーニュ	burugōnyu
ブルセラ	burusera
プルタルコス	purutarukosu
プルト	puruto
プルトー	purutō
プルトニウム	purutoniumu
ブルドーザ	burudōza
ブルネイ	burunei
フルボッコ	furubokko
ブルマ	buruma
プレイヤー	pureiyā
プレイリスト	pureirisuto
プレイン	purein
ブレインストーミング	bureinsutōmingu
プレー	purē
プレーオフ	purēofu
ブレーカー	burēkā
ブレーキンゲ	burēkinge
ブレークポイント	burēkupointo
ブレーザー	burēzā
フレーズ	furēzu
プレーヤー	purēyā
プレーン	purēn
フレキシブル	furekishiburu
ブレザー	burezā
プレス	puresu
プレスコ	puresuko
ブレスト	buresuto
ブレスレット	buresuretto
プレゼン	purezen
プレゼンテーション	purezentēshon
プレッシャー	puresshā
フレデリック	furederikku
プレミア	puremia
プレミアム	puremiamu
フレロビウム	furerobiumu
フレンドリー	furendorī
フロ	furo
プロ	puro
フロア	furoa
プロイセン	puroisen
ブロートウェア	burōtowea
ブロードウェイ	burōdowei
ブロードバンド	burōdobando
フローレンス	furōrensu
ブログ	burogu
プログラマ	purogurama
プログラミング	puroguramingu
プログラム	puroguramu
プロシア	puroshia
プロシージャ	puroshīja
プロジェクタ	purojekuta
プロジェクター	purojekutā
プロジェクト	purojekuto
プロセス	purosesu
プロセスチーズ	purosesuchīzu
プロセッサ	purosessa
プロセッサー	purosessā
プロダクション	purodakushon
ブロック	burokku
ブロックサイン	burokkusain
ブロックフレーテ	burokkufurēte
ブロッコリ	burokkori
ブロッコリー	burokkorī
プロテアーゼ	puroteāze
プロテイン	purotein
プロテスタンティズム	purotesutantizumu
プロテスタント	purotesutanto
プロデューサー	purodyūsā
プロデュース	purodyūsu
プロトアクチニウム	purotoakuchiniumu
プロトコル	purotokoru
プロパティー	puropatī
プロパン	puropan
プロピレン	puropiren
プロファイリング	purofairingu
プロフィール	purofīru
プロフェッショナル	purofesshonaru
プロペラ	puropera
ブロマイド	buromaido
プロモーション	puromōshon
プロレス	puroresu
プロレタリアート	puroretariāto
フロンティア	furontia
フン	fun
フンヌ	funnu
ヘア	hea
ヘアバンド	heabando
ベイベー	beibē
ベーカーズフィールド	bēkāzufīrudo
ペーガスス	pēgasusu
ペーガソス	pēgasosu
ベーグル	bēguru
ベージ	bēji
ページ	pēji
ベージュ	bēju
ベース	bēsu
ペース	pēsu
ベースボール	bēsubōru
ペースメーカー	pēsumēkā
ヘーゼルナッツ	hēzerunattsu
ベータ	bēta
ベータカロテン	bētakaroten
ベートーベン	bētōben
ヘーパイストス	hēpaisutosu
ペーパー	pēpā
ペーパータオル	pēpātaoru
ペーパーバック	pēpābakku
ヘーラー	hērā
ベール	bēru
ベガ	bega
ペガサス	pegasasu
ペガスス	pegasusu
ペキニーズ	pekinīzu
ペキン	pekin
ヘクタール	hekutāru
ベクトル	bekutoru
ベジタブル	bejitaburu
ベジタリアン	bejitarian
ヘスティアー	hesutiā
ベスト	besuto
ペソ	peso
ペダル	pedaru
ペチカ	pechika
ペチコート	pechikōto
ヘチマ	hechima
ベチュアナランド	bechuanarando
ペッカリー	pekkarī
ヘッセン	hessen
ベッチン	betchin
ヘッド	heddo
ヘッドホン	heddohon
ヘッドライト	heddoraito
ベツレヘム	betsurehemu
ペテロ	petero
ペトラルカ	petoraruka
ペトロ	petoro
ペトログラード	petorogurādo
ペトロパブロフスク	petoropaburofusuku
ペドフィリア	pedofiria
ヘドロ	hedoro
ペニー	penī
ベニス	benisu
ペニス	penisu
ベニヅル	benizuru
ベニハナ	benihana
ベニヤミン	beniyamin
ペネロペ	penerope
ペネロペイア	peneropeia
ヘパイストス	hepaisutosu
ペパーミント	pepāminto
ヘビ	hebi
ペビバイト	pebibaito
ペビビット	pebibitto
ヘビメタ	hebimeta
ヘビー	hebī
ベビー	bebī
ベビーシッター	bebīshittā
ヘブライ	heburai
ペプシ	pepushi
ヘプタン	heputan
ヘモグロビン	hemogurobin
ヘラ	hera
ベラ	bera
ヘラクレス	herakuresu
ヘラサギ	herasagi
ヘラジカ	herajika
ベラドンナ	beradonna
ペラペラ	perapera
ベラルーシ	berarūshi
ヘラルド	herarudo
ベランダ	beranda
ヘリ	heri
ベリー	berī
ベリーズ	berīzu
ヘリコプター	herikoputā
ベリック・アポン・ツイード	berikku-apon-tsuīdo
ペリドット	peridotto
ペリメニ	perimeni
ベリリウム	beririumu
ベル	beru
ペルー	perū
ベルーガ	berūga
ベルギー	berugī
ペルシア	perushia
ペルシャ	perusha
ヘルスメーター	herusumētā
ベルゼブブ	beruzebubu
ヘルツェゴビナ	herutsegobina
ベルフェゴール	berufegōru
ベルベット	berubetto
ベルベリン	beruberin
ヘルメース	herumēsu
ヘルメット	herumetto
ベルモット	berumotto
ベルリン	berurin
ヘレ	here
ペレストロイカ	peresutoroika
ヘレネ	herene
ヘレネー	herenē
ベロキラプトル	berokiraputoru
ベロベロ	berobero
ペン	pen
ベンガル	bengaru
ペンキ	penki
ペンギン	pengin
ペンシルベニア	penshirubenia
ベンジン	benjin
ペンス	pensu
ベンゾール	benzōru
ペンタスロン	pentasuron
ペンタブ	pentabu
ペンダント	pendanto
ペンチ	penchi
ベンツ	bentsu
ヘントウ	hentō
ペンネ	penne
ヘンリー	henrī
ボア	boa
ボアコンストリクター	boakonsutorikutā
ポイ	poi
ホイール	hoīru
ボイコット	boikotto
ボイシ	boishi
ボイス	boisu
ボイセンベリー	boisenberī
ホイップ	hoippu
ボイパ	boipa
ポイベ	poibe
ボイラー	boirā
ボイン	boin
ポイント	pointo
ボウ	bō
ホウセンカ	hōsenka
ボウフラ	bōfura
ボウリング	bōringu
ボウル	bōru
ホウレンソウ	hōrensō
ボーイ	bōi
ボーイッシュ	bōisshu
ボーイフレンド	bōifurendo
ボーカリスト	bōkarisuto
ボーカロイド	bōkaroido
ボーキサイト	bōkisaito
ポーク	pōku
ホークス	hōkusu
ポーション	pōshon
ホオジロザメ	hōjirozame
ホース	hōsu
ホースラディッシュ	hōsuradisshu
ホオズキ	hōzuki
ボータイ	bōtai
ポータル	pōtaru
ホーチミン	hōchimin
ホーデン	hōden
ボート	bōto
ポート	pōto
ポートフォリオ	pōtoforio
ポートランド	pōtorando
ポートレート	pōtorēto
ボード	bōdo
ボーナス	bōnasu
ボーパール	bōpāru
ホームシアター	hōmushiatā
ホームステイ	hōmusutei
ホームレス	hōmuresu
ポーランド	pōrando
ボーリウム	bōriumu
ホール	hōru
ボール	bōru
ホールターネック	hōrutānekku
ポールダンス	pōrudansu
ホールディングス	hōrudingusu
ボールパーソン	bōrupāson
ボールベアリング	bōrubearingu
ボールペン	bōrupen
ホーン	hōn
ポーン	pōn
ポカ	poka
ポカポカ	pokapoka
ボクサー	bokusā
ホクシャ	hokusha
ボクシング	bokushingu
ボクシンググローブ	bokushingugurōbu
ボクスホール	bokusuhōru
ホグワーツ	hoguwātsu
ボケ	boke
ポケットベル	pokettoberu
ポケベル	pokeberu
ポケモン	pokemon
ボコーダー	bokōdā
ホコサキ	hokosaki
ボゴタ	bogota
ポジション	pojishon
ポスター	posutā
ポスト	posuto
ポストプロダクション	posutopurodakushon
ポストモダニズム	posutomodanizumu
ポストモダン	posutomodan
ボストン	bosuton
ホスフィン	hosufin
ポセイドーン	poseidōn
ホソノゲムギ	hosonogemugi
ボソン	boson
ボゾン	bozon
ホタテ	hotate
ホタテガイ	hotategai
ポタリ	potari
ホタル	hotaru
ボタン	botan
ホッキョクギツネ	hokkyokugitsune
ボックス	bokkusu
ホッケ	hokke
ホッケー	hokkē
ボット	botto
ポット	potto
ホットキー	hottokī
ホットソース	hottosōsu
ポップ	poppu
ポップアップ	poppu-appu
ポップコーン	poppukōn
ポップス	poppusu
ポツダム	potsudamu
ポテチ	potechi
ポテトチップス	potetochippusu
ボディーソープ	bodīsōpu
ボディーチェック	bodīchekku
ボディスーツ	bodisūtsu
ボディビル	bodibiru
ボトムクォーク	botomukwōku
ボトルネック	botorunekku
ポドゴリツァ	podogoritsa
ポニーテール	ponītēru
ホバート	hobāto
ホビット	hobitto
ボビン	bobin
ボブスレー	bobusurē
ボブリル	boburiru
ホホジロザメ	hohojirozame
ホメーロス	homērosu
ホメロス	homerosu
ポモナ	pomona
ボヤボヤ	boyaboya
ポラリス	porarisu
ボランティア	borantia
ポリープ	porīpu
ポリイン	porīn
ポリエステル	poriesuteru
ポリエン	porien
ポリオ	porio
ポリオウイルス	poriouirusu
ポリオキシメチレン	poriokishimechiren
ポリカーボネート	porikābonēto
ポリグロット	porigurotto
ポリコレ	porikore
ポリシー	porishī
ポリス	porisu
ポリスチレン	porisuchiren
ポリスチロール	porisuchirōru
ポリセントリズム	porisentorizumu
ポリッシュ	porisshu
ポリニヤ	poriniya
ポリネシア	porineshia
ポリノジック	porinojikku
ポリプロピレン	poripuropiren
ポリマー	porimā
ポリミキシン	porimikishin
ボリューミー	boryūmī
ポリュヒュムニアー	poryuhyumuniā
ポリュムニアー	poryumuniā
ホルスター	horusutā
ボルゾイ	boruzoi
ホルターネック	horutānekku
ボルト	boruto
ポルトープランス	porutōpuransu
ポルトガル	porutogaru
ポルトノボ	porutonobo
ポルノ	poruno
ポルノグラフィ	porunogurafi
ポルノグラフィー	porunogurafī
ポルフィリン	porufirin
ポルフィン	porufin
ボルボ	borubo
ホルミウム	horumiumu
ホロスコープ	horosukōpu
ポロニウム	poroniumu
ホン	hon
ポンカン	ponkan
ホンジュラス	honjurasu
ポンプ	ponpu
ポンポン	ponpon
マーカー	mākā
マーガリン	māgarin
マーケット	māketto
マーケティング	māketingu
マーゲイ	māgei
マージ	māji
マーズ	māzu
マーティン	mātin
マーフォーク	māfōku
マーブル	māburu
マーマレード	māmarēdo
マーメイド	māmeido
マーメード	māmēdo
マーモセット	māmosetto
マーモット	māmotto
マイカー	maikā
マイクロバス	maikurobasu
マイクロホン	maikurohon
マイケル	maikeru
マイタケ	maitake
マイナーチェンジ	maināchenji
マイナス	mainasu
マイム	maimu
マイル	mairu
マウス	mausu
マウント	maunto
マエバリ	maebari
マカロン	makaron
マガジン	magajin
マガダン	magadan
マキシ	makishi
マキバドリ	makibadori
マクロファージ	makurofāji
マクロン	makuron
マグ	magu
マグス	magusu
マグネシウム	maguneshiumu
マグライト	maguraito
マグロ	maguro
マサチューセッツ	masachūsettsu
マザコン	mazakon
マザボ	mazabo
マシ	mashi
マシン	mashin
マジック	majikku
マスカット	masukatto
マスカレード	masukarēdo
マスター	masutā
マスターベーション	masutābēshon
マスチフ	masuchifu
マスメディア	masumedia
マソヒズム	masohizumu
マターリ	matāri
マチェテ	machete
マチヤ	machiya
マッカンガニ	makkangani
マックス	makkusu
マッサージ	massāji
マッチ	matchi
マットレス	mattoresu
マップ	mappu
マッポ	mappo
マツタケ	matsutake
マツダ	matsuda
マティーニ	matīni
マテガイ	mategai
マトリョーシカ	matoryōshika
マドリード	madorīdo
マナーモード	manāmōdo
マナグア	managua
マニアック	maniakku
マニュアル	manyuaru
マニラ	manira
マヌルネコ	manuru-neko
マネー	manē
マネージャー	manējā
マネジメント	manejimento
マフィン	mafin
マフラー	mafurā
マラッカ	marakka
マラトーン	maratōn
マリ	mari
マリオネット	marionetto
マリッジブルー	marijjiburū
マリンバ	marinba
マルウェア	maruwea
マルク	maruku
マルセイユ	maruseiyu
マルタ	maruta
マルチーズ	maruchīzu
マルチパン	maruchipan
マレ	mare
マレー	marē
マレット	maretto
マン	man
マングース	mangūsu
マンゴー	mangō
マンション	manshon
マンスリー	mansurī
マンセー	mansē
マンチェスター	manchesutā
マンボ	manbo
ミー	mī
ミーアキャット	mīakyatto
ミーティング	mītingu
ミーハー	mīhā
ミーム	mīmu
ミイラ	mīra
ミカエル	mikaeru
ミカン	mikan
ミキサー	mikisā
ミサイル	misairu
ミサゴ	misago
ミサンガ	misanga
ミスコン	misukon
ミズハタネズミ	mizuhatanezumi
ミソサザイ	misosazai
ミダス	midasu
ミッドフィールダー	middofīrudā
ミニ	mini
ミニスカート	minisukāto
ミニブログ	miniburogu
ミニュエット	minyuetto
ミネストローネ	minesutorōne
ミネルバ	mineruba
ミネルヴァ	mineruva
ミノタウロス	minotaurosu
ミミズ	mimizu
ミミズク	mimizuku
ミミズトカゲ	mimizutokage
ミュー	myū
ミュージアム	myūjiamu
ミュージカル	myūjikaru
ミュージシャン	myūjishan
ミュージック	myūjikku
ミューズ	myūzu
ミューズリー	myūzurī
ミュート	myūto
ミュール	myūru
ミラー	mirā
ミラクル	mirakuru
ミリバール	miribāru
ミリメートル	mirimētoru
ミル	miru
ミルウォーキー	miruwōkī
ミルフィーユ	mirufīyu
ミレニアム	mireniamu
ミンク	minku
ミンサー	minsā
ミンスク	minsuku
ミンチ	minchi
ムーア	mūa
ムーサ	mūsa
ムース	mūsu
ムード	mūdo
ムグラ	mugura
ムサ	musa
ムシ	mushi
ムチムチ	muchimuchi
ムハンマド	muhanmado
ムババネ	mubabane
ムンバイ	munbai
メイガ	meiga
メイクアップ	meikuappu
メイト	meito
メインページ	meinpēji
メーカー	mēkā
メーデー	mēdē
メード	mēdo
メールボックス	mērubokkusu
メーロス	mērosu
メカニック	mekanikku
メガジュール	megajūru
メガトン	megaton
メガホン	megahon
メシウマ	meshiuma
メジャー	mejā
メス	mesu
メゾソプラノ	mezosopurano
メタノール	metanōru
メタボ	metabo
メタン	metan
メダリスト	medarisuto
メダル	medaru
メッカ	mekka
メッキ	mekki
メッセージ	messēji
メッツォソプラノ	mettsosopurano
メドゥーサ	medūsa
メドレー	medorē
メヌエット	menuetto
メビバイト	mebibaito
メモ	memo
メモリー	memorī
メラニン	meranin
メラネシア	meraneshia
メリークリ	merīkuri
メリーランド	merīrando
メリクリ	merikuri
メリケン	meriken
メリット	meritto
メリメリ	merimeri
メリヤス	meriyasu
メルアド	meruado
メルセデス	merusedesu
メルトダウン	merutodaun
メルヘン	meruhen
メルヘンチック	meruhenchikku
メルポメネ	merupomene
メルマガ	merumaga
メロディー	merodī
メロドラマ	merodorama
メンズ	menzu
メンチ	menchi
メンテ	mente
メントール	mentōru
メンバー	menbā
メンフクロウ	menfukurō
メンヘラ	menhera
モアレ	moare
モーキャプ	mōkyapu
モーター	mōtā
モーターボート	mōtābōto
モーツァルト	mōtsaruto
モーテル	mōteru
モード	mōdo
モーリシャス	mōrishasu
モーリタニア	mōritania
モール	mōru
モガ	moga
モガディシュ	mogadishu
モグラ	mogura
モザンビーク	mozanbīku
モジュール	mojūru
モス	mosu
モスコー	mosukō
モスリン	mosurin
モスレム	mosuremu
モチ	mochi
モチーフ	mochīfu
モチベーション	mochibēshon
モッコリ	mokkori
モットー	mottō
モテモテ	motemote
モテル	moteru
モデル	moderu
モナコ	monako
モニカ	monika
モニタリング	monitaringu
モノクローム	monokurōmu
モノポリー	monoporī
モバイル	mobairu
モペッド	mopeddo
モボ	mobo
モモ	momo
モリブデン	moribuden
モル	moru
モルジブ	morujibu
モルダヴィア	morudavia
モルドバ	morudoba
モルドヴァ	morudova
モルフィン	morufin
モルホリン	moruhorin
モロッコ	morokko
モロニ	moroni
モワレ	moware
モンゴメリー	mongomerī
モンシロチョウ	monshirochō
モンスーン	monsūn
モンスターペアレント	monsutāpearento
モンテネグロ	monteneguro
モンテヴィデオ	montevideo
モントリオール	montoriōru
モンマス	monmasu
ヤーダ	yāda
ヤーヌス	yānusu
ヤーバー	yābā
ヤール	yāru
ヤウンデ	yaunde
ヤガ	yaga
ヤクーツク	yakūtsuku
ヤゴ	yago
ヤシ	yashi
ヤシガニ	yashigani
ヤシュマク	yashumaku
ヤッホー	yahhō
ヤツメウナギ	yatsumeunagi
ヤドカリ	yadokari
ヤナギ	yanagi
ヤヌコーヴィチ	yanukōvichi
ヤヌス	yanusu
ヤハウェ	yahawe
ヤブイヌ	yabuinu
ヤマアラシ	yamaarashi
ヤマグルマ	yamaguruma
ヤマナシ	yamanashi
ヤマネコ	yamaneko
ヤマバト	yamabato
ヤムチャ	yamucha
ヤモリ	yamori
ヤラミソ	yaramiso
ヤリマン	yariman
ヤロスラヴリ	yarosuravuri
ヤンキー	yankī
ヤンゴン	yangon
ヤンニョム	yannyomu
ヤンマ	yanma
ユー	yū
ユーカリ	yūkari
ユーコン	yūkon
ユーゴスラビア	yūgosurabia
ユーゴスラヴィア	yūgosuravia
ユータナジー	yūtanajī
ユーチューバー	yūchūbā
ユーチューブ	yūchūbu
ユーノー	yūnō
ユーフォー	yūfō
ユーマ	yūma
ユーモア	yūmoa
ユーリア	yūria
ユウレイグモ	yūreigumo
ユーレカ	yūreka
ユーロ	yūro
ユーロビート	yūrobīto
ユーロピウム	yūropiumu
ユキヒョウ	yukihyō
ユグドラシル	yugudorashiru
ユジノサハリンスク	yujino-saharinsuku
ユッピテル	yuppiteru
ユニーク	yunīku
ユニコード	yunikōdo
ユニコーン	yunikōn
ユニセックス	yunisekkusu
ユニセフ	yunisefu
ユニバーサル	yunibāsaru
ユニフォーム	yunifōmu
ユノー	yunō
ユピテル	yupiteru
ユリ	yuri
ユリカモメ	yurikamome
ヨーガ	yōga
ヨークシャー	yōkushā
ヨーグルト	yōguruto
ヨーゼフ	yōzefu
ヨーヨー	yō-yō
ヨーロッパ	yōroppa
ヨーロッパタナゴ	yōroppatanago
ヨギ	yogi
ヨゴレザメ	yogorezame
ヨシュア	yoshua
ヨセ	yose
ヨセフ	yosefu
ヨタバイト	yotabaito
ヨビビット	yobibitto
ヨモギ	yomogi
ヨルダン	yorudan
ヨロイグサ	yoroigusa
ヨロイモグラゴキブリ	yoroimoguragokiburi
ラー	rā
ラーテル	rāteru
ラード	rādo
ライ	rai
ライギョ	raigyo
ライセンス	raisensu
ライター	raitā
