а	a
црногорица	t͡s r n o ɡ ǒ r i t͡s a
црвоједина	t͡s r ʋ ǒ j e d i n a
црвенперка	t͡s r ʋ ě n p eː r k a
црноморски	t͡s r̂ n o m o r s k iː
цвећарство	t͡s ʋ e t͡ɕ ǎː r s t ʋ o
центилитар	t͡s ě n t i l i t a r
центиметар	t͡s ě n t i m e t a r
чиновничин	t͡ʃ i n ǒ ʋ n i t͡ʃ i n
човјечуљак	t͡ʃ o ʋ j e t͡ʃ ǔː ʎ a k
чудотворац	t͡ʃ u d o t ʋ ǒː r a t͡s
частољубље	t͡ʃ â s t o ʎ uː b ʎ e
чудотворка	t͡ʃ û d o t ʋ oː r k a
ублажавати	u b l a ʒ ǎː ʋ a t i
ублаживати	u b l a ʒ ǐː ʋ a t i
удомљивати	u d o m ʎ ǐː ʋ a t i
удруживати	u d r u ʒ ǐː ʋ a t i
украшавати	u k r a ʃ ǎː ʋ a t i
укрштавати	u k r ʃ t ǎː ʋ a t i
укључивати	u k ʎ u t ʃ ǐː ʋ a t i
улепшавати	u l e p ʃ ǎː ʋ a t i
умиваоница	u m i ʋ a ǒː n i t s a
уништавати	u n i ʃ t ǎː ʋ a t i
уништивост	u n ǐ ʃ t i ʋ oː s t
уобичајено	u o b ǐ t ʃ aː j e n o
употребити	u p o t r ěː b i t i
упознавати	u p o z n ǎː ʋ a t i
упошљавати	u p o ʃ ʎ ǎː ʋ a t i
уприличити	u p r ǐː l i t ʃ i t i
урођенички	u r o d ʑ ě n iː t ʃ k iː
ургентност	u r ɡ ě n t n oː s t
усмеравати	u s m e r ǎː ʋ a t i
успијевати	u s p j ěː ʋ a t i
успоравати	u s p o r ǎː ʋ a t i
установити	u s t a n ǒ ʋ i t i
усидјелица	u s ǐ d j e l i t s a
утопљеница	u t o p ʎ ě n i t͡s a
уцјењивати	u t s j e ɲ ǐː ʋ a t i
учинковито	u t ʃ i n k ǒ ʋ i t o
учлањивати	u t ʃ l a ɲ ǐː ʋ a t i
утврђивати	u t ʋ r d͡ʑ ǐː ʋ a t i
узајамност	u z a j ǎː m n oː s t
узбуђивати	u z b u d ʑ ǐː ʋ a t i
узбуњивати	u z b u ɲ ǐː ʋ a t i
уздржавати	u z d r ʒ ǎː ʋ a t i
уздржавање	u z d r ʒ ǎː ʋ aː ɲ e
узјахивати	u z j a x ǐː ʋ a t i
узлијетати	u z l i j ěː t a t i
узнемирити	u z n e m ǐː r i t i
узрујавати	u z r u j ǎː ʋ a t i
узвикивати	u z ʋ i k ǐː ʋ a t i
уљепшавати	u ʎ e p ʃ ǎː ʋ a t i
увежбавати	u ʋ e ʒ b ǎː ʋ a t i
увиђавност	u ʋ i d͡ʑ ǎː ʋ n oː s t
увјеравати	u ʋ j e r ǎː ʋ a t i
уграђивати	u ɡ r a d ʑ ǐː ʋ a t i
угрејавати	u ɡ r e j ǎː ʋ a t i
угријавати	u ɡ r i j ǎː ʋ a t i
увријежити	u ʋ r i j ěː ʒ i t i
увриједити	u ʋ r j ěː d i t i
угрожавати	u ɡ r o ʒ ǎː ʋ a t i
уврштавати	u ʋ r ʃ t ǎː ʋ a t i
уштеђевина	u ʃ t e d͡ʑ ě ʋ i n a
уштеђивати	u ʃ t e d͡ʑ ǐː ʋ a t i
ужурбавати	u ʒ u r b ǎː ʋ a t i
ушушкавати	u ʃ u ʃ k ǎː ʋ a t i
уверљивост	u ʋ ě r ʎ i ʋ oː s t
хармоникаш	x a r m o n ǐ k aː ʃ
хармоничан	x a r m ǒ n i t ʃ a n
хазардерка	x a z ǎ r d eː r k a
хеликоптер	x e l i k ǒ p t e r
хемикалија	x e m i k ǎ l i j a
хемофилија	x e m o f ǐ l i j a
хенотеизам	x e n o t e ǐ z a m
херметичан	x e r m ě t i t ʃ a n
херметички	x e r m ě t i t ʃ k i
херметички	x e r m ě t i t ʃ k iː
херметично	x e r m ě t i t ʃ n o
хегемонија	x e ɡ e m ǒ n i j a
хијероглиф	x i j e r ǒ ɡ l iː f
хималајски	x i m ǎ l aː j s k iː
хипнотизер	x i p n o t ǐ z eː r
хипонимија	x i p o n ǐ m i j a
хипотенуза	x i p o t e n ǔː z a
хипохондар	x i p o x ǒ n d a r
хировитост	x i r ǒ ʋ i t oː s t
хистеричан	x i s t ě r i t ʃ a n
хитлеризам	x i t l e r ǐ z a m
холистички	x o l ǐ s t i t͡ʃ k i
холистички	x o l ǐ s t i t͡ʃ k iː
холанђанин	x o l ǎː n d ʑ a n i n
холанђанка	x o l ǎː n d ʑ aː n k a
хомофонија	x o m o f ǒ n i j a
хомонимија	x o m o n ǐ m i j a
хронолошки	x r o n ǒ l o ʃ k i
хронолошки	x r o n ǒ l o ʃ k iː
хранитељка	x r ǎ n i t eː ʎ k a
храстовина	x r ǎ s t o ʋ i n a
хришћански	x r ǐ ʃ t ɕ aː n s k i
хришћански	x r ǐ ʃ t ɕ aː n s k iː
хексаметар	x ê k s a m e t a r
хигијенски	x î ɡ i j eː n s k iː
хигрометар	x î ɡ r o m e t a r
ходочасник	x ô d o t͡ʃ a s n iː k
хомогеност	x ô m o ɡ eː n oː s t
хормоналан	x ô r m o n a l a n
хулигански	x û l i ɡ aː n s k iː
херцеговац	x ě r t s e ɡ o ʋ a t s
хохштаплер	x ǒ x ʃ t a p l e r
хвалоспјев	x ʋ â l o s p j eː ʋ
забележити	z a b e l e ʒ i t i
заблистати	z a b l ǐ s t a t i
заблештити	z a b l ěː ʃ t i t i
забрзавати	z a b r z ǎː ʋ a t i
забрљавити	z a b r ʎ ǎː ʋ i t i
забубавати	z a b u b ǎː ʋ a t i
забугарити	z a b u ɡ ǎː r i t i
забушавати	z a b u ʃ ǎː ʋ a t i
забушивати	z a b u ʃ ǐː ʋ a t i
забуњивати	z a b u ɲ ǐː ʋ a t i
заборавити	z a b ǒ r a ʋ i t i
забиљежити	z a b ǐ ʎ e ʒ i t i
задешавати	z a d e ʃ ǎː ʋ a t i
задовољити	z a d o ʋ ǒ ʎ i t i
задржавати	z a d r ʒ ǎː ʋ a t i
задуживати	z a d u ʒ ǐː ʋ a t i
зајебавати	z a j e b ǎː ʋ a t i
заказивати	z a k a z ǐː ʋ a t i
закопавати	z a k o p ǎː ʋ a t i
закрварити	z a k r ʋ ǎː r i t i
залеђивати	z a l e d ʑ ǐː ʋ a t i
залијевати	z a l i j ěː ʋ a t i
замењивати	z a m e ɲ ǐː ʋ a t i
замијенити	z a m j ěː n i t i
замрзавати	z a m r z ǎː ʋ a t i
занемарити	z a n e m ǎː r i t i
заокружити	z a o k r ǔː ʒ i t i
записивати	z a p i s ǐː ʋ a t i
запосленик	z a p o s l ě n iː k
заповедник	z a p o ʋ ě d n iː k
заповедати	z a p o ʋ ěː d a t i
запрегнути	z a p r ěː ɡ n u t i
заповедити	z a p ǒ ʋ e d i t i
зарађивати	z a r a d ʑ ǐː ʋ a t i
зарачунати	z a r a t ʃ ǔ n a t i
заредавати	z a r e d ǎː ʋ a t i
заређивати	z a r e d͡ʑ ǐː ʋ a t i
заробљеник	z a r o b ʎ ě n iː k
засађивати	z a s a d ʑ ǐː ʋ a t i
засењивати	z a s e ɲ ǐː ʋ a t i
затајивати	z a t a j ǐː ʋ a t i
заталасати	z a t a l ǎ s a t i
заточеница	z a t o t ʃ ě n i t s a
зацељивати	z a t s e ʎ ǐː ʋ a t i
зацијелити	z a t s i j ěː l i t i
зачаравати	z a t ʃ a r ǎː ʋ a t i
зачаривати	z a t ʃ a r ǐː ʋ a t i
затвореник	z a t ʋ o r ě n iː k
зачуђивати	z a t ʃ u d ʑ ǐː ʋ a t i
зацаривати	z a t͡s a r ǐː ʋ a t i
зацерекати	z a t͡s e r ě k a t i
зацењивати	z a t͡s e ɲ ǐː ʋ a t i
зацајхнати	z a t͡s ǎ j x n a t i
зачахурити	z a t͡ʃ ǎ x u r i t i
зауздавати	z a u z d ǎː ʋ a t i
захвалност	z a x ʋ ǎː l n oː s t
загађивати	z a ɡ a d ʑ ǐː ʋ a t i
заваравати	z a ʋ a r ǎː ʋ a t i
завезивати	z a ʋ e z ǐː ʋ a t i
завиривати	z a ʋ i r ǐː ʋ a t i
зашиљивати	z a ʃ i ʎ ǐː ʋ a t i
загонетати	z a ɡ o n ěː t a t i
завршавати	z a ʋ r ʃ ǎː ʋ a t i
заостајати	z a ǒ s t a j a t i
зауставити	z a ǔ s t a ʋ i t i
завидљивац	z a ʋ ǐ d ʎ i ʋ a t s
зближавати	z b l i ʒ ǎː ʋ a t i
збрињавати	z b r i ɲ ǎː ʋ a t i
здруживати	z d r u ʒ ǐː ʋ a t i
земљорадња	z e m ʎ o r ǎː d ɲ a
злонамеран	z l o n ǎː m eː r a n
злонамерно	z l o n ǎː m eː r n o
златарница	z l ǎ t aː r n i t s a
злочинство	z l ǒ t͡ʃ iː n s t ʋ o
злоћудност	z l ǒ t͡ɕ u d n oː s t
злогласник	z l ǒ ɡ l aː s n iː k
змијоловац	z m i j o l ǒː ʋ a t s
значајност	z n a t͡ʃ ǎː j n oː s t
знатижељан	z n â t i ʒ eː ʎ a n
знатижељно	z n â t i ʒ eː ʎ n o
заједнички	z â j e d n i t ʃ k i
заједнички	z â j e d n i t ʃ k iː
задругарка	z âː d r u ɡ aː r k a
западњачки	z âː p a d ɲ a t ʃ k iː
звиждачица	z ʋ i ʒ d ǎ t͡ʃ i t͡s a
згражавати	z ɡ r a ʒ ǎː ʋ a t i
згрејавати	z ɡ r e j ǎː ʋ a t i
згријавати	z ɡ r i j ǎː ʋ a t i
згрушавати	z ɡ r u ʃ ǎː ʋ a t i
застрашити	z ǎ s t r a ʃ i t i
застријети	z ǎ s t r j eː t i
заценутост	z ǎ t͡s eː n u t oː s t
зачараност	z ǎ t͡ʃ aː r aː n oː s t
згушњавати	z ɡ u ʃ ɲ ǎː ʋ a t i
заступница	z ǎː s t u p n i t s a
завјетрина	z ǎː ʋ j e t r i n a
заводнички	z ǎː ʋ o d n i t ʃ k iː
загребачки	z ǎː ɡ r e b a t ʃ k iː
заштитница	z ǎː ʃ t i t n i t s a
абнормалан	â b n o r m aː l a n
абнормално	â b n o r m aː l n o
алувијалан	â l u ʋ i j aː l a n
алвеоларан	â l ʋ e o l aː r a n
амбициозан	â m b i t s i oː z a n
амбициозно	â m b i t s i oː z n o
аноргански	â n o r ɡ aː n s k iː
антикваран	â n t i k ʋ aː r a n
арбитраран	â r b i t r aː r a n
арбитражни	â r b i t r aː ʒ n iː
асоцијалан	â s o t s i j aː l a n
атрактиван	â t r a k t iː ʋ a n
евентуалан	ê ʋ e n t u aː l a n
евентуално	ê ʋ e n t u aː l n o
илегитиман	î l e ɡ i t iː m a n
илегитимно	î l e ɡ i t iː m n o
имагинаран	î m a ɡ i n aː r a n
имагинарно	î m a ɡ i n aː r n o
импресиван	î m p r e s iː ʋ a n
импресивно	î m p r e s iː ʋ n o
импулзиван	î m p u l z iː ʋ a n
импулзивно	î m p u l z iː ʋ n o
индиректан	î n d i r e k t a n
индиректно	î n d i r e k t n o
индуктиван	î n d u k t iː ʋ a n
индуктивно	î n d u k t iː ʋ n o
инфантилан	î n f a n t iː l a n
инфантилно	î n f a n t iː l n o
инфериоран	î n f e r i oː r a n
инфериорно	î n f e r i oː r n o
иницијалан	î n i t s i j aː l a n
иницијално	î n i t s i j aː l n o
иновативан	î n o ʋ a t iː ʋ a n
интензиван	î n t e n z iː ʋ a n
интензивно	î n t e n z iː ʋ n o
интегралан	î n t e ɡ r aː l a n
интегрално	î n t e ɡ r aː l n o
интуитиван	î n t u i t iː ʋ a n
интуитивно	î n t u i t iː ʋ n o
ингениозан	î n ɡ e n i oː z a n
инвентиван	î n ʋ e n t iː ʋ a n
инвентивно	î n ʋ e n t iː ʋ n o
ирегуларан	î r e ɡ u l aː r a n
истосмеран	î s t o s m eː r a n
истосмерно	î s t o s m eː r n o
итеративан	î t e r a t iː ʋ a n
измјеничан	î z m j e n i t ʃ a n
измјенично	î z m j e n i t ʃ n o
објективан	ô b j e k t iː ʋ a n
објективно	ô b j e k t iː ʋ n o
официјелан	ô f i t͡s i j eː l a n
олакотност	ô l a k o t n oː s t
оперативан	ô p e r a t iː ʋ a n
оригиналан	ô r i ɡ i n aː l a n
оригинално	ô r i ɡ i n aː l n o
уругвајски	û r u ɡ ʋ aː j s k iː
шалабахтер	ʃ a l a b ǎ x t e r
галантност	ɡ a l ǎ n t n oː s t
шампионски	ʃ a m p ǐ oː n s k i
шампионски	ʃ a m p ǐ oː n s k iː
вандализам	ʋ a n d a l ǐ z a m
васељенски	ʋ a s ě ʎ eː n s k iː
ватрогасац	ʋ a t r o ɡ ǎː s a t s
обистинити	ǒ b i s t i n i t i
обједовати	ǒ b j e d o ʋ a t i
обликовати	ǒ b l i k o ʋ a t i
обрадовати	ǒ b r a d o ʋ a t i
образовати	ǒ b r a z o ʋ a t i
ударништво	ǔ d aː r n iː ʃ t ʋ o
одбрамбени	ǒ d b r a m b e n iː
одликовати	ǒ d l i k o ʋ a t i
одмереност	ǒ d m e r e n oː s t
ждријебати	ʒ d r i j ěː b a t i
ждребетина	ʒ d r ě b e t i n a
одздравити	ǒ d z d r a ʋ i t i
одвојеност	ǒ d ʋ o j e n oː s t
желатинаст	ʒ e l a t ǐ n a s t
генералица	ɡ e n e r ǎ l i t͡s a
генерација	ɡ e n e r ǎː t s i j a
вентилатор	ʋ e n t ǐ l aː t o r
географија	ɡ e o ɡ r ǎ f i j a
вербализам	ʋ e r b a l ǐ z a m
вероучитељ	ʋ e r o ǔ t ʃ i t e ʎ
веристички	ʋ e r ǐ s t i t ʃ k i
веристички	ʋ e r ǐ s t i t ʃ k iː
шестињанин	ʃ e s t ǐ ɲ a n i n
шехерезада	ʃ e x e r e z ǎː d a
вегетација	ʋ e ɡ e t ǎː t s i j a
географски	ɡ e ǒ ɡ r a f s k i
географски	ɡ e ǒ ɡ r a f s k iː
гимнастика	ɡ i m n ǎ s t i k a
гингивитис	ɡ i n ɡ i ʋ ǐ t i s
виолончело	ʋ i o l ǒ n t ʃ e l o
вирологија	ʋ i r o l ǒ ɡ i j a
животињски	ʒ i ʋ ǒ t iː ɲ s k i
животињски	ʒ i ʋ ǒ t iː ɲ s k iː
вишезначан	ʋ i ʃ ě z n a t͡ʃ a n
вјенчаница	ʋ j e n t ʃ ǎ n i t s a
вјенчавати	ʋ j e n t ʃ ǎː ʋ a t i
вјетреушка	ʋ j e t r ě u ʃ k a
вјетрењача	ʋ j e t r ě ɲ a t ʃ a
вјештачење	ʋ j e ʃ t ǎː t ʃ eː ɲ e
вјештачити	ʋ j e ʃ t ǎː t ʃ i t i
вјеренички	ʋ j ê r e n i t ʃ k iː
вјеројатан	ʋ j ê r o j aː t a n
вјеројатно	ʋ j ê r o j aː t n o
вјероватно	ʋ j ê r o ʋ aː t n o
вјетрењаст	ʋ j ê t r e ɲ a s t
вјетробран	ʋ j ê t r o b r aː n
украјински	ǔ k r a j iː n s k iː
октобарски	ǒ k t oː b a r s k iː
еквадорски	ě k ʋ aː d o r s k iː
укљученост	ǔ k ʎ uː t ʃ e n oː s t
гладијатор	ɡ l a d ǐ j aː t o r
главоломка	ɡ l a ʋ ǒ l o m k a
глагољашки	ɡ l a ɡ ǒ ʎ aː ʃ k i
глагољашки	ɡ l a ɡ ǒ ʎ aː ʃ k iː
глагољички	ɡ l a ɡ ǒ ʎ i t͡ʃ k iː
глобалност	ɡ l o b ǎː l n oː s t
глацијалан	ɡ l â t s i j aː l a n
власништво	ʋ l âː s n iː ʃ t ʋ o
шлагфертиг	ʃ l âː ɡ f e r t i ɡ
гломазност	ɡ l ô m aː z n oː s t
алгебарски	ǎ l ɡ eː b a r s k i
алгебарски	ǎ l ɡ eː b a r s k iː
умјереност	ǔ m j e r e n oː s t
умјетнички	ǔ m j e t n i t ʃ k iː
инфрацрвен	ǐ n f r a t s r ʋ e n
инструктор	ǐ n s t r u k t o r
антитијело	ǎ n t i t j eː l o
инвазијски	ǐ n ʋ aː z iː j s k iː
енглескиња	ě n ɡ l e s k i ɲ a
водитељица	ʋ o d i t ě ʎ i t s a
голубарник	ɡ o l ǔ b aː r n iː k
голишавост	ɡ o l ǐ ʃ a ʋ oː s t
гондолијер	ɡ o n d o l ǐ j eː r
жонглирати	ʒ o n ɡ l ǐː r a t i
горштакиња	ɡ o r ʃ t ǎ k i ɲ a
господична	ɡ o s p o d ǐ t͡ʃ n a
господство	ɡ o s p ǒ d s t ʋ o
госпоштина	ɡ o s p ǒ ʃ t i n a
гостољубив	ɡ o s t o ʎ ǔ b i ʋ
шпанцирати	ʃ p a n t͡s ǐː r a t i
шпациршток	ʃ p a t͡s îː r ʃ t o k
шпрахфелер	ʃ p r âː x f e l e r
апстрактан	ǎ p s t r a k t a n
апстрактно	ǎ p s t r a k t n o
апсурдност	ǎ p s u r d n oː s t
шпајскарта	ʃ p â j s k a r t a
шпајсцимер	ʃ p â j s t͡s i m e r
шперштунде	ʃ p êː r ʃ t u n d e
шписбиргер	ʃ p îː s b i r ɡ e r
шпигелхолц	ʃ p ǐː ɡ e l x o l t͡s
грађевинар	ɡ r a d ʑ e ʋ ǐ n aː r
грађевинац	ɡ r a d ʑ e ʋ ǐː n a t s
граматичар	ɡ r a m ǎ t i t ʃ aː r
граматички	ɡ r a m ǎ t i t ʃ k i
граматички	ɡ r a m ǎ t i t ʃ k iː
вриједност	ʋ r j ěː d n oː s t
артеријски	ǎ r t eː r iː j s k iː
вртларство	ʋ r t l ǎː r s t ʋ o
грађанство	ɡ r â d ʑ aː n s t ʋ o
грандиозан	ɡ r â n d i oː z a n
грандиозно	ɡ r â n d i oː z n o
вратоломан	ʋ r â t o l oː m a n
вредновати	ʋ r ê d n o ʋ a t i
грамзивост	ɡ r ǎ m z i ʋ oː s t
осамљеност	ǒ s aː m ʎ e n oː s t
исповијест	ǐ s p o ʋ j eː s t
исправљати	ǐ s p r a ʋ ʎ a t i
астуријски	ǎ s t uː r iː j s k iː
штампарија	ʃ t a m p ǎ r i j a
штедионица	ʃ t e d i ǒː n i t s a
отправљати	ǒ t p r a ʋ ʎ a t i
штрихерица	ʃ t r î x e r i t s a
штинкбомба	ʃ t î n k b oː m b a
штосдемфер	ʃ t ôː s d e m f e r
штоплцигер	ʃ t ǒ p l t͡s iː ɡ e r
љубитељица	ʎ u b i t ě ʎ i t͡s a
љубопитљив	ʎ u b o p ǐ t ʎ i ʋ
вукојебина	ʋ u k o j ě b i n a
жупанијски	ʒ u p ǎ n iː j s k iː
аустријски	ǎ u s t r iː j s k i
аустријски	ǎ u s t r iː j s k iː
жутокљунац	ʒ u t o k ʎ ǔː n a t s
аутострада	ǎ u t o s t r aː d a
узбуђеност	ǔ z b uː d ʑ e n oː s t
шатровачки	ʃ â t r o ʋ a t ʃ k iː
вертикалан	ʋ ê r t i k aː l a n
висиномјер	ʋ î s i n o m j eː r
војсковођа	ʋ ô j s k o ʋ o d ʑ a
горостасан	ɡ ô r o s t aː s a n
авангардни	ǎ ʋ a n ɡ aː r d n iː
љубитељски	ʎ ǔ b i t e ʎ s k i
љубитељски	ʎ ǔ b i t e ʎ s k iː
њујорчанин	ɲ ǔ j o r t ʃ a n i n
војводство	ʋ ǒ j ʋ o d s t ʋ o
војвоткиња	ʋ ǒ j ʋ o t k i ɲ a
шекспирски	ʃ ě k s p iː r s k iː
шелесхамер	ʃ ě l e s x a m e r
железнички	ʒ ě l e z n i t ʃ k iː
галицијски	ɡ ǎ l iː t s iː j s k iː
огорченост	ǒ ɡ oː r t ʃ e n oː s t
агресорски	ǎ ɡ r e s o r s k iː
угроженост	ǔ ɡ r o ʒ e n oː s t
ширцењегер	ʃ ǐ r t͡s e ɲ eː ɡ e r
ужурбаност	ǔ ʒ u r b aː n oː s t
жељезнички	ʒ ě ʎ e z n i t ʃ k iː
љубавнички	ʎ ǔː b aː ʋ n i t͡ʃ k i
љубавнички	ʎ ǔː b aː ʋ n i t͡ʃ k iː
узроковати	ǔː z r o k o ʋ a t i
аболицијски	a b o l ǐː t s iː j s k iː
абориџиница	a b o r ǐ d͡ʒ i n i t͡s a
адекватност	a d e k ʋ ǎː t n oː s t
адијабатски	a d i j ǎ b a t s k iː
адисабебски	a d i s ǎ b e b s k iː
адјустирати	a d j u s t ǐː r a t i
адмиралитет	a d m i r a l ǐ t eː t
адмитанција	a d m i t ǎ n t s i j a
адораторица	a d ǒ r aː t o r i t s a
аерографија	a e r o ɡ r ǎ f i j a
аеродромски	a e r ǒ d r o m s k iː
афористички	a f o r ǐ s t i t ʃ k iː
африканизам	a f r i k a n ǐ z a m
афродизијак	a f r o d ǐ z i j a k
академијски	a k a d ě m iː j s k iː
акомодирати	a k o m o d ǐː r a t i
акомодација	a k o m o d ǎː t͡s i j a
аксиологија	a k s i o l ǒ ɡ i j a
акцелератор	a k t s e l ě r aː t o r
акцентирати	a k t͡s e n t ǐː r a t i
акумулирати	a k u m u l ǐː r a t i
акумулација	a k u m u l ǎː t s i j a
акупунктура	a k u p u n k t ǔː r a
албанолошки	a l b a n ǒ l o ʃ k i
албанолошки	a l b a n ǒ l o ʃ k iː
алерголошки	a l e r ɡ ǒ l o ʃ k i
алерголошки	a l e r ɡ ǒ l o ʃ k iː
алфабетизам	a l f a b e t ǐ z a m
алијенација	a l i j e n ǎː t s i j a
алитерација	a l i t e r ǎː t s i j a
алкохолизам	a l k o x o l ǐ z a m
алкохоличар	a l k o x ǒ l i t ʃ aː r
алтернација	a l t e r n ǎː t s i j a
алергичност	a l ě r ɡ i t ʃ n oː s t
алгонкијски	a l ɡ ǒ n k iː j s k iː
амбулантски	a m b ǔ l a n t s k iː
амнестирати	a m n e s t ǐː r a t i
анакронизам	a n a k r o n ǐ z a m
анакроничан	a n a k r ǒ n i t͡ʃ a n
анализирати	a n a l i z ǐː r a t i
аналогијски	a n a l ǒ ɡ iː j s k iː
аналгетички	a n a l ɡ ě t i t͡ʃ k i
аналгетички	a n a l ɡ ě t i t͡ʃ k iː
анахронизам	a n a x r o n ǐ z a m
андрологија	a n d r o l ǒ ɡ i j a
анексионист	a n e k s i ǒ n i s t
анегдоталан	a n e ɡ d ǒ t aː l a n
анегдотичан	a n e ɡ d ǒ t i t͡ʃ a n
анихилација	a n i x i l ǎː t s i j a
антагонизам	a n t a ɡ o n ǐ z a m
антидржавни	a n t i d ř ʒ aː ʋ n iː
антифашизам	a n t i f a ʃ ǐ z a m
антиклинала	a n t i k l i n ǎː l a
антипатичан	a n t i p ǎ t i t ʃ a n
антипатично	a n t i p ǎ t i t ʃ n o
антициклона	a n t i t͡s i k l ǒː n a
ангиологија	a n ɡ i o l ǒ ɡ i j a
англикански	a n ɡ l ǐ k aː n s k iː
англистички	a n ɡ l ǐ s t i t͡ʃ k i
англистички	a n ɡ l ǐ s t i t͡ʃ k iː
анархичност	a n ǎ r x i t͡ʃ n oː s t
аплаудирати	a p l a u d ǐː r a t i
аподиктички	a p o d ǐ k t i t ʃ k i
апологетика	a p o l o ɡ ě t i k a
апсолутизам	a p s o l u t ǐ z a m
апсолвирати	a p s o l ʋ ǐː r a t i
апсорбирати	a p s o r b ǐː r a t i
апстинирати	a p s t i n ǐː r a t i
апстракција	a p s t r ǎ k t s i j a
аритметички	a r i t m ě t i t ʃ k i
аритметички	a r i t m ě t i t ʃ k iː
архаизирати	a r x a i z ǐː r a t i
археологија	a r x e o l ǒ ɡ i j a
архитектура	a r x i t e k t ǔː r a
архиепископ	a r x i ě p i s k o p
архитектица	a r x ǐ t e k t i t s a
аргентински	a r ɡ ě n t iː n s k iː
асфалтирати	a s f a l t ǐː r a t i
асимилација	a s i m i l ǎː t s i j a
асиметричан	a s i m ě t r i t ʃ a n
асирологија	a s i r o l ǒ ɡ i j a
асистенција	a s i s t ě n t s i j a
астрофизика	a s t r o f ǐ z i k a
астрологија	a s t r o l ǒ ɡ i j a
астрономија	a s t r o n ǒ m i j a
астрономски	a s t r ǒ n o m s k iː
атлетичарка	a t l ě t i t ʃ aː r k a
атомизирати	a t o m i z ǐː r a t i
атомизација	a t o m i z ǎː t͡s i j a
аудиологија	a u d i o l ǒ ɡ i j a
аустријанац	a u s t r i j ǎː n a t s
аутокрација	a u t o k r ǎ t͡s i j a
аутокефалан	a u t o k ě f aː l a n
аутономашки	a u t o n ǒ m aː ʃ k i
аутономашки	a u t o n ǒ m aː ʃ k iː
аутопортрет	a u t o p ǒ r t r eː t
авитаминоза	a ʋ i t a m i n ǒː z a
агротуризам	a ɡ r o t u r ǐ z a m
бактериолог	b a k t e r i ǒ l o ɡ
балансирати	b a l a n s ǐː r a t i
балзамирати	b a l z a m ǐː r a t i
беланчевина	b e l ǎː n t ʃ e ʋ i n a
беспрекоран	b e s p r ěː k oː r a n
беспрекорно	b e s p r ěː k oː r n o
беспримеран	b e s p r ǐː m eː r a n
беспримерно	b e s p r ǐː m eː r n o
бесавјестан	b e s ǎː ʋ j e s t a n
безидејност	b e z i d ěː j n oː s t
безобразлук	b e z o b r ǎ z l u k
безрезерван	b e z r ě z eː r ʋ a n
безразложан	b e z r ǎː z l o ʒ a n
безразложно	b e z r ǎː z l o ʒ n o
безобразник	b e z ǒ b r a z n iː k
безуспјешан	b e z ǔ s p j e ʃ a n
безуспјешно	b e z ǔ s p j e ʃ n o
безазленост	b e z ǎ z l e n oː s t
библиотекар	b i b l i o t ě k aː r
библиотечни	b i b l i ǒ t e t͡ʃ n iː
бифуркација	b i f u r k ǎː t͡s i j a
билингвизам	b i l i n ɡ ʋ ǐ z a m
бирократски	b i r ǒ k r a t s k i
бирократски	b i r ǒ k r a t s k iː
бизантијски	b i z ǎ n t iː j s k iː
бизантински	b i z ǎ n t iː n s k iː
бјелорусија	b j e l o r ǔ s i j a
благонаклон	b l a ɡ o n ǎː k l o n
благосивати	b l a ɡ o s ǐː ʋ a t i
благосиљати	b l a ɡ o s ǐː ʎ a t i
болешљивост	b o l ě ʃ ʎ i ʋ oː s t
бомбастичан	b o m b ǎ s t i t ʃ a n
бомбастично	b o m b ǎ s t i t ʃ n o
бродоградња	b r o d o ɡ r ǎː d ɲ a
брезничанин	b r ěː z n i t͡ʃ a n i n
будалаштина	b u d a l ǎː ʃ t i n a
бункерирати	b u n k e r ǐː r a t i
баснослован	b â s n o s l oː ʋ a n
београђанин	b ê o ɡ r a d ʑ a n i n
београђанка	b ê o ɡ r a d͡ʑ aː n k a
бесадржајан	b ê s a d r ʒ aː j a n
бесадржајно	b ê s a d r ʒ aː j n o
бескористан	b ê s k o r iː s t a n
бескрајност	b ê s k r a j n oː s t
бесповратан	b ê s p o ʋ r a t a n
бесповратно	b ê s p o ʋ r a t n o
беспоштедан	b ê s p o ʃ t eː d a n
беспоштедно	b ê s p o ʃ t eː d n o
беспризоран	b ê s p r i z oː r a n
бестјелесан	b ê s t j e l e s a n
безизгледан	b ê z i z ɡ l eː d a n
безизгледно	b ê z i z ɡ l eː d n o
безопасност	b ê z o p aː s n oː s t
безосећајан	b ê z o s e t͡ɕ aː j a n
безосећајно	b ê z o s e t͡ɕ aː j n o
безграничан	b ê z ɡ r a n i t ʃ a n
безгранично	b ê z ɡ r a n i t͡ʃ n o
безвриједан	b ê z ʋ r i j e d a n
безвриједно	b ê z ʋ r j e d n o
билабијалан	b î l a b i j aː l a n
билатералан	b î l a t e r aː l a n
билингвалан	b î l i n ɡ ʋ aː l a n
биљождерски	b î ʎ o ʒ d e r s k i
биљождерски	b î ʎ o ʒ d e r s k iː
бивствовати	b î ʋ s t ʋ o ʋ a t i
бајрамовати	b ǎ j r a m o ʋ a t i
бескућнички	b ě s k u t ɕ n i t ʃ k iː
бесмртнички	b ě s m r t n i t͡ʃ k i
бесмртнички	b ě s m r t n i t͡ʃ k iː
беспосличар	b ě s p o s l i t ʃ aː r
