а	a
размазеност	r a z m a z ɛ n ɔ s t
разнишаност	r a z n i ʃ a n ɔ s t
разноликост	r a z n ɔ l i k ɔ s t
разработува	r a z r a b ɔ t u v a
разрушеност	r a z r u ʃ ɛ n ɔ s t
разреденост	r a z r ɛ d ɛ n ɔ s t
разурнатост	r a z u r n a t ɔ s t
разузданост	r a z u z d a n ɔ s t
развратница	r a z v r a t n i t͡s a
развратност	r a z v r a t n ɔ s t
разгаленост	r a z ɡ a l ɛ n ɔ s t
разголеност	r a z ɡ ɔ l ɛ n ɔ s t
разлошеност	r a z ɫ ɔ ʃ ɛ n ɔ s t
раштрканост	r a ʃ t r̩ k a n ɔ s t
реализација	r ɛ a l i z a t͡s i j a
редакторски	r ɛ d a k t ɔ r s k i
рекламација	r ɛ k ɫ a m a t͡s i j a
репетициски	r ɛ p ɛ t i t͡s i s k i
резиденција	r ɛ z i d ɛ n t͡s i j a
регистарски	r ɛ ɡ i s t a r s k i
регулациски	r ɛ ɡ u ɫ a t͡s i s k i
самодржавие	s a m ɔ d r̩ ʒ a v i j ɛ
самодејност	s a m ɔ d ɛ j n ɔ s t
самовластие	s a m ɔ v ɫ a s t i j ɛ
самоодржлив	s a m ɔ ɔ d r̩ ʒ l i f
саможивност	s a m ɔ ʒ i v n ɔ s t
сапунарство	s a p u n a r s t v ɔ
синоубиство	s i n ɔ u b i s t v ɔ
сиромашност	s i r ɔ m a ʃ n ɔ s t
ситничарски	s i t n i t͡ʃ a r s k i
ситничавост	s i t n i t͡ʃ a v ɔ s t
скулпторски	s k u ɫ p t ɔ r s k i
скептичност	s k ɛ p t i t͡ʃ n ɔ s t
следбеничка	s l ɛ d b ɛ n i t͡ʃ k a
снаодливост	s n a ɔ d l i v ɔ s t
сразмерност	s r a z m ɛ r n ɔ s t
стакларство	s t a k ɫ a r s t v ɔ
стаписаност	s t a p i s a n ɔ s t
староликост	s t a r ɔ l i k ɔ s t
сталоженост	s t a ɫ ɔ ʒ ɛ n ɔ s t
стилизација	s t i l i z a t͡s i j a
страшливост	s t r a ʃ l i v ɔ s t
стврднатост	s t v r̩ d n a t ɔ s t
сублимација	s u b l i m a t͡s i j a
своевидност	s v ɔ ɛ v i d n ɔ s t
своеглавост	s v ɔ ɛ ɡ ɫ a v ɔ s t
соавторство	s ɔ a f t ɔ r s t v ɔ
слаткарство	s ɫ a t k a r s t v ɔ
сојузништво	s ɔ j u z n i ʃ t v ɔ
семиологија	s ɛ m i j ɔ ɫ ɔ ɡ i j a
сомничавост	s ɔ m n i t͡ʃ a v ɔ s t
семестарски	s ɛ m ɛ s t a r s k i
соплеменица	s ɔ p l ɛ m ɛ n i t͡s a
сопружничка	s ɔ p r u ʒ n i t͡ʃ k a
сопственица	s ɔ p s t v ɛ n i t͡s a
сопотписник	s ɔ p ɔ t p i s n i k
сестринство	s ɛ s t r i n s t v ɔ
современост	s ɔ v r ɛ m ɛ n ɔ s t
соединетост	s ɔ ɛ d i n ɛ t ɔ s t
соодветност	s ɔ ɔ d v ɛ t n ɔ s t
соодветство	s ɔ ɔ d v ɛ t s t v ɔ
сожителство	s ɔ ʒ i t ɛ ɫ s t v ɔ
соговорница	s ɔ ɡ ɔ v ɔ r n i t͡s a
тавтологија	t a f t ɔ ɫ ɔ ɡ i j a
таксономија	t a k s ɔ n ɔ m i j a
тахикардија	t a x i k a r d i j a
трансакција	t r a n s a k t͡s i j a
трансфобија	t r a n s f ɔ b i j a
толеранција	t ɔ l ɛ r a n t͡s i j a
телеологија	t ɛ l ɛ ɔ ɫ ɔ ɡ i j a
технологија	t ɛ x n ɔ ɫ ɔ ɡ i j a
тореадорски	t ɔ ɾ ɛ a d ɔ r s k i
циркулација	t͡s i r k u ɫ a t͡s i j a
чиновништво	t͡ʃ i n ɔ v n i ʃ t v ɔ
чедоубиство	t͡ʃ ɛ d ɔ u b i s t v ɔ
услужливост	u s ɫ u ʒ l i v ɔ s t
вдлабнатост	v d ɫ a b n a t ɔ s t
воденичарка	v ɔ d ɛ n i t͡ʃ a r k a
вентилација	v ɛ n t i ɫ a t͡s i j a
воскликнува	v ɔ s k l i k n u v a
воспаленост	v ɔ s p a l ɛ n ɔ s t
возбуденост	v ɔ z b u d ɛ n ɔ s t
воздржаност	v ɔ z d r̩ ʒ a n ɔ s t
вообичајува	v ɔ ɔ b i t͡ʃ a j u v a
хибернација	x i b ɛ r n a t͡s i j a
хистологија	x i s t ɔ ɫ ɔ ɡ i j a
хроничарски	x r ɔ n i t͡ʃ a r s k i
заболекарка	z a b ɔ l ɛ k a r k a
задолженост	z a d ɔ ɫ ʒ ɛ n ɔ s t
зајадливост	z a j a d l i v ɔ s t
заканувачки	z a k a n u v a t͡ʃ k i
заклокотува	z a k ɫ ɔ k ɔ t u v a
замагленост	z a m a ɡ l ɛ n ɔ s t
замисленост	z a m i s l ɛ n ɔ s t
заменливост	z a m ɛ n l i v ɔ s t
занимливост	z a n i m l i v ɔ s t
зарипнатост	z a r i p n a t ɔ s t
засипнатост	z a s i p n a t ɔ s t
заслепеност	z a s l ɛ p ɛ n ɔ s t
засраменост	z a s r a m ɛ n ɔ s t
застапнички	z a s t a p n i t͡ʃ k i
застапеност	z a s t a p ɛ n ɔ s t
затреперува	z a t r ɛ p ɛ ɾ u v a
затвореност	z a t v ɔ ɾ ɛ n ɔ s t
затегнатост	z a t ɛ ɡ n a t ɔ s t
зачудувачки	z a t͡ʃ u d u v a t͡ʃ k i
зачестеност	z a t͡ʃ ɛ s t ɛ n ɔ s t
заводливост	z a v ɔ d l i v ɔ s t
загадочност	z a ɡ a d ɔ t͡ʃ n ɔ s t
загатливост	z a ɡ a t l i v ɔ s t
загледаност	z a ɡ l ɛ d a n ɔ s t
заграденост	z a ɡ r a d ɛ n ɔ s t
загриженост	z a ɡ r i ʒ ɛ n ɔ s t
загрозеност	z a ɡ r ɔ z ɛ n ɔ s t
заштитеност	z a ʃ t i t ɛ n ɔ s t
загушливост	z a ɡ u ʃ l i v ɔ s t
заробенички	z a ɾ ɔ b ɛ n i t͡ʃ k i
заговорница	z a ɡ ɔ v ɔ r n i t͡s a
зимурливост	z i m u r l i v ɔ s t
згрбавеност	z ɡ r̩ b a v ɛ n ɔ s t
зголеменост	z ɡ ɔ l ɛ m ɛ n ɔ s t
злосторница	z ɫ ɔ s t ɔ r n i t͡s a
злоупотреба	z ɫ ɔ u p ɔ t r ɛ b a
обвинителка	ɔ b v i n i t ɛ ɫ k a
обединетост	ɔ b ɛ d i n ɛ t ɔ s t
обостраност	ɔ b ɔ s t r a n ɔ s t
обезименува	ɔ b ɛ z i m ɛ n u v a
обезмастува	ɔ b ɛ z m a s t u v a
обезоружува	ɔ b ɛ z ɔ r u ʒ u v a
обесштетува	ɔ b ɛ ʃ ʃ t ɛ t u v a
одмазднички	ɔ d m a z d n i t͡ʃ k i
еднобојност	ɛ d n ɔ b ɔ j n ɔ s t
едноличност	ɛ d n ɔ l i t͡ʃ n ɔ s t
одушевеност	ɔ d u ʃ ɛ v ɛ n ɔ s t
живинарство	ʒ i v i n a r s t v ɔ
експедиција	ɛ k s p ɛ d i t͡s i j a
окупаторски	ɔ k u p a t ɔ r s k i
елиминација	ɛ l i m i n a t͡s i j a
електроника	ɛ l ɛ k t r ɔ n i k a
емиграциски	ɛ m i ɡ r a t͡s i s k i
енергичност	ɛ n ɛ r ɡ i t͡ʃ n ɔ s t
опијанетост	ɔ p i j a n ɛ t ɔ s t
опредметува	ɔ p r ɛ d m ɛ t u v a
опседнатост	ɔ p s ɛ d n a t ɔ s t
оптегнатост	ɔ p t ɛ ɡ n a t ɔ s t
осквернител	ɔ s k v ɛ r n i t ɛ ɫ
естетичарка	ɛ s t ɛ t i t͡ʃ a r k a
осцилациски	ɔ s t͡s i ɫ a t͡s i s k i
освојувачки	ɔ s v ɔ j u v a t͡ʃ k i
осветленост	ɔ s v ɛ t l ɛ n ɔ s t
етимологија	ɛ t i m ɔ ɫ ɔ ɡ i j a
етнографија	ɛ t n ɔ ɡ r a f i j a
отпадништво	ɔ t p a d n i ʃ t v ɔ
очигледност	ɔ t͡ʃ i ɡ l ɛ d n ɔ s t
љубопитност	ʎ u b ɔ p i t n ɔ s t
овоштарство	ɔ v ɔ ʃ t a r s t v ɔ
генетичарка	ɡ ɛ n ɛ t i t͡ʃ a r k a
егзотичност	ɛ ɡ z ɔ t i t͡ʃ n ɔ s t
геотермален	ɡ ɛ ɔ t ɛ r m a l ɛ n
жонглерство	ʒ ɔ ŋ ɡ l ɛ r s t v ɔ
автостоперка	a f t ɔ s t ɔ p ɛ r k a
авторизација	a f t ɔ ɾ i z a t͡s i j a
акредитација	a k r ɛ d i t a t͡s i j a
амортизација	a m ɔ r t i z a t͡s i j a
аналитичарка	a n a l i t i t͡ʃ a r k a
артикулација	a r t i k u ɫ a t͡s i j a
асимилациски	a s i m i ɫ a t͡s i s k i
астронаутски	a s t r ɔ n a u t s k i
аглутинација	a ɡ ɫ u t i n a t͡s i j a
аеродинамика	a ɛ ɾ ɔ d i n a m i k a
агломерација	a ɡ ɫ ɔ m ɛ r a t͡s i j a
банализација	b a n a l i z a t͡s i j a
бранителство	b r a n i t ɛ ɫ s t v ɔ
братоубиство	b r a t ɔ u b i s t v ɔ
бунтовништво	b u n t ɔ v n i ʃ t v ɔ
благодушност	b ɫ a ɡ ɔ d u ʃ n ɔ s t
благородност	b ɫ a ɡ ɔ ɾ ɔ d n ɔ s t
бодибилдерка	b ɔ d i b i ɫ d ɛ r k a
бесмисленост	b ɛ s m i s l ɛ n ɔ s t
беспокојност	b ɛ s p ɔ k ɔ j n ɔ s t
беспокојство	b ɛ s p ɔ k ɔ j s t v ɔ
беспорочност	b ɛ s p ɔ ɾ ɔ t͡ʃ n ɔ s t
бессовесност	b ɛ s s ɔ v ɛ s n ɔ s t
бестелесност	b ɛ s t ɛ l ɛ s n ɔ s t
бездомништво	b ɛ z d ɔ m n i ʃ t v ɔ
безизлезност	b ɛ z i z l ɛ z n ɔ s t
безначајност	b ɛ z n a t͡ʃ a j n ɔ s t
безрадосност	b ɛ z r a d ɔ s n ɔ s t
безрасудност	b ɛ z r a s u d n ɔ s t
безропотност	b ɛ z r ɔ p ɔ t n ɔ s t
безусловност	b ɛ z u s ɫ ɔ v n ɔ s t
безвременост	b ɛ z v r ɛ m ɛ n ɔ s t
безобличност	b ɛ z ɔ b l i t͡ʃ n ɔ s t
безобразност	b ɛ z ɔ b r a z n ɔ s t
безосновност	b ɛ z ɔ s n ɔ v n ɔ s t
бесчовечност	b ɛ ʃ t͡ʃ ɔ v ɛ t͡ʃ n ɔ s t
безживотност	b ɛ ʒ ʒ i v ɔ t n ɔ s t
божественост	b ɔ ʒ ɛ s t v ɛ n ɔ s t
директорство	d i r ɛ k t ɔ r s t v ɔ
дисертациски	d i s ɛ r t a t͡s i s k i
драматичност	d r a m a t i t͡ʃ n ɔ s t
двојазичност	d v ɔ j a z i t͡ʃ n ɔ s t
двонасочност	d v ɔ n a s ɔ t͡ʃ n ɔ s t
деклинациски	d ɛ k l i n a t͡s i s k i
дестилациски	d ɛ s t i ɫ a t͡s i s k i
девојчинство	d ɛ v ɔ j t͡ʃ i n s t v ɔ
доразгледува	d ɔ ɾ a z ɡ l ɛ d u v a
дообработува	d ɔ ɔ b r a b ɔ t u v a
дегенерација	d ɛ ɡ ɛ n ɛ r a t͡s i j a
делотворност	d ɛ ɫ ɔ t v ɔ r n ɔ s t
долговечност	d ɔ ɫ ɡ ɔ v ɛ t͡ʃ n ɔ s t
филантропија	f i ɫ a n t r ɔ p i j a
филхармонија	f i ɫ x a r m ɔ n i j a
филогенетски	f i ɫ ɔ ɡ ɛ n ɛ t s k i
впечатливост	f p ɛ t͡ʃ a t l i v ɔ s t
фреквенциски	f r ɛ k v ɛ n t͡s i s k i
ферментација	f ɛ r m ɛ n t a t͡s i j a
идеализација	i d ɛ a l i z a t͡s i j a
иницијаторка	i n i t͡s i j a t ɔ r k a
инспекторски	i n s p ɛ k t ɔ r s k i
инсталациски	i n s t a ɫ a t͡s i s k i
инструкторка	i n s t r u k t ɔ r k a
интеграциски	i n t ɛ ɡ r a t͡s i s k i
испреплетува	i s p r ɛ p l ɛ t u v a
исплатливост	i s p ɫ a t l i v ɔ s t
исповеднички	i s p ɔ v ɛ d n i t͡ʃ k i
испозаборави	i s p ɔ z a b ɔ ɾ a v i
истражувачка	i s t r a ʒ u v a t͡ʃ k a
истребувачка	i s t r ɛ b u v a t͡ʃ k a
избезуменост	i z b ɛ z u m ɛ n ɔ s t
изненаденост	i z n ɛ n a d ɛ n ɔ s t
извитоперува	i z v i t ɔ p ɛ ɾ u v a
извонредност	i z v ɔ n r ɛ d n ɔ s t
известувачка	i z v ɛ s t u v a t͡ʃ k a
изобличеност	i z ɔ b l i t͡ʃ ɛ n ɔ s t
изедначеност	i z ɛ d n a t͡ʃ ɛ n ɔ s t
изгладнетост	i z ɡ ɫ a d n ɛ t ɔ s t
информациски	i ɱ f ɔ r m a t͡s i s k i
инквизициски	i ŋ k v i z i t͡s i s k i
инвестициски	i ɱ v ɛ s t i t͡s i s k i
јасновидство	j a s n ɔ v i t s t v ɔ
картографија	k a r t ɔ ɡ r a f i j a
километарски	k i ɫ ɔ m ɛ t a r s k i
клептоманија	k l ɛ p t ɔ m a n i j a
кралоубиство	k r a ɫ ɔ u b i s t v ɔ
криптологија	k r i p t ɔ ɫ ɔ ɡ i j a
ксенофобичен	k s ɛ n ɔ f ɔ b i t͡ʃ ɛ n
купопродажба	k u p ɔ p r ɔ d a ʒ b a
кодификација	k ɔ d i f i k a t͡s i j a
комплексност	k ɔ m p l ɛ k s n ɔ s t
компензација	k ɔ m p ɛ n z a t͡s i j a
композициски	k ɔ m p ɔ z i t͡s i s k i
кондензација	k ɔ n d ɛ n z a t͡s i j a
конјугациски	k ɔ n j u ɡ a t͡s i s k i
констатација	k ɔ n s t a t a t͡s i j a
конституција	k ɔ n s t i t u t͡s i j a
конзервација	k ɔ n z ɛ r v a t͡s i j a
корпорациски	k ɔ r p ɔ r a t͡s i s k i
козметичарка	k ɔ z m ɛ t i t͡ʃ a r k a
конфискација	k ɔ ɱ f i s k a t͡s i j a
конкуренција	k ɔ ŋ k u r ɛ n t͡s i j a
координација	k ɔ ɔ r d i n a t͡s i j a
конверзација	k ɔ ɱ v ɛ r z a t͡s i j a
лицитаторски	l i t͡s i t a t ɔ r s k i
легализација	l ɛ ɡ a l i z a t͡s i j a
легендарност	l ɛ ɡ ɛ n d a r n ɔ s t
мајкоубиство	m a j k ɔ u b i s t v ɔ
малубројност	m a ɫ u b r ɔ j n ɔ s t
мизантропија	m i z a n t r ɔ p i j a
мирољубивост	m i ɾ ɔ l u b i v ɔ s t
милозвучност	m i ɫ ɔ z v u t͡ʃ n ɔ s t
мобилизација	m ɔ b i l i z a t͡s i j a
модификација	m ɔ d i f i k a t͡s i j a
местоположба	m ɛ s t ɔ p ɔ ɫ ɔ ʒ b a
методологија	m ɛ t ɔ d ɔ ɫ ɔ ɡ i j a
механичарски	m ɛ x a n i t͡ʃ a r s k i
механизација	m ɛ x a n i z a t͡s i j a
мегаломанија	m ɛ ɡ a ɫ ɔ m a n i j a
набљудувачки	n a b l u d u v a t͡ʃ k i
надразнетост	n a d r a z n ɛ t ɔ s t
накострешува	n a k ɔ s t r ɛ ʃ u v a
напрегнатост	n a p r ɛ ɡ n a t ɔ s t
настојчивост	n a s t ɔ j t͡ʃ i v ɔ s t
навредливост	n a v r ɛ d l i v ɔ s t
назализација	n a z a l i z a t͡s i j a
недоследност	n ɛ d ɔ s l ɛ d n ɔ s t
недостижност	n ɛ d ɔ s t i ʒ n ɔ s t
недостојност	n ɛ d ɔ s t ɔ j n ɔ s t
недовршеност	n ɛ d ɔ v r̩ ʃ ɛ n ɔ s t
неискористен	n ɛ i s k ɔ ɾ i s t ɛ n
неизлечивост	n ɛ i z l ɛ t͡ʃ i v ɔ s t
ненаселеност	n ɛ n a s ɛ l ɛ n ɔ s t
ненормалност	n ɛ n ɔ r m a ɫ n ɔ s t
неправедност	n ɛ p r a v ɛ d n ɔ s t
непријателка	n ɛ p r i j a t ɛ ɫ k a
неприлагоден	n ɛ p r i ɫ a ɡ ɔ d ɛ n
непробојност	n ɛ p r ɔ b ɔ j n ɔ s t
непресушност	n ɛ p r ɛ s u ʃ n ɔ s t
непровидност	n ɛ p r ɔ v i d n ɔ s t
непосредност	n ɛ p ɔ s r ɛ d n ɔ s t
непотполност	n ɛ p ɔ t p ɔ ɫ n ɔ s t
непотребност	n ɛ p ɔ t r ɛ b n ɔ s t
неповрзаност	n ɛ p ɔ v r̩ z a n ɔ s t
неразбраност	n ɛ r a z b r a n ɔ s t
неразделност	n ɛ r a z d ɛ ɫ n ɔ s t
несфатливост	n ɛ s f a t l i v ɔ s t
неспокојност	n ɛ s p ɔ k ɔ j n ɔ s t
нестабилност	n ɛ s t a b i ɫ n ɔ s t
несварливост	n ɛ s v a r l i v ɔ s t
несогласност	n ɛ s ɔ ɡ ɫ a s n ɔ s t
нетактичност	n ɛ t a k t i t͡ʃ n ɔ s t
незаконитост	n ɛ z a k ɔ n i t ɔ s t
необузданост	n ɛ ɔ b u z d a n ɔ s t
неодмереност	n ɛ ɔ d m ɛ ɾ ɛ n ɔ s t
неопипливост	n ɛ ɔ p i p l i v ɔ s t
пантомимичен	p a n t ɔ m i m i t͡ʃ ɛ n
пигментација	p i ɡ m ɛ n t a t͡s i j a
празнословие	p r a z n ɔ s ɫ ɔ v i j ɛ
применливост	p r i m ɛ n l i v ɔ s t
пристрасност	p r i s t r a s n ɔ s t
привременост	p r i v r ɛ m ɛ n ɔ s t
приврзаничка	p r i v r̩ z a n i t͡ʃ k a
пребирливост	p r ɛ b i r l i v ɔ s t
предизвикува	p r ɛ d i z v i k u v a
предупредува	p r ɛ d u p r ɛ d u v a
предомислува	p r ɛ d ɔ m i s ɫ u v a
префриганост	p r ɛ f r i ɡ a n ɔ s t
професорство	p r ɔ f ɛ s ɔ r s t v ɔ
прекумерност	p r ɛ k u m ɛ r n ɔ s t
променливост	p r ɔ m ɛ n l i v ɔ s t
проникливост	p r ɔ n i k l i v ɔ s t
проневерувач	p r ɔ n ɛ v ɛ ɾ u v a t͡ʃ
препреденост	p r ɛ p r ɛ d ɛ n ɔ s t
проповедница	p r ɔ p ɔ v ɛ d n i t͡s a
престапничка	p r ɛ s t a p n i t͡ʃ k a
претходничка	p r ɛ t x ɔ d n i t͡ʃ k a
психијатрија	p s i x i j a t r i j a
пластичарски	p ɫ a s t i t͡ʃ a r s k i
подмитливост	p ɔ d m i t l i v ɔ s t
подмножество	p ɔ d m n ɔ ʒ ɛ s t v ɔ
поднаближува	p ɔ d n a b l i ʒ u v a
подносливост	p ɔ d n ɔ s l i v ɔ s t
подразбистри	p ɔ d r a z b i s t r i
подразвесели	p ɔ d r a z v ɛ s ɛ l i
подготвеност	p ɔ d ɡ ɔ t v ɛ n ɔ s t
повторливост	p ɔ f t ɔ r l i v ɔ s t
покровителка	p ɔ k r ɔ v i t ɛ ɫ k a
политичарски	p ɔ l i t i t͡ʃ a r s k i
порнографија	p ɔ r n ɔ ɡ r a f i j a
посредништво	p ɔ s r ɛ d n i ʃ t v ɔ
поткупливост	p ɔ t k u p l i v ɔ s t
потстанарски	p ɔ t s t a n a r s k i
потхранетост	p ɔ t x r a n ɛ t ɔ s t
поларизација	p ɔ ɫ a ɾ i z a t͡s i j a
полунаводник	p ɔ ɫ u n a v ɔ d n i k
полузатворен	p ɔ ɫ u z a t v ɔ ɾ ɛ n
радиостаница	r a d i j ɔ s t a n i t͡s a
радиоемисија	r a d i j ɔ ɛ m i s i j a
рамнодушност	r a m n ɔ d u ʃ n ɔ s t
рамномерност	r a m n ɔ m ɛ r n ɔ s t
распаднатост	r a s p a d n a t ɔ s t
распуштеност	r a s p u ʃ t ɛ n ɔ s t
разбирливост	r a z b i r l i v ɔ s t
разбојништво	r a z b ɔ j n i ʃ t v ɔ
разнобојност	r a z n ɔ b ɔ j n ɔ s t
разнородност	r a z n ɔ ɾ ɔ d n ɔ s t
разубавеност	r a z u b a v ɛ n ɔ s t
развлеченост	r a z v l ɛ t͡ʃ ɛ n ɔ s t
разгаштеност	r a z ɡ a ʃ t ɛ n ɔ s t
разгранетост	r a z ɡ r a n ɛ t ɔ s t
роботизација	r ɔ b ɔ t i z a t͡s i j a
редакторство	r ɛ d a k t ɔ r s t v ɔ
родољубивост	r ɔ d ɔ l u b i v ɔ s t
реформаторка	r ɛ f ɔ r m a t ɔ r k a
рекламациски	r ɛ k ɫ a m a t͡s i s k i
романтичарка	r ɔ m a n t i t͡ʃ a r k a
реставрација	r ɛ s t a v r a t͡s i j a
регистрација	r ɛ ɡ i s t r a t͡s i j a
регулаторски	r ɛ ɡ u ɫ a t ɔ r s k i
регенерација	r ɛ ɡ ɛ n ɛ r a t͡s i j a
самољубивост	s a m ɔ l u b i v ɔ s t
самостојност	s a m ɔ s t ɔ j n ɔ s t
сатисфакција	s a t i s f a k t͡s i j a
симпатичност	s i m p a t i t͡ʃ n ɔ s t
симетричност	s i m ɛ t r i t͡ʃ n ɔ s t
ситничарство	s i t n i t͡ʃ a r s t v ɔ
скокотливост	s k ɔ k ɔ t l i v ɔ s t
споредливост	s p ɔ r ɛ d l i v ɔ s t
старешинство	s t a r ɛ ʃ i n s t v ɔ
стенографија	s t ɛ n ɔ ɡ r a f i j a
сценографија	s t͡s ɛ n ɔ ɡ r a f i j a
сладоледџија	s ɫ a d ɔ l ɛ d d͡ʒ i j a
соблазнивост	s ɔ b ɫ a z n i v ɔ s t
совпадливост	s ɔ f p a d l i v ɔ s t
сомнителност	s ɔ m n i t ɛ ɫ n ɔ s t
сонародничка	s ɔ n a r ɔ d n i t͡ʃ k a
сопружништво	s ɔ p r u ʒ n i ʃ t v ɔ
сопственички	s ɔ p s t v ɛ n i t͡ʃ k i
сосопственик	s ɔ s ɔ p s t v ɛ n i k
соучесништво	s ɔ u t͡ʃ ɛ s n i ʃ t v ɔ
совладливост	s ɔ v ɫ a d l i v ɔ s t
таинственост	t a i n s t v ɛ n ɔ s t
таткоубиство	t a t k ɔ u b i s t v ɔ
трансакциски	t r a n s a k t͡s i s k i
трагикомичен	t r a ɡ i k ɔ m i t͡ʃ ɛ n
трогателност	t r ɔ ɡ a t ɛ ɫ n ɔ s t
турбуленција	t u r b u l ɛ n t͡s i j a
тврдоглавост	t v r̩ d ɔ ɡ ɫ a v ɔ s t
тесноградост	t ɛ s n ɔ ɡ r a d ɔ s t
целисходност	t͡s ɛ l i s x ɔ d n ɔ s t
урбанизација	u r b a n i z a t͡s i j a
успаниченост	u s p a n i t͡ʃ ɛ n ɔ s t
усогласеност	u s ɔ ɡ ɫ a s ɛ n ɔ s t
узурпаторски	u z u r p a t ɔ r s k i
влијателност	v l i j a t ɛ ɫ n ɔ s t
воинственост	v ɔ i n s t v ɛ n ɔ s t
вентилациски	v ɛ n t i ɫ a t͡s i s k i
воспалителен	v ɔ s p a l i t ɛ l ɛ n
халуцинација	x a ɫ u t͡s i n a t͡s i j a
хемотерапија	x ɛ m ɔ t ɛ r a p i j a
заборавеност	z a b ɔ r a v ɛ n ɔ s t
занемареност	z a n ɛ m a ɾ ɛ n ɔ s t
заповедничка	z a p ɔ v ɛ d n i t͡ʃ k a
заслепителен	z a s l ɛ p i t ɛ l ɛ n
заслепувачки	z a s l ɛ p u v a t͡ʃ k i
застапништво	z a s t a p n i ʃ t v ɔ
затворенички	z a t v ɔ r ɛ n i t͡ʃ k i
заточеништво	z a t ɔ t͡ʃ ɛ n i ʃ t v ɔ
загрижувачки	z a ɡ r i ʒ u v a t͡ʃ k i
заостанатост	z a ɔ s t a n a t ɔ s t
обвинителски	ɔ b v i n i t ɛ ɫ s k i
обезнадежува	ɔ b ɛ z n a d ɛ ʒ u v a
обезвластува	ɔ b ɛ z v ɫ a s t u v a
обожавателка	ɔ b ɔ ʒ a v a t ɛ ɫ k a
оддалеченост	ɔ d d a l ɛ t͡ʃ ɛ n ɔ s t
единственост	ɛ d i n s t v ɛ n ɔ s t
едноставност	ɛ d n ɔ s t a v n ɔ s t
едностраност	ɛ d n ɔ s t r a n ɔ s t
еднозначност	ɛ d n ɔ z n a t͡ʃ n ɔ s t
едногласност	ɛ d n ɔ ɡ ɫ a s n ɔ s t
одгледувачки	ɔ d ɡ l ɛ d u v a t͡ʃ k i
екранизација	ɛ k r a n i z a t͡s i j a
економичност	ɛ k ɔ n ɔ m i t͡ʃ n ɔ s t
определеност	ɔ p r ɛ d ɛ l ɛ n ɔ s t
гравитациски	ɡ r a v i t a t͡s i s k i
орнитологија	ɔ r n i t ɔ ɫ ɔ ɡ i j a
грубијанство	ɡ r u b i j a n s t v ɔ
осамостојува	ɔ s a m ɔ s t ɔ j u v a
оспособеност	ɔ s p ɔ s ɔ b ɛ n ɔ s t
ослободеност	ɔ s ɫ ɔ b ɔ d ɛ n ɔ s t
езотеричност	ɛ z ɔ t ɛ ɾ i t͡ʃ n ɔ s t
орасположува	ɔ ɾ a s p ɔ ɫ ɔ ʒ u v a
главатарство	ɡ ɫ a v a t a r s t v ɔ
ориентациски	ɔ ɾ i j ɛ n t a t͡s i s k i
ограниченост	ɔ ɡ r a n i t͡ʃ ɛ n ɔ s t
господарство	ɡ ɔ s p ɔ d a r s t v ɔ
егзистенција	ɛ ɡ z i s t ɛ n t͡s i j a
егоистичност	ɛ ɡ ɔ i s t i t͡ʃ n ɔ s t
елоквентност	ɛ ɫ ɔ k v ɛ n t n ɔ s t
оглупавеност	ɔ ɡ ɫ u p a v ɛ n ɔ s t
оревокршачка	ɔ ɾ ɛ v ɔ k r̩ ʃ a t͡ʃ k a
автентикација	a f t ɛ n t i k a t͡s i j a
автостоперски	a f t ɔ s t ɔ p ɛ r s k i
актуализација	a k t u a l i z a t͡s i j a
акцентираност	a k t͡s ɛ n t i ɾ a n ɔ s t
антиобиотички	a n t i j ɔ b i j ɔ t i t͡ʃ k i
анестетичарка	a n ɛ s t ɛ t i t͡ʃ a r k a
аргументација	a r ɡ u m ɛ n t a t͡s i j a
авиокомпанија	a v i j ɔ k ɔ m p a n i j a
аристократија	a ɾ i s t ɔ k r a t i j a
алкохоличарка	a ɫ k ɔ x ɔ l i t͡ʃ a r k a
бавнорастечки	b a v n ɔ r a s t ɛ t͡ʃ k i
библиографија	b i b l i j ɔ ɡ r a f i j a
благородничка	b ɫ a ɡ ɔ r ɔ d n i t͡ʃ k a
благотворност	b ɫ a ɡ ɔ t v ɔ r n ɔ s t
благозвучност	b ɫ a ɡ ɔ z v u t͡ʃ n ɔ s t
белетристички	b ɛ l ɛ t r i s t i t͡ʃ k i
беспримерност	b ɛ s p r i m ɛ r n ɔ s t
беспризорност	b ɛ s p r i z ɔ r n ɔ s t
беспределност	b ɛ s p r ɛ d ɛ ɫ n ɔ s t
беспрекорност	b ɛ s p r ɛ k ɔ r n ɔ s t
бесповратност	b ɛ s p ɔ v r a t n ɔ s t
беспогрешност	b ɛ s p ɔ ɡ r ɛ ʃ n ɔ s t
безграничност	b ɛ z ɡ r a n i t͡ʃ n ɔ s t
безготовински	b ɛ z ɡ ɔ t ɔ v i n s k i
документација	d ɔ k u m ɛ n t a t͡s i j a
демонстрација	d ɛ m ɔ n s t r a t͡s i j a
дерматологија	d ɛ r m a t ɔ ɫ ɔ ɡ i j a
дообразложува	d ɔ ɔ b r a z ɫ ɔ ʒ u v a
долгометражен	d ɔ ɫ ɡ ɔ m ɛ t r a ʒ ɛ n
долготрајност	d ɔ ɫ ɡ ɔ t r a j n ɔ s t
фалсификација	f a ɫ s i f i k a t͡s i j a
физиотерапија	f i z i j ɔ t ɛ r a p i j a
