ababa	aβaβa
subcrítico	suβkɾit̪iko
subcuerpo	suβkwerpo
subcultura	suβkul̪t̪uɾa
subcutánea	suβkut̪anea
subcutáneas	suβkut̪aneas
subcutáneo	suβkut̪aneo
subcutáneos	suβkut̪aneos
subdirectorio	suβðiɾeɣt̪oɾjo
subdivide	suβðiβiðe
subdividida	suβðiβiðiða
subdivididas	suβðiβiðiðas
subdividido	suβðiβiðiðo
subdivididos	suβðiβiðiðos
subdividir	suβðiβiðiɾ
subdominante	suβðominãn̪t̪e
subducir	suβðuθiɾ
subducir	suβðusiɾ
subentero	suβẽn̪t̪eɾo
suberecto	suβeɾeɣt̪o
suberoso	suβeɾoso
subescapular	suβeskapulaɾ
subescolarizado	suβeskolaɾiθaðo
subescolarizado	suβeskolaɾisaðo
subestelar	suβest̪elaɾ
subestilo	suβest̪ilo
subestimada	suβest̪imaða
subestimadas	suβest̪imaðas
subestimado	suβest̪imaðo
subestimados	suβest̪imaðos
subglacial	suβɣlaθjal
subglacial	suβɣlasjal
subgloboso	suβɣloβoso
subgrave	suβɣɾaβe
subida	suβiða
subidas	suβiðas
subidísimo	suβiðisimo
subido	suβiðo
subidos	suβiðos
subigual	suβiɣwal
subinversión	suβĩmbersjõn
subir	suβiɾ
subjefa	suβxefa
subjetivación	suβxet̪iβaθjõn
subjetivación	suβxet̪iβasjõn
subjetividad	suβxet̪iβiðað
subjeto	suβxet̪o
sublevada	suβleβaða
sublevadas	suβleβaðas
sublevado	suβleβaðo
sublevados	suβleβaðos
sublimada	suβlimaða
sublimadas	suβlimaðas
sublimado	suβlimaðo
sublimados	suβlimaðos
sublitoral	suβlit̪oɾal
submandibular	suβmãn̪d̪iβulaɾ
submareal	suβmaɾeal
submarginal	suβmarxinal
submatriz	suβmat̪ɾiθ
submatriz	suβmat̪ɾis
submaxilar	suβmaɣsilaɾ
submediterráneo	suβmeðit̪eraneo
submenú	suβmenu
submilimétrico	suβmilimet̪ɾiko
subministrada	suβminist̪ɾaða
subministradas	suβminist̪ɾaðas
subministrado	suβminist̪ɾaðo
subministrados	suβminist̪ɾaðos
subministrar	suβminist̪ɾaɾ
submontano	suβmõn̪t̪ano
subnormal	suβnormal
suboccipital	suβoɣθipit̪al
suboccipital	suβoɣsipit̪al
subopuesto	suβopwest̪o
subordinada	suβorðinaða
subordinadas	suβorðinaðas
subordinado	suβorðinaðo
subordinados	suβorðinaðos
subordinamos	suβorðinamos
subpartida	suβpart̪iða
subpelo	suβpelo
subpenínsula	suβpenĩnsula
subproblema	suβpɾoβlema
subrama	suβɾama
subramal	suβɾamal
subrayada	suβɾaʝaða
subrayadas	suβɾaʝaðas
subrayado	suβɾaʝaðo
subrayados	suβɾaʝaðos
subrayar	suβraʝaɾ
subrogada	suβɾoɣaða
subrogadas	suβɾoɣaðas
subrogado	suβɾoɣaðo
subrogados	suβɾoɣaðos
subrogar	suβroɣaɾ
subsanada	suβsanaða
subsanadas	suβsanaðas
subsanado	suβsanaðo
subsanados	suβsanaðos
subscrito	suβskɾit̪o
subseguida	suβseɣiða
subseguidas	suβseɣiðas
subseguido	suβseɣiðo
subseguidos	suβseɣiðos
subseguir	suβseɣiɾ
subsidiada	suβsiðjaða
subsidiadas	suβsiðjaðas
subsidiado	suβsiðjaðo
subsidiados	suβsiðjaðos
subsistida	suβsist̪iða
subsistidas	suβsist̪iðas
subsistido	suβsist̪iðo
subsistidos	suβsist̪iðos
subsónica	suβsonika
subsónicas	suβsonikas
subsónico	suβsoniko
subsónicos	suβsonikos
substanciación	suβst̪ãn̟θjaθjõn
substanciación	suβst̪ãnsjasjõn
substanciada	suβst̪ãn̟θjaða
substanciada	suβst̪ãnsjaða
substanciadas	suβst̪ãn̟θjaðas
substanciadas	suβst̪ãnsjaðas
substanciado	suβst̪ãn̟θjaðo
substanciado	suβst̪ãnsjaðo
substanciados	suβst̪ãn̟θjaðos
substanciados	suβst̪ãnsjaðos
substantiva	suβst̪ãn̪t̪iβa
substantivas	suβst̪ãn̪t̪iβas
substantivo	suβst̪ãn̪t̪iβo
substantivos	suβst̪ãn̪t̪iβos
substituida	suβst̪it̪wiða
substituidas	suβst̪it̪wiðas
substituido	suβst̪it̪wiðo
substituidos	suβst̪it̪wiðos
substituir	suβst̪it̪wiɾ
substituta	suβst̪it̪ut̪a
substitutas	suβst̪it̪ut̪as
substituto	suβst̪it̪ut̪o
substitutos	suβst̪it̪ut̪os
substraer	suβst̪ɾaeɾ
substraída	suβst̪ɾaiða
substraídas	suβst̪ɾaiðas
substraído	suβst̪ɾaiðo
substraídos	suβst̪ɾaiðos
subsuperficial	suβsuperfiθjal
subsuperficial	suβsuperfisjal
subterminal	suβt̪erminal
subterráneo	suβt̪eraneo
subtitulada	suβt̪it̪ulaða
subtituladas	suβt̪it̪ulaðas
subtitulado	suβt̪it̪ulaðo
subtitulados	suβt̪it̪ulaðos
subtitular	suβt̪it̪ulaɾ
subtramo	suβt̪ɾamo
subtriangular	suβt̪ɾjãŋɡulaɾ
suburbanización	suβurβaniθaθjõn
suburbanización	suβurβanisasjõn
subveguería	suββeɣeɾia
subvención	suββẽn̟θjõn
subvención	suββẽnsjõn
subvencionada	suββẽn̟θjonaða
subvencionada	suββẽnsjonaða
subvencionadas	suββẽn̟θjonaðas
subvencionadas	suββẽnsjonaðas
subvencionado	suββẽn̟θjonaðo
subvencionado	suββẽnsjonaðo
subvencionados	suββẽn̟θjonaðos
subvencionados	suββẽnsjonaðos
subvencionamos	suββẽn̟θjonamos
subvencionamos	suββẽnsjonamos
subversión	suββersjõn
subversivo	suββersiβo
subvertida	suββert̪iða
subvertidas	suββert̪iðas
subvertido	suββert̪iðo
subvertidos	suββert̪iðos
subyacente	suβʝaθẽn̪t̪e
subyacente	suβʝasẽn̪t̪e
subyacer	suβʝaθeɾ
subyacer	suβʝaseɾ
subyacida	suβʝaθiða
subyacida	suβʝasiða
subyacidas	suβʝaθiðas
subyacidas	suβʝasiðas
subyacido	suβʝaθiðo
subyacido	suβʝasiðo
subyacidos	suβʝaθiðos
subyacidos	suβʝasiðos
subyugación	suβʝuɣaθjõn
subyugación	suβʝuɣasjõn
subyugada	suβʝuɣaða
subyugadas	suβʝuɣaðas
subyugado	suβʝuɣaðo
subyugados	suβʝuɣaðos
subyugante	suβʝuɣãn̪t̪e
subyugar	suβʝuɣaɾ
subzona	suβθona
subzona	suβsona
succión	suɣθjõn
succión	suɣsjõn
succionada	suɣθjonaða
succionada	suɣsjonaða
succionadas	suɣθjonaðas
succionadas	suɣsjonaðas
succionado	suɣθjonaðo
succionado	suɣsjonaðo
succionador	suɣθjonaðoɾ
succionador	suɣsjonaðoɾ
succionados	suɣθjonaðos
succionados	suɣsjonaðos
succionar	suɣθjonaɾ
succionar	suɣsjonaɾ
succiones	suɣθjones
succiones	suɣsjones
sucedida	suθeðiða
sucedida	suseðiða
sucedidas	suθeðiðas
sucedidas	suseðiðas
sucedido	suθeðiðo
sucedido	suseðiðo
sucedidos	suθeðiðos
sucedidos	suseðiðos
suchitepéquez	sut͡ʃit̪epekeθ
suchitepéquez	sut͡ʃit̪epekes
suciedad	suθjeðað
suciedad	susjeðað
sucitada	suθit̪aða
sucitada	susit̪aða
sucitadas	suθit̪aðas
sucitadas	susit̪aðas
sucitado	suθit̪aðo
sucitado	susit̪aðo
sucitados	suθit̪aðos
sucitados	susit̪aðos
sucitar	suθit̪aɾ
sucitar	susit̪aɾ
sucumbida	sukũmbiða
sucumbidas	sukũmbiðas
sucumbido	sukũmbiðo
sucumbidos	sukũmbiðos
sud	suð
suda	suða
sudaca	suðaka
sudada	suðaða
sudadas	suðaðas
sudado	suðaðo
sudados	suðaðos
sudáfrica	suðafɾika
sudamérica	suðameɾika
sudamericana	suðameɾikana
sudamericanas	suðameɾikanas
sudamericano	suðameɾikano
sudamericanos	suðameɾikanos
sudan	suð̞a̠n
sudan	suda̠n
sudán	suðãn
sudanés	suðanes
sudanesa	suðanesa
sudanesas	suðanesas
sudaneses	suðaneses
sudar	suðaɾ
sudarábigo	suðaɾaβiɣo
sudo	suðo
sudoku	suðoku
sudor	suðoɾ
suegra	sweɣɾa
suela	swe̞la̠
sueldito	swel̪d̪it̪o
suelto	swel̪t̪o
suerte	swert̪e
suéter	swet̪eɾ
suficiente	sufiθjẽn̪t̪e
suficiente	sufisjẽn̪t̪e
suficientemente	sufiθjẽn̪t̪emẽn̪t̪e
suficientemente	sufisjẽn̪t̪emẽn̪t̪e
suficientes	sufiθjẽn̪t̪es
suficientes	sufisjẽn̪t̪es
sufijación	sufixaθjõn
sufijación	sufixasjõn
sufijado	sufixaðo
sufragada	sufɾaɣaða
sufragadas	sufɾaɣaðas
sufragado	sufɾaɣaðo
sufragados	sufɾaɣaðos
sufragáneo	sufɾaɣaneo
sufragismo	sufɾaxizmo
sufrida	sufɾiða
sufridas	sufɾiðas
sufrido	sufɾiðo
sufridos	sufɾiðos
sugerida	suxeɾiða
sugeridas	suxeɾiðas
sugerido	suxeɾiðo
sugeridos	suxeɾiðos
sugestionada	suxest̪jonaða
sugestionadas	suxest̪jonaðas
sugestionado	suxest̪jonaðo
sugestionados	suxest̪jonaðos
suicidada	swiθiðaða
suicidada	swisiðaða
suicidadas	swiθiðaðas
suicidadas	swisiðaðas
suicidado	swiθiðaðo
suicidado	swisiðaðo
suicidados	swiθiðaðos
suicidados	swisiðaðos
suicidamos	swiθiðamos
suicidamos	swisiðamos
sujetada	suxet̪aða
sujetadas	suxet̪aðas
sujetado	suxet̪aðo
sujetador	suxet̪aðoɾ
sujetadores	suxet̪aðoɾes
sujetados	suxet̪aðos
sujeto	suxet̪o
sulcada	sulkaða
sulcadas	sulkaðas
sulcado	sulkaðo
sulcados	sulkaðos
sulfametoxazol	sulfamet̪oɣsaθol
sulfametoxazol	sulfamet̪oɣsasol
sulfamida	sulfamiða
sulfatada	sulfat̪aða
sulfatadas	sulfat̪aðas
sulfatado	sulfat̪aðo
sulfatados	sulfat̪aðos
sulfato	sulfat̪o
sulfonación	sulfonaθjõn
sulfonación	sulfonasjõn
sulfurada	sulfuɾaða
sulfuradas	sulfuɾaðas
sulfurado	sulfuɾaðo
sulfurados	sulfuɾaðos
sultán	sul̪t̪ãn
sultanato	sul̪t̪anat̪o
sumada	sumaða
sumadas	sumaðas
sumado	sumaðo
sumados	sumaðos
sumariada	sumaɾjaða
sumariadas	sumaɾjaðas
sumariado	sumaɾjaðo
sumariados	sumaɾjaðos
sumergida	sumerxiða
sumergidas	sumerxiðas
sumergido	sumerxiðo
sumergidos	sumerxiðos
sumida	sumiða
sumidas	sumiðas
sumido	sumiðo
sumidos	sumiðos
sumilla	sumiʝa
suministración	suminist̪ɾaθjõn
suministración	suminist̪ɾasjõn
suministrada	suminist̪ɾaða
suministradas	suminist̪ɾaðas
suministrado	suminist̪ɾaðo
suministrados	suminist̪ɾaðos
suministrar	suminist̪ɾaɾ
suministro	suminist̪ɾo
sumo	sumo̞
sunita	sunit̪a
suntuosidad	sũn̪t̪wosiðað
suntuoso	sũn̪t̪woso
supeditada	supeðit̪aða
supeditadas	supeðit̪aðas
supeditado	supeðit̪aðo
supeditados	supeðit̪aðos
superada	supeɾaða
superadas	supeɾaðas
superado	supeɾaðo
superados	supeɾaðos
superareis	supeɾaɾei̯s
superaste	supeɾast̪e
superávit	supeɾaβit̪
superavitario	supeɾaβit̪aɾjo
supercarretera	superkaret̪eɾa
supercomputador	superkõmput̪aðoɾ
supercomputadora	superkõmput̪aðoɾa
superconjunto	superkõŋxũn̪t̪o
superdelegado	superðeleɣaðo
superdotada	superðot̪aða
superdotadas	superðot̪aðas
superdotado	superðot̪aðo
superdotados	superðot̪aðos
superfosfato	superfosfat̪o
superfruta	superfɾut̪a
superimpuesta	supeɾĩmpwest̪a
superimpuestas	supeɾĩmpwest̪as
superimpuesto	supeɾĩmpwest̪o
superimpuestos	supeɾĩmpwest̪os
superioridad	supeɾjoɾiðað
supermercado	supeɾmeɾkaðo
supermodelo	supermoðelo
superolateral	supeɾolat̪eɾal
superomedial	supeɾomeðjal
superordenador	supeɾorðenaðoɾ
superpetrolero	superpet̪ɾoleɾo
superpoblar	superpoβlaɾ
superponible	superponiβle
superpotencia	superpot̪ẽn̟θja
superpotencia	superpot̪ẽnsja
superpotente	superpot̪ẽn̪t̪e
superpuesta	superpwest̪a
superpuestas	superpwest̪as
superpuesto	superpwest̪o
superpuestos	superpwest̪os
superrápido	superapiðo
supersimétrico	supersimet̪ɾiko
superstar	supeɾest̪aɾ
supertierra	supert̪jera
superveniente	superβenjẽn̪t̪e
supervillano	superβiʎano
supervillano	superβiʝano
supervisada	superβisaða
supervisadas	superβisaðas
supervisado	superβisaðo
supervisados	superβisaðos
supervivida	superβiβiða
supervividas	superβiβiðas
supervivido	superβiβiðo
supervividos	superβiβiðos
superyó	superʝo
suplantada	suplãn̪t̪aða
suplantadas	suplãn̪t̪aðas
suplantado	suplãn̪t̪aðo
suplantados	suplãn̪t̪aðos
suplantamos	suplãn̪t̪amos
suplementada	suplemẽn̪t̪aða
suplementadas	suplemẽn̪t̪aðas
suplementado	suplemẽn̪t̪aðo
suplementados	suplemẽn̪t̪aðos
suplementamos	suplemẽn̪t̪amos
suplemento	suplemẽn̪t̪o
suplicada	suplikaða
suplicadas	suplikaðas
suplicado	suplikaðo
suplicados	suplikaðos
suplicantes	suplikãn̪t̪es
suplida	supliða
suplidas	supliðas
suplido	supliðo
suplidos	supliðos
suposición	suposiθjõn
suposición	suposisjõn
supracaudal	supɾakau̯ðal
supraduodenal	supɾaðwoðenal
supraestatal	supɾaest̪at̪al
suprahistórica	supɾaist̪oɾika
suprahistóricas	supɾaist̪oɾikas
suprahistórico	supɾaist̪oɾiko
suprahistóricos	supɾaist̪oɾikos
suprasegmental	supɾaseɣmẽn̪t̪al
suprayacente	supɾaʝaθẽn̪t̪e
suprayacente	supɾaʝasẽn̪t̪e
supresión	supɾesjõn
suprimida	supɾimiða
suprimidas	supɾimiðas
suprimido	supɾimiðo
suprimidos	supɾimiðos
supuesta	supwest̪a
supuestamente	supwest̪amẽn̪t̪e
supuestas	supwest̪as
supuesto	supwest̪o
supuestos	supwest̪os
supurada	supuɾaða
supuradas	supuɾaðas
supurado	supuɾaðo
supurados	supuɾaðos
suputada	suput̪aða
suputadas	suput̪aðas
suputado	suput̪aðo
suputados	suput̪aðos
surcada	surkaða
surcadas	surkaðas
surcado	surkaðo
surcados	surkaðos
surcida	suɾθiða
surcida	sursiða
surcidas	suɾθiðas
surcidas	sursiðas
surcido	suɾθiðo
surcido	sursiðo
surcidos	suɾθiðos
surcidos	sursiðos
surfeada	surfeaða
surfeadas	surfeaðas
surfeado	surfeaðo
surfeados	surfeaðos
surgida	surxiða
surgidas	surxiðas
surgidero	surxiðeɾo
surgido	surxiðo
surgidos	surxiðos
surgimiento	surximjẽn̪t̪o
surinam	suɾinãn
surtida	surt̪iða
surtidas	surt̪iðas
surtido	surt̪iðo
surtidor	surt̪iðoɾ
surtidos	surt̪iðos
surtir	surt̪iɾ
susceptible	susθeptiβle
susceptible	suseptiβle
suscitada	susθit̪aða
suscitada	sussit̪aða
suscitadas	susθit̪aðas
suscitadas	sussit̪aðas
suscitado	susθit̪aðo
suscitado	sussit̪aðo
suscitados	susθit̪aðos
suscitados	sussit̪aðos
suscitar	susθit̪aɾ
suscitar	sussit̪aɾ
suscriptor	suskɾiβt̪oɾ
suscrita	suskɾit̪a
suscritas	suskɾit̪as
suscrito	suskɾit̪o
suscritos	suskɾit̪os
suspender	suspe̞n̪d̪e̞r
suspendida	suspẽn̪d̪iða
suspendidas	suspẽn̪d̪iðas
suspendido	suspẽn̪d̪iðo
suspendidos	suspẽn̪d̪iðos
suspendieren	suspẽn̪d̪jeɾẽn
suspensión	suspẽnsjõn
suspirada	suspiɾaða
suspiradas	suspiɾaðas
suspirado	suspiɾaðo
suspirados	suspiɾaðos
sustanciada	sust̪ãn̟θjaða
sustanciada	sust̪ãnsjaða
sustanciadas	sust̪ãn̟θjaðas
sustanciadas	sust̪ãnsjaðas
sustanciado	sust̪ãn̟θjaðo
sustanciado	sust̪ãnsjaðo
sustanciados	sust̪ãn̟θjaðos
sustanciados	sust̪ãnsjaðos
sustentabilidad	sust̪ẽn̪t̪aβiliðað
sustentable	sust̪ẽn̪t̪aβle
sustentáculo	sust̪ẽn̪t̪akulo
sustentada	sust̪ẽn̪t̪aða
sustentadas	sust̪ẽn̪t̪aðas
sustentado	sust̪ẽn̪t̪aðo
sustentados	sust̪ẽn̪t̪aðos
sustentar	sust̪ẽn̪t̪aɾ
sustento	sust̪ẽn̪t̪o
sustituibilidad	sust̪it̪wiβiliðað
sustituida	sust̪it̪wiða
sustituidas	sust̪it̪wiðas
sustituido	sust̪it̪wiðo
sustituidos	sust̪it̪wiðos
sustituta	sust̪it̪ut̪a
sustitutas	sust̪it̪ut̪as
sustituto	sust̪it̪ut̪o
sustitutos	sust̪it̪ut̪os
sustracción	sust̪ɾaɣθjõn
sustracción	sust̪ɾaɣsjõn
sustraer	sust̪ɾaeɾ
sustraída	sust̪ɾaiða
sustraídas	sust̪ɾaiðas
sustraído	sust̪ɾaiðo
sustraídos	sust̪ɾaiðos
susurrada	susuraða
susurradas	susuraðas
susurrado	susuraðo
susurrados	susuraðos
susurrándome	susurãn̪d̪ome
sutil	sut̪il
sutura	sut̪uɾa
suturada	sut̪uɾaða
suturadas	sut̪uɾaðas
suturado	sut̪uɾaðo
suturados	sut̪uɾaðos
sutural	sut̪uɾal
suturar	sut̪uɾaɾ
suturas	sut̪uɾas
sutures	sut̪uɾes
suya	suʝa
suyas	suʝas
suyo	suʝo
suyos	suʝos
swing	swĩn
tabaco	t̪aβako
tabaque	t̪aβake
tabasco	t̪aβasko
tabasco	t̪aβasko
tabicar	t̪aβikaɾ
tabique	t̪aβike
tableteada	t̪aβlet̪eaða
tableteadas	t̪aβlet̪eaðas
tableteado	t̪aβlet̪eaðo
tableteados	t̪aβlet̪eaðos
tabú	t̪aβu
tabulada	t̪aβulaða
tabuladas	t̪aβulaðas
tabulado	t̪aβulaðo
tabulados	t̪aβulaðos
tabulo	t̪aβulo
taburete	t̪aβuɾet̪e
tacada	t̪akaða
tacadas	t̪akaðas
tacar	t̪akaɾ
tacares	t̪akaɾes
tachada	t̪at͡ʃaða
tachadas	t̪at͡ʃaðas
tachado	t̪at͡ʃaðo
tachados	t̪at͡ʃaðos
tachi	t̪at͡ʃi
tachonada	t̪at͡ʃonaða
tachonadas	t̪at͡ʃonaðas
tachonado	t̪at͡ʃonaðo
tachonados	t̪at͡ʃonaðos
tacleada	t̪akleaða
tacleadas	t̪akleaðas
tacleado	t̪akleaðo
tacleados	t̪akleaðos
taclear	t̪akleaɾ
taco	t̪ako
tacógrafo	t̪akoɣɾafo
tacón	t̪akõn
taconeada	t̪akoneaða
taconeadas	t̪akoneaðas
taconeado	t̪akoneaðo
taconeados	t̪akoneaðos
tadalafilo	t̪aðalafilo
tael	t̪ael
tafeta	t̪afet̪a
tafetán	t̪afet̪ãn
tafilete	t̪afilet̪e
tagalo	taɡalo
tagua	t̪aɣwa
tahalí	t̪aali
tahona	t̪aona
taifal	t̪ai̯fal
tailandia	t̪ai̯lãn̪d̪ja
taimada	t̪ai̯maða
taimadas	t̪ai̯maðas
taimado	t̪ai̯maðo
taimados	t̪ai̯maðos
taipán	t̪ai̯pãn
taiwán	t̪ai̯wãn
tajada	t̪axaða
tajadas	t̪axaðas
tajado	t̪axaðo
tajados	t̪axaðos
tajante	t̪axãn̪t̪e
tajar	t̪axaɾ
tajín	t̪axĩn
tajo	t̪axo
tal	t̪al
tala	t̪ala
talada	t̪alaða
taladas	t̪alaðas
talado	t̪alaðo
talados	t̪alaðos
taladrada	t̪alaðɾaða
taladradas	t̪alaðɾaðas
taladrado	t̪alaðɾaðo
taladrados	t̪alaðɾaðos
talámica	t̪alamika
talámicas	t̪alamikas
talámico	t̪alamiko
talámicos	t̪alamikos
tálamo	t̪alamo
talanquera	t̪alãŋkeɾa
talar	t̪alaɾ
talares	t̪alaɾes
talego	t̪aleɣo
talio	t̪aljo
tallada	t̪aʎaða
tallada	t̪aʝaða
talladas	t̪aʎaðas
talladas	t̪aʝaðas
tallado	t̪aʎaðo
tallado	t̪aʝaðo
tallados	t̪aʎaðos
tallados	t̪aʝaðos
tallar	ta̠ʎa̠ɾ
tallar	ta̠ʝa̠ɾ
tallar	ta̠ʒa̠ɾ
tallar	ta̠ʃa̠ɾ
tallarín	t̪aʎaɾĩn
tallarín	t̪aʝaɾĩn
taller	t̪aʎeɾ
taller	t̪aʝeɾ
taller	ta̠ʒe̞ɾ
tallo	ta̠ʎo̞
tallo	ta̠ʒo̞
talmud	talmuð̞
talmúdica	t̪almuðika
talmúdicas	t̪almuðikas
talmúdico	t̪almuðiko
talmúdicos	t̪almuðikos
talo	t̪alo
talón	t̪alõn
talos	t̪alos
talosa	t̪alosa
taltuza	t̪al̪t̪uθa
taltuza	t̪al̪t̪usa
talud	t̪aluð
talvez	t̪alβeθ
talvez	t̪alβes
tamagochi	t̪amaɣot͡ʃi
tamal	t̪amal
tamale	t̪amale
tamalito	t̪amalit̪o
tamarindo	t̪amaɾĩn̪d̪o
tamaulipas	t̪amau̯lipas
tambaleada	t̪ãmbaleaða
tambaleadas	t̪ãmbaleaðas
tambaleado	t̪ãmbaleaðo
tambaleados	t̪ãmbaleaðos
también	t̪ãmbjẽn
tambor	ta̠mβ̞o̞ɾ
tambor	ta̠mbo̞ɾ
tamborada	t̪ãmboɾaða
tamboril	t̪ãmboɾil
tamborileada	t̪ãmboɾileaða
tamborileadas	t̪ãmboɾileaðas
tamborileado	t̪ãmboɾileaðo
tamborileados	t̪ãmboɾileaðos
tamborilear	t̪ãmboɾileaɾ
tamboriles	t̪ãmboɾiles
tameme	t̪ameme
tamesí	ta̠me̞si
támesis	ta̠me̞sis
tamiz	t̪amiθ
tamiz	t̪amis
tamizada	t̪amiθaða
tamizada	t̪amisaða
tamizadas	t̪amiθaðas
tamizadas	t̪amisaðas
tamizado	t̪amiθaðo
tamizado	t̪amisaðo
tamizados	t̪amiθaðos
tamizados	t̪amisaðos
tamizar	t̪amiθaɾ
tamizar	t̪amisaɾ
tamoxifeno	t̪amoɣsifeno
tampoco	tampoko
tanaj	t̪anax
tanatorio	t̪anat̪oɾjo
tanga	t̪ãŋɡa
tangara	t̪ãŋɡaɾa
tángara	t̪ãŋɡaɾa
tangencia	t̪ãŋxẽn̟θja
tangencia	t̪ãŋxẽnsja
tangente	t̪ãŋxẽn̪t̪e
tania	t̪anja
tañida	t̪aɲiða
tañidas	t̪aɲiðas
tañido	t̪aɲiðo
tañidos	t̪aɲiðos
taninero	t̪anineɾo
tanino	t̪anino
tanque	t̪ãŋke
tanquecito	t̪ãŋkeθit̪o
tanquecito	t̪ãŋkesit̪o
tanteada	t̪ãn̪t̪eaða
tanteadas	t̪ãn̪t̪eaðas
tanteado	t̪ãn̪t̪eaðo
tanteados	t̪ãn̪t̪eaðos
tanto	t̪ãn̪t̪o
tantrismo	t̪ãn̪t̪ɾizmo
tanzania	t̪ãn̟θanja
tanzania	t̪ãnsanja
tanzanita	t̪ãn̟θanit̪a
tanzanita	t̪ãnsanit̪a
tapa	t̪apa
tapacubos	t̪apakuβos
tapada	t̪apaða
tapadas	t̪apaðas
tapadito	t̪apaðit̪o
tapado	t̪apaðo
tapados	t̪apaðos
tápalo	t̪apalo
tapanco	t̪apãŋko
tapar	t̪apaɾ
taparrabos	t̪aparaβos
tapas	t̪apas
tapeada	t̪apeaða
tapeadas	t̪apeaðas
tapeado	t̪apeaðo
tapeados	t̪apeaðos
tapear	t̪apeaɾ
tapeo	t̪apeo
tapia	t̪apja
tapiada	t̪apjaða
tapiadas	t̪apjaðas
tapiado	t̪apjaðo
tapiados	t̪apjaðos
tapial	t̪apjal
taponada	t̪aponaða
taponadas	t̪aponaðas
taponado	t̪aponaðo
taponados	t̪aponaðos
taponar	t̪aponaɾ
taponeada	t̪aponeaða
taponeadas	t̪aponeaðas
taponeado	t̪aponeaðo
taponeados	t̪aponeaðos
taponear	t̪aponeaɾ
taquería	t̪akeɾia
taquero	t̪akeɾo
taquezal	t̪akeθal
taquezal	t̪akesal
taquigrafía	t̪akiɣɾafia
taquillero	t̪akiʎeɾo
taquillero	t̪akiʝeɾo
taquipnea	t̪akiβnea
taquito	t̪akit̪o
taraba	t̪aɾaβa
tarado	t̪aɾaðo
taraje	t̪aɾaxe
tarapaqueño	t̪aɾapakeɲo
tarareada	t̪aɾaɾeaða
tarareadas	t̪aɾaɾeaðas
tarareado	t̪aɾaɾeaðo
tarareados	t̪aɾaɾeaðos
tararira	t̪aɾaɾiɾa
tarasca	t̪aɾaska
taray	t̪aɾai̯
tardada	t̪arðaða
tardadas	t̪arðaðas
tardado	t̪arðaðo
tardados	t̪arðaðos
tardamos	t̪arðamos
tardísimo	taɾðisimo
tardomedieval	t̪arðomeðjeβal
tardorrománico	t̪arðoromaniko
tarea	t̪aɾea
tarefero	t̪aɾefeɾo
tarifa	t̪aɾifa
tarima	t̪aɾima
tarja	t̪arxa
tarjar	t̪arxaɾ
tarjeta	ta̠ɾxe̞ta̠
tarot	t̪aɾot̪
tarraconense	t̪arakonẽnse
tarragona	t̪araɣona
tarsero	t̪arseɾo
tarsiano	t̪arsjano
tarso	t̪arso
tarsometatarsiana	t̪arsomet̪at̪arsjana
tarsometatarsianas	t̪arsomet̪at̪arsjanas
tarsometatarsiano	t̪arsomet̪at̪arsjano
tarsometatarsianos	t̪arsomet̪at̪arsjanos
tarta	t̪art̪a
tartamudeada	t̪art̪amuðeaða
tartamudeadas	t̪art̪amuðeaðas
tartamudeado	t̪art̪amuðeaðo
tartamudeados	t̪art̪amuðeaðos
tartamudear	t̪art̪amuðeaɾ
tártaro	t̪art̪aɾo
tartas	t̪art̪as
tartazo	t̪art̪aθo
tartazo	t̪art̪aso
tasada	t̪asaða
tasadas	t̪asaðas
tasado	t̪asaðo
tasados	t̪asaðos
tasca	t̪aska
tascada	t̪askaða
tascadas	t̪askaðas
tascado	t̪askaðo
tascados	t̪askaðos
tascamos	t̪askamos
tascando	t̪askãn̪d̪o
tascara	t̪askaɾa
tascará	t̪askaɾa
tascáramos	t̪askaɾamos
tascaras	t̪askaɾas
tascarás	t̪askaɾas
tascaré	t̪askaɾe
tascareis	t̪askaɾei̯s
tascaremos	t̪askaɾemos
tascares	t̪askaɾes
tascaríamos	t̪askaɾiamos
tascas	t̪askas
tascaste	t̪askast̪e
tasco	t̪asko
tascó	t̪asko
tases	t̪ases
tasmania	t̪azmanja
tasque	t̪aske
tasquemos	t̪askemos
tasques	t̪askes
tatami	t̪at̪ami
tatemada	t̪at̪emaða
tatemadas	t̪at̪emaðas
tatemado	t̪at̪emaðo
tatemados	t̪at̪emaðos
tatuada	t̪at̪waða
tatuadas	t̪at̪waðas
tatuado	t̪at̪waðo
tatuados	t̪at̪waðos
tau	t̪au̯
tauón	t̪au̯õn
tauón	t̪awõn
tauromaquia	t̪au̯ɾomakja
tautología	t̪au̯t̪oloxia
taxcal	t̪askal
taxcal	t̪akskal
taxiada	t̪aɣsjaða
taxiadas	t̪aɣsjaðas
taxiado	t̪aɣsjaðo
taxiados	t̪aɣsjaðos
taxiar	t̪aɣsjaɾ
taxonomía	t̪aɣsonomia
tayikistán	t̪aʝikist̪ãn
taylorismo	t̪ai̯loɾizmo
te	t̪e
té	t̪e
teacher	t̪it͡ʃeɾ
teatralizada	t̪eat̪ɾaliθaða
teatralizada	t̪eat̪ɾalisaða
teatralizadas	t̪eat̪ɾaliθaðas
teatralizadas	t̪eat̪ɾalisaðas
teatralizado	t̪eat̪ɾaliθaðo
