aa	ɑː
speleologia	s̠ p e̞ l e̞ o̞ l o̞ ɡ i ɑ
spesies	s̠ p e̞ː s̠ i e̞ s̠
spessartiini	s̠ p e̞ s̠ː ɑ r t̪ iː n i
spiidata	s̠ p iː d ɑ t̪ ɑ ʔ
spiliitti	s̠ p i l iː t̪ː i
spin	s̠ p i n
spinkvanttiluku	s̠ p i ŋ k ʋ ɑ n̪ t̪ː i l u k u
spinni	s̠ p i nː i
spinori	s̠ p i n o̞ r i
spinoserebellaarinen	s̠ p i n o̞ s̠ e̞ r e̞ b e̞ lː ɑː r i n e̞ n
spintroninen	s̠ p i n̪ t̪ r o̞ n i n e̞ n
spiraakkeli	s̠ p i r ɑː k k e̞ l i
spirometri	s̠ p i r o̞ m e̞ t̪ r i
spirometria	s̠ p i r o̞ m e̞ t̪ r i ɑ
spitaali	s̠ p i t̪ ɑː l i
spora	s̠ p o̞ r ɑ
sporokysta	s̠ p o̞ r o̞ k y s̠ t̪ ɑ
spottiväri	s̠ p o̞ t̪ː i ʋ æ r i
spray	s̠ p r e̞ i̯
spraymaalata	s̠ p r e̞ i̯ m ɑː l ɑ t̪ ɑ ʔ
spraytölkki	s̠ p r e̞ i̯ t̪ ø̞ l kː i
sprite	s̠ p r i t̪ e̞
sprite	s̠ p r ɑ i̯ t̪ː i
spritsata	s̠ p r i t s̠ ɑ t̪ ɑ ʔ
squash	s̠ k u ɑ s̠
squash	s̠ k u ɑ ʃ
staalo	s̠ t̪ ɑː l o̞
stadi	s̠ t̪ ɑ d i
stagnaatio	s̠ t̪ ɑ ɡ n ɑː t̪ i o̞
standardi	s̠ t̪ ɑ n d ɑ r d i
standardikirjasto	s̠ t̪ ɑ n d ɑ r d i k i r j ɑ s̠ t̪ o̞
standardinen	s̠ t̪ ɑ n d ɑ r d i n e̞ n
stanniini	s̠ t̪ ɑ nː iː n i
statisti	s̠ t̪ ɑ t̪ i s̠ t̪ i
statusrakenne	s̠ t̪ ɑ t̪ u s̠ r ɑ k e̞ nː e̞ ʔ
steerinen	s̠ t̪ e̞ː r i n e̞ n
steissi	s̠ t̪ e̞ i̯ s̠ː i
stemma	s̠ t̪ e̞ mː ɑ
stemmata	s̠ t̪ e̞ mː ɑ t̪ ɑ ʔ
stemmatologia	s̠ t̪ e̞ mː ɑ t̪ o̞ l o̞ ɡ i ɑ
steppi	s̠ t̪ e̞ pː i
stereoetäisyysmittari	s̠ t̪ e̞ r e̞ o̞ e̞ t̪ æ i̯ s̠ yː s̠ m i t̪ː ɑ r i
stereoisomeria	s̠ t̪ e̞ r e̞ o̞ i s̠ o̞ m e̞ r i ɑ
stereotypia	s̠ t̪ e̞ r e̞ o̞ t̪ y p i ɑ
stereovahvistin	s̠ t̪ e̞ r e̞ o̞ ʋ ɑ x ʋ i s̠ t̪ i n
sterletti	s̠ t̪ e̞ r l e̞ t̪ː i
steroli	s̠ t̪ e̞ r o̞ l i
stidi	s̠ t̪ i d i
stidilodju	s̠ t̪ i d i l o̞ d j u
stiftata	s̠ t̪ i f t̪ ɑ t̪ ɑ ʔ
stiina	s̠ t̪ iː n ɑ
stikari	s̠ t̪ i k ɑ r i
stipendi	s̠ t̪ i p e̞ n d i
stipendijärjestelmä	s̠ t̪ i p e̞ n d i j æ r j e̞ s̠ t̪ e̞ l m æ
stishoviitti	s̠ t̪ i ʃ o̞ ʋ iː t̪ː i
stoge	s̠ t̪ o̞ ɡ e̞
stoikiometria	s̠ t̪ o̞ i̯ k i o̞ m e̞ t̪ r i ɑ
stoikiometrinen	s̠ t̪ o̞ i̯ k i o̞ m e̞ t̪ r i n e̞ n
stokki	s̠ t̪ o̞ kː i
stora	s̠ t̪ uː r ɑ
stradivarius	s̠ t̪ r ɑ d i ʋ ɑ r i u s̠
stratocumulus	s̠ t̪ r ɑ t̪ o̞ k u m u l u s̠
stratus	s̠ t̪ r ɑ t̪ u s̠
stressi	s̠ t̪ r e̞ s̠ː i
striimata	s̠ t̪ r iː m ɑ t̪ ɑ ʔ
strutsi	s̠ t̪ r u t s̠ i
strösseli	s̠ t̪ r ø̞ s̠ː e̞ l i
styge	s̠ t̪ y ɡ e̞
stökiometria	s̠ t̪ ø̞ k i o̞ m e̞ t̪ r i ɑ
subakuutti	s̠ u b ɑ k uː t̪ː i
subbari	s̠ u bː ɑ r i
suberiini	s̠ u b e̞ r iː n i
subkontraoktaavi	s̠ u b k o̞ n̪ t̪ r ɑ o̞ k t̪ ɑː ʋ i
subkutaaninen	s̠ u b k u t̪ ɑː n i n e̞ n
sublatiivi	s̠ u b l ɑ t̪ iː ʋ i
subluksaatio	s̠ u b l u k s̠ ɑː t̪ i o̞
submediantti	s̠ u b m e̞ d i ɑ n̪ t̪ː i
subraktiivinen	s̠ u b r ɑ k t̪ iː ʋ i n e̞ n
substantiivilauseke	s̠ u b s̠ t̪ ɑ n t̪ iː ʋ i l ɑ u̯ s̠ e̞ k e̞ ʔ
substituutioreaktio	s̠ u b s̠ t̪ i t̪ uː t̪ i o̞ r e̞ ɑ k t̪ i o̞
subtraktiivinen	s̠ u b t̪ r ɑ k t̪ iː ʋ i n e̞ n
sudenkorento	s̠ u d e̞ ŋ k o̞ r e̞ n̪ t̪ o̞
sudentarha	s̠ u d e̞ n t̪ ɑ r h ɑ
sudi	s̠ u d i ʔ
sueta	s̠ u e̞ t̪ ɑ ʔ
suggestiivinen	s̠ u ɡː e̞ s̠ t̪ iː ʋ i n e̞ n
suggestiivisesti	s̠ u ɡː e̞ s̠ t̪ iː ʋ i s̠ e̞ s̠ t̪ i ʔ
suhahdella	s̠ u ɦ ɑ h d e̞ lː ɑ ʔ
suhailla	s̠ u ɦ ɑ i̯ lː ɑ ʔ
suhauttaa	s̠ u ɦ ɑ u t̪ː ɑː ʔ
suhdannepöly	s̠ u x d ɑ nː e̞ p̚ p ø̞ l y
suhdannetyöttömyys	s̠ u x d ɑ nː e̞ t̪̚ t̪ y ø̞̯ t̪ː ø̞ m yː s̠
suhde	s̠ u x d e̞
suhdeasteikko	s̠ u x d e̞ ʔ ɑ s̠ t̪ e̞ i̯ kː o̞
suhdeasteikollinen	s̠ u x d e̞ ʔ ɑ s̠ t̪ e̞ i̯ k o̞ lː i n e̞ n
suhdekaava	s̠ u x d e̞ k ɑː ʋ ɑ
suhdeluku	s̠ u x d e̞ l l u k u
suhdelukuasteikko	s̠ u x d e̞ l l u k u ɑ s̠ t̪ e̞ i̯ kː o̞
suhdetoiminta	s̠ u x d e̞ t̪̚ t̪ o̞ i̯ m i n̪ t̪ ɑ
suhdetoimintahenkilö	s̠ u x d e̞ t̪̚ t̪ o̞ i̯ m i n̪ t̪ ɑ h e̞ ŋ k i l ø̞
suhdittaa	s̠ u x d i t̪ː ɑː ʔ
suhtauttaa	s̠ u x t̪ ɑ u t̪ː ɑː ʔ
suhtautumistapa	s̠ u x t̪ ɑ u t̪ u m i s̠ t̪ ɑ p ɑ
suhteellinen	s̠ u x t̪ e̞ː l l i n e̞ n
suhteellistaa	s̠ u x t̪ e̞ː l l i s̠ t̪ ɑː ʔ
suhteittaa	s̠ u x t̪ e̞ i̯ t̪ː ɑː ʔ
suhteutettu	s̠ u x t̪ e̞ u t̪ e̞ t̪ː u
suhteuttamaton	s̠ u x t̪ e̞ u t̪ː ɑ m ɑ t̪ o̞ n
suhteutua	s̠ u x t̪ e̞ u t̪ u ɑ ʔ
suihkata	s̠ u i̯ ç k ɑ t̪ ɑ ʔ
suihkia	s̠ u i̯ ç k i ɑ ʔ
suihkuhuone	s̠ u i̯ ç k u h u o̞̯ n e̞ ʔ
suihkujarru	s̠ u i̯ ç k u j ɑ rː u
suihkukomennus	s̠ u i̯ ç k u k o̞ m e̞ nː u s̠
suihkuputki	s̠ u i̯ ç k u p u t̪ k i
suihkusaippua	s̠ u i̯ ç k u s̠ ɑ i̯ pː u ɑ
suihkuturbiinimoottori	s̠ u i̯ ç k u t̪ u r b iː n i m o̞ː t̪ː o̞ r i
suikale	s̠ u i̯ k ɑ l e̞ ʔ
suikalepata	s̠ u i̯ k ɑ l e̞ p̚ p ɑ t̪ ɑ
suikata	s̠ u i̯ k ɑ t̪ ɑ ʔ
suikea	s̠ u i̯ k e̞ ɑ
suikerrella	s̠ u i̯ k e̞ r r e̞ lː ɑ ʔ
suikulainen	s̠ u i̯ k u l ɑ i n e̞ n
suipistaa	s̠ u i̯ p i s̠ t̪ ɑː ʔ
suipistella	s̠ u i̯ p i s̠ t̪ e̞ lː ɑ ʔ
suistoalue	s̠ u i̯ s̠ t̪ o̞ ɑ l u e̞ ʔ
suitsait	s̠ u i̯ t s̠ ɑ i̯ t̪
suitsea	s̠ u i̯ t s̠ e̞ ɑ ʔ
suitsia	s̠ u i̯ t s̠ i ɑ
suitsia	s̠ u i̯ t s̠ i ɑ ʔ
suitsu	s̠ u i̯ t s̠ u
suitsutusaine	s̠ u i̯ t s̠ u t̪ u s̠ ɑ i̯ n e̞ ʔ
suivaantua	s̠ u i̯ ʋ ɑː n t̪ u ɑ ʔ
suivakko	s̠ u i̯ ʋ ɑ kː o̞
suivautua	s̠ u i̯ ʋ ɑ u t̪ u ɑ ʔ
sujahdella	s̠ u j ɑ h d e̞ lː ɑ ʔ
sujahtaa	s̠ u j ɑ x t̪ ɑː ʔ
sujautella	s̠ u j ɑ u t̪ e̞ lː ɑ ʔ
sujauttaa	s̠ u j ɑ u t̪ː ɑː ʔ
sujua	s̠ u j u ɑ ʔ
sujutella	s̠ u j u t̪ e̞ lː ɑ ʔ
sujuttaa	s̠ u j u t̪ː ɑː ʔ
sujuvoittaa	s̠ u j u ʋ o̞ i t̪ː ɑː ʔ
suka	s̠ u k ɑ
sukasauma	s̠ u k ɑ s̠ ɑ u̯ m ɑ
sukassara	s̠ u k ɑ s̠ s̠ ɑ r ɑ
sukellella	s̠ u k e̞ l l e̞ lː ɑ ʔ
sukellusalus	s̠ u k e̞ lː u s̠ ɑ l u s̠
sukelluslaite	s̠ u k e̞ lː u s̠ l ɑ i̯ t̪ e̞ ʔ
sukelluslupa	s̠ u k e̞ lː u s̠ l u p ɑ
sukelluslöytö	s̠ u k e̞ lː u s̠ l ø̞ y̯ t̪ ø̞
sukellusnaamari	s̠ u k e̞ lː u s̠ n ɑː m ɑ r i
sukellustietokone	s̠ u k e̞ lː u s̠ t̪ i e̞̯ t̪ o̞ k o̞ n e̞ ʔ
sukellusvene	s̠ u k e̞ lː u s̠ ʋ e̞ n e̞ ʔ
sukelluttaa	s̠ u k e̞ l l u t̪ː ɑː ʔ
sukeltaminen	s̠ u k e̞ l t̪ ɑ m i n e̞ n
sukeutua	s̠ u k e̞ u t̪ u ɑ ʔ
sukia	s̠ u k i ɑ
sukia	s̠ u k i ɑ ʔ
sukiminen	s̠ u k i m i n e̞ n
sukka	s̠ u kː ɑ
sukkahousut	s̠ u kː ɑ h o̞ u̯ s̠ u t̪
sukkaside	s̠ u kː ɑ s̠ i d e̞ ʔ
sukkasillaan	s̠ u kː ɑ s̠ i lː ɑː n
sukkasunnuntai	s̠ u kː ɑ s̠ u nː u n̪ t̪ ɑ i̯
sukkikset	s̠ u kː i k s̠ e̞ t̪
sukkuladiplomatia	s̠ u kː u l ɑ d i p l o̞ m ɑ t̪ i ɑ
sukkulalento	s̠ u kː u l ɑ l e̞ n̪ t̪ o̞
sukkulaliikenne	s̠ u kː u l ɑ l iː k e̞ nː e̞ ʔ
sukkulaviesti	s̠ u kː u l ɑ ʋ i e̞̯ s̠ t̪ i
sukkulaväestö	s̠ u kː u l ɑ ʋ æ e̞ s̠ t̪ ø̞
suklaa	s̠ u k l ɑː
suklaahippu	s̠ u k l ɑː h i pː u
suklaahippukeksi	s̠ u k l ɑː h i pː u k e̞ k s̠ i
suklaakiisseli	s̠ u k l ɑː k iː s̠ː e̞ l i
suklaakuorrute	s̠ u k l ɑː k u o̞̯ rː u t̪ e̞ ʔ
suklaakuorrutus	s̠ u k l ɑː k u o̞̯ rː u t̪ u s̠
suklaalastu	s̠ u k l ɑː l ɑ s̠ t̪ u
suklaaleivos	s̠ u k l ɑː l e̞ i̯ ʋ o̞ s̠
suklaalevite	s̠ u k l ɑː l e̞ ʋ i t̪ e̞ ʔ
suklaamakeinen	s̠ u k l ɑː m ɑ k e̞ i̯ n e̞ n
suklaamousse	s̠ u k l ɑː m o̞ u̯ s̠ː e̞
suklaamousse	s̠ u k l ɑː m u s̠ e̞
suklaamousse	s̠ u k l ɑː m u s̠ e̞ː
suklaanappi	s̠ u k l ɑː n ɑ pː i
suklaapäällyste	s̠ u k l ɑː p æː lː y s̠ t̪ e̞ ʔ
suklaarasia	s̠ u k l ɑ ʔ ɑ r ɑ s̠ i ɑ
suklaarusina	s̠ u k l ɑː r u s̠ i n ɑ
suklaata	s̠ u k l ɑː t̪ ɑ
suklaatäyte	s̠ u k l ɑː t̪ æ y̯ t̪ e̞ ʔ
suklaavanukas	s̠ u k l ɑː ʋ ɑ n u k ɑ s̠
sukraasi	s̠ u k r ɑː s̠ i
suksi	s̠ u k s̠ i
suksi	s̠ u k s̠ i ʔ
suksikeli	s̠ u k s̠ i k e̞ l i
suksikelkka	s̠ u k s̠ i k e̞ l kː ɑ
suksirasva	s̠ u k s̠ i r ɑ s̠ ʋ ɑ
suksiside	s̠ u k s̠ i s̠ i d e̞ ʔ
suku	s̠ u k u
sukuanamneesi	s̠ u k u ɑ n ɑ m n e̞ː s̠ i
sukuelin	s̠ u k u e̞ l i n
sukuhaara	s̠ u k u h ɑː r ɑ
sukujuuri	s̠ u k u j uː r i
sukukunta	s̠ u k u k u n̪ t̪ ɑ
sukulaissielu	s̠ u k u l ɑ i̯ s̠ s̠ i e̞̯ l u
sukulaistua	s̠ u k u l ɑ i s̠ t̪ u ɑ ʔ
sukulaistunne	s̠ u k u l ɑ i̯ s̠ t̪ u nː e̞ ʔ
sukupuolenkorjaus	s̠ u k u p u o̞̯ l e̞ ŋ k o̞ r j ɑ u s̠
sukupuolentutkimus	s̠ u k u p u o̞̯ l e̞ n t̪ u t̪ k i m u s̠
sukupuoli	s̠ u k u p u o̞̯ l i
sukupuoliakti	s̠ u k u p u o̞̯ l i ɑ k t̪ i
sukupuoliasia	s̠ u k u p u o̞̯ l i ɑ s̠ i ɑ
sukupuoliasiat	s̠ u k u p u o̞̯ l i ɑ s̠ i ɑ t̪
sukupuoliaukko	s̠ u k u p u o̞̯ l i ɑ u kː o̞
sukupuolielimistö	s̠ u k u p u o̞̯ l i e̞ l i m i s̠ t̪ ø̞
sukupuolienergia	s̠ u k u p u o̞̯ l i e̞ n e̞ r ɡ i ɑ
sukupuoliero	s̠ u k u p u o̞̯ l i e̞ r o̞
sukupuolierottelu	s̠ u k u p u o̞̯ l i e̞ r o̞ t̪ t̪ e̞ l u
sukupuolifantasia	s̠ u k u p u o̞̯ l i f ɑ n̪ t̪ ɑ s̠ i ɑ
sukupuolihaju	s̠ u k u p u o̞̯ l i h ɑ j u
sukupuolihimo	s̠ u k u p u o̞̯ l i h i m o̞
sukupuolihormoni	s̠ u k u p u o̞̯ l i h o̞ r m o̞ n i
sukupuolihormooni	s̠ u k u p u o̞̯ l i h o̞ r m o̞ː n i
sukupuolihurjastelu	s̠ u k u p u o̞̯ l i h u r j ɑ s̠ t̪ e̞ l u
sukupuolihygienia	s̠ u k u p u o̞̯ l i h y ɡ i e̞ n i ɑ
sukupuolijakauma	s̠ u k u p u o̞̯ l i j ɑ k ɑ u m ɑ
sukupuolijako	s̠ u k u p u o̞̯ l i j ɑ k o̞
sukupuolikehitys	s̠ u k u p u o̞̯ l i k e̞ ɦ i t̪ y s̠
sukupuolikiihotus	s̠ u k u p u o̞̯ l i k iː ɦ o̞ t̪ u s̠
sukupuolikiintiö	s̠ u k u p u o̞̯ l i k iː n̪ t̪ i ø̞
sukupuolikokemus	s̠ u k u p u o̞̯ l i k o̞ k e̞ m u s̠
sukupuolikromosomi	s̠ u k u p u o̞̯ l i k r o̞ m o̞ s̠ o̞ m i
sukupuolikuri	s̠ u k u p u o̞̯ l i k u r i
sukupuolikypsyys	s̠ u k u p u o̞̯ l i k y p s̠ yː s̠
sukupuolileikki	s̠ u k u p u o̞̯ l i l e̞ i̯ kː i
sukupuolimoraali	s̠ u k u p u o̞̯ l i m o̞ r ɑː l i
sukupuolineuvonta	s̠ u k u p u o̞̯ l i n e̞ u̯ ʋː o̞ n̪ t̪ ɑ
sukupuoliominaisuus	s̠ u k u p u o̞̯ l i o̞ m i n ɑ i s̠ uː s̠
sukupuoliopetus	s̠ u k u p u o̞̯ l i o̞ p e̞ t̪ u s̠
sukupuolipatologia	s̠ u k u p u o̞̯ l i p ɑ t̪ o̞ l o̞ ɡ i ɑ
sukupuolipsykologia	s̠ u k u p u o̞̯ l i p s̠ y k o̞ l o̞ ɡ i ɑ
sukupuolisesti	s̠ u k u p u o̞̯ l i s̠ e̞ s̠ t̪ i ʔ
sukupuolisiveettömyys	s̠ u k u p u o̞̯ l i s̠ i ʋ e̞ː t̪ t̪ ø̞ m yː s̠
sukupuolisiveys	s̠ u k u p u o̞̯ l i s̠ i ʋ e̞ y s̠
sukupuolisolu	s̠ u k u p u o̞̯ l i s̠ o̞ l u
sukupuolisuhde	s̠ u k u p u o̞̯ l i s̠ u x d e̞ ʔ
sukupuoliteitse	s̠ u k u p u o̞̯ l i t̪ e̞ i̯ t s̠ e̞ ʔ
sukupuolitesti	s̠ u k u p u o̞̯ l i t̪ e̞ s̠ t̪ i
sukupuolitietoisuus	s̠ u k u p u o̞̯ l i t̪ i e̞̯ t̪ o̞ i̯ s̠ uː s̠
sukupuolitietous	s̠ u k u p u o̞̯ l i t̪ i e̞̯ t̪ o̞ u s̠
sukupuolitoiminto	s̠ u k u p u o̞̯ l i t̪ o̞ i̯ m i n̪ t̪ o̞
sukupuolitunne	s̠ u k u p u o̞̯ l i t̪ u nː e̞ ʔ
sukupuolituntomerkki	s̠ u k u p u o̞̯ l i t̪ u n̪ t̪ o̞ m e̞ r kː i
sukupuolityydytys	s̠ u k u p u o̞̯ l i t̪ yː d y t̪ y s̠
sukupuolivalinta	s̠ u k u p u o̞̯ l i ʋ ɑ l i n̪ t̪ ɑ
sukupuolivalistus	s̠ u k u p u o̞̯ l i ʋ ɑ l i s̠ t̪ u s̠
sukupuoliviha	s̠ u k u p u o̞̯ l i ʋ i ɦ ɑ
sukupuolivähemmistö	s̠ u k u p u o̞̯ l i ʋ æ ɦ e̞ m m i s̠ t̪ ø̞
sukusiitos	s̠ u k u s̠ iː t̪ o̞ s̠
sukusolu	s̠ u k u s̠ o̞ l u
sukututkimus	s̠ u k u t̪ u t̪ k i m u s̠
sukuvaakuna	s̠ u k u ʋ ɑː k u n ɑ
sukuvika	s̠ u k u ʋ i k ɑ
sula	s̠ u l ɑ
sula	s̠ u l ɑ ʔ
sulaa	s̠ u l ɑː
sulaa	s̠ u l ɑː ʔ
sulahitsaus	s̠ u l ɑ h i t s̠ ɑ u s̠
sulasuolareaktori	s̠ u l ɑ s̠ u o̞̯ l ɑ r e̞ ɑ k t̪ o̞ r i
sulattaa	s̠ u l ɑ t̪ː ɑː ʔ
sulatusaine	s̠ u l ɑ t̪ u s̠ ɑ i̯ n e̞ ʔ
sulatusuuni	s̠ u l ɑ t̪ u s̠ uː n i
sulavasti	s̠ u l ɑ ʋ ɑ s̠ t̪ i ʔ
sulavesivirta	s̠ u l ɑ ʋ e̞ s̠ i ʋ i r t̪ ɑ
sulevi	s̠ u l e̞ ʋ i
sulfalääke	s̠ u l f ɑ l æː k e̞ ʔ
sulfataasi	s̠ u l f ɑ t̪ ɑː s̠ i
sulfidimineraali	s̠ u l f i d i m i n e̞ r ɑː l i
sulhanen	s̠ u l h ɑ n e̞ n
sulhaspiirakka	s̠ u l h ɑ s̠ p iː r ɑ kː ɑ
sulhaspoika	s̠ u l h ɑ s̠ p o̞ i̯ k ɑ
sulittaa	s̠ u l i t̪ː ɑː ʔ
sulje	s̠ u l j e̞ ʔ
sulka	s̠ u l k ɑ
sulkahirssi	s̠ u l k ɑ h i r s̠ː i
sulkapallo	s̠ u l k ɑ p ɑ lː o̞
sulkatyö	s̠ u l k ɑ t̪ y ø̞̯
sulkava	s̠ u l k ɑ ʋ ɑ
sulkavalainen	s̠ u l k ɑ ʋ ɑ l ɑ i n e̞ n
sulkea	s̠ u l k e̞ ɑ ʔ
sulkeutunut	s̠ u l k e̞ u t̪ u n u t̪
sulkis	s̠ u l k i s̠
sulkualue	s̠ u l k u ɑ l u e̞ ʔ
sulkukammio	s̠ u l k u k ɑ mː i o̞
sulkukanava	s̠ u l k u k ɑ n ɑ ʋ ɑ
sulkulauseke	s̠ u l k u l ɑ u̯ s̠ e̞ k e̞ ʔ
sulkutuli	s̠ u l k u t̪ u l i
sulloa	s̠ u lː o̞ ɑ ʔ
sulo	s̠ u l o̞
suloisesti	s̠ u l o̞ i̯ s̠ e̞ s̠ t̪ i ʔ
sulokkaasti	s̠ u l o̞ k k ɑː s̠ t̪ i ʔ
sulosti	s̠ u l o̞ s̠ t̪ i ʔ
sulostuttaa	s̠ u l o̞ s̠ t̪ u t̪ː ɑː ʔ
sulputtaa	s̠ u l p u t̪ː ɑː ʔ
suluke	s̠ u l u k e̞ ʔ
suluttaa	s̠ u l u t̪ː ɑː ʔ
sulutus	s̠ u l u t̪ u s̠
suma	s̠ u m ɑ
sumautua	s̠ u m ɑ u t̪ u ɑ ʔ
sumea	s̠ u m e̞ ɑ
sumeilla	s̠ u m e̞ i̯ lː ɑ ʔ
summaarinen	s̠ u mː ɑː r i n e̞ n
summaarisesti	s̠ u mː ɑː r i s̠ e̞ s̠ t̪ i ʔ
summamuoto	s̠ u mː ɑ m u o̞̯ t̪ o̞
summatiivinen	s̠ u mː ɑ t̪ iː ʋ i n e̞ n
summattomasti	s̠ u mː ɑ t̪ː o̞ m ɑ s̠ t̪ i ʔ
summeerata	s̠ u mː e̞ː r ɑ t̪ ɑ ʔ
summittaisesti	s̠ u mː i t̪ t̪ ɑ i s̠ e̞ s̠ t̪ i ʔ
sumplata	s̠ u m p l ɑ t̪ ɑ ʔ
sumppuuntua	s̠ u m pː uː n t̪ u ɑ ʔ
sumputtaa	s̠ u m p u t̪ː ɑː ʔ
sumu	s̠ u m u
sumuinen	s̠ u m u i̯ n e̞ n
sumukuivaus	s̠ u m u k u i̯ ʋ ɑ u s̠
sumupeite	s̠ u m u p e̞ i̯ t̪ e̞ ʔ
sumupilvi	s̠ u m u p i l ʋ i
sumupisara	s̠ u m u p i s̠ ɑ r ɑ
sumusireeni	s̠ u m u s̠ i r e̞ː n i
sund	s̠ u n d
sundae	s̠ ɑ n d e̞ i̯
sunnuntai	s̠ u nː u n̪ t̪ ɑ i̯
sunnuntaiaamupäivä	s̠ u nː u n̪ t̪ ɑ i̯ ɑː m u p æ i̯ ʋ æ
sunnuntaipäivä	s̠ u nː u n̪ t̪ ɑ i̯ p æ i̯ ʋ æ
sunnuntaityö	s̠ u nː u n̪ t̪ ɑ i̯ t̪ y ø̞̯
suntti	s̠ u n̪ t̪ː i
suo	s̠ u o̞̯
suo	s̠ u o̞̯ ʔ
suoalue	s̠ u o̞̯ ɑ l u e̞ ʔ
suoda	s̠ u o̞̯ d ɑ ʔ
suodatinpussi	s̠ u o̞̯ d ɑ t̪ i m p u s̠ː i
suodattaa	s̠ u o̞̯ d ɑ t̪ː ɑː ʔ
suoja	s̠ u o̞̯ j ɑ
suojaa	s̠ u o̞̯ j ɑː
suojaa	s̠ u o̞̯ j ɑː ʔ
suojailma	s̠ u o̞̯ j ɑ i l m ɑ
suojajoukot	s̠ u o̞̯ j ɑ j o̞ u̯ k o̞ t̪
suojakate	s̠ u o̞̯ j ɑ k ɑ t̪ e̞ ʔ
suojakatos	s̠ u o̞̯ j ɑ k ɑ t̪ o̞ s̠
suojakeli	s̠ u o̞̯ j ɑ k e̞ l i
suojakenkä	s̠ u o̞̯ j ɑ k e̞ ŋ k æ
suojakäsine	s̠ u o̞̯ j ɑ k æ s̠ i n e̞ ʔ
suojalaite	s̠ u o̞̯ j ɑ l ɑ i̯ t̪ e̞ ʔ
suojalasit	s̠ u o̞̯ j ɑ l ɑ s̠ i t̪
suojalevy	s̠ u o̞̯ j ɑ l e̞ ʋ y
suojamaski	s̠ u o̞̯ j ɑ m ɑ s̠ k i
suojametsäalue	s̠ u o̞̯ j ɑ m e̞ t s̠ æ ɑ l u e̞ ʔ
suojapaperi	s̠ u o̞̯ j ɑ p ɑ p e̞ r i
suojapäähine	s̠ u o̞̯ j ɑ p æː ɦ i n e̞ ʔ
suojaravintoaine	s̠ u o̞̯ j ɑ r ɑ ʋ i n̪ t̪ o̞ ɑ i̯ n e̞ ʔ
suojasatama	s̠ u o̞̯ j ɑ s̠ ɑ t̪ ɑ m ɑ
suojasää	s̠ u o̞̯ j ɑ s̠ æː
suojata	s̠ u o̞̯ j ɑ t̪ ɑ ʔ
suojatakki	s̠ u o̞̯ j ɑ t̪ ɑ kː i
suojatyö	s̠ u o̞̯ j ɑ t̪ y ø̞̯
suojatyökeskus	s̠ u o̞̯ j ɑ t̪ y ø̞̯ k e̞ s̠ k u s̠
suojatyöpaikka	s̠ u o̞̯ j ɑ t̪ y ø̞̯ p ɑ i̯ kː ɑ
suojaussuunnitelma	s̠ u o̞̯ j ɑ u s̠ s̠ uː nː i t̪ e̞ l m ɑ
suojavaate	s̠ u o̞̯ j ɑ ʋ ɑː t̪ e̞ ʔ
suojavaatetus	s̠ u o̞̯ j ɑ ʋ ɑː t̪ e̞ t̪ u s̠
suojavarustus	s̠ u o̞̯ j ɑ ʋ ɑ r u s̠ t̪ u s̠
suojaverho	s̠ u o̞̯ j ɑ ʋ e̞ r h o̞
suojaviiva	s̠ u o̞̯ j ɑ ʋ iː ʋ ɑ
suojaväri	s̠ u o̞̯ j ɑ ʋ æ r i
suojelija	s̠ u o̞̯ j e̞ l i j ɑ
suojelukohde	s̠ u o̞̯ j e̞ l u k o̞ x d e̞ ʔ
suojelulaki	s̠ u o̞̯ j e̞ l u l ɑ k i
suojeluluokka	s̠ u o̞̯ j e̞ l u l u o̞̯ kː ɑ
suojelumääräys	s̠ u o̞̯ j e̞ l u m æː r æ y s̠
suojelupoliisi	s̠ u o̞̯ j e̞ l u p o̞ l iː s̠ i
suojeluraha	s̠ u o̞̯ j e̞ l u r ɑ ɦ ɑ
suojelus	s̠ u o̞̯ j e̞ l u s̠
suojelutoimenpide	s̠ u o̞̯ j e̞ l u t̪ o̞ i̯ m e̞ m p i d e̞ ʔ
suojelutoimikunta	s̠ u o̞̯ j e̞ l u t̪ o̞ i̯ m i k u n̪ t̪ ɑ
suojelutyö	s̠ u o̞̯ j e̞ l u t̪ y ø̞̯
suokaasu	s̠ u o̞̯ k ɑː s̠ u
suokaski	s̠ u o̞̯ k ɑ s̠ k i
suokenkä	s̠ u o̞̯ k e̞ ŋ k æ
suola	s̠ u o̞̯ l ɑ
suolakide	s̠ u o̞̯ l ɑ k i d e̞ ʔ
suolamylly	s̠ u o̞̯ l ɑ m y lː y
suolapanos	s̠ u o̞̯ l ɑ p ɑ n o̞ s̠
suolasara	s̠ u o̞̯ l ɑ s̠ ɑ r ɑ
suolasilta	s̠ u o̞̯ l ɑ s̠ i l t̪ ɑ
suolasorsimo	s̠ u o̞̯ l ɑ s̠ o̞ r s̠ i m o̞
suolata	s̠ u o̞̯ l ɑ t̪ ɑ ʔ
suolatasku	s̠ u o̞̯ l ɑ t̪ ɑ s̠ k u
suolavesitasku	s̠ u o̞̯ l ɑ ʋ e̞ s̠ i t̪ ɑ s̠ k u
suoli	s̠ u o̞̯ l i
suoliavanne	s̠ u o̞̯ l i ɑ ʋ ɑ nː e̞ ʔ
