'ch	χ
parhau	p a r h a ɨ̯
parod	p a r ɔ d
parot	p a r ɔ t
parotach	p a r ɔ t a χ
paroted	p a r ɔ t ɛ d
parth	p a r θ
parth rhynglanw	p a r θ r̥ ə ŋ l a n u
pasg	p aː s ɡ
pasiaf	p a ʃ a
pasiaf	p a ʃ a v
pasio	p a ʃ ɔ
pasta	p a s d a
pastai	p a s d a i̯
pasteiod	p a s d e i̯ ɔ d
pathew	p a θ ɛ u̯
pathewod	p a θ ɛ u̯ ɔ d
pau	p a ɨ̯
pawb	p a u̯ b
pawr	p a u̯ r
pechadur	p ɛ χ a d ɨ̞ r
pechod	p ɛ χ ɔ d
pechu	p ɛ χ ɨ
pedair	p ɛ d a i̯ r
pedair	p ɛ d ɛ r
pedol	p ɛ d ɔ l
pedolau	p ɛ d ɔ l a
pedolau	p ɛ d ɔ l a ɨ̯
pedolau	p ɛ d ɔ l ɛ
pedoli	p ɛ d ɔ l ɪ
pedolwr	p ɛ d ɔ l ʊ r
pedolwyr	p ɛ d ɔ l w ɨ̞ r
pedr	p ɛ d r
pedrongl	p ɛ d r ɔ ŋ l
pedronglau	p ɛ d r ɔ ŋ l a
pedronglau	p ɛ d r ɔ ŋ l a ɨ̯
pedronglau	p ɛ d r ɔ ŋ l ɛ
pedrsill	p ɛ d r s ɪ ɬ
pedwar	p ɛ d w a r
pedwar ar bymtheg	p ɛ d w a r a r b ə m θ a ɡ
pedwar ar bymtheg	p ɛ d w a r a r b ə m θ ɛ ɡ
pedwar ar ddeg	p ɛ d w a r a r ð eː ɡ
pedwar ar hugain	p ɛ d w a r a r h ɪ ɡ a i̯ n
pedwaredd	p ɛ d w a r a ð
pedwaredd	p ɛ d w a r ɛ ð
pei	p e i̯
peidio	p e i d j ɔ
peint	p e i̯ n t
peintiau	p e i̯ n t j a
peintiau	p e i̯ n t j a ɨ̯
peintiau	p e i̯ n t j ɛ
peintio	p e i̯ n t j ɔ
peintiwr	p e i̯ n t j ʊ r
peintwyr	p e i̯ n t w ɨ̞ r
peiriannau	p e i̯ r j a n a
peiriannau	p e i̯ r j a n a ɨ̯
peiriannau	p e i̯ r j a n ɛ
peiriannau arian	p e i̯ r j a n a a r j a n
peiriannau arian	p e i̯ r j a n a ɨ̯ a r j a n
peiriannau arian	p e i̯ r j a n ɛ a r j a n
peiriannau arian parod	p e i̯ r j a n a a r j a n p a r ɔ d
peiriannau arian parod	p e i̯ r j a n a ɨ̯ a r j a n p a r ɔ d
peiriannau arian parod	p e i̯ r j a n ɛ a r j a n p a r ɔ d
peiriannau llungopïo	p e i̯ r j a n a ɨ̯ ɬ ɨː ŋ ɡ ɔ p iː ɔ
peiriannau llungopïo	p e i̯ r j a n a ɨ̯ ɬ ɨ̞ ŋ ɡ ɔ p iː ɔ
peiriannau llungopïo	p e i̯ r j a n a ɬ ɨː ŋ ɡ ɔ p iː ɔ
peiriannau llungopïo	p e i̯ r j a n a ɬ ɨ̞ ŋ ɡ ɔ p iː ɔ
peiriannau llungopïo	p e i̯ r j a n ɛ ɬ ɨː ŋ ɡ ɔ p iː ɔ
peiriannau llungopïo	p e i̯ r j a n ɛ ɬ ɨ̞ ŋ ɡ ɔ p iː ɔ
peirianneg	p e i̯ r j a n ɛ ɡ
peiriannol	p e i̯ r j a n ɔ l
peiriannwr	p e i̯ r j a n ʊ r
peiriant	p e i̯ r j a n t
peiriant arian	p e i̯ r j a n t a r j a n
peiriant arian parod	p e i̯ r j a n t a r j a m p a r ɔ d
peiriant llungopïo	p e i̯ r j a n t ɬ ɨː ŋ ɡ ɔ p iː ɔ
peiriant llungopïo	p e i̯ r j a n t ɬ ɨ̞ ŋ ɡ ɔ p iː ɔ
peirianwaith	p e i̯ r j a n w a i̯ θ
peirianwaith	p e i̯ r j a n w ɛ θ
peis	p e i s
peithiau	p e i̯ θ j a
peithiau	p e i̯ θ j a ɨ̯
peithiau	p e i̯ θ j ɛ
peli troed	p ɛ l i t r oː ɨ̯ d
pell	p ɛ ɬ
pellter	p ɛ ɬ d ɛ r
pellweledydd	p ɛ ɬ w ɛ l ɛ d ɨ̞ ð
pelydr x	p ɛ l ɨ̞ d r ɛ k s
pen	p ɛ n
pen y fan	p ɛ n ə v a n
penbleth	p ɛ m b l ɛ θ
penblethau	p ɛ m b l ɛ θ a
penblethau	p ɛ m b l ɛ θ a ɨ̯
penblethau	p ɛ m b l ɛ θ ɛ
pencampwr	p ɛ ŋ k a m p ʊ r
pencampwriaeth	p ɛ ŋ k a m p ʊ r j a ɨ̯ θ
pencampwriaeth	p ɛ ŋ k a m p ʊ r j ɛ θ
pencampwriaethau	p ɛ ŋ k a m p ʊ r j e ɨ̯ θ a
pencampwriaethau	p ɛ ŋ k a m p ʊ r j e ɨ̯ θ a ɨ̯
pencampwriaethau	p ɛ ŋ k a m p ʊ r j e ɨ̯ θ ɛ
pencampwyr	p ɛ ŋ k a m p w ɨ̞ r
pendant	p ɛ n d a n t
penddu	p ɛ n ð ɨ
penderfynu	p ɛ n d ɛ r v ə n ɨ
pendrist	p ɛ n d r ɪ s d
pendrwm	p ɛ n d r ʊ m
penelin	p ɛ n ɛ l ɪ n
penfelen	p e n v ɛ l ɛ n
penfelyn	p ɛ n v ɛ l ɨ̞ n
penfras	p ɛ n v r a s
pengwin	p ɛ ŋ ɡ w ɪ n
pengwiniaid	p ɛ ŋ ɡ w ɪ n j a i̯ d
pengwiniaid	p ɛ ŋ ɡ w ɪ n j ɛ d
peniad	p ɛ n j a d
peniadau	p ɛ n j a d a
peniadau	p ɛ n j a d a ɨ̯
peniadau	p ɛ n j a d ɛ
penillion	p ɛ n ɪ ɬ j ɔ n
penisel	p ɛ n ɨ̞ s ɛ l
pennau	p ɛ n a
pennau	p ɛ n a ɨ̯
pennau	p ɛ n ɛ
pennill	p ɛ n ɪ ɬ
pentis	p ɛ n t ɪ s
pentref	p ɛ n t r a
pentref	p ɛ n t r ɛ
pentref	p ɛ n t r ɛ v
pentwr	p ɛ n t ʊ r
pentyrru	p ɛ n t ə r ɨ
peren	p ɛ r a n
peren	p ɛ r ɛ n
perfedd	p ɛ r v ɛ ð
perfeddion	p ɛ r v ɛ ð j ɔ n
perllan	p ɛ r ɬ a n
perseiniol	p ɛ r s e i̯ n j ɔ l
person	p ɛ r s ɔ n
personél	p ɛ r s ɔ n ɛ l
pert	p ɛ r t
perth	p ɛ r θ
perthi	p ɛ r θ i
perthyn	p ɛ r θ ɨ̞ n
perthynas	p ɛ r θ ə n a s
pery	p ɛ r ɨ
pesto	p ɛ s d ɔ
pesychu	p ɛ s ə χ ɨ
peth	p eː θ
pethach	p ɛ θ a χ
pethau	p ɛ θ a
pethau	p ɛ θ a ɨ̯
pethau	p ɛ θ ɛ
petris	p ɛ t r ɪ s
petryal	p ɛ t r ɨː a l
petryalau	p ɛ t r ɨ̞ a l a
petryalau	p ɛ t r ɨ̞ a l a ɨ̯
petryalau	p ɛ t r ɨ̞ a l ɛ
phabell	f a b a ɬ
phabell	f a b ɛ ɬ
phaith	f a i̯ θ
phaned	f a n a d
phaned	f a n ɛ d
phant	f a n t
phapur	f a p ɨ̞ r
pharatoi	f a r a t ɔ i̯
pharc	f a r k
pharhau	f a r h a ɨ̯
pharod	f a r ɔ d
pharotach	f a r ɔ t a χ
pharoted	f a r ɔ t ɛ d
phasta	f a s d a
phastai	f a s d a i̯
phedol	f ɛ d ɔ l
phedwar	f ɛ d w a r
phei	f e i
pheidio	f e i d j ɔ
pheiriannwr	f e i̯ r j a n ʊ r
pheis	f e i s
phen	f ɛ n
phencampwr	f ɛ ŋ k a m p ʊ r
phencampwriaeth	f ɛ ŋ k a m p ʊ r j a ɨ̯ θ
phencampwriaeth	f ɛ ŋ k a m p ʊ r j ɛ θ
phencampwyr	f ɛ ŋ k a m p w ɨ̞ r
phenderfynu	f ɛ n d ɛ r v ə n ɨ
phengwin	f ɛ ŋ ɡ w ɪ n
phengwiniaid	f ɛ ŋ ɡ w ɪ n j a i̯ d
phengwiniaid	f ɛ ŋ ɡ w ɪ n j ɛ d
pherthynas	f ɛ r θ ə n a s
pheth	f eː θ
phethau	f ɛ θ a
phethau	f ɛ θ a ɨ̯
phethau	f ɛ θ ɛ
phib	f iː b
phibgorn	f ɪ b ɡ ɔ r n
phigwrn	f ɪ ɡ ʊ r n
phinc	f ɪ ŋ k
phiws	f ɪ u̯ s
phobl	f ɔ b l
phobl	f ɔ b ɔ l
phobloedd	f ɔ b l ɔ ɨ̯ ð
phoeni	f ɔ ɨ̯ n ɨ
phont	f ɔ n t
phoptai	f ɔ p t a i̯
phopty	f ɔ p t ɨ
phortiwgal	f ɔ r t j ʊ ɡ a l
phortiwgal	f ɔ r t ɪ u̯ ɡ a l
phrif	f r iː v
phrydain	f r ə d a i̯ n
phrydain	f r ə d ɛ n
phryf	f r ɨː v
phryfed	f r ə v a d
phryfed	f r ə v ɛ d
phrynu	f r ə n ɨ
phrysur	f r ə s ɨ̞ r
phum	f ɨ̞ m
phunt	f ɨ̞ n t
phur	f ɨː r
phwl	f ʊ l
phyliau	f ə l j a
phyliau	f ə l j a ɨ̯
phyliau	f ə l j ɛ
physgod	f ə s ɡ ɔ d
physgodyn	f ə s ɡ ɔ d ɨ̯ n
physgota	f ə s ɡ ɔ t a
pi	p iː
piau	p iː a
piau	p iː a ɨ̯
piau	p iː ɛ
pib	p iː b
pibgorn	p ɪ b ɡ ɔ r n
pibonwy	p ɪ b ɔ n u ɨ̯
pibonwyen	p ɪ b ɔ n u ɨ̯ ɛ n
pibwr inc	p ɪ b ʊ r ɪ ŋ k
pibwyr inc	p ɪ b w ɨ̞ r ɪ ŋ k
pic ar y maen	p ɪ k a r ə m aː ɨ̯ n
picau	p ɪ k a
picau	p ɪ k a ɨ̯
picau	p ɪ k ɛ
picau ar y maen	p ɪ k a a r ə m aː ɨ̯ n
picau ar y maen	p ɪ k a ɨ̯ a r ə m aː ɨ̯ n
picau ar y maen	p ɪ k ɛ a r ə m aː ɨ̯ n
picau bach	p ɪ k a b aː χ
picau bach	p ɪ k a ɨ̯ b aː χ
picau bach	p ɪ k ɛ b aː χ
picau maen	p ɪ k a m aː ɨ̯ n
picau maen	p ɪ k a ɨ̯ m aː ɨ̯ n
picau maen	p ɪ k ɛ m aː ɨ̯ n
picen	p ɪ k ɛ n
picen ar y maen	p ɪ k ɛ n a r ə m aː ɨ̯ n
picen fach	p ɪ k ɛ n v aː χ
picil	p ɪ k ɪ l
picl	p ɪ k l
piclau	p ɪ k l a
piclau	p ɪ k l a ɨ̯
piclau	p ɪ k l ɛ
piclo	p ɪ k l ɔ
picls	p ɪ k l s
pics	p ɪ k s
picwnen	p ɪ k uː n ɛ n
picwnen	p ɪ k ʊ n ɛ n
picwnen goch	p ɪ k uː n ɛ ŋ ɡ oː χ
picwnen goch	p ɪ k ʊ n ɛ ŋ ɡ oː χ
picwns	p ɪ k ʊ n s
picwns coch	p ɪ k ʊ n s k oː χ
pidyn	p ɪ d ɨ̞ n
pig	p iː ɡ
pigan	p ɪ ɡ a n
pigau	p ɪ ɡ a
pigau	p ɪ ɡ a ɨ̯
pigau	p ɪ ɡ ɛ
piglas	p ɪ ɡ l a s
pigwrn	p ɪ ɡ ʊ r n
pilen	p ɪ l ɛ n
pilipala	p ɪ l ɪ p a l a
pin	p iː n
pin	p ɪ n
pinafal	p iː n a v a l
pinafal	p ɪ n a v a l
pinc	p ɪ ŋ k
piod	p iː ɔ d
pioden	p i ɔ d a n
pioden	p i ɔ d ɛ n
pioden	p j ɔ d a n
pioden	p j ɔ d ɛ n
piso	p ɪ s ɔ
pisyn grôt	p ɪ s ɨ̞ ŋ ɡ r oː t
piws	p ɪ u̯ s
plaid	p l a i̯ d
planhigion	p l a n h ɪ ɡ j ɔ n
planhigyn	p l a n h ɪ ɡ ɨ̞ n
plannu	p l a n i
plannu	p l a n ɨ
plant	p l a n t
plastig	p l a s d ɪ ɡ
platfform	p l a t f ɔ r m
pleidiol	p l e i̯ d j ɔ l
pleidleisio	p l e i̯ d l e i̯ ʃ ɔ
plentyn	p l ɛ n t ɨ̞ n
plentynnaidd	p l ɛ n t ə n a i̯ ð
pleth	p l eː θ
plethau	p l ɛ θ a
plethau	p l ɛ θ a ɨ̯
plethau	p l ɛ θ ɛ
plethdorch	p l ɛ θ d ɔ r χ
plethedig	p l ɛ θ ɛ d ɪ ɡ
plethu	p l ɛ θ ɨ
plethwaith	p l ɛ θ w a i̯ θ
plismon	p l i s m ɔ n
plismones	p l i s m ɔ n ɛ s
plu	p l ɨː
plu eira	p l ɨː e i̯ r a
pluen eira	p l ɨ̞ a n e i̯ r a
pluen eira	p l ɨ̞ ɛ n e i̯ r a
pluf	p l ɨː v
plwg	p l ʊ ɡ
plwm	p l ʊ m
plwyf	p l uː ɨ̯ v
plyg	p l ɨː ɡ
plygiau	p l ə ɡ j a
plygiau	p l ə ɡ j a ɨ̯
plygiau	p l ə ɡ j ɛ
plygio	p l ə ɡ j ɔ
pob	p oː b
pobi	p ɔ b i
pobl	p ɔ b l
pobl	p ɔ b ɔ l
pobloedd	p ɔ b l ɔ ɨ̯ ð
poblog	p ɔ b l ɔ ɡ
pobol	p ɔ b ɔ l
poena	p ɔ ɨ̯ n a
poenen	p ɔ ɨ̯ n ɛ n
poeni	p ɔ ɨ̯ n ɨ
poenit	p ɔ ɨ̯ n ɪ t
poeth	p oː ɨ̯ θ
pont	p ɔ n t
popeth	p ɔ p ɛ θ
poptai	p ɔ p t a i̯
popty	p ɔ p t ɨ
porchell	p ɔ r χ ɛ ɬ
porfa	p ɔ r v a
porffor	p ɔ r f ɔ r
pori	p ɔ r i
portiwgal	p ɔ r t j ʊ ɡ a l
portiwgal	p ɔ r t ɪ u̯ ɡ a l
posib	p ɔ s ɪ b
posibil	p ɔ s ɪ b ɪ l
post	p oː s d
poster	p ɔ s d a r
poster	p ɔ s d ɛ r
posteri	p ɔ s d ɛ r i
potsio	p ɔ t ʃ ɔ
prawf	p r a u̯ v
preifat	p r e i̯ v a t
preifatrwydd	p r e i̯ v a t r ʊ ɨ̯ ð
pren	p r ɛ n
pres	p r eː s
pres	p r ɛ s
preswyl	p r ɛ s ʊ ɨ̯ l
pridd	p r iː ð
prif	p r iː v
prifddinas	p r iː v ð ɪ n a s
prifddinas	p r ɪ v ð ɪ n a s
prifiau	p r ɪ v j a
prifiau	p r ɪ v j a ɨ̯
prifiau	p r ɪ v j ɛ
prifion	p r ɪ v j ɔ n
printio	p r ɪ n t j ɔ
priod	p r i ɔ d
priodi	p r i ɔ d i
problem	p r ɔ b l a m
problem	p r ɔ b l ɛ m
profi	p r ɔ v i
profiad	p r ɔ v j a d
protestaniaeth	p r ɔ t ɛ s d a n j a ɨ̯ θ
protestaniaeth	p r ɔ t ɛ s d a n j ɛ θ
protestaniaid	p r ɔ t ɛ s d a n j a i̯ d
protestaniaid	p r ɔ t ɛ s d a n j ɛ d
protestannaidd	p r ɔ t ɛ s d a n a i̯ ð
protestannaidd	p r ɔ t ɛ s d a n ɛ ð
protestant	p r ɔ t ɛ s d a n t
protocol	p r ɔ t ɔ k ɔ l
prudd	p r ɨː ð
pry'r gannwyll	p r ɨː r ɡ a n ʊ ɨ̯ ɬ
pryd	p r ɨː d
prydael	p r ə d a ɨ̯ l
prydain	p r ə d a i̯ n
prydain	p r ə d ɛ n
prydain fawr	p r ə d a i̯ n v a u̯ r
prydain fawr	p r ə d ɛ n v a u̯ r
pryder	p r ə d a r
pryder	p r ə d ɛ r
pryf	p r ɨː
pryf	p r ɨː v
pryf cop	p r ɨː k ɔ p
pryf cop	p r ɨː v k ɔ p
pryf copyn	p r ɨː k ɔ p ɨ̞ n
pryf copyn	p r ɨː v k ɔ p ɨ̞ n
pryf genwair	p r ɨː v ɡ ɛ n w a i̯ r
pryf genwair	p r ɨː ɡ ɛ n w a r
pryfed	p r ə v a d
pryfed	p r ə v ɛ d
pryfed genwair	p r ə v a d ɡ ɛ n w a r
pryfed genwair	p r ə v ɛ d ɡ ɛ n w a i̯ r
pryfed genwair	p r ə v ɛ d ɡ ɛ n w ɛ r
pryna	p r ə n a
prynu	p r ə n ɨ
prys	p r ɨː s
prysglwyn	p r ə s ɡ l ʊ ɨ̯ n
prysglwyni	p r ə s ɡ l ʊ ɨ̯ n ɪ
prysur	p r ə s ɨ̞ r
prŷn	p r ɨː n
pum	p ɨ̞ m
pumdeg	p ɨ̞ m d ɛ ɡ
pumdegau	p ɨ̞ m d ɛ ɡ a
pumed	p ɨ̞ m a d
pumed	p ɨ̞ m ɛ d
pumongl	p ɨ̞ m ɔ ŋ l
pump	p ɨ̞ m p
pump ar hugain	p ɨ m p a r h ɪ ɡ a i̯ n
punt	p ɨ̞ n t
pur	p ɨː r
puramid	p ɨ̞ r a m ɪ d
pured	p ɨ̞ r ɛ d
putain	p ɨ̞ t a i̯ n
putain	p ɨ̞ t ɛ n
puteindy	p ɨ̞ t e i̯ n d ɨ
pweru	p ʊ ɛ r ɨ
pwl	p ʊ l
pwll	p ʊ ɬ
pwll nofio	p ʊ ɬ n ɔ v j ɔ
pwnc	p ʊ ŋ k
pwrpas	p ʊ r p a s
pwy	p uː ɨ̯
pwy	p ʊ
pwy dach chi	p uː ɨ̯ d a χ iː
pwy wyt ti	p uː ɨ̯ uː ɨ̯ t iː
pwyll	p uː ɨ̯ ɬ
pwyllgor	p ʊ ɨ̯ ɬ ɡ ɔ r
pwynt	p uː ɨ̯ n t
pwys	p uː ɨ̯ s
pwysig	p ʊ ɨ̯ s ɪ ɡ
pwyso	p ʊ i̯ s ɔ
pwyso	p ʊ ɨ̯ s ɔ
pydredd	p ə d r a ð
pydredd	p ə d r ɛ ð
pydru	p ə d r ɨ
pyg	p ɨː ɡ
pyglyd	p ə ɡ l ɨ̞ d
pyjamas	p ə d͡ʒ a m a s
pyliau	p ə l j a
pyliau	p ə l j a ɨ̯
pyliau	p ə l j ɛ
pymtheg	p ə m θ a ɡ
pymtheg	p ə m θ ɛ ɡ
pymthegfed	p ə m θ ɛ ɡ v a d
pymthegfed	p ə m θ ɛ ɡ v ɛ d
pymthegnos	p ə m θ ɛ ɡ n ɔ s
pyramid	p ɨ̞ r a m ɪ d
pys	p ɨː s
pysen	p ə s a n
pysen	p ə s ɛ n
pysgod	p ə s ɡ ɔ d
pysgota	p ə s ɡ ɔ t a
pythefnos	p ə θ ɛ v n ɔ s
pâr minimol	p aː r m ɪ n ɪ m ɔ l
pêl droed	p eː l d r oː ɨ̯ d
pêr	p eː r
pìn	p ɪ n
pîn	p iː n
pïod	p iː ɔ d
pŵer	p ʊ a r
pŵer	p ʊ ɛ r
pỳg	p ə ɡ
raced	r a k ɛ d
radio	r a d j ɔ
radwla	r a d ʊ l a
raff	r aː f
rai	r a i̯
randibŵ	r a n d ɪ b uː
ras	r aː s
rasel	r a s a l
rasel	r a s ɛ l
raser	r a s ɛ r
rasys	r a s ɨ̞ s
rech	r eː χ
record	r ɛ k ɔ r d
recordiad	r ɛ k ɔ r d j a d
recordio	r ɛ k ɔ r d j ɔ
recriwtiaid	r ɛ k r ɪ u̯ t j a i̯ d
recriwtiaid	r ɛ k r ɪ u̯ t j ɛ d
recríwt	r ɛ k r ɪ u̯ t
redeg	r ɛ d a ɡ
redeg	r ɛ d ɛ ɡ
regen	r ɛ ɡ ɛ n
regi	r ɛ ɡ i
reiat	r e i̯ a t
reis	r e i̯ s
reit	r e i̯ t
rew	r eː u̯
rewi	r ɛ u̯ i
rhacs	r̥ a k s
rhad	r̥ aː d
rhaeadr	r̥ e ɨ̯ a d r
rhaff	r̥ aː f
rhafnwydd	r̥ a v n w ɨ̞ ð
rhag	r̥ a ɡ
rhagddodiad	r̥ a ɡ ð ɔ d j a d
rhagenw	r̥ a ɡ ɛ n u
rhagfyr	r̥ a ɡ v ɨ̞ r
rhaglen	r̥ a ɡ l a n
rhaglen	r̥ a ɡ l ɛ n
rhaglenni	r̥ a ɡ l ɛ n i
rhagrith	r̥ a ɡ r ɪ θ
rhai	r̥ a i̯
rhaid	h a i̯ d
rhaid	r̥ a i̯ d
rhaidd	r̥ a i̯ ð
rhaith	r̥ a i̯ θ
rhan	r̥ a n
rhanbarth	r̥ a n b a r θ
rhanbarthau	r̥ a m b a r θ a
rhanbarthau	r̥ a m b a r θ ɛ
rhanbarthau	r̥ a n b a r θ a ɨ̯
rhanddeiliad	r̥ a n ð e i̯ l j a d
rhanddeiliaid	r̥ a n ð e i̯ l j a i̯ d
rhanddeiliaid	r̥ a n ð e i̯ l j ɛ d
rhannu	r̥ a n ɨ
rhaw	r̥ aː u̯
rhech	r̥ eː χ
rhedeg	r̥ ɛ d a ɡ
rhedeg	r̥ ɛ d ɛ ɡ
rhedyn	r̥ ɛ d ɨ̞ n
rhedyna	r̥ ɛ d ə n a
rheg	r̥ eː ɡ
rhegen	r̥ ɛ ɡ ɛ n
rhegfa	r̥ ɛ ɡ v a
rhegfeydd	r̥ ɛ ɡ v e ɨ̯ ð
rhegi	r̥ ɛ ɡ i
rhegion	r̥ ɛ ɡ j ɔ n
rheiddiadur	r̥ e i̯ ð j a d ɨ̞ r
rheiddiau	r̥ e i̯ ð j a
rheiddiau	r̥ e i̯ ð j a ɨ̯
rheiddiau	r̥ e i̯ ð j ɛ
rheiddio	r̥ e i ð j ɔ
rheiddyn	r̥ e i̯ ð ɨ̞ n
rheidrwydd	r̥ e i̯ d r ʊ i̯ ð
rheidrwydd	r̥ e i̯ d r ʊ ɨ̯ ð
rhent	r̥ ɛ n t
rhenti	r̥ ɛ n t i
rhentu	r̥ ɛ n t ɨ
rhentwr	r̥ ɛ n t ʊ r
rhentwyr	r̥ ɛ n t w ɨ̞ r
rheol	r̥ eː ɔ l
rheolaidd	r̥ ɛ ɔ l a i̯ ð
rheolaidd	r̥ ɛ ɔ l ɛ ð
rheolau	r̥ ɛ ɔ l a
rheolau	r̥ ɛ ɔ l a ɨ̯
rheolau	r̥ ɛ ɔ l ɛ
rheoli	r̥ ɛ ɔ l i
rheoliad	r̥ ɛ ɔ l j a d
rheoliadau	r̥ ɛ ɔ l j a d a
rheoliadau	r̥ ɛ ɔ l j a d a ɨ̯
rheoliadau	r̥ ɛ ɔ l j a d ɛ
rheoliadur	r̥ ɛ ɔ l j a d ɨ̞ r
rheoliaduron	r̥ ɛ ɔ l j a d ɨ̞ r ɔ n
rheolwr	r̥ ɛ ɔ l ʊ r
rheolydd	r̥ ɛ ɔ l ɨ̞ ð
rhes	r̥ eː s
rhesi	r̥ ɛ s i
rhestr	r̥ ɛ s d r
rhestrau	r̥ ɛ s d r a
rhestrau	r̥ ɛ s d r a ɨ̯
rhestrau	r̥ ɛ s d r ɛ
rhestri	r̥ ɛ s d r i
rhesymol	r̥ ɛ s ə m ɔ l
rhew	r̥ eː u̯
rhewi	r̥ ɛ u̯ i
rhewi'n gorn	r̥ ɛ u̯ i ŋ ɡ ɔ r n
rhi	r̥ iː
rhian	r̥ i a n
rhiant	r̥ i a n t
rhieni	r̥ j ɛ n i
rhif	r̥ iː v
rhiffio	r̥ ɪ f j ɔ
rhin	r̥ iː n
rhinart	r̥ ɪ n a r t
rhingyll	r̥ ɨ n ɡ ɨ ɬ
rhiniart	r̥ ɪ n j a r t
rhinoseros	r̥ ɪ n ɔ s ɛ r ɔ s
rhisgl	r̥ ɪ s ɡ l
rhith	r̥ iː θ
rhithweledigaeth	r̥ ɪ θ w ɛ l ɛ d ɪ ɡ a ɨ̯ θ
rhithweledigaeth	r̥ ɪ θ w ɛ l ɛ d ɪ ɡ ɛ θ
rhiw	r̥ ɪ u̯
rho	r̥ oː
rhod	r̥ oː d
rhodia	r̥ ɔ d j a
rhodio	r̥ ɔ d j ɔ
rhodiwch	r̥ ɔ d j ʊ χ
rhodri	r̥ ɔ d r i
rhofio	r̥ ɔ v j ɔ
rhoi	r̥ ɔ i̯
rhos	r̥ oː s
rhosyn	r̥ ɔ s ɨ̞ n
rhudd	r̥ ɨː ð
rhuddwyn	r̥ ɨ̞ ð w ɨ̞ n
rhufeiniwr	r̥ ɨ̞ v e i̯ n j ʊ r
rhun	r̥ ɨː n
rhuthraf	r̥ ɨ̞ θ r a
rhuthraf	r̥ ɨ̞ θ r a v
rhuthro	r̥ ɨ̞ θ r ɔ
rhwng	r̥ ʊ ŋ
rhwyd	r̥ uː ɨ̯ d
rhwydd	r̥ uː ɨ̯ ð
rhwydo	r̥ ʊ ɨ̯ d ɔ
rhwydwaith	r̥ ʊ i̯ d w ɛ θ
rhwydwaith	r̥ ʊ ɨ̯ d w a i̯ θ
rhwydwaith	r̥ ʊ ɨ̯ d w ɛ θ
rhwyf	r̥ uː ɨ̯ v
rhwyfau	r̥ ʊ ɨ̯ v a
rhwyfau	r̥ ʊ ɨ̯ v a ɨ
rhwyfau	r̥ ʊ ɨ̯ v ɛ
rhwyfo	r̥ ʊ ɨ̯ v ɔ
rhwyg	r̥ uː ɨ̯ ɡ
rhwygo	r̥ ʊ ɨ̯ ɡ ɔ
rhwyll	r̥ uː ɨ̯ ɬ
rhwyllau	r̥ ʊ ɨ̯ ɬ a
rhwyllau	r̥ ʊ ɨ̯ ɬ a ɨ̯
rhwyllau	r̥ ʊ ɨ̯ ɬ ɛ
rhwystr	r̥ ʊ ɨ̯ s d r
rhwystrau	r̥ ʊ ɨ̯ s d r a
rhwystrau	r̥ ʊ ɨ̯ s d r a ɨ̯
rhwystrau	r̥ ʊ ɨ̯ s d r ɛ
rhwystredig	r̥ ʊ ɨ̯ s d r ɛ d ɨ̞ ɡ
rhwystredigaeth	r̥ ʊ ɨ̯ s d r ɛ d ɨ̞ ɡ a ɨ̯ θ
rhwystredigaeth	r̥ ʊ ɨ̯ s d r ɛ d ɨ̞ ɡ a θ
rhwystredigaeth	r̥ ʊ ɨ̯ s d r ɛ d ɨ̞ ɡ ɛ θ
rhwystredigaethau	r̥ ʊ ɨ̯ s d r ɛ d ɨ̞ ɡ e ɨ̯ θ a
rhwystredigaethau	r̥ ʊ ɨ̯ s d r ɛ d ɨ̞ ɡ e ɨ̯ θ a ɨ̯
rhwystredigaethau	r̥ ʊ ɨ̯ s d r ɛ d ɨ̞ ɡ e ɨ̯ θ ɛ
rhwystro	r̥ ʊ ɨ̯ s d r ɔ
rhy	r̥ ɨː
rhych	r̥ ɨː χ
rhychau	r̥ ə χ a
rhychau	r̥ ə χ a ɨ̯
rhychau	r̥ ə χ ɛ
rhyd	r̥ ɨː d
rhydau	r̥ ə d a
rhydau	r̥ ə d a ɨ̯
rhydau	r̥ ə d ɛ
rhydd	r̥ ɨː ð
rhyddhaf	r̥ ə ð h aː v
rhyddhau	r̥ ə ð h a ɨ̯
rhyddid	r̥ ə ð ɪ d
rhydychen	r̥ ɨː d ə χ ɛ n
rhydychen	r̥ ɨ̞ d ə χ ɛ n
rhyfedd	r̥ ə v a ð
rhyfedd	r̥ ə v ɛ ð
rhyfeddu	r̥ ə v ɛ ð ɨ
rhyfel	r̥ ə v a l
rhyfel	r̥ ə v ɛ l
rhyfela	r̥ ə v ɛ l a
rhyfelwr	r̥ ə v ɛ l ʊ r
rhyfelwyr	r̥ ə v ɛ l w ɨ̞ r
rhyngrwyd	r̥ ə ŋ r ʊ ɨ̯ d
rhyngrwyd pethau	r̥ ə ŋ r ʊ ɨ̯ d p ɛ θ a
rhyngrwyd pethau	r̥ ə ŋ r ʊ ɨ̯ d p ɛ θ a ɨ̯
rhyngrwyd pethau	r̥ ə ŋ r ʊ ɨ̯ d p ɛ θ ɛ
rhyngrwyd y pethau	r̥ ə ŋ r ʊ ɨ̯ d ə p ɛ θ a
rhyngrwyd y pethau	r̥ ə ŋ r ʊ ɨ̯ d ə p ɛ θ a ɨ̯
