a	ɑː
staþolfæstnes	s t ɑ θ o l f æ s t n e s
staþolfæstnian	s t ɑ θ o l f æ s t n i ɑ n
staþolfæstnung	s t ɑ θ o l f æ s t n u n ɡ
staþolian	s t ɑ θ o l i ɑ n
staþoliend	s t ɑ θ o l i e n d
staþolnes	s t ɑ θ o l n e s
staþolung	s t ɑ θ o l u n ɡ
staþolæht	s t ɑ θ o l æː x t
stealc	s t æ͜ɑ l k
stealcung	s t æ͜ɑ l k u n ɡ
steall	s t æ͜ɑ l l
steam	s t æ͜ɑː m
steap	s t æ͜ɑː p
stearc	s t æ͜ɑ r k
stearcmod	s t æ͜ɑ r k m oː d
steartlian	s t æ͜ɑ r t l i ɑ n
stede	s t e d e
stedefæst	s t e d e f æ s t
stedefæstnes	s t e d e f æ s t n e s
stefn	s t e f n
stelan	s t e l ɑ n
stellan	s t e l l ɑ n
steman	s t eː m ɑ n
stemn	s t e m n
stempan	s t e m p ɑ n
stenc	s t e n t͡ʃ
steopcild	s t e͜oː p t͡ʃ i l d
steopdohtor	s t e͜oː p d o x t o r
steopfæder	s t e͜oː p f æ d e r
steopmodor	s t e͜oː p m oː d o r
steopsunu	s t e͜oː p s u n u
steor	s t e͜oː r
steoran	s t e͜oː r ɑ n
steore	s t e͜oː r e
steorend	s t e͜oː r e n d
steorfa	s t e͜o r f ɑ
steorfan	s t e͜o r f ɑ n
steorleas	s t e͜oː r l æ͜ɑː s
steorn	s t e͜o r n
steorra	s t e͜o r r ɑ
steort	s t e͜o r t
steorwiglere	s t e͜o r w i j l e r e
stepe	s t e p e
steppan	s t e p p ɑ n
sticca	s t i k k ɑ
stice	s t i t͡ʃ e
stician	s t i k i ɑ n
stiele	s t i͜yː l e
stielen	s t i͜yː l e n
stieman	s t i͜yː m ɑ n
stiepel	s t i͜yː p e l
stieran	s t i͜yː r ɑ n
stif	s t iː f
stig	s t i j
stig	s t iː j
stigan	s t iː ɡ ɑ n
stigel	s t i j e l
stigon	s t i ɣ o n
stillan	s t i l l ɑ n
stille	s t i l l e
stilnes	s t i l n e s
stincan	s t i n k ɑ n
sting	s t i n ɡ
stingan	s t i n ɡ ɑ n
stiocian	s t i͜u k i ɑ n
stirc	s t i r k
stirung	s t i r u n ɡ
stoc	s t o k
stocc	s t o k k
stod	s t oː d
stofn	s t o f n
stol	s t oː l
stoppian	s t o p p i ɑ n
stor	s t oː r
storc	s t o r k
storm	s t o r m
stow	s t oː w
stowlic	s t oː w l iː t͡ʃ
stowlice	s t oː w l iː t͡ʃ e
stracian	s t r ɑː k i ɑ n
strand	s t r ɑ n d
strang	s t r ɑ n ɡ
strange	s t r ɑ n ɡ e
stream	s t r æ͜ɑː m
streaw	s t r æ͜ɑː w
streawberige	s t r æ͜ɑː w b e r i j e
streawian	s t r æ͜ɑː w i ɑ n
stredan	s t r eː d ɑ n
stregdan	s t r e j d ɑ n
streng	s t r e n ɡ
strengest	s t r e n d͡ʒ e s t
strengra	s t r e n ɡ r ɑ
strengþo	s t r e n ɡ θ o
strengþu	s t r e n ɡ θ u
strewian	s t r eː w i ɑ n
strican	s t r iː k ɑ n
stridan	s t r iː d ɑ n
striend	s t r i͜yː n d
strod	s t r oː d
strudan	s t r uː d ɑ n
struta	s t r uː t ɑ
strynd	s t r yː n d
stryndan	s t r yː n d ɑ n
stræc	s t r æ k
stræl	s t r æː l
stræt	s t r æː t
stubb	s t u b b
studu	s t u d u
stulor	s t u l o r
stund	s t u n d
stundmælum	s t u n d m æː l u m
stunian	s t u n i ɑ n
stunt	s t u n t
stupian	s t uː p i ɑ n
stybb	s t y b b
stycce	s t y t t͡ʃ e
styccemælum	s t y t t͡ʃ e m æː l u m
styntan	s t y n t ɑ n
styran	s t yː r ɑ n
styria	s t y r i ɑ
styrian	s t y r j ɑ n
styric	s t y r i k
styring	s t y r i n ɡ
styrman	s t y r m ɑ n
styrung	s t y r u n ɡ
stæf	s t æ f
stæfcræft	s t æ f k r æ f t
stæfgefeg	s t æ f j e f eː j
stæfleahter	s t æ f l æ͜ɑ x t e r
stæfleahtor	s t æ f l æ͜ɑ x t o r
stæflic	s t æ f l iː t͡ʃ
stæfn	s t æ f n
stæfrof	s t æ f r oː f
stæfwis	s t æ f w iː s
stæfwritere	s t æ f w r iː t e r e
stæg	s t æ j
stægel	s t æː j e l
stæger	s t æː j e r
stæl	s t æ l
stælan	s t æː l ɑ n
stælhran	s t æ l x r ɑː n
stælwierþe	s t æː l w i͜y r θ e
stæna	s t æː n ɑ
stænen	s t æː n e n
stæpe	s t æ p e
stæpmælum	s t æ p m æː l u m
stæppan	s t æ p p ɑ n
stær	s t æ r
stær	s t æː r
stærwritere	s t æː r w r iː t e r e
su	s uː
sucan	s uː k ɑ n
successe	s u k k e s s e
sufel	s u f e l
sugan	s uː ɡ ɑ n
sugu	s u ɡ u
sul	s uː l
sulh	s u l x
sum	s u m
sumer	s u m e r
sumerhus	s u m e r x uː s
sumerhæte	s u m e r x æː t e
sumerlæcan	s u m e r l æː t͡ʃ ɑ n
sumor	s u m o r
sumorhus	s u m o r x uː s
sumorlic	s u m o r l iː t͡ʃ
sumur	s u m u r
sunbryne	s u n b r y n e
sund	s u n d
sunder	s u n d e r
sundor	s u n d o r
sundrian	s u n d r i ɑ n
sundwudu	s u n d w u d u
sunlic	s u n l iː t͡ʃ
sunnandæg	s u n n ɑ n d æ j
sunnanmorgen	s u n n ɑ n m o r ɡ e n
sunnanniht	s u n n ɑ n n i x t
sunnanæfen	s u n n ɑ n æː f e n
sunne	s u n n e
sunnebeam	s u n n e b æ͜ɑː m
sunnfolgend	s u n n f o l ɡ e n d
sunnlic	s u n n l iː t͡ʃ
sunstede	s u n s t e d e
sunsunu	s u n s u n u
sunu	s u n u
sunwliteg	s u n w l i t e j
sunwlitig	s u n w l i t i j
suord	s w o r d
sur	s uː r
sure	s uː r e
surian	s uː r i ɑ n
surnes	s uː r n e s
susl	s uː s l
suþ	s uː θ
suþerne	s uː θ e r n e
swa	s w ɑː
swamm	s w ɑ m m
swan	s w ɑ n
swan	s w ɑː n
swapan	s w ɑː p ɑ n
swaru	s w ɑ r u
swat	s w ɑː t
swatþyrel	s w ɑː t θ yː r e l
swaþrian	s w ɑ θ r i ɑ n
swealwe	s w æ͜ɑ l w e
sweard	s w æ͜ɑ r d
swearm	s w æ͜ɑ r m
sweart	s w æ͜ɑ r t
sweartian	s w æ͜ɑ r t i ɑ n
sweartnes	s w æ͜ɑ r t n e s
sweartness	s w æ͜ɑ r t n e s s
swebban	s w e b b ɑ n
swefan	s w e f ɑ n
swefl	s w e f l
sweflenum	s w e f l e n u m
swefn	s w e f n
swefniend	s w e f n i e n d
sweg	s w eː j
swegan	s w eː j ɑ n
swegel	s w e j e l
swegelwuldor	s w e j e l w u l d o r
sweger	s w e j e r
swegl	s w e j l
swelc	s w e l t͡ʃ
swelce	s w e l t͡ʃ e
swelgan	s w e l ɡ ɑ n
swellan	s w e l l ɑ n
sweltan	s w e l t ɑ n
sweltaþ	s w e l t ɑ θ
swencan	s w e n t͡ʃ ɑ n
sweofot	s w e͜o f o t
sweoland	s w e͜oː l ɑ n d
sweor	s w e͜o r
sweor	s w e͜oː r
sweora	s w e͜oː r ɑ
sweoras	s w e͜o r ɑ s
sweoras	s w e͜oː r ɑ s
sweorcan	s w e͜o r k ɑ n
sweord	s w e͜o r d
sweore	s w e͜o r e
sweore	s w e͜oː r e
sweorfan	s w e͜o r f ɑ n
sweorice	s w e͜oː r iː t͡ʃ e
sweoster	s w e͜o s t e r
sweostor	s w e͜o s t o r
sweota	s w e͜oː t ɑ
sweotol	s w e͜o t o l
swerian	s w e r j ɑ n
swete	s w eː t e
swetlice	s w eː t l iː t͡ʃ e
swetnes	s w eː t n e s
sweþel	s w e θ e l
swic	s w i k
swica	s w i k ɑ
swican	s w iː k ɑ n
swicdom	s w i k d oː m
swicol	s w i k o l
swiera	s w i͜yː r ɑ
swifan	s w iː f ɑ n
swift	s w i f t
swiftlice	s w i f t l iː t͡ʃ e
swiftnes	s w i f t n e s
swiftnys	s w i f t n y s
swige	s w iː j e
swigian	s w iː ɡ i ɑ n
swilc	s w i l t͡ʃ
swilce	s w i l t͡ʃ e
swimman	s w i m m ɑ n
swin	s w iː n
swinc	s w i n k
swincan	s w i n k ɑ n
swindan	s w i n d ɑ n
swingan	s w i n ɡ ɑ n
swinhierde	s w iː n x i͜y r d e
swinhyrde	s w iː n x y r d e
swinn	s w i n n
swinsian	s w i n s i ɑ n
swiþ	s w iː θ
swiþan	s w iː θ ɑ n
swiþe	s w iː θ e
swiþferhþ	s w iː θ f e r x θ
swiþhelm	s w iː θ x e l m
swiþhun	s w iː θ x uː n
swiþlic	s w iː θ l iː t͡ʃ
swiþness	s w iː θ n e s s
swiþost	s w iː θ o s t
swiþra	s w iː θ r ɑ
swogan	s w oː ɡ ɑ n
swogen	s w oː ɡ e n
sword	s w o r d
swote	s w oː t e
swurd	s w u r d
swuster	s w u s t e r
swyftlice	s w y f t l iː t͡ʃ e
swylc	s w y l t͡ʃ
swylce	s w y l t͡ʃ e
swynhyrde	s w yː n x y r d e
swyþ	s w yː θ
swyþe	s w yː θ e
swæcc	s w æ k k
swæfon	s w æː f o n
swær	s w æː r
swæs	s w æː s
swæslæcan	s w æː s l æː t͡ʃ ɑ n
swætan	s w æː t ɑ n
swæþ	s w æ θ
swæþer	s w æ θ e r
syferlic	s yː f e r l iː t͡ʃ
syferlice	s yː f e r l iː t͡ʃ e
syferness	s yː f e r n e s s
syferæte	s yː f e r æː t e
syflige	s y f l i j e
syfling	s y f l i n ɡ
syfre	s yː f r e
sygor	s y ɡ o r
syl	s yː l
sylf	s y l f
syll	s y l l
syllic	s y l l iː t͡ʃ
synbot	s y n b oː t
synder	s y n d e r
synderlic	s y n d e r l iː t͡ʃ
syndrian	s y n d r i ɑ n
synful	s y n f u l
syngian	s y n ɣ i ɑ n
synleas	s y n l æ͜ɑː s
synn	s y n n
synnig	s y n n i j
syrce	s y r t͡ʃ e
syx	s y k s
syxta	s y k s t ɑ
syþþan	s y θ θ ɑ n
sæ	s æː
sæbat	s æː b ɑː t
sæcc	s æ t t͡ʃ
sæcgan	s æ j j ɑ n
sæcst	s æ k s t
sæcyrr	s æː t͡ʃ y r r
sæcþ	s æ k θ
sæd	s æ d
sæd	s æː d
sædeor	s æː d e͜oː r
sæfern	s æ f e r n
sæfernmuþa	s æ f e r n m uː θ ɑ
sæfæreld	s æː f æ r e l d
sægan	s æː j ɑ n
sægd	s æ j d
sægde	s æ j d e
sægdon	s æ j d o n
sægrund	s æː ɡ r u n d
sægþ	s æ j θ
sæl	s æ l
sæl	s æː l
sælac	s æː l ɑː k
sælan	s æː l ɑ n
sælic	s æː l iː t͡ʃ
sælig	s æː l i j
sæliþend	s æː l iː θ e n d
sælþ	s æː l θ
sæmann	s æː m ɑ n n
sæmest	s æː m e s t
sæmeþe	s æː m eː θ e
sæmra	s æː m r ɑ
sæp	s æ p
sæpig	s æ p i j
sæt	s æː t
sæteresdæg	s æ t e r e s d æ j
sæterndæg	s æ t e r n d æ j
sæternesdæg	s æ t e r n e s d æ j
sæward	s æː w ɑ r d
sæweard	s æː w æ͜ɑ r d
sæwudu	s æː w u d u
sæyþ	s æː yː θ
sæþeof	s æː θ e͜oː f
sœcan	s øː t͡ʃ ɑ n
ta	t ɑː
tacan	t ɑ k ɑ n
tacen	t ɑː k e n
tacn	t ɑː k n
tacne	t ɑː k n e
tacnian	t ɑː k n i ɑ n
tacnung	t ɑː k n u n ɡ
tacor	t ɑː k o r
taht	t ɑː x t
tahte	t ɑː x t e
tahten	t ɑː x t e n
tahtest	t ɑː x t e s t
tahton	t ɑː x t o n
talente	t ɑ l e n t e
talian	t ɑ l i ɑ n
talu	t ɑ l u
tam	t ɑ m
tan	t ɑː n
tannere	t ɑ n n e r e
tannian	t ɑ n n i ɑ n
tapor	t ɑ p o r
targa	t ɑ r ɡ ɑ
tawian	t ɑ w i ɑ n
taxe	t ɑː k s e
te	t e
teag	t æ͜ɑː ɡ
teah	t æː ɑ x
tealtrian	t æ͜ɑ l t r i ɑ n
team	t æ͜ɑː m
tear	t æ͜ɑː r
tela	t e l ɑ
teld	t e l d
telg	t e l ɡ
telga	t e l ɡ ɑ
tellan	t e l l ɑ n
teman	t eː m ɑ n
temesian	t e m e s i ɑ n
temian	t e m i ɑ n
tempel	t e m p e l
templ	t e m p l
temsian	t e m s i ɑ n
ten	t eː n
tendan	t e n d ɑ n
teon	t e͜oː n
teond	t e͜oː n d
teorian	t e͜oː r i ɑ n
teors	t e͜o r s
teoru	t e͜o r u
teoþa	t e͜oː θ ɑ
teran	t e r ɑ n
termen	t e r m e n
teru	t e r u
ticcen	t i t t͡ʃ e n
tid	t iː d
tidlice	t iː d l iː t͡ʃ e
tiegan	t i͜yː j ɑ n
tieman	t i͜yː m ɑ n
tien	t i͜yː n
tienfeald	t i͜yː n f æ͜ɑ l d
tieran	t i͜yː r ɑ n
tiergan	t i͜y r j ɑ n
tife	t i f e
tigan	t iː j ɑ n
tigele	t i j e l e
tiger	t i ɡ e r
til	t i l
tilian	t i l i ɑ n
tima	t iː m ɑ
timber	t i m b e r
timbrian	t i m b r i ɑ n
timbrung	t i m b r u n ɡ
timlice	t iː m l iː t͡ʃ e
timpana	t i m p ɑ n ɑ
tin	t i n
tinclian	t i n k l i ɑ n
tind	t i n d
tintregian	t i n t r e ɡ i ɑ n
tir	t iː r
tirgan	t i r j ɑ n
titt	t i t t
tiw	t iː w
tiwesdæg	t iː w e s d æ j
to	t oː
toberstan	t oː b e r s t ɑ n
tobrecan	t oː b r e k ɑ n
tocnyssan	t oː k n y s s ɑ n
tocweþan	t oː k w e θ ɑ n
tocyme	t oː k y m e
tocyrran	t oː t͡ʃ y r r ɑ n
todreosan	t oː d r e͜oː s ɑ n
todrifan	t oː d r iː f ɑ n
todæg	t oː d æ j
todælan	t oː d æː l ɑ n
toeacan	t oː æ͜ɑː k ɑ n
tofaran	t oː f ɑ r ɑ n
tofeallan	t oː f æ͜ɑ l l ɑ n
toferan	t oː f eː r ɑ n
toflowan	t oː f l oː w ɑ n
togan	t oː ɡ ɑː n
togang	t oː ɡ ɑ n ɡ
togean	t oː j æ͜ɑː n
togeanes	t oː j æ͜ɑː n e s
togecorennes	t oː j e k o r e n n e s
togeiecendlic	t oː j e i͜yː t͡ʃ e n d l iː t͡ʃ
togeotan	t oː j e͜oː t ɑ n
togesceadan	t oː j e ʃ æ͜ɑː d ɑ n
togesceadan	t oː j e ʃ ɑː d ɑ n
togian	t o ɡ i ɑ n
togotennes	t oː ɡ o t e n n e s
togædere	t oː ɡ æ d e r e
togædre	t oː ɡ æ d e r e
toh	t oː x
toheawan	t oː x æ͜ɑː w ɑ n
tohladan	t oː x l ɑ d ɑ n
tohopa	t oː x o p ɑ
tohreran	t oː x r eː r ɑ n
tohweorfan	t oː x w e͜o r f ɑ n
tohyht	t oː x y x t
toiecan	t oː i͜yː t͡ʃ ɑ n
toiecnes	t oː i͜yː t͡ʃ n e s
tol	t oː l
tolicgan	t oː l i j j ɑ n
toliesan	t oː l i͜yː s ɑ n
toll	t o l l
tolucan	t oː l uː k ɑ n
tolysan	t oː l yː s ɑ n
tolætan	t oː l æː t ɑ n
tom	t oː m
tomearcian	t oː m æ͜ɑ r k i ɑ n
tomearcodnes	t oː m æ͜ɑ r k o d n e s
tonama	t oː n ɑ m ɑ
tonemnan	t oː n e m n ɑ n
torfian	t o r f i ɑ n
torht	t o r x t
torn	t o r n
torr	t o r r
tosamnian	t oː s ɑ m n i ɑ n
tosawan	t oː s ɑː w ɑ n
tosceadan	t oː ʃ æ͜ɑː d ɑ n
tosceadan	t oː ʃ ɑː d ɑ n
toscriþan	t oː ʃ r iː θ ɑ n
tosendan	t oː s e n d ɑ n
toseþan	t oː s eː θ ɑ n
toslitan	t oː s l iː t ɑ n
tosmeagan	t oː s m æ͜ɑː j ɑ n
tosundrian	t oː s u n d r i ɑ n
tosyndrian	t oː s y n d r i ɑ n
toteon	t oː t e͜oː n
totwæman	t oː t w æː m ɑ n
totwæmednes	t oː t w æː m e d n e s
toweard	t oː w æ͜ɑ r d
toweardnes	t oː w æ͜ɑ r d n e s
toweorpan	t oː w e͜o r p ɑ n
toweorpendlic	t oː w e͜o r p e n d l iː t͡ʃ
toworpennes	t oː w o r p e n n e s
towrecan	t oː w r e k ɑ n
towritan	t oː w r iː t ɑ n
toætiecan	t oː æ t i͜yː t͡ʃ ɑ n
toætiecnes	t oː æ t i͜yː t͡ʃ n e s
toþ	t oː θ
toþgar	t oː θ ɡ ɑː r
toþleas	t oː θ l æ͜ɑː s
toþsticca	t oː θ s t i k k ɑ
traht	t r ɑ x t
trahtian	t r ɑ x t i ɑ n
trahtnian	t r ɑ x t n i ɑ n
tramet	t r ɑː m e t
tredan	t r e d ɑ n
treg	t r e ɡ
treg	t r eː j
trega	t r e ɡ ɑ
trendel	t r e n d e l
treow	t r e͜oː w
treowe	t r e͜oː w e
treowlice	t r e͜oː w l iː t͡ʃ e
treowsian	t r e͜oː w s i ɑ n
treowwyrhta	t r e͜oː w w y r x t ɑ
triewe	t r i͜yː w e
triewen	t r i͜y w e n
trig	t r i j
triwen	t r i w e n
trog	t r o ɡ
troh	t r o x
trucian	t r u k i ɑ n
trum	t r u m
truwian	t r uː w i ɑ n
trymman	t r y m m ɑ n
tu	t uː
tucian	t uː k i ɑ n
tudor	t uː d o r
tulge	t u l j e
tulge	t u l ɡ e
tumbere	t u m b e r e
tumbian	t u m b i ɑ n
tun	t uː n
tunge	t u n ɡ e
tunggelælle	t u n ɡ j e l æ l l e
tunglen	t u n ɡ l e n
tunglere	t u n ɡ l e r e
tungol	t u n ɡ o l
tungolbære	t u n ɡ o l b æː r e
tungolcræft	t u n ɡ o l k r æ f t
tungolcræftiga	t u n ɡ o l k r æ f t i ɡ ɑ
tunne	t u n n e
turf	t u r f
turfum	t u r f u m
turnian	t u r n i ɑ n
turtle	t u r t l e
tusc	t uː s k
tux	t uː k s
tuxas	t uː k s ɑ s
twa	t w ɑː
twegen	t w eː j e n
twelf	t w e l f
twelffeald	t w e l f f æ͜ɑ l d
twelfta	t w e l f t ɑ
twentig	t w eː n t i j
twentigfeald	t w eː n t i j f æ͜ɑ l d
twentigoþa	t w eː n t i ɡ o θ ɑ
tweo	t w e͜oː
tweogan	t w e͜oː j ɑ n
tweowa	t w e͜o w ɑ
twiccian	t w i k k i ɑ n
twidælan	t w i d æː l ɑ n
twiecge	t w i e j j e
twiefealdnes	t w i͜y f æ͜ɑ l d n e s
twifeald	t w i f æ͜ɑ l d
twifealdnes	t w i f æ͜ɑ l d n e s
twifere	t w i f eː r e
twiferlæcan	t w i f eː r l æː t͡ʃ ɑ n
twifete	t w i f eː t e
twig	t w i j
twih	t w iː x
twihycgan	t w i x y j j ɑ n
twin	t w i n
twinn	t w i n n
twirædness	t w i r æː d n e s s
twiscyldig	t w i ʃ y l d i j
twisla	t w i s l ɑ
twyfeald	t w y f æ͜ɑ l d
twyfealdnys	t w y f æ͜ɑ l d n y s
twæde	t w æː d e
twæman	t w æː m ɑ n
twæming	t w æː m i n ɡ
tydre	t yː d r e
tyge	t y j e
tyht	t y x t
tyhtan	t y x t ɑ n
tyhten	t y x t e n
tyhtend	t y x t e n d
tyhtendlic	t y x t e n d l iː t͡ʃ
tyhtere	t y x t e r e
tyhting	t y x t i n ɡ
tyhtnes	t y x t n e s
tynan	t yː n ɑ n
tyncen	t y n t͡ʃ e n
tynder	t y n d e r
tyrf	t y r f
tysca	t y ʃ ʃ ɑ
tæc	t æː t͡ʃ
tæcan	t æː t͡ʃ ɑ n
tæcaþ	t æː t͡ʃ ɑ θ
tæce	t æː t͡ʃ e
tæcen	t æː t͡ʃ e n
tæcende	t æː t͡ʃ e n d e
tæcest	t æː t͡ʃ e s t
tæceþ	t æː t͡ʃ e θ
tæcing	t æː t͡ʃ i n ɡ
tæcst	t æː k s t
tæcung	t æː t͡ʃ u n ɡ
tæcþ	t æː k θ
tægel	t æ j e l
tægl	t æ j l
tæht	t æː x t
tæhte	t æː x t e
tæhten	t æː x t e n
tæhtest	t æː x t e s t
tæhton	t æː x t o n
tælan	t æː l ɑ n
tælg	t æ l ɡ
tælmearc	t æ l m æ͜ɑ r k
tænel	t æː n e l
tæppa	t æ p p ɑ
tæppe	t æ p p e
tæppere	t æ p p e r e
tæppestre	t æ p p e s t r e
tæppian	t æ p p i ɑ n
tæsan	t æː s ɑ n
uder	uː d e r
ufan	u f ɑ n
uferian	u f e r i ɑ n
uferor	u f e r o r
ufeweard	u f e w æ͜ɑ r d
ufor	u f o r
uht	uː x t
uhta	uː x t ɑ
uhtcaru	uː x t k ɑ r u
uhtceare	uː h t t͡ʃ æː ɑ̯ r e
uhtcearu	uː x t t͡ʃ æ͜ɑ r u
ulan	uː l ɑ n
ule	uː l e
ultor	u l t o r
unasundrodlic	u n ɑː s u n d r o d l iː t͡ʃ
unbryce	u n b r y t͡ʃ e
unbryce	u n b r yː t͡ʃ e
unc	u n k
uncamprof	u n k ɑ m p r oː f
uncer	u n k e r
uncit	u ŋ k i t
unclæne	u n k l æː n e
uncnyttan	u n k n y t t ɑ n
uncumliþe	u n k u m l iː θ e
uncumliþnes	u n k u m l iː θ n e s
uncuþ	u n k uː θ
undeadlic	u n d æ͜ɑː d l iː t͡ʃ
undeadlicnes	u n d æ͜ɑː d l iː k n e s
undeop	u n d e͜oː p
under	u n d e r
underberan	u n d e r b e r ɑ n
underbugan	u n d e r b uː ɡ ɑ n
underburg	u n d e r b u r ɡ
underbæc	u n d e r b æ k
undercierran	u n d e r t͡ʃ i͜y r r ɑ n
undercyrran	u n d e r t͡ʃ y r r ɑ n
underfon	u n d e r f oː n
undergan	u n d e r ɡ ɑː n
undergangan	u n d e r ɡ ɑ n ɡ ɑ n
underiendlic	u n d e r j e n d l iː t͡ʃ
undern	u n d e r n
underneoþan	u n d e r n e͜o θ ɑ n
underniman	u n d e r n i m ɑ n
undernmæl	u n d e r n m æː l
undersecan	u n d e r s eː t͡ʃ ɑ n
undersmeagan	u n d e r s m æ͜ɑː j ɑ n
understandan	u n d e r s t ɑ n d ɑ n
understondan	u n d e r s t o n d ɑ n
underwritan	u n d e r w r iː t ɑ n
underþeodan	u n d e r θ e͜oː d ɑ n
undiere	u n d i͜yː r e
undon	u n d oː n
undruncen	u n d r u n k e n
undæd	u n d æː d
uneaþe	u n æ͜ɑː θ e
unefen	u n e f e n
unfealdan	u n f æ͜ɑ l d ɑ n
unforbugendlic	u n f o r b u ɡ e n d l iː t͡ʃ
unforbugendlice	u n f o r b u ɡ e n d l iː t͡ʃ e
unforesceawod	u n f o r e ʃ æ͜ɑː w o d
unforht	u n f o r x t
unfrod	u n f r oː d
unfrodnes	u n f r oː d n e s
unfulfremed	u n f u l f r e m e d
unfulfremednes	u n f u l f r e m e d n e s
unfæger	u n f æ j e r
ungeendiendlic	u n j e e n d i͜y n d l iː t͡ʃ
ungefæd	u n j e f æ d
ungehiersum	u n j e x i͜yː r s u m
ungehiersumnes	u n j e x i͜yː r s u m n e s
ungelic	u n j e l iː t͡ʃ
ungelicnes	u n j e l iː k n e s
ungelæred	u n j e l æː r e d
ungemæte	u n j e m æː t e
ungenemnendlic	u n j e n e m n e n d l iː t͡ʃ
ungescead	u n j e ʃ ɑː d
ungesewenlic	u n j e s e w e n l iː t͡ʃ
ungeswenced	u n j e s w e n t͡ʃ e d
ungewemmed	u n j e w e m m e d
ungewemmednes	u n j e w e m m e d n e s
ungewintred	u n j e w i n t r e d
ungewiss	u n j e w i s s
ungewunelic	u n j e w u n e l iː t͡ʃ
ungewæpnod	u n j e w æː p n o d
ungeþyldig	u n j e θ y l d i j
ungleaw	u n ɡ l æ͜ɑː w
ungleawlice	u n ɡ l æ͜ɑː w l iː t͡ʃ e
ungleawnes	u n ɡ l æ͜ɑː w n e s
ungleawscipe	u n ɡ l æ͜ɑː w ʃ i p e
ungod	u n ɡ oː d
ungripendlic	u n ɡ r iː p e n d l iː t͡ʃ
ungyrdan	u n ɡ y r d ɑ n
unhal	u n x ɑː l
unhalig	u n x ɑː l i j
unhiersumnes	u n x i͜yː r s u m n e s
unhlisa	u n x l iː s ɑ
unlar	u n l ɑː r
unligne	u n l iː j n e
unlucan	u n l uː k ɑ n
unlust	u n l u s t
unlyft	u n l y f t
unlæd	u n l æː d
unmann	u n m ɑ n n
unmennisclic	u n m e n n i ʃ l iː t͡ʃ
unmihtig	u n m i x t i j
unmihtlic	u n m i x t l iː t͡ʃ
unmiltsiendlic	u n m i l t s i e n d l iː t͡ʃ
unmyltsiendlic	u n m y l t s i e n d l iː t͡ʃ
unmæte	u n m æː t e
unnan	u n n ɑ n
unnytlic	u n n y t l iː t͡ʃ
unnytlice	u n n y t l iː t͡ʃ e
unnytnes	u n n y t n e s
unnytt	u n n y t t
unnytwierþe	u n n y t w i͜y r θ e
unnytwyrþe	u n n y t w y r θ e
unriht	u n r i x t
unrihthæmed	u n r i x t x æː m e d
unrihtwif	u n r i x t w iː f
unrihtwis	u n r i x t w iː s
unrihtwisnes	u n r i x t w iː s n e s
unripe	u n r iː p e
unsawen	u n s ɑː w e n
unscrydan	u n ʃ r yː d ɑ n
unscyld	u n ʃ y l d
unscyldig	u n ʃ y l d i j
unseald	u n s æ͜ɑ l d
unsoþ	u n s oː θ
unsoþian	u n s oː θ i ɑ n
unstaþolfæst	u n s t ɑ θ o l f æ s t
unstaþolfæstnes	u n s t ɑ θ o l f æ s t n e s
unstæfwis	u n s t æ f w iː s
unsur	u n s uː r
unswefn	u n s w e f n
unsyferlic	u n s yː f e r l iː t͡ʃ
unsyferness	u n s yː f e r n e s s
unsyfre	u n s yː f r e
unsælig	u n s æː l i j
untiegan	u n t i͜yː j ɑ n
untigan	u n t iː j ɑ n
untime	u n t iː m e
untrum	u n t r u m
untrumian	u n t r u m i ɑ n
untrumnes	u n t r u m n e s
untweolice	u n t w e͜oː l iː t͡ʃ e
untwiefeald	u n t w i͜y f æ͜ɑ l d
untwifeald	u n t w i f æ͜ɑ l d
untynan	u n t yː n ɑ n
unwealt	u n w æ͜ɑ l t
unweder	u n w e d e r
unwemme	u n w e m m e
unwemming	u n w e m m i n ɡ
unweorþlic	u n w e͜o r θ l iː t͡ʃ
unwindan	u n w i n d ɑ n
unwis	u n w iː s
unwislice	u n w iː s l iː t͡ʃ e
unwitod	u n w i t o d
unwittig	u n w i t t i j
unwiþmetendlic	u n w i θ m e t e n d l iː t͡ʃ
unwynsum	u n w y n s u m
unwæstmbære	u n w æ s t m b æː r e
unwæterig	u n w æ t e r i j
unþanc	u n θ ɑ n k
unþeaw	u n θ æ͜ɑː w
up	u p
upbregdan	u p b r e j d ɑ n
upcuman	u p k u m ɑ n
upcund	u p k u n d
upeard	u p æ͜ɑ r d
upengel	u p e n j e l
upflering	u p f l eː r i n ɡ
upfæreld	u p f æ r e l d
upgan	u p ɡ ɑː n
upgang	u p ɡ ɑ n ɡ
upp	u p p
uppe	u p p e
upriht	u p r i x t
uprihte	u p r i x t e
uprodor	u p r o d o r
ur	uː r
ure	uː r e
us	uː s
usc	uː s k
user	uː s e r
usic	uː s i t͡ʃ
ut	uː t
utan	uː t ɑ n
utanlandes	uː t ɑ n l ɑ n d e s
utdragan	uː t d r ɑ ɡ ɑ n
ute	uː t e
utera	uː t e r ɑ
uterra	uː t e r r ɑ
utfus	uː t f uː s
utfæreld	uː t f æ r e l d
utgan	uː t ɡ ɑː n
utgang	uː t ɡ ɑ n ɡ
utgefeoht	uː t j e f e͜o x t
utlaga	uː t l ɑ ɡ ɑ
utlenda	uː t l e n d ɑ
utlendisc	uː t l e n d i ʃ
