aa	ɑː
tarkastaa	t̪ ɑ r k ɑ s̠ t̪ ɑː ʔ
tarkastaja	t̪ ɑ r k ɑ s̠ t̪ ɑ j ɑ
tarkastaminen	t̪ ɑ r k ɑ s̠ t̪ ɑ m i n e̞ n
tarkastamo	t̪ ɑ r k ɑ s̠ t̪ ɑ m o̞
tarkasteleminen	t̪ ɑ r k ɑ s̠ t̪ e̞ l e̞ m i n e̞ n
tarkastelu	t̪ ɑ r k ɑ s̠ t̪ e̞ l u
tarkastus	t̪ ɑ r k ɑ s̠ t̪ u s̠
tarkastusalus	t̪ ɑ r k ɑ s̠ t̪ u s̠ ɑ l u s̠
tarkastusleima	t̪ ɑ r k ɑ s̠ t̪ u s̠ l e̞ i̯ m ɑ
tarkastusmerkki	t̪ ɑ r k ɑ s̠ t̪ u s̠ m e̞ r kː i
tarkastuttaa	t̪ ɑ r k ɑ s̠ t̪ u t̪ː ɑː ʔ
tarkata	t̪ ɑ r k ɑ t̪ ɑ ʔ
tarke	t̪ ɑ r k e̞ ʔ
tarkeneminen	t̪ ɑ r k e̞ n e̞ m i n e̞ n
tarkennin	t̪ ɑ r k e̞ nː i n
tarkennus	t̪ ɑ r k e̞ nː u s̠
tarkentaa	t̪ ɑ r k e̞ n̪ t̪ ɑː ʔ
tarkentua	t̪ ɑ r k e̞ n t̪ u ɑ ʔ
tarketa	t̪ ɑ r k e̞ t̪ ɑ ʔ
tarkistaa	t̪ ɑ r k i s̠ t̪ ɑː ʔ
tarkistaja	t̪ ɑ r k i s̠ t̪ ɑ j ɑ
tarkistaminen	t̪ ɑ r k i s̠ t̪ ɑ m i n e̞ n
tarkiste	t̪ ɑ r k i s̠ t̪ e̞ ʔ
tarkistin	t̪ ɑ r k i s̠ t̪ i n
tarkistusmerkki	t̪ ɑ r k i s̠ t̪ u s̠ m e̞ r kː i
tarkistuspiste	t̪ ɑ r k i s̠ t̪ u s̠ p i s̠ t̪ e̞ ʔ
tarkistusvedos	t̪ ɑ r k i s̠ t̪ u s̠ ʋ e̞ d o̞ s̠
tarkistuttaa	t̪ ɑ r k i s̠ t̪ u t̪ː ɑː ʔ
tarkka	t̪ ɑ r kː ɑ
tarkkaaja	t̪ ɑ r kː ɑː j ɑ
tarkkaamaton	t̪ ɑ r kː ɑː m ɑ t̪ o̞ n
tarkkaamattomasti	t̪ ɑ r kː ɑː m ɑ t̪ː o̞ m ɑ s̠ t̪ i ʔ
tarkkaamattomuus	t̪ ɑ r kː ɑː m ɑ t̪ː o̞ m uː s̠
tarkkaamo	t̪ ɑ r kː ɑː m o̞
tarkkaava	t̪ ɑ r kː ɑː ʋ ɑ
tarkkaavaisesti	t̪ ɑ r kː ɑː ʋ ɑ i̯ s̠ e̞ s̠ t̪ i ʔ
tarkkaavaisuus	t̪ ɑ r kː ɑː ʋ ɑ i̯ s̠ uː s̠
tarkkaavasti	t̪ ɑ r kː ɑː ʋ ɑ s̠ t̪ i ʔ
tarkkaavuus	t̪ ɑ r kː ɑː ʋ uː s̠
tarkkaileminen	t̪ ɑ r kː ɑ i̯ l e̞ m i n e̞ n
tarkkailija	t̪ ɑ r kː ɑ i̯ l i j ɑ
tarkkailuasema	t̪ ɑ r kː ɑ i̯ l u ɑ s̠ e̞ m ɑ
tarkkakatseinen	t̪ ɑ r kː ɑ k ɑ t s̠ e̞ i̯ n e̞ n
tarkkakorvainen	t̪ ɑ r kː ɑ k o̞ r ʋ ɑ i̯ n e̞ n
tarkkakuuloinen	t̪ ɑ r kː ɑ k uː l o̞ i̯ n e̞ n
tarkkakätinen	t̪ ɑ r kː ɑ k æ t̪ i n e̞ n
tarkkakätisesti	t̪ ɑ r kː ɑ k æ t̪ i s̠ e̞ s̠ t̪ i ʔ
tarkkakätisyys	t̪ ɑ r kː ɑ k æ t̪ i s̠ yː s̠
tarkkakäyntinen	t̪ ɑ r kː ɑ k æ y̯ n̪ t̪ i n e̞ n
tarkkamittainen	t̪ ɑ r kː ɑ m i t̪ː ɑ i̯ n e̞ n
tarkkamuistinen	t̪ ɑ r kː ɑ m u i̯ s̠ t̪ i n e̞ n
tarkkanäköisesti	t̪ ɑ r kː ɑ n æ k ø̞ i̯ s̠ e̞ s̠ t̪ i ʔ
tarkkanäköisyys	t̪ ɑ r kː ɑ n æ k ø̞ i̯ s̠ yː s̠
tarkkarajainen	t̪ ɑ r kː ɑ r ɑ j ɑ i̯ n e̞ n
tarkkarajaisuus	t̪ ɑ r kː ɑ r ɑ j ɑ i̯ s̠ uː s̠
tarkkasilmäinen	t̪ ɑ r kː ɑ s̠ i l m æ i̯ n e̞ n
tarkkasilmäisesti	t̪ ɑ r kː ɑ s̠ i l m æ i̯ s̠ e̞ s̠ t̪ i ʔ
tarkkasilmäisyys	t̪ ɑ r kː ɑ s̠ i l m æ i̯ s̠ yː s̠
tarkkavainuinen	t̪ ɑ r kː ɑ ʋ ɑ i̯ n u i̯ n e̞ n
tarkkuus	t̪ ɑ r kː uː s̠
tarkkuusluokka	t̪ ɑ r kː uː s̠ l u o̞̯ kː ɑ
tarkkuustyö	t̪ ɑ r kː uː s̠ t̪ y ø̞̯
tarkkuuttaa	t̪ ɑ r kː uː t̪ː ɑː ʔ
tarkoite	t̪ ɑ r k o̞ i̯ t̪ e̞ ʔ
tarkoittaa	t̪ ɑ r k o̞ i̯ t̪ː ɑː
tarkoittaa	t̪ ɑ r k o̞ i̯ t̪ː ɑː ʔ
tarkoittaminen	t̪ ɑ r k o̞ i̯ t̪ t̪ ɑ m i n e̞ n
tarkoituksella	t̪ ɑ r k o̞ i̯ t̪ u k s̠ e̞ lː ɑ
tarkoituksellisuus	t̪ ɑ r k o̞ i̯ t̪ u k s̠ e̞ l l i s̠ uː s̠
tarkoituksenmukaisesti	t̪ ɑ r k o̞ i̯ t̪ u k s̠ e̞ mː u k ɑ i̯ s̠ e̞ s̠ t̪ i ʔ
tarkoituksenmukaistaa	t̪ ɑ r k o̞ i̯ t̪ u k s̠ e̞ m m u k ɑ i s̠ t̪ ɑː ʔ
tarkoituksenmukaistua	t̪ ɑ r k o̞ i̯ t̪ u k s̠ e̞ m m u k ɑ i s̠ t̪ u ɑ ʔ
tarkoituksenmukaisuus	t̪ ɑ r k o̞ i̯ t̪ u k s̠ e̞ m m u k ɑ i s̠ uː s̠
tarkoitukseton	t̪ ɑ r k o̞ i̯ t̪ u k s̠ e̞ t̪ o̞ n
tarkoituksettomasti	t̪ ɑ r k o̞ i̯ t̪ u k s̠ e̞ t̪ː o̞ m ɑ s̠ t̪ i ʔ
tarkoituksettomuus	t̪ ɑ r k o̞ i̯ t̪ u k s̠ e̞ t̪ t̪ o̞ m uː s̠
tarkoitushakuinen	t̪ ɑ r k o̞ i̯ t̪ u s̠ h ɑ k u i̯ n e̞ n
tarkoitushakuisesti	t̪ ɑ r k o̞ i̯ t̪ u s̠ h ɑ k u i̯ s̠ e̞ s̠ t̪ i ʔ
tarkoitushakuisuus	t̪ ɑ r k o̞ i̯ t̪ u s̠ h ɑ k u i̯ s̠ uː s̠
tarkoitusperä	t̪ ɑ r k o̞ i̯ t̪ u s̠ p e̞ r æ
tarkoitusperäinen	t̪ ɑ r k o̞ i̯ t̪ u s̠ p e̞ r æ i̯ n e̞ n
tarkoitusperäisyys	t̪ ɑ r k o̞ i̯ t̪ u s̠ p e̞ r æ i̯ s̠ yː s̠
tarmo	t̪ ɑ r m o̞
tarmokkaasti	t̪ ɑ r m o̞ k k ɑː s̠ t̪ i ʔ
tarmokkuus	t̪ ɑ r m o̞ kː uː s̠
tarmoton	t̪ ɑ r m o̞ t̪ o̞ n
tarpeenmukainen	t̪ ɑ r p e̞ː m m u k ɑ i̯ n e̞ n
tarpeessa	t̪ ɑ r p e̞ː s̠ː ɑ
tarpeeton	t̪ ɑ r p e̞ː t̪ o̞ n
tarpeettomasti	t̪ ɑ r p e̞ː t̪ː o̞ m ɑ s̠ t̪ i ʔ
tarpeettomuus	t̪ ɑ r p e̞ː t̪ t̪ o̞ m uː s̠
tarpeisto	t̪ ɑ r p e̞ i̯ s̠ t̪ o̞
tarpoa	t̪ ɑ r p o̞ ɑ ʔ
tarra	t̪ ɑ rː ɑ
tarraaminen	t̪ ɑ rː ɑː m i n e̞ n
tarrain	t̪ ɑ rː ɑ i̯ n
tarrakiinnitteinen	t̪ ɑ rː ɑ k iː nː i t̪ t̪ e̞ i̯ n e̞ n
tarranauha	t̪ ɑ rː ɑ n ɑ u̯ ɦ ɑ
tarrata	t̪ ɑ rː ɑ t̪ ɑ ʔ
tartaani	t̪ ɑ r t̪ ɑː n i
tartaripihvi	t̪ ɑ r t̪ ɑ r i p i ç ʋ i
tartarpihvi	t̪ ɑ r t̪ ɑ r p i ç ʋ i
tarteletti	t̪ ɑ r t̪ e̞ l e̞ t̪ː i
tartraatti	t̪ ɑ r t̪ r ɑː t̪ː i
tartto	t̪ ɑ r t̪ː o̞
tarttua	t̪ ɑ r t̪ː u ɑ ʔ
tarttuma	t̪ ɑ r t̪ː u m ɑ
tarttuminen	t̪ ɑ r t̪ː u m i n e̞ n
tartunnanlevittäjä	t̪ ɑ r t̪ u nː ɑ n l e̞ ʋ i t̪ t̪ æ j æ
tartunta	t̪ ɑ r t̪ u n̪ t̪ ɑ
tartuntaketju	t̪ ɑ r t̪ u n̪ t̪ ɑ k e̞ t̪ j u
tartuntatauti	t̪ ɑ r t̪ u n̪ t̪ ɑ t̪ ɑ u̯ t̪ i
tartuttaa	t̪ ɑ r t̪ u t̪ː ɑː ʔ
tartuttaminen	t̪ ɑ r t̪ u t̪ t̪ ɑ m i n e̞ n
taru	t̪ ɑ r u
taruaihe	t̪ ɑ r u ɑ i̯ ɦ e̞ ʔ
taruaiheinen	t̪ ɑ r u ɑ i̯ ɦ e̞ i̯ n e̞ n
taruhenkilö	t̪ ɑ r u h e̞ ŋ k i l ø̞
tarunhohteinen	t̪ ɑ r u n h o̞ h t̪ e̞ i̯ n e̞ n
tarunomainen	t̪ ɑ r u n o̞ m ɑ i̯ n e̞ n
tarunomaisesti	t̪ ɑ r u n o̞ m ɑ i̯ s̠ e̞ s̠ t̪ i ʔ
tarunomaisuus	t̪ ɑ r u n o̞ m ɑ i̯ s̠ uː s̠
tarvas	t̪ ɑ r ʋ ɑ s̠
tarve	t̪ ɑ r ʋ e̞ ʔ
tarveaine	t̪ ɑ r ʋ e̞ ʔ ɑ i̯ n e̞ ʔ
tarveharkintainen	t̪ ɑ r ʋ e̞ h h ɑ r k i n t̪ ɑ i̯ n e̞ n
tarvike	t̪ ɑ r ʋ i k e̞ ʔ
tarvikkeisto	t̪ ɑ r ʋ i k k e̞ i̯ s̠ t̪ o̞
tarvita	t̪ ɑ r ʋ i t̪ ɑ ʔ
tarvitseminen	t̪ ɑ r ʋ i t̪ s̠ e̞ m i n e̞ n
tarvittaessa	t̪ ɑ r ʋ i t̪ː ɑ e̞ s̠ː ɑ
tarvittu	t̪ ɑ r ʋ i t̪ː u
tarvo	t̪ ɑ r ʋ o̞
tarvoin	t̪ ɑ r ʋ o̞ i̯ n
tasa	t̪ ɑ s̠ ɑ
tasaaja	t̪ ɑ s̠ ɑː j ɑ
tasaan	t̪ ɑ s̠ ɑː n
tasaannuttaa	t̪ ɑ s̠ ɑː n n u t̪ː ɑː ʔ
tasaantua	t̪ ɑ s̠ ɑː n t̪ u ɑ ʔ
tasaerä	t̪ ɑ s̠ ɑ e̞ r æ
tasaikäinen	t̪ ɑ s̠ ɑ i k æ i̯ n e̞ n
tasaikäisyys	t̪ ɑ s̠ ɑ i k æ i̯ s̠ yː s̠
tasailla	t̪ ɑ s̠ ɑ i̯ lː ɑ ʔ
tasajakauma	t̪ ɑ s̠ ɑ j ɑ k ɑ u m ɑ
tasajakoinen	t̪ ɑ s̠ ɑ j ɑ k o̞ i̯ n e̞ n
tasajakoisuus	t̪ ɑ s̠ ɑ j ɑ k o̞ i̯ s̠ uː s̠
tasajalkaa	t̪ ɑ s̠ ɑ j ɑ l k ɑː
tasajatkuinen	t̪ ɑ s̠ ɑ j ɑ t̪ k u i̯ n e̞ n
tasajatkuisesti	t̪ ɑ s̠ ɑ j ɑ t̪ k u i̯ s̠ e̞ s̠ t̪ i ʔ
tasajatkuisuus	t̪ ɑ s̠ ɑ j ɑ t̪ k u i̯ s̠ uː s̠
tasajännite	t̪ ɑ s̠ ɑ j æ nː i t̪ e̞ ʔ
tasajännitemuunnin	t̪ ɑ s̠ ɑ j æ nː i t̪ e̞ m m uː nː i n
tasakatto	t̪ ɑ s̠ ɑ k ɑ t̪ː o̞
tasakattoinen	t̪ ɑ s̠ ɑ k ɑ t̪ː o̞ i̯ n e̞ n
tasakokoinen	t̪ ɑ s̠ ɑ k o̞ k o̞ i̯ n e̞ n
tasakokoisuus	t̪ ɑ s̠ ɑ k o̞ k o̞ i̯ s̠ uː s̠
tasakoosteinen	t̪ ɑ s̠ ɑ k o̞ː s̠ t̪ e̞ i̯ n e̞ n
tasakoosteisuus	t̪ ɑ s̠ ɑ k o̞ː s̠ t̪ e̞ i̯ s̠ uː s̠
tasakorkea	t̪ ɑ s̠ ɑ k o̞ r k e̞ ɑ
tasakorkuinen	t̪ ɑ s̠ ɑ k o̞ r k u i̯ n e̞ n
tasakäpälää	t̪ ɑ s̠ ɑ k æ p æ l æː
tasakärkinen	t̪ ɑ s̠ ɑ k æ r k i n e̞ n
tasalaatuinen	t̪ ɑ s̠ ɑ l ɑː t̪ u i̯ n e̞ n
tasalaatuisuus	t̪ ɑ s̠ ɑ l ɑː t̪ u i̯ s̠ uː s̠
tasalaitainen	t̪ ɑ s̠ ɑ l ɑ i̯ t̪ ɑ i̯ n e̞ n
tasalakinen	t̪ ɑ s̠ ɑ l ɑ k i n e̞ n
tasaleveä	t̪ ɑ s̠ ɑ l e̞ ʋ e̞ æ
tasalevyinen	t̪ ɑ s̠ ɑ l e̞ ʋ y i̯ n e̞ n
tasalle	t̪ ɑ s̠ ɑ lː e̞ ʔ
tasalta	t̪ ɑ s̠ ɑ l t̪ ɑ
tasaluku	t̪ ɑ s̠ ɑ l u k u
tasalämmin	t̪ ɑ s̠ ɑ l æ mː i n
tasalämpöisyys	t̪ ɑ s̠ ɑ l æ m p ø̞ i̯ s̠ yː s̠
tasamittainen	t̪ ɑ s̠ ɑ m i t̪ː ɑ i̯ n e̞ n
tasamittaisesti	t̪ ɑ s̠ ɑ m i t̪ː ɑ i̯ s̠ e̞ s̠ t̪ i ʔ
tasamittaisuus	t̪ ɑ s̠ ɑ m i t̪ː ɑ i̯ s̠ uː s̠
tasan	t̪ ɑ s̠ ɑ n
tasanko	t̪ ɑ s̠ ɑ ŋ k o̞
tasanurkka	t̪ ɑ s̠ ɑ n u r kː ɑ
tasapaino	t̪ ɑ s̠ ɑ p ɑ i̯ n o̞
tasapainoaisti	t̪ ɑ s̠ ɑ p ɑ i̯ n o̞ ɑ i̯ s̠ t̪ i
tasapainoasema	t̪ ɑ s̠ ɑ p ɑ i̯ n o̞ ɑ s̠ e̞ m ɑ
tasapainoelin	t̪ ɑ s̠ ɑ p ɑ i̯ n o̞ e̞ l i n
tasapainoileminen	t̪ ɑ s̠ ɑ p ɑ i̯ n o̞ i̯ l e̞ m i n e̞ n
tasapainoisesti	t̪ ɑ s̠ ɑ p ɑ i̯ n o̞ i̯ s̠ e̞ s̠ t̪ i ʔ
tasapainoisuus	t̪ ɑ s̠ ɑ p ɑ i̯ n o̞ i̯ s̠ uː s̠
tasapainottomasti	t̪ ɑ s̠ ɑ p ɑ i̯ n o̞ t̪ː o̞ m ɑ s̠ t̪ i ʔ
tasapainottomuus	t̪ ɑ s̠ ɑ p ɑ i̯ n o̞ t̪ t̪ o̞ m uː s̠
tasapainottua	t̪ ɑ s̠ ɑ p ɑ i̯ n o̞ t̪ t̪ u ɑ ʔ
tasapainotuskone	t̪ ɑ s̠ ɑ p ɑ i̯ n o̞ t̪ u s̠ k o̞ n e̞ ʔ
tasapainovaaka	t̪ ɑ s̠ ɑ p ɑ i̯ n o̞ ʋ ɑː k ɑ
tasapainovakio	t̪ ɑ s̠ ɑ p ɑ i̯ n o̞ ʋ ɑ k i o̞
tasapaksu	t̪ ɑ s̠ ɑ p ɑ k s̠ u
tasapaksuinen	t̪ ɑ s̠ ɑ p ɑ k s̠ u i̯ n e̞ n
tasapaksusti	t̪ ɑ s̠ ɑ p ɑ k s̠ u s̠ t̪ i ʔ
tasapaksuus	t̪ ɑ s̠ ɑ p ɑ k s̠ uː s̠
tasaparinen	t̪ ɑ s̠ ɑ p ɑ r i n e̞ n
tasapeli	t̪ ɑ s̠ ɑ p e̞ l i
tasaperäinen	t̪ ɑ s̠ ɑ p e̞ r æ i̯ n e̞ n
tasapintainen	t̪ ɑ s̠ ɑ p i n̪ t̪ ɑ i̯ n e̞ n
tasapintaisuus	t̪ ɑ s̠ ɑ p i n̪ t̪ ɑ i̯ s̠ uː s̠
tasapisteet	t̪ ɑ s̠ ɑ p i s̠ t̪ e̞ː t̪
tasapitkä	t̪ ɑ s̠ ɑ p i t̪ k æ
tasapituinen	t̪ ɑ s̠ ɑ p i t̪ u i̯ n e̞ n
tasapituisuus	t̪ ɑ s̠ ɑ p i t̪ u i̯ s̠ uː s̠
tasapohjainen	t̪ ɑ s̠ ɑ p o̞ x j ɑ i̯ n e̞ n
tasapoisto	t̪ ɑ s̠ ɑ p o̞ i̯ s̠ t̪ o̞
tasapuolistaa	t̪ ɑ s̠ ɑ p u o̞̯ l i s̠ t̪ ɑː ʔ
tasapuolistaminen	t̪ ɑ s̠ ɑ p u o̞̯ l i s̠ t̪ ɑ m i n e̞ n
tasapuolistua	t̪ ɑ s̠ ɑ p u o̞̯ l i s̠ t̪ u ɑ ʔ
tasapäinen	t̪ ɑ s̠ ɑ p æ i̯ n e̞ n
tasapäisesti	t̪ ɑ s̠ ɑ p æ i̯ s̠ e̞ s̠ t̪ i ʔ
tasapäistäminen	t̪ ɑ s̠ ɑ p æ i̯ s̠ t̪ æ m i n e̞ n
tasapäisyys	t̪ ɑ s̠ ɑ p æ i̯ s̠ yː s̠
tasarakeinen	t̪ ɑ s̠ ɑ r ɑ k e̞ i̯ n e̞ n
tasarakeisuus	t̪ ɑ s̠ ɑ r ɑ k e̞ i̯ s̠ uː s̠
tasarakenteinen	t̪ ɑ s̠ ɑ r ɑ k e̞ n t̪ e̞ i̯ n e̞ n
tasarakenteisuus	t̪ ɑ s̠ ɑ r ɑ k e̞ n t̪ e̞ i̯ s̠ uː s̠
tasareunainen	t̪ ɑ s̠ ɑ r e̞ u̯ n ɑ i̯ n e̞ n
tasareunaisuus	t̪ ɑ s̠ ɑ r e̞ u̯ n ɑ i̯ s̠ uː s̠
tasasoukka	t̪ ɑ s̠ ɑ s̠ o̞ u̯ kː ɑ
tasassa	t̪ ɑ s̠ ɑ s̠ː ɑ
tasasta	t̪ ɑ s̠ ɑ s̠ t̪ ɑ
tasasuhtainen	t̪ ɑ s̠ ɑ s̠ u x t̪ ɑ i̯ n e̞ n
tasasuhtaisesti	t̪ ɑ s̠ ɑ s̠ u x t̪ ɑ i̯ s̠ e̞ s̠ t̪ i ʔ
tasasuhteinen	t̪ ɑ s̠ ɑ s̠ u x t̪ e̞ i̯ n e̞ n
tasasuuntaaja	t̪ ɑ s̠ ɑ s̠ uː n̪ t̪ ɑː j ɑ
tasasähkö	t̪ ɑ s̠ ɑ s̠ æ h k ø̞
tasata	t̪ ɑ s̠ ɑ t̪ ɑ ʔ
tasatahtinen	t̪ ɑ s̠ ɑ t̪ ɑ x t̪ i n e̞ n
tasatahtisesti	t̪ ɑ s̠ ɑ t̪ ɑ x t̪ i s̠ e̞ s̠ t̪ i ʔ
tasatahtisuus	t̪ ɑ s̠ ɑ t̪ ɑ x t̪ i s̠ uː s̠
tasataltta	t̪ ɑ s̠ ɑ t̪ ɑ l t̪ː ɑ
tasatulos	t̪ ɑ s̠ ɑ t̪ u l o̞ s̠
tasatusten	t̪ ɑ s̠ ɑ t̪ u s̠ t̪ e̞ n
tasauspiste	t̪ ɑ s̠ ɑ u s̠ p i s̠ t̪ e̞ ʔ
tasauspyörästö	t̪ ɑ s̠ ɑ u s̠ p y ø̞̯ r æ s̠ t̪ ø̞
tasausvero	t̪ ɑ s̠ ɑ u s̠ ʋ e̞ r o̞
tasauttaminen	t̪ ɑ s̠ ɑ u t̪ː ɑ m i n e̞ n
tasautua	t̪ ɑ s̠ ɑ u t̪ u ɑ ʔ
tasavahva	t̪ ɑ s̠ ɑ ʋ ɑ x ʋ ɑ
tasavahvuinen	t̪ ɑ s̠ ɑ ʋ ɑ x ʋ u i̯ n e̞ n
tasavajaa	t̪ ɑ s̠ ɑ ʋ ɑ j ɑː
tasavaltainen	t̪ ɑ s̠ ɑ ʋ ɑ l t̪ ɑ i̯ n e̞ n
tasavaltaisesti	t̪ ɑ s̠ ɑ ʋ ɑ l t̪ ɑ i̯ s̠ e̞ s̠ t̪ i ʔ
tasavaltalaisuus	t̪ ɑ s̠ ɑ ʋ ɑ l t̪ ɑ l ɑ i̯ s̠ uː s̠
tasaveroinen	t̪ ɑ s̠ ɑ ʋ e̞ r o̞ i̯ n e̞ n
tasaveroisesti	t̪ ɑ s̠ ɑ ʋ e̞ r o̞ i̯ s̠ e̞ s̠ t̪ i ʔ
tasaveroisuus	t̪ ɑ s̠ ɑ ʋ e̞ r o̞ i̯ s̠ uː s̠
tasavertainen	t̪ ɑ s̠ ɑ ʋ e̞ r t̪ ɑ i̯ n e̞ n
tasavertaisesti	t̪ ɑ s̠ ɑ ʋ e̞ r t̪ ɑ i̯ s̠ e̞ s̠ t̪ i ʔ
tasavertaisuus	t̪ ɑ s̠ ɑ ʋ e̞ r t̪ ɑ i̯ s̠ uː s̠
tasavireinen	t̪ ɑ s̠ ɑ ʋ i r e̞ i̯ n e̞ n
tasavireisyys	t̪ ɑ s̠ ɑ ʋ i r e̞ i̯ s̠ yː s̠
tasaviritys	t̪ ɑ s̠ ɑ ʋ i r i t̪ y s̠
tasavoimainen	t̪ ɑ s̠ ɑ ʋ o̞ i̯ m ɑ i̯ n e̞ n
tasaväkisesti	t̪ ɑ s̠ ɑ ʋ æ k i s̠ e̞ s̠ t̪ i ʔ
tasaväkisyys	t̪ ɑ s̠ ɑ ʋ æ k i s̠ yː s̠
tasavälinen	t̪ ɑ s̠ ɑ ʋ æ l i n e̞ n
tasavälisyys	t̪ ɑ s̠ ɑ ʋ æ l i s̠ yː s̠
tase	t̪ ɑ s̠ e̞ ʔ
taskari	t̪ ɑ s̠ k ɑ r i
tasku	t̪ ɑ s̠ k u
taskukamera	t̪ ɑ s̠ k u k ɑ m e̞ r ɑ
taskukirja	t̪ ɑ s̠ k u k i r j ɑ
taskukokoinen	t̪ ɑ s̠ k u k o̞ k o̞ i̯ n e̞ n
taskupeili	t̪ ɑ s̠ k u p e̞ i̯ l i
taskupuhelu	t̪ ɑ s̠ k u p u ɦ e̞ l u
taskutietokone	t̪ ɑ s̠ k u t̪ i e̞̯ t̪ o̞ k o̞ n e̞ ʔ
taskuveitsi	t̪ ɑ s̠ k u ʋ e̞ i̯ t s̠ i
taso	t̪ ɑ s̠ o̞
tasoa	t̪ ɑ s̠ o̞ ɑ
tasoaalto	t̪ ɑ s̠ o̞ ɑː l t̪ o̞
tasoeditori	t̪ ɑ s̠ o̞ e̞ d i t̪ o̞ r i
tasoero	t̪ ɑ s̠ o̞ e̞ r o̞
tasogeometria	t̪ ɑ s̠ o̞ ɡ e̞ o̞ m e̞ t̪ r i ɑ
tasohiomakone	t̪ ɑ s̠ o̞ h i o̞ m ɑ k o̞ n e̞ ʔ
tasohöylä	t̪ ɑ s̠ o̞ h ø̞ y̯ l æ
tasoihin	t̪ ɑ s̠ o̞ i̯ ɦ i n
tasoinen	t̪ ɑ s̠ o̞ i̯ n e̞ n
tasoissa	t̪ ɑ s̠ o̞ i̯ s̠ː ɑ
tasoitella	t̪ ɑ s̠ o̞ i̯ t̪ e̞ lː ɑ ʔ
tasoitin	t̪ ɑ s̠ o̞ i̯ t̪ i n
tasoittaa	t̪ ɑ s̠ o̞ i̯ t̪ː ɑː ʔ
tasoittain	t̪ ɑ s̠ o̞ i̯ t̪ː ɑ i̯ n
tasoittainen	t̪ ɑ s̠ o̞ i̯ t̪ t̪ ɑ i̯ n e̞ n
tasoittaminen	t̪ ɑ s̠ o̞ i̯ t̪ t̪ ɑ m i n e̞ n
tasoittava	t̪ ɑ s̠ o̞ i̯ t̪ t̪ ɑ ʋ ɑ
tasoitus	t̪ ɑ s̠ o̞ i̯ t̪ u s̠
tasoitusmaali	t̪ ɑ s̠ o̞ i̯ t̪ u s̠ m ɑː l i
tasoituttaa	t̪ ɑ s̠ o̞ i̯ t̪ u t̪ː ɑː ʔ
tasokaivaus	t̪ ɑ s̠ o̞ k ɑ i̯ ʋ ɑ u s̠
tasokoe	t̪ ɑ s̠ o̞ k o̞ e̞ ʔ
tasokone	t̪ ɑ s̠ o̞ k o̞ n e̞ ʔ
tasokorotus	t̪ ɑ s̠ o̞ k o̞ r o̞ t̪ u s̠
tasokulma	t̪ ɑ s̠ o̞ k u l m ɑ
tasokurssi	t̪ ɑ s̠ o̞ k u r s̠ː i
tasokäyrä	t̪ ɑ s̠ o̞ k æ y̯ r æ
tasolasi	t̪ ɑ s̠ o̞ l ɑ s̠ i
tasoleikkaus	t̪ ɑ s̠ o̞ l e̞ i̯ kː ɑ u s̠
tasoliittymä	t̪ ɑ s̠ o̞ l iː t̪ː y m æ
tasomainen	t̪ ɑ s̠ o̞ m ɑ i̯ n e̞ n
tasonivel	t̪ ɑ s̠ o̞ n i ʋ e̞ l
tasopeili	t̪ ɑ s̠ o̞ p e̞ i̯ l i
tasopinta	t̪ ɑ s̠ o̞ p i n̪ t̪ ɑ
tasopintainen	t̪ ɑ s̠ o̞ p i n̪ t̪ ɑ i̯ n e̞ n
tasoristeys	t̪ ɑ s̠ o̞ r i s̠ t̪ e̞ y s̠
tasoryhmitys	t̪ ɑ s̠ o̞ r y ç m i t̪ y s̠
tasoryhmä	t̪ ɑ s̠ o̞ r y ç m æ
tasoskanneri	t̪ ɑ s̠ o̞ s̠ k ɑ nː e̞ r i
tasotekstiili	t̪ ɑ s̠ o̞ t̪ e̞ k s̠ t̪ iː l i
tasouttaa	t̪ ɑ s̠ o̞ u t̪ː ɑː ʔ
tasouttaminen	t̪ ɑ s̠ o̞ u t̪ː ɑ m i n e̞ n
tasoylikäytävä	t̪ ɑ s̠ o̞ y l i k æ y̯ t̪ æ ʋ æ
tassuttaa	t̪ ɑ s̠ː u t̪ː ɑː ʔ
tassutteleminen	t̪ ɑ s̠ː u t̪ t̪ e̞ l e̞ m i n e̞ n
tassuttelija	t̪ ɑ s̠ː u t̪ t̪ e̞ l i j ɑ
tataarilainen	t̪ ɑ t̪ ɑː r i l ɑ i̯ n e̞ n
tataarinkielinen	t̪ ɑ t̪ ɑː r i ŋ k i e̞̯ l i n e̞ n
tatar	t̪ ɑ t̪ ɑ r
tatarkasvi	t̪ ɑ t̪ ɑ r k ɑ s̠ ʋ i
tatarstan	t̪ ɑ t̪ ɑ r s̠ t̪ ɑ n
tattari	t̪ ɑ t̪ː ɑ r i
tattarijauho	t̪ ɑ t̪ː ɑ r i j ɑ u̯ ɦ o̞
tattaririeska	t̪ ɑ t̪ː ɑ r i r i e̞̯ s̠ k ɑ
tatti	t̪ ɑ t̪ː i
tattista	t̪ ɑ t̪ː i s̠ t̪ ɑ
tatu	t̪ ɑ t̪ u
tatuoija	t̪ ɑ t̪ u o̞ i̯ jː ɑ
tatuoittaa	t̪ ɑ t̪ u o̞ i̯ t̪ː ɑː ʔ
tau	t̪ ɑ u̯
