अ	ə
शारीरिक	ʃ ɑː ɾ iː ɾ ɪ k
शार्क	ʃ ɑː ɾ k
शाल	ʃ ɑː l
शालीन	ʃ ɑː l iː n
शावक	ʃ ɑː ʋ ə k
शाश्वत	ʃ ɑː ʃ ʋ ə t̪
शासक	ʃ ɑː s ə k
शासन	ʃ ɑː s ə n
शास्त्र	ʃ ɑː s t̪ ɾᵊ
शाहाना	ʃ ɑː ɦ ɑː n ɑː
शाही	ʃ ɑː ɦ iː
शाहीन	ʃ ɑː ɦ iː n
शिकंजा	ʃ ɪ k ə ɲ d͡ʒ ɑː
शिकंजी	ʃ ɪ k ə ɲ d͡ʒ iː
शिकम	ʃ ɪ k ə m
शिकस्त	ʃ ɪ k ə s t̪
शिकायत	ʃ ɪ k ɑː j ə t̪
शिकार	ʃ ɪ k ɑː ɾ
शिकारा	ʃ ɪ k ɑː ɾ ɑː
शिकारी	ʃ ɪ k ɑː ɾ iː
शिकोहाबाद	ʃ ɪ k oː ɦ ɑː b ɑː d̪
शिक्षण	ʃ ɪ k ʂ ə ɳ
शिक्षा	ʃ ɪ k ʂ ɑː
शिक्षाकर्मी	ʃ ɪ k ʂ ɑː k ə ɾ m iː
शिक्षामित्र	ʃ ɪ k ʂ ɑː m ɪ t̪ ɾᵊ
शिक्षार्थी	ʃ ɪ k ʂ ɑː ɾ t̪ʰ iː
शिक्षाविद्	ʃ ɪ k ʂ ɑː ʋ ɪ d̪
शिक्षाशास्त्र	ʃ ɪ k ʂ ɑː ʃ ɑː s t̪ ɾᵊ
शिक्षाशास्त्री	ʃ ɪ k ʂ ɑː ʃ ɑː s t̪ ɾ iː
शिखर	ʃ ɪ kʰ ə ɾ
शिगात्से	ʃ ɪ ɡ ɑː t̪ s eː
शिथिराति	ʃ ɪ t̪ʰ ɪ ɾ ɑː t̪ iː
शिद्दत	ʃ ɪ d̪ d̪ ə t̪
शिनकानसेन	ʃ ɪ n k ɑː n s eː n
शिनजियांग	ʃ ɪ n d͡ʒ iː j ɑː ŋ ɡ
शिनाख़्त	ʃ ɪ n ɑː kʰ t̪
शिनाख़्त	ʃ ɪ n ɑː x t̪
शिमला	ʃ ɪ m l ɑː
शिरोरेखा	ʃ ɪ ɾ oː ɾ eː kʰ ɑː
शिलांग	ʃ ɪ l ɑː ŋ ɡ
शिलातैल	ʃ ɪ l ɑː t̪ ɛː l
शिल्प	ʃ ɪ l p
शिल्पकार	ʃ ɪ l p k ɑː ɾ
शिल्पशाला	ʃ ɪ l p ʃ ɑː l ɑː
शिव	ʃ ɪ ʋ
शिव	ʃ ɪ ʋ ɑː
शिवलिंग	ʃ ɪ ʋ l ɪ ŋ ɡ
शिवांबु	ʃ ɪ ʋ ɑː m b uː
शिवालय	ʃ ɪ ʋ ɑː l ə j
शिविर	ʃ ɪ ʋ ɪ ɾ
शिशुशाला	ʃ ɪ ʃ ʊ ʃ ɑː l ɑː
शिश्न	ʃ ɪ ʃ nᵊ
शिश्नमुंड	ʃ ɪ ʃ n ə m ʊ ɳ ɖ
शिष्ट	ʃ ɪ ʂ ʈ
शिष्य	ʃ ɪ ʂ jᵊ
शीघ्रता	ʃ iː ɡʱ ɾ ə t̪ ɑː
शीत	ʃ iː t̪
शीर	ʃ iː ɾ
शीरी	ʃ iː ɾ iː
शीर्ष	ʃ iː ɾ ʂ
शीर्षक	ʃ iː ɾ ʂ ə k
शीर्षासन	ʃ iː ɾ ʂ ɑː s ə n
शीशा	ʃ iː ʃ ɑː
शुक्र	ʃ ʊ k ə ɾ
शुक्र	ʃ ʊ k ɾ
शुक्र	ʃ ʊ k ɾᵊ
शुक्रगुज़ार	ʃ ʊ k ɾ ə ɡ ʊ d͡ʒ ɑː ɾ
शुक्रगुज़ार	ʃ ʊ k ɾ ə ɡ ʊ z ɑː ɾ
शुक्रवार	ʃ ʊ k ɾ ə ʋ ɑː ɾ
शुक्राणु	ʃ ʊ k ɾ ɑː ɳ uː
शुक्रिया	ʃ ʊ k ɾ iː j ɑː
शुतुर	ʃ ʊ t̪ ʊ ɾ
शुतुरमुर्ग़	ʃ ʊ t̪ ʊ ɾ m ʊ ɾ ɡ
शुतुरमुर्ग़	ʃ ʊ t̪ ʊ ɾ m ʊ ɾ ɣ
शुद्ध	ʃ ʊ d̪ d̪ʱ
शुद्धगतिकी	ʃ ʊ d̪ d̪ʱ ə ɡ t̪ ɪ k iː
शुभकामना	ʃ ʊ bʱ k ɑː m n ɑː
शुभेच्छु	ʃ ʊ bʱ eː t͡ʃ t͡ʃʰ uː
शुरु	ʃ ʊ ɾ uː
शुरुआत	ʃ ʊ ɾ ʊ ɑː t̪
शुरुआत	ʃ ʊ ɾ ʋ ɑː t̪
शुरुआती	ʃ ʊ ɾ ʊ ɑː t̪ iː
शुरू	ʃ ʊ ɾ uː
शुल्क	ʃ ʊ l k
शुष्क	ʃ ʊ ʂ k
शू	ʃ uː
शूटिंग	ʃ uː ʈ ɪ ŋ ɡ
शून्य	ʃ uː n j ə
शूर	ʃ uː ɾ
शूरसेन	ʃ uː ɾ s eː n
शृंखला	ʃ ɾ ɪ ŋ kʰ l ɑː
शेख़ी	ʃ eː kʰ iː
शेख़ी	ʃ eː x iː
शेख़ूपुरा	ʃ eː kʰ uː p ʊ ɾ ɑː
शेख़ूपुरा	ʃ eː x uː p ʊ ɾ ɑː
शेर	ʃ eː ɾ
शेरनी	ʃ eː ɾ n iː
शेष	ʃ eː ʂ
शैतान	ʃ ɛː t̪ ɑː n
शैली	ʃ ɛː l iː
शैवाल	ʃ ɛː ʋ ɑː l
शो	ʃ oː
शोक	ʃ oː k
शोथ	ʃ oː t̪ʰ
शोध	ʃ oː d̪ʱ
शोधना	ʃ oː d̪ʱ n ɑː
शोर	ʃ oː ɾ
शोला	ʃ oː l ɑː
शोषण	ʃ oː ʂ ə ɳ
शोषित	ʃ oː ʂ ɪ t̪
शोहरत	ʃ oːʱ ɾ ə t̪
शौकत	ʃ ɔː k ə t̪
शौक़ीन	ʃ ɔː k iː n
शौक़ीन	ʃ ɔː q iː n
शौच	ʃ ɔː t͡ʃ
शौरसेनी	ʃ ɔː ɾ s eː n iː
शौर्य	ʃ ɔː ɾ jᵊ
शौहर	ʃ ɔː ɦ ə ɾ
श्मशान	ʃ m ə ʃ ɑː n
श्याम	ʃ j ɑː m
श्यामदेश	ʃ j ɑː m d̪ eː ʃ
श्रद्धालु	ʃ ɾ ə d̪ d̪ʱ ɑː l uː
श्रद्धेय	ʃ ɾ ə d̪ d̪ʱ eː jᵊ
श्रमण	ʃ ɾ ə m ə ɳ
श्रमिक	ʃ ɾ ə m ɪ k
श्री	ʃ ɾ iː
श्रीकाकुलम	ʃ ɾ iː k ɑː k ʊ l ə m
श्रीनगर	ʃ ɾ iː n ə ɡ ə ɾ
श्रीफल	ʃ ɾ iː pʰ ə l
श्रीलंका	ʃ ɾ iː l ə ŋ k ɑː
श्रुति	ʃ ɾ ʊ t̪ iː
श्रेणी	ʃ ɾ eː ɳ iː
श्रेणीबद्ध	ʃ ɾ eː ɳ iː b ə d̪ d̪ʱ
श्रेष्ठ	ʃ ɾ eː ʂ ʈʰ
श्रोतव्य	ʃ ɾ oː t̪ ə ʋ jᵊ
श्रोता	ʃ ɾ oː t̪ ɑː
श्लोक	ʃ l oː k
श्वान	ʃ ʋ ɑː n
श्वित्र	ʃ ʋ ɪ t̪ ɾᵊ
श्वेतप्रदर	ʃ ʋ eː t̪ p ɾ ə d̪ ə ɾ
ष	ʂ ə
षट्कोण	ʂ ə ʈ k oː ɳ
षड्यंत्र	ʂ ə ɖ j ə n t̪ ɾᵊ
षड्यंत्र	ʂ ə ɽ j ə n t̪ ɾᵊ
षष्ठी	ʂ ə ʂ ʈʰ iː
ष़	ɭ ə
स	s ə
संकट	s ə ŋ k ə ʈ
संकलक	s ə ŋ k ə l ə k
संकलन	s ə ŋ k ə l ə n
संकल्प	s ə ŋ k ə l p
संकल्पना	s ə ŋ k ə l p ə n ɑː
संकेत	s ə ŋ k eː t̪
संकोच	s ə ŋ k oː t͡ʃ
संक्रमण	s ə ŋ k ɾ ə m ə ɳ
संक्रमित	s ə ŋ k ɾ ə m ɪ t̪
संक्रांति	s ə ŋ k ɾ ɑː n t̪ iː
संक्रामक	s ə ŋ k ɾ ɑː m ə k
संक्षिप्त	s ə ŋ k ʂ ɪ p t̪
संख्या	s ə ŋ kʰ j ɑː
संग	s ə ŋ ɡ
संगठन	s ə ŋ ɡ ə ʈʰ ə n
संगठनात्मक	s ə ŋ ɡ ə ʈʰ ə n ɑː t̪ m ə k
संगणक	s ə ŋ ɡ ə ɳ ə k
संगम	s ə ŋ ɡ ə m
संगमरमर	s ə ŋ ɡ m ə ɾ m ə ɾ
संगीत	s ə ŋ ɡ iː t̪
संगीन	s ə ŋ ɡ iː n
संग्रह	s ə ŋ ɡ ɾ əʱ
संग्रहालय	s ə ŋ ɡ ɾ ə ɦ ɑː l ə j
संग्राम	s ə ŋ ɡ ɾ ɑː m
संघ	s ə ŋ ɡʱ
संघीय	s ə ŋ ɡʱ iː jᵊ
संचयन	s ə̃ t͡ʃ ə j ə n
संचार	s ə ɲ t͡ʃ ɑː ɾ
संजाल	s ə ɲ d͡ʒ ɑː l
संज्ञा	s ə ɲ ɡ j ɑː
संडास	s ə ɳ ɖ ɑː s
संत	s ə n t̪
संतरा	s ə n t̪ ɾ ɑː
संतान	s ə n t̪ ɑː n
संतुलित	s ə n t̪ ʊ l ɪ t̪
संतोषी	s ə n t̪ oː ʂ iː
संदर्भ	s ə n d̪ ə ɾ bʱ
संदल	s ə n d̪ ə l
संदिग्ध	s ə n d̪ ɪ ɡ d̪ʱ
संदूक़	s ə n d̪ uː k
संदूक़	s ə n d̪ uː q
संदूषण	s ə n d̪ uː ʂ ə ɳ
संदेश	s ə n d̪ eː ʃ
संदेह	s ə n d̪ eːʱ
संध्या	s ə n d̪ʱ j ɑː
संन्यास	s ə n n j ɑː s
संन्यासी	s ə n n j ɑː s iː
संपत्ति	s ə m p ə t̪ t̪ iː
संपदा	s ə m p ə d̪ ɑː
संपर्क	s ə m p ə ɾ k
संपादकीय	s ə m p ɑː d̪ ə k iː jᵊ
संपूर्ण	s ə m p uː ɾ ɳ
संपूर्णता	s ə m p uː ɾ ɳ t̪ ɑː
संप्रति	s ə m p ɾ ə t̪ iː
संप्रदाय	s ə m p ɾ ə d̪ ɑː j
संप्रभु	s ə m p ɾ ə bʱ uː
संप्रभुता	s ə m p ɾ ə bʱ ʊ t̪ ɑː
संबंध	s ə m b ə n d̪ʱ
संबंधी	s ə m b ə n d̪ʱ iː
संबोधित	s ə m b oː d̪ʱ ɪ t̪
संभव	s ə̃ m bʱ ə ʋ
संभालना	s ə m bʱ ɑː l n ɑː
संभावना	s ə m bʱ ɑː ʋ n ɑː
संभोग	s ə m bʱ oː ɡ
संयंत्र	s ə̃ j ə n t̪ ɾᵊ
संयम	s ə̃ j ə m
संयुक्त	s ə̃ j ʊ k t̪
संयोग	s ə̃ j oː ɡ
संयोगवश	s ə̃ j oː ɡ ʋ ə ʃ
संयोजक	s ə̃ j oː d͡ʒ ə k
संयोजकता	s ə̃ j oː d͡ʒ ə k t̪ ɑː
संरक्षण	s ə n ɾ ə k ʂ ə ɳ
संरक्षणवाद	s ə n ɾ ə k ʂ ə ɳ ʋ ɑː d̪
संरक्षित	s ə n ɾ ə k ʂ ɪ t̪
संरचना	s ə n ɾ ə t͡ʃ n ɑː
संरचनात्मक	s ə n ɾ ə t͡ʃ n ɑː t̪ m ə k
संलयन	s ə n l ə j ə n
संवाद	s ə m ʋ ɑː d̪
संवाददाता	s ə m ʋ ɑː d̪ d̪ ɑː t̪ ɑː
संवाहिका	s ə̃ ʋ ɑː ɦ ɪ k ɑː
संवेग	s ə̃ ʋ eː ɡ
संवेदनशील	s ə m ʋ eː d̪ ə n ʃ iː l
संवेदना	s ə̃ m ʋ eː d̪ n̪ aː
संवैधानिक	s ə m ʋ ɛː d̪ʱ ɑː n ɪ k
संशोधन	s ə n ʃ oː d̪ʱ ə n
संशोधित	s ə n ʃ oː d̪ʱ ɪ t̪
संश्लिष्ट	s ə n ʃ l ɪ ʂ ʈ
संसद	s ə n s ə d̪
संसदीय	s ə n s ə d̪ iː j
संसाधन	s ə n s ɑː d̪ʱ ə n
संसार	s ə n s ɑː ɾ
संसिद्धि	s ə n s ɪ d̪ d̪ʱ iː
संस्कारी	s ə n s k ɑː ɾ iː
संस्कृत	s ə n s k ɾ ɪ t̪
संस्कृति	s ə n s k ɾ ɪ t̪ iː
संस्थान	s ə n s t̪ʰ ɑː n
संस्थापक	s ə n s t̪ʰ ɑː p ə k
संहार	s ə ŋ ɦ ɑː ɾ
संहार	s ə̃ ɦ ɑː ɾ
संहिता	s ə̃ ɦ ɪ t̪ ɑː
सकत	s ə k ə t̪
सकता	s ə k t̪ ɑː
सकना	s ə k n ɑː
सकर्मक	s ə k ə ɾ m ə k
सकल	s ə k ə l
सकार	s ə k ɑː ɾ
सक्रिय	s ə k ɾ ɪ j
सक्षम	s ə k ʂ ə m
सक्सेना	s ə k s eː n ɑː
सख़्ती	s ə kʰ t̪ iː
सख़्ती	s ə x t̪ iː
सखा	s ə kʰ ɑː
सख्खर	s ə kʰ kʰ ə ɾ
सगाई	s ə ɡ ɑː iː
सघन	s ə ɡʱ ə n
सघोष	s ə ɡʱ oː ʂ
सचमुच	s ə t͡ʃ m ʊ t͡ʃ
सचित्र	s ə t͡ʃ ɪ t̪ ɾᵊ
सचिव	s ə t͡ʃ ɪ ʋ
सच्चरित्र	s ə t͡ʃ t͡ʃ ə ɾ ɪ t̪ ɾᵊ
सच्चा	s ə t͡ʃ t͡ʃ ɑː
सजल	s ə d͡ʒ ə l
सज़ा	s ə d͡ʒ ɑː
सज़ा	s ə z ɑː
सजाना	s ə d͡ʒ ɑː n ɑː
सजावट	s ə d͡ʒ ɑː ʋ ə ʈ
सजावटी	s ə d͡ʒ ɑː ʋ ʈ iː
सजीवता	s ə d͡ʒ iː ʋ t̪ ɑː
सज्जन	s ə d͡ʒ d͡ʒ ə n
सज्जा	s ə d͡ʒ d͡ʒ ɑː
सटकना	s ə ʈ ə k n ɑː
सटीक	s ə ʈ iː k
सट्टा	s ə ʈ ʈ ɑː
सट्टेबाज़	s ə ʈ ʈ eː b ɑː d͡ʒ
सट्टेबाज़	s ə ʈ ʈ eː b ɑː z
सड़क	s ə ɽ ə k
सड़कछाप	s ə ɽ ə k t͡ʃʰ ɑː p
सड़सठ	s ə ɽ s ə ʈʰ
सड़ियल	s ə ɽ iː j ə l
सतलुज	s ə t̪ l ʊ d͡ʒ
सतह	s ə t̪ əʱ
सतहत्तर	s ə t̪ʰ ə t̪ t̪ ə ɾ
सताना	s ə t̪ ɑː n ɑː
सत्तर	s ə t̪ t̪ ə ɾ
सत्ता	s ə t̪ t̪ ɑː
सत्ताईस	s ə t̪ t̪ ɑː iː s
सत्तानवे	s ə t̪ t̪ ɑː n ʋ eː
सत्तारूढ़	s ə t̪ t̪ ɑː ɾ uː ɽʱ
सत्तावन	s ə t̪ t̪ ɑː ʋ ə n
सत्तावाद	s ə t̪ t̪ ɑː ʋ ɑː d̪
सत्तासी	s ə t̪ t̪ ɑː s iː
सत्य	s ə t̪ jᵊ
सत्याग्रह	s ə t̪ j ɑː ɡ ɾ əʱ
सत्यापन	s ə t̪ j ɑː p ə n
सत्यापनों	s ə t̪ j ɑː p n õː
सत्रह	s ə t̪ ɾ əʱ
सत्वर	s ə t̪ ʋ ə ɾ
सदन	s ə d̪ ə n
सदमा	s ə d̪ m ɑː
सदरी	s ə d̪ ɾ iː
सदाबहार	s ə d̪ ɑː b ə ɦ ɑː ɾ
सदिश	s ə d̪ ɪ ʃ
सदैव	s ə d̪ ɛː ʋ
सद्भावना	s ə d̪ bʱ ɑː ʋ n ɑː
सधुक्कड़ी	s ə d̪ʱ ʊ k k ə ɽ iː
सनसनी	s ə n s ə n iː
सनसनीख़ेज़	s ə n s ə n iː kʰ eː d͡ʒ
सनसनीख़ेज़	s ə n s ə n iː x eː z
सन्	s ə n
सन्देह	s ə n d̪ eːʱ
सन्नाटा	s ə n n ɑː ʈ ɑː
सन्निकट	s ə n n ɪ k ə ʈ
सन्निकटन	s ə n n ɪ k ə ʈ ə n
सपूत	s ə p uː t̪
सप्तक	s ə p t̪ ə k
सप्ताह	s ə p t̪ ɑːʱ
सप्ताहांत	s ə p t̪ ɑː ɦ ɑː n t̪
सफ़र	s ə f ə ɾ
सफ़र	s ə pʰ ə ɾ
सफ़रनामा	s ə f ə ɾ n ɑː m ɑː
सफ़रनामा	s ə pʰ ə ɾ n ɑː m ɑː
सफ़ेद	s ə f eː d̪
सफ़ेद	s ə pʰ eː d̪
सब	s ə b
सबब	s ə b ə b
सबील	s ə b iː l
सबूत	s ə b uː t̪
सब्ज़ी	s ə b d͡ʒ iː
सब्ज़ी	s ə b z iː
सब्ज़ीमंडी	s ə b d͡ʒ iː m ə ɳ ɖ iː
सब्ज़ीमंडी	s ə b z iː m ə ɳ ɖ iː
सब्र	s ə b ə ɾ
सब्र	s ə b ɾ
सभा	s ə bʱ ɑː
सम	s ə m
समकालीन	s ə m k ɑː l iː n
समकोण	s ə m k oː ɳ
समक्ष	s ə m ə k ʂ
समझना	s ə m ə d͡ʒʱ n ɑː
समझाना	s ə m d͡ʒʱ ɑː n ɑː
समझौता	s ə m d͡ʒʱ ɔː t̪ ɑː
समतल	s ə m t̪ ə l
समधी	s ə m d̪ʱ iː
समन्दर	s ə m ə n d̪ ə ɾ
समन्वय	s ə m ə n ʋ ə j
समबाहु	s ə m b ɑː ɦ uː
सममिति	s ə m m ɪ t̪ iː
समय	s ə m ə j
समयसारणी	s ə m ə j s ɑː ɾ ɳ iː
समयानुसार	s ə m j ɑː n ʊ s ɑː ɾ
समरूप	s ə m ɾ uː p
समर्थ	s ə m ə ɾ t̪ʰ
समर्थक	s ə m ə ɾ t̪ʰ ə k
समर्थन	s ə m ə ɾ t̪ʰ ə n
समर्पण	s ə m ə ɾ p ə ɳ
समष्टि	s ə m ə ʂ ʈ iː
समसामयिक	s ə m s ɑː m j ɪ k
समाकलन	s ə m ɑː k l ə n
समाचार	s ə m ɑː t͡ʃ ɑː ɾ
समाज	s ə m ɑː d͡ʒ
समाजवाद	s ə m ɑː d͡ʒ ʋ ɑː d̪
समाजवादी	s ə m ɑː d͡ʒ ʋ ɑː d̪ iː
समाजसेवा	s ə m ɑː d͡ʒ s eː ʋ ɑː
समाधान	s ə m ɑː d̪ʱ ɑː n
समाधि	s ə m ɑː d̪ʱ iː
समाना	s ə m ɑː n ɑː
समापन	s ə m ɑː p ə n
समायोजन	s ə m ɑː j oː d͡ʒ ə n
समायोजित	s ə m ɑː j oː d͡ʒ ɪ t̪
समारोह	s ə m ɑː ɾ oːʱ
समालोचना	s ə m ɑː l oː t͡ʃ n ɑː
समावेश	s ə m ɑː ʋ eː ʃ
समिट	s ə m ɪ ʈ
समिति	s ə m ɪ t̪ iː
समीक्षा	s ə m iː k ʂ ɑː
समीप	s ə m iː p
समीर	s ə m iː ɾ
समुच्चय	s ə m ʊ t͡ʃ t͡ʃ ə j
समुच्चयबोधक	s ə m ʊ t͡ʃ t͡ʃ ə j b oː d̪ʱ ə k
समूहन	s ə m uː ɦ ə n
समृद्धिकरण	s ə m ɾ ɪ d̪ d̪ʱ ɪ k ə ɾ ə ɳ
समेटना	s ə m eː ʈ n ɑː
समेत	s ə m eː t̪
समोसा	s ə m oː s ɑː
सम्पादक	s ə m p ɑː d̪ ə k
सम्बन्धी	s ə m b ə n d̪ʱ iː
सम्मति	s ə m m ə t̪ iː
सम्मानजनक	s ə m m ɑː n d͡ʒ ə n ə k
सम्मिलन	s ə m m ɪ l ə n
सम्मिलित	s ə m m ɪ l ɪ t̪
सम्मिश्रण	s ə m m ɪ ʃ ɾ ə ɳ
सम्मेलन	s ə m m eː l ə n
सम्यक्	s ə m j ə k
सम्राज्ञी	s ə m ɾ ɑː ɡ j iː
सम्राट	s ə m ɾ ɑː ʈ
सयाना	s ə j ɑː n ɑː
सय्याद	s ə j j ɑː d̪
सर	s ə ɾ
सरंजाम	s ə ɾ ə ɲ d͡ʒ ɑː m
सरकंडा	s ə ɾ k ə ɳ ɖ ɑː
सरकार	s ə ɾ k ɑː ɾ
सरगोधा	s ə ɾ ɡ oː d̪ʱ ɑː
सरद	s ə ɾ ə d̪
सरदी	s ə ɾ d̪ iː
सरपंच	s ə ɾ p ə ɲ t͡ʃ
सरफ़रोश	s ə ɾ f ə ɾ oː ʃ
सरफ़रोश	s ə ɾ pʰ ə ɾ oː ʃ
सरल	s ə ɾ ə l
सरलीकृत	s ə ɾ l iː k ɾ ɪ t̪
सरसठ	s ə ɾ s ə ʈʰ
सरसों	s ə ɾ s õː
सरस्वती	s ə ɾ ə s ʋ ə t̪ iː
सरहद	s ə ɾ ɦ ə d̪
सरहदी	s ə ɾ ɦ ə d̪ iː
सराफ़ा	s ə ɾ ɑː f ɑː
सराफ़ा	s ə ɾ ɑː pʰ ɑː
सराबोर	s ə ɾ ɑː b oː ɾ
सराय	s ə ɾ ɑː j
सराहना	s ə ɾ ɑːʱ n ɑː
सरी	s ə ɾ iː
सरीखा	s ə ɾ iː kʰ ɑː
सरीसृप	s ə ɾ iː s ɾ ɪ p
सरूर	s ə ɾ uː ɾ
सरेआम	s ə ɾ eː ɑː m
सरोद	s ə ɾ oː d̪
सरोरुह	s ə ɾ oː ɾ uːʱ
सर्किल	s ə ɾ k ɪ l
सर्जन	s ə ɾ d͡ʒ ə n
सर्द	s ə ɾ d̪
सर्दी	s ə ɾ d̪ iː
सर्प	s ə ɾ p
सर्पिल	s ə ɾ p ɪ l
सर्ब	s ə ɾ b
सर्बिया	s ə ɾ b iː j ɑː
सर्वत्र	s ə ɾ ʋ ə t̪ ɾᵊ
सर्वथा	s ə ɾ ʋ ə t̪ʰ ɑː
सर्वथा	s ə ɾ ʋᵊ t̪ʰ ɑː
सर्वदलीय	s ə ɾ ʋ d̪ ə l iː jᵊ
सर्वनाम	s ə ɾ ʋ ə n ɑː m
सर्वप्रथम	s ə ɾ ʋᵊ p ɾ ə t̪ʰ ə m
सर्वसम्मति	s ə ɾ ʋᵊ s ə m m ə t̪ iː
सर्वसाधारण	s ə ɾ ʋ ə s ɑː d̪ʱ ɑː ɾ ə ɳ
सर्वांगसम	s ə ɾ ʋ ɑː ŋ ɡ s ə m
सर्वाधिक	s ə ɾ ʋ ɑː d̪ʱ ɪ k
सर्विस	s ə ɾ ʋ ɪ s
सर्वेक्षण	s ə ɾ ʋ eː k ʂ ə ɳ
सर्वोच्च	s ə ɾ ʋ oː t͡ʃ t͡ʃ
सर्वोदय	s ə ɾ ʋ oː d̪ ə j
सर्वोपरि	s ə ɾ ʋ oː p ə ɾ iː
सलवार	s ə l ʋ ɑː ɾ
सलहज	s ə l ə ɦ ə d͡ʒ
सलाउद्दीन	s ə l ɑː ʊ d̪ d̪ iː n
सलाख	s ə l ɑː kʰ
सलाम	s ə l ɑː m
सलामत	s ə l ɑː m ə t̪
सलामी	s ə l ɑː m iː
सलाह	s ə l ɑːʱ
सलाहकार	s ə l ɑːʱ k ɑː ɾ
सलीक़ा	s ə l iː k ɑː
सलीक़ा	s ə l iː q ɑː
सलीब	s ə l iː b
सलीम	s ə l iː m
सलूक	s ə l uː k
सलोना	s ə l oː n ɑː
सल्तनत	s ə l t̪ ə n ə t̪
सवर्ण	s ə ʋ ə ɾ ɳ
सवा	s ə ʋ ɑː
सवाना	s ə ʋ ɑː n ɑː
सवार	s ə ʋ ɑː ɾ
सवाल	s ə ʋ ɑː l
सवेरा	s ə ʋ eː ɾ ɑː
सवेरे	s ə ʋ eː ɾ eː
सशंक	s ə ʃ ə ŋ k
सशक्तिकरण	s ə ʃ ə k t̪ ɪ k ə ɾ ə ɳ
सशस्त्र	s ə ʃ ə s t̪ ɾᵊ
सशुल्क	s ə ʃ ʊ l k
ससुर	s ə s ʊ ɾ
ससुराल	s ə s ʊ ɾ ɑː l
सस्ता	s ə s t̪ ɑː
सस्ताई	s ə s t̪ ɑː iː
सस्तापन	s ə s t̪ ɑː p ə n
सस्यविज्ञान	s ə s j ə ʋ ɪ ɡ j ɑː n
सहकर्मी	s əʱ k ə ɾ m iː
सहकारी	s əʱ k ɑː ɾ iː
सहज	s ɛ ɦ ɛ d͡ʒ
सहजात	s əʱ d͡ʒ ɑː t̪
सहन	s ə ɦ ə n
सहन	s əʱ n
सहना	s əʱ n ɑː
सहबद्ध	s əʱ b ə d̪ d̪ʱ
सहभागी	s əʱ bʱ ɑː ɡ iː
सहमत	s əʱ m ə t̪
सहमति	s əʱ m ə t̪ iː
सहयोग	s əʱ j oː ɡ
सहयोगी	s əʱ j oː ɡ iː
सहर	s ə ɦ ə ɾ
सहरा	s əʱ ɾ ɑː
सहरी	s əʱ ɾ iː
सहलाना	s əʱ l ɑː n ɑː
सहसंयोजक	s əʱ s ə̃ j oː d͡ʒ ə k
सहसा	s əʱ s ɑː
सहस्रपाद	s ə ɦ ə s ɾ ə p ɑː d̪
सहस्रमान	s ə ɦ ə s ɾ ə m ɑː n
सहस्रिमान	s ə ɦ ə s ɾ ɪ m ɑː n
सहायक	s ə ɦ ɑː j ə k
सहायता	s ə ɦ ɑː j t̪ ɑː
सहारा	s ə ɦ ɑː ɾ ɑː
सही	s ə ɦ iː
सहेजना	s ə ɦ eː d͡ʒ n ɑː
सहोदर	s ə ɦ oː d̪ ə ɾ
स़िफ़र	s ɪ f ə ɾ
स़िफ़र	s ɪ pʰ ə ɾ
साँई	s ɑː n iː
साँझ	s ɑː ɲ d͡ʒʱ
साँप	s ɑː m p
साँवला	s ɑ̃ː ʋ l ɑː
साँस	s ɑː n s
सांख्यिकी	s ɑː ŋ kʰ j ɪ k iː
सांझ	s ɑː ɲ d͡ʒʱ
सांड	s ɑː ɳ ɖ
सांडा	s ɑː ɳ ɖ ɑː
सांद्रता	s ɑː n d̪ ɾ ə t̪ ɑː
सांप	s ɑː m p
सांप्रदायिकता	s ɑː m p ɾ ə d̪ ɑː j ɪ k t̪ ɑː
सांबर	s ɑː m b ə ɾ
सांस	s ɑː n s
सांसद	s ɑː n s ə d̪
सांस्कृतिक	s ɑː n s k ɾ ɪ t̪ ɪ k
साइकल	s ɑː ɪ k ə l
साइकिल	s ɑː ɪ k ɪ l
साइप्रस	s ɑː ɪ p ɾ ə s
साउथहैंपटन	s ɑː ʊ t̪ʰ ɦ ɛː m p ʈ ə n
साउथॉल	s ɑː ʊ t̪ʰ ɔ l
साक्षर	s ɑː k ʂ ə ɾ
साक्षात्कार	s ɑː k ʂ ɑː t̪ k ɑː ɾ
साख	s ɑː kʰ
साग	s ɑː ɡ
सागौन	s ɑː ɡ ɔː n
साजन	s ɑː d͡ʒ ə n
साज़	s ɑː d͡ʒ
साज़	s ɑː z
साज़िश	s ɑː d͡ʒ ɪ ʃ
साज़िश	s ɑː z ɪ ʃ
साझा	s ɑː d͡ʒʱ ɑː
साझेदार	s ɑː d͡ʒʱ eː d̪ ɑː ɾ
साझेदारी	s ɑː d͡ʒʱ eː d̪ ɑː ɾ iː
साठ	s ɑː ʈʰ
साड़ी	s ɑː ɽ iː
साढ़े	s ɑː ɽʱ eː
सात	s ɑː t̪
सातवाहन	s ɑː t̪ ʋ ɑː ɦ ə n
साथ	s ɑː t̪ʰ
साथसाथ	s ɑː t̪ʰ s ɑː t̪ʰ
साथी	s ɑː t̪ʰ iː
साद	s ɑː d̪
सादगी	s ɑː d̪ ə ɡ iː
सादा	s ɑː d̪ ɑː
सादिक़ाबाद	s ɑː d̪ ɪ k ɑː b ɑː d̪
