'ch	χ
phur	f iː r
phwl	f ʊ l
phyliau	f ə l j a i̯
phyliau	f ə l j ɛ
physgod	f ə s ɡ ɔ d
physgodyn	f ə s ɡ oː d ɪ n
physgota	f ə s ɡ ɔ t a
pi	p iː
piau	p iː a i̯
piau	p iː ɛ
pib	p iː b
pibgorn	p ɪ b ɡ ɔ r n
pibonwy	p ɪ b oː n u i̯
pibonwy	p ɪ b ɔ n u i̯
pibonwyen	p ɪ b ɔ n u i̯ ɛ n
pibwr inc	p iː b ʊ r ɪ ŋ k
pibwr inc	p ɪ b ʊ r ɪ ŋ k
pibwyr inc	p ɪ b w ɪ r ɪ ŋ k
pic ar y maen	p ɪ k a r ə m a i̯ n
pic ar y maen	p ɪ k a r ə m aː n
picau	p ɪ k a i̯
picau	p ɪ k ɛ
picau ar y maen	p ɪ k a i̯ a r ə m a i̯ n
picau ar y maen	p ɪ k ɛ a r ə m a i̯ n
picau ar y maen	p ɪ k ɛ a r ə m aː n
picau bach	p ɪ k a i̯ b aː χ
picau bach	p ɪ k ɛ b aː χ
picau maen	p ɪ k a i̯ m a i̯ n
picau maen	p ɪ k ɛ m a i̯ n
picau maen	p ɪ k ɛ m aː n
picen	p ɪ k ɛ n
picen ar y maen	p ɪ k ɛ n a r ə m a i̯ n
picen ar y maen	p ɪ k ɛ n a r ə m aː n
picen fach	p ɪ k ɛ n v aː χ
picil	p ɪ k ɪ l
picl	p ɪ k l
piclau	p ɪ k l a i̯
piclau	p ɪ k l ɛ
piclo	p ɪ k l ɔ
picls	p ɪ k l z
pics	p ɪ k s
picwns	p ɪ k ʊ n z
picwns coch	p ɪ k ʊ n z k oː χ
pidyn	p iː d ɪ n
pidyn	p ɪ d ɪ n
pig	p iː ɡ
pigan	p iː ɡ a n
pigan	p ɪ ɡ a n
pigau	p iː ɡ a i̯
pigau	p iː ɡ ɛ
pigau	p ɪ ɡ a i̯
pigau	p ɪ ɡ ɛ
piglas	p ɪ ɡ l a s
pigwrn	p iː ɡ ʊ r n
pigwrn	p ɪ ɡ ʊ r n
pilen	p iː l ɛ n
pilen	p ɪ l ɛ n
pilipala	p ɪ l ɪ p a l a
pilipala	p ɪ l ɪ p aː l a
pin	p iː n
pin	p ɪ n
pinafal	p iː n a v a l
pinafal	p iː n aː v a l
pinafal	p ɪ n a v a l
pinafal	p ɪ n aː v a l
pinc	p ɪ ŋ k
piod	p iː ɔ d
pioden	p i oː d ɛ n
pioden	p i ɔ d ɛ n
pioden	p j oː d ɛ n
pioden	p j ɔ d ɛ n
piso	p ɪ s ɔ
pisyn grôt	p ɪ s ɪ ŋ ɡ r oː t
piws	p ɪ u̯ s
plaid	p l a i̯ d
planhigion	p l a n h ɪ ɡ j ɔ n
planhigyn	p l a n h iː ɡ ɪ n
planhigyn	p l a n h ɪ ɡ ɪ n
plant	p l a n t
plastig	p l a s d ɪ ɡ
platfform	p l a t f ɔ r m
pleidiol	p l e i̯ d j ɔ l
pleidleisio	p l e i̯ d l e i̯ s j ɔ
pleidleisio	p l e i̯ d l e i̯ ʃ ɔ
plentyn	p l ɛ n t ɪ n
plentynnaidd	p l ɛ n t ə n a i̯ ð
pleth	p l eː θ
plethau	p l ɛ θ a i̯
plethau	p l ɛ θ ɛ
plethdorch	p l ɛ θ d ɔ r χ
plethedig	p l ɛ θ eː d ɪ ɡ
plethedig	p l ɛ θ ɛ d ɪ ɡ
plethi	p l ɛ θ i
plethu	p l ɛ θ i
plethwaith	p l ɛ θ w a i̯ θ
plismon	p l i s m ɔ n
plismones	p l i s m ɔ n ɛ s
plu	p l iː
plu eira	p l iː e i̯ r a
pluen eira	p l i ɛ n e i̯ r a
pluen eira	p l iː ɛ n e i̯ r a
pluf	p l iː v
plwg	p l ʊ ɡ
plwm	p l ʊ m
plwyf	p l ʊ i̯ v
plyg	p l iː ɡ
plygiau	p l ə ɡ j a i̯
plygiau	p l ə ɡ j ɛ
plygio	p l ə ɡ j ɔ
pob	p oː b
pobi	p ɔ b i
pobl	p oː b ɔ l
pobl	p ɔ b l
pobl	p ɔ b ɔ l
pobloedd	p ɔ b l ɔ i̯ ð
poblog	p ɔ b l ɔ ɡ
pobol	p oː b ɔ l
pobol	p ɔ b ɔ l
poena	p ɔ i̯ n a
poenen	p ɔ i̯ n ɛ n
poeni	p ɔ i̯ n i
poenit	p ɔ i̯ n ɪ t
poeth	p oː θ
poeth	p ɔ i̯ θ
pont	p ɔ n t
popeth	p ɔ p ɛ θ
poptai	p ɔ p t a i̯
popty	p ɔ p t i
porchell	p ɔ r χ ɛ ɬ
porfa	p ɔ r v a
porffor	p ɔ r f ɔ r
pori	p oː r i
pori	p ɔ r i
portiwgal	p ɔ r t j ʊ ɡ a l
portiwgal	p ɔ r t ɪ u̯ ɡ a l
posib	p ɔ s ɪ b
posibil	p ɔ s ɪ b ɪ l
post	p ɔ s d
poster	p ɔ s d ɛ r
posteri	p ɔ s d eː r i
posteri	p ɔ s d ɛ r i
potsio	p ɔ t ʃ ɔ
prawf	p r a u̯ v
preifat	p r e i̯ v a t
preifatrwydd	p r e i̯ v a t r ʊ i̯ ð
pren	p r ɛ n
pres	p r eː s
pres	p r ɛ s
preswyl	p r ɛ s ʊ i̯ l
pridd	p r iː ð
prif	p r iː v
prifddinas	p r iː v ð iː n a s
prifddinas	p r iː v ð ɪ n a s
prifddinas	p r ɪ v ð iː n a s
prifddinas	p r ɪ v ð ɪ n a s
prifiau	p r ɪ v j a i̯
prifiau	p r ɪ v j ɛ
prifion	p r ɪ v j ɔ n
printio	p r ɪ n t j ɔ
priod	p r i ɔ d
priodi	p r i ɔ d i
problem	p r ɔ b l ɛ m
profi	p r oː v i
profi	p r ɔ v i
profiad	p r ɔ v j a d
protestaniaeth	p r ɔ t ɛ s d a n j a i̯ θ
protestaniaeth	p r ɔ t ɛ s d a n j ɛ θ
protestaniaid	p r ɔ t ɛ s d a n j a i̯ d
protestaniaid	p r ɔ t ɛ s d a n j ɛ d
protestannaidd	p r ɔ t ɛ s d a n a i̯ ð
protestannaidd	p r ɔ t ɛ s d a n ɛ ð
protestant	p r ɔ t ɛ s d a n t
protocol	p r ɔ t ɔ k ɔ l
prudd	p r iː ð
pry'r gannwyll	p r iː r ɡ a n ʊ i̯ ɬ
pryd	p r iː d
prydael	p r ə d a i̯ l
prydain	p r ə d a i̯ n
prydain	p r ə d ɛ n
prydain fawr	p r ə d a i̯ n v a u̯ r
prydain fawr	p r ə d ɛ n v a u̯ r
prydain fawr	p r ə d ɛ n v o u̯ r
pryder	p r ə d ɛ r
pryf	p r iː v
pryf cop	p r iː k ɔ p
pryf cop	p r iː v k ɔ p
pryf copyn	p r iː k ɔ p ɪ n
pryf copyn	p r iː v k ɔ p ɪ n
pryf genwair	p r iː v ɡ ɛ n w a i̯ r
pryfed	p r ə v ɛ d
pryfed genwair	p r ə v ɛ d ɡ ɛ n w a i̯ r
pryna	p r ə n a
prynu	p r ə n i
prys	p r iː s
prysglwyn	p r ə s ɡ l ʊ i̯ n
prysglwyni	p r ə s ɡ l ʊ i̯ n i
prysur	p r ə s ɪ r
prŷn	p r iː n
pum	p ɪ m
pumdeg	p ɪ m d ɛ ɡ
pumdegau	p ɪ m d eː ɡ ɛ
pumed	p ɪ m ɛ d
pumongl	p ɪ m ɔ ŋ l
pump	p ɪ m p
pump ar hugain	p ɪ m p a r h iː ɡ a i̯ n
pump ar hugain	p ɪ m p a r h iː ɡ ɛ n
pump ar hugain	p ɪ m p a r h ɪ ɡ a i̯ n
pump ar hugain	p ɪ m p a r h ɪ ɡ ɛ n
punt	p ɪ n t
pur	p iː r
puramid	p ɪ r a m ɪ d
pured	p iː r ɛ d
pured	p ɪ r ɛ d
putain	p ɪ t a i̯ n
putain	p ɪ t ɛ n
puteindy	p ɪ t e i̯ n d i
pweru	p u eː r i
pweru	p u ɛ r i
pwl	p ʊ l
pwll	p uː ɬ
pwll	p ʊ ɬ
pwll nofio	p uː ɬ n ɔ v j ɔ
pwll nofio	p ʊ ɬ n ɔ v j ɔ
pwnc	p ʊ ŋ k
pwrpas	p ʊ r p a s
pwy	p ʊ i̯
pwy dach chi	p ʊ i̯ d a χ iː
pwy wyt ti	p ʊ i̯ ʊ i̯ t iː
pwyll	p ʊ i̯ ɬ
pwyllgor	p ʊ i̯ ɬ ɡ ɔ r
pwynt	p ʊ i̯ n t
pwys	p ʊ i̯ s
pwysig	p ʊ i̯ s ɪ ɡ
pydredd	p ə d r ɛ ð
pydru	p ə d r i
pyg	p iː ɡ
pyglyd	p ə ɡ l ɪ d
pyjamas	p ə d͡ʒ a m a z
pyliau	p ə l j a i̯
pyliau	p ə l j ɛ
pymtheg	p ə m θ ɛ ɡ
pymthegfed	p ə m θ ɛ ɡ v ɛ d
pymthegnos	p ə m θ ɛ ɡ n ɔ s
pyramid	p ɪ r a m ɪ d
pyrwydd	p ɪ r ʊ i̯ ð
pys	p iː s
pysen	p ə s ɛ n
pysgod	p ə s ɡ ɔ d
pysgodyn	p ə s ɡ oː d ɪ n
pysgodyn	p ə s ɡ ɔ d ɪ n
pysgota	p ə s ɡ ɔ t a
pythefnos	p ə θ ɛ v n ɔ s
pâr minimol	p aː r m ɪ n ɪ m ɔ l
pêl droed	p eː l d r oː d
pêl droed	p eː l d r ɔ i̯ d
pêr	p eː r
pìn	p ɪ n
pîn	p iː n
pïod	p iː ɔ d
pŵer	p u ɛ r
pŵer	p uː ɛ r
pỳg	p ə ɡ
raced	r a k ɛ d
radio	r a d j ɔ
radwla	r a d ʊ l a
raff	r aː f
rai	r a i̯
randibŵ	r a n d ɪ b uː
ras	r aː s
rasel	r a s ɛ l
raser	r a s ɛ r
rasys	r a s ɪ z
rech	r eː χ
record	r ɛ k ɔ r d
recordiad	r ɛ k ɔ r d j a d
recordio	r ɛ k ɔ r d j ɔ
recriwtiaid	r ɛ k r ɪ u̯ t j a i̯ d
recriwtiaid	r ɛ k r ɪ u̯ t j ɛ d
recríwt	r ɛ k r ɪ u̯ t
redeg	r eː d ɛ ɡ
redeg	r ɛ d ɛ ɡ
regen	r eː ɡ ɛ n
regen	r ɛ ɡ ɛ n
regi	r eː ɡ i
regi	r ɛ ɡ i
reiat	r e i̯ a t
reis	r e i̯ s
reit	r e i̯ t
rew	r ɛ u̯
rewi	r ɛ u̯ i
rhacs	r̥ a k s
rhad	r̥ aː d
rhaeadr	r̥ e i̯ a d r
rhaff	r̥ aː f
rhafnwydd	r̥ a v n w ɪ ð
rhag	r̥ a ɡ
rhagddodiad	r̥ a ɡ ð ɔ d j a d
rhagenw	r̥ a ɡ eː n u
rhagenw	r̥ a ɡ ɛ n u
rhagfyr	r̥ a ɡ v ɪ r
rhaglenni	r̥ a ɡ l ɛ n i
rhagorsaf	r̩ a ɡ ɔ r s a v
rhagrith	r̥ a ɡ r ɪ θ
rhai	r̥ a i̯
rhaid	r a i̯ d
rhaid	r̥ a i̯ d
rhaidd	r̥ a i̯ ð
rhaith	r̥ a i̯ θ
rhan	r̥ a n
rhanbarth	r̥ a n b a r θ
rhanbarthau	r̥ a m b a r θ ɛ
rhanbarthau	r̥ a n b a r θ a i̯
rhanddeiliad	r̥ a n ð e i̯ l j a d
rhanddeiliaid	r̥ a n ð e i̯ l j a i̯ d
rhanddeiliaid	r̥ a n ð e i̯ l j ɛ d
rhannu	r̥ a n i
rhaw	r̥ a u̯
rhech	r̥ eː χ
rhedeg	r̥ eː d ɛ ɡ
rhedeg	r̥ ɛ d ɛ ɡ
rhedyn	r̥ eː d ɪ n
rhedyn	r̥ ɛ d ɪ n
rhedyna	r̥ ɛ d ə n a
rheg	r̥ eː ɡ
rhegen	r̥ eː ɡ ɛ n
rhegen	r̥ ɛ ɡ ɛ n
rhegfa	r̥ ɛ ɡ v a
rhegfeydd	r̥ ɛ ɡ v e i̯ ð
rhegi	r̥ eː ɡ i
rhegi	r̥ ɛ ɡ i
rhegion	r̥ ɛ ɡ j ɔ n
rheiddiadur	r̥ e i̯ ð j a d ɪ r
rheiddiadur	r̥ e i̯ ð j aː d ɪ r
rheiddiau	r̥ e i̯ ð j a i̯
rheiddiau	r̥ e i̯ ð j ɛ
rheiddio	r̥ e i ð j ɔ
rheiddyn	r̥ e i̯ ð i n
rhent	r̥ ɛ n t
rhenti	r̥ ɛ n t i
rhentu	r̥ ɛ n t i
rhentwr	r̥ ɛ n t ʊ r
rhentwyr	r̥ ɛ n t w ɪ r
rheol	r̥ eː ɔ l
rheolaidd	r̥ ɛ oː l a i̯ ð
rheolaidd	r̥ ɛ oː l ɛ ð
rheolaidd	r̥ ɛ ɔ l a i̯ ð
rheolaidd	r̥ ɛ ɔ l ɛ ð
rheolau	r̥ ɛ oː l a i̯
rheolau	r̥ ɛ oː l ɛ
rheolau	r̥ ɛ ɔ l a i̯
rheolau	r̥ ɛ ɔ l ɛ
rheoli	r̥ ɛ oː l i
rheoli	r̥ ɛ ɔ l i
rheoliad	r̥ ɛ ɔ l j a d
rheoliadau	r̥ ɛ ɔ l j a d a i̯
rheoliadau	r̥ ɛ ɔ l j a d ɛ
rheoliadau	r̥ ɛ ɔ l j aː d a i̯
rheoliadau	r̥ ɛ ɔ l j aː d ɛ
rheoliadur	r̥ ɛ ɔ l j a d ɪ r
rheoliadur	r̥ ɛ ɔ l j aː d ɪ r
rheoliaduron	r̥ ɛ ɔ l j a d iː r ɔ n
rheoliaduron	r̥ ɛ ɔ l j a d ɪ r ɔ n
rheolwr	r̥ ɛ oː l ʊ r
rheolwr	r̥ ɛ ɔ l ʊ r
rheolydd	r̥ ɛ oː l ɪ ð
rheolydd	r̥ ɛ ɔ l ɪ ð
rhes	r̥ eː s
rhesi	r̥ ɛ s i
rhestr	r̥ ɛ s d r
rhestr	r̥ ɛ s d ɛ r
rhestrau	r̥ ɛ s d r a i̯
rhestrau	r̥ ɛ s d r ɛ
rhestri	r̥ ɛ s d r i
rhesymol	r̥ ɛ s ə m ɔ l
rhew	r̥ ɛ u̯
rhewi	r̥ ɛ u̯ i
rhewi'n gorn	r̥ ɛ u̯ i ŋ ɡ ɔ r n
rhi	r̥ iː
rhian	r̥ i a n
rhian	r̥ iː a n
rhiant	r̥ i a n t
rhiant	r̥ iː a n t
rhieni	r̥ j eː n i
rhieni	r̥ j ɛ n i
rhif	r̥ iː v
rhiffio	r̥ ɪ f j ɔ
rhin	r̥ iː n
rhinart	r̥ iː n a r t
rhinart	r̥ ɪ n a r t
rhingyll	r̥ ɨ n ɡ ɨ ɬ
rhiniart	r̥ ɪ n j a r t
rhinoseros	r̥ ɪ n ɔ s ɛ r ɔ s
rhisgl	r̥ ɪ s ɡ l
rhisgl	r̥ ɪ s ɡ ɪ l
rhisgl	r̥ ɪ ʃ ɡ ɪ l
rhith	r̥ iː θ
rhithweledigaeth	r̥ ɪ θ w ɛ l ɛ d iː ɡ a i̯ θ
rhithweledigaeth	r̥ ɪ θ w ɛ l ɛ d iː ɡ ɛ θ
rhiw	r̥ ɪ u̯
rho	r̥ oː
rhod	r̥ oː d
rhodia	r̥ ɔ d j a
rhodio	r̥ ɔ d j ɔ
rhodiwch	r̥ ɔ d j ʊ χ
rhodri	r̥ ɔ d r i
rhofio	r̥ ɔ v j ɔ
rhoi	r̥ ɔ i̯
rhos	r̥ oː s
rhosyn	r̥ ɔ s ɪ n
rhudd	r̥ iː ð
rhuddwyn	r̥ ɪ ð w ɪ n
rhufeiniwr	r̥ ɪ v e i̯ n j ʊ r
rhun	r̥ iː n
rhuthraf	r̥ ɪ θ r a
rhuthraf	r̥ ɪ θ r a v
rhuthro	r̥ ɪ θ r ɔ
rhwng	r̥ ʊ ŋ
rhwyd	r̥ ʊ i̯ d
rhwydd	r̥ ʊ i̯ ð
rhwydo	r̥ ʊ i̯ d ɔ
rhwydwaith	r̥ ʊ i̯ d w a i̯ θ
rhwydwaith	r̥ ʊ i̯ d w ɛ θ
rhwyf	r̥ ʊ i̯ v
rhwyfau	r̥ ʊ i̯ v a i̯
rhwyfau	r̥ ʊ i̯ v ɛ
rhwyfo	r̥ ʊ i̯ v ɔ
rhwyg	r̥ ʊ i̯ ɡ
rhwygo	r̥ ʊ i̯ ɡ ɔ
rhwyll	r̥ ʊ i̯ ɬ
rhwyllau	r̥ ʊ i̯ ɬ a i̯
rhwyllau	r̥ ʊ i̯ ɬ ɛ
rhwystr	r̥ ʊ i̯ s d r
rhwystr	r̥ ʊ i̯ s d ɪ r
rhwystrau	r̥ ʊ i̯ s d r a i̯
rhwystrau	r̥ ʊ i̯ s d r ɛ
rhwystredig	r̥ ʊ i̯ s d r eː d ɪ ɡ
rhwystredig	r̥ ʊ i̯ s d r ɛ d ɪ ɡ
rhwystredigaeth	r̥ ʊ i̯ s d r ɛ d iː ɡ a i̯ θ
rhwystredigaeth	r̥ ʊ i̯ s d r ɛ d iː ɡ ɛ θ
rhwystredigaeth	r̥ ʊ i̯ s d r ɛ d ɪ ɡ a i̯ θ
rhwystredigaeth	r̥ ʊ i̯ s d r ɛ d ɪ ɡ ɛ θ
rhwystredigaethau	r̥ ʊ i̯ s d r ɛ d ɪ ɡ e i̯ θ a i̯
rhwystredigaethau	r̥ ʊ i̯ s d r ɛ d ɪ ɡ e i̯ θ ɛ
rhwystro	r̥ ʊ i̯ s d r ɔ
rhy	r̥ iː
rhych	r̥ iː χ
rhychau	r̥ ə χ a i̯
rhychau	r̥ ə χ ɛ
rhyd	r̥ iː d
rhydau	r̥ ə d a i̯
rhydau	r̥ ə d ɛ
rhydd	r̥ iː ð
rhyddhaf	r̥ ə ð h aː v
rhyddhau	r̥ ə ð h a i̯
rhyddid	r̥ ə ð ɪ d
rhydychen	r̥ iː d ə χ ɛ n
rhydychen	r̥ ɪ d ə χ ɛ n
rhyfedd	r̥ ə v ɛ ð
rhyfeddu	r̥ ə v eː ð ɨ
rhyfeddu	r̥ ə v ɛ ð i
rhyfel	r̥ ə v ɛ l
rhyfela	r̥ ə v eː l a
rhyfela	r̥ ə v ɛ l a
rhyfelwr	r̥ ə v eː l ʊ r
rhyfelwr	r̥ ə v ɛ l ʊ r
rhyfelwyr	r̥ ə v ɛ l w ɪ r
rhyngrwyd	r̥ ə ŋ r ʊ i̯ d
rhyngrwyd pethau	r̥ ə ŋ r ʊ i̯ d p eː θ a i̯
rhyngrwyd pethau	r̥ ə ŋ r ʊ i̯ d p eː θ ɛ
rhyngrwyd pethau	r̥ ə ŋ r ʊ i̯ d p ɛ θ a i̯
rhyngrwyd pethau	r̥ ə ŋ r ʊ i̯ d p ɛ θ ɛ
rhyngrwyd y pethau	r̥ ə ŋ r ʊ i̯ d ə p eː θ a i̯
rhyngrwyd y pethau	r̥ ə ŋ r ʊ i̯ d ə p eː θ ɛ
rhyngrwyd y pethau	r̥ ə ŋ r ʊ i̯ d ə p ɛ θ a i̯
rhyngrwyd y pethau	r̥ ə ŋ r ʊ i̯ d ə p ɛ θ ɛ
rhyngwladol	r̥ ə ŋ l a d ɔ l
rhyngwladol	r̥ ə ŋ l aː d ɔ l
rhyngwladol	r̥ ə ŋ w l a d ɔ l
rhyngwladol	r̥ ə ŋ w l aː d ɔ l
rhynion	r̥ ə n j ɔ n
rhynionyn	r̥ ə n j oː n ɪ n
rhynionyn	r̥ ə n j ɔ n ɪ n
rhys	r̥ iː s
rhyw	r̥ ɪ u̯
rhywbeth	r ʊ b ɛ θ
rhywbeth	r̥ ɪ u̯ b ɛ θ
rhywbeth	r̥ ʊ b ɛ θ
rhywiol	r̥ ɪ u̯ j ɔ l
rhywle	r ʊ l ɛ
rhywle	r̥ ɪ u̯ l ɛ
rhywle	r̥ ʊ l ɛ
rhywsut	r ɪ u̯ s ɪ t
rhywsut	r̥ ɪ u̯ s ɪ t
rhywun	r ɪ u̯ ɪ n
rhywun	r̥ ɪ u̯ ɪ n
ricriwtiaid	r ɪ k r ɪ u̯ t j a i̯ d
ricriwtiaid	r ɪ k r ɪ u̯ t j ɛ d
ricríwt	r i k r ɪ u̯ t
rif	r iː v
ril	r iː l
riliau	r ɪ l j a i̯
riliau	r ɪ l j ɛ
rils	r iː l z
rith	r iː θ
ro	r oː
rod	r oː d
roedd	r oː ð
roedd	r ɔ i̯ ð
roeddech	r ɔ i̯ ð ɛ χ
roedden	r ɔ i̯ ð ɛ n
roeddet	r ɔ i̯ ð ɛ t
roeddwn	r ɔ i̯ ð ɛ n
roeddwn	r ɔ i̯ ð ʊ n
roeg	r ɔ i̯ ɡ
roi	r ɔ i̯
rondefŵ	r ɔ n d ɛ v uː
rownd abówt	r o u̯ n d ə b o u̯ t
rownd y ril	r o u̯ n d ə r iː l
rw	r ʊ
rwmania	r ʊ m a n j a
rwsia	r ʊ s j a
rwyd	r ʊ i̯ d
rwyt	r ʊ i̯ t
ry	r iː
rybela	r ə b eː l a
rybela	r ə b ɛ l a
rydd	r iː ð
ryddhaf	r ə ð h aː v
ryddhau	r ə ð h a i̯
ryddid	r ə ð ɪ d
rydw	r ə d u
rydw	r ə d w
rydw	r ə d ʊ
rydych	r ə d ɪ χ
ryfelwyr	r ə v ɛ l w ɪ r
rygbi	r ə ɡ b i
ryseitiau	r ə s e i̯ t j a i̯
ryseitiau	r ə s e i̯ t j ɛ
rysáit	r ə s a i̯ t
rywbeth	r ɪ u̯ b ɛ θ
rywbeth	r ʊ b ɛ θ
rywle	r ɪ u̯ l ɛ
rywle	r ʊ l ɛ
rywsut	r ɪ u̯ s ɪ t
rywun	r ɪ u̯ ɪ n
rŵan	r uː a n
sach	s aː χ
sachell	s a χ ɛ ɬ
sachell	s aː χ ɛ ɬ
sadwrn	s a d ʊ n
sadwrn	s a d ʊ r n
sadwrn	s aː d ʊ n
sadwrn	s aː d ʊ r n
saer	s a i̯ r
saesneg	s e i̯ s n ɛ ɡ
saesneg	s ɪ s n ɛ ɡ
saeth	s a i̯ θ
saethu	s e i̯ θ i
saethwr	s e i̯ θ ʊ r
saethwyr	s e i̯ θ w ɪ r
saethyddiaeth	s e i̯ θ ə ð j a i̯ θ
saethyddiaeth	s e i̯ θ ə ð j ɛ θ
safbwynt	s a v b ʊ i̯ n t
saffari	s a f a r i
saffari	s a f aː r i
safle	s a v l ɛ
safon	s a v ɔ n
safon	s aː v ɔ n
saib	s a i̯ b
saif	s a i̯ v
saig	s a i̯ ɡ
sain	s a i̯ n
saint	s a i̯ n t
saith	s a i̯ θ
saith ar hugain	s a i̯ θ a r h iː ɡ a i̯ n
saith ar hugain	s a i̯ θ a r h iː ɡ ɛ n
saith ar hugain	s a i̯ θ a r h ɪ ɡ a i̯ n
saith ar hugain	s a i̯ θ a r h ɪ ɡ ɛ n
saith seren	s a i̯ θ s eː r ɛ n
saith seren	s a i̯ θ s ɛ r ɛ n
salamandr	s a l a m a n d r
sallwyr	s a ɬ ʊ i̯ r
salm	s a l m
saltring	s a l t r ɪ ŋ
sant	s a n t
santes	s a n t ɛ s
santesau	s a n t ɛ s a i̯
santesau	s a n t ɛ s ɛ
sarhad	s a r h aː d
sashimi	s a ʃ iː m i
sashimi	s a ʃ ɪ m i
sawdd	s a u̯ ð
sawdl	s a u̯ d l
sawdl	s a u̯ d ʊ l
sawl	s a u̯ l
saws	s a u̯ s
sawsiau	s a u̯ s j a i̯
sawsiau	s a u̯ s j ɛ
sawsiau	s a u̯ ʃ a i̯
sawsiau	s a u̯ ʃ ɛ
sbaen	s b a i̯ n
sbaeneg	s b e i̯ n ɛ ɡ
sbageti	s b a ɡ ɛ t i
sbectol	s b ɛ k t ɔ l
sbwriel	s b ʊ r j ɛ l
sebon	s eː b ɔ n
sebon	s ɛ b ɔ n
sedd	s eː ð
seddi	s eː ð i
seddi	s ɛ ð i
sef	s eː v
sefydlog	s ɛ v ə d l ɔ ɡ
sefydlogi	s ɛ v ə d l oː ɡ i
sefydlogi	s ɛ v ə d l ɔ ɡ i
sefydlu	s ɛ v ə d l ɨ
sefyll	s eː v ɪ ɬ
sefyll	s ɛ v ɪ ɬ
sefyllfa	s ɛ v ə ɬ v a
sefyllfaoedd	s ɛ v ə ɬ v aː ɔ i̯ ð
segur	s eː ɡ ɪ r
segur	s ɛ ɡ ɪ r
seibiau	s e i̯ b j a i̯
seibiau	s e i̯ b j ɛ
seiclo	s e i̯ k l ɔ
seiclwr	s e i̯ k l ʊ r
seintiau	s e i̯ n t j a i̯
seintiau	s e i̯ n t j ɛ
seithfed	s e i̯ θ v a d
seithfed	s e i̯ θ v ɛ d
seithongl	s e i̯ θ ɔ ŋ l
seland newydd	s eː l a n d n ɛ u̯ ɪ ð
seler	s eː l ɛ r
seler	s ɛ l ɛ r
selerau	s ɛ l eː r a i̯
selerau	s ɛ l eː r ɛ
selerau	s ɛ l ɛ r a i̯
selerau	s ɛ l ɛ r ɛ
seleri	s ɛ l eː r i
seleri	s ɛ l ɛ r i
seliau	s ɛ l j a i̯
seliau	s ɛ l j ɛ
selog	s ɛ l ɔ ɡ
selotep	s ɛ l ɔ t ɛ p
senedd	s eː n ɛ ð
senedd	s ɛ n ɛ ð
serch	s ɛ r χ
serchog	s ɛ r χ ɔ ɡ
seren	s eː r ɛ n
seren	s ɛ r ɛ n
sero	z eː r ɔ
sero	z ɛ r ɔ
sesh	s ɛ ʃ
seshys	s ɛ ʃ ɪ z
sesiwn	s ɛ ʃ ʊ n
sesiynau	s ɛ ʃ ə n a i̯
sesiynau	s ɛ ʃ ə n ɛ
sgandinafaidd	s ɡ a n d ɪ n a v a i̯ ð
sgandinafia	s ɡ a n d ɪ n a v j a
sgarff	s ɡ a r f
sgerbwd	s ɡ ɛ r b ʊ d
sgert	s ɡ ɛ r t
sgil	s ɡ iː l
sgil	s ɡ ɪ l
sgileffaith	s ɡ iː l ɛ f a i̯ θ
sgileffaith	s ɡ iː l ɛ f ɛ θ
sgiwen	s ɡ i u̯ ɛ n
sglodion	s ɡ l ɔ d j ɔ n
sglodyn	s ɡ l oː d ɪ n
sglodyn	s ɡ l ɔ d ɪ n
sgrech	s ɡ r eː χ
sgrechian	s ɡ r eː χ a n
sgrechian	s ɡ r eː χ ɛ n
sgrechian	s ɡ r ɛ χ a n
sgrechian	s ɡ r ɛ χ j a n
sgrechian	s ɡ r ɛ χ ɛ n
sgri	s ɡ r iː
sgriau	s ɡ r iː a i̯
sgriau	s ɡ r iː ɛ
sgrin	s ɡ r iː n
sgriniau	s ɡ r ɪ n j a i̯
sgriniau	s ɡ r ɪ n j ɛ
sgrinio	s ɡ r i n j ɔ
sgwariau	s ɡ w a r j a i̯
sgwariau	s ɡ w a r j ɛ
sgwd	s ɡ uː d
sgwrs	s ɡ ʊ r s
sgwrsio	s ɡ ʊ r s j o
sgwrsio	s ɡ ʊ r ʃ o
sgwâr	s ɡ w aː r
sgydau	s ɡ ə d a i̯
sgydau	s ɡ ə d ɛ
sgythia	s ɡ ə θ j a
sgìl	s ɡ ɪ l
sgîl	s ɡ iː l
sgôr	s ɡ oː r
shibwns	ʃ iː b ʊ n s
shibwns	ʃ iː b ʊ n z
shibwns	ʃ ɪ b ʊ n s
shibwns	ʃ ɪ b ʊ n z
shibwnsyn	ʃ ɪ b ʊ n s ɪ n
shrwmsa	ʃ r ʊ m s a
shwd	ʃ ʊ d
si	s iː
siaced	ʃ a k ɛ d
siafio	ʃ a v j ɔ
siafio	ʃ a v ɔ
siafio	ʃ aː v ɔ
siani	ʃ a n i
siani	ʃ aː n i
sianis	ʃ a n i z
sianis	ʃ aː n i z
siarad	ʃ a r a d
siarad	ʃ aː r a d
sicr	s ɪ k ɪ r
sidan	s iː d a n
sidan	s ɪ d a n
sil	s iː l
silff	s ɪ l f
sillafu	s ɪ ɬ a v i
sillafu	s ɪ ɬ aː v i
sillgoll	s ɪ ɬ ɡ ɔ ɬ
sinc	s ɪ ŋ k
sinc	z ɪ ŋ k
