अ	ɐ
वामन	ʋ ɑː m ɐ n̪ ɐ́
वायु	ʋ ɑː j u
वायु	ʋ ɑː j ú
वार	ʋ ɑː ɾ ɐ
वार	ʋ ɑ́ː ɾ ɐ
वारक	ʋ ɑː ɾ ɐ k ɐ
वारकिन्	ʋ ɑː ɾ ɐ k i n̪
वारा	ʋ ɑː ɾ ɑː
वारि	ʋ ɑː ɾ i
वारि	ʋ ɑ́ː ɾ i
वार्त्ता	ʋ ɑː ɾ t̪ t̪ ɑː
वार्षिक	ʋ ɑː ɾ ʂ i k ɐ
वाल	ʋ ɑː l̪ ɐ
वाला	ʋ ɑː l̪ ɑː
वाले	ʋ ɑː l̪ eː
वाले	ʋ ɑː l̪ ɐ j
वाष्प	ʋ ɑː ʂ p ɐ
वाष्प	ʋ ɑː ʂ p ɐ́
वास	ʋ ɑː s̪ ɐ
वास	ʋ ɑː s̪ ɐ́
वासर	ʋ ɑː s̪ ɐ ɾ ɐ
वास्तु	ʋ ɑː s̪ t̪ u
वास्तु	ʋ ɑ́ː s̪ t̪ u
वाहन	ʋ ɑː ɦ ɐ n̪ ɐ
वाहन	ʋ ɑ́ː ɦ ɐ n̪ ɐ
वि	ʋ i
वि	ʋ í
विंशति	ʋ ĩ ɕ ɐ t̪ i
विंशति	ʋ ĩ ɕ ɐ t̪ í
विकट	ʋ i k ɐ ʈ ɐ
विकट	ʋ í k ɐ ʈ ɐ
विकास	ʋ i k ɑː s̪ ɐ
विकृत	ʋ i k r̩ t̪ ɐ
विकृत	ʋ í k r̩ t̪ ɐ
विक्रेतृ	ʋ i k ɾ eː t̪ r̩
विक्रेतृ	ʋ i k ɾ ɐ j t̪ r̩
विचेष्टति	ʋ i t͡ɕ eː ʂ ʈ ɐ t̪ i
विचेष्टति	ʋ i t͡ɕ ɐ j ʂ ʈ ɐ t̪ i
विज्	ʋ i d͡ʑ
विज्ञान	ʋ i d͡ʑ ɲ ɑː n̪ ɐ
विट्	ʋ i ʈ
विट्	ʋ í ʈ
वितस्ति	ʋ i t̪ ɐ s̪ t̪ i
वितस्ति	ʋ í t̪ ɐ s̪ t̪ i
वित्त	ʋ i t̪ t̪ ɐ
वित्त	ʋ i t̪ t̪ ɐ́
विदा	ʋ i d̪ ɑː
विदाह	ʋ i d̪ ɑː ɦ ɐ
विदाहक	ʋ i d̪ ɑː ɦ ɐ k ɐ
विद्	ʋ i d̪
विद्यते	ʋ i d̪ j ɐ t̪ eː
विद्यते	ʋ i d̪ j ɐ́ t̪ ɐ j
विद्या	ʋ i d̪ j ɑː
विद्या	ʋ i d̪ j ɑ́ː
विद्यादेवी	ʋ i d̪ j ɑː d̪ eː ʋ iː
विद्यादेवी	ʋ i d̪ j ɑː d̪ ɐ j ʋ iː
विद्यार्थिनी	ʋ i d̪ j ɑː ɾ t̪ʰ i n̪ iː
विद्यार्थिन्	ʋ i d̪ j ɑː ɾ t̪ʰ i n̪
विद्युत्	ʋ i d̪ j u t̪
विद्युत्	ʋ i d̪ j ú t̪
विद्वस्	ʋ i d̪ ʋ ɐ s̪
विद्वान्	ʋ i d̪ ʋ ɑː n̪
विधवा	ʋ i d̪ʱ ɐ ʋ ɑː
विधवा	ʋ i d̪ʱ ɐ́ ʋ ɑː
विधि	ʋ i d̪ʱ i
विनक्ति	ʋ i n̪ ɐ k t̪ i
विना	ʋ i n̪ ɑː
विना	ʋ í n̪ ɑː
विनिमय	ʋ i n̪ i m ɐ j ɐ
विनीत	ʋ i n̪ iː t̪ ɐ
विन्ते	ʋ i n̪ t̪ eː
विन्ते	ʋ i n̪ t̪ ɐ j
विन्त्ते	ʋ i n̪ t̪ t̪ eː
विन्त्ते	ʋ i n̪ t̪ t̪ ɐ j
विन्दति	ʋ i n̪ d̪ ɐ t̪ i
विन्दति	ʋ i n̪ d̪ ɐ́ t̪ i
विन्यास	ʋ i n̪ j ɑː s̪ ɐ
विपरिवर्तन	ʋ i p ɐ ɾ i ʋ ɐ ɾ t̪ ɐ n̪ ɐ
विफल	ʋ i pʰ ɐ l̪ ɐ
विभूति	ʋ i bʱ uː t̪ i
विमान	ʋ i m ɑː n̪ ɐ
विमान	ʋ í m ɑː n̪ ɐ
वियाति	ʋ i j ɑː t̪ i
विरुद्ध	ʋ i ɾ u d̪ d̪ʱ ɐ
विरोधालंकार	ʋ i ɾ oː d̪ʱ ɑː l̪ ɐ ŋ k ɑː ɾ ɐ
विरोधालंकार	ʋ i ɾ ɐ w d̪ʱ ɑː l̪ ɐ ŋ k ɑː ɾ ɐ
विलक्षण	ʋ i l̪ ɐ k ʂ ɐ ɳ ɐ
विवेश	ʋ i ʋ eː ɕ ɐ
विवेश	ʋ i ʋ ɐ́ j ɕ ɐ
विशति	ʋ i ɕ ɐ t̪ i
विशति	ʋ i ɕ ɐ́ t̪ i
विशाल	ʋ i ɕ ɑː l̪ ɐ
विशाल	ʋ i ɕ ɑː l̪ ɐ́
विशेषज्ञ	ʋ i ɕ eː ʂ ɐ d͡ʑ ɲ ɐ
विशेषज्ञ	ʋ i ɕ ɐ j ʂ ɐ d͡ʑ ɲ ɐ
विशेषण	ʋ i ɕ eː ʂ ɐ ɳ ɐ
विशेषण	ʋ i ɕ ɐ j ʂ ɐ ɳ ɐ
विश्	ʋ i ɕ
विश्	ʋ í ɕ
विश्पति	ʋ i ɕ p ɐ t̪ i
विश्पति	ʋ i ɕ p ɐ́ t̪ i
विश्व	ʋ i ɕ ʋ ɐ
विश्व	ʋ í ɕ ʋ ɐ
विश्वकर्मन्	ʋ i ɕ ʋ ɐ k ɐ ɾ m ɐ n̪
विश्वस्	ʋ i ɕ ʋ ɐ s̪
विश्वास	ʋ i ɕ ʋ ɑː s̪ ɐ
विष	ʋ i ʂ ɐ
विष	ʋ i ʂ ɐ́
विष	ʋ í ʂ ɐ
विषकन्या	ʋ i ʂ ɐ k ɐ n̪ j ɑː
विषुव	ʋ i ʂ u ʋ ɐ
विष्णु	ʋ ɪ ʂ ɳ ʊ
विसर्ग	ʋ i s̪ ɐ ɾ ɡ ɐ
विसर्ग	ʋ i s̪ ɐ ɾ ɡ ɐ́
विसृष्टि	ʋ i s̪ r̩ ʂ ʈ i
विसृष्टि	ʋ í s̪ r̩ ʂ ʈ i
विस्मय	ʋ i s̪ m ɐ j ɐ
वी	ʋ iː
वी	ʋ íː
वीचि	ʋ iː t͡ɕ i
वीचिस्	ʋ iː t͡ɕ i s̪
वीचिस्	ʋ íː t͡ɕ i s̪
वीडु	ʋ iː ɖ u
वीडु	ʋ iː ɖ ú
वीणा	ʋ iː ɳ ɑː
वीणा	ʋ íː ɳ ɑː
वीतभी	ʋ iː t̪ ɐ bʱ iː
वीतभी	ʋ iː t̪ ɐ bʱ íː
वीतभीति	ʋ iː t̪ ɐ bʱ iː t̪ i
वीतमन्यु	ʋ iː t̪ ɐ m ɐ n̪ j u
वीति	ʋ iː t̪ i
वीति	ʋ iː t̪ í
वीतिराधस्	ʋ iː t̪ i ɾ ɑː d̪ʱ ɐ s̪
वीतिराधस्	ʋ iː t̪ í ɾ ɑː d̪ʱ ɐ s̪
वीर	ʋ iː ɾ ɐ
वीर	ʋ iː ɾ ɐ́
वीरता	ʋ iː ɾ ɐ t̪ ɑː
वीरुध्	ʋ iː ɾ u d̪ʱ
वीरुध्	ʋ iː ɾ ú d̪ʱ
वीळु	ʋ iː ɭ̆ u
वीळु	ʋ iː ɭ̆ ú
वृक	ʋ r̩ k ɐ
वृक	ʋ ŕ̩ k ɐ
वृकी	ʋ r̩ k iː
वृकी	ʋ r̩ k íː
वृक्क	ʋ r̩ k k ɐ
वृक्क	ʋ r̩ k k ɐ́
वृक्ते	ʋ r̩ k t̪ eː
वृक्ते	ʋ r̩ k t̪ ɐ j
वृक्ष	ʋ r̩ k ʂ ɐ
वृक्ष	ʋ r̩ k ʂ ɐ́
वृक्षशायिका	ʋ r̩ k ʂ ɐ ɕ ɑː j i k ɑː
वृणक्ति	ʋ r̩ ɳ ɐ k t̪ i
वृणोति	ʋ r̩ ɳ oː t̪ i
वृणोति	ʋ r̩ ɳ ɐ́ w t̪ i
वृत्	ʋ r̩ t̪
वृत्र	ʋ r̩ t̪ ɾ ɐ
वृत्र	ʋ r̩ t̪ ɾ ɐ́
वृत्रघ्ने	ʋ r̩ t̪ ɾ ɐ ɡʱ n̪ eː
वृत्रघ्ने	ʋ r̩ t̪ ɾ ɐ ɡʱ n̪ ɐ́ j
वृत्रहन्	ʋ r̩ t̪ ɾ ɐ ɦ ɐ n̪
वृत्रहन्	ʋ r̩ t̪ ɾ ɐ ɦ ɐ́ n̪
वृद्ध	ʋ r̩ d̪ d̪ʱ ɐ
वृद्ध	ʋ r̩ d̪ d̪ʱ ɐ́
वृद्धि	ʋ r̩ d̪ d̪ʱ i
वृद्धि	ʋ ŕ̩ d̪ d̪ʱ i
वृश्चिक	ʋ r̩ ɕ t͡ɕ i k ɐ
वृश्चिक	ʋ ŕ̩ ɕ t͡ɕ i k ɐ
वृषन्	ʋ r̩ ʂ ɐ n̪
वृषन्	ʋ ŕ̩ ʂ ɐ n̪
वृषभ	ʋ r̩ ʂ ɐ bʱ ɐ
वृषभ	ʋ r̩ ʂ ɐ bʱ ɐ́
वृष्ट	ʋ r̩ ʂ ʈ ɐ
वृष्ट	ʋ r̩ ʂ ʈ ɐ́
वृष्टि	ʋ r̩ ʂ ʈ i
वृष्टि	ʋ r̩ ʂ ʈ í
वृष्टि	ʋ ŕ̩ ʂ ʈ i
वृष्णि	ʋ r̩ ʂ ɳ i
वृष्णि	ʋ r̩ ʂ ɳ í
वृष्णि	ʋ ŕ̩ ʂ ɳ i
वेग	ʋ eː ɡ ɐ
वेग	ʋ ɐ j ɡ ɐ
वेट	ʋ eː ʈ ɐ
वेट	ʋ ɐ j ʈ ɐ
वेत्ति	ʋ eː t̪ t̪ i
वेत्ति	ʋ ɐ́ j t̪ t̪ i
वेद	ʋ eː d̪ ɐ
वेद	ʋ ɐ j d̪ ɐ
वेद	ʋ ɐ́ j d̪ ɐ
वेदस्	ʋ eː d̪ ɐ s̪
वेदस्	ʋ ɐ́ j d̪ ɐ s̪
वेदि	ʋ eː d̪ i
वेदि	ʋ ɐ́ j d̪ i
वेद्या	ʋ eː d̪ j ɑː
वेद्या	ʋ ɐ j d̪ j ɑ́ː
वेलाभूमि	ʋ eː l̪ ɑː bʱ uː m i
वेलाभूमि	ʋ ɐ j l̪ ɑː bʱ uː m i
वेवेक्ति	ʋ eː ʋ eː k t̪ i
वेवेक्ति	ʋ ɐ j ʋ ɐ j k t̪ i
वेवेष्टि	ʋ eː ʋ eː ʂ ʈ i
वेवेष्टि	ʋ ɐ j ʋ ɐ j ʂ ʈ i
वेश्या	ʋ eː ɕ j ɑː
वेश्या	ʋ ɐ j ɕ j ɑː
वेष	ʋ eː ʂ ɐ
वेष	ʋ ɐ́ j ʂ ɐ
वैकुण्ठ	ʋ ɑ j k u ɳ ʈʰ ɐ
वैकुण्ठ	ʋ ɑː j k u ɳ ʈʰ ɐ́
वैज्ञानिक	ʋ ɑ j d͡ʑ ɲ ɑː n̪ i k ɐ
वैज्ञानिक	ʋ ɑː j d͡ʑ ɲ ɑː n̪ i k ɐ
वैदर्भ	ʋ ɑ j d̪ ɐ ɾ bʱ ɐ
वैदर्भ	ʋ ɑː j d̪ ɐ ɾ bʱ ɐ
वैदिक	ʋ ɑ j d̪ i k ɐ
वैदिक	ʋ ɑː j d̪ i k ɐ́
वैद्युतक	ʋ ɑ j d̪ j u t̪ ɐ k ɐ
वैद्युतक	ʋ ɑː j d̪ j u t̪ ɐ k ɐ
वैश्वानर	ʋ ɑ j ɕ ʋ ɑː n̪ ɐ ɾ ɐ
वैश्वानर	ʋ ɑː j ɕ ʋ ɑː n̪ ɐ ɾ ɐ́
वैष्णव	ʋ ɑ j ʂ ɳ ɐ ʋ ɐ
वैष्णव	ʋ ɑː j ʂ ɳ ɐ ʋ ɐ́
वोढृ	ʋ oː ɖʱ r̩
वोढृ	ʋ ɐ w ɖʱ ŕ̩
वोढृ	ʋ ɐ́ w ɖʱ r̩
वोळ्हृ	ʋ oː ɭ̆ ɦ r̩
वोळ्हृ	ʋ ɐ w ɭ̆ ɦ ŕ̩
व्यजन	ʋ j ɐ d͡ʑ ɐ n̪ ɐ
व्यञ्चन	ʋ j ɐ ɲ t͡ɕ ɐ n̪ ɐ
व्यञ्जन	ʋ j ɐ ɲ d͡ʑ ɐ n̪ ɐ
व्यधिकरण	ʋ j ɐ d̪ʱ i k ɐ ɾ ɐ ɳ ɐ
व्यन्तर	ʋ j ɐ n̪ t̪ ɐ ɾ ɐ
व्यर्थ	ʋ j ɐ ɾ t̪ʰ ɐ
व्याकरण	ʋ j ɑː k ɐ ɾ ɐ ɳ ɐ m
व्याघ्र	ʋ j ɑː ɡʱ ɾ ɐ
व्याघ्र	ʋ j ɑː ɡʱ ɾ ɐ́
व्यान	ʋ j ɑː n̪ ɐ
व्यान	ʋ j ɑː n̪ ɐ́
व्यायम्	ʋ j ɑː j ɐ m
व्यायाम	ʋ j ɑː j ɑː m ɐ
व्यायाम	ʋ j ɑː j ɑː m ɐ́
व्युत्पादक	ʋ j u t̪ p ɑː d̪ ɐ k ɐ
व्युष्टि	ʋ j u ʂ ʈ i
व्युष्टि	ʋ í j u ʂ ʈ i
व्रत	ʋ ɾ ɐ t̪ ɐ
व्रत	ʋ ɾ ɐ t̪ ɐ́
व्रीडति	ʋ ɾ iː ɖ ɐ t̪ i
शं	ɕ ɐ m
शं	ɕ ɐ́ m
शंकर	ɕ ɐ ŋ k ɐ ɾ ɐ
शंकर	ɕ ɐ ŋ k ɐ ɾ ɐ́
शंतनु	ɕ ɐ n̪ t̪ ɐ n̪ u
शंतनु	ɕ ɐ́ n̪ t̪ ɐ n̪ u
शंस	ɕ ɐ̃ s̪ ɐ
शंस	ɕ ɐ̃́ s̪ ɐ
शंसति	ɕ ɐ̃ s̪ ɐ t̪ i
शंसति	ɕ ɐ̃́ s̪ ɐ t̪ i
शक	ɕ ɐ k ɐ
शकटव्यूह	ɕ ɐ k ɐ ʈ ɐ ʋ j uː ɦ ɐ
शकटाल	ɕ ɐ k ɐ ʈ ɑː l̪ ɐ
शकार	ɕ ɐ k ɑː ɾ ɐ
शक्ति	ɕ ɐ k t̪ i
शक्ति	ɕ ɐ k t̪ í
शक्ति	ɕ ɐ́ k t̪ i
शक्नोति	ɕ ɐ k n̪ oː t̪ i
शक्नोति	ɕ ɐ k n̪ ɐ́ w t̪ i
शङ्कते	ɕ ɐ ŋ k ɐ t̪ eː
शङ्कते	ɕ ɐ́ ŋ k ɐ t̪ ɐ j
शङ्के	ɕ ɐ ŋ k eː
शङ्के	ɕ ɐ ŋ k ɐ j
शङ्ख	ɕ ɐ ŋ kʰ ɐ
शङ्ख	ɕ ɐ ŋ kʰ ɐ́
शत	ɕ ɐ t̪ ɐ
शत	ɕ ɐ t̪ ɐ́
शत्रवः	ɕ ɐ t̪ ɾ ɐ ʋ ɐ h
शत्रवे	ɕ ɐ t̪ ɾ ɐ ʋ eː
शत्रवे	ɕ ɐ t̪ ɾ ɐ ʋ ɐ j
शत्रु	ɕ ɐ t̪ ɾ u
शत्रु	ɕ ɐ́ t̪ ɾ u
शत्रुः	ɕ ɐ t̪ ɾ u h
शत्रुणा	ɕ ɐ t̪ ɾ u ɳ ɑː
शत्रुत्व	ɕ ɐ t̪ ɾ u t̪ ʋ ɐ
शत्रुत्व	ɕ ɐ t̪ ɾ u t̪ ʋ ɐ́
शत्रुभिः	ɕ ɐ t̪ ɾ u bʱ i h
शत्रुभ्यः	ɕ ɐ t̪ ɾ u bʱ j ɐ h
शत्रुभ्याम्	ɕ ɐ t̪ ɾ u bʱ j ɑː m
शत्रुम्	ɕ ɐ t̪ ɾ u m
शत्रुषु	ɕ ɐ t̪ ɾ u ʂ u
शत्रू	ɕ ɐ t̪ ɾ uː
शत्रूणाम्	ɕ ɐ t̪ ɾ uː ɳ ɑː m
शत्रून्	ɕ ɐ t̪ ɾ uː n̪
शत्रो	ɕ ɐ t̪ ɾ oː
शत्रो	ɕ ɐ t̪ ɾ ɐ w
शत्रोः	ɕ ɐ t̪ ɾ oː h
शत्रोः	ɕ ɐ t̪ ɾ ɐ w h
शत्रौ	ɕ ɐ t̪ ɾ ɑ w
शत्रौ	ɕ ɐ t̪ ɾ ɑː w
शत्र्वः	ɕ ɐ t̪ ɾ ʋ ɐ h
शत्र्वा	ɕ ɐ t̪ ɾ ʋ ɑː
शत्र्वे	ɕ ɐ t̪ ɾ ʋ eː
शत्र्वे	ɕ ɐ t̪ ɾ ʋ ɐ j
शत्र्वोः	ɕ ɐ t̪ ɾ ʋ oː h
शत्र्वोः	ɕ ɐ t̪ ɾ ʋ ɐ w h
शनि	ɕ ɐ n̪ i
शन्तनु	ɕ ɐ n̪ t̪ ɐ n̪ u
शप्	ɕ ɐ p
शफ	ɕ ɐ pʰ ɐ
शफ	ɕ ɐ pʰ ɐ́
शफर	ɕ ɐ pʰ ɐ ɾ ɐ
शब्द	ɕ ɐ b d̪ ɐ
शब्द	ɕ ɐ́ b d̪ ɐ
शब्दकोश	ɕ ɐ b d̪ ɐ k oː ɕ ɐ
शब्दार्थ	ɕ ɐ b d̪ ɑː ɾ t̪ʰ ɐ h
शब्दालंकार	ɕ ɐ b d̪ ɑː l̪ ɐ ŋ k ɑː ɾ ɐ
शम्	ɕ ɐ m
शम्	ɕ ɐ́ m
शम्ब	ɕ ɐ m b ɐ
शम्ब	ɕ ɐ́ m b ɐ
शयन	ɕ ɐ j ɐ n̪ ɐ
शयनागार	ɕ ɐ j ɐ n̪ ɑː ɡ ɑː ɾ ɐ
शय्या	ɕ eː j ɑː
शय्या	ɕ ɐ j j ɑː
शर	ɕ ɐ ɾ ɐ
शर	ɕ ɐ ɾ ɐ́
शरण	ɕ ɐ ɾ ɐ ɳ ɐ
शरण	ɕ ɐ ɾ ɐ́ ɳ ɐ
शरदा	ɕ ɐ ɾ ɐ d̪ ɑː
शरदा	ɕ ɐ ɾ ɐ́ d̪ ɑː
शरद्	ɕ ɐ ɾ ɐ d̪
शरद्	ɕ ɐ ɾ ɐ́ d̪
शरभ	ɕ ɐ ɾ ɐ bʱ ɐ
शरभ	ɕ ɐ ɾ ɐ bʱ ɐ́
शरस्	ɕ ɐ ɾ ɐ s̪
शरस्	ɕ ɐ́ ɾ ɐ s̪
शरारु	ɕ ɐ ɾ ɑː ɾ u
शरारु	ɕ ɐ ɾ ɑ́ː ɾ u
शरु	ɕ ɐ ɾ u
शरु	ɕ ɐ́ ɾ u
शर्कर	ɕ ɐ ɾ k ɐ ɾ ɐ
शर्ध	ɕ ɐ ɾ d̪ʱ ɐ
शर्ध	ɕ ɐ́ ɾ d̪ʱ ɐ
शर्म	ɕ ɐ ɾ m ɐ
शर्मण्यदेश	ɕ ɐ ɾ m ɐ ɳ j ɐ d̪ eː ɕ ɐ
शर्मन्	ɕ ɐ ɾ m ɐ n̪
शर्मन्	ɕ ɐ́ ɾ m ɐ n̪
शल्य	ɕ ɐ l̪ j ɐ
शल्य	ɕ ɐ l̪ j ɐ́
शल्यकार	ɕ ɐ l̪ j ɐ k ɑː ɾ ɐ
शल्यक्रिया	ɕ ɐ l̪ j ɐ k ɾ i j ɑː
शवस्	ɕ ɐ ʋ ɐ s̪
शवस्	ɕ ɐ́ ʋ ɐ s̪
शश	ɕ ɐ ɕ ɐ
शश	ɕ ɐ ɕ ɐ́
शष्प	ɕ ɐ ʂ p ɐ
शष्प	ɕ ɐ́ ʂ p ɐ
शष्पिञ्जर	ɕ ɐ ʂ p i ɲ d͡ʑ ɐ ɾ ɐ
शष्पिञ्जर	ɕ ɐ ʂ p í ɲ d͡ʑ ɐ ɾ ɐ
शस्त	ɕ ɐ s̪ t̪ ɐ
शस्त	ɕ ɐ s̪ t̪ ɐ́
शस्त्र	ɕ ɐ s̪ t̪ ɾ ɐ
शस्त्र	ɕ ɐ s̪ t̪ ɾ ɐ́
शांतनु	ɕ ɑː n̪ t̪ ɐ n̪ u
शाक	ɕ ɑː k ɐ
शाकपुष्प	ɕ ɑː k ɐ p u ʂ p ɐ
शाक्त	ɕ ɑː k t̪ ɐ
शाक्यमुनि	ɕ ɑː k j ɐ m u n̪ i
शान्तनु	ɕ ɑː n̪ t̪ ɐ n̪ u
शाप	ɕ ɑː p ɐ
शाब्दिक	ɕ ɑː b d̪ i k ɐ
शाम	ɕ ɑː m ɐ
शाम	ɕ ɑː m ɐ́
शारद	ɕ ɑː ɾ ɐ d̪ ɐ
शारद	ɕ ɑː ɾ ɐ d̪ ɐ́
शारीरिक	ɕ ɑː ɾ iː ɾ i k ɐ
शार्क	ɕ ɑː ɾ k ɐ
शाल	ɕ ɑː l̪ ɐ
शाल	ɕ ɑː l̪ ɐ́
शाला	ɕ ɑː l̪ ɑː
शाला	ɕ ɑ́ː l̪ ɑː
शालिवाहन	ɕ ɑː l̪ i ʋ ɑː ɦ ɐ n̪ ɐ
शाव	ɕ ɑː ʋ ɐ
शावक	ɕ ɑː ʋ ɐ k ɐ
शासन	ɕ ɑː s̪ ɐ n̪ ɐ
शास्ति	ɕ ɑː s̪ t̪ i
शास्ति	ɕ ɑ́ː s̪ t̪ i
शास्त्र	ɕ ɑː s̪ t̪ ɾ ɐ
शास्त्रिणी	ɕ ɑː s̪ t̪ ɾ i ɳ iː
शास्त्रिन्	ɕ ɑː s̪ t̪ ɾ i n̪
शिंषन्ति	ɕ ĩ ʂ ɐ n̪ t̪ i
शिंषाते	ɕ ĩ ʂ ɑː t̪ eː
शिंषाते	ɕ ĩ ʂ ɑː t̪ ɐ j
शिंष्टः	ɕ ĩ ʂ ʈ ɐ h
शिंष्टे	ɕ ĩ ʂ ʈ eː
शिंष्टे	ɕ ĩ ʂ ʈ ɐ j
शिंष्ठ	ɕ ĩ ʂ ʈʰ ɐ
शिंष्ठः	ɕ ĩ ʂ ʈʰ ɐ h
शिंष्मः	ɕ ĩ ʂ m ɐ h
शिंष्वः	ɕ ĩ ʂ ʋ ɐ h
शिक्	ɕ i k
शिक्य	ɕ i k j ɐ
शिक्य	ɕ i k j ɐ́
शिक्याकृत	ɕ i k j ɑː k r̩ t̪ ɐ
शिक्याकृत	ɕ i k j ɑ́ː k r̩ t̪ ɐ
शिक्षति	ɕ i k ʂ ɐ t̪ i
शिक्षति	ɕ í k ʂ ɐ t̪ i
शिक्षा	ɕ i k ʂ ɑː
शिक्षिकया	ɕ i k ʂ i k ɐ j ɑː
शिक्षिकयोः	ɕ i k ʂ i k ɐ j oː h
शिक्षिकयोः	ɕ i k ʂ i k ɐ j ɐ w h
शिक्षिका	ɕ i k ʂ i k ɑː
शिक्षिकाः	ɕ i k ʂ i k ɑː h
शिक्षिकाणाम्	ɕ i k ʂ i k ɑː ɳ ɑː m
शिक्षिकाभिः	ɕ i k ʂ i k ɑː bʱ i h
शिक्षिकाभ्यः	ɕ i k ʂ i k ɑː bʱ j ɐ h
शिक्षिकाभ्याम्	ɕ i k ʂ i k ɑː bʱ j ɑː m
शिक्षिकाम्	ɕ i k ʂ i k ɑː m
शिक्षिकायाः	ɕ i k ʂ i k ɑː j ɑː h
शिक्षिकायाम्	ɕ i k ʂ i k ɑː j ɑː m
शिक्षिकायै	ɕ i k ʂ i k ɑː j ɑ j
शिक्षिकायै	ɕ i k ʂ i k ɑː j ɑː j
शिक्षिकासु	ɕ i k ʂ i k ɑː s̪ u
शिक्षिके	ɕ i k ʂ i k eː
शिक्षिके	ɕ i k ʂ i k ɐ j
शिखर	ɕ i kʰ ɐ ɾ ɐ
शिखा	ɕ i kʰ ɑː
शिखा	ɕ í kʰ ɑː
शिच्	ɕ i t͡ɕ
शिनक्षि	ɕ i n̪ ɐ k ʂ i
शिनष्टि	ɕ i n̪ ɐ ʂ ʈ i
शिनष्मि	ɕ i n̪ ɐ ʂ m i
शिफ	ɕ i pʰ ɐ
शिफः	ɕ i pʰ ɐ h
शिफम्	ɕ i pʰ ɐ m
शिफयोः	ɕ i pʰ ɐ j oː h
शिफयोः	ɕ i pʰ ɐ j ɐ w h
शिफस्य	ɕ i pʰ ɐ s̪ j ɐ
शिफा	ɕ i pʰ ɑː
शिफाः	ɕ i pʰ ɑː h
शिफात्	ɕ i pʰ ɑː t̪
शिफानाम्	ɕ i pʰ ɑː n̪ ɑː m
शिफान्	ɕ i pʰ ɑː n̪
शिफाभ्याम्	ɕ i pʰ ɑː bʱ j ɑː m
शिफाय	ɕ i pʰ ɑː j ɐ
शिफासः	ɕ i pʰ ɑː s̪ ɐ h
शिफे	ɕ i pʰ eː
शिफे	ɕ i pʰ ɐ j
शिफेन	ɕ i pʰ eː n̪ ɐ
शिफेन	ɕ i pʰ ɐ j n̪ ɐ
शिफेभिः	ɕ i pʰ eː bʱ i h
शिफेभिः	ɕ i pʰ ɐ j bʱ i h
शिफेभ्यः	ɕ i pʰ eː bʱ j ɐ h
शिफेभ्यः	ɕ i pʰ ɐ j bʱ j ɐ h
शिफेषु	ɕ i pʰ eː ʂ u
शिफेषु	ɕ i pʰ ɐ j ʂ u
शिफैः	ɕ i pʰ ɑ j h
शिफैः	ɕ i pʰ ɑː j h
शिफौ	ɕ i pʰ ɑ w
शिफौ	ɕ i pʰ ɑː w
शिरस्	ɕ i ɾ ɐ s̪
शिरस्	ɕ í ɾ ɐ s̪
शिरोपधान	ɕ i ɾ oː p ɐ d̪ʱ ɑː n̪ ɐ
शिला	ɕ i l̪ ɑː
शिला	ɕ i l̪ ɑ́ː
शिव	ɕ i ʋ ɐ
शिव	ɕ i ʋ ɐ́
शिशु	ɕ i ɕ u
शिशु	ɕ í ɕ u
शिश्न	ɕ i ɕ n̪ ɐ
शिश्न	ɕ i ɕ n̪ ɐ́
शिष्ट	ɕ i ʂ ʈ ɐ
शिष्ट	ɕ i ʂ ʈ ɐ́
शिष्या	ɕ i ʂ j ɑː
शीघ्र	ɕ iː ɡʱ ɾ ɐ
शीघ्र	ɕ iː ɡʱ ɾ ɐ́
शीर्ष	ɕ iː ɾ ʂ ɐ
शीर्ष	ɕ iː ɾ ʂ ɐ́
शीर्षन्	ɕ iː ɾ ʂ ɐ n̪
शीर्षन्	ɕ iː ɾ ʂ ɐ́ n̪
शुक्र	ɕ u k ɾ ɐ
शुक्र	ɕ u k ɾ ɐ́
शुक्ल	ɕ u k l̪ ɐ
शुक्ल	ɕ u k l̪ ɐ́
शुख	ɕ u kʰ ɐ
शुख	ɕ u kʰ ɐ́
शुङ्ग	ɕ u ŋ ɡ ɐ
शुङ्ग	ɕ u ŋ ɡ ɐ́
शुङ्गा	ɕ u ŋ ɡ ɑː
शुङ्गा	ɕ u ŋ ɡ ɑ́ː
शुच	ɕ u t͡ɕ ɐ
शुच	ɕ u t͡ɕ ɐ́
शुचि	ɕ u t͡ɕ i
शुचि	ɕ ú t͡ɕ i
शुचित्वा	ɕ u t͡ɕ i t̪ ʋ ɑː
शुच्	ɕ u t͡ɕ
शुच्	ɕ ú t͡ɕ
शुनक	ɕ u n̪ ɐ k ɐ h
शुप्ति	ɕ u p t̪ i
शुप्ति	ɕ ú p t̪ i
शुभ्र	ɕ u bʱ ɾ ɐ
शुभ्र	ɕ u bʱ ɾ ɐ́
शुम्भति	ɕ u m bʱ ɐ t̪ i
शुल्क	ɕ u l̪ k ɐ
शुल्क	ɕ u l̪ k ɐ́
शुष्क	ɕ u ʂ k ɐ
शुष्क	ɕ ú ʂ k ɐ
शुष्कफल	ɕ u ʂ k ɐ pʰ ɐ l̪ ɐ
शुष्कफल	ɕ ú ʂ k ɐ pʰ ɐ l̪ ɐ
शुष्यति	ɕ u ʂ j ɐ t̪ i
शुष्यति	ɕ ú ʂ j ɐ t̪ i
शू	ɕ uː
