aaleniano	aleˈnjano
psicooncología	psikoonkoloˈxia
pteridófita	pteɾiˈdofita
pterodáctilo	teɾoˈdaɡtilo
púbico	ˈpubiko
publicista	publiˈθista
publicista	publiˈsista
publicitada	publiθiˈtada
publicitada	publisiˈtada
publicitado	publiθiˈtado
publicitado	publisiˈtado
pucelana	puθeˈlana
pucelana	puseˈlana
pucelano	puθeˈlano
pucelano	puseˈlano
púchica	ˈput͡ʃika
pueda	ˈpweda
puente	ˈpwente
puenteadas	pwenteˈadas
puenteado	pwenteˈado
puenteados	pwenteˈados
puentear	pwenteˈaɾ
puerco	ˈpwerko
puercoespín	pwerkoesˈpin
puercoespines	pwerkoesˈpines
puericia	pweˈɾiθja
puericia	pweˈɾisja
puerro	ˈpwero
puerto	ˈpwerto
pugnada	puɡˈnada
pugnado	puɡˈnado
pugnados	puɡˈnados
pugnar	puɡˈnaɾ
pugno	ˈpuɡno
Puig	ˈpwiɡ
pujada	puˈxada
pujadas	puˈxadas
pujados	puˈxados
pujar	puˈxaɾ
pulamos	puˈlamos
pulcro	ˈpulkɾo
pulcros	ˈpulkɾos
pulen	ˈpulen
pulga	ˈpulɡa
pulgón	pulˈɡon
pulguita	pulˈɡita
Pulido	puˈlido
pulmón	pulˈmon
pulpo	ˈpulpo
pulque	ˈpulke
pulquero	pulˈkeɾo
pulquérrimo	pulˈkerimo
pulsada	pulˈsada
pulsadas	pulˈsadas
pulsamos	pulˈsamos
pulseados	pulseˈados
pululadas	puluˈladas
pululado	puluˈlado
pululados	puluˈlados
pulverizadas	pulbeɾiˈθadas
pulverizadas	pulbeɾiˈsadas
pulverizados	pulbeɾiˈθados
pulverizados	pulbeɾiˈsados
puñadas	puˈɲadas
puñados	puˈɲados
puñalote	puɲaˈlote
puñar	puˈɲaɾ
punga	ˈpunɡa
punida	puˈnida
punidos	puˈnidos
punki	ˈpunki
puntados	punˈtados
puntear	punteˈaɾ
puntillita	puntiˈʎita
puntillita	puntiˈɟ͡ʝita
puntofijismo	puntofiˈxismo
puntuada	punˈtwada
puntuadas	punˈtwadas
puntuado	punˈtwado
puntualizada	puntwaliˈθada
puntualizada	puntwaliˈsada
purépecha	puˈɾepet͡ʃa
purga	ˈpurɡa
purgación	purɡaˈθjon
purgación	purɡaˈsjon
purgada	purˈɡada
purgado	purˈɡado
purgamos	purˈɡamos
purgar	purˈɡaɾ
puridad	pu.ɾiˈðað
purpuro	purˈpuɾo
puta	ˈputa
putañeados	putaɲeˈados
puteadas	puteˈadas
puterío	puteˈɾio
putinescas	putiˈneskas
puto	ˈpu.to
q	k
q	ku
qoppa	ˈkopa
quantizado	kwantiˈθado
quantizado	kwantiˈsado
quarterback	kwarterˈbak
que	ke
Quebec	keˈbek
quebrada	keˈbɾada
quebrado	keˈbɾado
quebrantadas	kebɾanˈtadas
quebrantado	kebɾanˈtado
quebrantados	kebɾanˈtados
quebrar	keˈbɾaɾ
quedada	keˈdada
quedito	keˈdito
queja	ˈkexa
quejarse	keˈxarse
quelato	keˈlato
quemadas	keˈmadas
quemado	keˈmado
quemazones	kemaˈθones
quemazones	kemaˈsones
quemosis	keˈmosis
quepí	keˈpi
queque	ˈkeke
querella	keˈɾeʎa
querella	keˈɾeɟ͡ʝa
querellada	keɾeˈʎada
querellada	keɾeˈɟ͡ʝada
querellarse	keɾeˈʎarse
querellarse	keɾeˈɟ͡ʝarse
querencia	keˈɾenθja
querencia	keˈɾensja
querer	keˈɾeɾ
querida	keˈɾida
querido	keˈɾido
queroseno	keɾoˈseno
querubín	keɾuˈbin
quesadilla	kesaˈdiʎa
quesadilla	kesaˈdiɟ͡ʝa
Quetzalcóatl	kedθalˈkoatl
Quetzalcóatl	kedsalˈkoatl
Quetzaltenango	kedsalteˈnanɡo
Quezada	keˈθada
Quezada	keˈsada
quia	kja
quiasma	ˈkjasma
Quico	ˈkiko
quietado	kjeˈtado
quietados	kjeˈtados
quietud	kjeˈtud
quijada	kiˈxada
quimba	ˈkimba
quimera	kiˈmeɾa
químico	ˈkimiko
quina	ˈkina
quinasa	kiˈnasa
quince	ˈkinθe
quince	ˈkinse
quinceañera	ˌkinθeaˈɲeɾa
quinceañera	ˌkinseaˈɲeɾa
quincena	kinˈθena
quincena	kinˈsena
quinientos	kiˈnjentos
quinimil	kiniˈmil
Quiñones	kiˈɲones
quinoto	kiˈnoto
quinquenal	kinkeˈnal
quinquenio	kinˈkenjo
Quintana	kinˈtana
quintanarroense	kintanaroˈense
quintito	kinˈtito
quíntupla	ˈkintupla
quíntuplas	ˈkintuplas
quíntuple	ˈkintuple
quintuplicada	kintupliˈkada
quintuplicado	kintupliˈkado
quintuplicare	kintupliˈkaɾe
quíntuplo	ˈkintuplo
quíntuplos	ˈkintuplos
quinua	ˈkinwa
quiosquito	kjosˈkito
quiote	ˈkjo.te
Quiros	ˈkiɾos
quirúrgica	kiˈɾurxika
quirúrgico	kiˈɾurxiko
quise	ˈkise
quisque	ˈkiske
quiste	ˈkiste
quitados	kiˈtados
quitar	kiˈtaɾ
Quito	ˈkito
quitó	kiˈto
quitón	ki.ˈton
quitosano	kitoˈsano
quiúbole	ˈkjubole
quiz	ˈkwiθ
quiz	ˈkwis
quizá	kiˈθa
quizá	kiˈsa
quórum	ˈkwoɾum
rabiar	raˈβjaɾ
rabina	raˈbina
rabínica	raˈbinika
rabino	raˈbino
rabo	ˈrabo
racaneada	rakaneˈada
racaneado	rakaneˈado
racaneados	rakaneˈados
racimo	raˈθimo
racimo	raˈsimo
racionaliza	raθjonaˈliθa
racionaliza	rasjonaˈlisa
racionalizada	raθjonaliˈθada
racionalizada	rasjonaliˈsada
racionalizadas	raθjonaliˈθadas
racionalizadas	rasjonaliˈsadas
racionalizados	raθjonaliˈθados
racionalizados	rasjonaliˈsados
racionalizaras	raθjonaliˈθaɾas
racionalizaras	rasjonaliˈsaɾas
racionalizas	raθjonaˈliθas
racionalizas	rasjonaˈlisas
racionalizaste	raθjonaliˈθaste
racionalizaste	rasjonaliˈsaste
racionalizo	raθjonaˈliθo
racionalizo	rasjonaˈliso
radiada	raˈdjada
radiado	raˈdjado
radiados	raˈdjados
radiancia	raˈdjanθja
radiancia	raˈdjansja
radiativo	radjaˈtibo
radicada	radiˈkada
radicados	radiˈkados
radical	radiˈkal
radicar	radiˈkaɾ
radiónica	raˈdjonika
radionucleido	radjonuˈkleido
radiosensibilidad	radjosensibiliˈdad
radiosensible	radjosenˈsible
rai	rai
raídos	raˈidos
raíz	raˈiθ
raíz	raˈis
raizal	raiˈθal
raizal	raiˈsal
rajada	raˈxada
rajado	raˈxado
ralea	raˈlea
ralentización	ralentiθaˈθjon
ralentización	ralentisaˈsjon
rambla	ˈrambla
ramificadas	ramifiˈkadas
ramificado	ramifiˈkado
ramoneo	ramoˈneo
ramosas	raˈmosas
ranca	ˈranka
randa	ˈranda
rankear	rankeˈaɾ
ranques	ˈrankes
rapadas	raˈpadas
rapando	raˈpando
rape	ˈrape
rapeo	raˈpeo
rápidamente	ˌrapidaˈmente
rapidísimo	ra.piˈdi.si.mo
rapiñado	rapiˈɲado
raptada	rabˈtada
raptadas	rabˈtadas
raptados	rabˈtados
rasca	ˈraska
rascado	rasˈkado
rascados	rasˈkados
rascando	rasˈkando
rasgadas	rasˈɡadas
rasgando	rasˈɡando
raso	ˈraso
raspada	rasˈpada
raspadas	rasˈpadas
raspado	rasˈpado
rasterización	rasteɾiθaˈθjon
rasterización	rasteɾisaˈsjon
rastreada	rastɾeˈada
rastreado	rastɾeˈado
rastro	ˈrastɾo
rastrojo	rasˈtɾoxo
rateado	rateˈado
rateamos	rateˈamos
ratificada	ratifiˈkada
ratificado	ratifiˈkado
ratificados	ratifiˈkados
ratificamos	ratifiˈkamos
ratite	raˈtite
ratito	raˈtito
rato	ˈrato
ratoncito	ratonˈθito
ratoncito	ratonˈsito
Raúl	raˈul
rayada	raˈɟ͡ʝada
rayadas	raˈɟ͡ʝadas
rayado	raˈɟ͡ʝado
rayados	raˈɟ͡ʝados
rayadura	raɟ͡ʝaˈduɾa
rayar	raˈɟ͡ʝaɾ
raza	ˈraθa
raza	ˈrasa
Razon	raˈθon
Razon	raˈson
razón	raˈson
razón	raˈθon
razonar	raθoˈnaɾ
razonar	rasoˈnaɾ
reabrir	reaˈbɾiɾ
reabsorbida	reabsorˈbida
reabsorbidas	reabsorˈbidas
reaccionado	reaɡθjoˈnado
reaccionado	reaɡsjoˈnado
reacondicionada	reakondiθjoˈnada
reacondicionada	reakondisjoˈnada
reacondicionado	reakondiθjoˈnado
reacondicionado	reakondisjoˈnado
readmitido	readmiˈtido
reafirmadas	reafirˈmadas
reafirmados	reafirˈmados
reafirmar	reafirˈmaɾ
reagrupada	reaɡɾuˈpada
reagrupando	reaɡɾuˈpando
real	reˈal
realero	reaˈleɾo
realícelo	reaˈliθelo
realícelo	reaˈliselo
realidad	realiˈdad
realimentada	realimenˈtada
realimentadas	realimenˈtadas
realimentados	realimenˈtados
realizados	realiˈθados
realizados	realiˈsados
realizando	realiˈθando
realizando	realiˈsando
realojado	realoˈxado
realojamos	realoˈxamos
realquilada	realkiˈlada
realquiladas	realkiˈladas
realquilados	realkiˈlados
Reaño	reˈaɲo
reaplicar	reapliˈkaɾ
reaprendida	reapɾenˈdida
reaprendidas	reapɾenˈdidas
reaprendido	reapɾenˈdido
reaprendidos	reapɾenˈdidos
reaprovechada	reapɾobeˈt͡ʃada
reaprovechadas	reapɾobeˈt͡ʃadas
reaprovechado	reapɾobeˈt͡ʃado
reaprovechados	reapɾobeˈt͡ʃados
rearmada	rearˈmada
rearmado	rearˈmado
reasentadas	reasenˈtadas
reasentado	reasenˈtado
reasentados	reasenˈtados
reasunción	reasunˈθjon
reasunción	reasunˈsjon
reata	reˈata
rebaba	reˈbaba
rebacheo	rebaˈt͡ʃeo
rebanada	rebaˈnada
rebañada	rebaˈɲada
rebanadas	rebaˈnadas
rebañadas	rebaˈɲadas
rebanado	rebaˈnado
rebanados	rebaˈnados
rebatada	rebaˈtada
rebatadas	rebaˈtadas
rebatados	rebaˈtados
rebatidas	rebaˈtidas
rebatido	rebaˈtido
rebatidos	rebaˈtidos
rebatiña	rebaˈtiɲa
rebatinga	rebaˈtinɡa
rebato	reˈbato
rebatos	reˈbatos
rebautizadas	rebautiˈθadas
rebautizadas	rebautiˈsadas
rebautizado	rebautiˈθado
rebautizado	rebautiˈsado
rebautizados	rebautiˈθados
rebautizados	rebautiˈsados
rebeca	reˈbeka
rebelada	rebeˈlada
rebeladas	rebeˈladas
rebelado	rebeˈlado
rebelados	rebeˈlados
rebelamos	rebeˈlamos
rebelando	rebeˈlando
rebelde	reˈbelde
rebeldía	rebelˈdia
rebobinada	rebobiˈnada
rebobinadas	rebobiˈnadas
rebobinado	rebobiˈnado
rebobinados	rebobiˈnados
rebobinamos	rebobiˈnamos
rebobinando	rebobiˈnando
rebobinar	rebobiˈnaɾ
rebosada	reboˈsada
rebosadas	reboˈsadas
rebosado	reboˈsado
rebosados	reboˈsados
rebotadas	reboˈtadas
rebotados	reboˈtados
rebullido	rebuˈʎido
rebullido	rebuˈɟ͡ʝido
recaídas	rekaˈidas
recaído	rekaˈido
recaímos	rekaˈimos
recaíste	rekaˈiste
recalcadas	rekalˈkadas
recalcado	rekalˈkado
recalcados	rekalˈkados
recalcitrante	rekalθiˈtɾante
recalcitrante	rekalsiˈtɾante
recalculada	rekalkuˈlada
recalculado	rekalkuˈlado
recalculados	rekalkuˈlados
recalculamos	rekalkuˈlamos
recalendarizar	rekalendaɾiˈθaɾ
recalendarizar	rekalendaɾiˈsaɾ
recalibrada	rekaliˈbɾada
recalibradas	rekaliˈbɾadas
recalibrados	rekaliˈbɾados
recalificada	rekalifiˈkada
recamados	rekaˈmados
recapitalizados	rekapitaliˈθados
recapitalizados	rekapitaliˈsados
recapitulamos	rekapituˈlamos
recapturadas	rekabtuˈɾadas
recauchutada	rekaut͡ʃuˈtada
recauchutadas	rekaut͡ʃuˈtadas
recauchutado	rekaut͡ʃuˈtado
recelados	reθeˈlados
recelados	reseˈlados
recentralizadas	reθentɾaliˈθadas
recentralizadas	resentɾaliˈsadas
recentralizado	reθentɾaliˈθado
recentralizado	resentɾaliˈsado
recepción	reθebˈθjon
recepción	resebˈsjon
recepcionada	reθebθjoˈnada
recepcionada	resebsjoˈnada
recepciono	reθebˈθjono
recepciono	resebˈsjono
recercar	reθerˈkaɾ
recercar	reserˈkaɾ
rechazada	ret͡ʃaˈθada
rechazada	ret͡ʃaˈsada
rechazadas	ret͡ʃaˈθadas
rechazadas	ret͡ʃaˈsadas
rechistada	ret͡ʃisˈtada
rechistadas	ret͡ʃisˈtadas
rechistado	ret͡ʃisˈtado
rechistados	ret͡ʃisˈtados
recibir	re.θiˈbiɾ
reciclada	reθiˈklada
reciclada	resiˈklada
reciclados	reθiˈklados
reciclados	resiˈklados
reciclamos	reθiˈklamos
reciclamos	resiˈklamos
recientemente	reˌθjenteˈmente
recientemente	reˌsjenteˈmente
recipiente	reθiˈpjente
recipiente	resiˈpjente
reciprocada	reθipɾoˈkada
reciprocada	resipɾoˈkada
recíproco	reˈθipɾoko
recíproco	reˈsipɾoko
recitación	reθitaˈθjon
recitación	resitaˈsjon
recitada	reθiˈtada
recitada	resiˈtada
recitadas	reθiˈtadas
recitadas	resiˈtadas
reclamado	reklaˈmado
recluida	reˈklwida
recluir	reˈklwiɾ
reclusa	reˈklusa
reclusas	reˈklusas
reclusos	reˈklusos
recluta	reˈkluta
reclutada	rekluˈtada
reclutado	rekluˈtado
reclutados	rekluˈtados
reclutar	rekluˈtaɾ
recodar	rekoˈdaɾ
recolados	rekoˈlados
recolocado	rekoloˈkado
recomendada	rekomenˈdada
recomendadas	rekomenˈdadas
recomendados	rekomenˈdados
recomendamos	rekomenˈdamos
recompensados	rekompenˈsados
recompilar	rekompiˈlaɾ
recompuesta	rekomˈpwesta
recompuestos	rekomˈpwestos
reconciliada	rekonθiˈljada
reconciliada	rekonsiˈljada
reconciliado	rekonθiˈljado
reconciliado	rekonsiˈljado
reconciliados	rekonθiˈljados
reconciliados	rekonsiˈljados
reconciliando	rekonθiˈljando
reconciliando	rekonsiˈljando
recónditas	reˈkonditas
recóndito	reˈkondito
recónditos	reˈkonditos
reconexión	rekoneɡˈsjon
reconexiones	rekoneɡˈsjones
reconfigurado	rekonfiɡuˈɾado
reconfirmada	rekonfirˈmada
reconfirmado	rekonfirˈmado
reconfirmados	rekonfirˈmados
reconfortado	rekonforˈtado
reconquistada	rekonkisˈtada
reconquistadas	rekonkisˈtadas
reconquistado	rekonkisˈtado
reconquistamos	rekonkisˈtamos
reconsiderada	rekonsideˈɾada
reconsiderado	rekonsideˈɾado
reconsiderados	rekonsideˈɾados
recontado	rekonˈtado
recontando	rekonˈtando
reconvenido	rekombeˈnido
reconvenidos	rekombeˈnidos
recordados	rekorˈdados
recorrido	rekoˈrido
recorridos	rekoˈridos
recortadas	rekorˈtadas
recortados	rekorˈtados
recortamos	rekorˈtamos
recortando	rekorˈtando
recostada	rekosˈtada
recostadas	rekosˈtadas
recostado	rekosˈtado
recreativo	rekɾeaˈtibo
recriadas	reˈkɾjadas
recriado	reˈkɾjado
recriados	reˈkɾjados
recrudescencia	rekɾudesˈθenθja
recrudescencia	rekɾudesˈsensja
rectificados	reɡtifiˈkados
rectorados	reɡtoˈɾados
recuadradas	rekwaˈdɾadas
recuadrado	rekwaˈdɾado
recuento	reˈkwento
reculadas	rekuˈladas
recular	rekuˈlaɾ
recuperada	rekupeˈɾada
recuperadas	rekupeˈɾadas
recuperado	rekupeˈɾado
recurvadas	rekurˈbadas
recurvados	rekurˈbados
recurvamos	rekurˈbamos
recusada	rekuˈsada
recusado	rekuˈsado
recusamos	rekuˈsamos
redactora	redaɡˈtoɾa
redefinible	redefiˈnible
redefinidas	redefiˈnidas
redensificados	redensifiˈkados
redescubiertas	redeskuˈbjertas
redescubiertos	redeskuˈbjertos
redibujadas	redibuˈxadas
redimensionada	redimensjoˈnada
redimido	rediˈmido
redireccionada	rediɾeɡθjoˈnada
redireccionada	rediɾeɡsjoˈnada
redireccionadas	rediɾeɡθjoˈnadas
redireccionadas	rediɾeɡsjoˈnadas
redirigidas	rediɾiˈxidas
rediseñada	rediseˈɲada
rediseñadas	rediseˈɲadas
redistribuidos	redistɾiˈbwidos
redobladas	redoˈbladas
redoblados	redoˈblados
redondas	reˈdondas
Redondo	reˈdondo
redondos	reˈdondos
reduces	reˈduθes
reduces	reˈduses
reducida	reduˈθida
reducida	reduˈsida
reducidas	reduˈθidas
reducidas	reduˈsidas
reducir	reduˈθiɾ
reducir	reduˈsiɾ
redundada	redunˈdada
redundadas	redunˈdadas
redundancia	redunˈdanθja
redundancia	redunˈdansja
reeditado	reediˈtado
reelaboradas	reelaboˈɾadas
reelegidas	reeleˈxidas
reelegido	reeleˈxido
reemplazadas	reemplaˈθadas
reemplazadas	reemplaˈsadas
reencarnaciones	reenkarnaˈθjones
reencarnaciones	reenkarnaˈsjones
reencarnada	reenkarˈnada
reencarnados	reenkarˈnados
reencontrada	reenkonˈtɾada
reencontradas	reenkonˈtɾadas
reencontrado	reenkonˈtɾado
reencontramos	reenkonˈtɾamos
reencontrando	reenkonˈtɾando
reenergizada	reenerxiˈθada
reenergizada	reenerxiˈsada
reenergizados	reenerxiˈθados
reenergizados	reenerxiˈsados
reentrado	reenˈtɾado
reentrados	reenˈtɾados
reenviada	reemˈbjada
reenviadas	reemˈbjadas
reenviado	reemˈbjado
reequilibrada	reekiliˈbɾada
reequilibrado	reekiliˈbɾado
reescalado	reeskaˈlado
reestablecido	reestableˈθido
reestablecido	reestableˈsido
reestablecidos	reestableˈθidos
reestablecidos	reestableˈsidos
reestrenada	reestɾeˈnada
reestrenadas	reestɾeˈnadas
reevaluada	reebaˈlwada
reevaluado	reebaˈlwado
reevaluados	reebaˈlwados
refacturada	refaɡtuˈɾada
refacturadas	refaɡtuˈɾadas
refigurados	refiɡuˈɾados
refigurar	refiɡuˈɾaɾ
refinada	refiˈnada
refinadas	refiˈnadas
refinados	refiˈnados
reflexionada	refleɡsjoˈnada
reflexionadas	refleɡsjoˈnadas
reforma	reˈforma
reformuladas	reformuˈladas
reformulando	reformuˈlando
refós	reˈfos
refregada	refɾeˈɡada
refregado	refɾeˈɡado
refregados	refɾeˈɡados
refrigerados	refɾixeˈɾados
refrigerio	refɾiˈxeɾjo
refugiado	refuˈxjado
refugiados	refuˈxjados
refulgida	refulˈxida
refulgido	refulˈxido
refulgidos	refulˈxidos
refundadas	refunˈdadas
refundados	refunˈdados
refunfuñada	refunfuˈɲada
refunfuñado	refunfuˈɲado
refunfuñones	refunfuˈɲones
refutables	refuˈtables
refutada	refuˈtada
refutado	refuˈtado
regada	reˈɡada
regados	reˈɡados
regalada	reɡaˈlada
regaladísimo	reɡalaˈdisimo
regalado	reɡaˈlado
regalados	reɡaˈlados
regalar	reɡaˈlaɾ
regalía	reɡaˈlia
regaliz	reɡaˈliθ
regaliz	reɡaˈlis
regalo	reˈɡalo
regaloneada	reɡaloneˈada
regaloneadas	reɡaloneˈadas
regaloneado	reɡaloneˈado
regaloneados	reɡaloneˈados
regamos	reˈɡamos
regañar	reɡaˈɲaɾ
regañaremos	reɡaɲaˈɾemos
regando	reˈɡando
regañón	reɡaˈɲon
regateadas	reɡateˈadas
regateado	reɡateˈado
regateados	reɡateˈados
regatón	reɡaˈton
regentar	rexenˈtaɾ
regidas	reˈxidas
región	reˈxjon
regista	reˈxista
registe	reˈxiste
registrados	rexisˈtɾados
registrares	rexisˈtɾaɾes
registro	reˈxistɾo
reglados	reˈɡlados
regobernadas	reɡoberˈnadas
regobernados	reɡoberˈnados
regocijo	reɡoˈθixo
regocijo	reɡoˈsixo
regodeados	reɡodeˈados
regoldado	reɡolˈdado
regrabados	reɡɾaˈbados
regresor	reɡɾeˈsoɾ
regüeldo	reɡˈweldo
regulando	reɡuˈlando
regulara	reɡuˈlaɾa
regulará	reɡulaˈɾa
regularas	reɡuˈlaɾas
regularemos	reɡulaˈɾemos
regularíamos	reɡulaˈɾiamos
regularizada	reɡulaɾiˈθada
regularizada	reɡulaɾiˈsada
regularizadas	reɡulaɾiˈθadas
regularizadas	reɡulaɾiˈsadas
regularmente	reɡularˈmente
regules	reˈɡules
regulo	reˈɡulo
regurgitada	reɡurxiˈtada
regurgitadas	reɡurxiˈtadas
regurgitado	reɡurxiˈtado
regurgitados	reɡurxiˈtados
regurgitamos	reɡurxiˈtamos
rehilada	reiˈlada
rehilado	reiˈlado
rehúso	reˈuso
Reikiavik	ˈrei̯.kja.βik
reimaginada	reimaxiˈnada
reimaginado	reimaxiˈnado
reimplantada	reimplanˈtada
reimpuesta	reimˈpwesta
reimpulsadas	reimpulˈsadas
reimpulsado	reimpulˈsado
reina	ˈreina
reinadas	reiˈnadas
reinado	reiˈnado
reinados	reiˈnados
reinaugurar	reinauɡuˈɾaɾ
reingresada	reinɡɾeˈsada
reingresado	reinɡɾeˈsado
reingresados	reinɡɾeˈsados
reiniciada	reiniˈθjada
reiniciada	reiniˈsjada
reiniciadas	reiniˈθjadas
reiniciadas	reiniˈsjadas
reiniciado	reiniˈθjado
reiniciado	reiniˈsjado
reiniciamos	reiniˈθjamos
reiniciamos	reiniˈsjamos
reinstaladas	reinstaˈladas
reinstalado	reinstaˈlado
reinstalamos	reinstaˈlamos
reinstalando	reinstaˈlando
reinstaurado	reinstauˈɾado
reintensificar	reintensifiˈkaɾ
reinterpretada	reinterpɾeˈtada
reinterpretadas	reinterpɾeˈtadas
reinterpretado	reinterpɾeˈtado
reinterpretados	reinterpɾeˈtados
reinventada	reimbenˈtada
reinventadas	reimbenˈtadas
reinventado	reimbenˈtado
reinventados	reimbenˈtados
reinventamos	reimbenˈtamos
reinvertida	reimberˈtida
reinvertido	reimberˈtido
reiteradas	reiteˈɾadas
reiterado	reiteˈɾado
reiterar	reiteˈɾaɾ
rejugabilidad	rexuɡabiliˈdad
rejuvenecida	rexubeneˈθida
rejuvenecida	rexubeneˈsida
relacionadas	relaθjoˈnadas
relacionadas	relasjoˈnadas
relacionamos	relaθjoˈnamos
relacionamos	relasjoˈnamos
relacionar	relaθjoˈnaɾ
relacionar	relasjoˈnaɾ
relajada	relaˈxada
relajadas	relaˈxadas
relajado	relaˈxado
relajados	relaˈxados
relámpago	reˈlampaɡo
relampagueadas	relampaɡeˈadas
relampagueado	relampaɡeˈado
relanzado	relanˈθado
relanzado	relanˈsado
relanzados	relanˈθados
relanzados	relanˈsados
relatada	relaˈtada
relatadas	relaˈtadas
relatamos	relaˈtamos
relatando	relaˈtando
relegado	releˈɡado
releída	releˈida
releído	releˈido
relictual	reliɡˈtwal
religión	reliˈxjon
religiosidad	relixjosiˈdad
relinchando	relinˈt͡ʃando
reliquidación	relikidaˈθjon
reliquidación	relikidaˈsjon
relocalizadas	relokaliˈθadas
relocalizadas	relokaliˈsadas
remador	remaˈdoɾ
remansarse	remanˈsarse
remarcada	remarˈkada
remasterizar	remasteɾiˈθaɾ
remasterizar	remasteɾiˈsaɾ
rematados	remaˈtados
remecida	remeˈθida
remecida	remeˈsida
remecido	remeˈθido
remecido	remeˈsido
remediada	remeˈdjada
remediados	remeˈdjados
remediando	remeˈdjando
remediar	remeˈdjaɾ
rememorada	rememoˈɾada
rememoradas	rememoˈɾadas
remendamos	remenˈdamos
remirada	remiˈɾada
remirados	remiˈɾados
remoción	remoˈθjon
remoción	remoˈsjon
remolacha	remoˈlat͡ʃa
remoldeadas	remoldeˈadas
remoldeados	remoldeˈados
remolino	remoˈlino
remoloneado	remoloneˈado
remonta	reˈmonta
remotorización	remotoɾiθaˈθjon
remotorización	remotoɾisaˈsjon
removida	remoˈbida
removido	remoˈbido
remozados	remoˈθados
remozados	remoˈsados
remplazadas	remplaˈθadas
remplazadas	remplaˈsadas
remuneradora	remuneɾaˈdoɾa
remuneradores	remuneɾaˈdoɾes
remuneramos	remuneˈɾamos
renacionalizados	renaθjonaliˈθados
renacionalizados	renasjonaliˈsados
renacionalizar	renaθjonaliˈθaɾ
renacionalizar	renasjonaliˈsaɾ
renacionalizo	renaθjonaˈliθo
renacionalizo	renasjonaˈliso
renacuajo	renaˈkwaxo
renderizada	rendeɾiˈθada
renderizada	rendeɾiˈsada
renderizadas	rendeɾiˈθadas
renderizadas	rendeɾiˈsadas
renderizamos	rendeɾiˈθamos
renderizamos	rendeɾiˈsamos
renderizando	rendeɾiˈθando
renderizando	rendeɾiˈsando
rendida	renˈdida
rendido	renˈdido
rendidos	renˈdidos
rendir	renˈdiɾ
renegamos	reneˈɡamos
reñir	reˈɲiɾ
reno	ˈreno
renombrada	renomˈbɾada
renombre	reˈnom.bɾe
renovada	renoˈbada
renovados	renoˈbados
renovamos	renoˈbamos
rentabilidad	ren.ta.βi.li.ˈðað
rentabilizadas	rentabiliˈθadas
rentabilizadas	rentabiliˈsadas
rentabilizados	rentabiliˈθados
rentabilizados	rentabiliˈsados
rentada	renˈtada
rentado	renˈtado
renunciación	renunθjaˈθjon
renunciación	renunsjaˈsjon
renunciada	renunˈθjada
renunciada	renunˈsjada
renunciado	renunˈθjado
renunciado	renunˈsjado
renunciados	renunˈθjados
renunciados	renunˈsjados
renunciamos	renunˈθjamos
renunciamos	renunˈsjamos
reorganizada	reorɡaniˈθada
reorganizada	reorɡaniˈsada
reorganizado	reorɡaniˈθado
reorganizado	reorɡaniˈsado
reorganizados	reorɡaniˈθados
reorganizados	reorɡaniˈsados
reorientado	reoɾjenˈtado
repagar	repaˈɡaɾ
reparación	repaɾaˈθjon
reparación	repaɾaˈsjon
reparada	repaˈɾada
reparadas	repaˈɾadas
reparado	repaˈɾado
reparar	repaˈɾaɾ
repartido	reparˈtido
repartidos	reparˈtidos
repelidas	repeˈlidas
repelido	repeˈlido
repelidos	repeˈlidos
repelo	reˈpelo
repensada	repenˈsada
repensadas	repenˈsadas
repensamos	repenˈsamos
repensando	repenˈsando
repentino	repenˈtino
repentizada	repentiˈθada
repentizada	repentiˈsada
reperfilar	reperfiˈlaɾ
reperfusión	reperfuˈsjon
repetidamente	repeˌtidaˈmente
repicada	repiˈkada
repicado	repiˈkado
repiqueteada	repiketeˈada
repiqueteado	repiketeˈado
replica	reˈplika
replicada	repliˈkada
repolarizar	repolaɾiˈθaɾ
repolarizar	repolaɾiˈsaɾ
repollar	repoˈʎaɾ
repollar	repoˈɟ͡ʝaɾ
reportadas	reporˈtadas
reportados	reporˈtados
reportamos	reporˈtamos
reporteadas	reporteˈadas
reportera	reporˈteɾa
reportero	reporˈteɾo
reposada	repoˈsada
reposadas	repoˈsadas
reposado	repoˈsado
reposados	repoˈsados
reposaremos	reposaˈɾemos
repostear	reposteˈaɾ
reposto	reˈposto
repotenciada	repotenˈθjada
repotenciada	repotenˈsjada
repotenciadas	repotenˈθjadas
repotenciadas	repotenˈsjadas
repotenciados	repotenˈθjados
repotenciados	repotenˈsjados
reprehendida	repɾeenˈdida
reprehendidas	repɾeenˈdidas
reprehendido	repɾeenˈdido
reprehendidos	repɾeenˈdidos
reprehensible	repɾeenˈsible
represa	reˈpɾesa
represaliados	repɾesaˈljados
representación	repɾesentaˈθjon
representación	repɾesentaˈsjon
representado	repɾesenˈtado
representador	repɾesentaˈdoɾ
representados	repɾesenˈtados
represión	repɾeˈsjon
reprimida	repɾiˈmida
reprimidas	repɾiˈmidas
reprimido	repɾiˈmido
reprivatización	repɾibatiθaˈθjon
reprivatización	repɾibatisaˈsjon
reprochada	repɾoˈt͡ʃada
reprochado	repɾoˈt͡ʃado
reprochados	repɾoˈt͡ʃados
reprochamos	repɾoˈt͡ʃamos
reprochando	repɾoˈt͡ʃando
reproducciones	repɾoduɡˈθjones
