ab	ɑ b
fahişəlik	f ɑ h i ʃ æ l i k
fahişəlik	f ɑ i ʃ æ l i k
faiz	f ɑ i z
faiz	f ɑ j ɯ z
fakültə	f ɑ c y l t æ
falan	f ɑ ɫ ɑ n
fani	f ɑː n i
fars	f ɑ r s
faşizm	f ɑ ʃ i z m
ferma	f e r m ɑ
fəaliyyət	f æ ɑ l i j æ t
fəğan	f æ ɣ ɑ n
fəhlə	f æ h l æ
fəlsəfə	f æ l s æ f æ
fəlsəfi	f æ l s æ f i
fərq	f æ r ɡ
fərqlənmək	f æ r ɡ l æ mː æ k
fərqlənmək	f æ r ɡ l æ mː æ j
fərli	f æ r l i
fərli	f æ rː i
fəryad	f æ r j ɑ d
fəsil	f æ s i l
Fətəli	f æ t æ l i
fəzilət	f æ z iː l æ t
Fəzzan	f æ z z ɑ n
fındıq	f ɯ n d ɯ χ
fındıqqıran	f ɯ n d ɯ ɣ ɡ ɯ r ɑ n
fınxırmaq	f ɯ n χ ɯ ɾ m ɑ χ
fırça	f ɯ r t͡ʃ ɑ
fırça	f ɯ r t͡s ɑ
fırıldaqçı	f ɯ r ɯ ɫ d ɑ x t͡ʃ ɯ
fırıldaqçı	f ɯ r ɯ ɫ d ɑ x t͡s ɯ
fırıldaqçılıq	f ɯ ɾ ɯ ɫ d ɑ x t͡ʃ ɯ ɫ ɯ x
fırıldaqçılıq	f ɯ ɾ ɯ ɫ d ɑ x t͡s ɯ ɫ ɯ x
fırtıq	f ɯ ɾ t ɯ χ
fırtına	f ɯ ɾ t ɯ n ɑ
fikirləşmək	f i c i r l æ ʃ m æ j
fikirləşmək	f i c i rː æ ʃ m æ j
film	f i l m
finalçı	f i n a ɫ t͡ʃ ɯ
finalçı	f i n a ɫ t͡s ɯ
fincan	f i n d͡ʒ ɑ n
fincan	f i n d͡z ɑ n
firqə	f i r ɡ æ
Firuzə	f i r uː z æ
fit	f i t
fitnə	f i t n æ
fitva	f i t v a
fonoloji	f o n o ɫ o ʒ ɯ
formalaşma	f o ɾ m ɑ ɫ ɑ ʃ m ɑ
fövqəladə	f œ v ɡ æ l ɑː d æ
fövqəladə	f œ v ɡ ɑ ɫ ɑ d ɑ
fövqəlinsan	f œ v ɡ æ l i n s ɑ n
fuflo	f u f l o
futbolçu	f u t b o ɫ t͡ʃ u
futbolçu	f u t b o ɫ t͡s u
fürsət	f y r s æ t
füsunkar	f y s u n c ɑ r
füzelyaj	f y z e l j ɑ ʒ
g	ɟ
g	ɟ eː
G	ɟ
G	ɟ eː
gah	ɟ ɑ h
gec	ɟ e d͡ʒ
gec	d͡ʒ e d͡z
gecə	ɟ e d͡ʒ æ
gecə	d͡ʒ e d͡z æ
gecəqondu	ɟ e d͡ʒ æ ɡ o n d u
gecəqondu	d͡ʒ e d͡z æ ɡ o n d u
general	ɟ e n e r ɑ ɫ
geniş	ɟ e n i ʃ
geniş	d͡ʒ e n i ʃ
genişlənmək	ɟ e n i ʃ l æ n m æ c
genişlənmək	ɟ e n i ʃ l æ mː æ c
geri	ɟ e r i
getmək	ɟ e t m æ ç
getmək	ɟ e t m æ c
getmək	ɟ e t m æ j
getmək	d͡ʒ e t m ɑ χ
geydirmə	ɟ e j d i r m æ
geyim	ɟ e j i m
geyim	d͡ʒ e j i m
geyinmək	ɟ e j i n m æ k
geymək	ɟ e j m æ k
gələcəkçilik	ɟ æ ɫ æ d͡ʒ æ c t͡ʃ i ɫ i c
gəlin	ɟ æ l i n
gəlin	ɟ æ l i n
gəlincik	ɟ æ l i n d͡ʒ i c
gəlincik	d͡ʒ æ l i n d͡z i t͡ʃ
gəlmə	ɟ æ l m æ
gəlmək	ɟ æ l m æ c
gəlmək	ɟ æ l m æ j
gəlmək	ɟ æ l m æ ç
gəlmək	ɟ æ l m e j
gəlmək	d͡ʒ æ l m ɑ χ
gəmi	ɟ æ m i
gəmi	d͡ʒ æ m i
gəmirici	ɟ æ m i r i d͡ʒ i
gəmirici	d͡ʒ æ m i r i d͡z i
gəmirmək	ɟ æ m i r m æ ç
gənc	ɟ æ n d͡ʒ
gənc	d͡ʒ æ n d͡z
gənclik	ɟ æ n d͡ʒ l i k
gənclik	d͡ʒ æ n d͡z l i t͡ʃ
gərək	ɟ æ r æ k
gərək	ɟ æ r æ j
gərəkmək	ɟ æ r æ c m æ ç
gərgin	ɟ æ r ɟ i n
gətirmək	ɟ æ t i r m æ c
gəzdirmək	ɟ æ z d i r m æ k
gəzdirmək	ɟ æ z d i r m æ j
gəzdirmək	ɟ æ z d i r m e j
gəzdirmək	d͡ʒ æ z d i r m ɑ χ
gəzmək	ɟ æ z m æ k
gəzmək	ɟ æ z m æ j
gəzmək	ɟ æ z m e j
gəzmək	d͡ʒ æ z m ɑ χ
gic	ɟ i d͡ʒ
gic	d͡ʒ i d͡z
gicdıllaq	ɟ i ʒ d ɯ ɫː ɑ χ
gicgah	ɟ i d͡ʒ ɟ ɑ h
gicgah	d͡ʒ i d͡z d͡ʒ ɑ h
gigiyena	ɟ i ɟ i j e n ɑ
giley	ɟ i l e j
giley	d͡ʒ i l e j
gileylənmək	ɟ i l e j l æ n m æ c
gileylənmək	d͡ʒ i l e j l æ n m æ t͡ʃ
gilə	ɟ i l æ
gilə	d͡ʒ i l æ
girdə	ɟ i r d æ
girəcək	ɟ i r æ d͡ʒ æ c
girəcək	ɟ i r æ d͡z æ c
giriş	ɟ i r i ʃ
girişmək	ɟ i r i ʃ m æ c
girmək	ɟ i r m æ k
girmək	ɟ i r m e j
girmək	d͡ʒ i r m ɑ χ
giryə	ɟ i r j æ
gizləmək	ɟ i z l æ m æ k
gizləmək	ɟ i z d æ m æ k
gizlənmək	ɟ i z l æ n m æ c
gizlənmək	ɟ i z d æ n m æ c
gizlənpaç	ɟ i z l æ n p ɑ t͡ʃ
gizlənpaç	ɟ i z d æ n p ɑ t͡ʃ
gizlətmək	ɟ i z l æ t m æ k
gizlətmək	ɟ i z d æ t m æ k
gizlətmək	d͡ʒ i z l æ t m ɑ χ
gizli	ɟ i z l i
gizli	ɟ i z d i
gizli	d͡ʒ i z l i
gizlin	ɟ i z l i n
gizlin	ɟ i z d i n
gizlin	d͡ʒ i z l i n
gombul	ɟ o m b u ɫ
gop	ɟ o p
gopçu	ɟ o p t͡ʃ u
gor	ɟ o r
gorbagor	ɟ o r b ɑ ɟ o r
göbələk	ɟ œ b æ l æ c
göbələk	ɟ œ b æ l æ j
göbələk	t͡ʃ œ v æ l æ ç
gödəkcə	ɟ œ d æ c d͡ʒ æ
gödəkcə	ɟ œ d æ c d͡z æ
göl	ɟ œ l
göl	d͡ʒ œ l
gömmək	ɟ œ mː æ c
gömmək	ɟ œ mː æ j
göndərmək	ɟ œ n d æ r m æ k
göndərmək	d͡ʒ œ n d æ r m ɑ χ
görə	ɟ œ r æ
görə	d͡ʒ œ r æ
görəsən	ɟ œ r æ s æ n
görəsən	d͡ʒ œ r æ s æ n
görmək	ɟ œ r m æ c
görmək	d͡ʒ œ r m ɑ χ
görünmək	ɟ œ r y n m æ c
görünmək	d͡ʒ œ r y n m æ t͡ʃ
görünməz	ɟ œ ɾ y mː æ z
görüş	ɟ œ r y ʃ
görüş	d͡ʒ œ r y ʃ
görüşdürmək	ɟ œ r y ʃ d y r m æ c
görüşmək	ɟ œ r y ʃ m æ c
görüşmək	d͡ʒ œ r y ʃ m æ t͡ʃ
göstəriş	ɟ œ s t æ r i ʃ
göstəriş	d͡ʒ œ s t æ r i ʃ
göstərmək	ɟ œ s t æ r m æ k
göstərmək	d͡ʒ œ s t æ r m ɑ χ
göt	ɟ œ t
götəş	ɟ œ t æ ʃ
götürmək	ɟ œ t y r m æ k
götvərən	ɟ œ t v æ r æ n
götvərən	d͡ʒ œ t v æ r æ n
götvərənlik	ɟ œ t v æ r æ n l i k
gövdə	ɟ œ v d æ
göy	ɟ œ j
göy	d͡ʒ œ j
göydələn	ɟ œ j d æ l æ n
göyərçin	ɟ œ j æ r t͡ʃ i n
göyərçin	d͡ʒ œ j æ r t͡s i n
göyərçin	ɟ œ ɟ æ r t͡ʃ i n
göyərti	ɟ œ j æ r t i
göyərti	d͡ʒ œ j æ r t i
göyərti	ɟ œ ɟ æ r t i
göynəmək	ɟ œ j n æ m æ c
gözcük	ɟ œ z d͡ʒ y c
gözcük	ɟ œ z d͡z y j
gözəllik	ɟ œ z æ l l i c
gözəllik	d͡ʒ œ z æ l l i c
gözəyarı	ɟ œ z æ j ɑ r ɯ
gözləmək	ɟ œ z d æ m æ ç
gözləmək	ɟ œ z d æ m e j
gözləmək	d͡ʒ œ z l æ m ɑ χ
gözləmək	ɟ œ z l æ m æ c
gözlənilmək	ɟ œ z l æ n i l m æ c
gözlənilmək	ɟ œ z d æ n i l m æ c
gözlənilməz	ɟ œ z l æ n i l m æ z
gözlənilməz	ɟ œ z d æ n i l m æ z
gözlənmək	ɟ œ z l æ mː æ c
gözlənmək	ɟ œ z d æ mː æ c
gözlənti	ɟ œ z l æ n t i
gözlənti	ɟ œ z d æ n t i
gözlük	ɟ œ z l y c
gözlük	d͡ʒ œ z l y t͡ʃ
gözmuncuğu	ɟ œ z m u n d͡ʒ u ɣ u
gözmuncuğu	d͡ʒ œ z m u n d͡z u ɣ u
gözüaçıq	ɟ œ z y ɑ t͡ʃ ɯ χ
gözüaçıq	d͡ʒ œ z y ɑ t͡s ɯ χ
gözüdoymaz	ɟ œ z y d o j m ɑ z
gur	ɟ u r
gur	d͡ʒ u r
gurgur	ɟ u r ɟ u r
gurluq	ɟ u r ɫ u χ
gurluq	ɟ u rː u χ
güc	d͡ʒ y ʒ
güclə	ɟ y d͡ʒ l æ
güclü	ɟ y d͡ʒ l y
güclü	d͡ʒ y d͡z l y
gücölçən	ɟ y d͡ʒ œ l t͡ʃ æ n
gücölçən	d͡ʒ y d͡z œ l t͡s æ n
güdaz	ɟ y d ɑ z
güdaz	d͡ʒ y d ɑ z
gül	ɟ y l
gül	d͡ʒ y l
gülab	ɟ y l ɑ b
gülab	d͡ʒ y l ɑ b
güldan	ɟ y l d ɑ n
güldan	d͡ʒ y l d ɑ n
gülərüz	ɟ y l æ r y z
gülərüzlü	ɟ y l æ r y z l y
güləş	ɟ y l æ ʃ
güləş	d͡ʒ y l æ ʃ
güləşçi	ɟ y l æ ʃ t͡ʃ i
güləşçi	d͡ʒ y l æ ʃ t͡s i
güləşmək	ɟ y l æ ʃ m æ c
güləşmək	ɟ y l æ ʃ m æ j
gülgü	ɟ y l ɟ y
güllə	ɟ y lː æ
güllələmək	ɟ y lː æ l æ m æ k
güllələmək	d ʒ y lː æ l æ m ɑ χ
gülmək	ɟ y l m æ c
gülmək	d͡ʒ y l m ɑ χ
gülməşəkər	ɟ y l m æ ʃ æ c æ ɾ
Gülnarə	ɟ y l n ɑː r æ
Gülnarə	d͡ʒ y l n ɑː r æ
gülümsəmək	ɟ y l y m s æ m æ k
gülümsəmək	ɟ y l y m s æ m æ j
gülüş	ɟ y l y ʃ
gümüş	ɟ y m y ʃ
gün	ɟ y n
gün	d͡ʒ y n
günah	ɟ y n ɑ h
günah	ɟ u n ɑ h
günah	d͡ʒ y n ɑ h
günahkar	ɟ y n a h c ɑ r
günahkar	ɟ u n a h c ɑ r
günahkar	d͡ʒ u n a h t͡ʃ ɑ r
günahsız	ɟ y n ɑ h s ɯ z
günahsız	ɟ u n ɑ h s ɯ z
günahsız	d͡ʒ y n ɑ h s ɯ z
günbəz	ɟ y m b æ z
güncəl	ɟ y n d͡ʒ æ l
güncəl	d͡ʒ y n d͡z æ l
gündəlik	ɟ y n d æ l i ç
gündəlik	ɟ y n d æ l i c
gündəlik	d͡ʒ y n d æ l i c
gündüz	ɟ y n d y z
gündüz	d͡ʒ y n d y z
günəbaxan	ɟ y n æ b ɑ x ɑ n
günəş	ɟ y n æ ʃ
günəşli	ɟ y n æ ʃ l i
günəşli	ɟ y n æ ʃ d i
günlü	ɟ y n l y
günlü	ɟ y nː y
günorta	ɟ y n o r t ɑ
günü	ɟ y n y
günvurma	ɟ y n v u r m ɑ
günya	ɟ y n j ɑ
gürcü	ɟ y r d͡ʒ y
gürcü	d͡ʒ y r d͡z y
Gürcüstan	ɟ y ɾ d͡ʒ y s t ɑ n
Gürcüstan	d͡ʒ y ɾ d͡z y s t ɑ n
güruldux	ɟ y ɾ y l d u χ
güvənmək	ɟ y v æ n m æ k
güvənmək	ɟ y v æ mː æ j
ğ	ɣ
ğ	ɣ eː
ğe	ɣ eː
h	h
h	h eː
H	h
H	h eː
haçan	h ɑ t͡ʃ ɑ n
haitili	h ɑ j i t i ɫ ɯ
hakim	h ɑː k i m
hakimiyyət	h ɑː k i m i j æ t
hakimiyyət	h ɑː t͡ʃ i m i j æ t
hakimiyyətçi	h ɑː c i m i j æ t t͡ʃ i
hakimiyyətçi	h ɑː t͡ʃ i m i j æ t t͡s i
haqq	h ɑ ɡ
haqq	h ɑ χ
haqqında	h ɑ kː ɯ n d ɑ
haqsızlıq	h ɑ k s ɯ z ɫ ɯ x
haqsızlıq	h ɑ k s ɯ z ɫ ɯ x
halal	h ɑ ɫ ɑ ɫ
halbuki	h ɑ ɫ b u k i
hamar	h ɑ m ɑ r
hamı	h ɑ m ɯ
hamı	h ɑː m ɯ
hamı	h ɑ mː ɯ
hamısı	h ɑ mː ɯ s ɯ
hamısı	h ɑ m s ɯ
hamilə	h ɑː m i l æ
hamiləlik	h ɑː m i l æ l i c
hanı	h ɑ n ɯ
hansı	h ɑ n s ɯ
hara	h ɑ r ɑ
hara	h ɑ r ɑ
harada	h ɑ r ɑ d a
haradan	h ɑ r ɑ d a n
haradan	h ɑ r d a n
haralı	h ɑ r ɑ ɫ ɯ
haram	h ɑ r ɑ m
harasa	h ɑ r ɑ s ɑ
haraya	h ɑ r ɑ j ɑ
harda	h ɑ r d a
hardasa	h ɑ r d ɑ s ɑ
hasa	h ɑ s ɑ
hasar	h ɑ s ɑ r
hasilat	h ɑː s i ɫ ɑ t
hava	h ɑ v ɑ
havaxt	h ɑ v ɑ χ t
hayan	h ɑ j ɑ n
hazır	h ɑ z ɯ r
hazırkı	h ɑ z ɯ r k i
hazırkı	h ɑ z ɯ r k ɯ
hazırlamaq	h ɑ z ɯ r ɫ ɑ m ɑ χ
hazırlamaq	h ɑ z ɯ rː ɑ m ɑ χ
hazırlaşmaq	h ɑ z ɯ r ɫ ɑ ʃ m ɑ χ
hazırlaşmaq	h ɑ z ɯ rː ɑ ʃ m ɑ χ
hazırlıq	h ɑ z ɯ r ɫ ɯ χ
hazırlıq	h ɑ z ɯ rː ɯ χ
heç	h e t͡ʃ
heç	h e t͡s
hekayə	h e c ɑː j æ
hekayət	h e c ɑː j æ t
hesabına	h eː s ɑ b ɯ n ɑ
hesabına	h e s ɑ b ɯ n ɑ
hesablama	h e s ɑ b ɫ ɑ m ɑ
hesablama	h e s ɑ b ɫ ɑ m ɑ
hesablamaq	h e s ɑ b ɫ ɑ m ɑ x
heyf	h e j f
heykəl	h e j k æ l
heykəltəraş	h e j k æ l t æ r ɑ ʃ
hədə	h æ d æ
hədəf	h æ d æ f
hədiyyə	h æ d i j æ
həftəlik	h æ f t æ l i k
həftəlik	h æ f t æ l i ç
həftəlik	h æ f t æ l i j
həkim	h æ k i m
həqarət	h æ ɡ ɑː r æ t
həqiqi	h æ ɡ iː ɡ i
həqiqi	h æ ɡ i ɡ i
hələ	h æ l æ m
Hələb	h æ l æ b
həlim	h æ l i m
həll	h æ l
həllolunmaz	h æ lː o l u m m ɑ z
həmdilli	h æ m d i lː i
həmin	h æ m i n
həmişə	h æ m i ʃ æ
həmişə	h æ mː i ʃ æ
həmişə	h æ m ʃ æ
həmişə	h æ mː æ ʃ æ
həmkar	h æ m c ɑ r
həmrəy	h æ m r æ j
həmrəy	h æ m r æ k
həmrəy	h æ m r æ ç
həmrəylik	h æ m r æ j l i k
həmrəylik	h æ m r æ j l i j
həmsöhbət	h æ m s œ h b æ t
həmsöhbət	h æ m s œ j b æ t
həmsöhbət	h æ m s œː b æ t
həmyaş	h æ m j ɑ ʃ
həndəsə	h æ n d æ s æ
həndəvər	h æ n d æ v æ ɾ
həngamə	h æ ŋ ɟ ɑː m æ
hər	h æ r
hərarət	h æ r ɑ r æ t
hərbçi	h æ r b t͡ʃ i
hərbçi	h æ r b t͡s i
hərbi	h æ r b i
hərdən	h æ r d æ n
hərdənbir	h æ ɾ d æ m b i ɾ
hərəkət	h æ r æ c æ t
hərəkət	h æ r æ t͡ʃ æ t
hərləmək	h æ r l æ m æ c
hərləmək	h æ rː æ m æ c
hərşeyşünas	h æ ɾ ʃ e j ʃ y n ɑ s
həsəd	h æ s æ d
həsrət	h æ s r æ t
Həştərxan	h æ ʃ t æ r χ ɑ n
hətmən	h æ t m æ n
həvari	h æ v ɑː r i
həyat	h æ j ɑ t
həyəcan	h æ j æ d͡ʒ a n
həyəcan	h æ j æ d͡z a n
həyəcan	h æ j a d͡ʒ a n
həyəcan	h æ j a d͡z a n
həyəcanlı	h æ j æ d͡ʒ a n ɫ ɯ
həyəcanlı	h æ j æ d͡z a n ɫ ɯ
həyəcanlı	h æ j a d͡ʒ a n ɫ ɯ
həyəcanlı	h æ j a d͡z a n ɫ ɯ
həzm	h æ z m
hıçqırmaq	h ɯ t͡ʃ ɡ ɯ r m ɑ χ
hilal	h i l ɑ l
hirsləndirmək	h i r s l æ n d i r m æ c
hirsləndirmək	h i r s t æ n d i r m æ c
his	h i s
hiss	h i sː
hissə	h i sː æ
hiylə	h i j l æ
hoqqa	h o kː ɑ
homoseksuallıq	h o m o s e k s u a ɫː ɯ χ
honduraslı	h o n d u ɾ ɑ s d ɯ
honduraslı	h o n d u ɾ ɑ s ɫ ɯ
hoppanmaq	h o p b ɑ mː ɑ x
hoş	h o ʃ
hovuz	h o v u z
hökmdar	h œ c y m d ɑ ɾ
hökmdarlıq	h œ c y m d ɑ rː ɯ x
hökumət	h œ c uː m æ t
hökumət	h œ c y m æ t
hökumət	h u c uː m æ t
hörmət	h œ ɾ m æ t
hörmətcil	h œ r m æ t d͡ʒ i l
hörmətcil	h œ r m æ t d͡z i l
hörmətli	h œ r m æ t l i
Hörmüz	h œ r m y z
hörümçək	h œ r y m t͡ʃ æ k
hörümçək	h œ r y m t͡ʃ æ j
hövsələ	h œ v s æ l æ
hövsələ	h œ f s æ l æ
hövsər	h œ v s æ r
hövzə	h œ v z æ
hulu	h u ɫ u
hulu	h y l y
huş	h u ʃ
huşsuzluq	h u ʃ s u z ɫ u x
huşsuzluq	h u ʃ s u z d u x
hüceyrə	h y d͡ʒ e j r æ
hücrə	h y d͡ʒ r æ
hücrə	h y d͡z r æ
hüdud	h y d u d
hüquq	h y ɡ u ɡ
hüquqşünas	h y ɡ u ɡ ʃ y n ɑ s
hüquqşünas	h y ɡ u k ʃ y n ɑ s
hündür	h y n d y r
hürriyət	h y rː i j æ t
hüzn	h y z n
hüznlü	h y z n l y
X	χ
X	χ eː
x	χ
x	χ eː
xaçvari	x ɑ t͡ʃ v ɑː r i
xaçvari	x ɑ t͡s v ɑː r i
xadim	χ ɑː d i m
xaqan	χ ɑ ɡ ɑ n
xal	x ɑ l
xala	χ ɑ ɫ ɑ
xalaqızı	χ ɑ ɫ ɑ ɡ ɯ z ɯ
xalaoğlu	χ ɑ ɫ ɑ o ɣ ɫ u
xalaoğlu	χ ɑ ɫ o ɣ ɫ u
xalat	χ ɑ ɫ ɑ t
xalça	χ ɑ ɫ t͡ʃ ɑ
xalça	χ ɑ ɫ t͡s ɑ
xali	x ɑː l i
xalq	χ ɑ ɫ ɡ
xalq	χ ɑ ɫ k
xalq	χ ɑ l χ
xam	x ɑ m
xama	x ɑ m ɑ
xamıt	x ɑ m ɯ t
xanəndə	x ɑː n æ n d æ
xarici	χ ɑː r i d͡ʒ i
xarici	χ ɑː r i d͡z i
xas	x ɑ s
xaş	x ɑ ʃ
xatırlamaq	χ ɑ t ɯ r ɫ ɑ m ɑ χ
xatırlatmaq	χ ɑ t ɯ r ɫ ɑ t m ɑ χ
xatir	x ɑː t i r
xatirə	χ ɑː t i r æ
xatirə	χ ɑː t ɯ r æ
xeyir	χ e j i r
xeyir	χ e i r
xeyriyyə	x e j r i j æ
xəbər	χ æ b æ r
xələf	x æ l æ f
xəlifə	x æ l iː f æ
xəlvət	x æ l v æ t
xəmir	χ æ m i r
xərc	χ æ r d͡ʒ
xərc	χ æ r d͡z
xərcləmək	χ æ r d͡ʒ l æ m æ k
xərcləmək	χ æ r d͡z l æ m æ k
xərçəng	x æ r t͡ʃ æ ŋ ɡ
Xərçəng	x æ r t͡ʃ æ ŋ ɡ
xəstə	x æ s t æ
xəstəxana	χ æ s t æ χ ɑ n ɑ
xəstəlik	χ æ s t æ l i k
xəstəlik	χ æ s t æ l i j
xətçəkən	χ æ t t͡ʃ æ k æ n
xətçəkən	χ æ t t͡s æ t͡ʃ æ n
xətkeş	χ æ t k e ʃ
xəz	x æ z
xəzinə	x æ z iː n æ
xırda	x ɯ r d ɑ
xırdalamaq	x ɯ r d ɑ ɫ ɑ m ɑ x
xırıltı	x ɯ ɾ ɯ ɫ t ɯ
xırnik	χ ɯ r n i k
xırnik	χ ɯ r n i ç
xırnik	χ ɯ r n i j
xilafət	x i l ɑː f æ t
xiyaban	χ i j ɑ b ɑ n
xiyaban	χ ɯ j ɑ b ɑ n
xiyaban	χ i j ɑ v ɑ n
xiyar	χ ɯ j ɑ r
xodlamaq	χ o tː ɑ m ɑ χ
xodlanmaq	χ o tː ɑ m ɑ χ
xoxan	x o x ɑ n
xonça	x o n t͡ʃ ɑ
xonça	x o n t͡s ɑ
xora	x o r ɑ
Xoren	x o ɾ e n
xoş	x o ʃ
xoşagəlməz	χ o ʃ ɑ ɟ æ l m æ z
xoşagəlməz	χ o ʃ ɑ d͡ʒ æ l m æ z
xötək	χ œ t æ k
xötək	χ œ t æ j
xötək	χ œ t æ ç
xötək	χ œ t æ t͡ʃ
xudbin	χ u d b i n
ianə	i ɑː n æ
ianəçi	i ɑː n æ t͡ʃ i
ianəçi	i ɑː n æ t͡s i
ibarət	i b ɑː r æ t
ibrani	i b r ɑː n i
ibrə	i b r æ
ibri	i b r i
icad	i d͡ʒ ɑ d
icad	i d͡z ɑ d
icazə	i d͡ʒ ɑː z æ
icazə	i d͡z ɑː z æ
iclas	i d͡ʒ ɫ ɑ s
iclas	i d͡z ɫ ɑ s
icma	i d͡ʒ m ɑ
icma	i d͡z m ɑ
icmal	i d͡ʒ m ɑ ɫ
icmal	i d͡z m ɑ ɫ
icraedici	i d͡ʒ r ɑ e d i d͡ʒ i
icraedici	i d͡z r ɑ e d i d͡z i
içəri	i t͡ʃ æ r i
içəri	i t͡s æ r i
içində	i t͡ʃ i n d æ
içində	i t͡s i n d æ
içizdirmək	i t͡ʃ i z d i r m æ c
içizdirmək	i t͡s i z d i r m æ c
içizdirmək	i t͡ʃ i z d i r m æ j
içkili	i t͡ʃ k i l i
içkili	i t͡s t͡ʃ i l i
içmək	i t͡ʃ m æ k
içmək	i t͡ʃ m æ j
içmək	i ʃ m ɑ χ
idarə	i d ɑː r æ
ideya	i d e j ɑ
idi	i d i
idmançı	i d m ɑ n t͡ʃ ɯ
idmançı	i d m ɑ n t͡s ɯ
iflas	i f ɫ ɑ s
igidlik	i ɡ i d l i k
igidlik	i ɡ i d l i j
ixtilaf	i x t i ɫ ɑ f
ixtira	i x t i r ɑ
ixtiraçı	i x t i r ɑː t͡ʃ ɯ
ixtiraçı	i x t i r ɑ t͡ʃ ɯ
ixtiraçı	i x t i r ɑː t͡s ɯ
ixtiraçı	i x t i r ɑ t͡s ɯ
ixtisar	i χ t i s ɑ r
ikiadamlıq	i c i ɑ d ɑ m ɫ ɯ x
ikiadamlıq	i t͡ʃ i ɑ d ɑ m ɫ ɯ x
ikiağızlı	i c i ɑ ɣ ɯ z ɫ ɯ
ikiağızlı	i c i ɑ ɣ ɯ z d ɯ
ikiarvadlı	i k i ɑ r v ɑ d ɫ ɯ
ikiarvadlılıq	i k i ɑ r v ɑ d ɫ ɯ l ɯ χ
ikiatomlu	i c i ɑ t o m ɫ u
ikiatomlu	i t͡ʃ i ɑ t o m ɫ ɯ
ikiayaqlı	i c i ɑ j ɑ x ɫ ɯ
ikiayaqlı	i t͡ʃ i ɑ j ɑ x ɫ ɯ
ikibaşlı	i c i b ɑ ʃ ɫ ɯ
ikibaşlı	i c i b ɑ ʃ d ɯ
ikicanlı	i c i d͡ʒ ɑ n ɫ ɯ
ikicanlı	i c i d͡ʒ ɑ nː ɯ
ikicanlı	i t͡ʃ i d͡z ɑ n ɫ ɯ
ikicanlı	i t͡ʃ i d͡z ɑ nː ɯ
ikidilli	i c i d i lː i
ikidilli	i t͡ʃ i d i lː i
ikigünlük	i c i ɟ y nː y ç
ikigünlük	i c i ɟ y n l y c
ikigünlük	i t͡ʃ i d͡ʒ y n l y c
ikigünlük	i t͡ʃ i d͡ʒ y nː y c
ikilik	i c i l i c
ikinci	i c i n d͡ʒ i
ikincilik	i c i n d͡ʒ i l i c
ikincilik	i t͡ʃ i n d͡z i l i ç
ikinəfərlik	i c i n æ f æ ɾ l i c
ikinəfərlik	i c i n æ f æ rː i c
ikitərəflisimmetriyalılar	i c i t æ ɾ æ f l i s i mː e t ɾ i j ɑ ɫ ɯ ɫ ɑ ɾ
ikiyaşar	i c i j ɑ ʃ ɑ ɾ
ikiyaşar	i t͡ʃ i j ɑ ʃ ɑ ɾ
ikiyaşlı	i c i j ɑ ʃ ɫ ɯ
ikiyaşlı	i c i j ɑ ʃ d ɯ
ikiyaşlı	i t͡ʃ i j ɑ ʃ ɫ ɯ
ikiyaşlı	i t͡ʃ i j ɑ ʃ d ɯ
iqlim	i ɡ l i m
iqrar	i ɡ r ɑ r
iqrek	i ɡ r i k
ilbiz	i l b i z
ildırım	i ɫ d ɯ r ɯ m
ildırım	ɯ ɫ d ɯ ɾ ɯ m
ilə	i l æ
ilıq	i ɫ ɯ χ
ilk	i l k
ilkin	i l k i n
ilkin	i l t͡ʃ i n
illüstrasiya	i ɫː y s t r a s i j ɑ
illüstrasiya	i ɫ y s t r a s i j ɑ
imarət	i m ɑː r æ t
imic	i m i d͡ʒ
imic	i m i d͡z
imkan	i m t͡ʃ ɑ n
imla	i m ɫ ɑ
imperializm	i m p e r j ɑ l i z m
imperiya	i m p e r i j ɑ
imtina	i m t i n ɑː
imtina	i m t i n ɑ
inad	i n ɑ d
inadkar	i n ɑ d c ɑ r
inadkarlıq	i n ɑ d c ɑ r ɫ ɯ χ
inadkarlıq	i n ɑ d c ɑ rː ɯ χ
inanc	i n ɑ n d͡ʒ
inanc	i n ɑ n d͡z
inanılmaz	i n ɑ n ɯ ɫ m ɑ z
inanmaq	i n ɑ mː ɑ χ
incə	i n d͡ʒ æ
incə	i n d͡z æ
incəlik	i n d͡ʒ æ l i c
incəlik	i n d͡z æ l i t͡ʃ
incəsənət	i n d͡ʒ æ s æ n æ t
incəsənət	i n d͡z æ s æ n æ t
inci	i n d͡ʒ i
inci	i n d͡z i
İncil	i n d͡ʒ i l
İncil	i n d͡z i l
incimək	i n d͡ʒ i m æ k
incimək	i n d͡ʒ i m æ j
incimək	i n d͡z i m æ t͡ʃ
incinar	i n d͡ʒ i n ɑ r
incitmək	i n d͡ʒ i t m æ k
incitmək	i n d͡ʒ i t m æ j
incitmək	i n d͡z i t m æ t͡ʃ
indi	i n d i
indi	i n n i
ingilis	i ŋ ɡ i l i s
ingilis	i ŋ ɡ l i s
inilti	i n i l t i
inişil	i n i ʃ i l
insan	i n s ɑ n
insanabənzər	i n s ɑ n ɑ b æ n z æ ɾ
inşallah	i n ʃ ɑ ɫː ɑ h
intibah	i n t i b ɑ h
intihar	i n t i h ɑ r
