A	ʔ aː ˧˧
thiên địch	tʰ i ə n ˧˧ ʔ ɗ ï k̟̚ ˧˨ ʔ
thiên điểu	tʰ i ə n ˧˧ ʔ ɗ i ə w ˧˩
thiên đình	tʰ i ə n ˧˧ ʔ ɗ ï ŋ ˨˩
thiên đỉnh	tʰ i ə n ˧˧ ʔ ɗ ï ŋ ˧˩
thiên định	tʰ i ə n ˧˧ ʔ ɗ ï ŋ ˧˨ ʔ
thiên đô	tʰ i ə n ˧˧ ʔ ɗ o ˧˧
thiên đường	tʰ i ə n ˧˧ ʔ ɗ ɨ ə ŋ ˨˩
thiên giới	tʰ i ə n ˧˧ z əː j ˧˦
thiên hà	tʰ i ə n ˧˧ h aː ˨˩
thiên hà Tiên Nữ	tʰ i ə n ˧˧ h aː ˨˩ t i ə n ˧˧ n ɨ ˦ˀ˥
thiên hạ	tʰ i ə n ˧˧ h aː ˧˨ ʔ
thiên hạ đệ nhất	tʰ i ə n ˧˧ h aː ˧˨ ʔ ʔ ɗ e ˧˨ ʔ ɲ ə t̚ ˧˦
Thiên Hạt	tʰ i ə n ˧˧ h aː t̚ ˧˨ ʔ
Thiên Hậu	tʰ i ə n ˧˧ h ə w ˧˨ ʔ
Thiên Hậu Thánh Mẫu	tʰ i ə n ˧˧ h ə w ˧˨ ʔ tʰ a j ŋ̟ ˧˦ m ə w ˦ˀ˥
Thiên Hiết	tʰ i ə n ˧˧ h i ə t̚ ˧˦
thiên hình vạn trạng	tʰ i ə n ˧˧ h ï ŋ ˨˩ v aː n ˧˨ ʔ t͡ɕ aː ŋ ˧˨ ʔ
thiên hoa	tʰ i ə n ˧˧ h w aː ˧˧
thiên hoá	tʰ i ə n ˧˧ h w aː ˧˦
thiên hoàng	tʰ i ə n ˧˧ h w aː ŋ ˨˩
thiên hướng	tʰ i ə n ˧˧ h ɨ ə ŋ ˧˦
thiên hướng tình dục	tʰ i ə n ˧˧ h ɨ ə ŋ ˧˦ t ï ŋ ˨˩ z ʊ w k͡p̚ ˧˨ ʔ
thiên kiến	tʰ i ə n ˧˧ k i ə n ˧˦
thiên kim	tʰ i ə n ˧˧ k i m ˧˧
thiên la địa võng	tʰ i ə n ˧˧ l aː ˧˧ ʔ ɗ i ə ˧˨ ʔ v a w ŋ͡m ˦ˀ˥
thiên lệch	tʰ i ə n ˧˧ l ə j k̟̚ ˧˨ ʔ
thiên lí	tʰ i ə n ˧˧ l i ˧˦
Thiên Long	tʰ i ə n ˧˧ l a w ŋ͡m ˧˧
thiên lộc	tʰ i ə n ˧˧ l ə w k͡p̚ ˧˨ ʔ
Thiên Lôi	tʰ i ə n ˧˧ l o j ˧˧
thiên lương	tʰ i ə n ˧˧ l ɨ ə ŋ ˧˧
Thiên Ma	tʰ i ə n ˧˧ m aː ˧˧
Thiên Mã	tʰ i ə n ˧˧ m aː ˦ˀ˥
thiên mệnh	tʰ i ə n ˧˧ m ə j ŋ̟ ˧˨ ʔ
thiên mưu bách kế	tʰ i ə n ˧˧ m i w ˧˧ ʔ ɓ a j k̟̚ ˧˦ k e ˧˦
thiên nga	tʰ i ə n ˧˧ ŋ aː ˧˧
Thiên Nga	tʰ i ə n ˧˧ ŋ aː ˧˧
thiên nga trắng	tʰ i ə n ˧˧ ŋ aː ˧˧ t͡ɕ a ŋ ˧˦
thiên nhan	tʰ i ə n ˧˧ ɲ aː n ˧˧
thiên nhiên	tʰ i ə n ˧˧ ɲ i ə n ˧˧
thiên niên kỉ	tʰ i ə n ˧˧ n i ə n ˧˧ k i ˧˩
thiên phú	tʰ i ə n ˧˧ f u ˧˦
thiên phương bách kế	tʰ i ə n ˧˧ f ɨ ə ŋ ˧˧ ʔ ɓ a j k̟̚ ˧˦ k e ˧˦
thiên quốc	tʰ i ə n ˧˧ k u ə k̚ ˧˦
Thiên Quyền	tʰ i ə n ˧˧ k w i ə n ˨˩
Thiên Sơn	tʰ i ə n ˧˧ s əː n ˧˧
thiên sứ	tʰ i ə n ˧˧ s ɨ ˧˦
thiên tai	tʰ i ə n ˧˧ t aː j ˧˧
thiên tài	tʰ i ə n ˧˧ t aː j ˨˩
thiên tải nhất thì	tʰ i ə n ˧˧ t aː j ˧˩ ɲ ə t̚ ˧˦ tʰ i ˨˩
thiên tào	tʰ i ə n ˧˧ t aː w ˨˩
thiên tạo	tʰ i ə n ˧˧ t aː w ˧˨ ʔ
Thiên Tân	tʰ i ə n ˧˧ t ə n ˧˧
thiên thạch	tʰ i ə n ˧˧ tʰ a j k̟̚ ˧˨ ʔ
thiên thai	tʰ i ə n ˧˧ tʰ aː j ˧˧
thiên thần	tʰ i ə n ˧˧ tʰ ə n ˨˩
thiên thần hộ mệnh	tʰ i ə n ˧˧ tʰ ə n ˨˩ h o ˧˨ ʔ m ə j ŋ̟ ˧˨ ʔ
thiên thần sa ngã	tʰ i ə n ˧˧ tʰ ə n ˨˩ s aː ˧˧ ŋ aː ˦ˀ˥
thiên thể	tʰ i ə n ˧˧ tʰ e ˧˩
thiên thời	tʰ i ə n ˧˧ tʰ əː j ˨˩
thiên thời, địa lợi, nhân hoà	tʰ i ə n ˧˧ tʰ əː j ˨˩ ʔ ɗ i ə ˧˨ ʔ l əː j ˧˨ ʔ ɲ ə n ˧˧ h w aː ˨˩
thiên thu	tʰ i ə n ˧˧ tʰ u ˧˧
thiên thượng	tʰ i ə n ˧˧ tʰ ɨ ə ŋ ˧˨ ʔ
Thiên Thượng Thánh Mẫu	tʰ i ə n ˧˧ tʰ ɨ ə ŋ ˧˨ ʔ tʰ a j ŋ̟ ˧˦ m ə w ˦ˀ˥
thiên thượng thiên hạ, bác ái công bình	tʰ i ə n ˧˧ tʰ ɨ ə ŋ ˧˨ ʔ tʰ i ə n ˧˧ h aː ˧˨ ʔ ʔ ɓ aː k̚ ˧˦ ʔ aː j ˧˦ k ə w ŋ͡m ˧˧ ʔ ɓ ï ŋ ˨˩
thiên tiên	tʰ i ə n ˧˧ t i ə n ˧˧
thiên tính	tʰ i ə n ˧˧ t ï ŋ ˧˦
Thiên Trúc	tʰ i ə n ˧˧ t͡ɕ ʊ w k͡p̚ ˧˦
thiên tuế	tʰ i ə n ˧˧ t w e ˧˦
thiên tư	tʰ i ə n ˧˧ t ɨ ˧˧
thiên tử	tʰ i ə n ˧˧ t ɨ ˧˩
Thiên tự văn	tʰ i ə n ˧˧ t ɨ ˧˨ ʔ v a n ˧˧
thiên tướng	tʰ i ə n ˧˧ t ɨ ə ŋ ˧˦
thiên văn	tʰ i ə n ˧˧ v a n ˧˧
thiên văn học	tʰ i ə n ˧˧ v a n ˧˧ h a w k͡p̚ ˧˨ ʔ
thiên vị	tʰ i ə n ˧˧ v i ˧˨ ʔ
Thiên Vương tinh	tʰ i ə n ˧˧ v ɨ ə ŋ ˧˧ t ï ŋ ˧˧
Thiên Xứng	tʰ i ə n ˧˧ s ɨ ŋ ˧˦
Thiên Yết	tʰ i ə n ˧˧ ʔ i ə t̚ ˧˦
thiền	tʰ i ə n ˨˩
thiền định	tʰ i ə n ˨˩ ʔ ɗ ï ŋ ˧˨ ʔ
thiền na	tʰ i ə n ˨˩ n aː ˧˧
thiền sư	tʰ i ə n ˨˩ s ɨ ˧˧
thiền trượng	tʰ i ə n ˨˩ t͡ɕ ɨ ə ŋ ˧˨ ʔ
thiền vu	tʰ i ə n ˨˩ v u ˧˧
thiển cận	tʰ i ə n ˧˩ k ə n ˧˨ ʔ
thiển ý	tʰ i ə n ˧˩ ʔ i ˧˦
thiến	tʰ i ə n ˧˦
Thiện	tʰ i ə n ˧˨ ʔ
thiện	tʰ i ə n ˧˨ ʔ
thiện cảm	tʰ i ə n ˧˨ ʔ k aː m ˧˩
thiện chí	tʰ i ə n ˧˨ ʔ t͡ɕ i ˧˦
thiện nguyện	tʰ i ə n ˧˨ ʔ ŋ w i ə n ˧˨ ʔ
thiện nguyện viên	tʰ i ə n ˧˨ ʔ ŋ w i ə n ˧˨ ʔ v i ə n ˧˧
thiện tai	tʰ i ə n ˧˨ ʔ t aː j ˧˧
thiêng	tʰ i ə ŋ ˧˧
thiêng liêng	tʰ i ə ŋ ˧˧ l i ə ŋ ˧˧
thiếp	tʰ i ə p̚ ˧˦
thiệp	tʰ i ə p̚ ˧˨ ʔ
thiết	tʰ i ə t̚ ˧˦
thiết bị	tʰ i ə t̚ ˧˦ ʔ ɓ i ˧˨ ʔ
thiết giáp	tʰ i ə t̚ ˧˦ z aː p̚ ˧˦
thiết giáp hạm	tʰ i ə t̚ ˧˦ z aː p̚ ˧˦ h aː m ˧˨ ʔ
thiết kế	tʰ i ə t̚ ˧˦ k e ˧˦
thiết kế đồ hoạ	tʰ i ə t̚ ˧˦ k e ˧˦ ʔ ɗ o ˨˩ h w aː ˧˨ ʔ
thiết lập	tʰ i ə t̚ ˧˦ l ə p̚ ˧˨ ʔ
Thiết Mộc Chân	tʰ i ə t̚ ˧˦ m ə w k͡p̚ ˧˨ ʔ t͡ɕ ə n ˧˧
thiết nghĩ	tʰ i ə t̚ ˧˦ ŋ i ˦ˀ˥
thiết quân luật	tʰ i ə t̚ ˧˦ k w ə n ˧˧ l w ə t̚ ˧˨ ʔ
thiết tha	tʰ i ə t̚ ˧˦ tʰ aː ˧˧
thiết thực	tʰ i ə t̚ ˧˦ tʰ ɨ k̚ ˧˨ ʔ
thiết trí	tʰ i ə t̚ ˧˦ t͡ɕ i ˧˦
thiết tưởng	tʰ i ə t̚ ˧˦ t ɨ ə ŋ ˧˩
thiết yếu	tʰ i ə t̚ ˧˦ ʔ i ə w ˧˦
thiệt	tʰ i ə t̚ ˧˨ ʔ
thiệt hại	tʰ i ə t̚ ˧˨ ʔ h aː j ˧˨ ʔ
thiệt mạng	tʰ i ə t̚ ˧˨ ʔ m aː ŋ ˧˨ ʔ
thiệt thòi	tʰ i ə t̚ ˧˨ ʔ tʰ ɔ j ˨˩
thiệt tình	tʰ i ə t̚ ˧˨ ʔ t ï ŋ ˨˩
thiêu	tʰ i ə w ˧˧
thiêu đốt	tʰ i ə w ˧˧ ʔ ɗ o t̚ ˧˦
thiêu thân	tʰ i ə w ˧˧ tʰ ə n ˧˧
Thiều	tʰ i ə w ˨˩
thiều	tʰ i ə w ˨˩
thiều quang	tʰ i ə w ˨˩ k w aː ŋ ˧˧
thiểu não	tʰ i ə w ˧˩ n aː w ˦ˀ˥
thiểu năng	tʰ i ə w ˧˩ n a ŋ ˧˧
thiểu số	tʰ i ə w ˧˩ s o ˧˦
thiếu	tʰ i ə w ˧˦
thiếu gì	tʰ i ə w ˧˦ z i ˨˩
thiếu gia	tʰ i ə w ˧˦ z aː ˧˧
thiếu hụt	tʰ i ə w ˧˦ h u t̚ ˧˨ ʔ
thiếu máu	tʰ i ə w ˧˦ m a w ˧˦
thiếu nam	tʰ i ə w ˧˦ n aː m ˧˧
thiếu nhi	tʰ i ə w ˧˦ ɲ i ˧˧
thiếu niên	tʰ i ə w ˧˦ n i ə n ˧˧
thiếu nữ	tʰ i ə w ˧˦ n ɨ ˦ˀ˥
thiếu phụ	tʰ i ə w ˧˦ f u ˧˨ ʔ
thiếu sót	tʰ i ə w ˧˦ s ɔ t̚ ˧˦
thiếu tá	tʰ i ə w ˧˦ t aː ˧˦
thiếu thốn	tʰ i ə w ˧˦ tʰ o n ˧˦
thiếu trước hụt sau	tʰ i ə w ˧˦ t͡ɕ ɨ ə k̚ ˧˦ h u t̚ ˧˨ ʔ s a w ˧˧
thiếu tướng	tʰ i ə w ˧˦ t ɨ ə ŋ ˧˦
thiếu uý	tʰ i ə w ˧˦ ʔ w i ˧˦
thiếu vắng	tʰ i ə w ˧˦ v a ŋ ˧˦
Thiệu	tʰ i ə w ˧˨ ʔ
thím	tʰ i m ˧˦
Thìn	tʰ i n ˨˩
Thìn Hàn	tʰ i n ˨˩ h aː n ˨˩
thinh	tʰ ï ŋ ˧˧
thinh không	tʰ ï ŋ ˧˧ x ə w ŋ͡m ˧˧
thình	tʰ ï ŋ ˨˩
thình lình	tʰ ï ŋ ˨˩ l ï ŋ ˨˩
thình thịch	tʰ ï ŋ ˨˩ tʰ ï k̟̚ ˧˨ ʔ
thình thình	tʰ ï ŋ ˨˩ tʰ ï ŋ ˨˩
thỉnh cầu	tʰ ï ŋ ˧˩ k ə w ˨˩
thỉnh giáo	tʰ ï ŋ ˧˩ z aː w ˧˦
thỉnh nguyện	tʰ ï ŋ ˧˩ ŋ w i ə n ˧˨ ʔ
thỉnh thoảng	tʰ ï ŋ ˧˩ tʰ w aː ŋ ˧˩
thính	tʰ ï ŋ ˧˦
thính giả	tʰ ï ŋ ˧˦ z aː ˧˩
thính giác	tʰ ï ŋ ˧˦ z aː k̚ ˧˦
thính lực	tʰ ï ŋ ˧˦ l ɨ k̚ ˧˨ ʔ
thính phòng	tʰ ï ŋ ˧˦ f a w ŋ͡m ˨˩
thịnh	tʰ ï ŋ ˧˨ ʔ
Thịnh	tʰ ï ŋ ˧˨ ʔ
thịnh hành	tʰ ï ŋ ˧˨ ʔ h a j ŋ̟ ˨˩
thịnh nộ	tʰ ï ŋ ˧˨ ʔ n o ˧˨ ʔ
thịnh soạn	tʰ ï ŋ ˧˨ ʔ s w aː n ˧˨ ʔ
thịnh suy	tʰ ï ŋ ˧˨ ʔ s w i ˧˧
thịnh tình	tʰ ï ŋ ˧˨ ʔ t ï ŋ ˨˩
thịnh vượng	tʰ ï ŋ ˧˨ ʔ v ɨ ə ŋ ˧˨ ʔ
thịnh vượng chung	tʰ ï ŋ ˧˨ ʔ v ɨ ə ŋ ˧˨ ʔ t͡ɕ ʊ w ŋ͡m ˧˧
thịt	tʰ i t̚ ˧˨ ʔ
thịt cầy	tʰ i t̚ ˧˨ ʔ k ə j ˨˩
thịt chó	tʰ i t̚ ˧˨ ʔ t͡ɕ ɔ ˧˦
thịt kho tàu	tʰ i t̚ ˧˨ ʔ x ɔ ˧˧ t a w ˨˩
thịt lợn muối	tʰ i t̚ ˧˨ ʔ l əː n ˧˨ ʔ m u ə j ˧˦
thịt lợn muối xông khói	tʰ i t̚ ˧˨ ʔ l əː n ˧˨ ʔ m u ə j ˧˦ s ə w ŋ͡m ˧˧ x ɔ j ˧˦
thịt thà	tʰ i t̚ ˧˨ ʔ tʰ aː ˨˩
thiu	tʰ i w ˧˧
tho	tʰ ɔ ˧˧
thò	tʰ ɔ ˨˩
thò lò	tʰ ɔ ˨˩ l ɔ ˨˩
thỏ	tʰ ɔ ˧˩
Thỏ	tʰ ɔ ˧˩
thỏ đế	tʰ ɔ ˧˩ ʔ ɗ e ˧˦
Thỏ Ngọc	tʰ ɔ ˧˩ ŋ a w k͡p̚ ˧˨ ʔ
thỏ rừng	tʰ ɔ ˧˩ z ɨ ŋ ˨˩
thỏ thẻ	tʰ ɔ ˧˩ tʰ ɛ ˧˩
thó	tʰ ɔ ˧˦
thọ	tʰ ɔ ˧˨ ʔ
Thọ	tʰ ɔ ˧˨ ʔ
thọ mệnh	tʰ ɔ ˧˨ ʔ m ə j ŋ̟ ˧˨ ʔ
thoa	tʰ w aː ˧˧
thoả	tʰ w aː ˧˩
thoả đáng	tʰ w aː ˧˩ ʔ ɗ aː ŋ ˧˦
thoả hiệp	tʰ w aː ˧˩ h i ə p̚ ˧˨ ʔ
thoả mãn	tʰ w aː ˧˩ m aː n ˦ˀ˥
thoả thích	tʰ w aː ˧˩ tʰ ï k̟̚ ˧˦
thoả thuận	tʰ w aː ˧˩ tʰ w ə n ˧˨ ʔ
thoả thuê	tʰ w aː ˧˩ tʰ w e ˧˧
thoá mạ	tʰ w aː ˧˦ m aː ˧˨ ʔ
thoạ	tʰ w aː ˧˨ ʔ
thoai thoải	tʰ w aː j ˧˧ tʰ w aː j ˧˩
thoải	tʰ w aː j ˧˩
thoải mái	tʰ w aː j ˧˩ m aː j ˧˦
thoái	tʰ w aː j ˧˦
thoái chí	tʰ w aː j ˧˦ t͡ɕ i ˧˦
thoái hoá	tʰ w aː j ˧˦ h w aː ˧˦
thoái thác	tʰ w aː j ˧˦ tʰ aː k̚ ˧˦
thoái trào	tʰ w aː j ˧˦ t͡ɕ aː w ˨˩
thoái vị	tʰ w aː j ˧˦ v i ˧˨ ʔ
thoại	tʰ w aː j ˧˨ ʔ
Thoan	tʰ w aː n ˧˧
thoàn	tʰ w aː n ˨˩
thoảng	tʰ w aː ŋ ˧˩
thoáng	tʰ w aː ŋ ˧˦
thoáng khí	tʰ w aː ŋ ˧˦ x i ˧˦
thoáng qua	tʰ w aː ŋ ˧˦ k w aː ˧˧
thoát	tʰ w aː t̚ ˧˦
thoát hiểm	tʰ w aː t̚ ˧˦ h i ə m ˧˩
thoát nạn	tʰ w aː t̚ ˧˦ n aː n ˧˨ ʔ
thoát thân	tʰ w aː t̚ ˧˦ tʰ ə n ˧˧
thoát vị	tʰ w aː t̚ ˧˦ v i ˧˨ ʔ
thoát y	tʰ w aː t̚ ˧˦ ʔ i ˧˧
thoát y vũ	tʰ w aː t̚ ˧˦ ʔ i ˧˧ v u ˦ˀ˥
thoát ý	tʰ w aː t̚ ˧˦ ʔ i ˧˦
thoạt	tʰ w aː t̚ ˧˨ ʔ
thoăn thoắt	tʰ w a n ˧˧ tʰ w a t̚ ˧˦
thóc	tʰ a w k͡p̚ ˧˦
thọc	tʰ a w k͡p̚ ˧˨ ʔ
thọc gậy bánh xe	tʰ a w k͡p̚ ˧˨ ʔ ɣ ə j ˧˨ ʔ ʔ ɓ a j ŋ̟ ˧˦ s ɛ ˧˧
thoi	tʰ ɔ j ˧˧
thoi thóp	tʰ ɔ j ˧˧ tʰ ɔ p̚ ˧˦
thòi	tʰ ɔ j ˨˩
thòi lòi	tʰ ɔ j ˨˩ l ɔ j ˨˩
thỏi	tʰ ɔ j ˧˩
thói	tʰ ɔ j ˧˦
thói đời	tʰ ɔ j ˧˦ ʔ ɗ əː j ˨˩
thói quen	tʰ ɔ j ˧˦ k w ɛ n ˧˧
thói tật	tʰ ɔ j ˧˦ t ə t̚ ˧˨ ʔ
thói thường	tʰ ɔ j ˧˦ tʰ ɨ ə ŋ ˨˩
thói tục	tʰ ɔ j ˧˦ t ʊ w k͡p̚ ˧˨ ʔ
thòm thèm	tʰ ɔ m ˨˩ tʰ ɛ m ˨˩
thon	tʰ ɔ n ˧˧
thon thả	tʰ ɔ n ˧˧ tʰ aː ˧˩
thon von	tʰ ɔ n ˧˧ v ɔ n ˧˧
thong dong	tʰ a w ŋ͡m ˧˧ z a w ŋ͡m ˧˧
thong manh	tʰ a w ŋ͡m ˧˧ m a j ŋ̟ ˧˧
thong thả	tʰ a w ŋ͡m ˧˧ tʰ aː ˧˩
thòng	tʰ a w ŋ͡m ˨˩
thòng lọng	tʰ a w ŋ͡m ˨˩ l a w ŋ͡m ˧˨ ʔ
thõng	tʰ a w ŋ͡m ˦ˀ˥
thóp	tʰ ɔ p̚ ˧˦
thori	tʰ ɔ ˧˧ ɹ i ˧˧
thori	tʰ ɔ ˧˧ z i ˧˧
thót	tʰ ɔ t̚ ˧˦
thọt	tʰ ɔ t̚ ˧˨ ʔ
thô	tʰ o ˧˧
thô bạo	tʰ o ˧˧ ʔ ɓ aː w ˧˨ ʔ
thô bỉ	tʰ o ˧˧ ʔ ɓ i ˧˩
thô kệch	tʰ o ˧˧ k ə j k̟̚ ˧˨ ʔ
thô lậu	tʰ o ˧˧ l ə w ˧˨ ʔ
thô lỗ	tʰ o ˧˧ l o ˦ˀ˥
thô ráp	tʰ o ˧˧ z aː p̚ ˧˦
thô sơ	tʰ o ˧˧ s əː ˧˧
thô thiển	tʰ o ˧˧ tʰ i ə n ˧˩
thô tục	tʰ o ˧˧ t ʊ w k͡p̚ ˧˨ ʔ
thổ	tʰ o ˧˩
Thổ	tʰ o ˧˩
thổ âm	tʰ o ˧˩ ʔ ə m ˧˧
thổ canh	tʰ o ˧˩ k a j ŋ̟ ˧˧
thổ cẩm	tʰ o ˧˩ k ə m ˧˩
Thổ công	tʰ o ˧˩ k ə w ŋ͡m ˧˧
thổ cư	tʰ o ˧˩ k ɨ ˧˧
thổ dân	tʰ o ˧˩ z ə n ˧˧
Thổ Dục Hồn	tʰ o ˧˩ z ʊ w k͡p̚ ˧˨ ʔ h o n ˨˩
thổ địa	tʰ o ˧˩ ʔ ɗ i ə ˧˨ ʔ
thổ hào	tʰ o ˧˩ h aː w ˨˩
thổ huyết	tʰ o ˧˩ h w i ə t̚ ˧˦
thổ lâu	tʰ o ˧˩ l ə w ˧˧
thổ lộ	tʰ o ˧˩ l o ˧˨ ʔ
thổ mộc	tʰ o ˧˩ m ə w k͡p̚ ˧˨ ʔ
thổ nghi	tʰ o ˧˩ ŋ i ˧˧
thổ ngữ	tʰ o ˧˩ ŋ ɨ ˦ˀ˥
Thổ Nhĩ Kì	tʰ o ˧˩ ɲ i ˦ˀ˥ k i ˨˩
thổ nhưỡng	tʰ o ˧˩ ɲ ɨ ə ŋ ˦ˀ˥
thổ nhưỡng học	tʰ o ˧˩ ɲ ɨ ə ŋ ˦ˀ˥ h a w k͡p̚ ˧˨ ʔ
thổ phỉ	tʰ o ˧˩ f i ˧˩
thổ phục linh	tʰ o ˧˩ f ʊ w k͡p̚ ˧˨ ʔ l ï ŋ ˧˧
thổ quan	tʰ o ˧˩ k w aː n ˧˧
thổ sản	tʰ o ˧˩ s aː n ˧˩
thổ tả	tʰ o ˧˩ t aː ˧˩
thổ thần	tʰ o ˧˩ tʰ ə n ˨˩
Thổ tinh	tʰ o ˧˩ t ï ŋ ˧˧
Thổ Tinh	tʰ o ˧˩ t ï ŋ ˧˧
thổ trạch	tʰ o ˧˩ t͡ɕ a j k̟̚ ˧˨ ʔ
thổ trước	tʰ o ˧˩ t͡ɕ ɨ ə k̚ ˧˦
thố	tʰ o ˧˦
thốc	tʰ ə w k͡p̚ ˧˦
thôi	tʰ o j ˧˧
Thôi	tʰ o j ˧˧
thôi miên	tʰ o j ˧˧ m i ə n ˧˧
thôi nôi	tʰ o j ˧˧ n o j ˧˧
thôi thúc	tʰ o j ˧˧ tʰ ʊ w k͡p̚ ˧˦
thồi	tʰ o j ˨˩
thổi	tʰ o j ˧˩
thổi kèn	tʰ o j ˧˩ k ɛ n ˨˩
thổi phồng	tʰ o j ˧˩ f ə w ŋ͡m ˨˩
thối	tʰ o j ˧˦
thối não	tʰ o j ˧˦ n aː w ˦ˀ˥
thối nát	tʰ o j ˧˦ n aː t̚ ˧˦
thôn	tʰ o n ˧˧
thôn ấp	tʰ o n ˧˧ ʔ ə p̚ ˧˦
thôn dã	tʰ o n ˧˧ z aː ˦ˀ˥
thôn quê	tʰ o n ˧˧ k w e ˧˧
thôn tính	tʰ o n ˧˧ t ï ŋ ˧˦
thồn	tʰ o n ˨˩
thỗn thện	tʰ o n ˦ˀ˥ tʰ e n ˧˨ ʔ
thốn	tʰ o n ˧˦
thông	tʰ ə w ŋ͡m ˧˧
Thông	tʰ ə w ŋ͡m ˧˧
thông báo	tʰ ə w ŋ͡m ˧˧ ʔ ɓ aː w ˧˦
thông cảm	tʰ ə w ŋ͡m ˧˧ k aː m ˧˩
thông cáo	tʰ ə w ŋ͡m ˧˧ k aː w ˧˦
thông chốt	tʰ ə w ŋ͡m ˧˧ t͡ɕ o t̚ ˧˦
thông dịch	tʰ ə w ŋ͡m ˧˧ z ï k̟̚ ˧˨ ʔ
thông dịch viên	tʰ ə w ŋ͡m ˧˧ z ï k̟̚ ˧˨ ʔ v i ə n ˧˧
thông dụng	tʰ ə w ŋ͡m ˧˧ z ʊ w ŋ͡m ˧˨ ʔ
thông điệp	tʰ ə w ŋ͡m ˧˧ ʔ ɗ i ə p̚ ˧˨ ʔ
thông đồng	tʰ ə w ŋ͡m ˧˧ ʔ ɗ ə w ŋ͡m ˨˩
thông gia	tʰ ə w ŋ͡m ˧˧ z aː ˧˧
thông hành	tʰ ə w ŋ͡m ˧˧ h a j ŋ̟ ˨˩
thông hiểu	tʰ ə w ŋ͡m ˧˧ h i ə w ˧˩
thông lệ	tʰ ə w ŋ͡m ˧˧ l e ˧˨ ʔ
thông luật	tʰ ə w ŋ͡m ˧˧ l w ə t̚ ˧˨ ʔ
thông minh	tʰ ə w ŋ͡m ˧˧ m ï ŋ ˧˧
thông qua	tʰ ə w ŋ͡m ˧˧ k w aː ˧˧
thông quan	tʰ ə w ŋ͡m ˧˧ k w aː n ˧˧
thông rụng lá	tʰ ə w ŋ͡m ˧˧ z ʊ w ŋ͡m ˧˨ ʔ l aː ˧˦
thông số	tʰ ə w ŋ͡m ˧˧ s o ˧˦
thông suốt	tʰ ə w ŋ͡m ˧˧ s u ə t̚ ˧˦
thông tấn	tʰ ə w ŋ͡m ˧˧ t ə n ˧˦
thông tấn xã	tʰ ə w ŋ͡m ˧˧ t ə n ˧˦ s aː ˦ˀ˥
thông thái	tʰ ə w ŋ͡m ˧˧ tʰ aː j ˧˦
thông thạo	tʰ ə w ŋ͡m ˧˧ tʰ aː w ˧˨ ʔ
thông thiên	tʰ ə w ŋ͡m ˧˧ tʰ i ə n ˧˧
thông thiên học	tʰ ə w ŋ͡m ˧˧ tʰ i ə n ˧˧ h a w k͡p̚ ˧˨ ʔ
thông thoáng	tʰ ə w ŋ͡m ˧˧ tʰ w aː ŋ ˧˦
thông thốc	tʰ ə w ŋ͡m ˧˧ tʰ ə w k͡p̚ ˧˦
thông thuộc	tʰ ə w ŋ͡m ˧˧ tʰ u ə k̚ ˧˨ ʔ
thông thương	tʰ ə w ŋ͡m ˧˧ tʰ ɨ ə ŋ ˧˧
thông thường	tʰ ə w ŋ͡m ˧˧ tʰ ɨ ə ŋ ˨˩
thông tin	tʰ ə w ŋ͡m ˧˧ t i n ˧˧
thông tín viên	tʰ ə w ŋ͡m ˧˧ t i n ˧˦ v i ə n ˧˧
thông tỏ	tʰ ə w ŋ͡m ˧˧ t ɔ ˧˩
thông tục	tʰ ə w ŋ͡m ˧˧ t ʊ w k͡p̚ ˧˨ ʔ
thông tuệ	tʰ ə w ŋ͡m ˧˧ t w e ˧˨ ʔ
thông tư	tʰ ə w ŋ͡m ˧˧ t ɨ ˧˧
thông xe	tʰ ə w ŋ͡m ˧˧ s ɛ ˧˧
thống	tʰ ə w ŋ͡m ˧˦
thống chế	tʰ ə w ŋ͡m ˧˦ t͡ɕ e ˧˦
thống đốc	tʰ ə w ŋ͡m ˧˦ ʔ ɗ ə w k͡p̚ ˧˦
thống kê	tʰ ə w ŋ͡m ˧˦ k e ˧˧
thống kê dân số	tʰ ə w ŋ͡m ˧˦ k e ˧˧ z ə n ˧˧ s o ˧˦
thống kê học	tʰ ə w ŋ͡m ˧˦ k e ˧˧ h a w k͡p̚ ˧˨ ʔ
thống khổ	tʰ ə w ŋ͡m ˧˦ x o ˧˩
thống lĩnh	tʰ ə w ŋ͡m ˧˦ l ï ŋ ˦ˀ˥
thống nhất	tʰ ə w ŋ͡m ˧˦ ɲ ə t̚ ˧˦
thống phong	tʰ ə w ŋ͡m ˧˦ f a w ŋ͡m ˧˧
thống soái	tʰ ə w ŋ͡m ˧˦ s w aː j ˧˦
thống thiết	tʰ ə w ŋ͡m ˧˦ tʰ i ə t̚ ˧˦
thống trị	tʰ ə w ŋ͡m ˧˦ t͡ɕ i ˧˨ ʔ
thống xích	tʰ ə w ŋ͡m ˧˦ s ï k̟̚ ˧˦
thốt	tʰ o t̚ ˧˦
thốt nốt	tʰ o t̚ ˧˦ n o t̚ ˧˦
Thốt Nốt	tʰ o t̚ ˧˦ n o t̚ ˧˦
thơ	tʰ əː ˧˧
Thơ	tʰ əː ˧˧
thơ ấu	tʰ əː ˧˧ ʔ ə w ˧˦
thơ ca	tʰ əː ˧˧ k aː ˧˧
thơ con cóc	tʰ əː ˧˧ k ɔ n ˧˧ k a w k͡p̚ ˧˦
