aba	a b a
poet	p o e t
pofticios	p o f t i t͡ʃʲ o s
poftim	p o f t i m
poftim	p o f ↗ t i m
polar	p o l a r
polisier	p o l i s i e r
politicos	p o l i t i k o s
poliție	p o l i t͡s i e
poloneze	p o l o n e z e
pomeni	p o m e n i
pompier	p o m p i e r
popească	p o p e̯ a s k ə
popesc	p o p e s k
popești	p o p e ʃ tʲ
popilnic	p o p i l n i k
poporan	p o p o r a n
popou	p o p o w
popular	p o p u l a r
populație	p o p u l a t͡s i e
porcească	p o r t͡ʃ e̯ a s k ə
porcesc	p o r t͡ʃ e s k
porcești	p o r t͡ʃ e ʃ tʲ
porcin	p o r t͡ʃ i n
pornografia	p o r n o ɡ r a f i a
pornografic	p o r n o ɡ r a f i k
portal	p o r t a l
portocaliu	p o r t o k a l i w
portofel	p o r t o f e l
portughez	p o r t u ɟ e z
portugheză	p o r t u ɟ e z ə
porumbac	p o r u m b a k
posedare	p o s e d a r e
posibil	p o s i b i l
potaie	p o t a j e
potasiu	p o t a s j u
potecă	p o t e k ə
potent	p o t e n t
povestioară	p o v e s t i o̯ a r ə
poșircă	p o ʃ i r k ə
poștal	p o ʃ t a l
poștăriță	p o ʃ t ə r i t͡s ə
praf	p r a f
prafuri	p r a f u rʲ
prat	p r a t
preambala	p r e a m b a l a
preambalare	p r e a m b a l a r e
preambalat	p r e a m b a l a t
preambalări	p r e a m b a l ə rʲ
precaut	p r e k a u t
precis	p r e t͡ʃ i s
preconiza	p r e k o n i z a
precum	p r e k u m
prefix	p ɾ e f i k s
prefixal	p r e f i k s a l
prefixală	p r e f i k s a l ə
pregnant	p r e ɡ n a n t
preistoric	p r e i s t o r i k
prelung	p r e l u ŋ ɡ
prelungi	p r e l u n d͡ʒ i
prelungit	p r e l u n d͡ʒ i t
preoțească	p r e o t͡s e̯ a s k ə
preoțesc	p r e o t͡s e s k
preoțești	p r e o t͡s e ʃ tʲ
prepuțial	p r e p u t͡s i a l
prescrie	p r e s k r i e
prescurtare	p r e s k u r t a r e
presimțire	p r e s i m t͡s i r e
presocialist	p r e s o t͡ʃ i a l i s t
presta	p r e s t a
pretenție	p r e t e n t͡s i e
pretențios	p r e t e n t͡s i o s
pretor	p r e t o r
pretori	p r e t o rʲ
preturi	p r e t u rʲ
pretură	p r e t u r ə
prezent	p r e z e n t
prezenta	p r e z e n t a
prețios	p r e t͡s i o s
pricepe	p r i t͡ʃ e p e
prier	p r j e r
prim	p r i m
prima	p r i m a
primar	p r i m a r
primejdios	p r i m e ʒ d i o s
primăvară	p r i m ə v a r ə
prin	p r i n
principal	p r i n t͡ʃ i p a l
prins	p r i n s
printre	p r i n t r e
prispă	p r i s p ə
pristol	p r i s t o l
proaspăt	p r o̯ a s p ə t
probabil	p r o b a b i l
problematic	p r o b l e m a t i k
proclamație	p r o k l a m a t͡s i e
proctolog	p r o k t o l o ɡ
proctologă	p r o k t o l o ɡ ə
producere	p r o d u t͡ʃ e r e
producător	p r o d u k ə t o r
producători	p r o d u k ə t o rʲ
producție	p r o d u k t͡s i e
produs	p r o d u s
produse	p r o d u s e
profan	p r o f a n
profesor	p r o f e s o r
profitabil	p r o f i t a b i l
profund	p r o f u n d
programabil	p r o ɡ r a m a b i l
promorar	p r o m o r a r
propagandă	p r o p a ɡ a n d ə
proporțional	p r o p o r t͡s i o n a l
prospețime	p r o s p e t͡s i m e
prost	p r o s t
prostime	p r o s t i m e
proverb	p r o v e r b
prozaic	p r o z a i k
prudent	p r u d e n t
prune	p r u n e
prânz	p r ɨ n z
prăjini	p r ə ʒ i nʲ
prăjină	p r ə ʒ i n ə
prăjit	p r ə ʒ i t
pseudoștiință	p s e u d o ʃ t i i n t͡s ə
psihiatru	p s i h i a t r u
psihiatră	p s i h i a t r ə
psihofizician	p s i h o f i z i t͡ʃ i a n
psihofiziciană	p s i h o f i z i t͡ʃ i a n ə
psiholog	p s i h o l o ɡ
psihologă	p s i h o l o ɡ ə
pubertate	p u b e r t a t e
public	p u b l i k
pucios	p u t͡ʃʲ o s
pugilist	p u d͡ʒ i l i s t
pugilistă	p u d͡ʒ i l i s t ə
pulos	p u l o s
pulpană	p u l p a n ə
pulpos	p u l p o s
puls	p u l s
pumă	p u m ə
pur	p u r
purgatoriu	p u r ɡ a t o r i u̯
purificator	p u r i f i k a t o r
purpuriu	p u r p u r i w
pustie	p u s t i e
pustiu	p u s t i w
putea	p u t e̯ a
puternic	p u t e r n i k
putred	p u t r e d
puturos	p u t u r o s
pușcă	p u ʃ k ə
puțintel	p u t͡s i n t e l
puținătate	p u t͡s i n ə t a t e
pâine	p ɨ j n e
pâlc	p ɨ l k
pântecos	p ɨ n t e k o s
până	p ɨ n ə
pârâu	p ɨ r ɨ w
pârî	p ɨ r ɨ
păcătos	p ə k ə t o s
păduchios	p ə d u c o s
pădureț	p ə d u r e t͡s
păduros	p ə d u r o s
păgân	p ə ɡ ɨ n
păi	p ə j
păios	p ə j o s
pălincă	p ə l i n k ə
păpădie	p ə p ə d i e
părtinitor	p ə r t i n i t o r
părăsit	p ə r ə s i t
păscut	p ə s k u t
păstor	p ə s t o r
păstoriță	p ə s t o r i t͡s ə
păstra	p ə s t r a
păstrare	p ə s t r a r e
păstrări	p ə s t r ə rʲ
păstrătoare	p ə s t r ə t o̯ a r e
păstrător	p ə s t r ə t o r
păstrători	p ə s t r ə t o rʲ
păsărească	p ə s ə r e̯ a s k ə
păsăresc	p ə s ə r e s k
păsărești	p ə s ə r e ʃ tʲ
păsăroi	p ə s ə r o j
pătat	p ə t a t
pătlăgea	p ə t l ə d͡ʒ a
pătlăgică	p ə t l ə d͡ʒ i k ə
pătrat	p ə t r a t
pătrime	p ə t r i m e
păun	p ə u n
q	k
r	r
rac	r a k
rachetă	ʀ a k e t ə
rachiu	r a k i w
radiație	r a d i a t͡s i e
radioactiv	r a d i o a k t i v
rafina	r a f i n a
rafinare	r a f i n a r e
rafinat	r a f i n a t
rafinări	r a f i n ə rʲ
rai	r a j
raluca	r a l u k a
ramolit	r a m o l i t
rapid	r a p i d
ras	r a s
raton	r a t o n
rațional	r a t͡s i o n a l
raționalizabil	r a t͡s i o n a l i z a b i l
rață	r a t͡s ə
reabilita	r e a b i l i t a
reambala	r e a m b a l a
reambalare	r e a m b a l a r e
reavăn	r e̯ a v ə n
rebeliune	r e b e l i u n e
reciclat	r e t͡ʃ i k l a t
recunoaște	r e k u n o̯ a s t e
reduce	r e d u t ʃ e
redundant	r e d u n d a n t
redus	r e d u s
referendum	r e f e r e n d u m
reflectat	r e f l e k t a t
refuza	r e f u z a
regal	r e ɡ a l
regalist	r e ɡ a l i s t
regească	r e d͡ʒ e̯ a s k ə
regesc	r e d͡ʒ e s k
regești	r e d͡ʒ e ʃ tʲ
regicid	r e d͡ʒ i t͡ʃ i d
regim	r e d͡ʒ i m
regula	r e ɡ u l a
regulat	r e ɡ u l a t
relaxat	r e l a k s a t
relație	r e l a t͡s i e
religios	r e l i d͡ʒ i o s
ren	r e n
renumit	r e n u m i t
renunța	r e n u n t͡s a
reparabil	r e p a r a b i l
repede	r e p e d e
repejor	r e p e ʒ o r
repeziți	r e p e z i t͡sʲ
replicație	r e p l i k a t͡s i e
reprezenta	r e p r e z e n t a
reprobabil	r e p r o b a b i l
reputație	r e p u t a t͡s i e
rescrie	r e s k r i j e
respect	r e s p e k t
respinge	r e s p i n d͡ʒ e
respirație	r e s p i r a t͡s i e
rest	r e s t
retras	r e t r a s
reveni	r e v e n i
reveni	r e v e nʲ
rezemați	r e z e m a t͡sʲ
rezident	r e z i d e n t
reziduat	r e z i d u a t
rezistibil	r e z i s t i b i l
rezulta	r e z u l t a
rezultat	r e z u l t a t
rezultate	r e z u l t a t e
reține	r e t͡s i n e
rid	r i d
ridicat	r i d i k a t
rigă	r i ɡ ə
risc	r i s k
riscuri	r i s k u rʲ
riveran	r i v e r a n
rob	r o b
roib	r o j b
roman	r o m a n
romancier	r o m a n t͡ʃ i e r
român	r o m ɨ n
românesc	r o m ɨ n e s k
românește	r o m ɨ n e ʃ t e
româneștilor	r o m ɨ n e ʃ t i l o r
românia	r o m ɨ n i a
româniei	r o m ɨ n i j e j
ros	r o s
rotație	r o t a t͡s i e
rotocol	r o t o k o l
rotund	r o t u n d
rotunjit	r o t u n ʒ i t
roz	r o z
roză	r o z ə
rozător	r o z ə t o r
roșcat	r o ʃ k a t
roșie	r o ʃ i e
roșie	r o ʃ j e
roșu	r o ʃ u
ruginiu	r u d͡ʒ i n i w
ruina	r u i n a
ruinare	r u i n a r e
rumeguș	r u m e ɡ u ʃ
rumegător	r u m e ɡ ə t o r
rumânesc	r u m ɨ n e s k
rupt	r u p t
rus	r u s
ruse	r u s e
rusă	r u s ə
rută	r u t ə
rușinos	r u ʃ i n o s
râios	r ɨ j o s
râmlenească	r ɨ m l e n e̯ a s k ə
râmlenesc	r ɨ m l e n e s k
râmlenești	r ɨ m l e n e ʃ tʲ
râncaci	r ɨ ŋ k a t͡ʃʲ
rânced	r ɨ n t͡ʃ e d
rând	r ɨ n d
rânză	r ɨ n z ə
rână	r ɨ n ə
râpos	r ɨ p o s
răbdător	r ə b d ə t o r
răgușit	r ə ɡ u ʃ i t
rămas	r ə m a s
rămași	r ə m a ʃʲ
rămuros	r ə m u r o s
răpciune	r ə p t͡ʃ u n e
răpitor	r ə p i t o r
răposat	r ə p o s a t
răpănos	r ə p ə n o s
răsunător	r ə s u n ə t o r
răszice	r ə s z i t͡ʃ e
rătăcit	r ə t ə t͡ʃ i t
rău	r ə w
răutăcios	r ə u t ə t͡ʃʲ o s
răzbate	r ə z b a t e
răzleț	r ə z l e t͡s
rășinos	r ə ʃ i n o s
rățoi	r ə t͡s o j
s	s
sa	s a
sacristan	s a k r i s t a n
sal	s a l
sal	s aː l
salam	s a l a m
salamandră	s a l a m a n d r ə
salariat	s a l a r i a t
salcie	s a l t͡ʃ i e
salt	s a l t
salut	s a l u t
saluta	s a l u t a
salve	s a l v e
samoan	s a m o a n
sanie	s a n i e
sapient	s a p i e n t
sare	s a r e
satanic	s a t a n i k
satisfăcut	s a t i s f ə k u t
satisfăcător	s a t i s f ə k ə t o r
saudit	s a u d i t
sașiu	s a ʃ i w
scaba	s k a b a
scandiu	s k a n d j u
schepsis	s k e p s i s
schilod	s c i l o d
schimb	s k i m b
schimba	s k i m b a
schior	s k i o r
scit	s t͡ʃ i t
sclave	s k l a v e
sclavi	s k l a vʲ
sclavă	s k l a v ə
scoici	s k o j t͡ʃʲ
scoică	s k o j k ə
scorni	s k o r n i
scorpion	s k o r p j o n
scorțișoară	s k o r t s i ʃ o̯ a r ə
scriitoare	s k r i i t o̯ a r e
scrimer	s k r i m e r
scroafă	s k r o̯ a f ə
scufundat	s k u f u n d a t
sculptat	s k u l p t a t
scump	s k u m p
scund	s k u n d
scurt	s k u r t
scutec	s k u t e k
scârbos	s k ɨ r b o s
scăldat	s k ə l d a t
scămos	s k ə m o s
scămoșa	s k ə m o ʃ a
se	s e
seara	s e̯ a r a
searbăd	s e̯ a r b ə d
seară	s e̯ a r ə
sec	s e k
secol	s e k o l
secret	s e k r e t
secretariat	s e k r e t a r i a t
secreție	s e k r e t͡s i e
secundar	s e k u n d a r
secvențial	s e k v e n t͡s i a l
sefard	s e f a r d
seismolog	s e i s m o l o ɡ
seismologă	s e i s m o l o ɡ ə
seleniu	s e l e n j u
semafor	s e m a f o r
semicerc	s e m i t͡ʃ e r k
semiotician	s e m i o t i t͡ʃ i a n
semioticiană	s e m i o t i t͡ʃ i a n ə
semnificație	s e m n i f i k a t͡s i e
senin	s e n i n
sentiment	s e n t i m e n t
septembrie	s e p t e m b r i j e
ser	s e r
serios	s e r i o s
servicii	s e r v i t͡ʃ iː
serviciu	s e r v i t͡ʃ j u
serviete	s e r v i e t e
servietă	s e r v i e t ə
servus	s e r v u s
setos	s e t o s
sex	s e k s
sexologia	s e k s o l o d͡ʒ i a
sexos	s e k s o s
sfat	s f a t
sferic	s f e r i k
sfărâmicios	s f ə r ɨ m i t͡ʃʲ o s
siberian	s i b e r i a n
sictir	s i k t i r
sictir	s ɨ k t i r
sie	s i e
sieși	s i e ʃʲ
silabic	s i l a b i k
silicios	s i l i t͡ʃ j o s
siliciu	s i l i t͡ʃ j u
silvă	s i l v ə
simbol	s i m b o l
simetric	s i m e t r i k
simula	s i m u l a
sincer	s i n t͡ʃ e r
sine	s i n e
sinergie	s i n e r d͡ʒ i e
singur	s i ŋ ɡ u r
singuratec	s i ŋ ɡ u r a t e k
singuratic	s i ŋ ɡ u r a t i k
sinistru	s i n i s t r u
sinonim	s i n o n i m
sinteze	s i n t e z e
sinteză	s i n t e z ə
sinucidere	s i n u t͡ʃ i d e r e
siret	s i r e t
sirian	s i r i a n
sirop	s i r o p
siropuri	s i r o p u rʲ
sistem	s i s t e m
situație	s i t u a t͡s i e
situlă	s i t u l ə
skandenberg	s k a n d ə n b e r ɡ
slang	s l e n ɡ
slav	s l a v
slavă	s l a v ə
slobod	s l o b o d
slugarnic	s l u ɡ a r n i k
slut	s l u t
slăbănog	s l ə b ə n o ɡ
soacră	s o̯ a k r ə
soc	s o k
social	s o t͡ʃ i a l
socialism	s o t͡ʃ i a l i s m
sociolog	s o t͡ʃ i o l o ɡ
sociologă	s o t͡ʃ i o l o ɡ ə
socotit	s o k o t i t
socru	s o c r u
sodiu	s o d j u
sofisticat	s o f i s t i k a t
soia	s o j a
solar	s o l a r
solemn	s o l e m n
solid	s o l i d
solstițiu	s o l s t i t s i u̯
solz	s o l z
solzos	s o l z o s
somat	s o m a t
somnambulism	s o m n a m b u l i s m
somnoros	s o m n o r o s
somon	s o m o n
soporific	s o p o r i f i k
sora	s o r a
sos	s o s
soviet	s o v i e t
soție	s o t͡s i j e
soțioară	s o t͡s i o̯ a r ə
spaniol	s p a n i o l
spanioli	s p a n i o lʲ
spaniolă	s p a n i o l ə
sparge	s p a r d͡ʒ e
spargere	s p a r d͡ʒ e r e
spart	s p a r t
sparți	s p a r t͡sʲ
spate	s p a t e
spatulă	s p a t u l ə
specific	s p e t͡ʃ i f i k
spera	s p e r a
speranță	s p e r a n t s ə
sperare	s p e r a r e
speriat	s p e r i a t
spinos	s p i n o s
spirit	s p i r i t
spiritual	s p i r i t u a l
spornic	s p o r n i k
sprijin	s p r i ʒ i n
sprijini	s p r i ʒ i n i
sprinten	s p r i n t e n
spumos	s p u m o s
spune	s p u n e
spurcat	s p u r k a t
spus	s p u s
spân	s p ɨ n
spălare	s p ə l a r e
spălător	s p ə l ə t o r
spătos	s p ə t o s
stabil	s t a b i l
stagiune	s t a d͡ʒ u n e
stanifer	s t a n i f e r
stat	s t a t
statistic	s t a t i s t i k
statistician	s t a t i s t i t͡ʃ i a n
statisticiană	s t a t i s t i t͡ʃ i a n ə
stație	s t a t͡s i e
stea	s t e̯ a
steaua	s t e̯ a w a
stei	s t e j
sterp	s t e r p
stetoscop	s t e t o s k o p
stil	s t i l
stima	s t i m a
stingher	s t i ŋ ɡ e r
strachină	s t r a k i n ə
strai	s t r a j
straniu	s t r a n j u
stricat	s t r i k a t
strigat	s t r i ɡ a t
strop	s t r o p
structural	s t r u k t u r a l
structurat	s t r u k t u r a t
strugure	s t̪ ɾ u ɡ u ɾ e
struț	s t r u t͡s
strâmb	s t r ɨ m b
strâmt	s t r ɨ m t
strâmtoare	s t r ɨ m t o̯ a r e
strâmtori	s t r ɨ m t o rʲ
strângător	s t r ɨ ŋ ɡ ə t o r
străbunic	s t r ə b u n i k
strădanie	s t r ə d a n i e
străin	s t r ə i n
strălucitor	s t r ə l u t͡ʃ i t o r
strănepot	s t r ə n e p o t
străvechi	s t r ə v e c
străveziu	s t r ə v e z i w
studentă	s t u d e n t ə
stufos	s t u f o s
stupi	s t u p i
stupi	s t u pʲ
stupină	s t u p i n ə
stâng	s t ɨ ŋ ɡ
stângaci	s t ɨ n ɡ a t͡ʃʲ
stângăcie	s t ɨ n ɡ ə t͡ʃ i e
stârc	s t ɨ r k
stăpânitor	s t ə p ɨ n i t o r
stărui	s t ə r u i
stăruitor	s t ə r u i t o r
sub	s u b
submarin	s u b m a r i n
subsonic	s u b s o n i k
substantiv	s u b s t a n t i v
subteran	s u b t e r a n
subtil	s u b t i l
suburban	s u b u r b a n
subțire	s u b t͡s i r e
subțirel	s u b t͡s i r e l
suci	s u t͡ʃ i
sudic	s u d i k
suedeze	s u e d e z e
suficient	s u f i t͡ʃ i e n t
suflețel	s u f l e t͡s e l
sugaci	s u ɡ a t͡ʃʲ
sugar	s u ɡ a r
suge	s u d͡ʒ e
sui	s u i
sulc	s u l k
suleget	s u l e d͡ʒ e t
sulf	s u l f
sulfuros	s u l f u r o s
sultan	s u l t a n
sultanat	s u l t a n a t
sulă	s u l ə
sunător	s u n ə t o r
supapă	s u p a p ə
superior	s u p e r i o r
suplu	s u p l u
supoziție	s u p o z i t͡s i e
supranațional	s u p r a n a t͡s i o n a l
suprem	s u p r e m
sur	s u r
surd	s u r d
sure	s u r e
surprinzător	s u r p r i n z ə t o r
surâs	s u r ɨ s
susceptibil	s u s t͡ʃ e p t i b i l
suspensor	s u s p e n s o r
susura	s u s u r a
suta	s u t a
sute	s u t e
sutime	s u t i m e
sutălea	s u t ə l e̯ a
sâmbete	s ɨ m b e t e
sâmbătă	s ɨ m b ə t ə
sângera	s ɨ n d͡ʒ e r a
sângeriu	s ɨ n d͡ʒ e r i w
sânt	s ɨ n t
sârb	s ɨ r b
sârguincios	s ɨ r ɡ u i n t͡ʃʲ o s
să	s ə
săcret	s ə k r e t
sălciu	s ə l t͡ʃ i w
săltăreț	s ə l t ə r e t͡s
sămânțos	s ə m ɨ n t͡s o s
săptămânal	s ə p t ə m ɨ n a l
sărat	s ə r a t
sărman	s ə r m a n
sătul	s ə t u l
săturat	s ə t u r a t
său	s ə w
t	t
ta	t a
tahitian	t a h i t i a n
taică	t a j k ə
tainic	t a j n i k
talcioc	t a l t͡ɕ ɵ k
tamarin	t a m a r i n
tandru	t a n d r u
tanti	t a n tʲ
tanzanian	t a n z a n i a n
tarantulă	t a r a n t u l ə
tarhon	t a r h o n
tatu	t a t u
tavan	t a v a n
taxi	t a k s i
te	t e
tehnic	t e h n i k
tehnică	t e h n i k ə
tehnologic	t e h n o l o d͡ʒ i k
telur	t e l u r
tembel	t e m b e l
temniță	t e m n i t s ə
temperatură	t e m p e r a t u r ə
temporar	t e m p o r a r
temător	t e m ə t o r
tendință	t e n d i n t͡s ə
tendon	t e n d o n
tenisman	t e n i s m a n
tenismană	t e n i s m a n ə
tenta	t e n t a
tentație	t e n t a t͡s i e
teoretic	t e o r e t i k
teoric	t e o r i k
terapeutic	t e r a p e u t i k
terestru	t e r e s t r u
terminație	t e r m i n a t͡s i e
terț	t e r t͡s
terțiu	t e r t͡s i w
testa	t e s t a
testicular	t e s t i k u l a r
tibetan	t i b e t a n
ticălos	t i k ə l o s
tigru	t i ɡ r u
timid	t i m i d
timișoarei	t i m i ʃ o̯ a r e j
timișorean	t i m i ʃ o r e̯ a n
timonier	t i m o n i e r
timpuriu	t i m p u r i w
tine	t i n e
tineret	t i n e r e t
tins	t i n s
tip	t i p
tipa	t i p a
tipar	t i p a r
tipare	t i p a r e
tipă	t i p ə
tiramisu	t i r a m i s u
tisă	t i s ə
titan	t i t a n
toamnă	t o̯ a m n ə
tocat	t o k a t
tocit	t o t͡ʃ i t
tocător	t o k ə t o r
tomată	t o m a t ə
tomnatic	t o m n a t i k
tongan	t o ŋ ɡ a n
tont	t o n t
tortura	t o r t u r a
tortură	t o r t u r ə
tot	t o t
totuși	t o t u ʃʲ
tovărășească	t o v ə r ə ʃ e̯ a s k ə
tovărășesc	t o v ə r ə ʃ e s k
tovărășește	t o v ə r ə ʃ e ʃ t e
tovărășești	t o v ə r ə ʃ e ʃ tʲ
toxic	t o k s i k
tradiție	t r a d i t͡s i e
traduce	t r a d u t ʃ e
traductor	t r a d u k t o r
traiectorie	t r a j e k t o r i e̯
tramvai	t r a m v a j
trandafiriu	t r a n d a f i r i w
transatlantic	t r a n s a t l a n t i k
transcendental	t r a n s t͡ʃ e d e n t a l
transcrie	t r a n s k r i e
transparent	t r a n s p a r e n t
transpirație	t r a n s p i r a t͡s i e
transpune	t r a n s p u n e
transpunere	t r a n s p u n e r e
tranzient	t r a n z i e n t
tranzitiv	t r a n z i t i v
tranzițional	t r a n z i t͡s i o n a l
trata	t r a t a
tratament	t r a t a m e n t
traversa	t r a v e r s a
trebui	t r e b u i
trebuință	t r e b u i n t͡s ə
trecere	t r e t͡ʃ e r e
treceri	t r e t͡ʃ e rʲ
trecut	t r e k u t
trecătoare	t r e k ə t o̯ a r e
trecător	t r e k ə t o r
trecători	t r e k ə t o rʲ
treia	t r e j a
treilea	t r e j l e̯ a
treisprezece	t r e j s p r e z e t͡ʃ e
treisprezecea	t r e j s p r e z e t͡ʃ e̯ a
treisprezecelea	t r e j s p r e z e t͡ʃ e l e̯ a
treizecea	t r e j z e t͡ʃ e̯ a
treizeci	t r e j z e t͡ʃʲ
treizecilea	t r e j z e t͡ʃ i l e̯ a
treișpe	t r e j ʃ p e
treișpea	t r e j ʃ p e̯ a
treișpelea	t r e j ʃ p e l e̯ a
tren	t r e n
triatlonist	t r i a t l o n i s t
triatlonistă	t r i a t l o n i s t ə
tribal	t r i b a l
tridimensional	t r i d i m e n s i o n a l
trinidadian	t r i n i d a d i a n
trist	t r i s t
triton	t r i t o n
trivial	t r i v i a l
trișa	t r i ʃ a
trompetă	t r o m p e t ə
tron	t r o n
trota	t r o t a
trudit	t r u d i t
trândav	t r ɨ n d a v
trântit	t r ɨ n t i t
trântor	t r ɨ n t o r
trăgător	t r ə ɡ ə t o r
trăsnit	t r ə s n i t
trăsătură	t r ə s ə t u r ə
tu	t u
tucan	t u k a n
tulbure	t u l b u r e
tunisian	t u n i s i a n
tuns	t u n s
turc	t u r k
turcescu	t u r t͡ʃ e s k u
turcește	t u r t͡ʃ e ʃ t e
turistic	t u r i s t i k
turkmen	t u r k m e n
turmă	t u r m ə
turn	t u r n
tutela	t u t e l a
tuvaluan	t u v a l u a n
tuși	t u ʃ i
tâmp	t ɨ m p
tâmpenie	t ɨ m p e n i e
tâmpit	t ɨ m p i t
târziu	t ɨ r z i w
tăcut	t ə k u t
tăi	t ə j
tăios	t ə j o s
tărie	t ə r i e
tătic	t ə t i k
tău	t ə w
u	u
ubicuității	u b i k u i t ə t s i
ubicuu	u b i k u u
ubicuu	u b i k uː
ucigător	u t͡ʃ i ɡ ə t o r
ud	u d
udat	u d a t
udmurt	u d m u r t
uimi	u j m i
ulm	u l m
ultim	u l t i m
uman	u m a n
umbelă	u m b e l ə
umbrelă	u m b r e l ə
umbros	u m b r o s
umbră	u m b r ə
umed	u m e d
umezire	u m e z i r e
umeziri	u m e z i rʲ
umil	u m i l
umple	u m p l e
umplere	u m p l e r e
umpleri	u m p l e rʲ
umplut	u m p l u t
un	u n
una	u n a
unchi	u ŋ kʲ
undeva	u n d e v a
undiță	u n d i t͡s ə
undrea	u n d r e̯ a
unduios	u n d u j o s
undă	u n d ə
unealtă	u n e̯ a l t ə
unei	u n e j
unghi	u n ɡʲ
ungurean	u ŋ ɡ u r e̯ a n
ungurească	u ŋ ɡ u r e̯ a s k ə
ungureni	u ŋ ɡ u r e nʲ
unguresc	u ŋ ɡ u r e s k
ungurește	u ŋ ɡ u r e ʃ t e
ungurești	u ŋ ɡ u r e ʃ tʲ
unidirecțional	u n i d i r e k t͡s i o n a l
uniform	u n i f o r m
unilateral	u n i l a t e r a l
unire	u n i r e
unor	u n o r
unsprezece	u n s p r e z e t͡ʃ e
unsprezecea	u n s p r e z e t͡ʃ e̯ a
unsprezecelea	u n s p r e z e t͡ʃ e l e̯ a
unsuros	u n s u r o s
untos	u n t o s
untură	u n t u r ə
unu	u n u
unui	u n u j
unșpe	u n ʃ p e
unșpea	u n ʃ p e̯ a
unșpelea	u n ʃ p e l e̯ a
ura	u r a
uragan	u r a ɡ a n
urca	u r k a
urcare	u r k a r e
urcat	u r k a t
urcuș	u r k u ʃ
ureche	u r e k e
uriaș	u r i a ʃ
urina	u r i n a
urină	u r i n ə
urlet	u r l e t
urmaș	u r m a ʃ
urmă	u r m ə
urmări	u r m ə r i
următor	u r m ə t o r
urolog	u r o l o ɡ
urologă	u r o l o ɡ ə
ursitoare	u r s i t o̯ a r e
uruguayan	u r u ɡ w a j a n
urzeală	u r z e̯ a l ə
urzică	u r z i k ə
urât	u r ɨ t
urâțenie	u r ɨ t͡s e n i e
urî	u r ɨ
uscat	u s k a t
ustensilă	u s t e n s i l ə
ustura	u s t u r a
usturime	u s t u r i m e
usturător	u s t u r ə t o r
util	u t i l
utila	u t i l a
utilaj	u t i l a ʒ
utile	u t i l e
utili	u t i lʲ
uzi	u zʲ
uzină	u z i n ə
ușor	u ʃ o r
v	v
vacă	v a k ə
vag	v a ɡ
vagabond	v a ɡ a b o n d
vai	v a j
valabil	v a l a b i l
valah	v a l a x
valoare	v a l o̯ a r e
valon	v a l o n
valoros	v a l o r o s
vamal	v a m a l
vamă	v a m ə
van	v a n
vanadiu	v a n a d j u
vanilie	v a n i l i e
vanitos	v a n i t o s
vapor	v a p o r
vara	v a r a
varia	v a r i a
variat	v a r i a t
vară	v a r ə
vechi	v e kʲ
vecin	v e t͡ʃ i n
vecini	v e t͡ʃ i nʲ
vecină	v e t͡ʃ i n ə
vedenie	v e d e n i e
vegetal	v e d͡ʒ e t a l
vegetație	v e d͡ʒ e t a t͡s i e
venera	v e n e r a
venerare	v e n e r a r e
venerație	v e n e r a t͡s i e
veneric	v e n e r i k
venezuelean	v e n e z u e l e̯ a n
ventilație	v e n t i l a t͡s i e
venă	v e n ə
verandă	v e r a n d ə
verbină	v e r b i n ə
verde	v e r d e
vergur	v e r ɡ u r
vergură	v e r ɡ u r ə
verișoară	v e r i ʃ o̯ a r ə
verosimil	v e r o s i m i l
versatile	v e r s a t i l e
versatili	v e r s a t i lʲ
verzui	v e r z u j
vesel	v e s e l
veste	v e s t e
vestit	v e s t i t
veșmânt	v e ʃ m ɨ n t
via	v i a
viclean	v i k l e̯ a n
viclenie	v i k l e n i e
viclenii	v i k l e n i j
victorios	v i k t o r i o s
vid	v i d
vidră	v i d r ə
vie	v i e
vier	v i e r
vier	v j e r
viermănos	v j e r m ə n o s
vietate	v i e t a t e
vietăți	v i e t ə t͡sʲ
viețui	v j e t͡s u i
viguros	v i ɡ u r o s
vii	v i j
vii	v iː
viitor	v i i t o r
vinaț	v i n a t͡s
vindecător	v i n d e k ə t o r
vindicativ	v i n d i k a t i v
vine	v i n e
vineri	v i n e rʲ
vinicer	v i n i t͡ʃ e r
vinos	v i n o s
vinovat	v i n o v a t
vioi	v i o j
viol	v i o l
viola	v i o l a
violent	v i o l e n t
violet	v i o l e t
viperă	v i p e r ə
vipt	v i p t
viral	v i r a l
virgin	v i r d͡ʒ i n
virgină	v i r d͡ʒ i n ə
viril	v i r i l
virile	v i r i l e
virilitatea	v i r i l i t a t e̯ a
virilității	v i r i l i t ə t s i
virnanț	v i r n a n t͡s
virolog	v i r o l o ɡ
virologă	v i r o l o ɡ ə
virotic	v i r o t i k
viroză	v i r o z ə
virtuos	v i r t u o s
virus	v i r u s
visare	v i s a r e
vitamină	v i t a m i n ə
viteaz	v i t e̯ a z
viteză	v i t e z ə
viticultor	v i t i k u l t o r
vitreg	v i t r e ɡ
vitrină	v i t r i n ə
vită	v i t ə
viu	v i w
vizibil	v i z i b i l
vizitiu	v i z i t i w
vișin	v i ʃ i n
vișină	v i ʃ i n ə
viță	v i t͡s ə
vlogger	v l o ɡ ə r
vlăstar	v l ə s t a r
voastre	v o̯ a s t r e
voce	v o t͡ʃ e
voinic	v o j n i k
