A	ʔ aː ˧˧
điểm cực	ʔ ɗ i ə m ˧˩ k ɨ k̚ ˧˨ ʔ
điểm danh	ʔ ɗ i ə m ˧˩ z a j ŋ̟ ˧˧
điểm huyệt	ʔ ɗ i ə m ˧˩ h w i ə t̚ ˧˨ ʔ
điểm hẹn	ʔ ɗ i ə m ˧˩ h ɛ n ˧˨ ʔ
điểm nhấn	ʔ ɗ i ə m ˧˩ ɲ ə n ˧˦
điểm nóng	ʔ ɗ i ə m ˧˩ n a w ŋ͡m ˧˦
điểm sấm	ʔ ɗ i ə m ˧˩ s ə m ˧˦
điểm số	ʔ ɗ i ə m ˧˩ s o ˧˦
điểm tâm	ʔ ɗ i ə m ˧˩ t ə m ˧˧
điểm tụ	ʔ ɗ i ə m ˧˩ t u ˧˨ ʔ
điểm uốn	ʔ ɗ i ə m ˧˩ ʔ u ə n ˧˦
điểm vàng	ʔ ɗ i ə m ˧˩ v aː ŋ ˨˩
điểm xuyết	ʔ ɗ i ə m ˧˩ s w i ə t̚ ˧˦
điển	ʔ ɗ i ə n ˧˩
điển cố	ʔ ɗ i ə n ˧˩ k o ˧˦
điển hình	ʔ ɗ i ə n ˧˩ h ï ŋ ˨˩
điển trai	ʔ ɗ i ə n ˧˩ t͡ɕ aː j ˧˧
điển tích	ʔ ɗ i ə n ˧˩ t ï k̟̚ ˧˦
điểu	ʔ ɗ i ə w ˧˩
điểu học	ʔ ɗ i ə w ˧˩ h a w k͡p̚ ˧˨ ʔ
điện	ʔ ɗ i ə n ˧˨ ʔ
điện Kremli	k əː ˨˩ z ɛ m ˧˧ l i ˧˧
điện báo	ʔ ɗ i ə n ˧˨ ʔ ʔ ɓ aː w ˧˦
điện cơ	ʔ ɗ i ə n ˧˨ ʔ k əː ˧˧
điện cơ đồ	ʔ ɗ i ə n ˧˨ ʔ k əː ˧˧ ʔ ɗ o ˨˩
điện cực	ʔ ɗ i ə n ˧˨ ʔ k ɨ k̚ ˧˨ ʔ
điện dẫn	ʔ ɗ i ə n ˧˨ ʔ z ə n ˦ˀ˥
điện giải	ʔ ɗ i ə n ˧˨ ʔ z aː j ˧˩
điện hoá	ʔ ɗ i ə n ˧˨ ʔ h w aː ˧˦
điện hạ	ʔ ɗ i ə n ˧˨ ʔ h aː ˧˨ ʔ
điện khí	ʔ ɗ i ə n ˧˨ ʔ x i ˧˦
điện lưới	ʔ ɗ i ə n ˧˨ ʔ l ɨ ə j ˧˦
điện lực	ʔ ɗ i ə n ˧˨ ʔ l ɨ k̚ ˧˨ ʔ
điện máy	ʔ ɗ i ə n ˧˨ ʔ m a j ˧˦
điện mặt trời	ʔ ɗ i ə n ˧˨ ʔ m a t̚ ˧˨ ʔ t͡ɕ əː j ˨˩
điện não đồ	ʔ ɗ i ə n ˧˨ ʔ n aː w ˦ˀ˥ ʔ ɗ o ˨˩
điện năng	ʔ ɗ i ə n ˧˨ ʔ n a ŋ ˧˧
điện phân	ʔ ɗ i ə n ˧˨ ʔ f ə n ˧˧
điện quang	ʔ ɗ i ə n ˧˨ ʔ k w aː ŋ ˧˧
điện thoại	ʔ ɗ i ə n ˧˨ ʔ tʰ w aː j ˧˨ ʔ
điện thoại bàn	ʔ ɗ i ə n ˧˨ ʔ tʰ w aː j ˧˨ ʔ ʔ ɓ aː n ˨˩
điện thoại công cộng	ʔ ɗ i ə n ˧˨ ʔ tʰ w aː j ˧˨ ʔ k ə w ŋ͡m ˧˧ k ə w ŋ͡m ˧˨ ʔ
điện thoại cục gạch	ʔ ɗ i ə n ˧˨ ʔ tʰ w aː j ˧˨ ʔ k ʊ w k͡p̚ ˧˨ ʔ ɣ a j k̟̚ ˧˨ ʔ
điện thoại di động	ʔ ɗ i ə n ˧˨ ʔ tʰ w aː j ˧˨ ʔ z i ˧˧ ʔ ɗ ə w ŋ͡m ˧˨ ʔ
điện thoại niên giám	ʔ ɗ i ə n ˧˨ ʔ tʰ w aː j ˧˨ ʔ n i ə n ˧˧ z aː m ˧˦
điện thoại thông minh	ʔ ɗ i ə n ˧˨ ʔ tʰ w aː j ˧˨ ʔ tʰ ə w ŋ͡m ˧˧ m ï ŋ ˧˧
điện thoại viên	ʔ ɗ i ə n ˧˨ ʔ tʰ w aː j ˧˨ ʔ v i ə n ˧˧
điện thư	ʔ ɗ i ə n ˧˨ ʔ tʰ ɨ ˧˧
điện thế	ʔ ɗ i ə n ˧˨ ʔ tʰ e ˧˦
điện toán	ʔ ɗ i ə n ˧˨ ʔ t w aː n ˧˦
điện toán đám mây	ʔ ɗ i ə n ˧˨ ʔ t w aː n ˧˦ ʔ ɗ aː m ˧˦ m ə j ˧˧
điện trường	ʔ ɗ i ə n ˧˨ ʔ t͡ɕ ɨ ə ŋ ˨˩
điện trở	ʔ ɗ i ə n ˧˨ ʔ t͡ɕ əː ˧˩
điện tâm đồ	ʔ ɗ i ə n ˧˨ ʔ t ə m ˧˧ ʔ ɗ o ˨˩
điện tích	ʔ ɗ i ə n ˧˨ ʔ t ï k̟̚ ˧˦
điện tín	ʔ ɗ i ə n ˧˨ ʔ t i n ˧˦
điện từ	ʔ ɗ i ə n ˧˨ ʔ t ɨ ˨˩
điện từ học	ʔ ɗ i ə n ˧˨ ʔ t ɨ ˨˩ h a w k͡p̚ ˧˨ ʔ
điện từ trường	ʔ ɗ i ə n ˧˨ ʔ t ɨ ˨˩ t͡ɕ ɨ ə ŋ ˨˩
điện tử	ʔ ɗ i ə n ˧˨ ʔ t ɨ ˧˩
điện tử học	ʔ ɗ i ə n ˧˨ ʔ t ɨ ˧˩ h a w k͡p̚ ˧˨ ʔ
điện văn	ʔ ɗ i ə n ˧˨ ʔ v a n ˧˧
điện áp	ʔ ɗ i ə n ˧˨ ʔ ʔ aː p̚ ˧˦
điện đàm	ʔ ɗ i ə n ˧˨ ʔ ʔ ɗ aː m ˨˩
điện động	ʔ ɗ i ə n ˧˨ ʔ ʔ ɗ ə w ŋ͡m ˧˨ ʔ
điện ảnh	ʔ ɗ i ə n ˧˨ ʔ ʔ a j ŋ̟ ˧˩
điệp	ʔ ɗ i ə p̚ ˧˨ ʔ
điệp khúc	ʔ ɗ i ə p̚ ˧˨ ʔ x ʊ w k͡p̚ ˧˦
điệp ngữ	ʔ ɗ i ə p̚ ˧˨ ʔ ŋ ɨ ˦ˀ˥
điệp thức	ʔ ɗ i ə p̚ ˧˨ ʔ tʰ ɨ k̚ ˧˦
điệu	ʔ ɗ i ə w ˧˨ ʔ
điệu bộ	ʔ ɗ i ə w ˧˨ ʔ ʔ ɓ o ˧˨ ʔ
điệu hổ li sơn	ʔ ɗ i ə w ˧˨ ʔ h o ˧˩ l i ˧˧ s əː n ˧˧
điệu đà	ʔ ɗ i ə w ˧˨ ʔ ʔ ɗ aː ˨˩
điệu đàng	ʔ ɗ i ə w ˧˨ ʔ ʔ ɗ aː ŋ ˨˩
đo	ʔ ɗ ɔ ˧˧
đo lường	ʔ ɗ ɔ ˧˧ l ɨ ə ŋ ˨˩
đo đạc	ʔ ɗ ɔ ˧˧ ʔ ɗ aː k̚ ˧˨ ʔ
đo đạt	ʔ ɗ ɔ ˧˧ ʔ ɗ aː t̚ ˧˨ ʔ
đo đỏ	ʔ ɗ ɔ ˧˧ ʔ ɗ ɔ ˧˩
đoan	ʔ ɗ w aː n ˧˧
đoan chính	ʔ ɗ w aː n ˧˧ t͡ɕ ï ŋ ˧˦
đoan trang	ʔ ɗ w aː n ˧˧ t͡ɕ aː ŋ ˧˧
đom đóm	ʔ ɗ ɔ m ˧˧ ʔ ɗ ɔ m ˧˦
đon	ʔ ɗ ɔ n ˧˧
đon đả	ʔ ɗ ɔ n ˧˧ ʔ ɗ aː ˧˩
đon đản	ʔ ɗ ɔ n ˧˧ ʔ ɗ aː n ˧˩
đong	ʔ ɗ a w ŋ͡m ˧˧
đoài	ʔ ɗ w aː j ˨˩
đoàn	ʔ ɗ w aː n ˨˩
đoàn ca	ʔ ɗ w aː n ˨˩ k aː ˧˧
đoàn chủ tịch	ʔ ɗ w aː n ˨˩ t͡ɕ u ˧˩ t ï k̟̚ ˧˨ ʔ
đoàn kết	ʔ ɗ w aː n ˨˩ k e t̚ ˧˦
đoàn thể	ʔ ɗ w aː n ˨˩ tʰ e ˧˩
đoàn tụ	ʔ ɗ w aː n ˨˩ t u ˧˨ ʔ
đoàn viên	ʔ ɗ w aː n ˨˩ v i ə n ˧˧
đoàn đại biểu	ʔ ɗ w aː n ˨˩ ʔ ɗ aː j ˧˨ ʔ ʔ ɓ i ə w ˧˩
đoàng hoàng	ʔ ɗ w aː ŋ ˨˩ h w aː ŋ ˨˩
đoá	ʔ ɗ w aː ˧˦
đoác	ʔ ɗ w aː k̚ ˧˦
đoái hoài	ʔ ɗ w aː j ˧˦ h w aː j ˨˩
đoán	ʔ ɗ w aː n ˧˦
đoạn	ʔ ɗ w aː n ˧˨ ʔ
đoạn thẳng	ʔ ɗ w aː n ˧˨ ʔ tʰ a ŋ ˧˩
đoạn trường	ʔ ɗ w aː n ˧˨ ʔ t͡ɕ ɨ ə ŋ ˨˩
đoạn tuyệt	ʔ ɗ w aː n ˧˨ ʔ t w i ə t̚ ˧˨ ʔ
đoạn đầu đài	ʔ ɗ w aː n ˧˨ ʔ ʔ ɗ ə w ˨˩ ʔ ɗ aː j ˨˩
đoạt	ʔ ɗ w aː t̚ ˧˨ ʔ
đoản	ʔ ɗ w aː n ˧˩
đoản mạch	ʔ ɗ w aː n ˧˩ m a j k̟̚ ˧˨ ʔ
đoản mệnh	ʔ ɗ w aː n ˧˩ m ə j ŋ̟ ˧˨ ʔ
đoảng	ʔ ɗ w aː ŋ ˧˩
đu	ʔ ɗ u ˧˧
đu càng	ʔ ɗ u ˧˧ k aː ŋ ˨˩
đu quay	ʔ ɗ u ˧˧ k w a j ˧˧
đu đủ	ʔ ɗ u ˧˧ ʔ ɗ u ˧˩
đua	ʔ ɗ u ə ˧˧
đua chen	ʔ ɗ u ə ˧˧ t͡ɕ ɛ n ˧˧
đua tranh	ʔ ɗ u ə ˧˧ t͡ɕ a j ŋ̟ ˧˧
đua ô tô	ʔ ɗ u ə ˧˧ ʔ o ˧˧ t o ˧˧
đua đòi	ʔ ɗ u ə ˧˧ ʔ ɗ ɔ j ˨˩
đui	ʔ ɗ u j ˧˧
đun	ʔ ɗ u n ˧˧
đung đưa	ʔ ɗ ʊ w ŋ͡m ˧˧ ʔ ɗ ɨ ə ˧˧
đupni	ʔ ɗ u p̚ ˧˦ n i ˧˧
đuôi	ʔ ɗ u ə j ˧˧
đuôi sam	ʔ ɗ u ə j ˧˧ s aː m ˧˧
đuông	ʔ ɗ u ə ŋ ˧˧
đuốc	ʔ ɗ u ə k̚ ˧˦
đuối	ʔ ɗ u ə j ˧˦
đuổi	ʔ ɗ u ə j ˧˩
đuổi bắt	ʔ ɗ u ə j ˧˩ ʔ ɓ a t̚ ˧˦
đuổi theo	ʔ ɗ u ə j ˧˩ tʰ ɛ w ˧˧
đà	ʔ ɗ aː ˨˩
đà điểu	ʔ ɗ aː ˨˩ ʔ ɗ i ə w ˧˩
đài	ʔ ɗ aː j ˨˩
đài các	ʔ ɗ aː j ˨˩ k aː k̚ ˧˦
đài khí tượng	ʔ ɗ aː j ˨˩ x i ˧˦ t ɨ ə ŋ ˧˨ ʔ
đài nguyên	ʔ ɗ aː j ˨˩ ŋ w i ə n ˧˧
đài phun nước	ʔ ɗ aː j ˨˩ f u n ˧˧ n ɨ ə k̚ ˧˦
đài phát thanh	ʔ ɗ aː j ˨˩ f aː t̚ ˧˦ tʰ a j ŋ̟ ˧˧
đài quyền đạo	ʔ ɗ aː j ˨˩ k w i ə n ˨˩ ʔ ɗ aː w ˧˨ ʔ
đài thọ	ʔ ɗ aː j ˨˩ tʰ ɔ ˧˨ ʔ
đài truyền hình	ʔ ɗ aː j ˨˩ t͡ɕ w i ə n ˨˩ h ï ŋ ˨˩
đàm	ʔ ɗ aː m ˨˩
đàm phán	ʔ ɗ aː m ˨˩ f aː n ˧˦
đàm thoại	ʔ ɗ aː m ˨˩ tʰ w aː j ˧˨ ʔ
đàm tiếu	ʔ ɗ aː m ˨˩ t i ə w ˧˦
đàn	ʔ ɗ aː n ˨˩
đàn bà	ʔ ɗ aː n ˨˩ ʔ ɓ aː ˨˩
đàn bà con gái	ʔ ɗ aː n ˨˩ ʔ ɓ aː ˨˩ k ɔ n ˧˧ ɣ aː j ˧˦
đàn bầu	ʔ ɗ aː n ˨˩ ʔ ɓ ə w ˨˩
đàn cò	ʔ ɗ aː n ˨˩ k ɔ ˨˩
đàn gáo	ʔ ɗ aː n ˨˩ ɣ aː w ˧˦
đàn gảy tai trâu	ʔ ɗ aː n ˨˩ ɣ a j ˧˩ t aː j ˧˧ t͡ɕ ə w ˧˧
đàn hạc	ʔ ɗ aː n ˨˩ h aː k̚ ˧˨ ʔ
đàn hặc	ʔ ɗ aː n ˨˩ h a k̚ ˧˨ ʔ
đàn hồi	ʔ ɗ aː n ˨˩ h o j ˨˩
đàn nguyệt	ʔ ɗ aː n ˨˩ ŋ w i ə t̚ ˧˨ ʔ
đàn nhị	ʔ ɗ aː n ˨˩ ɲ i ˧˨ ʔ
đàn tam	ʔ ɗ aː n ˨˩ t aː m ˧˧
đàn tranh	ʔ ɗ aː n ˨˩ t͡ɕ a j ŋ̟ ˧˧
đàn xếp	ʔ ɗ aː n ˨˩ s e p̚ ˧˦
đàn áp	ʔ ɗ aː n ˨˩ ʔ aː p̚ ˧˦
đàn ông	ʔ ɗ aː n ˨˩ ʔ ə w ŋ͡m ˧˧
đàn ông đàn ang	ʔ ɗ aː n ˨˩ ʔ ə w ŋ͡m ˧˧ ʔ ɗ aː n ˨˩ ʔ aː ŋ ˧˧
đàn đáy	ʔ ɗ aː n ˨˩ ʔ ɗ a j ˧˦
đàn địch	ʔ ɗ aː n ˨˩ ʔ ɗ ï k̟̚ ˧˨ ʔ
đàng	ʔ ɗ aː ŋ ˨˩
đàng hoàng	ʔ ɗ aː ŋ ˨˩ h w aː ŋ ˨˩
đàng điếm	ʔ ɗ aː ŋ ˨˩ ʔ ɗ i ə m ˧˦
đành	ʔ ɗ a j ŋ̟ ˨˩
đành hanh	ʔ ɗ a j ŋ̟ ˨˩ h a j ŋ̟ ˧˧
đành rằng	ʔ ɗ a j ŋ̟ ˨˩ z a ŋ ˨˩
đào	ʔ ɗ aː w ˨˩
đào bới	ʔ ɗ aː w ˨˩ ʔ ɓ əː j ˧˦
đào hoa	ʔ ɗ aː w ˨˩ h w aː ˧˧
đào luyện	ʔ ɗ aː w ˨˩ l w i ə n ˧˨ ʔ
đào lộn hột	ʔ ɗ aː w ˨˩ l o n ˧˨ ʔ h o t̚ ˧˨ ʔ
đào mỏ	ʔ ɗ aː w ˨˩ m ɔ ˧˩
đào ngũ	ʔ ɗ aː w ˨˩ ŋ u ˦ˀ˥
đào thải	ʔ ɗ aː w ˨˩ tʰ aː j ˧˩
đào tạo	ʔ ɗ aː w ˨˩ t aː w ˧˨ ʔ
đào tẩu	ʔ ɗ aː w ˨˩ t ə w ˧˩
đào vong	ʔ ɗ aː w ˨˩ v a w ŋ͡m ˧˧
đày	ʔ ɗ a j ˨˩
đá	ʔ ɗ aː ˧˦
đá banh	ʔ ɗ aː ˧˦ ʔ ɓ a j ŋ̟ ˧˧
đá bào	ʔ ɗ aː ˧˦ ʔ ɓ aː w ˨˩
đá bóng	ʔ ɗ aː ˧˦ ʔ ɓ a w ŋ͡m ˧˦
đá chanh	ʔ ɗ aː ˧˦ t͡ɕ a j ŋ̟ ˧˧
đá cầu	ʔ ɗ aː ˧˦ k ə w ˨˩
đá da trời	ʔ ɗ aː ˧˦ z aː ˧˧ t͡ɕ əː j ˨˩
đá dăm	ʔ ɗ aː ˧˦ z a m ˧˧
đá gà	ʔ ɗ aː ˧˦ ɣ aː ˨˩
đá hoa	ʔ ɗ aː ˧˦ h w aː ˧˧
đá hoa cương	ʔ ɗ aː ˧˦ h w aː ˧˧ k ɨ ə ŋ ˧˧
đá lông nheo	ʔ ɗ aː ˧˦ l ə w ŋ͡m ˧˧ ɲ ɛ w ˧˧
đá lạnh	ʔ ɗ aː ˧˦ l a j ŋ̟ ˧˨ ʔ
đá lửa	ʔ ɗ aː ˧˦ l ɨ ə ˧˩
đá nhám	ʔ ɗ aː ˧˦ ɲ aː m ˧˦
đá ong	ʔ ɗ aː ˧˦ ʔ a w ŋ͡m ˧˧
đá quý	ʔ ɗ aː ˧˦ k w i ˧˦
đá vôi	ʔ ɗ aː ˧˦ v o j ˧˧
đá vỏ chai	ʔ ɗ aː ˧˦ v ɔ ˧˩ t͡ɕ aː j ˧˧
đái	ʔ ɗ aː j ˧˦
đái dầm	ʔ ɗ aː j ˧˦ z ə m ˨˩
đái ra quần	ʔ ɗ aː j ˧˦ z aː ˧˧ k w ə n ˨˩
đái tháo đường	ʔ ɗ aː j ˧˦ tʰ aː w ˧˦ ʔ ɗ ɨ ə ŋ ˨˩
đám	ʔ ɗ aː m ˧˦
đám cưới	ʔ ɗ aː m ˧˦ k ɨ ə j ˧˦
đám ma	ʔ ɗ aː m ˧˦ m aː ˧˧
đám tang	ʔ ɗ aː m ˧˦ t aː ŋ ˧˧
đám đông	ʔ ɗ aː m ˧˦ ʔ ɗ ə w ŋ͡m ˧˧
đán	ʔ ɗ aː n ˧˦
đáng	ʔ ɗ aː ŋ ˧˦
đáng ghét	ʔ ɗ aː ŋ ˧˦ ɣ ɛ t̚ ˧˦
đáng giá	ʔ ɗ aː ŋ ˧˦ z aː ˧˦
đáng gờm	ʔ ɗ aː ŋ ˧˦ ɣ əː m ˨˩
đáng khinh	ʔ ɗ aː ŋ ˧˦ x ï ŋ ˧˧
đáng kiếp	ʔ ɗ aː ŋ ˧˦ k i ə p̚ ˧˦
đáng kể	ʔ ɗ aː ŋ ˧˦ k e ˧˩
đáng lý	ʔ ɗ aː ŋ ˧˦ l i ˧˦
đáng ngại	ʔ ɗ aː ŋ ˧˦ ŋ aː j ˧˨ ʔ
đáng sợ	ʔ ɗ aː ŋ ˧˦ s əː ˧˨ ʔ
đáng thương	ʔ ɗ aː ŋ ˧˦ tʰ ɨ ə ŋ ˧˧
đáng tiếc	ʔ ɗ aː ŋ ˧˦ t i ə k̚ ˧˦
đáng yêu	ʔ ɗ aː ŋ ˧˦ ʔ i ə w ˧˧
đáng đời	ʔ ɗ aː ŋ ˧˦ ʔ ɗ əː j ˨˩
đánh	ʔ ɗ a j ŋ̟ ˧˦
đánh bóng	ʔ ɗ a j ŋ̟ ˧˦ ʔ ɓ a w ŋ͡m ˧˦
đánh bạc	ʔ ɗ a j ŋ̟ ˧˦ ʔ ɓ aː k̚ ˧˨ ʔ
đánh bại	ʔ ɗ a j ŋ̟ ˧˦ ʔ ɓ aː j ˧˨ ʔ
đánh bật	ʔ ɗ a j ŋ̟ ˧˦ ʔ ɓ ə t̚ ˧˨ ʔ
đánh bắt	ʔ ɗ a j ŋ̟ ˧˦ ʔ ɓ a t̚ ˧˦
đánh chữ	ʔ ɗ a j ŋ̟ ˧˦ t͡ɕ ɨ ˦ˀ˥
đánh cắp	ʔ ɗ a j ŋ̟ ˧˦ k a p̚ ˧˦
đánh dấu	ʔ ɗ a j ŋ̟ ˧˦ z ə w ˧˦
đánh ghen	ʔ ɗ a j ŋ̟ ˧˦ ɣ ɛ n ˧˧
đánh giá	ʔ ɗ a j ŋ̟ ˧˦ z aː ˧˦
đánh giáp lá cà	ʔ ɗ a j ŋ̟ ˧˦ z aː p̚ ˧˦ l aː ˧˦ k aː ˨˩
đánh gió	ʔ ɗ a j ŋ̟ ˧˦ z ɔ ˧˦
đánh giặc	ʔ ɗ a j ŋ̟ ˧˦ z a k̚ ˧˨ ʔ
đánh hơi	ʔ ɗ a j ŋ̟ ˧˦ h əː j ˧˧
đánh hội đồng	ʔ ɗ a j ŋ̟ ˧˦ h o j ˧˨ ʔ ʔ ɗ ə w ŋ͡m ˨˩
đánh khăng	ʔ ɗ a j ŋ̟ ˧˦ x a ŋ ˧˧
đánh lộn	ʔ ɗ a j ŋ̟ ˧˦ l o n ˧˨ ʔ
đánh lừa	ʔ ɗ a j ŋ̟ ˧˦ l ɨ ə ˨˩
đánh máy	ʔ ɗ a j ŋ̟ ˧˦ m a j ˧˦
đánh nhau	ʔ ɗ a j ŋ̟ ˧˦ ɲ a w ˧˧
đánh răng	ʔ ɗ a j ŋ̟ ˧˦ z a ŋ ˧˧
đánh rắm	ʔ ɗ a j ŋ̟ ˧˦ z a m ˧˦
đánh rắn động cỏ	ʔ ɗ a j ŋ̟ ˧˦ z a n ˧˦ ʔ ɗ ə w ŋ͡m ˧˨ ʔ k ɔ ˧˩
đánh số	ʔ ɗ a j ŋ̟ ˧˦ s o ˧˦
đánh thắng	ʔ ɗ a j ŋ̟ ˧˦ tʰ a ŋ ˧˦
đánh thức	ʔ ɗ a j ŋ̟ ˧˦ tʰ ɨ k̚ ˧˦
đánh tiếng	ʔ ɗ a j ŋ̟ ˧˦ t i ə ŋ ˧˦
đánh tráo	ʔ ɗ a j ŋ̟ ˧˦ t͡ɕ aː w ˧˦
đánh trống bỏ dùi	ʔ ɗ a j ŋ̟ ˧˦ t͡ɕ ə w ŋ͡m ˧˦ ʔ ɓ ɔ ˧˩ z u j ˨˩
đánh trống lảng	ʔ ɗ a j ŋ̟ ˧˦ t͡ɕ ə w ŋ͡m ˧˦ l aː ŋ ˧˩
đánh trống ngực	ʔ ɗ a j ŋ̟ ˧˦ t͡ɕ ə w ŋ͡m ˧˦ ŋ ɨ k̚ ˧˨ ʔ
đánh tỉa	ʔ ɗ a j ŋ̟ ˧˦ t i ə ˧˩
đánh võng	ʔ ɗ a j ŋ̟ ˧˦ v a w ŋ͡m ˦ˀ˥
đánh vần	ʔ ɗ a j ŋ̟ ˧˦ v ə n ˨˩
đánh đu	ʔ ɗ a j ŋ̟ ˧˦ ʔ ɗ u ˧˧
đánh đuổi	ʔ ɗ a j ŋ̟ ˧˦ ʔ ɗ u ə j ˧˩
đánh đòn	ʔ ɗ a j ŋ̟ ˧˦ ʔ ɗ ɔ n ˨˩
đánh đấm	ʔ ɗ a j ŋ̟ ˧˦ ʔ ɗ ə m ˧˦
đánh đầu	ʔ ɗ a j ŋ̟ ˧˦ ʔ ɗ ə w ˨˩
đánh địt	ʔ ɗ a j ŋ̟ ˧˦ ʔ ɗ i t̚ ˧˨ ʔ
đánh đố	ʔ ɗ a j ŋ̟ ˧˦ ʔ ɗ o ˧˦
đánh đồng	ʔ ɗ a j ŋ̟ ˧˦ ʔ ɗ ə w ŋ͡m ˨˩
đánh đổi	ʔ ɗ a j ŋ̟ ˧˦ ʔ ɗ o j ˧˩
đáo hạn	ʔ ɗ aː w ˧˦ h aː n ˧˨ ʔ
đáo để	ʔ ɗ aː w ˧˦ ʔ ɗ e ˧˩
đáp	ʔ ɗ aː p̚ ˧˦
đáp trả	ʔ ɗ aː p̚ ˧˦ t͡ɕ aː ˧˩
đáp án	ʔ ɗ aː p̚ ˧˦ ʔ aː n ˧˦
đáp ứng	ʔ ɗ aː p̚ ˧˦ ʔ ɨ ŋ ˧˦
đát	ʔ ɗ aː t̚ ˧˦
đáy	ʔ ɗ a j ˧˦
đáy lòng	ʔ ɗ a j ˧˦ l a w ŋ͡m ˨˩
đâm	ʔ ɗ ə m ˧˧
đâm ra	ʔ ɗ ə m ˧˧ z aː ˧˧
đâu	ʔ ɗ ə w ˧˧
đâu có	ʔ ɗ ə w ˧˧ k ɔ ˧˦
đâu ra đấy	ʔ ɗ ə w ˧˧ z aː ˧˧ ʔ ɗ ə j ˧˦
đâu vào đấy	ʔ ɗ ə w ˧˧ v aː w ˨˩ ʔ ɗ ə j ˧˦
đâu đâu	ʔ ɗ ə w ˧˧ ʔ ɗ ə w ˧˧
đâu đó	ʔ ɗ ə w ˧˧ ʔ ɗ ɔ ˧˦
đây	ʔ ɗ ə j ˧˧
đã	ʔ ɗ aː ˦ˀ˥
đã nghèo còn mắc cái eo	ʔ ɗ aː ˦ˀ˥ ŋ ɛ w ˨˩ k ɔ n ˨˩ m a k̚ ˧˦ k aː j ˧˦ ʔ ɛ w ˧˧
đã và đang	ʔ ɗ aː ˦ˀ˥ v aː ˨˩ ʔ ɗ aː ŋ ˧˧
đã đành	ʔ ɗ aː ˦ˀ˥ ʔ ɗ a j ŋ̟ ˨˩
đã đời	ʔ ɗ aː ˦ˀ˥ ʔ ɗ əː j ˨˩
đãi	ʔ ɗ aː j ˦ˀ˥
đãi ngộ	ʔ ɗ aː j ˦ˀ˥ ŋ o ˧˨ ʔ
đãng	ʔ ɗ aː ŋ ˦ˀ˥
đãng trí	ʔ ɗ aː ŋ ˦ˀ˥ t͡ɕ i ˧˦
đãy	ʔ ɗ a j ˦ˀ˥
đè	ʔ ɗ ɛ ˨˩
đè nặng	ʔ ɗ ɛ ˨˩ n a ŋ ˧˨ ʔ
đèn	ʔ ɗ ɛ n ˨˩
đèn bão	ʔ ɗ ɛ n ˨˩ ʔ ɓ aː w ˦ˀ˥
đèn cầy	ʔ ɗ ɛ n ˨˩ k ə j ˨˩
đèn dầu	ʔ ɗ ɛ n ˨˩ z ə w ˨˩
đèn giao thông	ʔ ɗ ɛ n ˨˩ z aː w ˧˧ tʰ ə w ŋ͡m ˧˧
đèn kéo quân	ʔ ɗ ɛ n ˨˩ k ɛ w ˧˦ k w ə n ˧˧
đèn lồng	ʔ ɗ ɛ n ˨˩ l ə w ŋ͡m ˨˩
đèn pha	ʔ ɗ ɛ n ˨˩ f aː ˧˧
đèn pin	ʔ ɗ ɛ n ˨˩ p i n ˧˧
đèn xanh	ʔ ɗ ɛ n ˨˩ s a j ŋ̟ ˧˧
đèn xanh đèn đỏ	ʔ ɗ ɛ n ˨˩ s a j ŋ̟ ˧˧ ʔ ɗ ɛ n ˨˩ ʔ ɗ ɔ ˧˩
đèn xanh đỏ	ʔ ɗ ɛ n ˨˩ s a j ŋ̟ ˧˧ ʔ ɗ ɔ ˧˩
đèn ông sao	ʔ ɗ ɛ n ˨˩ ʔ ə w ŋ͡m ˧˧ s aː w ˧˧
đèn điện	ʔ ɗ ɛ n ˨˩ ʔ ɗ i ə n ˧˨ ʔ
đèn đuốc	ʔ ɗ ɛ n ˨˩ ʔ ɗ u ə k̚ ˧˦
đèn đóm	ʔ ɗ ɛ n ˨˩ ʔ ɗ ɔ m ˧˦
đèn đường	ʔ ɗ ɛ n ˨˩ ʔ ɗ ɨ ə ŋ ˨˩
đèn đỏ	ʔ ɗ ɛ n ˨˩ ʔ ɗ ɔ ˧˩
đèo	ʔ ɗ ɛ w ˨˩
đèo núi	ʔ ɗ ɛ w ˨˩ n u j ˧˦
đéo	ʔ ɗ ɛ w ˧˦
đéo bao giờ	ʔ ɗ ɛ w ˧˦ ʔ ɓ aː w ˧˧ z əː ˨˩
đê	ʔ ɗ e ˧˧
đê hèn	ʔ ɗ e ˧˧ h ɛ n ˨˩
đê mê	ʔ ɗ e ˧˧ m e ˧˧
đê tiện	ʔ ɗ e ˧˧ t i ə n ˧˨ ʔ
đê điều	ʔ ɗ e ˧˧ ʔ ɗ i ə w ˨˩
đêm	ʔ ɗ e m ˧˧
đêm hôm	ʔ ɗ e m ˧˧ h o m ˧˧
đêm đêm	ʔ ɗ e m ˧˧ ʔ ɗ e m ˧˧
đêôxiribônuclêic	ʔ ɗ e ˧˧ ʔ o ˧˧ s i ˧˧ z i ˧˧ ʔ ɓ o ˧˧ n u ˧˧ k l e ˧˧ ʔ ï k̟̚ ˧˦
