A	a
nentxekien	n ẽ nʲ t͡ʃ e k i ẽ n
nentxekinake	n ẽ nʲ t͡ʃ e k i n a k e
nentxekinake	n ẽ nʲ t͡ʃ e k i ɲ a k e
nentxekinan	n ẽ nʲ t͡ʃ e k i n ã n
nentxekinan	n ẽ nʲ t͡ʃ e k i ɲ ã n
nentxekioke	n ẽ nʲ t͡ʃ e k i o k e
nentxekion	n ẽ nʲ t͡ʃ e k i õ n
nentxekizueke	n ẽ nʲ t͡ʃ e k i s̺ u e k e
nentxekizueke	n ẽ nʲ t͡ʃ e k i s̻ u e k e
nentxekizuen	n ẽ nʲ t͡ʃ e k i s̺ u ẽ n
nentxekizuen	n ẽ nʲ t͡ʃ e k i s̻ u ẽ n
nentxekizuke	n ẽ nʲ t͡ʃ e k i s̺ u k e
nentxekizuke	n ẽ nʲ t͡ʃ e k i s̻ u k e
nentxekizun	n ẽ nʲ t͡ʃ e k i s̺ ũ n
nentxekizun	n ẽ nʲ t͡ʃ e k i s̻ ũ n
nentzake	n ẽ n t͡s̻ a k e
nentzan	n ẽ n t͡s̻ ã n
nentzuen	n ẽ̞ n t͡s̻ u ẽ̞ n
nentzuke	n ẽ̞ n t͡s̻ u k e̞
nentzuzke	n ẽ̞ n t͡s̻ u s̻ k e̞
nentzuzkien	n ẽ̞ n t͡s̻ u s̻ k i ẽ̞ n
nenufar	n e n u f a r
neon	n e̞ õ̞ n
nerabe	n e ɾ a β̞ e
nerakuske	n e̞ ɾ a k u s̺ k e̞
nerakuskien	n e̞ ɾ a k u s̺ k i ẽ̞ n
nerakutsan	n e̞ ɾ a k u t͡s̺ ã n
nerakutsazke	n e̞ ɾ a k u t͡s̺ a s̻ k e̞
neroake	n e̞ ɾ o̞ a k e̞
neroan	n e̞ ɾ o̞ ã n
neroatzan	n e̞ ɾ o̞ a t͡s̻ ã n
neroazke	n e ɾ o a s̺ k e
neroazke	n e ɾ o a s̻ k e
neska	n e̞ s̺ k a
neskatila	n e̞ s̺ k a t̪ i l a
neskatila	n e̞ s̺ k a t̪ i ʎ a
neskenegun	n e̞ s̺ k e̞ n e̞ ɣ̞ ũ n
neu	n e̞ u̯
neuk	n e̞ u̯ k
neukake	n e u̯ k a k e
neukan	n e u̯ k ã n
neure	n e̞ u̯ ɾ e̞
neurekin	n e̞ u̯ ɾ e̞ k ĩ n
neuri	n e̞ u̯ ɾ i
neurologia	n e̞ u̯ ɾ o̞ l o̞ ɣ̞ i a
neurozientzia	n e u̯ ɾ o s̺ i ẽ n t͡s̻ i a
neurozientzia	n e u̯ ɾ o s̻ i ẽ n t͡s̻ i a
neurri	n e̞ u̯ r i
neurtu	n e u̯ r t̪ u
neuzkake	n e u̯ s̺ k a k e
neuzkake	n e u̯ s̻ k a k e
neuzkan	n e u̯ s̺ k ã n
neuzkan	n e u̯ s̻ k ã n
nezaguen	n e̞ s̻ a ɣ̞ u ẽ̞ n
nezaguke	n e̞ s̻ a ɣ̞ u k e̞
nezaguzke	n e̞ s̻ a ɣ̞ u s̻ k e̞
nezaguzkien	n e̞ s̻ a ɣ̞ u s̻ k i ẽ̞ n
nezake	n e s̺ a k e
nezake	n e s̻ a k e
nezakeen	n e s̺ a k e ẽ n
nezakeen	n e s̻ a k e ẽ n
nezala	n e s̺ a l a
nezala	n e s̻ a l a
nezan	n e s̺ ã n
nezan	n e s̻ ã n
ni	n i
nigan	n i ɣ̞ ã n
niharduen	n i a r ð̞ u ẽ̞ n
niharduen	n i ɦ a r ð̞ u ẽ̞ n
nihardukake	n i a r ð̞ u k a k e̞
nihardukake	n i ɦ a r ð̞ u k a k e̞
nihardukan	n i a r ð̞ u k ã n
nihardukan	n i ɦ a r ð̞ u k ã n
niharduke	n i a r ð̞ u k e̞
niharduke	n i ɦ a r ð̞ u k e̞
nik	n i k
nindezaguan	n ĩ n̪ d̪ e̞ s̻ a ɣ̞ u ã n
nindezaguen	n ĩ n̪ d̪ e̞ s̻ a ɣ̞ u ẽ̞ n
nindezaguke	n ĩ n̪ d̪ e̞ s̻ a ɣ̞ u k e̞
nindezagukek	n ĩ n̪ d̪ e̞ s̻ a ɣ̞ u k e̞ k
nindezaguken	n ĩ n̪ d̪ e̞ s̻ a ɣ̞ u k ẽ̞ n
nindezagukete	n ĩ n̪ d̪ e̞ s̻ a ɣ̞ u k e̞ t̪ e̞
nindezagukezu	n ĩ n̪ d̪ e̞ s̻ a ɣ̞ u k e̞ s̻ u
nindezagukezue	n ĩ n̪ d̪ e̞ s̻ a ɣ̞ u k e̞ s̻ u e̞
nindezagunan	n ĩ n̪ d̪ e̞ s̻ a ɣ̞ u n ã n
nindezaguten	n ĩ n̪ d̪ e̞ s̻ a ɣ̞ u t̪ ẽ̞ n
nindezaguzuen	n ĩ n̪ d̪ e̞ s̻ a ɣ̞ u s̻ u ẽ̞ n
nindezaguzun	n ĩ n̪ d̪ e̞ s̻ a ɣ̞ u s̻ ũ n
nindoake	n ĩ n̪ d̪ o a k e
nindoakeen	n ĩ n̪ d̪ o a k e ẽ n
nindoan	n ĩ n̪ d̪ o ã n
ninduan	n ĩ n̪ d̪ u ã n
ninduen	n ĩ n̪ d̪ u ẽ̞ n
nindukaan	n ĩ n̪ d̪ u k a ã n
nindukake	n ĩ n̪ d̪ u k a k e
nindukakek	n ĩ n̪ d̪ u k a k e k
nindukaken	n ĩ n̪ d̪ u k a k ẽ n
nindukakete	n ĩ n̪ d̪ u k a k e t̪ e
nindukakezu	n ĩ n̪ d̪ u k a k e s̺ u
nindukakezu	n ĩ n̪ d̪ u k a k e s̻ u
nindukakezue	n ĩ n̪ d̪ u k a k e s̺ u e
nindukakezue	n ĩ n̪ d̪ u k a k e s̻ u e
nindukan	n ĩ n̪ d̪ u k ã n
nindukanan	n ĩ n̪ d̪ u k a n ã n
nindukaten	n ĩ n̪ d̪ u k a t̪ ẽ n
nindukazuen	n ĩ n̪ d̪ u k a s̺ u ẽ n
nindukazuen	n ĩ n̪ d̪ u k a s̻ u ẽ n
nindukazun	n ĩ n̪ d̪ u k a s̺ ũ n
nindukazun	n ĩ n̪ d̪ u k a s̻ ũ n
ninduke	n ĩ n̪ d̪ u k e
nindukean	n ĩ n̪ d̪ u k e ã n
nindukeen	n ĩ n̪ d̪ u k e ẽ n
nindukek	n ĩ n̪ d̪ u k e k
ninduken	n ĩ n̪ d̪ u k ẽ n
nindukenan	n ĩ n̪ d̪ u k e n ã n
nindukete	n ĩ n̪ d̪ u k e t̪ e
ninduketen	n ĩ n̪ d̪ u k e t̪ ẽ n
nindukezu	n ĩ n̪ d̪ u k e s̺ u
nindukezu	n ĩ n̪ d̪ u k e s̻ u
nindukezue	n ĩ n̪ d̪ u k e s̺ u e
nindukezue	n ĩ n̪ d̪ u k e s̻ u e
nindukezuen	n ĩ n̪ d̪ u k e s̺ u ẽ n
nindukezuen	n ĩ n̪ d̪ u k e s̻ u ẽ n
nindukezun	n ĩ n̪ d̪ u k e s̺ ũ n
nindukezun	n ĩ n̪ d̪ u k e s̻ ũ n
nindunan	n ĩ n̪ d̪ u n ã n
ninduten	n ĩ n̪ d̪ u t̪ ẽ̞ n
ninduzuen	n ĩ n̪ d̪ u s̻ u ẽ̞ n
ninduzun	n ĩ n̪ d̪ u s̻ ũ n
ninteke	n ĩ n̪ t̪ e k e
nintekean	n ĩ n̪ t̪ e k e ã n
nintekeen	n ĩ n̪ t̪ e k e ẽ n
nintekek	n ĩ n̪ t̪ e k e k
ninteken	n ĩ n̪ t̪ e k ẽ n
nintekenan	n ĩ n̪ t̪ e k e n ã n
nintzaala	n ĩ n t͡s̻ a a l a
nintzaan	n ĩ n t͡s̻ a ã n
nintzake	n ĩ n t͡s̻ a k e
nintzakean	n ĩ n t͡s̻ a k e ã n
nintzakeen	n ĩ n t͡s̻ a k e ẽ n
nintzakek	n ĩ n t͡s̻ a k e k
nintzaken	n ĩ n t͡s̻ a k ẽ n
nintzakenan	n ĩ n t͡s̻ a k e n ã n
nintzakete	n ĩ n t͡s̻ a k e t̪ e
nintzaketen	n ĩ n t͡s̻ a k e t̪ ẽ n
nintzakezu	n ĩ n t͡s̻ a k e s̺ u
nintzakezu	n ĩ n t͡s̻ a k e s̻ u
nintzakezue	n ĩ n t͡s̻ a k e s̺ u e
nintzakezue	n ĩ n t͡s̻ a k e s̻ u e
nintzakezuen	n ĩ n t͡s̻ a k e s̺ u ẽ n
nintzakezuen	n ĩ n t͡s̻ a k e s̻ u ẽ n
nintzakezun	n ĩ n t͡s̻ a k e s̺ ũ n
nintzakezun	n ĩ n t͡s̻ a k e s̻ ũ n
nintzala	n ĩ n t͡s̻ a l a
nintzan	n ĩ n t͡s̻ ã n
nintzanala	n ĩ n t͡s̻ a n a l a
nintzanan	n ĩ n t͡s̻ a n ã n
nintzateke	n ĩ n t͡s̻ a t̪ e k e
nintzatekeen	n ĩ n t͡s̻ a t̪ e k e ẽ n
nintzatela	n ĩ n t͡s̻ a t̪ e l a
nintzaten	n ĩ n t͡s̻ a t̪ ẽ n
nintzazuela	n ĩ n t͡s̻ a s̺ u e l a
nintzazuela	n ĩ n t͡s̻ a s̻ u e l a
nintzazuen	n ĩ n t͡s̻ a s̺ u ẽ n
nintzazuen	n ĩ n t͡s̻ a s̻ u ẽ n
nintzazula	n ĩ n t͡s̻ a s̺ u l a
nintzazula	n ĩ n t͡s̻ a s̻ u l a
nintzazun	n ĩ n t͡s̻ a s̺ ũ n
nintzazun	n ĩ n t͡s̻ a s̻ ũ n
nintzen	n ĩ n t͡s̻ ẽ n
nirauen	n i ɾ a u̯ ẽ̞ n
nirauke	n i ɾ a u̯ k e̞
nire	n i ɾ e̞
niregan	n i ɾ e̞ ɣ̞ ã n
nirudien	n i ɾ u ð̞ i ẽ̞ n
nirudike	n i ɾ u ð̞ i k e̞
nitan	n i t̪ ã n
nitrogeno	n i t̪ r o̞ x e̞ n o̞
nituen	n i t̪ u ẽ̞ n
nituzke	n i t̪ u s̺ k e
nituzke	n i t̪ u s̻ k e
nituzkeen	n i t̪ u s̺ k e ẽ n
nituzkeen	n i t̪ u s̻ k e ẽ n
nitzake	n i t͡s̻ a k e
nitzakeen	n i t͡s̻ a k e ẽ n
nitzala	n i t͡s̻ a l a
nitzan	n i t͡s̻ ã n
noa	n o a
noake	n o a k e
noan	n o ã n
nogat	n o ɣ̞ a t̪
noiz	n o i̯ s̺
noiz	n o i̯ s̻
noizarte	n o i̯ s̺ a r t̪ e
noizarte	n o i̯ s̻ a r t̪ e
noizdaino	n o i̯ z̺ ð̞ a ɲ o
noizdaino	n o i̯ z̻ ð̞ a i̯ n o
noizdaino	n o i̯ z̻ ð̞ a ɲ o
noizko	n o i̯ s̺ k o
noizko	n o i̯ s̻ k o
noiztsu	n o i̯ s̺ t͡s̻ u
noiztsu	n o i̯ s̻ t͡s̺ u
nola	n o̞ l a
nolako	n o l a k o
nolakotasun	n o l a k o t̪ a s̺ ũ n
nolakotsu	n o l a k o t͡s̺ u
nolakotsu	n o l a k o t͡s̻ u
non	n õ n
nor	n o r
nora	n o ɾ a
norbait	n o̞ r β̞ a i̯ t̪
nori	n o ɾ i
nork	n o r k
nortzuk	n o r t͡s̻ u k
norvegiera	n o r β̞ e ɣ̞ i e ɾ a
nuen	n u ẽ n
nuke	n u k e
nukeen	n u k e ẽ n
o	o̞
oasi	o a s̺ i
objektu	o̞ β̞ j e̞ k t̪ u
odol	o ð̞ o l
odoltsu	o ð̞ o l t͡s̺ u
odoltsu	o ð̞ o l t͡s̻ u
odolustu	o ð̞ o l u s̺ t̪ u
odolzale	o ð̞ o l s̺ a l e
odolzale	o ð̞ o l s̻ a l e
ogale	o ɣ̞ a l e
ogasun	o ɣ̞ a s̺ ũ n
ogerleko	o ɣ̞ e r l e k o
ogi	o ɣ̞ i
ogitarteko	o ɣ̞ i t̪ a r t̪ e k o
ogro	o ɣ̞ r o
ohe	o̞ e̞
ohe	o̞ ɦ e̞
oheratu	o̞ e̞ ɾ a t̪ u
oheratu	o̞ ɦ e̞ ɾ a t̪ u
ohoin	o h õ ĩ̯ n
ohoin	õ ĩ̯ n
ohore	o h o ɾ e
ohore	o ɾ e
oilartu	o̞ i̯ l a r t̪ u
oilartu	o̞ ʎ a r t̪ u
oilasko	o i̯ l a s̺ k o
oilasko	o ʎ a s̺ k o
oilaur	o̞ i̯ l a u̯ r
oilaur	o̞ ʎ a u̯ r
oilo	o̞ i̯ l o̞
oilo	o̞ ʎ o̞
oin	õ ĩ̯ n
oinarri	o i̯ n a r i
oinarri	o ɲ a r i
oinetako	o̞ i̯ n e̞ t̪ a k o̞
oinetako	o̞ ɲ e̞ t̪ a k o̞
oinezko	o i̯ n e s̻ k o
oinezko	o ɲ e s̺ k o
oinezko	o ɲ e s̻ k o
oka	o̞ k a
okela	o k e l a
okin	o k ĩ n
okindegi	o k ĩ n̪ d̪ e ɣ̞ i
okzitaniera	o k s̺ i t̪ a n i e ɾ a
okzitaniera	o k s̻ i t̪ a n i e ɾ a
olagarro	o l a ɣ̞ a r o
olerkari	o l e r k a ɾ i
olerkaritza	o l e r k a ɾ i t͡s̻ a
olerki	o l e r k i
olerkigintza	o l e r k i ɣ̞ ĩ n t͡s̻ a
olibondo	o̞ l i β̞ õ̞ n̪ d̪ o̞
olo	o l o
omen	o m ẽ n
omonier	o m o n i e r
on	õ̞ n
onartu	o n a r t̪ u
onddo	õ ɲ ɟ o
onddoketari	õ ɲ ɟ o k e t̪ a ɾ i
ondo	õ n̪ d̪ o
ondoegi	õ n̪ d̪ o e ɣ̞ i
ondoen	õ n̪ d̪ o ẽ n
ondoren	õ̞ n̪ d̪ o̞ ɾ ẽ̞ n
ondorio	õ n̪ d̪ o ɾ i o
ongi	o ŋ ɡ i
ongiegi	o ŋ ɡ i e ɣ̞ i
ongietorri	o ŋ ɡ i e t̪ o r i
ongizate	o ŋ ɡ i s̺ a t̪ e
ongizate	o ŋ ɡ i s̻ a t̪ e
onil	o̞ n i l
ontzi	õ n t͡s̻ i
opa	o p a
opagai	o p a ɣ̞ a i̯
opagarri	o̞ p a ɣ̞ a r i
opaka	o̞ p a k a
opakizun	o̞ p a k i s̻ ũ n
opaku	o̞ p a k u
opaldu	o p a l̪ d̪ u
opalo	o̞ p a l o̞
opari	o p a ɾ i
oparigai	o p a ɾ i ɣ̞ a i̯
oparitu	o p a ɾ i t̪ u
oparo	o p a ɾ o
oparoaldi	o p a ɾ o a l̪ d̪ i
oparotasun	o p a ɾ o t̪ a s̺ ũ n
oparotsu	o p a ɾ o t͡s̺ u
oparotsu	o p a ɾ o t͡s̻ u
oparri	o p a r i
opatu	o̞ p a t̪ u
ope	o p e
opera	o p e ɾ a
operadore	o p e ɾ a ð̞ o ɾ e
operatibo	o p e ɾ a t̪ i β̞ o
operatu	o p e ɾ a t̪ u
operatzaile	o p e ɾ a t͡s̻ a i̯ l e
operatzaile	o p e ɾ a t͡s̻ a ʎ e
operazio	o p e ɾ a s̺ i o
operazio	o p e ɾ a s̻ i o
opereta	o p e ɾ e t̪ a
operkulu	o p e r k u l u
opetsi	o p e t͡s̺ i
opetsi	o p e t͡s̻ i
opil	o p i l
or	o̞ r
oratu	o̞ ɾ a t̪ u
ordenagailu	o r ð̞ e n a ɣ̞ a i̯ l u
ordenagailu	o r ð̞ e n a ɣ̞ a ʎ u
ordenatu	o̞ r ð̞ e̞ n a t̪ u
ordots	o̞ r ð̞ o̞ t͡s̺
orein	o̞ ɾ ẽ̞ ĩ̯ n
oreka	o̞ ɾ e̞ k a
orlegi	o̞ r l e̞ ɣ̞ i
oroitu	o̞ ɾ o̞ i̯ t̪ u
orokor	o ɾ o k o r
orratz	o̞ r a t͡s̻
orri	o̞ r i
orril	o̞ r i l
ortzadar	o r t͡s̻ a ð̞ a r
ortzegun	o̞ r t͡s̻ e̞ ɣ̞ ũ n
ortzi	o̞ r t͡s̻ i
ortzirale	o̞ r t͡s̻ i ɾ a l e̞
osaba	o s̺ a β̞ a
osasun	o̞ s̺ a s̺ ũ n
oskol	o̞ s̺ k o̞ l
oso	o s̺ o
osoki	o̞ s̺ o̞ k i
osoko	o̞ s̺ o̞ k o̞
ospe	o s̺ p e
ospetsu	o s̺ p e t͡s̺ u
ospetsu	o s̺ p e t͡s̻ u
oste	o̞ s̺ t̪ e̞
ostean	o̞ s̺ t̪ e̞ ã n
ostegun	o̞ s̺ t̪ e̞ ɣ̞ ũ n
ostiral	o̞ s̺ t̪ i ɾ a l
otarteko	o t̪ a r t̪ e k o
ote	o t̪ e
oteka	o t̪ e k a
otordu	o t̪ o r ð̞ u
otsail	o t͡s̺ a i̯ l
otsail	o t͡s̻ a i̯ l
otsein	o t͡s̺ ẽ ĩ̯ n
otsein	o t͡s̻ ẽ ĩ̯ n
otso	o̞ t͡s̺ o̞
otxar	o t͡ʃ a r
otxardi	o̞ t͡ʃ a r ð̞ i
oxigeno	o̞ k s̺ i x e̞ n o̞
ozpin	o s̺ p ĩ n
ozpin	o s̻ p ĩ n
oztin	o̞ s̻ t̪ ĩ n
p	p e̞
pago	p a ɣ̞ o̞
palestinar	p a l e s̺ t̪ i n a r
pandemia	p ã n̪ d̪ e m i a
panparroi	p ã m p a r o̞ i̯
papar	p a p a r
pasaporte	p a s̺ a p o r t̪ e
pasatu	p a s̺ a t̪ u
pase	p a s̺ e̞
paseko	p a s̺ e k o
patata	p a t̪ a t̪ a
pattal	p a c a l
pattaldu	p a c a l̪ d̪ u
patxaran	p a t͡ʃ a ɾ ã n
pauso	p a u̯ s̺ o̞
pe	p e̞
pelikula	p e l i k u l a
penintsula	p e̞ n ĩ n t͡s̺ u l a
pentagrama	p ẽ̞ n̪ t̪ a ɣ̞ r a m a
pentsaera	p ẽ n t͡s̺ a e ɾ a
pentsaera	p ẽ n t͡s̻ a e ɾ a
pentsatu	p ẽ̞ n t͡s̺ a t̪ u
perpaus	p e r p a u̯ s̺
perretxiko	p e r e t͡ʃ i k o
pertsonal	p e r t͡s̺ o n a l
pertsonal	p e r t͡s̻ o n a l
pika	p i k a
pikondo	p i k õ n̪ d̪ o
piku	p i k u
pila	p i l a
pila	p i ʎ a
pinaburu	p i n a β̞ u ɾ u
pinaburu	p i ɲ a β̞ u ɾ u
pinpilinpauxa	p ĩ m p i l ĩ m p a u̯ ʃ a
pinpilinpauxa	p ĩ m p i ʎ ĩ m p a u̯ ʃ a
pintxo	p ĩ nʲ t͡ʃ o
pinu	p i n u
pinu	p i ɲ u
piraña	p i ɾ a ɲ a
pistoi	p i s̺ t̪ o i̯
pistola	p i s̺ t̪ o l a
pisu	p i s̺ u
pixa	p i ʃ a
piztu	p i s̻ t̪ u
plaia	p l a i̯ a
plangintza	p l ã ŋ ɡ ĩ n t͡s̻ a
plantain	p l ã n̪ t̪ ã ĩ̯ n
plastiko	p l a s̺ t̪ i k o̞
plater	p l a t̪ e̞ r
pobrezia	p o β̞ r e s̺ i a
pobrezia	p o β̞ r e s̻ i a
poeta	p o e t̪ a
polen	p o̞ l ẽ̞ n
polit	p o̞ l i t̪
politikari	p o l i t̪ i k a ɾ i
politiko	p o l i t̪ i k o
polje	p o ʎ e
poloniera	p o l o n i e ɾ a
poltsa	p o l t͡s̺ a
poltsa	p o l t͡s̻ a
porlan	p o r l ã n
pornografiko	p o r n o ɣ̞ r a f i k o
porrot	p o r o t̪
porru	p o̞ r u
porrusalda	p o̞ r u s̺ a l̪ d̪ a
portugaldar	p o̞ r t̪ u ɣ̞ a l̪ d̪ a r
portugalera	p o̞ r t̪ u ɣ̞ a l e̞ ɾ a
portuges	p o̞ r t̪ u ɣ̞ e̞ s̺
potasio	p o t̪ a s̺ i o
potentzia	p o t̪ ẽ n t͡s̻ i a
potolo	p o t̪ o l o
pozoi	p o̞ s̻ o̞ i̯
pozoidun	p o̞ s̻ o̞ i̯ ð̞ ũ n
pozoidura	p o̞ s̻ o̞ i̯ ð̞ u ɾ a
pozoitasun	p o̞ s̻ o̞ i̯ t̪ a s̺ ũ n
pozoitsu	p o̞ s̻ o̞ i̯ t͡s̺ u
pozoitu	p o̞ s̻ o̞ i̯ t̪ u
prepuzio	p r e̞ p u s̻ i o̞
presa	p r e s̺ a
presidente	p r e s̺ i ð̞ ẽ n̪ t̪ e
primerako	p r i m e ɾ a k o
primeran	p r i m e ɾ ã n
probintzia	p r o β̞ ĩ n t͡s̻ i a
prostituzio	p r o s̺ t̪ i t̪ u s̺ i o
prostituzio	p r o s̺ t̪ i t̪ u s̻ i o
psikologia	s̺ i k o l o ɣ̞ i a
publizitate	p u β̞ l i s̺ i t̪ a t̪ e
publizitate	p u β̞ l i s̻ i t̪ a t̪ e
punta	p ũ n̪ t̪ a
puntu	p ũ n̪ t̪ u
putakume	p u t̪ a k u m e
putre	p u t̪ r e̞
putzu	p u t͡s̻ u
q	k u
qatartar	k a t̪ a r t̪ a r
quad	k w a ð̞
quantum	k w ã n̪ t̪ ũ m
quark	k w a r k
quasar	k w a s̺ a r
quebectar	k e β̞ e k t̪ a r
quorum	k w o ɾ ũ m
r	e̞ r e̞
rabbi	r a β̞ i
radar	r a ð̞ a r
radian	r a ð̞ i ã n
radian	r a ð̞ j ã n
radio	r a ð̞ i o
radon	r a ð̞ õ̞ n
raid	r a i̯ ð̞
raja	r a j a
raja	r a x a
ralenti	r a l ẽ̞ n̪ t̪ i
rally	r a l i
ramadan	r a m a ð̞ ã n
rand	r ã n̪ d̪
rankin	r ã ŋ k ĩ n
ranking	r ã ŋ k ĩ n
rantxera	r ã nʲ t͡ʃ e ɾ a
rap	r a p
rapanui	r a p a n u i̯
rappel	r a p e̞ l
rapsoda	r a p s̺ o̞ ð̞ a
rapsodia	r a p s̺ o̞ ð̞ j a
requiem	r e k i ẽ m
requiem	r e k j ẽ m
robot	r o β̞ o t̪
robotika	r o β̞ o t̪ i k a
s	e̞ s̺ e̞
sable	s̺ a β̞ l e
sagar	s̺ a ɣ̞ a r
sagardo	s̺ a ɣ̞ a r ð̞ o
sagarrondo	s̺ a ɣ̞ a r õ̞ n̪ d̪ o̞
sagu	s̺ a ɣ̞ u
saguzar	s̺ a ɣ̞ u s̻ a r
saio	s̺ a i̯ o̞
salatu	s̺ a l a t̪ u
salbatu	s̺ a l β̞ a t̪ u
saldu	s̺ a l̪ d̪ u
salmenta	s̺ a l m ẽ̞ n̪ t̪ a
saltxitxa	s̺ a lʲ t͡ʃ i t͡ʃ a
saltzaile	s̺ a l t͡s̻ a i̯ l e
saltzaile	s̺ a l t͡s̻ a ʎ e
sama	s̺ a m a
sanroke	s̺ ã n r o k e
santutegi	s̺ ã n̪ t̪ u t̪ e ɣ̞ i
sardexka	s̺ a r ð̞ e̞ ʃ k a
sari	s̺ a ɾ i
sarraila	s̺ a r a i̯ l a
sarraila	s̺ a r a ʎ a
sarrera	s̺ a r e ɾ a
sartalde	s̺ a r t̪ a l̪ d̪ e̞
sartu	s̺ a r t̪ u
sasi	s̺ a s̺ i
satandre	s̺ a t̪ ã n̪ d̪ r e
satitsu	s̺ a t̪ i t͡s̺ u
satitsu	s̺ a t̪ i t͡s̻ u
sator	s̺ a t̪ o̞ r
satsu	s̺ a t͡s̺ u
satsu	s̺ a t͡s̻ u
segitu	s̺ e̞ ɣ̞ i t̪ u
segurtatu	s̺ e ɣ̞ u r t̪ a t̪ u
seguru	s̺ e̞ ɣ̞ u ɾ u
sei	s̺ e̞ i̯
seigarren	s̺ e i̯ ɣ̞ a r ẽ n
seikoitz	s̺ e̞ i̯ k o̞ i̯ t͡s̻
seiren	s̺ e̞ i̯ ɾ ẽ̞ n
sekretu	s̺ e̞ k r e̞ t̪ u
semaforo	s̺ e m a f o ɾ o
seme	s̺ e m e
senar	s̺ e n a r
senargai	s̺ e n a r ɣ̞ a i̯
senide	s̺ e n i ð̞ e
serbiera	s̺ e r β̞ i e ɾ a
serbokroaziera	s̺ e̞ r β̞ o̞ k r o̞ a s̻ i e̞ ɾ a
setemere	s̺ e̞ t̪ e̞ m e̞ ɾ e̞
setio	s̺ e̞ t̪ i o̞
sinatu	s̺ i n a t̪ u
sinatu	s̺ i ɲ a t̪ u
sinekdoke	s̺ i n e k ð̞ o k e
sinestezin	s̺ i n e̞ s̺ t̪ e̞ s̻ ĩ n
sinestezin	s̺ i ɲ e̞ s̺ t̪ e̞ s̻ ĩ n
sits	s̺ i t͡s̺
siziliera	s̺ i s̺ i ʎ i e ɾ a
siziliera	s̺ i s̻ i l i e ɾ a
siziliera	s̺ i s̻ i ʎ i e ɾ a
ska	e s̺ k a
skate	e s̺ k e i̯ t̪
skater	e s̺ k e i̯ t̪ e r
slogan	e z̺ l o ɣ̞ ã n
so	s̺ o
soil	s̺ o i̯ l
soilik	s̺ o i̯ l i k
soilik	s̺ o ʎ i k
soin	s̺ õ ĩ̯ n
soinu	s̺ o i̯ n u
soinu	s̺ o ɲ u
soka	s̺ o k a
sokamutur	s̺ o k a m u t̪ u r
soldadu	s̺ o l̪ d̪ a ð̞ u
somaliera	s̺ o m a l i e ɾ a
sor	s̺ o r
sorbalda	s̺ o r β̞ a l̪ d̪ a
sorgin	s̺ o r ɣ̞ ĩ n
sortalde	s̺ o r t̪ a l̪ d̪ e
sortu	s̺ o r t̪ u
squash	e s̺ k w a ʃ
su	s̺ u
sudur	s̺ u ð̞ u r
suebaki	s̺ u e β̞ a k i
suediera	s̺ u e ð̞ i e ɾ a
sufre	s̺ u f r e̞
suge	s̺ u ɣ̞ e̞
suhi	s̺ u h i
suhi	s̺ u i̯
sukalde	s̺ u k a l̪ d̪ e
suma	s̺ u m a
sumendi	s̺ u m ẽ̞ n̪ d̪ i
suntsipen	s̺ ũ n t͡s̺ i p ẽ n
suntsipen	s̺ ũ n t͡s̻ i p ẽ n
suntsitu	s̺ ũ n t͡s̺ i t̪ u
suntsitu	s̺ ũ n t͡s̻ i t̪ u
supazter	s̺ u p a s̺ t̪ e r
supazter	s̺ u p a s̻ t̪ e r
sur	s̺ u r
sushi	s̺ u ʃ i
susmo	s̺ u z̺ m o̞
sutegi	s̺ u t̪ e ɣ̞ i
sutu	s̺ u t̪ u
t	t̪ e̞
taberna	t̪ a β̞ e̞ r n a
tailandiera	t̪ a i̯ l ã n̪ d̪ i e ɾ a
tailandiera	t̪ a ʎ ã n̪ d̪ i e ɾ a
talde	t̪ a l̪ d̪ e̞
talka	t̪ a l k a
talo	t̪ a l o̞
tamaina	t̪ a m a i̯ n a
tamaina	t̪ a m a ɲ a
taratulu	t̪ a ɾ a t̪ u l u
tarte	t̪ a r t̪ e̞
tarteka	t̪ a r t̪ e̞ k a
tatami	t̪ a t̪ a m i
taupada	t̪ a u̯ p a ð̞ a
taupadaka	t̪ a u̯ p a ð̞ a k a
tauromakia	t̪ a u̯ ɾ o̞ m a k i a
taxilari	t̪ a k s̺ i l a ɾ i
te	t̪ e̞
teleaulki	t̪ e l e a u̯ l k i
telezabor	t̪ e̞ l e̞ s̻ a β̞ o̞ r
testuinguru	t̪ e s̺ t̪ u i̯ ŋ ɡ u ɾ u
tibia	t̪ i β̞ i a
tigre	t̪ i ɣ̞ r e
tigrea	t̪ i ɣ̞ r e̞ a
tigreari	t̪ i ɣ̞ r e̞ a ɾ i
tigrez	t̪ i ɣ̞ r e̞ s̻
tinda	t̪ ĩ n̪ d̪ a
tindagai	t̪ ĩ n̪ d̪ a ɣ̞ a i̯
tindatu	t̪ ĩ n̪ d̪ a t̪ u
tipula	t̪ i p u l a
tiro	t̪ i ɾ o̞
tirrin	t̪ i r ĩ n
titulu	t̪ i t̪ u l u
tobera	t̪ o̞ β̞ e̞ ɾ a
toki	t̪ o k i
tokik	t̪ o k i k
tomate	t̪ o m a t̪ e
tona	t̪ o̞ n a
tontor	t̪ õ n̪ t̪ o r
tonu	t̪ o̞ n u
