'tamo'	t̪ a m o
septuagenaria	s e β̞ t̪ w a x e n a ɾ j a
septuagésima	s e β̞ t̪ w a x e s i m a
septuagésimas	s e β̞ t̪ w a x e s i m a s
septuagésimo	s e β̞ t̪ w a x e s i m o
septuagésimos	s e β̞ t̪ w a x e s i m o s
Septuaginta	s e β̞ t̪ w a x ĩ n̪ t̪ a
septum	s e β̞ t̪ ũ m
séptuple	s e β̞ t̪ u p l e
septuplicada	s e β̞ t̪ u p l i k a ð̞ a
septuplicadas	s e β̞ t̪ u p l i k a ð̞ a s
septuplicado	s e β̞ t̪ u p l i k a ð̞ o
septuplicados	s e β̞ t̪ u p l i k a ð̞ o s
septuplicar	s e β̞ t̪ u p l i k a ɾ
sepulcral	s e p u l k ɾ a l
sepulcro	s e p u l k ɾ o
sepultada	s e p u l̪ t̪ a ð̞ a
sepultadas	s e p u l̪ t̪ a ð̞ a s
sepultado	s e p u l̪ t̪ a ð̞ o
sepultador	s e p u l̪ t̪ a ð̞ o ɾ
sepultados	s e p u l̪ t̪ a ð̞ o s
sepultamiento	s e p u l̪ t̪ a m j ẽ n̪ t̪ o
sepultar	s e p u l̪ t̪ a ɾ
sepultura	s e p u l̪ t̪ u ɾ a
sepulturero	s e p u l̪ t̪ u ɾ e ɾ o
Sepúlveda	s e p u l β̞ e ð̞ a
seque	s e k e
sequedad	s e k e ð̞ a ð̞
sequía	s e k i a
sequísimas	s e k i s i m a s
sequísimo	s e k i s i m o
sequito	s e k i t̪ o
séquito	s e k i t̪ o
ser	s e ɾ
será	s e ɾ a
seráfico	s e ɾ a f i k o
serafín	s e ɾ a f ĩ n
Serafina	s e ɾ a f i n a
serán	s e ɾ ã n
serape	s e ɾ a p e
serapeo	s e ɾ a p e o
Serapio	s e ɾ a p j o
serás	s e ɾ a s
Serbia	s e ɾ β̞ j a
serbia	s e ɾ β̞ j a
serbias	s e ɾ β̞ j a s
serbio	s e ɾ β̞ j o
serbios	s e ɾ β̞ j o s
seré	s e ɾ e
sereguete	s e ɾ e ɣ̞ e t̪ e
seréis	s e ɾ e i̯ s
seremi	s e ɾ e m i
seremos	s e ɾ e m o s
serena	s e ɾ e n a
serenada	s e ɾ e n a ð̞ a
serenadas	s e ɾ e n a ð̞ a s
serenado	s e ɾ e n a ð̞ o
serenados	s e ɾ e n a ð̞ o s
serenamente	s e ɾ e n a m ẽ n̪ t̪ e
serenar	s e ɾ e n a ɾ
serenarse	s e ɾ e n a ɾ s e
serenas	s e ɾ e n a s
serenata	s e ɾ e n a t̪ a
serenazgo	s e ɾ e n a z ɣ̞ o
serendipia	s e ɾ ẽ n̪ d̪ i p j a
serenes	s e ɾ e n e s
serenidad	s e ɾ e n i ð̞ a ð̞
sereno	s e ɾ e n o
Sereno	s e ɾ e n o
sereque	s e ɾ e k e
seres	s e ɾ e s
Sergio	s e ɾ x j o
Sergipe	s e ɾ x i p e
Sergipe	s e ɾ ʝ i p e
Serguéi	s e ɾ ɣ̞ e i̯
seria	s e ɾ j a
sería	s e ɾ i a
seriada	s e ɾ j a ð̞ a
seriadas	s e ɾ j a ð̞ a s
seriado	s e ɾ j a ð̞ o
seriados	s e ɾ j a ð̞ o s
seriáis	s e ɾ j a i̯ s
seríais	s e ɾ i a i̯ s
serial	s e ɾ j a l
serialista	s e ɾ j a l i s t̪ a
serialización	s e ɾ j a l i s a s j õ n
serializada	s e ɾ j a l i s a ð̞ a
serializadas	s e ɾ j a l i s a ð̞ a s
serializado	s e ɾ j a l i s a ð̞ o
serializados	s e ɾ j a l i s a ð̞ o s
serializar	s e ɾ j a l i s a ɾ
seriamente	s e ɾ j a m ẽ n̪ t̪ e
seriamos	s e ɾ j a m o s
seríamos	s e ɾ i a m o s
serían	s e ɾ i ã n
seriando	s e ɾ j ã n̪ d̪ o
seriar	s e ɾ j a ɾ
seriara	s e ɾ j a ɾ a
seriará	s e ɾ j a ɾ a
seriáramos	s e ɾ j a ɾ a m o s
seriaras	s e ɾ j a ɾ a s
seriarás	s e ɾ j a ɾ a s
seriareis	s e ɾ j a ɾ e i̯ s
seriaréis	s e ɾ j a ɾ e i̯ s
seriaremos	s e ɾ j a ɾ e m o s
seriáremos	s e ɾ j a ɾ e m o s
seriares	s e ɾ j a ɾ e s
seriaría	s e ɾ j a ɾ i a
seriaríamos	s e ɾ j a ɾ i a m o s
seriarías	s e ɾ j a ɾ i a s
serias	s e ɾ j a s
serías	s e ɾ i a s
seriaste	s e ɾ j a s t̪ e
sericícola	s e ɾ i s i k o l a
sericicultor	s e ɾ i s i k u l̪ t̪ o ɾ
sericicultura	s e ɾ i s i k u l̪ t̪ u ɾ a
sericultura	s e ɾ i k u l̪ t̪ u ɾ a
serie	s e ɾ j e
seriedad	s e ɾ j e ð̞ a ð̞
seriéis	s e ɾ j e i̯ s
seriemos	s e ɾ j e m o s
series	s e ɾ j e s
serifa	s e ɾ i f a
serifas	s e ɾ i f a s
serigrafía	s e ɾ i ɣ̞ ɾ a f i a
serigrafiada	s e ɾ i ɣ̞ ɾ a f j a ð̞ a
serigrafiadas	s e ɾ i ɣ̞ ɾ a f j a ð̞ a s
serigrafiado	s e ɾ i ɣ̞ ɾ a f j a ð̞ o
serigrafiados	s e ɾ i ɣ̞ ɾ a f j a ð̞ o s
serigrafiar	s e ɾ i ɣ̞ ɾ a f j a ɾ
serigráfica	s e ɾ i ɣ̞ ɾ a f i k a
serigráficas	s e ɾ i ɣ̞ ɾ a f i k a s
serigráficos	s e ɾ i ɣ̞ ɾ a f i k o s
serín	s e ɾ ĩ n
serina	s e ɾ i n a
serio	s e ɾ j o
serla	s e ɾ l a
serlas	s e ɾ l a s
serle	s e ɾ l e
serles	s e ɾ l e s
serliano	s e ɾ l j a n o
serlo	s e ɾ l o
serlos	s e ɾ l o s
serme	s e ɾ m e
sermón	s e ɾ m õ n
sermonario	s e ɾ m o n a ɾ j o
sermoncillo	s e ɾ m õ n s i ʝ o
sermoncillo	s e ɾ m õ n s i ʝ o
sermoncito	s e ɾ m õ n s i t̪ o
sermoneada	s e ɾ m o n e a ð̞ a
sermoneadas	s e ɾ m o n e a ð̞ a s
sermoneado	s e ɾ m o n e a ð̞ o
sermoneados	s e ɾ m o n e a ð̞ o s
sermonear	s e ɾ m o n e a ɾ
Serna	s e ɾ n a
sernos	s e ɾ n o s
seroconcordante	s e ɾ o k õ ŋ k o ɾ ð̞ ã n̪ t̪ e
seroconversión	s e ɾ o k õ m b e ɾ s j õ n
serología	s e ɾ o l o x i a
serológica	s e ɾ o l o x i k a
serológicamente	s e ɾ o l o x i k a m ẽ n̪ t̪ e
serológicas	s e ɾ o l o x i k a s
serológico	s e ɾ o l o x i k o
serológicos	s e ɾ o l o x i k o s
serón	s e ɾ õ n
serondo	s e ɾ õ n̪ d̪ o
seronegativo	s e ɾ o n e ɣ̞ a t̪ i β̞ o
seropositivo	s e ɾ o p o s i t̪ i β̞ o
seros	s e ɾ o s
serosidad	s e ɾ o s i ð̞ a ð̞
seroso	s e ɾ o s o
serotonina	s e ɾ o t̪ o n i n a
serotoninérgico	s e ɾ o t̪ o n i n e ɾ x i k o
serpeada	s e ɾ p e a ð̞ a
serpeadas	s e ɾ p e a ð̞ a s
serpeado	s e ɾ p e a ð̞ o
serpeados	s e ɾ p e a ð̞ o s
serpear	s e ɾ p e a ɾ
serpentario	s e ɾ p ẽ n̪ t̪ a ɾ j o
serpenteada	s e ɾ p ẽ n̪ t̪ e a ð̞ a
serpenteadas	s e ɾ p ẽ n̪ t̪ e a ð̞ a s
serpenteado	s e ɾ p ẽ n̪ t̪ e a ð̞ o
serpenteados	s e ɾ p ẽ n̪ t̪ e a ð̞ o s
serpenteándoos	s e ɾ p ẽ n̪ t̪ e ã n̪ d̪ o o s
serpenteante	s e ɾ p ẽ n̪ t̪ e ã n̪ t̪ e
serpenteantes	s e ɾ p ẽ n̪ t̪ e ã n̪ t̪ e s
serpentear	s e ɾ p ẽ n̪ t̪ e a ɾ
serpenteo	s e ɾ p ẽ n̪ t̪ e o
serpentín	s e ɾ p ẽ n̪ t̪ ĩ n
serpentina	s e ɾ p ẽ n̪ t̪ i n a
serpentino	s e ɾ p ẽ n̪ t̪ i n o
serpentón	s e ɾ p ẽ n̪ t̪ õ n
serpiente	s e ɾ p j ẽ n̪ t̪ e
serpina	s e ɾ p i n a
serpol	s e ɾ p o l
serrada	s e r a ð̞ a
serradas	s e r a ð̞ a s
serrado	s e r a ð̞ o
serrador	s e r a ð̞ o ɾ
serrados	s e r a ð̞ o s
serrallo	s e r a ʝ o
serrallo	s e r a ʝ o
serramos	s e r a m o s
serrana	s e r a n a
serranas	s e r a n a s
serrando	s e r ã n̪ d̪ o
serranía	s e r a n i a
serránido	s e r a n i ð̞ o
serránidos	s e r a n i ð̞ o s
serrano	s e r a n o
Serrano	s e r a n o
serranos	s e r a n o s
serrar	s e r a ɾ
serrara	s e r a ɾ a
serrará	s e r a ɾ a
serráramos	s e r a ɾ a m o s
serraras	s e r a ɾ a s
serrarás	s e r a ɾ a s
serrare	s e r a ɾ e
serrareis	s e r a ɾ e i̯ s
serraremos	s e r a ɾ e m o s
serrares	s e r a ɾ e s
serraríamos	s e r a ɾ i a m o s
serraste	s e r a s t̪ e
serrato	s e r a t̪ o
serratos	s e r a t̪ o s
serremos	s e r e m o s
serrería	s e r e ɾ i a
serreta	s e r e t̪ a
serrín	s e r ĩ n
serruchada	s e r u t͡ʃ a ð̞ a
serruchadas	s e r u t͡ʃ a ð̞ a s
serruchado	s e r u t͡ʃ a ð̞ o
serruchados	s e r u t͡ʃ a ð̞ o s
serruchar	s e r u t͡ʃ a ɾ
serruche	s e r u t͡ʃ e
serrucho	s e r u t͡ʃ o
serrulado	s e r u l a ð̞ o
serse	s e ɾ s e
serte	s e ɾ t̪ e
sertoriano	s e ɾ t̪ o ɾ j a n o
sertralina	s e ɾ t̪ ɾ a l i n a
seruendo	s e ɾ w ẽ n̪ d̪ o
sérum	s e ɾ ũ m
sérums	s e ɾ ũ m s
serval	s e ɾ β̞ a l
servar	s e ɾ β̞ a ɾ
servato	s e ɾ β̞ a t̪ o
server	s e ɾ β̞ e ɾ
servible	s e ɾ β̞ i β̞ l e
servicentro	s e ɾ β̞ i s ẽ n̪ t̪ ɾ o
servicial	s e ɾ β̞ i s j a l
servicio	s e ɾ β̞ i s j o
servida	s e ɾ β̞ i ð̞ a
servidas	s e ɾ β̞ i ð̞ a s
servido	s e ɾ β̞ i ð̞ o
servidor	s e ɾ β̞ i ð̞ o ɾ
servidora	s e ɾ β̞ i ð̞ o ɾ a
servidos	s e ɾ β̞ i ð̞ o s
servidumbre	s e ɾ β̞ i ð̞ ũ m b ɾ e
servil	s e ɾ β̞ i l
servilismo	s e ɾ β̞ i l i z m o
servilleta	s e ɾ β̞ i ʝ e t̪ a
servilleta	s e ɾ β̞ i ʝ e t̪ a
servilletero	s e ɾ β̞ i ʝ e t̪ e ɾ o
servilletero	s e ɾ β̞ i ʝ e t̪ e ɾ o
servilmente	s e ɾ β̞ i l m ẽ n̪ t̪ e
Servio	s e ɾ β̞ j o
servir	s e ɾ β̞ i ɾ
serviteca	s e ɾ β̞ i t̪ e k a
servitud	s e ɾ β̞ i t̪ u ð̞
servo	s e ɾ β̞ o
sésamo	s e s a m o
seseada	s e s e a ð̞ a
seseadas	s e s e a ð̞ a s
seseado	s e s e a ð̞ o
seseados	s e s e a ð̞ o s
seseante	s e s e ã n̪ t̪ e
sesear	s e s e a ɾ
sesenta	s e s ẽ n̪ t̪ a
sesentaicinco	s e s ẽ n̪ t̪ a i̯ s ĩ ŋ k o
sesentaicuatro	s e s ẽ n̪ t̪ a i̯ k w a t̪ ɾ o
sesentaidós	s e s ẽ n̪ t̪ a i̯ ð̞ o s
sesentainueve	s e s ẽ n̪ t̪ a i̯ n w e β̞ e
sesentaiocho	s e s ẽ n̪ t̪ a j o t͡ʃ o
sesentaiséis	s e s ẽ n̪ t̪ a i̯ s e i̯ s
sesentaisiete	s e s ẽ n̪ t̪ a i̯ s j e t̪ e
sesentaitrés	s e s ẽ n̪ t̪ a i̯ t̪ ɾ e s
sesentaiuna	s e s ẽ n̪ t̪ a j u n a
sesentaiuno	s e s ẽ n̪ t̪ a j u n o
sesentavo	s e s ẽ n̪ t̪ a β̞ o
sesentón	s e s ẽ n̪ t̪ õ n
sesentona	s e s ẽ n̪ t̪ o n a
seseo	s e s e o
sesera	s e s e ɾ a
sesgadamente	s e z ɣ̞ a ð̞ a m ẽ n̪ t̪ e
sesgado	s e z ɣ̞ a ð̞ o
sesgar	s e z ɣ̞ a ɾ
sesgo	s e z ɣ̞ o
sésil	s e s i l
sesión	s e s j õ n
sesionada	s e s j o n a ð̞ a
sesionadas	s e s j o n a ð̞ a s
sesionado	s e s j o n a ð̞ o
sesionados	s e s j o n a ð̞ o s
sesionar	s e s j o n a ɾ
Sesma	s e z m a
sesma	s e z m a
seso	s e s o
Sesori	s e s o ɾ i
sesos	s e s o s
sesquicentenario	s e s k i s ẽ n̪ t̪ e n a ɾ j o
sesquipedal	s e s k i p e ð̞ a l
sesquiterpenoide	s e s k i t̪ e ɾ p e n o i̯ ð̞ e
sestear	s e s t̪ e a ɾ
sesteo	s e s t̪ e o
sesteó	s e s t̪ e o
sesteos	s e s t̪ e o s
sestercio	s e s t̪ e ɾ s j o
sesudez	s e s u ð̞ e s
sesudo	s e s u ð̞ o
set	s e t̪
seta	s e t̪ a
sete	s e t̪ e
seteada	s e t̪ e a ð̞ a
seteadas	s e t̪ e a ð̞ a s
seteado	s e t̪ e a ð̞ o
seteados	s e t̪ e a ð̞ o s
setear	s e t̪ e a ɾ
setecientas	s e t̪ e s j ẽ n̪ t̪ a s
setecientos	s e t̪ e s j ẽ n̪ t̪ o s
setenta	s e t̪ ẽ n̪ t̪ a
setentaicinco	s e t̪ ẽ n̪ t̪ a i̯ s ĩ ŋ k o
setentaicuatro	s e t̪ ẽ n̪ t̪ a i̯ k w a t̪ ɾ o
setentaidós	s e t̪ ẽ n̪ t̪ a i̯ ð̞ o s
setentainueve	s e t̪ ẽ n̪ t̪ a i̯ n w e β̞ e
setentaiocho	s e t̪ ẽ n̪ t̪ a j o t͡ʃ o
setentaiséis	s e t̪ ẽ n̪ t̪ a i̯ s e i̯ s
setentaisiete	s e t̪ ẽ n̪ t̪ a i̯ s j e t̪ e
setentaitrés	s e t̪ ẽ n̪ t̪ a i̯ t̪ ɾ e s
setentaiuna	s e t̪ ẽ n̪ t̪ a j u n a
setentaiuno	s e t̪ ẽ n̪ t̪ a j u n o
setentavo	s e t̪ ẽ n̪ t̪ a β̞ o
setentistas	s e t̪ ẽ n̪ t̪ i s t̪ a s
setiembre	s e t̪ j ẽ m b ɾ e
sétima	s e t̪ i m a
sétimas	s e t̪ i m a s
sétimo	s e t̪ i m o
sétimos	s e t̪ i m o s
seto	s e t̪ o
seudocientífico	s e u̯ ð̞ o s j ẽ n̪ t̪ i f i k o
seudocientíficos	s e u̯ ð̞ o s j ẽ n̪ t̪ i f i k o s
seudoconsulta	s e u̯ ð̞ o k õ n s u l̪ t̪ a
seudodemocrática	s e u̯ ð̞ o ð̞ e m o k ɾ a t̪ i k a
seudodemocráticas	s e u̯ ð̞ o ð̞ e m o k ɾ a t̪ i k a s
seudodemocrático	s e u̯ ð̞ o ð̞ e m o k ɾ a t̪ i k o
seudodemocráticos	s e u̯ ð̞ o ð̞ e m o k ɾ a t̪ i k o s
seudoefedrina	s e u̯ ð̞ o e f e ð̞ ɾ i n a
seudohermafroditismo	s e u̯ ð̞ o e ɾ m a f ɾ o ð̞ i t̪ i z m o
seudointelectual	s e u̯ ð̞ õ ĩ n̪ t̪ e l e ɣ̞ t̪ w a l
seudoliteraria	s e u̯ ð̞ o l i t̪ e ɾ a ɾ j a
seudoliterarias	s e u̯ ð̞ o l i t̪ e ɾ a ɾ j a s
seudoliterario	s e u̯ ð̞ o l i t̪ e ɾ a ɾ j o
seudoliterarios	s e u̯ ð̞ o l i t̪ e ɾ a ɾ j o s
seudónimo	s e u̯ ð̞ o n i m o
seudopeptidoglicano	s e u̯ ð̞ o p e β̞ t̪ i ð̞ o ɣ̞ l i k a n o
seudopeptidoglicanos	s e u̯ ð̞ o p e β̞ t̪ i ð̞ o ɣ̞ l i k a n o s
seudópodo	s e u̯ ð̞ o p o ð̞ o
seudoreligiosa	s e u̯ ð̞ o ɾ e l i x j o s a
seudoreligiosas	s e u̯ ð̞ o ɾ e l i x j o s a s
seudoreligioso	s e u̯ ð̞ o ɾ e l i x j o s o
seudoreligiosos	s e u̯ ð̞ o ɾ e l i x j o s o s
seudorrevolución	s e u̯ ð̞ o r e β̞ o l u s j õ n
seudorrevolucionaria	s e u̯ ð̞ o r e β̞ o l u s j o n a ɾ j a
seudorrevolucionarias	s e u̯ ð̞ o r e β̞ o l u s j o n a ɾ j a s
seudorrevolucionario	s e u̯ ð̞ o r e β̞ o l u s j o n a ɾ j o
seudorrevolucionarios	s e u̯ ð̞ o r e β̞ o l u s j o n a ɾ j o s
seudototalitarismo	s e u̯ ð̞ o t̪ o t̪ a l i t̪ a ɾ i z m o
Seúl	s e u l
seulense	s e u̯ l ẽ n s e
seulés	s e u̯ l e s
severa	s e β̞ e ɾ a
severamente	s e β̞ e ɾ a m ẽ n̪ t̪ e
severas	s e β̞ e ɾ a s
severidad	s e β̞ e ɾ i ð̞ a ð̞
severo	s e β̞ e ɾ o
severos	s e β̞ e ɾ o s
sevicia	s e β̞ i s j a
Sevilla	s e β̞ i ʝ a
Sevilla	s e β̞ i ʝ a
sevillana	s e β̞ i ʝ a n a
sevillana	s e β̞ i ʝ a n a
sevillanas	s e β̞ i ʝ a n a s
sevillanas	s e β̞ i ʝ a n a s
sevillano	s e β̞ i ʝ a n o
sevillano	s e β̞ i ʝ a n o
sevillanos	s e β̞ i ʝ a n o s
sevillanos	s e β̞ i ʝ a n o s
sevillista	s e β̞ i ʝ i s t̪ a
sevillista	s e β̞ i ʝ i s t̪ a
sexada	s e ɣ̞ s a ð̞ a
sexadas	s e ɣ̞ s a ð̞ a s
sexado	s e ɣ̞ s a ð̞ o
sexados	s e ɣ̞ s a ð̞ o s
sexagenaria	s e ɣ̞ s a x e n a ɾ j a
sexagenario	s e ɣ̞ s a x e n a ɾ j o
sexagésima	s e ɣ̞ s a x e s i m a
sexagesimal	s e ɣ̞ s a x e s i m a l
sexagésimas	s e ɣ̞ s a x e s i m a s
sexagésimo	s e ɣ̞ s a x e s i m o
sexagésimos	s e ɣ̞ s a x e s i m o s
sexagonal	s e ɣ̞ s a ɣ̞ o n a l
sexar	s e ɣ̞ s a ɾ
sexcentésimo	s e ɣ̞ s ẽ n̪ t̪ e s i m o
sexenio	s e ɣ̞ s e n j o
sexes	s e ɣ̞ s e s
sexi	s e ɣ̞ s i
sexismo	s e ɣ̞ s i z m o
sexista	s e ɣ̞ s i s t̪ a
sexo	s e ɣ̞ s o
sexología	s e ɣ̞ s o l o x i a
sexólogo	s e ɣ̞ s o l o ɣ̞ o
sexopatía	s e ɣ̞ s o p a t̪ i a
sexosa	s e ɣ̞ s o s a
sexosas	s e ɣ̞ s o s a s
sexosos	s e ɣ̞ s o s o s
sexpartita	s e ɣ̞ s p a ɾ t̪ i t̪ a
sexta	s e ɣ̞ s t̪ a
sexta	s e s t̪ a
sextaferia	s e ɣ̞ s t̪ a f e ɾ j a
sextas	s e ɣ̞ s t̪ a s
sextas	s e s t̪ a s
sextea	s e ɣ̞ s t̪ e a
sexteá	s e ɣ̞ s t̪ e a
sexteaba	s e ɣ̞ s t̪ e a β̞ a
sexteabais	s e ɣ̞ s t̪ e a β̞ a i̯ s
sexteábamos	s e ɣ̞ s t̪ e a β̞ a m o s
sexteaban	s e ɣ̞ s t̪ e a β̞ ã n
sexteabas	s e ɣ̞ s t̪ e a β̞ a s
sextead	s e ɣ̞ s t̪ e a ð̞
sexteada	s e ɣ̞ s t̪ e a ð̞ a
sexteadas	s e ɣ̞ s t̪ e a ð̞ a s
sexteado	s e ɣ̞ s t̪ e a ð̞ o
sexteados	s e ɣ̞ s t̪ e a ð̞ o s
sexteáis	s e ɣ̞ s t̪ e a i̯ s
sexteamos	s e ɣ̞ s t̪ e a m o s
sextean	s e ɣ̞ s t̪ e ã n
sexteando	s e ɣ̞ s t̪ e ã n̪ d̪ o
sextear	s e ɣ̞ s t̪ e a ɾ
sexteara	s e ɣ̞ s t̪ e a ɾ a
sexteará	s e ɣ̞ s t̪ e a ɾ a
sextearais	s e ɣ̞ s t̪ e a ɾ a i̯ s
sexteáramos	s e ɣ̞ s t̪ e a ɾ a m o s
sextearan	s e ɣ̞ s t̪ e a ɾ ã n
sextearán	s e ɣ̞ s t̪ e a ɾ ã n
sextearas	s e ɣ̞ s t̪ e a ɾ a s
sextearás	s e ɣ̞ s t̪ e a ɾ a s
sextearé	s e ɣ̞ s t̪ e a ɾ e
sexteareis	s e ɣ̞ s t̪ e a ɾ e i̯ s
sextearéis	s e ɣ̞ s t̪ e a ɾ e i̯ s
sextearemos	s e ɣ̞ s t̪ e a ɾ e m o s
sexteáremos	s e ɣ̞ s t̪ e a ɾ e m o s
sextearen	s e ɣ̞ s t̪ e a ɾ ẽ n
sexteares	s e ɣ̞ s t̪ e a ɾ e s
sextearía	s e ɣ̞ s t̪ e a ɾ i a
sextearíais	s e ɣ̞ s t̪ e a ɾ i a i̯ s
sextearíamos	s e ɣ̞ s t̪ e a ɾ i a m o s
sextearían	s e ɣ̞ s t̪ e a ɾ i ã n
sextearías	s e ɣ̞ s t̪ e a ɾ i a s
sextearon	s e ɣ̞ s t̪ e a ɾ õ n
sexteas	s e ɣ̞ s t̪ e a s
sexteás	s e ɣ̞ s t̪ e a s
sextease	s e ɣ̞ s t̪ e a s e
sexteaseis	s e ɣ̞ s t̪ e a s e i̯ s
sexteásemos	s e ɣ̞ s t̪ e a s e m o s
sexteasen	s e ɣ̞ s t̪ e a s ẽ n
sexteases	s e ɣ̞ s t̪ e a s e s
sexteaste	s e ɣ̞ s t̪ e a s t̪ e
sexteasteis	s e ɣ̞ s t̪ e a s t̪ e i̯ s
sexteé	s e ɣ̞ s t̪ e e
sexteé	s e ɣ̞ s t̪ j e
sexteéis	s e ɣ̞ s t̪ e e i̯ s
sexteemos	s e ɣ̞ s t̪ e e m o s
sexteés	s e ɣ̞ s t̪ e e s
sexteo	s e ɣ̞ s t̪ e o
sexteó	s e ɣ̞ s t̪ e o
sexteto	s e ɣ̞ s t̪ e t̪ o
sextina	s e s t̪ i n a
sexting	s e ɣ̞ s t̪ ĩ n
sexto	s e ɣ̞ s t̪ o
sexto	s e s t̪ o
sextorsión	s e ɣ̞ s t̪ o ɾ s j õ n
sextos	s e ɣ̞ s t̪ o s
sextos	s e s t̪ o s
séxtuple	s e ɣ̞ s t̪ u p l e
sextuplicada	s e ɣ̞ s t̪ u p l i k a ð̞ a
sextuplicadas	s e ɣ̞ s t̪ u p l i k a ð̞ a s
sextuplicado	s e ɣ̞ s t̪ u p l i k a ð̞ o
sextuplicados	s e ɣ̞ s t̪ u p l i k a ð̞ o s
sextuplicar	s e ɣ̞ s t̪ u p l i k a ɾ
sexuada	s e ɣ̞ s w a ð̞ a
sexuadas	s e ɣ̞ s w a ð̞ a s
sexuado	s e ɣ̞ s w a ð̞ o
sexuados	s e ɣ̞ s w a ð̞ o s
sexual	s e ɣ̞ s w a l
sexuales	s e ɣ̞ s w a l e s
sexualidad	s e ɣ̞ s w a l i ð̞ a ð̞
sexualización	s e ɣ̞ s w a l i s a s j õ n
sexualizada	s e ɣ̞ s w a l i s a ð̞ a
sexualizadas	s e ɣ̞ s w a l i s a ð̞ a s
sexualizado	s e ɣ̞ s w a l i s a ð̞ o
sexualizados	s e ɣ̞ s w a l i s a ð̞ o s
sexualizar	s e ɣ̞ s w a l i s a ɾ
sexualmente	s e ɣ̞ s w a l m ẽ n̪ t̪ e
seychelense	s e i̯ t͡ʃ e l ẽ n s e
seychelenses	s e i̯ t͡ʃ e l ẽ n s e s
seychellense	s e i̯ t͡ʃ e l ẽ n s e
seychellenses	s e i̯ t͡ʃ e l ẽ n s e s
Seychelles	s e i̯ t͡ʃ e l e s
seyendo	s e ʝ ẽ n̪ d̪ o
seze	s e s e
shake	ʃ e i̯ k
shakespeariano	ʃ e ɣ̞ s p i ɾ j a n o
shakespeariano	s e s p i ɾ j a n o
shakespeariano	t͡ʃ e s p i ɾ j a n o
shalágram	ʃ a l a ɣ̞ ɾ ã m
shamán	ʃ a m ã n
shamánico	ʃ a m a n i k o
shamanismo	ʃ a m a n i z m o
shambar	ʃ ã m b a ɾ
shampoo	ʃ ã m p u
shampoo	t͡ʃ ã m p u
shampú	ʃ ã m p u
shampú	s ã m p u
Shanghái	ʃ ã ŋ ɡ a i̯
shanghaiano	ʃ ã ŋ ɡ a j a n o
shansho	ʃ ã nʲ ʃ o
share	ʃ e ɾ
sharia	ʃ a ɾ j a
sharía	ʃ a ɾ i a
shashaco	ʃ a ʃ a k o
shawarma	ʃ a w̝ a r m a
Sheila	ʃ e i̯ l a
Sheinbaum	ʃ ẽ ĩ m b ã ũ m
shékel	ʃ e k e l
sheriff	ʃ e ɾ i f
sherpa	ʃ e ɾ p a
shigelosis	ʃ i x e l o s i s
shií	ʃ i i
shiitake	ʃ i t̪ a k e
shiitake	s i t̪ a k e
shiksa	ʃ i ɣ̞ s a
Shimabukuro	ʃ i m a β̞ u k u ɾ o
shinto	ʃ ĩ n̪ t̪ o
shipeada	ʃ i p e a ð̞ a
shipeadas	ʃ i p e a ð̞ a s
shipeado	ʃ i p e a ð̞ o
shipeados	ʃ i p e a ð̞ o s
shipear	ʃ i p e a ɾ
shippeada	ʃ i p e a ð̞ a
shippeadas	ʃ i p e a ð̞ a s
shippeado	ʃ i p e a ð̞ o
shippeados	ʃ i p e a ð̞ o s
shippear	ʃ i p e a ɾ
shippeo	ʃ i p e o
Shirley	ʃ i ɾ l e i̯
Shirley	ʃ i ɾ l i
shisha	ʃ i ʃ a
shishona	ʃ i ʃ o n a
shishonas	ʃ i ʃ o n a s
shiso	ʃ i s o
shivaísmo	ʃ i β̞ a i z m o
Shizuko	ʃ i s u k o
sho	ʃ o
Shoá	ʃ o a
shock	ʃ o k
shockeante	ʃ o k e ã n̪ t̪ e
shockear	ʃ o k e a ɾ
shockear	t͡ʃ o k e a ɾ
shockear	s o k e a ɾ
shofar	ʃ o f a ɾ
shogi	s o ɣ̞ i
shogi	s o ɣ̞ i
shogi	ʃ o ɣ̞ i
shogún	ʃ o ɣ̞ ũ n
shooter	ʃ u t̪ e ɾ
shopping	ʃ o p ĩ n
shopping	ʃ o β̞ p ĩ ŋ ɡ
short	ʃ o ɾ t̪
shorts	ʃ o ɾ ð̞ s
shortstop	ʃ o ɾ t̪ e s t̪ o p
shot	ʃ o t̪
show	ʃ o w
show	ʃ o u̯
show	t͡ʃ o u̯
show	s o u̯
showbiz	ʃ o u̯ β̞ i s
showrunner	ʃ o u̯ r a n e ɾ
showrunner	ʃ o u̯ r a n e ɾ
shual	ʃ w a l
shuko	ʃ u k o
shuquía	ʃ u k i a
shura	ʃ u ɾ a
shurquía	ʃ u ɾ k i a
shute	ʃ u t̪ e
si	s i
sí	s i
sialagogo	s j a l a ɣ̞ o ɣ̞ o
siamés	s j a m e s
siamesa	s j a m e s a
siamesas	s j a m e s a s
siameses	s j a m e s e s
Sibanicú	s i β̞ a n i k u
sibanicuense	s i β̞ a n i k w ẽ n s e
sibarita	s i β̞ a ɾ i t̪ a
sibarítico	s i β̞ a ɾ i t̪ i k o
Siberia	s i β̞ e ɾ j a
siberiana	s i β̞ e ɾ j a n a
siberianas	s i β̞ e ɾ j a n a s
siberiano	s i β̞ e ɾ j a n o
