'ch	χ
phrynon	f r ə n ɔ ð
phrynu	f r ə n ɨ
phrysur	f r ə s ɨ̞ r
phum	f ɨ̞ m
phumdegau	f ɨ̞ m d ɛ ɡ a
phunnau	f ɨ̞ n a
phunnau	f ɨ̞ n a ɨ̯
phunnau	f ɨ̞ n ɛ
phunt	f ɨ̞ n t
phur	f ɨː r
phwl	f ʊ l
phwmpen	f ʊ m p a n
phwmpen	f ʊ m p ɛ n
phwysig	f ʊ ɨ̯ s ɪ ɡ
phyliau	f ə l j a
phyliau	f ə l j a ɨ̯
phyliau	f ə l j ɛ
physgod	f ə s ɡ ɔ d
physgodyn	f ə s ɡ ɔ d ɨ̯ n
physgota	f ə s ɡ ɔ t a
phêl	f eː l
pi	p iː
piano	p j a n o
piau	p iː a
piau	p iː a ɨ̯
piau	p iː ɛ
pib	p iː b
pibau	p ɪ b a
pibau	p ɪ b a ɨ̯
pibau	p ɪ b ɛ
pibell	p ɪ b ɛ ɬ
pibellaidd	p ɪ b ɛ ɬ a i̯ ð
pibellaidd	p ɪ b ɛ ɬ ɛ ð
piben	p ɪ b ɛ n
pibgorn	p ɪ b ɡ ɔ r n
pibo	p ɪ b ɔ
pibonwy	p ɪ b ɔ n u ɨ̯
pibonwyen	p ɪ b ɔ n u ɨ̯ ɛ n
pibydd	p ɪ b ɨ̞ ð
pic	p ɪ k
picau	p ɪ k a
picau	p ɪ k a ɨ̯
picau	p ɪ k ɛ
picell	p ɪ k ɛ ɬ
picen	p ɪ k ɛ n
picil	p ɪ k ɪ l
picl	p ɪ k l
piclau	p ɪ k l a
piclau	p ɪ k l a ɨ̯
piclau	p ɪ k l ɛ
piclo	p ɪ k l ɔ
picls	p ɪ k l s
picoch	p ɪ k ɔ χ
pics	p ɪ k s
picwnen	p ɪ k uː n ɛ n
picwnen	p ɪ k ʊ n ɛ n
picwns	p ɪ k ʊ n s
pidyn	p ɪ d ɨ̞ n
pig	p iː ɡ
pigan	p ɪ ɡ a n
pigau	p ɪ ɡ a
pigau	p ɪ ɡ a ɨ̯
pigau	p ɪ ɡ ɛ
pigddu	p ɨ̞ ɡ ð ɨ̞
pigdwll	p ɪ ɡ d ʊ ɬ
pigfain	p ɪ ɡ v a i̯ n
pigfelyn	p ɨ̞ ɡ v ɛ l ɨ̞ n
piglas	p ɪ ɡ l a s
pigwrn	p ɪ ɡ ʊ r n
pigwyn	p ɪ ɡ w ɨ̞ n
pigyn	p ɪ ɡ ɨ̞ n
pigynnau	p ɪ ɡ ə n a
pigynnau	p ɪ ɡ ə n a ɨ̯
pigynnau	p ɪ ɡ ə n ɛ
pil	p iː l
pila	p ɪ l a
pilaon	p ɪ l aː ɔ n
pilen	p ɪ l ɛ n
pilipala	p ɪ l i p a l a
pillffon	p ɪ ɬ f ɔ n
pin	p iː n
pin	p ɪ n
pinafal	p iː n a v a l
pinafal	p ɪ n a v a l
pinaffor	p ɪ n a f ɔ r
pinc	p ɪ ŋ k
pincod	p ɪ ŋ k ɔ d
piner	p ɪ n ɛ r
pinwydd	p ɪ n w ɨ̞ ð
piod	p iː ɔ d
pioden	p i ɔ d a n
pioden	p i ɔ d ɛ n
pioden	p j ɔ d a n
pioden	p j ɔ d ɛ n
pip	p ɪ p
pipa	p ɪ p a
pipaf	p ɪ p a v
pipai	p ɪ p a i̯
pipan	p ɪ p a n
pipant	p ɪ p a n t
piped	p ɪ p ɛ d
pipem	p ɪ p ɛ m
pipen	p ɪ p ɛ n
pipent	p ɪ p ɛ n t
piper	p ɪ p ɪ d
pipes	p ɪ p ɛ s
pipet	p ɪ p ɛ t
pipi	p ɪ p i
pipid	p ɪ p ɪ d
pipit	p ɪ p ɪ t
pipo	p ɪ p ɔ
pipon	p ɪ p ɔ n
piso	p ɪ s ɔ
pistol	p ɪ s d ɔ l
piston	p ɪ s d ɔ n
pitwidol	p ɪ t u i̯ d ɔ l
piw	p iː u̯
piwi	p ɪ u̯ ɪ
piwo	p ɪ u̯ ɔ
piws	p ɪ u̯ s
piwïaid	p ɪ u̯ iː a i̯ d
piwïaid	p ɪ u̯ iː ɛ d
pla	p l aː
pladur	p l a d ɨ̞ r
pladuriau	p l a d ɨ̞ r j a
pladuriau	p l a d ɨ̞ r j a ɨ̯
pladuriau	p l a d ɨ̞ r j ɛ
plaen	p l aː ɨ̯ n
plaid	p l a i̯ d
planc	p l a ŋ k
planed	p l a n ɛ d
planhigion	p l a n h ɪ ɡ j ɔ n
planhigyn	p l a n h ɪ ɡ ɨ̞ n
plannu	p l a n ɨ̞
plant	p l a n t
planta	p l a n t a
plas	p l aː s
plasma	p l a s m a
plastig	p l a s d ɪ ɡ
platfform	p l a t f ɔ r m
platinwm	p l a t ɪ n ʊ m
ple	p l eː
pledren	p l ɛ d r ɛ n
pleidiol	p l e i̯ d j ɔ l
pleidlais	p l e i̯ d l a i̯ s
pleidleisiau	p l e i̯ d l e i̯ ʃ a
pleidleisiau	p l e i̯ d l e i̯ ʃ a ɨ̯
pleidleisiau	p l e i̯ d l e i̯ ʃ ɛ
pleidleisio	p l e i̯ d l e i̯ ʃ ɔ
plentyn	p l ɛ n t ɨ̞ n
plentynnaidd	p l ɛ n t ə n a i̯ ð
plentynnaidd	p l ɛ n t ə n ɛ ð
pleth	p l eː θ
plethau	p l ɛ θ a
plethau	p l ɛ θ a ɨ̯
plethau	p l ɛ θ ɛ
plethdorch	p l ɛ θ d ɔ r χ
plethedig	p l ɛ θ ɛ d ɪ ɡ
plethu	p l ɛ θ ɨ
plethwaith	p l ɛ θ w a i̯ θ
plis	p l iː s
plisg	p l ɪ s ɡ
plisgyn	p l ɪ s ɡ ɨ̞ n
plismon	p l ɪ s m ɔ n
plismones	p l i s m ɔ n a s
plismones	p l i s m ɔ n ɛ s
plismyn	p l ɪ s m ɨ̞ n
plith	p l iː θ
plocyn	p l ɔ k ɨ̞ n
plorod	p l ɔ r ɔ d
ploryn	p l ɔ r ɨ̞ n
plot	p l ɔ t
plotyn	p l ɔ t ɨ̞ n
plu	p l ɨː
pluen	p l ɨː a n
pluen	p l ɨː ɛ n
pluf	p l ɨː v
plufyn	p l ɨ̞ v ɨ̞ n
plwg	p l uː ɡ
plwg	p l ʊ ɡ
plwm	p l ʊ m
plwmws	p l ʊ m ʊ s
plwtoniwm	p l ʊ t ɔ n j ʊ m
plwyf	p l uː ɨ̯
plwyf	p l uː ɨ̯ v
plyg	p l ɨː ɡ
plygiau	p l ə ɡ j a
plygiau	p l ə ɡ j a ɨ̯
plygiau	p l ə ɡ j ɛ
plygio	p l ə ɡ j ɔ
plygu	p l ə ɡ ɨ̞
plymer	p l ə m ɛ r
plymio	p l ə m j ɔ
plymiwr	p l ə m j ʊ r
plymwr	p l ə m ʊ r
plymwyr	p l ə m w ɨ̞ r
plôr	p l oː r
pob	p oː b
pobi	p ɔ b i
pobl	p ɔ b l
pobl	p ɔ b ɔ l
pobloedd	p ɔ b l ɔ ɨ̯ ð
poblog	p ɔ b l ɔ ɡ
poblogaidd	p ɔ b l ɔ ɡ a i̯ ð
pobman	p ɔ b m a n
pobol	p ɔ b ɔ l
poced	p ɔ k ɛ d
pocedu	p ɔ k ɛ d ɨ̞
poed	p oː ɨ̯ d
poen	p oː ɨ̯ n
poena	p ɔ ɨ̯ n a
poendod	p ɔ ɨ̯ n d ɔ d
poenedig	p ɔ ɨ̯ n ɛ d ɪ ɡ
poenedigaeth	p ɔ ɨ̯ n ɛ d ɪ ɡ a ɨ̯ θ
poenen	p ɔ ɨ̯ n ɛ n
poeni	p ɔ ɨ̯ n ɪ
poenit	p ɔ ɨ̯ n ɪ t
poenus	p ɔ ɨ̯ n ɨ̞ s
poenydio	p ɔ ɨ̯ n ə d j ɔ
poeth	p oː ɨ̯ θ
poethach	p ɔ i̯ θ a χ
poethi	p ɔ ɨ̯ θ ɨ
poethrawn	p o ɨ̯ θ r a u̯ n
poethwg	p ɔ ɨ̯ θ ʊ ɡ
polisi	p ɔ l ɪ s i
polisïau	p ɔ l ɪ s i a
polisïau	p ɔ l ɪ s i a ɨ̯
politegol	p ɔ l ɪ t ɛ ɡ ɔ l
politicaidd	p ɔ l ɪ t ɪ k a i̯ ð
poloniwm	p ɔ l ɔ n j ʊ m
polysacarid	p ɔ l ɨ̞ s a k a r ɪ d
pomcin	p ɔ m k ɪ n
poncin	p ɔ ŋ k ɪ n
pont	p ɔ n t
pontydd	p ɔ n t ɨ̞ ð
pop	p ɔ p
popeth	p ɔ p ɛ θ
poptai	p ɔ p t a i̯
popty	p ɔ p t ɨ̞
porchell	p ɔ r χ ɛ ɬ
porfa	p ɔ r v a
porffor	p ɔ r f ɔ r
pori	p ɔ r i
porpin	p ɔ r p ɪ n
porth	p ɔ r θ
porthi	p ɔ r θ i
porthiant	p ɔ r θ j a n t
posib	p ɔ s ɪ b
posibil	p ɔ s ɪ b ɪ l
post	p oː s d
poster	p ɔ s d a r
poster	p ɔ s d ɛ r
posteri	p ɔ s d ɛ r i
postio	p ɔ s d j ɔ
postmon	p ɔ s d m o n
postmyn	p ɔ s d m ɨ̞ n
pot	p ɔ t
potasiwm	p ɔ t a s j ʊ m
potel	p ɔ t a l
potel	p ɔ t ɛ l
potes	p ɔ t a s
potes	p ɔ t ɛ s
pothell	p ɔ θ ɛ ɬ
pothelli	p ɔ θ ɛ ɬ ɪ
pothellog	p ɔ θ ɛ ɬ ɔ ɡ
pothellu	p ɔ θ ɛ ɬ ɨ̞
poti	p ɔ t i
potsio	p ɔ t ʃ ɔ
powdr	p o u̯ d r
powlen	p o u̯ l ɛ n
praff	p r aː f
pragmateg	p r a ɡ m a t ɛ ɡ
praidd	p r a i̯ ð
pranc	p r a n k
prancio	p r a ŋ k j ɔ
praseodymiwm	p r a s ɛ ɔ d ɨ̞ m j ʊ m
pregeth	p r ɛ ɡ a θ
pregeth	p r ɛ ɡ ɛ θ
pregethu	p r ɛ ɡ ɛ θ ɨ̞
pregethwr	p r ɛ ɡ ɛ θ ʊ r
pregethydd	p r ɛ ɡ ɛ θ ɨ̞ ð
preifat	p r e i̯ v a t
preifatrwydd	p r e i̯ v a t r ʊ ɨ̯ ð
pren	p r ɛ n
pres	p r eː s
pres	p r ɛ s
presgripsiwn	p r ɛ s ɡ r ɪ p ʃ ʊ n
preswyl	p r ɛ s ʊ ɨ̯ l
preswylio	p r ɛ s ʊ ɨ̯ l j o
preswylwr	p r ɛ s ʊ ɨ̯ l ʊ r
priapaeth	p r j a p a ɨ̯ θ
priapaeth	p r ɪ a p a ɨ̯ θ
prid	p r iː d
pridd	p r iː ð
priddell	p r ɪ ð a ɬ
priddell	p r ɪ ð ɛ ɬ
priddlech	p r ɪ ð l ɛ χ
prif	p r iː v
prifair	p r ɪ v a i̯ r
prifardd	p r ɪ v a r ð
prifathrawes	p r ɪ v a θ r a u̯ ɛ s
prifathro	p r ɪ v a θ r ɔ
prifbwnc	p r ɪ v b ʊ ŋ k
prifddinas	p r iː v ð ɪ n a s
prifddinas	p r ɪ v ð ɪ n a s
prifeirdd	p r ɪ v e i̯ r ð
priffordd	p r ɪ f ɔ r ð
prifgost	p r ɪ v ɡ ɔ s d
prifiau	p r ɪ v j a
prifiau	p r ɪ v j a ɨ̯
prifiau	p r ɪ v j ɛ
prifion	p r ɪ v j ɔ n
priflamp	p r ɪ v l a m p
priflythyren	p r ɪ v l ə θ ə r ɛ n
prifodl	p r ɪ v ɔ d l
prifwynt	p r ɪ v w ɨ̞ n t
prin	p r iː n
prin	p r ɪ n
prinder	p r ɪ n d e r
prinned	p r ɪ n ɛ d
printio	p r ɪ n t j ɔ
priod	p r i ɔ d
priodas	p r j ɔ d a s
priodas	p r ɪ ɔ d a s
priodi	p r j ɔ d ɪ
priodi	p r ɪ ɔ d ɪ
problem	p r ɔ b l a m
problem	p r ɔ b l ɛ m
problemau	p r ɔ b l ɛ m a
problemau	p r ɔ b l ɛ m a ɨ̯
problemau	p r ɔ b l ɛ m ɛ
procaryot	p r ɔ k a r ɨ̯ ɔ t
procaryotig	p r ɔ k a r ɨː ɔ t ɪ ɡ
proffid	p r ɔ f ɪ d
proffidiol	p r ɔ f ɪ d j ɔ l
profi	p r ɔ v i
profiad	p r ɔ v j a d
profion	p r ɔ v j ɔ n
prol	p r oː l
prolog	p r ɔ l ɔ ɡ
promethiwm	p r ɔ m ɛ θ j ʊ m
prop	p r ɔ p
prosiect	p r ɔ ʃ ɛ k t
protactiniwm	p r ɔ t a k t ɪ n j ʊ m
protest	p r ɔ t ɛ s d
protestiadau	p r ɔ t ɛ s d j a d a
protestiadau	p r ɔ t ɛ s d j a d a ɨ̯
protestiadau	p r ɔ t ɛ s d j a d ɛ
protestio	p r ɔ t ɛ s d j ɔ
protocol	p r ɔ t ɔ k ɔ l
prowlan	p r o u̯ l a n
prudd	p r ɨː ð
pryd	p r ɨː d
pryder	p r ə d a r
pryder	p r ə d ɛ r
prydferth	p r ə d v ɛ r θ
prydferthwch	p r ə d v ɛ r θ ʊ χ
prydlondeb	p r ə d l ɔ n d a b
prydlondeb	p r ə d l ɔ n d ɛ b
prydweddol	p r ə d w ɛ ð ɔ l
prydydd	p r ə d ɨ̞ ð
pryf	p r ɨː
pryf	p r ɨː v
pryfed	p r ə v a d
pryfed	p r ə v ɛ d
pryfedyn	p r ə v ɛ d ɨ̞ n
pryfyn	p r ə v ɨ̞ n
pryfysol	p r ə v ə s ɔ l
pryna	p r ə n a
prynadwy	p r ə n a d ʊ ɨ̯
prynhawn	p n a u̯ n
prynhawn	p r ə n a u̯ n
prynhawn	p r ə n h a u̯ n
prynhawn	p r ɨ̞ n h a u̯ n
prynhawn	p r ɪ n h a u̯ n
prynhawniau	p n a u̯ n j a
prynhawniau	p n a u̯ n j ɛ
prynhawniau	p r ə n h a u̯ n j a
prynhawniau	p r ə n h a u̯ n j ɛ
prynhawniau	p r ɨ̞ n h a u̯ n j a
prynhawniau	p r ɨ̞ n h a u̯ n j a ɨ̯
prynhawniau	p r ɨ̞ n h a u̯ n j ɛ
prynoch	p r ə n ɔ χ
prynodd	p r ə n ɔ ð
prynon	p r ə n ɔ n
prynu	p r ə n ɨ̞
prynwch	p r ə n ʊ χ
prys	p r ɨː s
prysg	p r ɨː s ɡ
prysglwyn	p r ə s ɡ l ʊ ɨ̯ n
prysglwyni	p r ə s ɡ l ʊ ɨ̯ n ɪ
prysgwydd	p r ɨ̞ s ɡ w ɨ̞ ð
prysur	p r ə s ɨ̞ r
pryswydd	p r ɨ̞ s w ɨ̞ ð
près	p r ɛ s
prŷn	p r ɨː n
pulpud	p ɨ̞ l p ɨ̞ d
pum	p ɨ̞ m
pumawd	p ɨ̞ m a u̯ d
pumdegau	p ɨ̞ m d ɛ ɡ a
pumed	p ɨ̞ m a d
pumed	p ɨ̞ m ɛ d
pumongl	p ɨ̞ m ɔ ŋ l
pump	p ɨ̞ m p
punnau	p ɨ̞ n a
punnau	p ɨ̞ n a ɨ̯
punnau	p ɨ̞ n ɛ
punnoedd	p ɨ̞ n ɔ ɨ̯ ð
punt	p ɨ̞ n t
pupur	p ɨ̞ p ɨ̞ r
pupurlys	p ɨ̞ p ɨ̞ r l ɨ̞ s
pur	p ɨː r
puramid	p ɨ̞ r a m ɪ d
purdeb	p ɨ̞ r d a b
purdeb	p ɨ̞ r d ɛ b
pured	p ɨ̞ r ɛ d
purlan	p ɨ̞ r l a n
putain	p ɨ̞ t a i̯ n
putain	p ɨ̞ t ɛ n
puteinaidd	p ɨ̞ t e i̯ n a i̯ ð
puteindy	p ɨ̞ t e i̯ n d ɨ̞
puteinllyd	p ɨ̞ t e i̯ n ɬ ɨ̞ d
pwca	p ʊ k a
pwd	p uː d
pwdu	p ʊ d ɨ
pwerdy	p u ɛ r d ɨ̞
pweru	p ʊ ɛ r ɨ
pwl	p ʊ l
pwll	p ʊ ɬ
pwmp	p ʊ m p
pwmpen	p ʊ m p a n
pwmpen	p ʊ m p ɛ n
pwn	p ʊ n
pwnc	p ʊ ŋ k
pwpa	p ʊ p a
pwrpas	p ʊ r p a s
pwrs	p ʊ r s
pwt	p ʊ t
pwy	p uː ɨ̯
pwy	p ʊ
pwyll	p uː ɨ̯ ɬ
pwyllgor	p ʊ ɨ̯ ɬ ɡ ɔ r
pwyllgora	p ʊ ɨ̯ ɬ ɡ ɔ r a
pwyllgorau	p ʊ ɨ̯ ɬ ɡ ɔ r a
pwyllgorau	p ʊ ɨ̯ ɬ ɡ ɔ r a ɨ̯
pwyllgorau	p ʊ ɨ̯ ɬ ɡ ɔ r ɛ
pwynt	p uː ɨ̯ n t
pwys	p uː ɨ̯ s
pwysau	p ʊ ɨ̯ s a
pwysau	p ʊ ɨ̯ s a ɨ̯
pwysau	p ʊ ɨ̯ s ɛ
pwysi	p ʊ ɨ̯ s ɪ
pwysig	p ʊ ɨ̯ s ɪ ɡ
pwysigrwydd	p ʊ ɨ̯ s ɪ ɡ r ʊ ɨ̯ ð
pwyslais	p ʊ ɨ̯ s l a i̯ s
pwysleisio	p ʊ ɨ̯ s l e i̯ ʃ ɔ
pwyso	p ʊ ɨ̯ s ɔ
pwyth	p uː ɨ̯ θ
pwytho	p ʊ ɨ̯ θ ɔ
pydew	p ə d ɛ u̯
pydredd	p ə d r a ð
pydredd	p ə d r ɛ ð
pydru	p ə d r ɨ̞
pyg	p ɨː ɡ
pyglyd	p ə ɡ l ɨ̞ d
pyglys	p ə ɡ l ɨ̞ s
pyjamas	p ə d͡ʒ a m a s
pyliau	p ə l j a
pyliau	p ə l j a ɨ̯
pyliau	p ə l j ɛ
pylor	p ə l ɔ r
pylu	p ə l ɨ
pymtheg	p ə m θ a ɡ
pymtheg	p ə m θ ɛ ɡ
pymthegfed	p ə m θ ɛ ɡ v a d
pymthegfed	p ə m θ ɛ ɡ v ɛ d
pymthegnos	p ə m θ ɛ ɡ n ɔ s
pyramid	p ɨ̞ r a m ɪ d
pyrit	p ɨ̞ r ɪ t
pyrsio	p ə r s j ɔ
pyrsu	p ə r s ɨ̞
pyrwydd	p ɨ̞ r w ɨ̞ ð
pys	p ɨː s
pysen	p ə s a n
pysen	p ə s ɛ n
pysgadain	p ə s ɡ a d a i̯ n
pysgod	p ə s ɡ ɔ d
pysgodfa	p ə s ɡ ɔ d v a
pysgodle	p ə s ɡ ɔ d l ɛ
pysgodyn	p ə s ɡ ɔ d ɨ̞ n
pysgota	p ə s ɡ ɔ t a
pysgotwr	p ə s ɡ ɔ t ʊ r
pythefnos	p ə θ ɛ v n ɔ s
pàs	p a s
pâl	p aː l
pâr	p aː r
pâst	p aː s d
pêl	p eː l
pêr	p eː r
pìn	p ɪ n
pŵer	p ʊ a r
pŵer	p ʊ ɛ r
pŵl	p uː l
pỳg	p ə ɡ
rabi	r a b i
raced	r a k ɛ d
rad	r aː d
radio	r a d j ɔ
radiwm	r a d j ʊ m
radon	r a d ɔ n
radwla	r a d ʊ l a
raff	r aː f
rafft	r a f d
rai	r a i̯
randibŵ	r a n d ɪ b uː
ras	r aː s
rasel	r a s a l
rasel	r a s ɛ l
raser	r a s ɛ r
rasio	r a ʃ ɔ
rasys	r a s ɨ̞ s
rech	r eː χ
record	r ɛ k ɔ r d
recordiad	r ɛ k ɔ r d j a d
recordio	r ɛ k ɔ r d j ɔ
recriwtiaid	r ɛ k r ɪ u̯ t j a i̯ d
recriwtiaid	r ɛ k r ɪ u̯ t j ɛ d
recríwt	r ɛ k r ɪ u̯ t
rectol	r ɛ k t ɔ l
redais	r ɛ d a i̯ s
redais	r ɛ d ɛ s
redaist	r ɛ d a i̯ s d
redaist	r ɛ d ɛ s d
redeg	r ɛ d a ɡ
redeg	r ɛ d ɛ ɡ
rediad	r ɛ d j a d
rediadau	r ɛ d j a d a
rediadau	r ɛ d j a d a ɨ̯
rediadau	r ɛ d j a d ɛ
redoch	r ɛ d ɔ χ
redodd	r ɛ d ɔ ð
redon	r ɛ d ɔ n
refferenda	r ɛ f ɛ r ɛ n d a
refferendwm	r ɛ f ɛ r ɛ n d u m
regen	r ɛ ɡ ɛ n
regennod	r ɛ ɡ ɛ n ɔ d
regi	r ɛ ɡ i
reiat	r e i̯ a t
reidio	r e i̯ d j ɔ
reis	r e i̯ s
reit	r e i̯ t
reolaeth	r ɛ ɔ l a ɨ̯ θ
restr	r ɛ s d r
rew	r eː u̯
rewgell	r ɛ u̯ ɡ ɛ ɬ
rewi	r ɛ u̯ i
rhaca	r̥ a k a
rhacs	r̥ a k s
rhad	r̥ aː d
rhadlon	r̥ a d l ɔ n
rhaeadr	r̥ e ɨ̯ a d r
rhaff	r̥ aː f
rhafn	r̥ a v n
rhafnwydd	r̥ a v n w ɨ̞ ð
rhag	r̥ a ɡ
rhagddodi	r̥ a ɡ ð ɔ d ɪ
rhagddodiad	r̥ a ɡ ð ɔ d j a d
rhagdybiaeth	r̥ a ɡ d ə b j a ɨ̯ θ
rhagdybiaeth	r̥ a ɡ d ə b j ɛ θ
rhagenw	r̥ a ɡ ɛ n u
rhaglen	r̥ a ɡ l a n
rhaglen	r̥ a ɡ l ɛ n
rhaglenni	r̥ a ɡ l ɛ n ɪ
rhaglennu	r̥ a ɡ l ɛ n ɨ̞
rhaglun	r̥ a ɡ l ɨ̞ n
rhagluniau	r̥ a ɡ l ɨ̞ n j a
rhagluniau	r̥ a ɡ l ɨ̞ n j a ɨ̯
rhagluniau	r̥ a ɡ l ɨ̞ n j ɛ
rhagor	r̥ a ɡ ɔ r
rhagori	r̥ a ɡ ɔ r ɪ
rhagoriaeth	r̥ a ɡ ɔ r j a ɨ̯ θ
rhagoriaeth	r̥ a ɡ ɔ r j ɛ θ
rhagoriaethau	r̥ a ɡ ɔ r j e ɨ̯ θ a
rhagoriaethau	r̥ a ɡ ɔ r j e ɨ̯ θ a ɨ̯
rhagoriaethau	r̥ a ɡ ɔ r j e ɨ̯ θ ɛ
rhagorol	r̥ a ɡ ɔ r ɔ l
rhagorsaf	r̩ a ɡ ɔ r s a v
rhagrith	r̥ a ɡ r ɪ θ
rhai	r̥ a i̯
rhaid	h a i̯ d
rhaid	r̥ a i̯ d
rhaidd	r̥ a i̯ ð
rhain	h e i̯ n
rhain	r̥ a i̯ n
rhain	r̥ e i̯ n
rhaith	r̥ a i̯ θ
rhampio	r̥ a m p j ɔ
rhan	r̥ a n
rhanbarth	r̥ a n b a r θ
rhanbarthau	r̥ a m b a r θ a
rhanbarthau	r̥ a m b a r θ ɛ
rhanbarthau	r̥ a n b a r θ a ɨ̯
rhanddeiliad	r̥ a n ð e i̯ l j a d
rhanddeiliaid	r̥ a n ð e i̯ l j a i̯ d
rhanddeiliaid	r̥ a n ð e i̯ l j ɛ d
rhandy	r̥ a n d ɨ̞
rhanfyddin	r̥ a n v ə ð ɪ n
rhaniad	r̥ a n j a d
rhannu	r̥ a n ɨ̞
rhatach	r̊ a t a χ
rhated	r̊ a t ɛ d
rhathu	r̥ a θ ɨ̞
rhaw	r̥ aː u̯
rhawch	r̥ a u̯ χ
rhawd	r̥ a u̯ d
rhawiau	r̥ a u̯ j a
rhawiau	r̥ a u̯ j a ɨ̯
rhawiau	r̥ a u̯ j ɛ
rhawn	r̥ a u̯ n
rhawngoch	r̥ a u̯ n ɡ ɔ χ
rhech	r̥ eː χ
rheda	r̥ ɛ d a
rhedais	r̥ ɛ d a i̯ s
rhedais	r̥ ɛ d ɛ s
rhedaist	r̥ ɛ d a i̯ s d
rhedaist	r̥ ɛ d ɛ s d
rhedeg	r̥ ɛ d a ɡ
rhedeg	r̥ ɛ d ɛ ɡ
rhediad	r̥ ɛ d j a d
rhediadau	r̥ ɛ d j a d a
rhediadau	r̥ ɛ d j a d a ɨ̯
rhediadau	r̥ ɛ d j a d ɛ
rhedoch	r̥ ɛ d ɔ χ
rhedodd	r̥ ɛ d ɔ ð
rhedon	r̥ ɛ d ɔ n
rhedwch	r̥ ɛ d ʊ χ
rhedyn	r̥ ɛ d ɨ̞ n
rhedyna	r̥ ɛ d ə n a
rhedynach	r̥ ɛ d ə n a χ
rhedynaidd	r̥ ɛ d ə n a i̯ ð
rhedynaidd	r̥ ɛ d ə n ɛ ð
rhedynos	r̥ ɛ d ə n ɔ s
rheffyn	r̊ ɛ f ɨ̞ n
rhefrol	r̥ ɛ v r ɔ l
rheg	r̥ eː ɡ
rhegen	r̥ ɛ ɡ ɛ n
rhegennod	r̥ ɛ ɡ ɛ n ɔ d
rhegfa	r̥ ɛ ɡ v a
rhegfeydd	r̥ ɛ ɡ v e ɨ̯ ð
rhegi	r̥ ɛ ɡ i
rhegion	r̥ ɛ ɡ j ɔ n
rheibies	r̥ e i̯ b j ɛ s
rheiddiadur	r̥ e i̯ ð j a d ɨ̞ r
rheiddiau	r̥ e i̯ ð j a
rheiddiau	r̥ e i̯ ð j a ɨ̯
rheiddiau	r̥ e i̯ ð j ɛ
rheiddio	r̥ e i̯ ð j ɔ
rheiddyn	r̥ e i̯ ð ɨ̞ n
rheidrwydd	r̥ e i̯ d r ʊ i̯ ð
rheidrwydd	r̥ e i̯ d r ʊ ɨ̯ ð
rheilffordd	r̥ e i̯ l f ɔ r ð
rheina	h e i̯ n a
rheina	r̥ e i̯ n a
rheini	r̥ e i̯ n ɪ
rheniwm	r̥ ɛ n j ʊ m
rhent	r̥ ɛ n t
rhenti	r̥ ɛ n t i
rhentu	r̥ ɛ n t ɨ
rhentwr	r̥ ɛ n t ʊ r
rhentwyr	r̥ ɛ n t w ɨ̞ r
rheol	r̥ eː ɔ l
rheolaeth	r̥ ɛ ɔ l a ɨ̯ θ
rheolaidd	r̥ ɛ ɔ l a i̯ ð
rheolaidd	r̥ ɛ ɔ l ɛ ð
rheolau	r̥ ɛ ɔ l a
rheolau	r̥ ɛ ɔ l a ɨ̯
rheolau	r̥ ɛ ɔ l ɛ
rheoli	r̥ ɛ ɔ l ɪ
rheoliad	r̥ ɛ ɔ l j a d
rheoliadau	r̥ ɛ ɔ l j a d a
rheoliadau	r̥ ɛ ɔ l j a d a ɨ̯
rheoliadau	r̥ ɛ ɔ l j a d ɛ
rheoliadur	r̥ ɛ ɔ l j a d ɨ̞ r
rheoliaduron	r̥ ɛ ɔ l j a d ɨ̞ r ɔ n
rheolwr	r̥ ɛ ɔ l ʊ r
rheolydd	r̥ ɛ ɔ l ɨ̞ ð
rhes	r̥ eː s
rhesi	r̥ ɛ s i
rhestr	r̥ ɛ s d r
rhestrau	r̥ ɛ s d r a
rhestrau	r̥ ɛ s d r a ɨ̯
rhestrau	r̥ ɛ s d r ɛ
rhestri	r̥ ɛ s d r i
rheswm	r̥ ɛ s ʊ m
rhesymeg	r̥ ɛ s ə m ɛ ɡ
rhesymol	r̥ ɛ s ə m ɔ l
rhesymoldeb	r̥ ɛ s ə m ɔ l d ɛ b
rhesymu	r̥ ɛ s ə m ɨ̞
rhew	r̥ eː u̯
rhewbwynt	r̥ ɛ u̯ b ʊ ɨ̯ n t
rheweiddio	r̥ ɛ u̯ e i̞ ð j ɔ
rhewgell	r̥ ɛ u̯ ɡ ɛ ɬ
rhewi	r̥ ɛ u̯ ɪ
rhewiad	r̥ ɛ u̯ j a d
rhewlif	r̥ ɛ u̯ l ɪ v
rhewlifeg	r̥ ɛ u̯ l ɪ v ɛ ɡ
rhewlifo	r̥ ɛ u̯ l ɪ v ɔ
rhewlifoedd	r̥ ɛ u̯ l ɪ v ɔ ɨ̯ ð
rhewydd	r̥ ɛ u̯ ɨ̞ ð
rhewynt	r̥ ɛ w ɨ̞ n t
rhi	r̥ iː
rhiain	r̥ i a i̯ n
rhiant	r̥ iː a n t
rhic	r̥ ɪ k
rhieni	r̥ j ɛ n i
rhif	r̥ iː v
rhifau	r̥ ɪ v a
rhifau	r̥ ɪ v a ɨ̯
rhifau	r̥ ɪ v ɛ
rhifed	r̥ ɪ v ɛ d
