'day	d̪ a ɪ̯
sabihan	s aː b iː h ɐ n̪
sabihin	s ɐ b iː h ɪ n̪
sabik	s ɐ b ɪ k̚
sabila	s aː b ɪ l a
sabilaw	s ɐ b iː l a ʊ̯
Sabillo	s ɐ b i l j o
sabisabi	s aː b ɪ s aː b ɪ
sabisabi	s ɐ b ɪ s ɐ b ɪ
sabit	s aː b ɪ t̪̚
sabjek	s a b d͡ʒ ɛ k̚
sabjek	s a b d̪ j ɛ k̚
sabjek	s a b d̪ j ɛ k̚
Sablan	s ɐ b l a n̪
sablay	s ɐ b l a ɪ̯
sable	s aː b l ɛ
sabo	s aː b o
sabog	s ɐ b o ɡ̚
sabog	s aː b o ɡ̚
sabon	s ɐ b o n̪
sabong	s aː b o ŋ
sabongera	s ɐ b o ŋ ɛː ɾ ɐ
sabongero	s ɐ b o ŋ ɛː ɾ o
sabotahe	s ɐ b o t̪ aː h ɛ
saboy	s aː b o ɪ̯
sabsab	s ɐ b s a b̚
sabsaban	s ɐ b s aː b ɐ n̪
sabsidiya	s ɐ b s ɪ d̪ iː j ɐ
sabsidiya	s ɐ b s iː d͡ʒ ɐ
sabsidiya	s ɐ b s iː d̪ j ɐ
sabsidiya	s ɐ b s iː d̪ j ɐ
sabsidya	s ɐ b s iː d͡ʒ ɐ
sabsidya	s ɐ b s i d̪ j ɐ
sabsidya	s ɐ b s i d̪ j ɐ
Sabtang	s ɐ b t̪ a ŋ
sabukot	s ɐ b uː x o t̪̚
sabunan	s aː b uː n̪ ɐ n̪
sabunan	s ɐ b ʊ n̪ a n̪
sabunin	s ɐ b ʊ n̪ ɪ n̪
sabunin	s aː b uː n̪ ɪ n̪
sabunot	s ɐ b uː n̪ o t̪̚
sabunutan	s ɐ b ʊ n̪ uː t̪ ɐ n̪
sabunutan	s aː b ʊ n̪ ʊ t̪ a n̪
sabungan	s ɐ b ʊ ŋ a n̪
sabungero	s ɐ b ʊ ŋ ɛː ɾ o
Saburo	s ɐ b uː ɾ o
sabutan	s ɐ b ʊ t̪ a n̪
sabwat	s ɐ b w a t̪̚
sabwatan	s ɐ b w aː t̪ ɐ n̪
Sacdalan	s ɐ k d̪ aː l ɐ n̪
Saclolo	s ɐ k l oː l o
sadagipik	s ɐ d̪ ɐ ɣ iː p ɪ k̚
sadagipikan	s ɐ d̪ aː ɣ ɪ p ɪ x a n̪
sadaka	s ɐ d̪ ɐ x a
Sadanga	s ɐ d̪ a ŋ ɡ ɐ
Sadanga	s ɐ d̪ aː ŋ ɐ
sadaqa	s ɐ d̪ ɐ x a
sadhan	s ɐ d̪ h a n̪
Sadie	s e ɪ̯ d̪ ɪ
sadismo	s ɐ d̪ i s m o
sadista	s ɐ d̪ i s t̪ ɐ
Sadiwa	s ɐ d̪ iː w ɐ
sadiwa	s ɐ d̪ iː w ɐ ʔ
sadiwantao	s ɐ d̪ iː w ɐ n̪ t̪ aː ʔ o
sadiya	s ɐ d͡ʒ a ʔ
sadiya	s ɐ d̪ j a ʔ
sadiya	s ɐ d̪ j a ʔ
sadlak	s ɐ d̪ l̪ a k̚
sadlok	s ɐ d̪ l̪ o k̚
sadol	s ɐ d̪ o l
sadsad	s ɐ d̪ s a d̪̚
Sadsad	s ɐ d̪ s a d̪̚
Saduceo	s ɐ d̪ ʊ s ɛː j o
Saduseo	s ɐ d̪ ʊ s ɛː j o
Saduseyo	s ɐ d̪ ʊ s ɛː j o
sadya	s ɐ d d͡ʒ a ʔ
sadya	s ɐ d̪ j a ʔ
sadya	s ɐ d̪ j a ʔ
sadyain	s ɐ d d͡ʒ ɐ ʔ ɪ n̪
sadyain	s ɐ d̪ j ɐ ʔ ɪ n̪
sadyain	s ɐ d̪ j ɐ ʔ ɪ n̪
saga	s aː ɣ ɐ ʔ
saga	s aː ɣ ɐ
sagaak	s ɐ ɣ ɐ ʔ a k̚
sagabal	s ɐ ɣ aː b ɐ l
sagad	s ɐ ɣ a d̪̚
sagad	s ɐ ɣ a d̪̚
sagad	s aː ɣ ɐ d̪̚
Sagada	s ɐ ɣ aː d̪ ɐ
sagadsad	s ɐ ɣ ɐ d̪ s a d̪̚
sagal	s aː ɣ ɐ l
sagala	s ɐ ɣ aː l ɐ
sagam	s aː ɣ ɐ m
sagana	s ɐ ɣ aː n̪ ɐ ʔ
sagana	s ɐ ɣ aː n̪ ɐ
sagansan	s ɐ ɣ ɐ n̪ s a n̪
sagap	s aː ɣ ɐ p̚
sagasa	s ɐ ɣ aː s ɐ ʔ
sagasa	s ɐ ɣ ɐ s a ʔ
sagasag	s ɐ ɣ ɐ s a ɡ̚
sagasain	s ɐ ɣ ɐ s aː ʔ ɪ n̪
sagat	s aː ɣ ɐ t̪̚
sagay	s aː ɣ a ɪ̯
Sagay	s aː ɣ a ɪ̯
Sagay	s ɐ ɣ a ɪ̯
sagayad	s ɐ ɣ aː j ɐ d̪̚
sagayad	s ɐ ɣ ɐ j a d̪̚
Sagaysay	s ɐ ɣ a ɪ̯ s a ɪ̯
Sagbayan	s ɐ ɡ b aː j ɐ n̪
saghoy	s ɐ ɡ h o ɪ̯
sagi	s aː ɣ ɪ ʔ
sagi	s aː ɣ ɛ ʔ
sagid	s aː ɣ ɪ d̪̚
sagilap	s ɐ ɣ iː l ɐ p̚
sagimis	s aː ɣ ɪ m ɪ s
sagimsim	s ɐ ɣ ɪ m s ɪ m
sagimuymoy	s ɐ ɣ ɪ m ʊ ɪ̯ m o ɪ̯
saginsin	s ɐ ɣ ɪ n̪ s ɪ n̪
saging	s aː ɣ ɪ ŋ
sagingan	s ɐ ɣ iː ŋ ɐ n̪
sagingan	s ɐ ɣ ɪ ŋ a n̪
sagip	s ɐ ɣ ɪ p̚
sagisag	s ɐ ɣ iː s ɐ ɡ̚
sagitan	s ɐ ɣ iː t̪ ɐ n̪
Sagitaryo	s ɐ ɣ ɪ t̪ a ɾ j o
sagitsit	s ɐ ɣ ɪ t̪ s ɪ t̪̚
sagka	s ɐ ɡ k a ʔ
sagkaan	s ɐ ɡ k ɐ ʔ a n̪
saglit	s ɐ ɡ l ɪ t̪̚
saglit	s ɐ ɡ l ɛ t̪̚
Sagnay	s ɐ ŋ a ɪ̯
Sagnay	s ɐ ɡ n̪ a ɪ̯
Sagñay	s ɐ ŋ a ɪ̯
Sagñay	s ɐ ɡ ɲ a ɪ̯
Sagñay	s ɐ ɡ n̪ j a ɪ̯
Sagñay	s ɐ ɡ n̪ j a ɪ̯
sago	s ɐ ɣ o
sago	s aː ɣ o
sagot	s ɐ ɣ o t̪̚
sagoy	s ɐ ɣ o ɪ̯
sagpak	s ɐ ɡ p a k̚
sagpi	s ɐ ɡ p ɪ ʔ
sagrado	s ɐ ɡ ɾ aː d̪ o
sags	s a ɡ s
sagsag	s ɐ ɡ s a ɡ̚
sagubang	s ɐ ɣ ʊ b a ŋ
Saguid	s aː ɣ ɪ d̪̚
Saguinsin	s ɐ ɣ ɪ n̪ s ɪ n̪
Sagun	s aː ɣ ʊ n̪
sagupa	s ɐ ɣ uː p ɐ ʔ
sagutan	s aː ɣ uː t̪ ɐ n̪
sagutan	s ɐ ɣ ʊ t̪ a n̪
sagutin	s aː ɣ uː t̪ ɪ n̪
sagutin	s ɐ ɣ ʊ t̪ ɪ n̪
sagwa	s ɐ ɡ w a ʔ
sagwan	s ɐ ɡ w a n̪
sagwil	s ɐ ɡ w ɪ l
saha	s aː h ɐ ʔ
Sahagun	s ɐ h aː ɣ ʊ n̪
sahang	s aː h ɐ ŋ
sahat	s aː h ɐ t̪̚
sahig	s ɐ h ɪ ɡ̚
sahig	s ɐ h ɛ ɡ̚
sahing	s aː h ɪ ŋ
Sahitaryo	s ɐ h ɪ t̪ a ɾ j o
saho	s ɐ h o ʔ
sahod	s aː h o d̪̚
sahog	s ɐ h o ɡ̚
sahol	s aː h o l
sahol	s ɐ h o l
Sahon	s ɐ h o n̪
sahuran	s ɐ h ʊ ɾ a n̪
sahuran	s ɐ h uː ɾ ɐ n̪
said	s ɐ ʔ ɪ d̪̚
saidlain	s a ɪ̯ d̪ l̪ a ɪ̯ n̪
saikawalo	s ɐ ʔ ɪ x ɐ w ɐ l o
sailalim	s ɐ ʔ ɪ l aː l ɪ m
Saimsim	s ɐ ʔ ɪ m s ɪ m
saing	s aː ʔ ɪ ŋ
sais	s ɐ ʔ ɪ s
Saito	s a ɪ̯ t̪ o
sajada	s ɐ d͡ʒ aː d̪ ɐ
sajada	s ɐ d̪ j aː d̪ ɐ
sajada	s ɐ d̪ j aː d̪ ɐ
saka	s ɐ x a ʔ
saka	s aː x ɐ
saka	s ɐ x a
sakag	s ɐ x a ɡ̚
sakahan	s ɐ x ɐ h a n̪
sakahan	s ɐ x ɐ h a n̪
sakahan	s aː x aː h ɐ n̪
sakal	s ɐ x a l
sakalam	s aː x ɐ l a m
sakali	s ɐ x aː l ɪ ʔ
sakali	s ɐ x aː l ɛ ʔ
sakalin	s ɐ x ɐ l ɪ n̪
sakam	s ɐ x a m
sakang	s ɐ x a ŋ
sakapuwego	s ɐ x ɐ p w ɛː ɣ o
sakapwego	s ɐ x ɐ p w ɛː ɣ o
sakate	s ɐ x aː t̪ ɛ
sakay	s ɐ x a ɪ̯
sakayan	s aː x aː j ɐ n̪
sakayan	s ɐ x ɐ j a n̪
sakdal	s ɐ k d̪ a l
saket	s ɐ x ɛ t̪̚
saket	s aː x ɛ t̪̚
sakidlat	s ɐ x ɪ d̪ l̪ a t̪̚
sakil	s aː x ɪ l
sakim	s ɐ x ɪ m
sakit	s ɐ x ɪ t̪̚
sakit	s ɐ x ɛ t̪̚
sakit	s aː x ɪ t̪̚
sakitin	s aː x iː t̪ ɪ n̪
sakitin	s ɐ x iː t̪ ɪ n̪
sakla	s ɐ k l a ʔ
saklamento	s ɐ k l ɐ m ɛ n̪ t̪ o
saklang	s ɐ k l a ŋ
saklap	s ɐ k l a p̚
saklaw	s ɐ k l a ʊ̯
saklay	s ɐ k l a ɪ̯
saklit	s ɐ k l ɪ t̪̚
saklob	s ɐ k l o b̚
saklolo	s ɐ k l oː l o
sakmal	s ɐ k m a l
sakmata	s ɐ k m ɐ t̪ a
sakmura	s ɐ k m uː ɾ ɐ ʔ
saknong	s ɐ k n̪ o ŋ
sako	s aː x o
sakob	s aː x o b̚
sakol	s aː x o l
sakol	s ɐ x o l
sakon	s ɐ x o n̪
sakong	s aː x o ŋ
sakop	s aː x o p̚
sakop	s ɐ x o p̚
sakote	s ɐ x oː t̪ ɛ
sakramento	s ɐ k ɾ ɐ m ɛ n̪ t̪ o
sakrilehiyo	s ɐ k ɾ ɪ l ɛː h j o
sakripisyo	s ɐ k ɾ ɪ p iː ʃ o
sakripisyo	s ɐ k ɾ ɪ p i s j o
sakripisyo	s ɐ k ɾ ɪ p i s j o
sakristan	s ɐ k ɾ ɪ s t̪ a n̪
sakristiya	s ɐ k ɾ ɪ s t̪ iː j ɐ
saks	s a k s
saksa	s ɐ k s a ʔ
saksak	s ɐ k s a k̚
saksak	s a k s ɐ k̚
saksakan	s ɐ k s aː x ɐ n̪
saksakan	s ɐ k s ɐ x a n̪
saksakin	s ɐ k s ɐ x ɪ n̪
sakses	s ɐ k s ɛ s
saksi	s ɐ k s ɪ
saksihan	s ɐ k s ɪ h a n̪
saktan	s ɐ k t̪ a n̪
sakto	s a k t̪ o
sakuna	s ɐ x ʊ n̪ a ʔ
sakuna	s ɐ x ʊ n̪ a
sakupbayan	s ɐ x ʊ p b aː j ɐ n̪
sakwa	s ɐ k w a
sakwako	s ɐ k w aː x o
sakya	s ɐ k j a ʔ
sakyamuni	s ɐ k j ɐ m uː n̪ ɪ
sakyan	s ɐ k j a n̪
sala	s aː l ɐ
sala	s aː l ɐ ʔ
sala	s ɐ l a ʔ
sala	s aː l ɐ
sala	s aː l ɐ ʔ
sala	s ɐ l a ʔ
sala	s ɐ l a
sala	s aː l ɐ ʔ
sala	s ɐ l a ʔ
sala	s ɐ l a
sala	s aː l ɐ ʔ
salaan	s ɐ l ɐ ʔ a n̪
salaan	s ɐ l aː ʔ ɐ n̪
salab	s aː l ɐ b̚
salab	s ɐ l a b̚
salab	s aː l ɐ b̚
salab	s ɐ l a b̚
salabat	s ɐ l ɐ b a t̪̚
salabat	s ɐ l aː b ɐ t̪̚
salabay	s ɐ l aː b a ɪ̯
salabay	s ɐ l ɐ b a ɪ̯
salabid	s ɐ l ɐ b ɪ d̪̚
saladin	s ɐ l ɐ d̪ ɪ n̪
saladyo	s ɐ l ɐ d d͡ʒ o
saladyo	s ɐ l ɐ d̪ j o
saladyo	s ɐ l ɐ d̪ j o
salag	s ɐ l a ɡ̚
salag	s aː l ɐ ɡ̚
salaghati	s ɐ l ɐ ɡ h aː t̪ ɪ ʔ
salagimsim	s ɐ l ɐ ɣ ɪ m s ɪ m
salaginto	s ɐ l ɐ ɣ ɪ n̪ t̪ o ʔ
salagoy	s ɐ l ɐ ɣ o ɪ̯
salagubang	s ɐ l ɐ ɣ uː b ɐ ŋ
Salagubang	s ɐ l ɐ ɣ uː b ɐ ŋ
salahilo	s ɐ l ɐ h iː l o
salahula	s ɐ l ɐ h uː l ɐ ʔ
salain	s ɐ l aː ʔ ɪ n̪
salakab	s ɐ l ɐ x a b̚
salakat	s ɐ l ɐ x a t̪̚
salakata	s ɐ l ɐ x ɐ t̪ a ʔ
salakay	s ɐ l aː x a ɪ̯
salakayin	s ɐ l ɐ x aː j ɪ n̪
salakot	s ɐ l ɐ x o t̪̚
salalak	s ɐ l aː l ɐ k̚
salalay	s ɐ l aː l a ɪ̯
salamangka	s ɐ l ɐ m a ŋ k ɐ
salamangka	s ɐ l ɐ m ɐ ŋ k a
salamangkero	s ɐ l ɐ m ɐ ŋ k ɛː ɾ o
salamat	s ɐ l aː m ɐ t̪̚
Salamat	s ɐ l aː m ɐ t̪̚
salamats	s ɐ l aː m ɐ t̪ s
salami	s ɐ l aː m ɪ
salamin	s ɐ l ɐ m ɪ n̪
salamisim	s ɐ l ɐ m iː s ɪ m
salampak	s ɐ l ɐ m p a k̚
salampay	s ɐ l ɐ m p a ɪ̯
salamuch	s ɐ l aː m ɐ t͡ʃ
salamuch	s ɐ l aː m ɐ t̪ s
salamuch	s ɐ l aː m ɐ t̪ s
salamuha	s ɐ l ɐ m uː h ɐ ʔ
Salandanan	s ɐ l ɐ n̪ d̪ aː n̪ ɐ n̪
salansan	s ɐ l ɐ n̪ s a n̪
salanta	s ɐ l ɐ n̪ t̪ a ʔ
salang	s aː l ɐ ŋ
salang	s ɐ l a ŋ
salanggapang	s ɐ l ɐ ŋ ɡ ɐ p a ŋ
salangit	s ɐ l aː ŋ ɪ t̪̚
salangkipot	s aː l ɐ ŋ k ɪ p o t̪̚
salap	s aː l ɐ p̚
salap	s ɐ l a p̚
salapang	s ɐ l ɐ p a ŋ
salapaw	s ɐ l ɐ p a ʊ̯
salapaw	s ɐ l aː p a ʊ̯
salapi	s ɐ l ɐ p ɪ ʔ
salapid	s ɐ l ɐ p ɪ d̪̚
salapid	s ɐ l aː p ɪ d̪̚
salapid	s ɐ l aː p ɪ d̪̚
salapot	s ɐ l aː p o t̪̚
salapsap	s ɐ l ɐ p s a p̚
salara	s ɐ l aː ɾ ɐ
salarin	s ɐ l ɐ ɾ ɪ n̪
salaryo	s ɐ l a ɾ j o
salas	s aː l ɐ s
Salas	s aː l ɐ s
salasa	s ɐ l aː s ɐ ʔ
salasala	s ɐ l aː s ɐ l a
salat	s ɐ l a t̪̚
salatan	s ɐ l aː t̪ ɐ n̪
salaula	s ɐ l ɐ ʔ uː l ɐ ʔ
Salaveria	s ɐ l ɐ v ɛ ɾ j ɐ
Salaveria	s ɐ l ɐ b ɛ ɾ j ɐ
Salaveria	s ɐ l ɐ b ɛ ɾ j ɐ
salawa	s ɐ l ɐ w a
salawag	s ɐ l aː w ɐ ɡ̚
salawahan	s aː l ɐ w ɐ h a n̪
salawahan	s ɐ l ɐ w aː h ɐ n̪
salawahan	s ɐ l ɐ w aː h ɐ n̪
salawak	s ɐ l ɐ w a k̚
salawal	s ɐ l ɐ w a l
salawikain	s ɐ l aː w ɪ x ɐ ʔ ɪ n̪
salawilis	s ɐ l ɐ w iː l ɪ s
salawsaw	s ɐ l a ʊ̯ s a ʊ̯
salay	s ɐ l a ɪ̯
salay	s aː l a ɪ̯
salay	s ɐ l a ɪ̯
salaysay	s ɐ l a ɪ̯ s a ɪ̯
Salazar	s ɐ l ɐ z a ɾ
Salazar	s ɐ l ɐ s a ɾ
Salazar	s ɐ l ɐ s a ɾ
salba	s ɐ l b a
salbabida	s ɐ l b ɐ b iː d̪ ɐ
salbahe	s ɐ l b aː h ɛ
salbakuta	s ɐ l b ɐ x uː t̪ ɐ
Salceda	s ɐ l s ɛː d̪ ɐ
Salcedo	s ɐ l s ɛː d̪ o
Saldaña	s ɐ l d̪ aː ɲ ɐ
Saldaña	s ɐ l d̪ a n̪ j ɐ
Saldaña	s ɐ l d̪ a n̪ j ɐ
saleko	s ɐ l ɛː x o
salero	s ɐ l ɛː ɾ o
Sales	s aː l ɛ s
Salgado	s ɐ l ɡ aː d̪ o
sali	s aː l ɪ
sali	s aː l ɛ
sali	s aː l ɪ ʔ
salida	s ɐ l iː d̪ ɐ
salidangdang	s ɐ l ɪ d̪ ɐ n̪ d̪ a ŋ
salig	s aː l ɪ ɡ̚
saligan	s ɐ l ɪ ɣ a n̪
saligan	s aː l iː ɣ ɐ n̪
saligan	s ɐ l iː ɣ ɐ n̪
salik	s aː l ɪ k̚
salikmata	s ɐ l i k m ɐ t̪ a
salikmata	s ɐ l ɪ k m aː t̪ ɐ ʔ
salikop	s ɐ l iː x o p̚
salikop	s ɐ l ɪ x o p̚
salikop	s ɐ l iː x o p̚
saliksik	s ɐ l ɪ k s ɪ k̚
salimao	s ɐ l ɪ m ɐ ʔ o
salimpusa	s aː l ɪ m p uː s ɐ ʔ
salimuot	s ɐ l ɪ m ʊ ʔ o t̪̚
salimuot	s ɐ l ɪ m ʊ ʔ o t̪̚
salimuot	s ɐ l ɪ m uː ʔ o t̪̚
salin	s aː l ɪ n̪
Salinas	s ɐ l iː n̪ ɐ s
salinidad	s ɐ l ɪ n̪ ɪ d̪ a d̪̚
salinlahi	s aː l ɪ n̪ l aː h ɪ ʔ
saling	s ɐ l ɪ ŋ
salingket	s aː l ɪ ŋ k ɛ t̪̚
salipadpad	s ɐ l ɪ p ɐ d̪ p a d̪̚
salipapaw	s ɐ l ɪ p ɐ p a ʊ̯
salipawpaw	s ɐ l ɪ p a ʊ̯ p a ʊ̯
salirandang	s ɐ l ɪ ɾ ɐ n̪ d̪ a ŋ
saliranrang	s ɐ l ɪ ɾ ɐ n̪ ɾ a ŋ
salirangdang	s ɐ l ɪ ɾ ɐ n̪ d̪ a ŋ
salirangrang	s ɐ l ɪ ɾ ɐ ŋ ɾ a ŋ
saliro	s ɐ l iː ɾ o
salisi	s ɐ l ɪ s ɪ
salisipan	s ɐ l ɪ s ɪ p a n̪
salit	s ɐ l ɪ t̪̚
salita	s ɐ l ɪ t̪ a ʔ
salitain	s ɐ l ɪ t̪ ɐ ʔ ɪ n̪
salitain	s ɐ l ɪ t̪ aː ʔ ɪ n̪
salitikan	s aː l ɪ t̪ ɪ x a n̪
salitin	s ɐ l ɪ t̪ ɪ n̪
salitre	s ɐ l i t̪ ɾ ɛ
saliw	s aː l ɪ ʊ̯
saliw	s ɐ l ɪ ʊ̯
saliwa	s ɐ l ɪ w a ʔ
Sallapadan	s ɐ l l ɐ p aː d̪ ɐ n̪
Sally	s aː l ɪ
salmo	s a l m o
salmon	s ɐ l m o n̪
salo	s ɐ l o
salo	s aː l o
salo	s aː l o ʔ
salog	s aː l o ɡ̚
salok	s aː l o k̚
salong	s aː l o ŋ
salong	s ɐ l o ŋ
Salonga	s ɐ l o ŋ ɡ ɐ
saloobin	s aː l o ʔ o b ɪ n̪
saloong	s ɐ l o ʔ o ŋ
salop	s ɐ l o p̚
salot	s aː l o t̪̚
saloy	s aː l o ɪ̯
salpikaw	s ɐ l p ɪ x a ʊ̯
salpok	s ɐ l p o k̚
salpukin	s ɐ l p ʊ x ɪ n̪
salsa	s a l s ɐ
salsahan	s a l s ɐ h a n̪
salsal	s ɐ l s a l
salsitsas	s ɐ l s iː t͡ʃ ɐ s
salsitsas	s ɐ l s i t̪ s ɐ s
salsitsas	s ɐ l s i t̪ s ɐ s
salsitson	s ɐ l s ɪ t t͡ʃ o n̪
salsitson	s ɐ l s ɪ t̪ s o n̪
salsitson	s ɐ l s ɪ t̪ s o n̪
salt	s o l t̪
salta	s ɐ l t̪ a
saltik	s ɐ l t̪ ɪ k̚
salubayo	s ɐ l ʊ b ɐ j o
salubong	s ɐ l uː b o ŋ
salubong	s ɐ l ʊ b o ŋ
salubsob	s ɐ l ʊ b s o b̚
Salud	s ɐ l ʊ d̪̚
saludo	s ɐ l uː d̪ o
salukoy	s ɐ l uː x o ɪ̯
salulo	s ɐ l uː l o ʔ
Salumbides	s ɐ l ʊ m b iː d̪ ɛ s
salumpong	s ɐ l ʊ m p o ŋ
salumpuwit	s ɐ l ʊ m p w ɪ t̪̚
saluno	s ɐ l uː n̪ o ʔ
salungat	s ɐ l ʊ ŋ a t̪̚
salungguhit	s ɐ l ʊ ŋ ɡ uː h ɪ t̪̚
salungguhitan	s ɐ l ʊ ŋ ɡ ʊ h iː t̪ ɐ n̪
salungki	s ɐ l ʊ ŋ k ɪ ʔ
salungso	s ɐ l ʊ n̪ s o ʔ
saluobin	s aː l ʊ ʔ o b ɪ n̪
saluong	s ɐ l ʊ ʔ o ŋ
saluubin	s aː l ʊ ʔ ʊ b ɪ n̪
saluwal	s ɐ l w a l
saluyan	s ɐ l uː j ɐ n̪
saluyot	s ɐ l uː j o t̪̚
saluysoy	s ɐ l ʊ ɪ̯ s o ɪ̯
Salva	s a l v ɐ
Salva	s a l b ɐ
Salva	s a l b ɐ
Salvacion	s ɐ l v ɐ ʃ o n̪
Salvacion	s ɐ l b ɐ ʃ o n̪
Salvacion	s ɐ l b ɐ s j o n̪
Salvacion	s ɐ l b ɐ ʃ o n̪
Salvacion	s ɐ l b ɐ s j o n̪
Salvador	s ɐ l v ɐ d̪ o ɾ
Salvador	s ɐ l b ɐ d̪ o ɾ
Salvador	s ɐ l b ɐ d̪ o ɾ
salvage	s a l v e ɪ̯ d͡ʒ
salvage	s a l b e ɪ̯ d͡ʒ
salvage	s a l b e ɪ̯ d̪ s
salvage	s a l b e ɪ̯ d͡ʒ
salvage	s a l b e ɪ̯ d̪ s
Salvanera	s ɐ l v ɐ n̪ ɛː ɾ ɐ
Salvanera	s ɐ l b ɐ n̪ ɛː ɾ ɐ
Salvanera	s ɐ l b ɐ n̪ ɛː ɾ ɐ
Salvatierra	s ɐ l v ɐ t͡ʃ ɛː ɾ ɐ
Salvatierra	s ɐ l b ɐ t͡ʃ ɛː ɾ ɐ
Salvatierra	s ɐ l b ɐ t̪ j ɛː ɾ ɐ
Salvatierra	s ɐ l b ɐ t͡ʃ ɛː ɾ ɐ
Salvatierra	s ɐ l b ɐ t̪ j ɛː ɾ ɐ
salwa	s ɐ l w a
salwak	s ɐ l w a k̚
Sam	s a m
sama	s aː m ɐ
sama	s ɐ m a ʔ
sama	s ɐ m a
samahan	s ɐ m aː h ɐ n̪
samahan	s ɐ m ɐ h a n̪
samahan	s aː m aː h ɐ n̪
samain	s ɐ m ɐ ʔ ɪ n̪
samain	s aː m aː ʔ ɪ n̪
samakailan	s ɐ m ɐ x ɐ ʔ ɪ l a n̪
samakailan	s ɐ m ɐ x a ɪ̯ l a n̪
samakalawa	s ɐ m ɐ x ɐ l ɐ w a
samakatlo	s ɐ m ɐ x ɐ t̪ l̪ o
samakatuwid	s ɐ m ɐ x ɐ t̪ w ɪ d̪̚
samakatwid	s ɐ m ɐ x ɐ t̪ w ɪ d̪̚
Samal	s aː m ɐ l
samalamig	s ɐ m ɐ l ɐ m ɪ ɡ̚
samalamig	s ɐ m aː l ɐ m ɪ ɡ̚
Samaniego	s ɐ m ɐ n ɲ ɛː ɣ o
Samaniego	s ɐ m ɐ n̪ j ɛː ɣ o
Samaniego	s ɐ m ɐ n̪ j ɛː ɣ o
samantala	s ɐ m ɐ n̪ t̪ aː l ɐ
samantala	s ɐ m ɐ n̪ t̪ aː l ɐ ʔ
samantala	s ɐ m ɐ n̪ t̪ ɐ l a
samantala	s ɐ m ɐ n̪ t̪ aː l ɐ
Samantha	s ɐ m a n̪ t̪ ɐ
Samar	s aː m ɐ ɾ
samaral	s ɐ m aː ɾ ɐ l
samaritano	s ɐ m ɐ ɾ ɪ t̪ aː n̪ o
Samaritano	s ɐ m ɐ ɾ ɪ t̪ aː n̪ o
samasam	s ɐ m aː s ɐ m
samat	s aː m ɐ t̪̚
samat	s ɐ m a t̪̚
samat	s aː m ɐ t̪̚
samay	s aː m a ɪ̯
samaya	s ɐ m ɐ j a ʔ
samaynaka	s ɐ m a ɪ̯ n̪ aː x ɐ ʔ
samaynaka	s ɐ m a ɪ̯ n̪ ɐ x a ʔ
samba	s ɐ m b a
samba	s a m b ɐ
sambahayan	s ɐ m b ɐ h ɐ j a n̪
sambakol	s ɐ m b aː x o l
sambal	s ɐ m b a l
sambalilo	s ɐ m b ɐ l iː l o
sambasamba	s ɐ m b aː s ɐ m b a
sambat	s ɐ m b a t̪̚
sambit	s ɐ m b ɪ t̪̚
Samboan	s ɐ m b o w a n̪
sambog	s ɐ m b o ɡ̚
sambong	s ɐ m b o ŋ
sambot	s ɐ m b o t̪̚
sambulat	s ɐ m b uː l ɐ t̪̚
samg	s a m d͡ʒ ɪ
samg	s a m d̪ j ɪ
samg	s a m d̪ j ɪ
samgiyup	s a m ɡ j ʊ p̚
samgiyupsal	s a m ɡ j ʊ p s a l
samgiyupsalan	s a m ɡ j ʊ p s aː l ɐ n̪
samgyup	s a m ɡ j ʊ p̚
samgyupsal	s a m ɡ j ʊ p s a l
samgyupsalan	s a m ɡ j ʊ p s aː l ɐ n̪
samid	s ɐ m ɪ d̪̚
samil	s aː m ɪ l
saminaka	s ɐ m ɪ n̪ ɐ x a ʔ
samlang	s ɐ m l a ŋ
samo	s aː m o ʔ
samok	s aː m o k̚
Samonte	s ɐ m o n̪ t̪ ɛ
samot	s aː m o t̪̚
sampa	s ɐ m p a
Sampaga	s ɐ m p aː ɣ ɐ
sampaga	s ɐ m p aː ɣ ɐ
sampagita	s ɐ m p ɐ ɣ iː t̪ ɐ
sampaguita	s ɐ m p ɐ ɣ iː t̪ ɐ
sampal	s ɐ m p a l
sampalataya	s ɐ m p ɐ l ɐ t̪ aː j ɐ
sampalin	s ɐ m p ɐ l ɪ n̪
Sampaloc	s ɐ m p aː l o k̚
sampalok	s ɐ m p aː l o k̚
Sampalukin	s ɐ m p ɐ l uː x ɪ n̪
sampan	s ɐ m p a n̪
sampay	s ɐ m p a ɪ̯
sampayan	s ɐ m p aː j ɐ n̪
sampayan	s ɐ m p ɐ j a n̪
sampid	s ɐ m p ɪ d̪̚
sampo	s ɐ m p o ʔ
sampol	s a m p o l
sampon	s ɐ m p o n̪
sampu	s ɐ m p ʊ ʔ
Sampuluan	s ɐ m p ʊ l ʊ ʔ a n̪
Sampuluanin	s ɐ m p ʊ l ʊ ʔ aː n̪ ɪ n̪
sampun	s ɐ m p ʊ n̪
sampuo	s ɐ m p ʊ ʔ o ʔ
sampuo	s ɐ m p uː ʔ o ʔ
sampurado	s ɐ m p ʊ ɾ aː d̪ o
samsam	s ɐ m s a m
samsamin	s ɐ m s ɐ m ɪ n̪
Samson	s a m s o n̪
Samuel	s ɐ m w ɛ l
Samula	s ɐ m ʊ l a ʔ
samuol	s ɐ m uː ʔ o l
samuray	s ɐ m ʊ ɾ a ɪ̯
