अ	ɐ
सम्राट्	s̪ ɐ m ɾ ɑː ʈ
सरक	s ɐ ɾ ɐ k ɐ
सरक	s̪ ɐ ɾ ɐ k ɐ
सरति	s ɐ́ ɾ ɐ t i
सरति	s̪ ɐ ɾ ɐ t̪ i
सरत्	s ɐ́ ɾ ɐ t
सरत्	s̪ ɐ ɾ ɐ t̪
सरमा	s ɐ ɾ ɐ m ɑː
सरमा	s̪ ɐ ɾ ɐ m ɑː
सरल	s ɐ ɾ ɐ l ɐ
सरल	s̪ ɐ ɾ ɐ l̪ ɐ
सरस्	s ɐ́ ɾ ɐ s
सरस्	s̪ ɐ ɾ ɐ s̪
सरस्वती	s ɐ ɾ ɐ s ʋ ɐ t iː
सरस्वती	s̪ ɐ ɾ ɐ s̪ ʋ ɐ t̪ iː
सरित्	s ɐ ɾ í t
सरित्	s̪ ɐ ɾ i t̪
सरु	s ɐ́ ɾ u
सरु	s̪ ɐ ɾ u
सरोज	s ɐ ɾ ɐ w d͡ʑ ɐ
सरोज	s̪ ɐ ɾ oː d͡ʑ ɐ
सर्ग	s ɐ́ ɾ ɡ ɐ
सर्ग	s̪ ɐ ɾ ɡ ɐ
सर्जन	s ɐ́ ɾ d͡ʑ ɐ n ɐ
सर्जन	s̪ ɐ ɾ d͡ʑ ɐ n̪ ɐ
सर्प	s ɐ ɾ p ɐ́
सर्प	s̪ ɐ ɾ p ɐ
सर्पिस्	s ɐ ɾ p í s
सर्पिस्	s̪ ɐ ɾ p i s̪
सर्म	s ɐ́ ɾ m ɐ
सर्म	s̪ ɐ ɾ m ɐ
सर्व	s ɐ́ ɾ ʋ ɐ
सर्व	s̪ ɐ ɾ ʋ ɐ
सर्वत्र	s ɐ ɾ ʋ ɐ t ɾ ɐ
सर्वत्र	s̪ ɐ ɾ ʋ ɐ t̪ ɾ ɐ
सर्वनामन्	s ɐ ɾ ʋ ɐ n ɑː m ɐ n
सर्वनामन्	s̪ ɐ ɾ ʋ ɐ n̪ ɑː m ɐ n̪
सर्षप	s ɐ ɾ ʂ ɐ p ɐ
सर्षप	s̪ ɐ ɾ ʂ ɐ p ɐ
सलिल	s ɐ l i l ɐ
सलिल	s̪ ɐ l̪ i l̪ ɐ
सव	s ɐ ʋ ɐ́
सव	s̪ ɐ ʋ ɐ
सविता	s ɐ ʋ i t ɑ́ː
सविता	s̪ ɐ ʋ i t̪ ɑː
सवितृ	s ɐ ʋ i t ŕ̩
सवितृ	s̪ ɐ ʋ i t̪ r̩
सवीमन्	s ɐ́ ʋ iː m ɐ n
सवीमन्	s̪ ɐ ʋ iː m ɐ n̪
सव्य	s ɐ ʋ j ɐ́
सव्य	s̪ ɐ ʋ j ɐ
सस	s ɐ s ɐ́
सस	s̪ ɐ s̪ ɐ
ससान	s ɐ s ɑː n ɐ
ससान	s̪ ɐ s̪ ɑː n̪ ɐ
सस्पिञ्जर	s ɐ s p í ɲ d͡ʑ ɐ ɾ ɐ
सस्पिञ्जर	s̪ ɐ s̪ p i ɲ d͡ʑ ɐ ɾ ɐ
सस्य	s ɐ s j ɐ́
सस्य	s̪ ɐ s̪ j ɐ
सस्वार	s ɐ s ʋ ɑː ɾ ɐ
सस्वार	s̪ ɐ s̪ ʋ ɑː ɾ ɐ
सह	s ɐ ɦ ɐ́
सह	s̪ ɐ ɦ ɐ
सहति	s ɐ ɦ ɐ t i
सहति	s̪ ɐ ɦ ɐ t̪ i
सहते	s ɐ́ ɦ ɐ t ɐ j
सहते	s̪ ɐ ɦ ɐ t̪ eː
सहदेव	s ɐ ɦ ɐ d ɐ j ʋ ɐ
सहदेव	s̪ ɐ ɦ ɐ d̪ eː ʋ ɐ
सहन	s ɐ ɦ ɐ n ɐ
सहन	s̪ ɐ ɦ ɐ n̪ ɐ
सहवास	s ɐ ɦ ɐ́ ʋ ɑː s ɐ
सहवास	s̪ ɐ ɦ ɐ ʋ ɑː s̪ ɐ
सहस्	s ɐ́ ɦ ɐ s
सहस्	s̪ ɐ ɦ ɐ s̪
सहस्र	s ɐ ɦ ɐ́ s ɾ ɐ
सहस्र	s̪ ɐ ɦ ɐ s̪ ɾ ɐ
सहस्रदीधिति	s ɐ ɦ ɐ s ɾ ɐ d iː dʱ i t i
सहस्रदीधिति	s̪ ɐ ɦ ɐ s̪ ɾ ɐ d̪ iː d̪ʱ i t̪ i
सहस्रनेत्र	s̪ ɐ ɦ ɐ s̪ ɾ ɐ n̪ eː t̪ ɾ ɐ
सहस्राब्द	s ɐ ɦ ɐ́ s ɾ ɑː b d ɐ
सहस्राब्द	s̪ ɐ ɦ ɐ s̪ ɾ ɑː b d̪ ɐ
सहस्रिमान	s ɐ ɦ ɐ s ɾ i m ɑː n ɐ
सहस्रिमान	s̪ ɐ ɦ ɐ s̪ ɾ i m ɑː n̪ ɐ
सहाय	s ɐ ɦ ɑː j ɐ
सहाय	s̪ ɐ ɦ ɑː j ɐ
सहित	s ɐ ɦ i t ɐ
सहित	s̪ ɐ ɦ i t̪ ɐ
सहोदर	s ɐ ɦ ɐ w d ɐ ɾ ɐ
सहोदर	s̪ ɐ ɦ oː d̪ ɐ ɾ ɐ
सह्	s ɐ ɦ
सह्	s̪ ɐ ɦ
सा	s ɑː
सा	s̪ ɑː
सांख्य	s ɑː ŋ kʰ j ɐ
सांख्य	s̪ ɑː ŋ kʰ j ɐ
सांवादिक	s̪ ɑ̃ː ʋ ɑː d̪ i k ɐ
साकम्	s ɑː k ɐ́ m
साकम्	s̪ ɑː k ɐ m
साक्षिणी	s ɑː k ʂ i ɳ iː
साक्षिणी	s̪ ɑː k ʂ i ɳ iː
साक्षिन्	s ɑː k ʂ i n
साक्षिन्	s̪ ɑː k ʂ i n̪
साक्षी	s ɑː k ʂ iː
साक्षी	s̪ ɑː k ʂ iː
साक्ष्य	s ɑː k ʂ j ɐ
साक्ष्य	s̪ ɑː k ʂ j ɐ
सागर	s ɑː ɡ ɐ ɾ ɐ
सागर	s̪ ɑː ɡ ɐ ɾ ɐ
साढ	s ɑː ɖʱ ɐ́
साढ	s̪ ɑː ɖʱ ɐ
साढृ	s ɑ́ː ɖʱ r̩
साढृ	s̪ ɑː ɖʱ r̩
साण्ड	s ɑ́ː ɳ ɖ ɐ
साण्ड	s̪ ɑː ɳ ɖ ɐ
सात	s ɑː t ɐ́
सात	s̪ ɑː t̪ ɐ
साद	s ɑː d ɐ́
साद	s̪ ɑː d̪ ɐ
सादः	s ɑː d ɐ h
सादः	s̪ ɑː d̪ ɐ h
सादम्	s ɑː d ɐ m
सादम्	s̪ ɑː d̪ ɐ m
सादस्य	s ɑː d ɐ s j ɐ
सादस्य	s̪ ɑː d̪ ɐ s̪ j ɐ
सादाः	s ɑː d ɑː h
सादाः	s̪ ɑː d̪ ɑː h
सादात्	s ɑː d ɑː t
सादात्	s̪ ɑː d̪ ɑː t̪
सादान्	s ɑː d ɑː n
सादान्	s̪ ɑː d̪ ɑː n̪
सादाय	s ɑː d ɑː j ɐ
सादाय	s̪ ɑː d̪ ɑː j ɐ
सादे	s ɑː d ɐ j
सादे	s̪ ɑː d̪ eː
सादेन	s ɑː d ɐ j n ɐ
सादेन	s̪ ɑː d̪ eː n̪ ɐ
सादेभ्यः	s ɑː d ɐ j bʱ j ɐ h
सादेभ्यः	s̪ ɑː d̪ eː bʱ j ɐ h
सादेषु	s ɑː d ɐ j ʂ u
सादेषु	s̪ ɑː d̪ eː ʂ u
सादैः	s ɑː d ɑː j h
सादैः	s̪ ɑː d̪ ɑ j h
साधन	s ɑ́ː dʱ ɐ n ɐ
साधन	s̪ ɑː d̪ʱ ɐ n̪ ɐ
साधना	s ɑ́ː dʱ ɐ n ɑː
साधना	s̪ ɑː d̪ʱ ɐ n̪ ɑː
साधु	s ɑː dʱ ú
साधु	s̪ ɑː d̪ʱ u
साध्	s ɑː dʱ
साध्	s̪ ɑː d̪ʱ
साध्नोति	s ɑː dʱ n ɐ́ w t i
साध्नोति	s̪ ɑː d̪ʱ n̪ oː t̪ i
साध्य	s ɑː dʱ j ɐ́
साध्य	s̪ ɑː d̪ʱ j ɐ
साध्वलंकृत	s ɑː dʱ ʋ ɐ l ɐ ŋ k r̩ t ɐ
साध्वलंकृत	s̪ ɑː d̪ʱ ʋ ɐ l̪ ɐ ŋ k r̩ t̪ ɐ
साप्ताहिक	s ɑː p t ɑː ɦ i k ɐ
साप्ताहिक	s̪ ɑː p t̪ ɑː ɦ i k ɐ
साफल्य	s ɑː pʰ ɐ l j ɐ
साफल्य	s̪ ɑː pʰ ɐ l̪ j ɐ
साम	s ɑː m ɐ
साम	s̪ ɑː m ɐ
सामग्री	s ɑː m ɐ ɡ ɾ iː
सामग्री	s̪ ɑː m ɐ ɡ ɾ iː
सामन्	s ɑ́ː m ɐ n
सामन्	s̪ ɑː m ɐ n̪
सामवेद	s ɑː m ɐ ʋ ɐ j d ɐ́
सामवेद	s̪ ɑː m ɐ ʋ eː d̪ ɐ
सामान्य	s ɑː m ɑː n j ɐ
सामान्य	s̪ ɑː m ɑː n̪ j ɐ
सामि	s ɑː m í
सामि	s̪ ɑː m i
साय	s ɑː j ɐ
साय	s̪ ɑː j ɐ
सायं	s ɑː j ɐ́ m
सायं	s̪ ɑː j ɐ m
सायंकाल	s ɑː j ɐ ŋ k ɑː l ɐ
सायंकाल	s̪ ɑː j ɐ ŋ k ɑː l̪ ɐ
सायक	s ɑː j ɐ k ɐ
सायक	s̪ ɑː j ɐ k ɐ
सायम्	s ɑː j ɐ́ m
सायम्	s̪ ɑː j ɐ m
सायाह्न	s ɑː j ɑː ɦ n ɐ́
सायाह्न	s̪ ɑː j ɑː ɦ n̪ ɐ
सार	s ɑː ɾ ɐ
सार	s̪ ɑː ɾ ɐ
सार्थ	s ɑ́ː ɾ tʰ ɐ
सार्थ	s̪ ɑː ɾ t̪ʰ ɐ
सार्ध	s̪ ɑː ɾ d̪ʱ ɐ
सार्धम्	s ɑː ɾ dʱ ɐ́ m
सार्धम्	s̪ ɑː ɾ d̪ʱ ɐ m
साळ्हृ	s ɑ́ː ɭ̆ʱ r̩
साळ्हृ	s̪ ɑː ɭ̆ʱ r̩
सावधान	s ɑː ʋ ɐ dʱ ɑː n ɐ
सावधान	s̪ ɑː ʋ ɐ d̪ʱ ɑː n̪ ɐ
सास्वर्ति	s ɑː s ʋ ɐ ɾ t i
सास्वर्ति	s̪ ɑː s̪ ʋ ɐ ɾ t̪ i
साह	s ɑː ɦ ɐ
साह	s̪ ɑː ɦ ɐ
साहित्य	s ɑː ɦ i t j ɐ
साहित्य	s̪ ɑː ɦ i t̪ j ɐ
सि	s i
सि	s̪ i
सिंह	s i n ɦ ɐ́
सिंह	s i ɡ m̩ ɦ ɐ́
सिंह	s ĩ ɦ ɐ́
सिंह	s̪ ĩ ɦ ɐ
सिंहदंष्ट्र	s ĩ ɦ ɐ d ɐ̃ ʂ ʈ ɾ ɐ
सिंहदंष्ट्र	s̪ ĩ ɦ ɐ d̪ ɐ̃ ʂ ʈ ɾ ɐ
सिंहपुर	s ĩ ɦ ɐ́ p u ɾ ɐ
सिंहपुर	s̪ ĩ ɦ ɐ p u ɾ ɐ
सिंहल	s̪ ĩ ɦ ɐ l̪ ɐ
सिंहलद्वीप	s̪ ĩ ɦ ɐ l̪ ɐ d̪ ʋ iː p ɐ
सिंहाचल	s ĩ ɦ ɑː t͡ɕ ɐ l ɐ
सिंहाचल	s̪ ĩ ɦ ɑː t͡ɕ ɐ l̪ ɐ
सिकता	s í k ɐ t ɑː
सिकता	s̪ i k ɐ t̪ ɑː
सिच्	s i t͡ɕ
सिच्	s̪ i t͡ɕ
सिञ्चति	s i ɲ t͡ɕ ɐ t i
सिञ्चति	s̪ i ɲ t͡ɕ ɐ t̪ i
सित	s i t ɐ́
सित	s̪ i t̪ ɐ
सिद्ध	s i d dʱ ɐ
सिद्ध	s̪ i d̪ d̪ʱ ɐ
सिद्धार्थ	s i d dʱ ɑ́ː ɾ tʰ ɐ
सिद्धार्थ	s̪ i d̪ d̪ʱ ɑː ɾ t̪ʰ ɐ
सिद्धि	s i d dʱ i
सिद्धि	s̪ i d̪ d̪ʱ i
सिध्	s i dʱ
सिध्	s̪ i d̪ʱ
सिनीतः	s i n iː t ɐ h
सिनीतः	s̪ i n̪ iː t̪ ɐ h
सिन्धु	s í n dʱ u
सिन्धु	s̪ i n̪ d̪ʱ u
सिन्व	s i n ʋ ɐ
सिन्व	s̪ i n̪ ʋ ɐ
सिरा	s i ɾ ɑ́ː
सिरा	s̪ i ɾ ɑː
सिसर्ति	s í s ɐ ɾ t i
सिसर्ति	s̪ i s̪ ɐ ɾ t̪ i
सिस्वरिषति	s i s ʋ ɐ ɾ i ʂ ɐ t i
सिस्वरिषति	s̪ i s̪ ʋ ɐ ɾ i ʂ ɐ t̪ i
सीक्षते	s íː k ʂ ɐ t ɐ j
सीक्षते	s̪ iː k ʂ ɐ t̪ eː
सीता	s iː t ɑː
सीता	s̪ iː t̪ ɑː
सीदति	s íː d ɐ t i
सीदति	s̪ iː d̪ ɐ t̪ i
सीमन्	s iː m ɐ́ n
सीमन्	s̪ iː m ɐ n̪
सीवयति	s iː ʋ ɐ j ɐ t i
सीवयति	s̪ iː ʋ ɐ j ɐ t̪ i
सीव्यति	s íː ʋ j ɐ t i
सीव्यति	s̪ iː ʋ j ɐ t̪ i
सीस	s iː s ɐ
सीस	s̪ iː s̪ ɐ
सु	s u
सु	s̪ u
सुऊति	s u uː t í
सुऊति	s̪ u uː t̪ i
सुकुमार	s u k u m ɑː ɾ ɐ
सुकुमार	s̪ u k u m ɑː ɾ ɐ
सुख	s u kʰ ɐ́
सुख	s̪ u kʰ ɐ
सुखिन्	s u kʰ i n
सुखिन्	s̪ u kʰ i n̪
सुगन्ध	s u ɡ ɐ n dʱ ɐ
सुगन्ध	s̪ u ɡ ɐ n̪ d̪ʱ ɐ
सुग्रीव	s u ɡ ɾ iː ʋ ɐ
सुग्रीव	s̪ u ɡ ɾ iː ʋ ɐ
सुत	s u t ɐ
सुत	s̪ u t̪ ɐ
सुदृश्	s u d r̩ ɕ
सुदृश्	s̪ u d̪ r̩ ɕ
सुधा	s u dʱ ɑː
सुधा	s̪ u d̪ʱ ɑː
सुधांशु	s u dʱ ɑ̃ː ɕ ú
सुधांशु	s̪ u d̪ʱ ɑ̃ː ɕ u
सुनीत	s u n iː t ɐ
सुनीत	s̪ u n̪ iː t̪ ɐ
सुन्दर	s u n d ɐ ɾ ɐ
सुन्दर	s̪ u n̪ d̪ ɐ ɾ ɐ
सुन्दरी	s u n d ɐ ɾ iː
सुन्दरी	s̪ u n̪ d̪ ɐ ɾ iː
सुपर्ण	s u p ɐ ɾ ɳ ɐ́
सुपर्ण	s̪ u p ɐ ɾ ɳ ɐ
सुपार	s u p ɑː ɾ ɐ́
सुपार	s̪ u p ɑː ɾ ɐ
सुप्त	s u p t ɐ́
सुप्त	s̪ u p t̪ ɐ
सुप्रचेतस्	s u p ɾ ɐ́ t͡ɕ ɐ j t ɐ s
सुप्रचेतस्	s̪ u p ɾ ɐ t͡ɕ eː t̪ ɐ s̪
सुभग	s u bʱ ɐ́ ɡ ɐ
सुभग	s̪ u bʱ ɐ ɡ ɐ
सुभद्र	s ú bʱ ɐ d ɾ ɐ
सुभद्र	s̪ u bʱ ɐ d̪ ɾ ɐ
सुमत्	s u m ɐ́ t
सुमत्	s̪ u m ɐ t̪
सुमित्रा	s u m i t ɾ ɑː
सुमित्रा	s̪ u m i t̪ ɾ ɑː
सुम्न	s u m n ɐ́
सुम्न	s̪ u m n̪ ɐ
सुर	s u ɾ ɐ
सुर	s̪ u ɾ ɐ
सुरक्षा	s u ɾ ɐ k ʂ ɑː
सुरक्षा	s̪ u ɾ ɐ k ʂ ɑː
सुरम्य	s u ɾ ɐ m j ɐ
सुरम्य	s̪ u ɾ ɐ m j ɐ
सुरम्या	s u ɾ ɐ m j ɑː
सुरम्या	s̪ u ɾ ɐ m j ɑː
सुरा	s ú ɾ ɑː
सुरा	s̪ u ɾ ɑː
सुराधिप	s u ɾ ɑ́ː dʱ i p ɐ
सुराधिप	s̪ u ɾ ɑː d̪ʱ i p ɐ
सुराधिपः	s̪ u ɾ ɑː d̪ʱ i p ɐ h
सुराधिपस्	s̪ u ɾ ɑː d̪ʱ i p ɐ s̪
सुराष्ट्र	s ú ɾ ɑː ʂ ʈ ɾ ɐ
सुराष्ट्र	s̪ u ɾ ɑː ʂ ʈ ɾ ɐ
सुलभ	s u l ɐ bʱ ɐ
सुलभ	s̪ u l̪ ɐ bʱ ɐ
सुवति	s u ʋ ɐ́ t i
सुवति	s̪ u ʋ ɐ t̪ i
सुवर्ण	s u ʋ ɐ́ ɾ ɳ ɐ
सुवर्ण	s̪ u ʋ ɐ ɾ ɳ ɐ
सुवर्णभूमि	s u ʋ ɐ́ ɾ ɳ ɐ bʱ uː m i
सुवर्णभूमि	s̪ u ʋ ɐ ɾ ɳ ɐ bʱ uː m i
सुशेव	s u ɕ ɐ́ j ʋ ɐ
सुशेव	s̪ u ɕ eː ʋ ɐ
सुशेवस्	s u ɕ ɐ́ j ʋ ɐ s
सुशेवस्	s̪ u ɕ eː ʋ ɐ s̪
सुशेव्य	s u ɕ ɐ́ j ʋ j ɐ
सुशेव्य	s̪ u ɕ eː ʋ j ɐ
सुशोक	s u ɕ ɐ́ w k ɐ
सुशोक	s̪ u ɕ oː k ɐ
सुश्चन्द्र	s u ɕ t͡ɕ ɐ n d ɾ ɐ́
सुश्चन्द्र	s̪ u ɕ t͡ɕ ɐ n̪ d̪ ɾ ɐ
सुश्रप	s u ɕ ɾ ɐ́ p ɐ
सुश्रप	s̪ u ɕ ɾ ɐ p ɐ
सुश्रवस्	s u ɕ ɾ ɐ́ ʋ ɐ s
सुश्रवस्	s̪ u ɕ ɾ ɐ ʋ ɐ s̪
सुश्रोणी	s̪ u ɕ ɾ oː ɳ iː
सुषिर	s u ʂ i ɾ ɐ
सुषिर	s̪ u ʂ i ɾ ɐ
सुषुप्त	s ú ʂ u p t ɐ
सुषुप्त	s̪ u ʂ u p t̪ ɐ
सुषुप्सति	s u ʂ u p s ɐ t i
सुषुप्सति	s̪ u ʂ u p s̪ ɐ t̪ i
सुसंस्कृत	s ú s ɐ̃ s k r̩ t ɐ
सुसंस्कृत	s̪ u s̪ ɐ s̪ k r̩ t̪ ɐ
सुसज्जित	s̪ u s̪ ɐ d̪ d͡ʑ i t̪ ɐ
सुस्वादु	s ú s ʋ ɑː d u
सुस्वादु	s̪ u s̪ ʋ ɑː d̪ u
सुस्वूर्षति	s u s ʋ uː ɾ ʂ ɐ t i
सुस्वूर्षति	s̪ u s̪ ʋ uː ɾ ʂ ɐ t̪ i
सुहार्द्	s u ɦ ɑ́ː ɾ d
सुहार्द्	s̪ u ɦ ɑː ɾ d̪
सुहृन्नारी	s̪ u ɦ r̩ n̪ n̪ ɑː ɾ iː
सू	s uː
सू	s úː
सू	s̪ uː
सूकर	s uː k ɐ ɾ ɐ́
सूकर	s̪ uː k ɐ ɾ ɐ
सूक्त	s uː k t ɐ́
सूक्त	s̪ uː k t̪ ɐ
सूक्ष्म	s uː k ʂ m ɐ́
सूक्ष्म	s̪ uː k ʂ m ɐ
सूचन	s uː t͡ɕ ɐ n ɐ
सूचन	s̪ uː t͡ɕ ɐ n̪ ɐ
सूची	s uː t͡ɕ íː
सूची	s̪ uː t͡ɕ iː
सूच्	s uː t͡ɕ
सूच्	s̪ uː t͡ɕ
सूतिका	s úː t i k ɑː
सूतिका	s̪ uː t̪ i k ɑː
सूतिकागार	s úː t i k ɑː ɡ ɑː ɾ ɐ
सूतिकागार	s̪ uː t̪ i k ɑː ɡ ɑː ɾ ɐ
सूतिकागृह	s úː t i k ɑː ɡ r̩ ɦ ɐ
सूतिकागृह	s̪ uː t̪ i k ɑː ɡ r̩ ɦ ɐ
सूत्र	s úː t ɾ ɐ
सूत्र	s̪ uː t̪ ɾ ɐ
सूद	s úː d ɐ
सूद	s̪ uː d̪ ɐ
सूनु	s uː n ú
सूनु	s̪ uː n̪ u
सूप	s uː p ɐ
सूप	s̪ uː p ɐ
सूर	s úː ɾ ɐ
सूर	s̪ uː ɾ ɐ
सूर्	s uː ɾ
सूर्	s̪ uː ɾ
सूर्य	s úː ɾ i j ɐ
सूर्य	s úː ɾ j ɐ
सूर्य	s̪ uː ɾ j ɐ
सूर्यकान्ति	s uː ɾ j ɐ k ɑː n t i
सूर्यकान्ति	s̪ uː ɾ j ɐ k ɑː n̪ t̪ i
सूर्यनमस्कार	s uː ɾ j ɐ n ɐ m ɐ s k ɑː ɾ ɐ
सूर्यनमस्कार	s̪ uː ɾ j ɐ n̪ ɐ m ɐ s̪ k ɑː ɾ ɐ
सृ	s r̩
सृ	s̪ r̩
सृक	s r̩ k ɐ́
सृक	s̪ r̩ k ɐ
सृगाल	s r̩ ɡ ɑː l ɐ́
सृगाल	s̪ r̩ ɡ ɑː l̪ ɐ
सृज्	s r̩ d͡ʑ
सृज्	s̪ r̩ d͡ʑ
सृति	s r̩ t i
सृति	s̪ r̩ t̪ i
सृप्	s r̩ p
सृप्	s̪ r̩ p
सृप्र	s r̩ p ɾ ɐ
सृप्र	s̪ r̩ p ɾ ɐ
सृप्रवन्धुर	s ŕ̩ p ɾ ɐ ʋ ɐ n dʱ u ɾ ɐ
सृप्रवन्धुर	s̪ r̩ p ɾ ɐ ʋ ɐ n̪ d̪ʱ u ɾ ɐ
सृष्ट	s r̩ ʂ ʈ ɐ́
सृष्ट	s̪ r̩ ʂ ʈ ɐ
सृष्टि	s r̩ ʂ ʈ í
सृष्टि	s ŕ̩ ʂ ʈ i
सृष्टि	s̪ r̩ ʂ ʈ i
सेक	s ɐ́ j k ɐ
सेक	s̪ eː k ɐ
सेको	s ɐ́ j k ɐ w
सेको	s̪ eː k oː
सेतु	s ɐ́ j t u
सेतु	s̪ eː t̪ u
सेधति	s ɐ́ j dʱ ɐ t i
सेधति	s̪ eː d̪ʱ ɐ t̪ i
सेना	s ɐ́ j n ɑː
सेना	s̪ eː n̪ ɑː
सेने	s ɐ j n ɐ j
सेने	s̪ eː n̪ eː
सेवा	s ɐ j ʋ ɑː
सेवा	s̪ eː ʋ ɑː
सेवि	s ɐ j ʋ i
सेवि	s̪ eː ʋ i
सेविका	s ɐ j ʋ i k ɑː
सेविका	s̪ eː ʋ i k ɑː
सेव्	s ɐ j ʋ
सेव्	s̪ eː ʋ
सैनिक	s ɑː j n i k ɐ
सैनिक	s̪ ɑ j n̪ i k ɐ
सैन्धव	s ɑː j n dʱ ɐ ʋ ɐ́
सैन्धव	s̪ ɑ j n̪ d̪ʱ ɐ ʋ ɐ
सैन्धी	s ɑː j n dʱ iː
सैन्धी	s̪ ɑ j n̪ d̪ʱ iː
सैर	s ɑː j ɾ ɐ
सैर	s̪ ɑ j ɾ ɐ
सोढ	s ɐ w ɖʱ ɐ
सोढ	s̪ oː ɖʱ ɐ
सोम	s ɐ́ w m ɐ
सोम	s̪ oː m ɐ
सोम्य	s ɐ w m j ɐ́
सोम्य	s̪ oː m j ɐ
सोल्लुण्ठ	s ɐ w l l u ɳ ʈʰ ɐ
सोल्लुण्ठ	s̪ oː l̪ l̪ u ɳ ʈʰ ɐ
सौकर्य	s ɑː w k ɐ ɾ j ɐ
सौकर्य	s̪ ɑ w k ɐ ɾ j ɐ
सौख्य	s ɑː w kʰ j ɐ
सौख्य	s̪ ɑ w kʰ j ɐ
सौचिक	s ɑː w t͡ɕ i k ɐ
सौचिक	s̪ ɑ w t͡ɕ i k ɐ
सौभाग्य	s ɑː w bʱ ɑː ɡ j ɐ
सौभाग्य	s̪ ɑ w bʱ ɑː ɡ j ɐ
सौम्य	s ɑː w m j ɐ
सौम्य	s̪ ɑ w m j ɐ
सौम्यवार	s ɑː w m j ɐ ʋ ɑː ɾ ɐ
सौम्यवार	s̪ ɑ w m j ɐ ʋ ɑː ɾ ɐ
सौर	s ɑː w ɾ ɐ
सौर	s̪ ɑ w ɾ ɐ
सौराष्ट्र	s̪ ɑ w ɾ ɑː ʂ ʈ ɾ ɐ
सौर्य	s ɑː w ɾ j ɐ
सौर्य	s̪ ɑ w ɾ j ɐ
स्कन्द्	s k ɐ n d
स्कन्द्	s̪ k ɐ n̪ d̪
स्कन्ध	s k ɐ n dʱ ɐ́
स्कन्ध	s̪ k ɐ n̪ d̪ʱ ɐ
स्कभ्	s k ɐ bʱ
स्कभ्	s̪ k ɐ bʱ
स्कम्भ	s k ɐ m bʱ ɐ́
स्कम्भ	s̪ k ɐ m bʱ ɐ
स्कम्भावती	s k ɐ m bʱ ɑ́ː ʋ ɐ t iː
स्कम्भावती	s̪ k ɐ m bʱ ɑː ʋ ɐ t̪ iː
स्कु	s k u
स्कु	s̪ k u
स्कुनाति	s k u n ɑ́ː t i
स्कुनाति	s̪ k u n̪ ɑː t̪ i
स्कुनीतः	s k u n iː t ɐ h
स्कुनीतः	s̪ k u n̪ iː t̪ ɐ h
स्कुन्दताम्	s k u n d ɐ t ɑː m
स्कुन्दताम्	s̪ k u n̪ d̪ ɐ t̪ ɑː m
स्कुन्दे	s k u n d ɐ j
स्कुन्दे	s̪ k u n̪ d̪ eː
स्कृ	s k r̩
स्कृ	s̪ k r̩
स्खलति	s kʰ ɐ l ɐ t i
स्खलति	s̪ kʰ ɐ l̪ ɐ t̪ i
स्खलन	s kʰ ɐ l ɐ n ɐ
स्खलन	s̪ kʰ ɐ l̪ ɐ n̪ ɐ
स्खल्	s kʰ ɐ l
स्खल्	s̪ kʰ ɐ l̪
स्तन	s t ɐ́ n ɐ
स्तन	s̪ t̪ ɐ n̪ ɐ
स्तन्	s t ɐ n
स्तन्	s̪ t̪ ɐ n̪
स्तब्ध	s t ɐ b dʱ ɐ́
स्तब्ध	s̪ t̪ ɐ b d̪ʱ ɐ
स्तभ्	s t ɐ bʱ
स्तभ्	s̪ t̪ ɐ bʱ
स्तभ्नाति	s t ɐ bʱ n ɑ́ː t i
स्तभ्नाति	s̪ t̪ ɐ bʱ n̪ ɑː t̪ i
स्तभ्नीतः	s t ɐ bʱ n iː t ɐ h
स्तभ्नीतः	s̪ t̪ ɐ bʱ n̪ iː t̪ ɐ h
स्तम्भ	s t ɐ m bʱ ɐ
स्तम्भ	s̪ t̪ ɐ m bʱ ɐ
स्तम्भते	s t ɐ m bʱ ɐ t ɐ j
स्तम्भते	s̪ t̪ ɐ m bʱ ɐ t̪ eː
स्तम्भ्	s t ɐ m bʱ
स्तम्भ्	s̪ t̪ ɐ m bʱ
स्तर	s t ɐ ɾ ɐ
स्तर	s̪ t̪ ɐ ɾ ɐ
स्तरिमन्	s t ɐ ɾ i m ɐ n
स्तरिमन्	s̪ t̪ ɐ ɾ i m ɐ n̪
स्तरी	s t ɐ ɾ íː
स्तरी	s̪ t̪ ɐ ɾ iː
स्तरीमन्	s t ɐ́ ɾ iː m ɐ n
स्तरीमन्	s̪ t̪ ɐ ɾ iː m ɐ n̪
स्तरु	s t ɐ ɾ u
स्तरु	s̪ t̪ ɐ ɾ u
स्तर्य	s t ɐ́ ɾ j ɐ
स्तर्य	s̪ t̪ ɐ ɾ j ɐ
स्तायु	s t ɑː j ú
स्तायु	s̪ t̪ ɑː j u
स्तिघ्	s t i ɡʱ
स्तिघ्	s̪ t̪ i ɡʱ
स्तिघ्नोति	s t i ɡʱ n ɐ́ w t i
स्तिघ्नोति	s̪ t̪ i ɡʱ n̪ oː t̪ i
स्तिया	s t í j ɑː
स्तिया	s̪ t̪ i j ɑː
स्तीर्ण	s t iː ɾ ɳ ɐ́
स्तीर्ण	s̪ t̪ iː ɾ ɳ ɐ
स्तु	s t u
स्तु	s̪ t̪ u
स्तुका	s t ú k ɑː
स्तुका	s̪ t̪ u k ɑː
