AFI	a f i
sentimental	s ẽ n̪ t̪ i m ẽ n̪ t̪ a l
sentimentalidad	s ẽ n̪ t̪ i m ẽ n̪ t̪ a l i ð̞ a ð̞
sentimentaloide	s ẽ n̪ t̪ i m ẽ n̪ t̪ a l o i̯ ð̞ e
sentimiento	s ẽ n̪ t̪ i m j ẽ n̪ t̪ o
sentina	s ẽ n̪ t̪ i n a
sentir	s ẽ n̪ t̪ i ɾ
senufo	s e n u f o
senzonte	s ẽ n̟ θ õ n̪ t̪ e
seo	s e o
seor	s e o ɾ
seora	s e o ɾ a
seos	s e o s
sepa	s e p a
sepamos	s e p a m o s
sepan	s e p ã n
separa	s e p a ɾ a
separabilidad	s e p a ɾ a β̞ i l i ð̞ a ð̞
separable	s e p a ɾ a β̞ l e
separables	s e p a ɾ a β̞ l e s
separación	s e p a ɾ a θ j õ n
separada	s e p a ɾ a ð̞ a
separadamente	s e p a ɾ a ð̞ a m ẽ n̪ t̪ e
separadas	s e p a ɾ a ð̞ a s
separado	s e p a ɾ a ð̞ o
separador	s e p a ɾ a ð̞ o ɾ
separadoras	s e p a ɾ a ð̞ o ɾ a s
separados	s e p a ɾ a ð̞ o s
separamos	s e p a ɾ a m o s
separando	s e p a ɾ ã n̪ d̪ o
separar	s e p a ɾ a ɾ
separara	s e p a ɾ a ɾ a
separaras	s e p a ɾ a ɾ a s
separare	s e p a ɾ a ɾ e
separareis	s e p a ɾ a ɾ e i̯ s
separaremos	s e p a ɾ a ɾ e m o s
separares	s e p a ɾ a ɾ e s
separará	s e p a ɾ a ɾ a
separarás	s e p a ɾ a ɾ a s
separaríamos	s e p a ɾ a ɾ i a m o s
separas	s e p a ɾ a s
separaste	s e p a ɾ a s t̪ e
separata	s e p a ɾ a t̪ a
separatismo	s e p a ɾ a t̪ i z m o
separatista	s e p a ɾ a t̪ i s t̪ a
separatistas	s e p a ɾ a t̪ i s t̪ a s
separe	s e p a ɾ e
separemos	s e p a ɾ e m o s
separes	s e p a ɾ e s
separo	s e p a ɾ o
separáramos	s e p a ɾ a ɾ a m o s
sepas	s e p a s
sepelio	s e p e l j o
sepelir	s e p e l i ɾ
sepia	s e p j a
sepiólido	s e p j o l i ð̞ o
sepsis	s e β̞ s i s
septembrino	s e β̞ t̪ ẽ m b ɾ i n o
septembrista	s e β̞ t̪ ẽ m b ɾ i s t̪ a
septentrional	s e β̞ t̪ ẽ n̪ t̪ ɾ j o n a l
septentrión	s e β̞ t̪ ẽ n̪ t̪ ɾ j õ n
septicemia	s e β̞ t̪ i θ e m j a
septicemias	s e β̞ t̪ i θ e m j a s
septicémica	s e β̞ t̪ i θ e m i k a
septicémicas	s e β̞ t̪ i θ e m i k a s
septicémico	s e β̞ t̪ i θ e m i k o
septicémicos	s e β̞ t̪ i θ e m i k o s
septiembre	s e β̞ t̪ j ẽ m b ɾ e
septingentésimo	s e β̞ t̪ ĩ ŋ x ẽ n̪ t̪ e s i m o
septomarginal	s e β̞ t̪ o m a ɾ x i n a l
septuagenaria	s e β̞ t̪ w a x e n a ɾ j a
septuagésimo	s e β̞ t̪ w a x e s i m o
septum	s e β̞ t̪ ũ m
sepulcral	s e p u l k ɾ a l
sepulcro	s e p u l k ɾ o
sepultada	s e p u l̪ t̪ a ð̞ a
sepultadas	s e p u l̪ t̪ a ð̞ a s
sepultado	s e p u l̪ t̪ a ð̞ o
sepultados	s e p u l̪ t̪ a ð̞ o s
sepultamiento	s e p u l̪ t̪ a m j ẽ n̪ t̪ o
sepultar	s e p u l̪ t̪ a ɾ
sepultura	s e p u l̪ t̪ u ɾ a
sepulturero	s e p u l̪ t̪ u ɾ e ɾ o
sepáis	s e p a i̯ s
sepás	s e p a s
seque	s e k e
sequito	s e k i t̪ o
sequía	s e k i a
sequísimo	s e k i s i m o
ser	s e ɾ
serafín	s e ɾ a f ĩ n
serape	s e ɾ a p e
serbia	s e ɾ β̞ j a
serbias	s e ɾ β̞ j a s
serbio	s e ɾ β̞ j o
serbios	s e ɾ β̞ j o s
sereguete	s e ɾ e ɣ̞ e t̪ e
seremos	s e ɾ e m o s
serena	s e ɾ e n a
serenada	s e ɾ e n a ð̞ a
serenadas	s e ɾ e n a ð̞ a s
serenado	s e ɾ e n a ð̞ o
serenados	s e ɾ e n a ð̞ o s
serenar	s e ɾ e n a ɾ
serenas	s e ɾ e n a s
serenazgo	s e ɾ e n a θ̬ ɣ̞ o
serendipia	s e ɾ ẽ n̪ d̪ i p j a
serenes	s e ɾ e n e s
serenidad	s e ɾ e n i ð̞ a ð̞
sereno	s e ɾ e n o
seres	s e ɾ e s
seria	s e ɾ j a
seriada	s e ɾ j a ð̞ a
seriadas	s e ɾ j a ð̞ a s
seriado	s e ɾ j a ð̞ o
seriados	s e ɾ j a ð̞ o s
serial	s e ɾ j a l
serialista	s e ɾ j a l i s t̪ a
serializada	s e ɾ j a l i θ a ð̞ a
serializadas	s e ɾ j a l i θ a ð̞ a s
serializado	s e ɾ j a l i θ a ð̞ o
serializados	s e ɾ j a l i θ a ð̞ o s
serializar	s e ɾ j a l i θ a ɾ
seriamos	s e ɾ j a m o s
seriando	s e ɾ j ã n̪ d̪ o
seriar	s e ɾ j a ɾ
seriara	s e ɾ j a ɾ a
seriaras	s e ɾ j a ɾ a s
seriareis	s e ɾ j a ɾ e i̯ s
seriaremos	s e ɾ j a ɾ e m o s
seriares	s e ɾ j a ɾ e s
seriará	s e ɾ j a ɾ a
seriarás	s e ɾ j a ɾ a s
seriaréis	s e ɾ j a ɾ e i̯ s
seriaría	s e ɾ j a ɾ i a
seriaríamos	s e ɾ j a ɾ i a m o s
seriarías	s e ɾ j a ɾ i a s
serias	s e ɾ j a s
seriaste	s e ɾ j a s t̪ e
sericicultor	s e ɾ i θ i k u l̪ t̪ o ɾ
sericicultura	s e ɾ i θ i k u l̪ t̪ u ɾ a
sericultura	s e ɾ i k u l̪ t̪ u ɾ a
sericícola	s e ɾ i θ i k o l a
serie	s e ɾ j e
seriedad	s e ɾ j e ð̞ a ð̞
seriemos	s e ɾ j e m o s
series	s e ɾ j e s
serigrafiada	s e ɾ i ɣ̞ ɾ a f j a ð̞ a
serigrafiadas	s e ɾ i ɣ̞ ɾ a f j a ð̞ a s
serigrafiado	s e ɾ i ɣ̞ ɾ a f j a ð̞ o
serigrafiados	s e ɾ i ɣ̞ ɾ a f j a ð̞ o s
serigrafiar	s e ɾ i ɣ̞ ɾ a f j a ɾ
serigrafía	s e ɾ i ɣ̞ ɾ a f i a
serigráfica	s e ɾ i ɣ̞ ɾ a f i k a
serigráficas	s e ɾ i ɣ̞ ɾ a f i k a s
serigráficos	s e ɾ i ɣ̞ ɾ a f i k o s
serina	s e ɾ i n a
serio	s e ɾ j o
seriáis	s e ɾ j a i̯ s
seriáramos	s e ɾ j a ɾ a m o s
seriáremos	s e ɾ j a ɾ e m o s
seriéis	s e ɾ j e i̯ s
serla	s e ɾ l a
serlas	s e ɾ l a s
serle	s e ɾ l e
serles	s e ɾ l e s
serliano	s e ɾ l j a n o
serlo	s e ɾ l o
serlos	s e ɾ l o s
serme	s e ɾ m e
sermoncillo	s e ɾ m õ n̟ θ i ʝ o
sermoncito	s e ɾ m õ n̟ θ i t̪ o
sermoneada	s e ɾ m o n e a ð̞ a
sermoneadas	s e ɾ m o n e a ð̞ a s
sermoneado	s e ɾ m o n e a ð̞ o
sermoneados	s e ɾ m o n e a ð̞ o s
sermonear	s e ɾ m o n e a ɾ
sermón	s e ɾ m õ n
sernos	s e ɾ n o s
seroconcordante	s e ɾ o k õ ŋ k o ɾ ð̞ ã n̪ t̪ e
seroconversión	s e ɾ o k õ m b e ɾ s j õ n
serología	s e ɾ o l o x i a
serológica	s e ɾ o l o x i k a
serológicamente	s e ɾ o l o x i k a m ẽ n̪ t̪ e
serológicas	s e ɾ o l o x i k a s
serológico	s e ɾ o l o x i k o
serológicos	s e ɾ o l o x i k o s
serondo	s e ɾ õ n̪ d̪ o
seronegativo	s e ɾ o n e ɣ̞ a t̪ i β̞ o
seropositivo	s e ɾ o p o s i t̪ i β̞ o
seros	s e ɾ o s
serosidad	s e ɾ o s i ð̞ a ð̞
seroso	s e ɾ o s o
serotonina	s e ɾ o t̪ o n i n a
serotoninérgico	s e ɾ o t̪ o n i n e ɾ x i k o
serpeada	s e ɾ p e a ð̞ a
serpeadas	s e ɾ p e a ð̞ a s
serpeado	s e ɾ p e a ð̞ o
serpeados	s e ɾ p e a ð̞ o s
serpear	s e ɾ p e a ɾ
serpentario	s e ɾ p ẽ n̪ t̪ a ɾ j o
serpenteada	s e ɾ p ẽ n̪ t̪ e a ð̞ a
serpenteadas	s e ɾ p ẽ n̪ t̪ e a ð̞ a s
serpenteado	s e ɾ p ẽ n̪ t̪ e a ð̞ o
serpenteados	s e ɾ p ẽ n̪ t̪ e a ð̞ o s
serpenteante	s e ɾ p ẽ n̪ t̪ e ã n̪ t̪ e
serpenteantes	s e ɾ p ẽ n̪ t̪ e ã n̪ t̪ e s
serpentear	s e ɾ p ẽ n̪ t̪ e a ɾ
serpenteo	s e ɾ p ẽ n̪ t̪ e o
serpenteándoos	s e ɾ p ẽ n̪ t̪ e ã n̪ d̪ o o s
serpentina	s e ɾ p ẽ n̪ t̪ i n a
serpentino	s e ɾ p ẽ n̪ t̪ i n o
serpentín	s e ɾ p ẽ n̪ t̪ ĩ n
serpiente	s e ɾ p j ẽ n̪ t̪ e
serpol	s e ɾ p o l
serrada	s e r a ð̞ a
serradas	s e r a ð̞ a s
serrado	s e r a ð̞ o
serrador	s e r a ð̞ o ɾ
serrados	s e r a ð̞ o s
serrallo	s e r a ʝ o
serramos	s e r a m o s
serrana	s e r a n a
serranas	s e r a n a s
serrando	s e r ã n̪ d̪ o
serrano	s e r a n o
serranos	s e r a n o s
serranía	s e r a n i a
serrar	s e r a ɾ
serrara	s e r a ɾ a
serraras	s e r a ɾ a s
serrare	s e r a ɾ e
serrareis	s e r a ɾ e i̯ s
serraremos	s e r a ɾ e m o s
serrares	s e r a ɾ e s
serrará	s e r a ɾ a
serrarás	s e r a ɾ a s
serraríamos	s e r a ɾ i a m o s
serraste	s e r a s t̪ e
serrato	s e r a t̪ o
serratos	s e r a t̪ o s
serremos	s e r e m o s
serrería	s e r e ɾ i a
serreta	s e r e t̪ a
serruchada	s e r u t͡ʃ a ð̞ a
serruchadas	s e r u t͡ʃ a ð̞ a s
serruchado	s e r u t͡ʃ a ð̞ o
serruchados	s e r u t͡ʃ a ð̞ o s
serruchar	s e r u t͡ʃ a ɾ
serruche	s e r u t͡ʃ e
serrucho	s e r u t͡ʃ o
serrulado	s e r u l a ð̞ o
serráramos	s e r a ɾ a m o s
serrín	s e r ĩ n
serse	s e ɾ s e
serte	s e ɾ t̪ e
sertoriano	s e ɾ t̪ o ɾ j a n o
sertralina	s e ɾ t̪ ɾ a l i n a
seruendo	s e ɾ w ẽ n̪ d̪ o
serum	s e ɾ ũ m
serval	s e ɾ β̞ a l
servato	s e ɾ β̞ a t̪ o
servible	s e ɾ β̞ i β̞ l e
servicio	s e ɾ β̞ i θ j o
servida	s e ɾ β̞ i ð̞ a
servidas	s e ɾ β̞ i ð̞ a s
servido	s e ɾ β̞ i ð̞ o
servidor	s e ɾ β̞ i ð̞ o ɾ
servidora	s e ɾ β̞ i ð̞ o ɾ a
servidos	s e ɾ β̞ i ð̞ o s
servidumbre	s e ɾ β̞ i ð̞ ũ m b ɾ e
servil	s e ɾ β̞ i l
servilismo	s e ɾ β̞ i l i z m o
servilleta	s e ɾ β̞ i ʝ e t̪ a
servilletero	s e ɾ β̞ i ʝ e t̪ e ɾ o
servir	s e ɾ β̞ i ɾ
servitud	s e ɾ β̞ i t̪ u ð̞
será	s e ɾ a
serán	s e ɾ ã n
serás	s e ɾ a s
seré	s e ɾ e
seréis	s e ɾ e i̯ s
sería	s e ɾ i a
seríais	s e ɾ i a i̯ s
seríamos	s e ɾ i a m o s
serían	s e ɾ i ã n
serías	s e ɾ i a s
serín	s e ɾ ĩ n
serón	s e ɾ õ n
seseada	s e s e a ð̞ a
seseadas	s e s e a ð̞ a s
seseado	s e s e a ð̞ o
seseados	s e s e a ð̞ o s
seseante	s e s e ã n̪ t̪ e
sesear	s e s e a ɾ
sesenta	s e s ẽ n̪ t̪ a
sesentavo	s e s ẽ n̪ t̪ a β̞ o
seseo	s e s e o
sesera	s e s e ɾ a
sesgado	s e z ɣ̞ a ð̞ o
sesgo	s e z ɣ̞ o
sesionada	s e s j o n a ð̞ a
sesionadas	s e s j o n a ð̞ a s
sesionado	s e s j o n a ð̞ o
sesionados	s e s j o n a ð̞ o s
sesionar	s e s j o n a ɾ
sesión	s e s j õ n
sesma	s e z m a
seso	s e s o
sesos	s e s o s
sestear	s e s t̪ e a ɾ
sesteo	s e s t̪ e o
sesteos	s e s t̪ e o s
sestercio	s e s t̪ e ɾ θ j o
sesteó	s e s t̪ e o
sesudez	s e s u ð̞ e θ
sesudo	s e s u ð̞ o
set	s e t̪
seta	s e t̪ a
sete	s e t̪ e
seteada	s e t̪ e a ð̞ a
seteadas	s e t̪ e a ð̞ a s
seteado	s e t̪ e a ð̞ o
seteados	s e t̪ e a ð̞ o s
setear	s e t̪ e a ɾ
setecientas	s e t̪ e θ j ẽ n̪ t̪ a s
setecientos	s e t̪ e θ j ẽ n̪ t̪ o s
setenta	s e t̪ ẽ n̪ t̪ a
setentavo	s e t̪ ẽ n̪ t̪ a β̞ o
setentistas	s e t̪ ẽ n̪ t̪ i s t̪ a s
setiembre	s e t̪ j ẽ m b ɾ e
seto	s e t̪ o
seudocientífico	s e u̯ ð̞ o θ j ẽ n̪ t̪ i f i k o
seudocientíficos	s e u̯ ð̞ o θ j ẽ n̪ t̪ i f i k o s
seudoconsulta	s e u̯ ð̞ o k õ n s u l̪ t̪ a
seudodemocrática	s e u̯ ð̞ o ð̞ e m o k ɾ a t̪ i k a
seudodemocráticas	s e u̯ ð̞ o ð̞ e m o k ɾ a t̪ i k a s
seudodemocrático	s e u̯ ð̞ o ð̞ e m o k ɾ a t̪ i k o
seudodemocráticos	s e u̯ ð̞ o ð̞ e m o k ɾ a t̪ i k o s
seudoefedrina	s e u̯ ð̞ o e f e ð̞ ɾ i n a
seudohermafroditismo	s e u̯ ð̞ o e ɾ m a f ɾ o ð̞ i t̪ i z m o
seudointelectual	s e u̯ ð̞ õ ĩ n̪ t̪ e l e ɣ̞ t̪ w a l
seudoliteraria	s e u̯ ð̞ o l i t̪ e ɾ a ɾ j a
seudoliterarias	s e u̯ ð̞ o l i t̪ e ɾ a ɾ j a s
seudoliterario	s e u̯ ð̞ o l i t̪ e ɾ a ɾ j o
seudoliterarios	s e u̯ ð̞ o l i t̪ e ɾ a ɾ j o s
seudopeptidoglicano	s e u̯ ð̞ o p e β̞ t̪ i ð̞ o ɣ̞ l i k a n o
seudopeptidoglicanos	s e u̯ ð̞ o p e β̞ t̪ i ð̞ o ɣ̞ l i k a n o s
seudoreligiosa	s e u̯ ð̞ o ɾ e l i x j o s a
seudoreligiosas	s e u̯ ð̞ o ɾ e l i x j o s a s
seudoreligioso	s e u̯ ð̞ o ɾ e l i x j o s o
seudoreligiosos	s e u̯ ð̞ o ɾ e l i x j o s o s
seudorrevolucionaria	s e u̯ ð̞ o r e β̞ o l u θ j o n a ɾ j a
seudorrevolucionarias	s e u̯ ð̞ o r e β̞ o l u θ j o n a ɾ j a s
seudorrevolucionario	s e u̯ ð̞ o r e β̞ o l u θ j o n a ɾ j o
seudorrevolucionarios	s e u̯ ð̞ o r e β̞ o l u θ j o n a ɾ j o s
seudorrevolución	s e u̯ ð̞ o r e β̞ o l u θ j õ n
seudototalitarismo	s e u̯ ð̞ o t̪ o t̪ a l i t̪ a ɾ i z m o
seudónimo	s e u̯ ð̞ o n i m o
seudópodo	s e u̯ ð̞ o p o ð̞ o
seulense	s e u̯ l ẽ n s e
seulés	s e u̯ l e s
severa	s e β̞ e ɾ a
severamente	s e β̞ e ɾ a m ẽ n̪ t̪ e
severas	s e β̞ e ɾ a s
severidad	s e β̞ e ɾ i ð̞ a ð̞
severo	s e β̞ e ɾ o
severos	s e β̞ e ɾ o s
sevillana	s e β̞ i ʝ a n a
sevillanas	s e β̞ i ʝ a n a s
sevillano	s e β̞ i ʝ a n o
sevillanos	s e β̞ i ʝ a n o s
sevillista	s e β̞ i ʝ i s t̪ a
sexado	s e ɣ̞ s a ð̞ o
sexagesimal	s e ɣ̞ s a x e s i m a l
sexagonal	s e ɣ̞ s a ɣ̞ o n a l
sexagésimo	s e ɣ̞ s a x e s i m o
sexar	s e ɣ̞ s a ɾ
sexcentésimo	s e ɣ̞ s θ ẽ n̪ t̪ e s i m o
sexes	s e ɣ̞ s e s
sexi	s e ɣ̞ s i
sexismo	s e ɣ̞ s i z m o
sexista	s e ɣ̞ s i s t̪ a
sexo	s e ɣ̞ s o
sexología	s e ɣ̞ s o l o x i a
sexpartita	s e ɣ̞ s p a ɾ t̪ i t̪ a
sextear	s e ɣ̞ s t̪ e a ɾ
sexteo	s e ɣ̞ s t̪ e o
sextina	s e s t̪ i n a
sexting	s e ɣ̞ s t̪ ĩ n
sexto	s e s t̪ o
sexto	s e ɣ̞ s t̪ o
sextuplicada	s e ɣ̞ s t̪ u p l i k a ð̞ a
sextuplicadas	s e ɣ̞ s t̪ u p l i k a ð̞ a s
sextuplicado	s e ɣ̞ s t̪ u p l i k a ð̞ o
sextuplicados	s e ɣ̞ s t̪ u p l i k a ð̞ o s
sextuplicar	s e ɣ̞ s t̪ u p l i k a ɾ
sexuada	s e ɣ̞ s w a ð̞ a
sexuadas	s e ɣ̞ s w a ð̞ a s
sexuado	s e ɣ̞ s w a ð̞ o
sexuados	s e ɣ̞ s w a ð̞ o s
sexual	s e ɣ̞ s w a l
sexualidad	s e ɣ̞ s w a l i ð̞ a ð̞
sexualización	s e ɣ̞ s w a l i θ a θ j õ n
sexualizada	s e ɣ̞ s w a l i θ a ð̞ a
sexualizadas	s e ɣ̞ s w a l i θ a ð̞ a s
sexualizado	s e ɣ̞ s w a l i θ a ð̞ o
sexualizados	s e ɣ̞ s w a l i θ a ð̞ o s
sexualizar	s e ɣ̞ s w a l i θ a ɾ
sexólogo	s e ɣ̞ s o l o ɣ̞ o
seáis	s e a i̯ s
seámonos	s e a m o n o s
seámoos	s e a m o o s
seámosla	s e a m o s l a
seámoslas	s e a m o s l a s
seámosle	s e a m o s l e
seámosles	s e a m o s l e s
seámoslo	s e a m o s l o
seámoslos	s e a m o s l o s
seámoste	s e a m o s t̪ e
seás	s e a s
seísmo	s e i z m o
seña	s e ɲ a
señada	s e ɲ a ð̞ a
señadas	s e ɲ a ð̞ a s
señado	s e ɲ a ð̞ o
señados	s e ɲ a ð̞ o s
señal	s e ɲ a l
señalada	s e ɲ a l a ð̞ a
señaladas	s e ɲ a l a ð̞ a s
señalado	s e ɲ a l a ð̞ o
señalador	s e ɲ a l a ð̞ o ɾ
señalados	s e ɲ a l a ð̞ o s
señalamiento	s e ɲ a l a m j ẽ n̪ t̪ o
señalar	s e ɲ a l a ɾ
señalera	s e ɲ a l e ɾ a
señalero	s e ɲ a l e ɾ o
señalización	s e ɲ a l i θ a θ j õ n
señalizada	s e ɲ a l i θ a ð̞ a
señalizadas	s e ɲ a l i θ a ð̞ a s
señalizado	s e ɲ a l i θ a ð̞ o
señalizador	s e ɲ a l i θ a ð̞ o ɾ
señalizados	s e ɲ a l i θ a ð̞ o s
señalizar	s e ɲ a l i θ a ɾ
señaléctica	s e ɲ a l e ɣ̞ t̪ i k a
señalética	s e ɲ a l e t̪ i k a
señar	s e ɲ a ɾ
señera	s e ɲ e ɾ a
señero	s e ɲ e ɾ o
señes	s e ɲ e s
seño	s e ɲ o
señor	s e ɲ o ɾ
señora	s e ɲ o ɾ a
señoreada	s e ɲ o ɾ e a ð̞ a
señoreadas	s e ɲ o ɾ e a ð̞ a s
señoreado	s e ɲ o ɾ e a ð̞ o
señoreados	s e ɲ o ɾ e a ð̞ o s
señorear	s e ɲ o ɾ e a ɾ
señoril	s e ɲ o ɾ i l
señorita	s e ɲ o ɾ i t̪ a
señorito	s e ɲ o ɾ i t̪ o
señorona	s e ɲ o ɾ o n a
señoría	s e ɲ o ɾ i a
señorío	s e ɲ o ɾ i o
señuelo	s e ɲ w e l o
seó	s e o
shake	ʃ e i̯ k
shakespeariano	ʃ e ɣ̞ s p i ɾ j a n o
shalágram	ʃ a l a ɣ̞ ɾ ã m
shampoo	t͡ʃ ã m p u
shampoo	ʃ ã m p u
shanghaiano	ʃ ã ŋ ɡ a j a n o
shansho	ʃ ã nʲ ʃ o
share	ʃ e ɾ
sharía	ʃ a ɾ i a
shashaco	ʃ a ʃ a k o
shawarma	ʃ a w a ɾ m a
sheriff	ʃ e ɾ i f
sherpa	ʃ e ɾ p a
shigelosis	ʃ i x e l o s i s
shiitake	s i t̪ a k e
shiitake	ʃ i t̪ a k e
shinto	ʃ ĩ n̪ t̪ o
shippear	ʃ i p e a ɾ
shippeo	ʃ i p e o
shivaísmo	ʃ i β̞ a i z m o
shií	ʃ i i
sho	ʃ o
shock	ʃ o k
shogi	s o ɣ̞ i
shogi	ʃ o ɣ̞ i
shogún	ʃ o ɣ̞ ũ n
shopping	ʃ o p ĩ n
short	ʃ o ɾ t̪
shorts	ʃ o ɾ ð̞ s
shortstop	ʃ o ɾ t̪ e s t̪ o p
shot	ʃ o t̪
show	s o u̯
show	t͡ʃ o u̯
show	ʃ o u̯
showbiz	ʃ o u̯ β̞ i θ
shual	ʃ w a l
shul	ʃ u l
shuquía	ʃ u k i a
shute	ʃ u t̪ e
shékel	ʃ e k e l
si	s i
sialagogo	s j a l a ɣ̞ o ɣ̞ o
siamesa	s j a m e s a
siamesas	s j a m e s a s
siameses	s j a m e s e s
siamés	s j a m e s
sibanicuense	s i β̞ a n i k w ẽ n s e
sibarítico	s i β̞ a ɾ i t̪ i k o
siberiana	s i β̞ e ɾ j a n a
siberianas	s i β̞ e ɾ j a n a s
siberiano	s i β̞ e ɾ j a n o
siberianos	s i β̞ e ɾ j a n o s
sibidigua	s i β̞ i ð̞ i ɣ̞ w a
sibil	s i β̞ i l
sibilina	s i β̞ i l i n a
sibilinas	s i β̞ i l i n a s
sibilino	s i β̞ i l i n o
sibilinos	s i β̞ i l i n o s
siboneyista	s i β̞ o n e ʝ i s t̪ a
sic	s i k
sicarial	s i k a ɾ j a l
sicario	s i k a ɾ j o
siclo	s i k l o
sicoanalizar	s i k o a n a l i θ a ɾ
sicoanalítico	s i k o a n a l i t̪ i k o
sicoanálisis	s i k o a n a l i s i s
sicofanta	s i k o f ã n̪ t̪ a
sicofante	s i k o f ã n̪ t̪ e
sicología	s i k o l o x i a
sicológica	s i k o l o x i k a
sicológicamente	s i k o l o x i k a m ẽ n̪ t̪ e
sicológicas	s i k o l o x i k a s
sicológico	s i k o l o x i k o
sicológicos	s i k o l o x i k o s
sicometría	s i k o m e t̪ ɾ i a
sicomoro	s i k o m o ɾ o
sicométrica	s i k o m e t̪ ɾ i k a
sicométricas	s i k o m e t̪ ɾ i k a s
sicométrico	s i k o m e t̪ ɾ i k o
sicométricos	s i k o m e t̪ ɾ i k o s
sicooncología	s i k o õ ŋ k o l o x i a
sicóloga	s i k o l o ɣ̞ a
sicólogas	s i k o l o ɣ̞ a s
sicólogos	s i k o l o ɣ̞ o s
sida	s i ð̞ a
sidas	s i ð̞ a s
sidecar	s a i̯ ð̞ k a ɾ
sideral	s i ð̞ e ɾ a l
sideroblasto	s i ð̞ e ɾ o β̞ l a s t̪ o
sideroblastos	s i ð̞ e ɾ o β̞ l a s t̪ o s
sideroblástica	s i ð̞ e ɾ o β̞ l a s t̪ i k a
sideroblásticas	s i ð̞ e ɾ o β̞ l a s t̪ i k a s
sideroblástico	s i ð̞ e ɾ o β̞ l a s t̪ i k o
sideroblásticos	s i ð̞ e ɾ o β̞ l a s t̪ i k o s
siderurgia	s i ð̞ e ɾ u ɾ x j a
sidneyés	s i ð̞ n e ʝ e s
sido	s i ð̞ o
sidonia	s i ð̞ o n j a
sidonio	s i ð̞ o n j o
sidos	s i ð̞ o s
sidra	s i ð̞ ɾ a
sidrera	s i ð̞ ɾ e ɾ a
sidreras	s i ð̞ ɾ e ɾ a s
sidrero	s i ð̞ ɾ e ɾ o
sidreros	s i ð̞ ɾ e ɾ o s
sidéreo	s i ð̞ e ɾ e o
siega	s j e ɣ̞ a
siembra	s j ẽ m b ɾ a
siempre	s j ẽ m p ɾ e
sien	s j ẽ n
siendo	s j ẽ n̪ d̪ o
siento	s j ẽ n̪ t̪ o
sienés	s j e n e s
sierpe	s j e ɾ p e
sierra	s j e r a
sierre	s j e r e
sierres	s j e r e s
siervo	s j e ɾ β̞ o
sieso	s j e s o
siesta	s j e s t̪ a
siestecita	s j e s t̪ e θ i t̪ a
siestero	s j e s t̪ e ɾ o
siestita	s j e s t̪ i t̪ a
siete	s j e t̪ e
sietemil	s j e t̪ e m i l
sifaca	s i f a k a
sifilazo	s i f i l a θ o
sifilazos	s i f i l a θ o s
sifonal	s i f o n a l
sifrinito	s i f ɾ i n i t̪ o
sifrino	s i f ɾ i n o
siga	s i ɣ̞ a
sigilada	s i x i l a ð̞ a
sigiladas	s i x i l a ð̞ a s
sigilado	s i x i l a ð̞ o
sigilados	s i x i l a ð̞ o s
sigilar	s i x i l a ɾ
sigilo	s i x i l o
sigilografía	s i x i l o ɣ̞ ɾ a f i a
sigilosamente	s i x i l o s a m ẽ n̪ t̪ e
sigiloso	s i x i l o s o
sigla	s i ɣ̞ l a
siglo	s i ɣ̞ l o
sigma	s i ɣ̞ m a
sigmoideo	s i ɣ̞ m o i̯ ð̞ e o
signada	s i ɣ̞ n a ð̞ a
signadas	s i ɣ̞ n a ð̞ a s
signado	s i ɣ̞ n a ð̞ o
signados	s i ɣ̞ n a ð̞ o s
signar	s i ɣ̞ n a ɾ
signataria	s i ɣ̞ n a t̪ a ɾ j a
signatura	s i ɣ̞ n a t̪ u ɾ a
significa	s i ɣ̞ n i f i k a
significación	s i ɣ̞ n i f i k a θ j õ n
significada	s i ɣ̞ n i f i k a ð̞ a
significadas	s i ɣ̞ n i f i k a ð̞ a s
significado	s i ɣ̞ n i f i k a ð̞ o
significados	s i ɣ̞ n i f i k a ð̞ o s
significamos	s i ɣ̞ n i f i k a m o s
significando	s i ɣ̞ n i f i k ã n̪ d̪ o
significante	s i ɣ̞ n i f i k ã n̪ t̪ e
significantes	s i ɣ̞ n i f i k ã n̪ t̪ e s
significar	s i ɣ̞ n i f i k a ɾ
significara	s i ɣ̞ n i f i k a ɾ a
significaras	s i ɣ̞ n i f i k a ɾ a s
significareis	s i ɣ̞ n i f i k a ɾ e i̯ s
significaremos	s i ɣ̞ n i f i k a ɾ e m o s
significares	s i ɣ̞ n i f i k a ɾ e s
significará	s i ɣ̞ n i f i k a ɾ a
significarás	s i ɣ̞ n i f i k a ɾ a s
significaríamos	s i ɣ̞ n i f i k a ɾ i a m o s
significas	s i ɣ̞ n i f i k a s
significaste	s i ɣ̞ n i f i k a s t̪ e
significatividad	s i ɣ̞ n i f i k a t̪ i β̞ i ð̞ a ð̞
significativo	s i ɣ̞ n i f i k a t̪ i β̞ o
significo	s i ɣ̞ n i f i k o
significáramos	s i ɣ̞ n i f i k a ɾ a m o s
signifique	s i ɣ̞ n i f i k e
signifiquemos	s i ɣ̞ n i f i k e m o s
signifiques	s i ɣ̞ n i f i k e s
signo	s i ɣ̞ n o
sigo	s i ɣ̞ o
sigue	s i ɣ̞ e
sigues	s i ɣ̞ e s
siguiente	s i ɣ̞ j ẽ n̪ t̪ e
sigüises	s i ɣ̞ w i s e s
sigüís	s i ɣ̞ w i s
sij	s i x
sijismo	s i x i z m o
