A	a
stolŏrz	s t ɔ l ɔ w ʂ
stolŏrz	s t ɔ l ɛ w ʂ
stracić	s t r a t͡ɕ i t͡ɕ
strata	s t r a t a
stroka	s t r ɔ k a
strokaty	s t r ɔ k a t ɪ
strzewik	s t ʂ ɛ v i k
strzoda	s t ʂ ɔ d a
strzodowisko	s t ʂ ɔ d ɔ v i s k ɔ
strzybro	s t ʂ ɪ b r ɔ
strzybło	s t ʂ ɪ b w ɔ
strzylać	s t ʂ ɪ l a t͡ɕ
strzōn	s t ʂ o n
strōm	s t r o m
strōna	s t r o n a
strōnã	s t r o n ã
styczyń	s t ɪ t͡ʂ ɪ ɲ
styrczyć	s t ɪ r t͡ʂ ɪ t͡ɕ
styrkać	s t ɪ r k a t͡ɕ
stōn	s t o n
stōnd	s t o n t
stōł	s t o w
stŏwać	s t ɔ v a t͡ɕ
stŏwać	s t ɔ w v a t͡ɕ
stŏwać	s t ɛ w v a t͡ɕ
stŏć	s t ɔ t͡ɕ
stŏć	s t ɔ w t͡ɕ
stŏć	s t ɛ w t͡ɕ
suka	s u k a
sukces	s u k t͡s ɛ s
suma	s u m a
suć	s u t͡ɕ
sużba	s u ʐ b a
swaczyna	s f a t͡ʂ ɪ n a
swada	s f a d a
swrŏcać	s f r ɔ t͡s a t͡ɕ
swrŏcać	s f r ɔ w t͡s a t͡ɕ
swrŏcać	s f r ɛ w t͡s a t͡ɕ
swōj	s f o j
syjm	s ɪ j m
syminać	s ɪ m i n a t͡ɕ
syn	s ɪ n
synek	s ɪ n ɛ k
syr	s ɪ r
Syrbijŏ	s ɪ r b i j ɔ
Syrbijŏ	s ɪ r b i j ɔ w
Syrbijŏ	s ɪ r b i j ɛ w
Syryjŏ	s ɪ r ɪ j ɔ
Syryjŏ	s ɪ r ɪ j ɔ w
Syryjŏ	s ɪ r ɪ j ɛ w
systym	s ɪ s t ɪ m
sytuacyjŏ	s ɪ t u a t͡s ɪ j ɔ
sytuacyjŏ	s ɪ t u a t͡s ɪ j ɔ w
sytuacyjŏ	s ɪ t u a t͡s ɪ j ɛ w
szac	ʂ a t͡s
szachtla	ʂ a x t l a
szady	ʂ a d ɪ
szafnōnć	ʂ a f n o n t͡ɕ
szajdōng	ʂ a j d o ŋ k
szaket	ʂ a k ɛ t
szandar	ʂ a n d a r
szarłatny	ʂ a r w a t n ɪ
szauszpiler	ʂ a w ʂ p i l ɛ r
szałot	ʂ a w ɔ t
szczerk	ʂ t͡ʂ ɛ r k
szczyglik	ʂ t͡ʂ ɪ ɡ l i k
szczyrk	ʂ t͡ʂ ɪ r k
szczyńście	ʂ t͡ʂ ɪ ɲ ɕ t͡ɕ ɛ
szejś	ʂ ɛ j ɕ
szerszyń	ʂ ɛ r ʂ ɪ ɲ
szeł	ʂ ɛ w
sześć	ʂ ɛ ɕ t͡ɕ
sześćset	ʂ ɛ ɕ t͡ɕ s ɛ t
szif	ʂ i f
szkamrać	ʂ k a m r a t͡ɕ
szkolny	ʂ k ɔ l n ɪ
szkolŏrz	ʂ k ɔ l ɔ ʂ
szkolŏrz	ʂ k ɔ l ɔ w ʂ
szkolŏrz	ʂ k ɔ l ɛ w ʂ
szkoła	ʂ k ɔ w a
szkołã	ʂ k ɔ w ã
szkrabka	ʂ k r a p k a
szkrawikel	ʂ k r a v i k ɛ l
szkrobać	ʂ k r ɔ b a t͡ɕ
szkubać	ʂ k u b a t͡ɕ
szkut	ʂ k u t
szkłōdzić	ʂ k w o d͡ʑ i t͡ɕ
szlachthaus	ʂ l a x t x a w s
szlafhaus	ʂ l a f x a w s
szlafsztuba	ʂ l a f ʂ t u b a
szlagcojg	ʂ l a k t͡s ɔ j k
szlagzana	ʂ l a ɡ z a n a
szlajfa	ʂ l a j f a
szlajfować	ʂ l a j f ɔ v a t͡ɕ
szlanga	ʂ l a ŋ ɡ a
szlojder	ʂ l ɔ j d ɛ r
szlojsa	ʂ l ɔ j s a
szlustydziyń	ʂ l u s t ɪ d͡ʑ ɪ ɲ
szmaterlŏk	ʂ m a t ɛ r l ɔ k
szmaterlŏk	ʂ m a t ɛ r l ɔ w k
szmaterlŏk	ʂ m a t ɛ r l ɛ w k
sznaps	ʂ n a p s
szneka	ʂ n ɛ k a
sznelcug	ʂ n ɛ l t͡s u k
sznelka	ʂ n ɛ l k a
sznitloch	ʂ ɲ i t l ɔ x
sznupać	ʂ n u p a t͡ɕ
sznuptabaka	ʂ n u p t a b a k a
sznuptabakdołza	ʂ n u p t a b a ɡ d ɔ w z a
sznōra	ʂ n o r a
szolka	ʂ ɔ l k a
szpajcher	ʂ p a j x ɛ r
szpajza	ʂ p a j z a
Szpanijŏ	ʂ p a ɲ i j ɔ
Szpanijŏ	ʂ p a ɲ i j ɔ w
Szpanijŏ	ʂ p a ɲ i j ɛ w
szparbiksa	ʂ p a r b i k s a
szpas	ʂ p a s
szpek	ʂ p ɛ k
szpil	ʂ p i l
szpilać	ʂ p i l a t͡ɕ
szpiler	ʂ p i l ɛ r
szpilplac	ʂ p i l p l a t͡s
szpinawy	ʂ p i n a v ɪ
szpindla	ʂ p i n d l a
szpitŏl	ʂ p i t ɔ l
szpitŏl	ʂ p i t ɔ w l
szpitŏl	ʂ p i t ɛ w l
szporować	ʂ p ɔ r ɔ v a t͡ɕ
szport	ʂ p ɔ r t
szportplac	ʂ p ɔ r t p l a t͡s
szrajbōnek	ʂ r a j b o n ɛ k
szrank	ʂ r a ŋ k
sztajfniŏk	ʂ t a j f ɲ ɔ k
sztajfniŏk	ʂ t a j f ɲ ɔ w k
sztajfniŏk	ʂ t a j f ɲ ɛ w k
sztajfny	ʂ t a j f n ɪ
sztalować	ʂ t a l ɔ v a t͡ɕ
sztaub	ʂ t a w p
sztelōnek	ʂ t ɛ l o n ɛ k
szterować	ʂ t ɛ r ɔ v a t͡ɕ
sztof	ʂ t ɔ f
sztrahecla	ʂ t r a x ɛ t͡s l a
sztrasynbana	ʂ t r a s ɪ n b a n a
sztrōm	ʂ t r o m
sztudiyrować	ʂ t u d j ɪ r ɔ v a t͡ɕ
sztwierć	ʂ t f j ɛ r t͡ɕ
sztwŏrtek	ʂ t f ɔ r t ɛ k
sztwŏrtek	ʂ t f ɔ w r t ɛ k
sztwŏrtek	ʂ t f ɛ w r t ɛ k
sztwŏrty	ʂ t f ɔ r t ɪ
sztwŏrty	ʂ t f ɔ w r t ɪ
sztwŏrty	ʂ t f ɛ w r t ɪ
sztyjc	ʂ t ɪ j t͡s
sztyry	ʂ t ɪ r ɪ
sztyrysta	ʂ t ɪ r ɪ s t a
szukać	ʂ u k a t͡ɕ
szula	ʂ u l a
szumny	ʂ u m n ɪ
szwajsować	ʂ f a j s ɔ v a t͡ɕ
szwalbka	ʂ f a l p k a
szwarny	ʂ f a r n ɪ
szwestra	ʂ f ɛ s t r a
szwiec	ʂ f j ɛ t͡s
szwigra	ʂ f i ɡ r a
szwincucht	ʂ f i n t͡s u x t
szwoczka	ʂ f ɔ t͡ʂ k a
szyfer	ʂ ɪ f ɛ r
szyja	ʂ ɪ j a
szymel	ʂ ɪ m ɛ l
szynktisz	ʂ ɪ ŋ k t i ʂ
szynkwas	ʂ ɪ ŋ k f a s
szyroki	ʂ ɪ r ɔ k i
szyrzić	ʂ ɪ ʐ i t͡ɕ
szłapa	ʂ w a p a
szōsty	ʂ o s t ɪ
słaby	s w a b ɪ
Słowianin	s w ɔ v j a ɲ i n
słowo	s w ɔ v ɔ
słyszeć	s w ɪ ʂ ɛ t͡ɕ
słōńce	s w o ɲ t͡s ɛ
sōl	s o l
sōm	s o m
sōmsiŏd	s o m ɕ ɔ t
sōmsiŏd	s o m ɕ ɔ w t
sōmsiŏd	s o m ɕ ɛ w t
sōnd	s o n t
tabaka	t a b a k a
tabakdołza	t a b a ɡ d ɔ w z a
tacik	t a t͡ɕ i k
tajla	t a j l a
tajlować	t a j l ɔ v a t͡ɕ
tajlōng	t a j l o ŋ k
tak	t a k
taki	t a k i
także	t a ɡ ʐ ɛ
tam	t a m
tamtyn	t a m t ɪ n
tanksztela	t a ŋ k ʂ t ɛ l a
tanksztelã	t a ŋ k ʂ t ɛ l ã
tasza	t a ʂ a
technika	t ɛ x ɲ i k a
tedy	t ɛ d ɪ
teka	t ɛ k a
tela	t ɛ l a
telefōn	t ɛ l ɛ f o n
teoryjŏ	t ɛ ɔ r ɪ j ɔ
teoryjŏ	t ɛ ɔ r ɪ j ɔ w
teoryjŏ	t ɛ ɔ r ɪ j ɛ w
tepich	t ɛ p i x
terasa	t ɛ r a s a
termin	t ɛ r m i n
terŏz	t ɛ r ɔ s
terŏz	t ɛ r ɔ w s
terŏz	t ɛ r ɛ w s
terŏzki	t ɛ r ɔ s k i
terŏzki	t ɛ r ɔ w s k i
terŏzki	t ɛ r ɛ w s k i
terŏźny	t ɛ r ɔ ʑ n ɪ
terŏźny	t ɛ r ɔ w ʑ n ɪ
terŏźny	t ɛ r ɛ w ʑ n ɪ
teschnota	t ɛ s x n ɔ t a
tesŏrz	t ɛ s ɔ ʂ
tesŏrz	t ɛ s ɔ w ʂ
tesŏrz	t ɛ s ɛ w ʂ
tinta	t i n t a
tkacki	t k a t͡s k i
tkać	t k a t͡ɕ
tlyn	t l ɪ n
to	t ɔ
topić	t ɔ p i t͡ɕ
trafŏk	t r a f ɔ k
trafŏk	t r a f ɔ w k
trafŏk	t r a f ɛ w k
trajbhaus	t r a j p x a w s
transport	t r a n s p ɔ r t
trefić	t r ɛ f i t͡ɕ
trochã	t r ɔ x ã
trudno	t r u d n ɔ
trudność	t r u d n ɔ ɕ t͡ɕ
trudny	t r u d n ɪ
truła	t r u w a
trzeba	t ʂ ɛ b a
trzeci	t ʂ ɛ t͡ɕ i
trzi	t ʂ i
trzimać	t ʂ i m a t͡ɕ
trzić	t ʂ i t͡ɕ
trŏwa	t r ɔ v a
trŏwa	t r ɔ w v a
trŏwa	t r ɛ w v a
tu	t u
tubera	t u b ɛ r a
tukej	t u k ɛ j
tuplikować	t u p l i k ɔ v a t͡ɕ
turbacyjŏ	t u r b a t͡s ɪ j ɔ
turbacyjŏ	t u r b a t͡s ɪ j ɔ w
turbacyjŏ	t u r b a t͡s ɪ j ɛ w
tuste	t u s t ɛ
tustela	t u s t ɛ l a
tustelŏk	t u s t ɛ l ɔ k
tustelŏk	t u s t ɛ l ɔ w k
tustelŏk	t u s t ɛ l ɛ w k
tusty	t u s t ɪ
twać	t f a t͡ɕ
tworzić	t f ɔ ʐ i t͡ɕ
tworōg	t f ɔ r o k
twōj	t f o j
twŏrōg	t f ɔ r o k
twŏrōg	t f ɔ w r o k
twŏrōg	t f ɛ w r o k
ty	t ɪ
tydziyń	t ɪ d͡ʑ ɪ ɲ
tyj	t ɪ j
tyjater	t ɪ j a t ɛ r
tyjka	t ɪ j k a
tyjkesel	t ɪ j k ɛ s ɛ l
tylko	t ɪ l k ɔ
tymczasym	t ɪ m t͡ʂ a s ɪ m
tympy	t ɪ m p ɪ
tyn	t ɪ n
tyngi	t ɪ ŋ ɡ i
tysiōnc	t ɪ ɕ o n t͡s
tyta	t ɪ t a
tytuł	t ɪ t u w
tyż	t ɪ ʂ
tōmata	t o m a t a
tōni	t o ɲ i
tŏpōr	t ɔ p o r
tŏpōr	t ɔ w p o r
tŏpōr	t ɛ w p o r
tŏwŏr	t ɔ v ɔ r
tŏwŏr	t ɔ w v ɔ w r
tŏwŏr	t ɛ w v ɛ w r
u	u
ubiyraczka	u b j ɪ r a t͡ʂ k a
ucho	u x ɔ
uczyń	u t͡ʂ ɪ ɲ
ud	u t
ujek	u j ɛ k
Ukrajina	u k r a j i n a
ulica	u l i t͡s a
ulicã	u l i t͡s ã
umieć	u m j ɛ t͡ɕ
umiyrać	u m j ɪ r a t͡ɕ
uniżać	u ɲ i ʐ a t͡ɕ
uniżyć	u ɲ i ʐ ɪ t͡ɕ
urodliwy	u r ɔ d l i v ɪ
urodny	u r ɔ d n ɪ
uryngla	u r ɪ ŋ ɡ l a
usiedzieć	u ɕ ɛ d͡ʑ ɛ t͡ɕ
ustawa	u s t a v a
uwŏga	u v ɔ ɡ a
uwŏga	u v ɔ w ɡ a
uwŏga	u v ɛ w ɡ a
uzdać	u z d a t͡ɕ
uzyskać	u z ɪ s k a t͡ɕ
użytek	u ʐ ɪ t ɛ k
w	v
w	w u
wachować	v a x ɔ v a t͡ɕ
wachtyrz	v a x t ɪ ʂ
wafynrok	v a f ɪ n r ɔ k
wafynruła	v a f ɪ n r u w a
walczyć	v a l t͡ʂ ɪ t͡ɕ
walić	v a l i t͡ɕ
walka	v a l k a
walkã	v a l k ã
wancka	v a n t͡s k a
wandrować	v a n d r ɔ v a t͡ɕ
wandrus	v a n d r u s
wangelista	v a ŋ ɡ ɛ l i s t a
wanielista	v a ɲ ɛ l i s t a
wapyn	v a p ɪ n
warszawski	v a r ʂ a f s k i
warzić	v a ʐ i t͡ɕ
warōnek	v a r o n ɛ k
waserlajtōng	v a s ɛ r l a j t o ŋ k
waserwŏga	v a s ɛ r v ɔ ɡ a
waserwŏga	v a s ɛ r v ɔ w ɡ a
waserwŏga	v a s ɛ r v ɛ w ɡ a
wasz	v a ʂ
waszkuchnia	v a ʂ k u x ɲ a
ważny	v a ʐ n ɪ
wcale	f t͡s a l ɛ
wczora	f t͡ʂ ɔ r a
we	v ɛ
według	v ɛ d w u k
wegwajzer	v ɛ ɡ v a j z ɛ r
weker	v ɛ k ɛ r
wela	v ɛ l a
welować	v ɛ l ɔ v a t͡ɕ
wercić	v ɛ r t͡ɕ i t͡ɕ
werkcojg	v ɛ r k t͡s ɔ j k
werksztela	v ɛ r k ʂ t ɛ l a
wersyjŏ	v ɛ r s ɪ j ɔ
wersyjŏ	v ɛ r s ɪ j ɔ w
wersyjŏ	v ɛ r s ɪ j ɛ w
wert	v ɛ r t
westa	v ɛ s t a
wiater	v j a t ɛ r
wic	v i t͡s
widać	v i d a t͡ɕ
widmōng	v i d m o ŋ k
widzieć	v i d͡ʑ ɛ t͡ɕ
wieczōr	v j ɛ t͡ʂ o r
wiedza	v j ɛ d͡z a
wiedzieć	v j ɛ d͡ʑ ɛ t͡ɕ
wiejski	v j ɛ j s k i
wiek	v j ɛ k
wiela	v j ɛ l a
wiele	v j ɛ l ɛ
wielki	v j ɛ l k i
wiertać	v j ɛ r t a t͡ɕ
wierzić	v j ɛ ʐ i t͡ɕ
wieś	v j ɛ ɕ
Wikipedyjŏ	v i k i p ɛ d ɪ j ɔ
Wikipedyjŏ	v i k i p ɛ d ɪ j ɔ w
Wikipedyjŏ	v i k i p ɛ d ɪ j ɛ w
Wilijŏ	v i l i j ɔ
Wilijŏ	v i l i j ɔ w
Wilijŏ	v i l i j ɛ w
wilk	v i l k
winowaty	v i n ɔ v a t ɪ
wiync	v j ɪ n t͡s
wiyncyj	v j ɪ n t͡s ɪ j
wiynkszy	v j ɪ ŋ k ʂ ɪ
wiyrba	v j ɪ r b a
wizyta	v i z ɪ t a
wiōnzać	v j o n z a t͡ɕ
wiŏć	v j ɔ t͡ɕ
wiŏć	v j ɔ w t͡ɕ
wiŏć	v j ɛ w t͡ɕ
wlyc	v l ɪ t͡s
wnyntrzny	v n ɪ n t ʂ n ɪ
woda	v ɔ d a
wodã	v ɔ d ã
wojewōdztwo	v ɔ j ɛ v o t͡s t f ɔ
wojna	v ɔ j n a
wojnã	v ɔ j n ã
wojsko	v ɔ j s k ɔ
wojynny	v ɔ j ɪ n n ɪ
woleć	v ɔ l ɛ t͡ɕ
wrazić	v r a ʑ i t͡ɕ
wrażać	v r a ʐ a t͡ɕ
wreć	v r ɛ t͡ɕ
wrzesiyń	v ʐ ɛ ɕ ɪ ɲ
wrōbel	v r o b ɛ l
wrōcić	v r o t͡ɕ i t͡ɕ
wszandy	f ʂ a n d ɪ
wszyjsko	f ʂ ɪ j s k ɔ
wszystek	f ʂ ɪ s t ɛ k
wtedy	f t ɛ d ɪ
wto	f t ɔ
wtorek	f t ɔ r ɛ k
wuszt	v u ʂ t
wy	v ɪ
wybōr	v ɪ b o r
wychōd	v ɪ x o t
wyciyrać	v ɪ t͡ɕ ɪ r a t͡ɕ
wyczytać	v ɪ t͡ʂ ɪ t a t͡ɕ
wyczytować	v ɪ t͡ʂ ɪ t ɔ v a t͡ɕ
wyglōndać	v ɪ ɡ l o n d a t͡ɕ
wyjechać	v ɪ j ɛ x a t͡ɕ
wykōnać	v ɪ k o n a t͡ɕ
wylizać	v ɪ l i z a t͡ɕ
wymiã	v ɪ m j ã
wyndzić	v ɪ n d͡ʑ i t͡ɕ
wyngōrz	v ɪ ŋ ɡ o ʂ
wynikać	v ɪ ɲ i k a t͡ɕ
wynosić	v ɪ n ɔ ɕ i t͡ɕ
wynzoł	v ɪ n z ɔ w
wysoki	v ɪ s ɔ k i
wysoko	v ɪ s ɔ k ɔ
wysokość	v ɪ s ɔ k ɔ ɕ t͡ɕ
wystarczyć	v ɪ s t a r t͡ʂ ɪ t͡ɕ
wystymp	v ɪ s t ɪ m p
wywiōrka	v ɪ v j o r k a
wyzgerny	v ɪ z ɡ ɛ r n ɪ
wyzgierny	v ɪ z ɡ j ɛ r n ɪ
wyświadczyć	v ɪ ɕ f j a t t͡ʂ ɪ t͡ɕ
wyświŏdczać	v ɪ ɕ f j ɔ t t͡ʂ a t͡ɕ
wyświŏdczać	v ɪ ɕ f j ɔ w t t͡ʂ a t͡ɕ
wyświŏdczać	v ɪ ɕ f j ɛ w t t͡ʂ a t͡ɕ
wyższy	v ɪ ʂ ʂ ɪ
wzajymny	v z a j ɪ m n ɪ
wzrost	v z r ɔ s t
wzōr	v z o r
włŏsny	v w ɔ s n ɪ
włŏsny	v w ɔ w s n ɪ
włŏsny	v w ɛ w s n ɪ
wōngel	v o ŋ ɡ ɛ l
wōnglach	v o ŋ ɡ l a x
wōnglami	v o ŋ ɡ l a m i
wōngle	v o ŋ ɡ l ɛ
wōngli	v o ŋ ɡ l i
wōnglu	v o ŋ ɡ l u
wōnglym	v o ŋ ɡ l ɪ m
wōnglōm	v o ŋ ɡ l o m
wōnglōma	v o ŋ ɡ l o m a
wōnglōw	v o ŋ ɡ l o f
wōnglŏ	v o ŋ ɡ l ɔ
wōnglŏ	v o ŋ ɡ l ɔ w
wōnglŏ	v o ŋ ɡ l ɛ w
wōniać	v o ɲ a t͡ɕ
wōnski	v o n s k i
wōntroba	v o n t r ɔ b a
wōnż	v o n ʂ
wōz	v o s
wōń	v o ɲ
wŏga	v ɔ ɡ a
wŏga	v ɔ w ɡ a
wŏga	v ɛ w ɡ a
wŏrsztwa	v ɔ r ʂ t f a
wŏrsztwa	v ɔ w r ʂ t f a
wŏrsztwa	v ɛ w r ʂ t f a
wŏrsztwã	v ɔ r ʂ t f ã
wŏrsztwã	v ɔ w r ʂ t f ã
wŏrsztwã	v ɛ w r ʂ t f ã
yjzel	ɪ j z ɛ l
ymancypacyjŏ	ɪ m a n t͡s ɪ p a t͡s ɪ j ɔ
ymancypacyjŏ	ɪ m a n t͡s ɪ p a t͡s ɪ j ɔ w
ymancypacyjŏ	ɪ m a n t͡s ɪ p a t͡s ɪ j ɛ w
ymisyjŏ	ɪ m i s ɪ j ɔ
ymisyjŏ	ɪ m i s ɪ j ɔ w
ymisyjŏ	ɪ m i s ɪ j ɛ w
yncyklopedyjŏ	ɪ n t͡s ɪ k l ɔ p ɛ d ɪ j ɔ
yncyklopedyjŏ	ɪ n t͡s ɪ k l ɔ p ɛ d ɪ j ɔ w
yncyklopedyjŏ	ɪ n t͡s ɪ k l ɔ p ɛ d ɪ j ɛ w
ynergijŏ	ɪ n ɛ r ɡ i j ɔ
ynergijŏ	ɪ n ɛ r ɡ i j ɔ w
ynergijŏ	ɪ n ɛ r ɡ i j ɛ w
Yngland	ɪ ŋ ɡ l a n t
ynkel	ɪ ŋ k ɛ l
yno	ɪ n ɔ
ynta	ɪ n t a
z	z
z	z ɨ
za	z a
zabawa	z a b a v a
zac	z a t͡s
zachodni	z a x ɔ d ɲ i
zachōd	z a x o t
zaczynać	z a t͡ʂ ɪ n a t͡ɕ
zaczyniać	z a t͡ʂ ɪ ɲ a t͡ɕ
zaczynić	z a t͡ʂ ɪ ɲ i t͡ɕ
zaczōńć	z a t͡ʂ o ɲ t͡ɕ
zadanie	z a d a ɲ ɛ
zadek	z a d ɛ k
zajta	z a j t a
zakwasić	z a k f a ɕ i t͡ɕ
zaledwie	z a l ɛ d v j ɛ
zależeć	z a l ɛ ʐ ɛ t͡ɕ
zalōnik	z a l o ɲ i k
Zambijŏ	z a m b i j ɔ
Zambijŏ	z a m b i j ɔ w
Zambijŏ	z a m b i j ɛ w
zandŏl	z a n d ɔ l
zandŏl	z a n d ɔ w l
zandŏl	z a n d ɛ w l
zanim	z a ɲ i m
zant	z a n t
zapiōntek	z a p j o n t ɛ k
zapytać	z a p ɪ t a t͡ɕ
zarzec	z a ʐ ɛ t͡s
zarzōnd	z a ʐ o n t
zasiedzieć	z a ɕ ɛ d͡ʑ ɛ t͡ɕ
zaszporować	z a ʂ p ɔ r ɔ v a t͡ɕ
zatel	z a t ɛ l
zatym	z a t ɪ m
zausznica	z a u ʂ ɲ i t͡s a
zawiyrać	z a v j ɪ r a t͡ɕ
zawrzić	z a v ʐ i t͡ɕ
zawsze	z a f ʂ ɛ
zazdrość	z a z d r ɔ ɕ t͡ɕ
zaôbycz	z a w ɔ b ɪ t͡ʂ
załoga	z a w ɔ ɡ a
zaś	z a ɕ
zdrok	z d r ɔ k
zdrowie	z d r ɔ v j ɛ
zdrzadło	z d ʐ a d w ɔ
zdrzały	z d ʐ a w ɪ
zdrzić	z d ʐ i t͡ɕ
zdrzybiã	z d ʐ ɪ b j ã
zdrzōdło	z d ʐ o d w ɔ
ze	z ɛ
zesel	z ɛ s ɛ l
zgniły	z ɡ ɲ i w ɪ
zgodnie	z ɡ ɔ d ɲ ɛ
zic	ʑ i t͡s
zicher	z i x ɛ r
zicherka	z i x ɛ r k a
ziebro	ʑ ɛ b r ɔ
zielōny	ʑ ɛ l o n ɪ
ziobro	ʑ ɔ b r ɔ
ziymia	ʑ ɪ m j a
Ziymia	ʑ ɪ m j a
ziyńć	ʑ ɪ ɲ t͡ɕ
zmiana	z m j a n a
zmiynić	z m j ɪ ɲ i t͡ɕ
znaczny	z n a t͡ʂ n ɪ
znaczycie	z n a t͡ʂ ɪ t͡ɕ ɛ
znaczymy	z n a t͡ʂ ɪ m ɪ
znaczysz	z n a t͡ʂ ɪ ʂ
znaczyć	z n a t͡ʂ ɪ t͡ɕ
znaczã	z n a t͡ʂ ã
znaczōm	z n a t͡ʂ o m
znak	z n a k
znać	z n a t͡ɕ
znōmy	z n o m ɪ
znŏjś	z n ɔ j ɕ
znŏjś	z n ɔ w j ɕ
znŏjś	z n ɛ w j ɕ
zorta	z ɔ r t a
zostawić	z ɔ s t a v i t͡ɕ
zostać	z ɔ s t a t͡ɕ
zowżdy	z ɔ v ʐ d ɪ
zrobić	z r ɔ b i t͡ɕ
zrozumieć	z r ɔ z u m j ɛ t͡ɕ
zwiyrz	z v j ɪ ʂ
zwiyrzina	z v j ɪ ʐ i n a
zwiyrzinã	z v j ɪ ʐ i n ã
zwiyrzã	z v j ɪ ʐ ã
zwiōnzek	z v j o n z ɛ k
zwyciynstwo	z v ɪ t͡ɕ ɪ n s t f ɔ
zwyk	z v ɪ k
zwykle	z v ɪ k l ɛ
zwykły	z v ɪ k w ɪ
zwyrtać	z v ɪ r t a t͡ɕ
zwłaszcza	z v w a ʂ t͡ʂ a
zwōn	z v o n
zy	z ɪ
zygŏr	z ɪ ɡ ɔ r
zygŏr	z ɪ ɡ ɔ w r
zygŏr	z ɪ ɡ ɛ w r
zymft	z ɪ m f t
zyngruba	z ɪ ŋ ɡ r u b a
zły	z w ɪ
zōmb	z o m p
zōuza	z o u z a
zōwizō	z o v i z o
zŏca	z ɔ t͡s a
zŏca	z ɔ w t͡s a
zŏca	z ɛ w t͡s a
zŏfa	z ɔ f a
zŏfa	z ɔ w f a
zŏfa	z ɛ w f a
zŏftpresa	z ɔ f t p r ɛ s a
zŏftpresa	z ɔ w f t p r ɛ s a
zŏftpresa	z ɛ w f t p r ɛ s a
zŏlōng	z ɔ l o ŋ k
zŏlōng	z ɔ w l o ŋ k
zŏlōng	z ɛ w l o ŋ k
zŏwitka	z ɔ v i t k a
zŏwitka	z ɔ w v i t k a
zŏwitka	z ɛ w v i t k a
zŏwiść	z ɔ v i ɕ t͡ɕ
zŏwiść	z ɔ w v i ɕ t͡ɕ
zŏwiść	z ɛ w v i ɕ t͡ɕ
zŏzwōr	z ɔ z v o r
zŏzwōr	z ɔ w z v o r
zŏzwōr	z ɛ w z v o r
ôba	w ɔ b a
ôbcy	w ɔ p t͡s ɪ
ôbecnie	w ɔ b ɛ t͡s ɲ ɛ
ôbecny	w ɔ b ɛ t͡s n ɪ
ôblyc	w ɔ b l ɪ t͡s
ôblyczynie	w ɔ b l ɪ t͡ʂ ɪ ɲ ɛ
ôblykać	w ɔ b l ɪ k a t͡ɕ
ôbora	w ɔ b ɔ r a
ôbryncznik	w ɔ b r ɪ n t͡ʂ ɲ i k
ôbrzynd	w ɔ b ʐ ɪ n t
ôbrōt	w ɔ b r o t
ôbrŏz	w ɔ b r ɔ s
ôbrŏz	w ɔ b r ɔ w s
ôbrŏz	w ɔ b r ɛ w s
ôbserwować	w ɔ p s ɛ r v ɔ v a t͡ɕ
ôbstōnŏ	w ɔ p s t o n ɔ
ôbstōnŏ	w ɔ p s t o n ɔ w
ôbstōnŏ	w ɔ p s t o n ɛ w
ôbłok	w ɔ b w ɔ k
ôbōz	w ɔ b o s
ôcet	w ɔ t͡s ɛ t
ôchrōna	w ɔ x r o n a
ôchrōnã	w ɔ x r o n ã
ôcyl	w ɔ t͡s ɪ l
ôcyna	w ɔ t͡s ɪ n a
ôczywistość	w ɔ t͡ʂ ɪ v i s t ɔ ɕ t͡ɕ
ôczywisty	w ɔ t͡ʂ ɪ v i s t ɪ
ôczywiście	w ɔ t͡ʂ ɪ v i ɕ t͡ɕ ɛ
ôd	w ɔ t
ôdpowiedzieć	w ɔ t p ɔ v j ɛ d͡ʑ ɛ t͡ɕ
ôdpowiydź	w ɔ t p ɔ v j ɪ t͡ɕ
ôdpytōnek	w ɔ t p ɪ t o n ɛ k
ôdy	w ɔ d ɪ
ôfiara	w ɔ f j a r a
ôfiarã	w ɔ f j a r ã
ôficyr	w ɔ f i t͡s ɪ r
ôgyń	w ɔ ɡ ɪ ɲ
ôgōn	w ɔ ɡ o n
ôjciec	w ɔ j t͡ɕ ɛ t͡s
ôkno	w ɔ k n ɔ
ôko	w ɔ k ɔ
ôkoło	w ɔ k ɔ w ɔ
ôkrynt	w ɔ k r ɪ n t
ôkrōm	w ɔ k r o m
ôkrōngły	w ɔ k r o ŋ ɡ w ɪ
ôlyj	w ɔ l ɪ j
ôn	w o n
ôna	w o n a
ônaczyć	w ɔ n a t͡ʂ ɪ t͡ɕ
ône	w o n ɛ
ôni	w o ɲ i
ôno	w o n ɔ
ôpacznik	w ɔ p a t͡ʂ ɲ i k
ôplecek	w ɔ p l ɛ t͡s ɛ k
ôpuczŏrz	w ɔ p u t͡ʂ ɔ ʂ
ôpuczŏrz	w ɔ p u t͡ʂ ɔ w ʂ
ôpuczŏrz	w ɔ p u t͡ʂ ɛ w ʂ
ôpuka	w ɔ p u k a
ôreł	w ɔ r ɛ w
ôrganizacyjŏ	w ɔ r ɡ a ɲ i z a t͡s ɪ j ɔ
ôrganizacyjŏ	w ɔ r ɡ a ɲ i z a t͡s ɪ j ɔ w
ôrganizacyjŏ	w ɔ r ɡ a ɲ i z a t͡s ɪ j ɛ w
ôrganizm	w ɔ r ɡ a ɲ i z m
