A	a
zdrapywać	z d r a p ɘ v a t͡ɕ
zdrewnieć	z d r ɛ v ɲ ɛ t͡ɕ
zdrobniałość	z d r ɔ b ɲ a w ɔ ɕ t͡ɕ
zdrobniały	z d r ɔ b ɲ a w ɘ
zdrobnienie	z d r ɔ b ɲ ɛ ɲ ɛ
zdrobnić	z d r ɔ b ɲ i t͡ɕ
zdroje	z d r ɔ j ɛ
zdrojek	z d r ɔ j ɛ k
zdrojem	z d r ɔ j ɛ m
zdrojowi	z d r ɔ j ɔ v i
zdroju	z d r ɔ j u
zdrowa	z d r ɔ v a
zdrowaśka	z d r ɔ v a ɕ k a
zdrowe	z d r ɔ v ɛ
zdrowego	z d r ɔ v ɛ ɡ ɔ
zdrowej	z d r ɔ v ɛ j
zdrowemu	z d r ɔ v ɛ m u
zdrowi	z d r ɔ v i
zdrowia	z d r ɔ v j a
zdrowie	z d r ɔ v j e
zdrowie	z d r ɔ v j ɛ
zdrowiej	z d r ɔ v j ɛ j
zdrowieć	z d r ɔ v j ɛ t͡ɕ
zdrowiu	z d r ɔ v j u
zdrowiutki	z d r ɔ v j u t k i
zdrowić	z d r ɔ v i t͡ɕ
zdrowo	z d r ɔ v ɔ
zdroworozsądkowo	z d r ɔ v ɔ r ɔ s s ɔ n t k ɔ v ɔ
zdroworozsądkowy	z d r ɔ v ɔ r ɔ s s ɔ n t k ɔ v ɘ
zdrowota	z d r ɔ v ɔ t a
zdrowotny	z d r ɔ v ɔ t n ɘ
zdrowotą	z d r ɔ v ɔ t ɔ w̃
zdrowsi	z d r ɔ f ɕ i
zdrowszego	z d r ɔ f ʂ ɛ ɡ ɔ
zdrowszy	z d r ɔ f ʂ ɘ
zdrowy	z d r ɔ v ɘ
zdrowych	z d r ɔ v ɘ x
zdrowym	z d r ɔ v ɘ m
zdrowymi	z d r ɔ v ɘ m i
zdrową	z d r ɔ v ɔ w̃
zdrożeć	z d r ɔ ʐ ɛ t͡ɕ
zdrożność	z d r ɔ ʐ n ɔ ɕ t͡ɕ
zdrożny	z d r ɔ ʐ n ɘ
zdruzgotanie	z d r u z ɡ ɔ t a ɲ ɛ
zdruzgotany	z d r u z ɡ ɔ t a n ɘ
zdruzgotać	z d r u z ɡ ɔ t a t͡ɕ
zdrzemnąć	z d ʐ ɛ m n ɔ ɲ t͡ɕ
zdrój	z d r u j
zdrów	z d r u f
zdrówko	z d r u f k ɔ
zdrętwiały	z d r ɛ n t f j a w ɘ
zdrętwienie	z d r ɛ n t f j ɛ ɲ ɛ
zdrętwieć	z d r ɛ n t f j ɛ t͡ɕ
zdubbingowali	z d a b i ŋ ɡ ɔ v a l i
zdubbingowaliby	z d a b i ŋ ɡ ɔ v a l i b ɘ
zdubbingowalibyście	z d a b i ŋ ɡ ɔ v a l i b ɘ ɕ t͡ɕ ɛ
zdubbingowalibyśmy	z d a b i ŋ ɡ ɔ v a l i b ɘ ɕ m ɘ
zdubbingowaliście	z d a b i ŋ ɡ ɔ v a l i ɕ t͡ɕ ɛ
zdubbingowaliśmy	z d a b i ŋ ɡ ɔ v a l i ɕ m ɘ
zdubbingowana	z d a b i ŋ ɡ ɔ v a n a
zdubbingowane	z d a b i ŋ ɡ ɔ v a n ɛ
zdubbingowanego	z d a b i ŋ ɡ ɔ v a n ɛ ɡ ɔ
zdubbingowanej	z d a b i ŋ ɡ ɔ v a n ɛ j
zdubbingowanemu	z d a b i ŋ ɡ ɔ v a n ɛ m u
zdubbingowani	z d a b i ŋ ɡ ɔ v a ɲ i
zdubbingowania	z d a b i ŋ ɡ ɔ v a ɲ a
zdubbingowanie	z d a b i ŋ ɡ ɔ v a ɲ ɛ
zdubbingowaniem	z d a b i ŋ ɡ ɔ v a ɲ ɛ m
zdubbingowaniu	z d a b i ŋ ɡ ɔ v a ɲ u
zdubbingowano	z d a b i ŋ ɡ ɔ v a n ɔ
zdubbingowany	z d a b i ŋ ɡ ɔ v a n ɘ
zdubbingowanych	z d a b i ŋ ɡ ɔ v a n ɘ x
zdubbingowanym	z d a b i ŋ ɡ ɔ v a n ɘ m
zdubbingowanymi	z d a b i ŋ ɡ ɔ v a n ɘ m i
zdubbingowaną	z d a b i ŋ ɡ ɔ v a n ɔ w̃
zdubbingowawszy	z d a b i ŋ ɡ ɔ v a f ʂ ɘ
zdubbingować	z d a b i ŋ ɡ ɔ v a t͡ɕ
zdubbingował	z d a b i ŋ ɡ ɔ v a w
zdubbingowała	z d a b i ŋ ɡ ɔ v a w a
zdubbingowałaby	z d a b i ŋ ɡ ɔ v a w a b ɘ
zdubbingowałabym	z d a b i ŋ ɡ ɔ v a w a b ɘ m
zdubbingowałabyś	z d a b i ŋ ɡ ɔ v a w a b ɘ ɕ
zdubbingowałam	z d a b i ŋ ɡ ɔ v a w a m
zdubbingowałaś	z d a b i ŋ ɡ ɔ v a w a ɕ
zdubbingowałby	z d a b i ŋ ɡ ɔ v a w b ɘ
zdubbingowałbym	z d a b i ŋ ɡ ɔ v a w b ɘ m
zdubbingowałbyś	z d a b i ŋ ɡ ɔ v a w b ɘ ɕ
zdubbingowałem	z d a b i ŋ ɡ ɔ v a w ɛ m
zdubbingowałeś	z d a b i ŋ ɡ ɔ v a w ɛ ɕ
zdubbingowało	z d a b i ŋ ɡ ɔ v a w ɔ
zdubbingowałoby	z d a b i ŋ ɡ ɔ v a w ɔ b ɘ
zdubbingowały	z d a b i ŋ ɡ ɔ v a w ɘ
zdubbingowałyby	z d a b i ŋ ɡ ɔ v a w ɘ b ɘ
zdubbingowałybyście	z d a b i ŋ ɡ ɔ v a w ɘ b ɘ ɕ t͡ɕ ɛ
zdubbingowałybyśmy	z d a b i ŋ ɡ ɔ v a w ɘ b ɘ ɕ m ɘ
zdubbingowałyście	z d a b i ŋ ɡ ɔ v a w ɘ ɕ t͡ɕ ɛ
zdubbingowałyśmy	z d a b i ŋ ɡ ɔ v a w ɘ ɕ m ɘ
zdubbinguj	z d a b i ŋ ɡ u j
zdubbingujcie	z d a b i ŋ ɡ u j t͡ɕ ɛ
zdubbinguje	z d a b i ŋ ɡ u j ɛ
zdubbingujecie	z d a b i ŋ ɡ u j ɛ t͡ɕ ɛ
zdubbingujemy	z d a b i ŋ ɡ u j ɛ m ɘ
zdubbingujesz	z d a b i ŋ ɡ u j ɛ ʂ
zdubbingujmy	z d a b i ŋ ɡ u j m ɘ
zdubbingują	z d a b i ŋ ɡ u j ɔ w̃
zdubbinguję	z d a b i ŋ ɡ u j ɛ
zdubbinguję	z d a b i ŋ ɡ u j ɛ w̃
zdumienie	z d u m j ɛ ɲ ɛ
zdumiewająco	z d u m j ɛ v a j ɔ n t͡s ɔ
zdumiewający	z d u m j ɛ v a j ɔ n t͡s ɘ
zdumiewać	z d u m j ɛ v a t͡ɕ
zdumieć	z d u m j ɛ t͡ɕ
zdumiony	z d u m j ɔ n ɘ
zdun	z d u n
zduplikować	z d u p l i k ɔ v a t͡ɕ
zdupny	z d u p n ɘ
zdurnieć	z d u r ɲ ɛ t͡ɕ
zdusić	z d u ɕ i t͡ɕ
zduszanie	z d u ʂ a ɲ ɛ
zduszać	z d u ʂ a t͡ɕ
zduszenie	z d u ʂ ɛ ɲ ɛ
zduś	z d u ɕ
zdużać	z d u ʐ a t͡ɕ
zdwajać	z d v a j a t͡ɕ
zdwoić	z d v ɔ i t͡ɕ
zdybać	z d ɘ b a t͡ɕ
zdychanie	z d ɘ x a ɲ ɛ
zdychać	z d ɘ x a t͡ɕ
zdyfamować	z d ɘ f a m ɔ v a t͡ɕ
zdynamizować	z d ɘ n a m i z ɔ v a t͡ɕ
zdyscyplinowany	z d ɘ s t͡s ɘ p l i n ɔ v a n ɘ
zdyscyplinuj	z d ɘ s t͡s ɘ p l i n u j
zdyskredytować	z d ɘ s k r ɛ d ɘ t ɔ v a t͡ɕ
zdystansować	z d ɘ s t a n s ɔ v a t͡ɕ
zdywersyfikować	z d ɘ v ɛ r s ɘ f i k ɔ v a t͡ɕ
zdziadziały	z d͡ʑ a d͡ʑ a w ɘ
zdziadzieć	z d͡ʑ a d͡ʑ ɛ t͡ɕ
zdziałać	z d͡ʑ a w a t͡ɕ
zdziczały	z d͡ʑ i t͡ʂ a w ɘ
zdziczenie	z d͡ʑ i t͡ʂ ɛ ɲ ɛ
zdziczeć	z d͡ʑ i t͡ʂ ɛ t͡ɕ
zdziecinnieć	z d͡ʑ ɛ t͡ɕ i n ɲ ɛ t͡ɕ
zdzielić	z d͡ʑ ɛ l i t͡ɕ
zdzierak	z d͡ʑ ɛ r a k
zdzieranie	z d͡ʑ ɛ r a ɲ ɛ
zdzierać	z d͡ʑ ɛ r a t͡ɕ
zdzierca	z d͡ʑ ɛ r t͡s a
zdziercą	z d͡ʑ ɛ r t͡s ɔ w̃
zdzierstwo	z d͡ʑ ɛ r s t f ɔ
zdzierżyć	z d͡ʑ ɛ r ʐ ɘ t͡ɕ
zdzierżyć	z d͡ʑ ɛ r ʐ ɨ t͡ɕ
zdziesionować	z d͡ʑ ɛ ɕ ɔ n ɔ v a t͡ɕ
zdziesiątkować	z d͡ʑ ɛ ɕ ɔ n t k ɔ v a t͡ɕ
zdzira	z d͡ʑ i r a
zdzirą	z d͡ʑ i r ɔ w̃
zdziw	z d͡ʑ i f
zdziwaczały	z d͡ʑ i v a t͡ʂ a w ɘ
zdziwaczeć	z d͡ʑ i v a t͡ʂ ɛ t͡ɕ
zdziwienie	z d͡ʑ i v j ɛ ɲ ɛ
zdziwiony	z d͡ʑ i v j ɔ n ɘ
zdziwić	z d͡ʑ i v i t͡ɕ
zdób	z d u p
zdóbcie	z d u p t͡ɕ ɛ
zdóbmy	z d u b m ɘ
zdąż	z d ɔ n ʂ
zdąż	z d ɔ w̃ ʂ
zdążać	z d ɔ n ʐ a t͡ɕ
zdążać	z d ɔ w̃ ʐ a t͡ɕ
zdąży	z d ɔ n ʐ ɘ
zdąży	z d ɔ w̃ ʐ ɘ
zdążyć	z d ɔ n ʐ ɘ t͡ɕ
zdążyć	z d ɔ w̃ ʐ ɘ t͡ɕ
zdążą	z d ɔ n ʐ ɔ w̃
zdążą	z d ɔ w̃ ʐ ɔ w̃
zdążę	z d ɔ n ʐ ɛ
zdążę	z d ɔ n ʐ ɛ w̃
zdążę	z d ɔ w̃ ʐ ɛ
zdążę	z d ɔ w̃ ʐ ɛ w̃
zdębieć	z d ɛ m b j ɛ t͡ɕ
zdławienie	z d w a v j ɛ ɲ ɛ
zdławić	z d w a v i t͡ɕ
ze	z ɛ
zebr	z ɛ b r
zebra	z ɛ b r a
zebrach	z ɛ b r a x
zebrali	z ɛ b r a l i
zebrami	z ɛ b r a m i
zebrana	z ɛ b r a n a
zebrane	z ɛ b r a n ɛ
zebrani	z ɛ b r a ɲ i
zebranie	z ɛ b r a ɲ e
zebranie	z ɛ b r a ɲ ɛ
zebrano	z ɛ b r a n ɔ
zebrany	z ɛ b r a n ɘ
zebraną	z ɛ b r a n ɔ w̃
zebrać	z ɛ b r a t͡ɕ
zebrał	z ɛ b r a w
zebrała	z ɛ b r a w a
zebrało	z ɛ b r a w ɔ
zebrały	z ɛ b r a w ɘ
zebrań	z ɛ b r a ɲ
zebro	z ɛ b r ɔ
zebroid	z ɛ b r ɔ i t
zebrom	z ɛ b r ɔ m
zebry	z ɛ b r ɘ
zebrzak	z ɛ b ʐ a k
zebrze	z ɛ b ʐ ɛ
zebrą	z ɛ b r ɔ w̃
zebrę	z ɛ b r ɛ
zebrę	z ɛ b r ɛ w̃
zebu	z ɛ b u
zebździć	z ɛ b ʑ d͡ʑ i t͡ɕ
zecer	z ɛ t͡s ɛ r
zecerka	z ɛ t͡s ɛ r k a
zecerką	z ɛ t͡s ɛ r k ɔ w̃
zechce	z ɛ x t͡s ɛ
zechcesz	z ɛ x t͡s ɛ ʂ
zechcieć	z ɛ x t͡ɕ ɛ t͡ɕ
zedrzeć	z ɛ d ʐ ɛ t͡ɕ
zefir	z ɛ f i r
zefirek	z ɛ f i r ɛ k
zegar	z ɛ ɡ a r
zegareczek	z ɛ ɡ a r ɛ t͡ʂ ɛ k
zegarek	z ɛ ɡ a r ɛ k
zegarmistrz	z ɛ ɡ a r m i s t ʂ
zegarmistrzostwo	z ɛ ɡ a r m i s t ʂ ɔ s t f ɔ
zegarmistrzowski	z ɛ ɡ a r m i s t ʂ ɔ f s k i
zegarowy	z ɛ ɡ a r ɔ v ɘ
zegarynka	z ɛ ɡ a r ɘ n k a
zegna	z ɛ ɡ n a
zegnacie	z ɛ ɡ n a t͡ɕ ɛ
zegnaj	z ɛ ɡ n a j
zegnają	z ɛ ɡ n a j ɔ w̃
zegnali	z ɛ ɡ n a l i
zegnam	z ɛ ɡ n a m
zegnamy	z ɛ ɡ n a m ɘ
zegnana	z ɛ ɡ n a n a
zegnane	z ɛ ɡ n a n ɛ
zegnani	z ɛ ɡ n a ɲ i
zegnanie	z ɛ ɡ n a ɲ ɛ
zegnano	z ɛ ɡ n a n ɔ
zegnany	z ɛ ɡ n a n ɘ
zegnaną	z ɛ ɡ n a n ɔ w̃
zegnasz	z ɛ ɡ n a ʂ
zegnać	z ɛ ɡ n a t͡ɕ
zegnie	z ɛ ɡ ɲ ɛ
zegnij	z ɛ ɡ ɲ i j
zegnę	z ɛ ɡ n ɛ
zegnę	z ɛ ɡ n ɛ w̃
zejdzie	z ɛ j d͡ʑ ɛ
zejdziecie	z ɛ j d͡ʑ ɛ t͡ɕ ɛ
zejdziemy	z ɛ j d͡ʑ ɛ m ɘ
zejdą	z ɛ j d ɔ w̃
zejdę	z ɛ j d ɛ
zejdę	z ɛ j d ɛ w̃
zejdź	z ɛ j t͡ɕ
zejście	z ɛ j ɕ t͡ɕ ɛ
zejściówka	z ɛ j ɕ t͡ɕ u f k a
zejść	z ɛ j ɕ t͡ɕ
zekranizować	z ɛ k r a ɲ i z ɔ v a t͡ɕ
zelandzki	z ɛ l a n t͡s k i
zelant	z ɛ l a n t
zelektryfikować	z ɛ l ɛ k t r ɘ f i k ɔ v a t͡ɕ
zelektryzować	z ɛ l ɛ k t r ɘ z ɔ v a t͡ɕ
zelota	z ɛ l ɔ t a
zelować	z ɛ l ɔ v a t͡ɕ
zelżenie	z ɛ l ʐ ɛ ɲ ɛ
zelżeć	z ɛ l ʐ ɛ t͡ɕ
zemdlenie	z ɛ m d l ɛ ɲ ɛ
zemdleć	z ɛ m d l ɛ t͡ɕ
zemdlić	z ɛ m d l i t͡ɕ
zemdlony	z ɛ m d l ɔ n ɘ
zemkniecie	z ɛ m k ɲ ɛ t͡ɕ ɛ
zemknięcie	z ɛ m k ɲ ɛ ɲ t͡ɕ ɛ
zemknąć	z ɛ m k n ɔ ɲ t͡ɕ
zemla	z ɛ m l a
zemleć	z ɛ m l ɛ t͡ɕ
zemnie	z ɛ m ɲ ɛ
zemnij	z ɛ m ɲ i j
zemną	z ɛ m n ɔ w̃
zemnę	z ɛ m n ɛ
zemnę	z ɛ m n ɛ w̃
zemrzeć	z ɛ m r̝ ɛ t͡ɕ
zemrzeć	z ɛ m ʐ ɛ t͡ɕ
zemrą	z ɛ m r ɔ w̃
zemrę	z ɛ m r ɛ
zemrę	z ɛ m r ɛ w̃
zemsta	z ɛ m s t a
zemsty	z ɛ m s t ɘ
zemścić	z ɛ m ɕ t͡ɕ i t͡ɕ
zen	z ɛ n
zendra	z ɛ n d r a
zendrówka	z ɛ n d r u f k a
zendrą	z ɛ n d r ɔ w̃
zenit	z ɛ ɲ i t
zenza	z ɛ n z a
zepchnięcie	z ɛ p x ɲ ɛ ɲ t͡ɕ ɛ
zepchnąć	z ɛ p x n ɔ ɲ t͡ɕ
zepnie	z ɛ p ɲ ɛ
zepniecie	z ɛ p ɲ ɛ t͡ɕ ɛ
zepniemy	z ɛ p ɲ ɛ m ɘ
zepniesz	z ɛ p ɲ ɛ ʂ
zepną	z ɛ p n ɔ w̃
zepnę	z ɛ p n ɛ
zepnę	z ɛ p n ɛ w̃
zeprzeć	z ɛ p r̝ ɛ t͡ɕ
zeprzeć	z ɛ p ʂ ɛ t͡ɕ
zeprą	z ɛ p r ɔ w̃
zeprę	z ɛ p r ɛ
zeprę	z ɛ p r ɛ w̃
zepsucie	z ɛ p s u t͡ɕ ɛ
zepsuty	z ɛ p s u t ɘ
zepsuć	z ɛ p s u t͡ɕ
zer	z ɛ r
zera	z ɛ r a
zerach	z ɛ r a x
zerami	z ɛ r a m i
zerem	z ɛ r ɛ m
zerka	z ɛ r k a
zerkaj	z ɛ r k a j
zerkali	z ɛ r k a l i
zerkam	z ɛ r k a m
zerkanie	z ɛ r k a ɲ ɛ
zerkasz	z ɛ r k a ʂ
zerkać	z ɛ r k a t͡ɕ
zerkał	z ɛ r k a w
zerkała	z ɛ r k a w a
zerkało	z ɛ r k a w ɔ
zerkały	z ɛ r k a w ɘ
zerknięcie	z ɛ r k ɲ ɛ ɲ t͡ɕ ɛ
zerknąć	z ɛ r k n ɔ ɲ t͡ɕ
zero	z ɛ r ɔ
zerodować	z ɛ r ɔ d ɔ v a t͡ɕ
zeroemisyjny	z ɛ r ɔ ɛ m i s ɘ j n ɘ
zerom	z ɛ r ɔ m
zerowa	z ɛ r ɔ v a
zerowanie	z ɛ r ɔ v a ɲ ɛ
zerować	z ɛ r ɔ v a t͡ɕ
zerowe	z ɛ r ɔ v ɛ
zerowego	z ɛ r ɔ v ɛ ɡ ɔ
zerowej	z ɛ r ɔ v ɛ j
zerowemu	z ɛ r ɔ v ɛ m u
zerowi	z ɛ r ɔ v i
zerowy	z ɛ r ɔ v ɘ
zerowym	z ɛ r ɔ v ɘ m
zerową	z ɛ r ɔ v ɔ w̃
zeru	z ɛ r u
zeruj	z ɛ r u j
zeruje	z ɛ r u j ɛ
zeruję	z ɛ r u j ɛ
zeruję	z ɛ r u j ɛ w̃
zerw	z ɛ r f
zerwa	z ɛ r v a
zerwać	z ɛ r v a t͡ɕ
zerwie	z ɛ r v j ɛ
zerwiecie	z ɛ r v j ɛ t͡ɕ ɛ
zerwiemy	z ɛ r v j ɛ m ɘ
zerwiesz	z ɛ r v j ɛ ʂ
zerwij	z ɛ r v i j
zerwy	z ɛ r v ɘ
zerwą	z ɛ r v ɔ w̃
zerwę	z ɛ r v ɛ
zerwę	z ɛ r v ɛ w̃
zerze	z ɛ ʐ ɛ
zerówka	z ɛ r u f k a
zerówką	z ɛ r u f k ɔ w̃
zerówkę	z ɛ r u f k ɛ
zerówkę	z ɛ r u f k ɛ w̃
zerżnięcie	z ɛ r ʐ ɲ ɛ ɲ t͡ɕ ɛ
zerżnąć	z ɛ r ʐ n ɔ ɲ t͡ɕ
zeschniecie	z ɛ s x ɲ ɛ t͡ɕ ɛ
zeschnięcie	z ɛ s x ɲ ɛ ɲ t͡ɕ ɛ
zeschnąć	z ɛ s x n ɔ ɲ t͡ɕ
zeschły	z ɛ s x w ɘ
zeskakiwać	z ɛ s k a k i v a t͡ɕ
zeskanować	z ɛ s k a n ɔ v a t͡ɕ
zeskocz	z ɛ s k ɔ t͡ʂ
zeskoczyć	z ɛ s k ɔ t͡ʂ ɘ t͡ɕ
zeskrobanie	z ɛ s k r ɔ b a ɲ ɛ
zeskąpieć	z ɛ s k ɔ m p j ɛ t͡ɕ
zespalać	z ɛ s p a l a t͡ɕ
zespawać	z ɛ s p a v a t͡ɕ
zespol	z ɛ s p ɔ l
zespole	z ɛ s p ɔ l ɛ
zespolenie	z ɛ s p ɔ l ɛ ɲ ɛ
zespoli	z ɛ s p ɔ l i
zespolić	z ɛ s p ɔ l i t͡ɕ
zespolony	z ɛ s p ɔ l ɔ n ɘ
zespolą	z ɛ s p ɔ l ɔ w̃
zespolę	z ɛ s p ɔ l ɛ
zespolę	z ɛ s p ɔ l ɛ w̃
zespołach	z ɛ s p ɔ w a x
zespołami	z ɛ s p ɔ w a m i
zespołem	z ɛ s p ɔ w ɛ m
zespołom	z ɛ s p ɔ w ɔ m
zespołowi	z ɛ s p ɔ w ɔ v i
zespołowo	z ɛ s p ɔ w ɔ v ɔ
zespołowość	z ɛ s p ɔ w ɔ v ɔ ɕ t͡ɕ
zespołowy	z ɛ s p ɔ w ɔ v ɘ
zespołu	z ɛ s p ɔ w u
zespoły	z ɛ s p ɔ w ɘ
zespołów	z ɛ s p ɔ w u f
zespól	z ɛ s p u l
zespólnia	z ɛ s p u l ɲ a
zespół	z ɛ s p u w
zesranie	z ɛ s r a ɲ ɛ
zesrać	z ɛ s r a t͡ɕ
zesrywać	z ɛ s r ɘ v a t͡ɕ
zestalać	z ɛ s t a l a t͡ɕ
zestalić	z ɛ s t a l i t͡ɕ
zestandaryzować	z ɛ s t a n d a r ɘ z ɔ v a t͡ɕ
zestarzeć	z ɛ s t a ʐ ɛ t͡ɕ
zestaw	z ɛ s t a f
zestawianie	z ɛ s t a v j a ɲ ɛ
zestawiać	z ɛ s t a v j a t͡ɕ
zestawie	z ɛ s t a v j ɛ
zestawienie	z ɛ s t a v j ɛ ɲ ɛ
zestawić	z ɛ s t a v i t͡ɕ
zestawię	z ɛ s t a v j ɛ
zestawię	z ɛ s t a v j ɛ w̃
zestrajać	z ɛ s t r a j a t͡ɕ
zestresować	z ɛ s t r ɛ s ɔ v a t͡ɕ
zestrofować	z ɛ s t r ɔ f ɔ v a t͡ɕ
zestroić	z ɛ s t r ɔ i t͡ɕ
zestrojenie	z ɛ s t r ɔ j ɛ ɲ ɛ
zestrzel	z ɛ s t ʂ ɛ l
zestrzelać	z ɛ s t ʂ ɛ l a t͡ɕ
zestrzeliwać	z ɛ s t ʂ ɛ l i v a t͡ɕ
zestrzelić	z ɛ s t ʂ ɛ l i t͡ɕ
zestęp	z ɛ s t ɛ m p
zesuniecie	z ɛ s u ɲ ɛ t͡ɕ ɛ
zesunięcie	z ɛ s u ɲ ɛ ɲ t͡ɕ ɛ
zesuwanie	z ɛ s u v a ɲ ɛ
zeszczupleć	z ɛ ʂ t͡ʂ u p l ɛ t͡ɕ
zeszedł	z ɛ ʂ ɛ d w
zeszklić	z ɛ ʂ k l i t͡ɕ
zeszli	z ɛ ʂ l i
zeszmacić	z ɛ ʂ m a t͡ɕ i t͡ɕ
zeszpetnieć	z ɛ ʂ p ɛ t ɲ ɛ t͡ɕ
zesztywniały	z ɛ ʂ t ɘ v ɲ a w ɘ
zesztywnieć	z ɛ ʂ t ɘ v ɲ ɛ t͡ɕ
zeszycik	z ɛ ʂ ɘ t͡ɕ i k
zeszyt	z ɛ ʂ ɘ t
zeszytowy	z ɛ ʂ ɘ t ɔ v ɘ
zeszyty	z ɛ ʂ ɘ t ɘ
zeszywać	z ɛ ʂ ɘ v a t͡ɕ
zeszyć	z ɛ ʂ ɘ t͡ɕ
zeszła	z ɛ ʂ w a
zeszłe	z ɛ ʂ w ɛ
zeszłego	z ɛ ʂ w ɛ ɡ ɔ
zeszłej	z ɛ ʂ w ɛ j
zeszłemu	z ɛ ʂ w ɛ m u
zeszło	z ɛ ʂ w ɔ
zeszłoroczny	z ɛ ʂ w ɔ r ɔ t͡ʂ n ɘ
zeszłotygodniowy	z ɛ ʂ w ɔ t ɘ ɡ ɔ d ɲ ɔ v ɘ
zeszły	z ɛ ʂ w ɘ
zeszłych	z ɛ ʂ w ɘ x
zeszłym	z ɛ ʂ w ɘ m
zeszłymi	z ɛ ʂ w ɘ m i
zeszłą	z ɛ ʂ w ɔ w̃
zesłanie	z ɛ s w a ɲ ɛ
zesłaniec	z ɛ s w a ɲ ɛ t͡s
zesłać	z ɛ s w a t͡ɕ
zesłańczy	z ɛ s w a ɲ t͡ʂ ɘ
zet	z ɛ t
zetkniecie	z ɛ t k ɲ ɛ t͡ɕ ɛ
zetknięcie	z ɛ t k ɲ ɛ ɲ t͡ɕ ɛ
zetknąć	z ɛ t k n ɔ ɲ t͡ɕ
zetlić	z ɛ t l i t͡ɕ
zetnie	z ɛ t ɲ ɛ
zetną	z ɛ t n ɔ w̃
zetnę	z ɛ t n ɛ
zetnę	z ɛ t n ɛ w̃
zetrze	z ɛ t ʂ ɛ
zetrzecie	z ɛ t ʂ ɛ t͡ɕ ɛ
zetrzemy	z ɛ t ʂ ɛ m ɘ
zetrzesz	z ɛ t ʂ ɛ ʂ
zetrzeć	z ɛ t ʂ ɛ t͡ɕ
zetrzyj	z ɛ t ʂ ɘ j
zetrą	z ɛ t r ɔ w̃
zetrę	z ɛ t r ɛ
zetrę	z ɛ t r ɛ w̃
zeugma	z ɛ w ɡ m a
zeugmą	z ɛ w ɡ m ɔ w̃
zew	z ɛ f
zewach	z ɛ v a x
zewami	z ɛ v a m i
zewem	z ɛ v ɛ m
zewidencjonować	z ɛ v i d ɛ n t͡s j ɔ n ɔ v a t͡ɕ
zewie	z ɛ v j ɛ
zewlec	z ɛ v l ɛ t͡s
zewlekać	z ɛ v l ɛ k a t͡ɕ
zewnątrz	z ɛ v n ɔ n t ʂ
zewnątrzkomórkowo	z ɛ v n ɔ n t ʂ k ɔ m u r k ɔ v ɔ
zewnątrzkomórkowy	z ɛ v n ɔ n t ʂ k ɔ m u r k ɔ v ɘ
zewnątrzmacicznie	z ɛ v n ɔ n t ʂ m a t͡ɕ i t͡ʂ ɲ ɛ
zewnątrzmaciczny	z ɛ v n ɔ n t ʂ m a t͡ɕ i t͡ʂ n ɘ
zewnątrzpochodny	z ɛ v n ɔ n t ʂ p ɔ x ɔ d n ɘ
zewnątrzwydzielniczy	z ɛ v n ɔ n t ʂ f ɘ d͡ʑ ɛ l ɲ i t͡ʂ ɘ
zewnętrznie	z ɛ v n ɔ n t ʂ ɲ ɛ
zewnętrzny	z ɛ v n ɛ n t ʂ n ɘ
zewom	z ɛ v ɔ m
zewowi	z ɛ v ɔ v i
zewrze	z ɛ v ʐ ɛ
zewrzeć	z ɛ v ʐ ɛ t͡ɕ
zewrą	z ɛ v r ɔ w̃
zewrę	z ɛ v r ɛ
zewrę	z ɛ v r ɛ w̃
zewsząd	z ɛ f ʂ ɔ n t
zewsząd	z ɛ f ʂ ɔ̃ t
zewu	z ɛ v u
zewy	z ɛ v ɘ
zewów	z ɛ v u f
zewłok	z ɛ v w ɔ k
zez	z ɛ s
zeza	z ɛ z a
zezem	z ɛ z ɛ m
zezie	z ɛ ʑ ɛ
zezna	z ɛ z n a
zeznania	z ɛ z n a ɲ a
zeznanie	z ɛ z n a ɲ ɛ
zeznawanie	z ɛ z n a v a ɲ ɛ
zeznawać	z ɛ z n a v a t͡ɕ
zeznać	z ɛ z n a t͡ɕ
zezowaty	z ɛ z ɔ v a t ɘ
zezowi	z ɛ z ɔ v i
zezwalanie	z ɛ z v a l a ɲ ɛ
zezwalać	z ɛ z v a l a t͡ɕ
zezwierzęcenie	z ɛ z v j ɛ ʐ ɛ n t͡s ɛ ɲ ɛ
zezwolenie	z ɛ z v ɔ l ɛ ɲ ɛ
zezwolić	z ɛ z v ɔ l i t͡ɕ
zezłoszczenie	z ɛ z w ɔ ʂ t͡ʂ ɛ ɲ ɛ
zezłościć	z ɛ z w ɔ ɕ t͡ɕ i t͡ɕ
zeł	z ɛ w
zeń	z ɛ ɲ
ześle	z ɛ ɕ l ɛ
ześlizgiwać	z ɛ ɕ l i z ɡ i v a t͡ɕ
ześlizgnąć	z ɛ ɕ l i z ɡ n ɔ ɲ t͡ɕ
ześlą	z ɛ ɕ l ɔ w̃
ześlę	z ɛ ɕ l ɛ
ześlę	z ɛ ɕ l ɛ w̃
ześrutować	z ɛ ɕ r u t ɔ v a t͡ɕ
zeświecczać	z ɛ ɕ f j ɛ t͡s t͡ʂ a t͡ɕ
zeświecczeć	z ɛ ɕ f j ɛ t͡s t͡ʂ ɛ t͡ɕ
zeświecczyć	z ɛ ɕ f j ɛ t͡s t͡ʂ ɘ t͡ɕ
