ং	ŋ
মাংস	m a ŋ x ɔ
মাই	m a ɪ
মাইকী	m a ɪ k i
মাও	m a ʊ
মাকৈ	m a k o ɪ
মাকো	m a k ʊ
মাক্ৰা	m a q ɾ a
মাখ	m a kʰ
মাখন	m a kʰ ɔ n
মাগা	m a ɡ a
মাগুৰ	m a ɡ u ɹ
মাছ	m a s
মাছৰোকা	m a s ɹ ʊ k a
মাজ	m a z
মাজা	m a z a
মাজু	m a z u
মাজেদি	m a z ɛ d i
মাজেৰে	m a z ɛ ɹ ɛ
মাটি	m a t i
মাটিকঁঠাল	m a t i k ɔ̃ tʰ a l
মাঠা	m a tʰ a
মাণিক	m a n i k
মাত	m a t
মাতা	m a t a
মাথা	m a tʰ a
মাথোঁ	m a tʰ ʊ̃
মাথোন	m a tʰ ʊ n
মান	m a n
মানচিত্ৰ	m a n s i t t ɔ
মানচিত্ৰ	m a n s i t ɹ ɔ
মানা	m a n a
মানুহ	m a n uʱ
মানুহ	m a n ɦ u
মানে	m a n ɛ
মামী	m a m i
মামৰ	m a m ɔ ɹ
মামৰী	m a m ɔ ɹ i
মাল	m a l
মালযুঁজ	m a l z ũ z
মালিক	m a l i k
মালিকনী	m a l i k ɔ n i
মালিকানা	m a l i k a n a
মাহ	m aʱ
মাহী	m a ɦ i
মাৰ	m a ɹ
মাৰা	m a ɹ a
মাৰি	m a ɹ i
মাৰ্বল	m a ɹ b ɔ l
মিছা	m i s a
মিঠা	m i tʰ a
মিঠাতেল	m i tʰ a t ɛ l
মিঠালাউ	m i tʰ a l a u
মিঠালাও	m i tʰ a l a ʊ
মিতিৰ	m i t i ɹ
মিস্ত্ৰী	m i s t i
মিস্ত্ৰী	m i s t ɹ i
মিহল	m i ɦ ɔ l
মিহলা	m i ɦ ɔ l a
মিহলি	m i ɦ ɔ l i
মিহলোৱা	m i ɦ ɔ l ʊ a
মুকলি	m u k o l i
মুখ	m u kʰ
মুখ	m u x
মুচি	m u s i
মুচী	m u s i
মুজা	m u z a
মুজুৰা	m u z u ɹ a
মুঠ	m u tʰ
মুঠা	m u tʰ a
মুঠি	m u tʰ i
মুঢ়া	m u ɦ a
মুঢ়া	m u ɹ a
মুঢ়া	m u ɹʱ a
মুদা	m u d a
মুনিহ	m u n iʱ
মুম্বাই	m u m b a ɪ
মুহ	m uʱ
মুৰি	m u ɹ i
মুৱা	m u a
মূঢ়া	m u ɹʱ a
মূত	m u t
মূতা	m u t a
মূলা	m u l a
মূৰ	m u ɹ
মূৰ্ধন্য	m u ɹ dʱ ɔ ɪ n n ɔ
মৃত্যু	m ɹ i t t u
মেকুৰী	m e k u ɹ i
মেঘ	m ɛ ɡ
মেঘ	m ɛ ɡʱ
মেচেকা	m ɛ s ɛ k a
মেটেকা	m ɛ t ɛ k a
মেঠন	m ɛ tʰ ɔ n
মেঠোন	m ɛ tʰ ʊ n
মেলা	m ɛ l a
মেহ	m ɛ ɦ
মেৰামতি	m ɛ ɹ a m ɔ t i
মেৰিওৱা	m ɛ ɹ i ʊ a
মে’ওনিজ	m ɛ ʊ n ɪ z
মৈ	m o ɪ
মৈটা	m o ɪ t a
মৈদাম	m o ɪ d a m
মৈধফল	m o ɪ tʰ pʰ ɔ l
মৈলাম	m o ɪ l a m
মৈৰা	m ɔ i ɹ a
মোকল	m ʊ k ɔ l
মোকলা	m ʊ k ɔ l a
মোছা	m ʊ s a
মোজা	m ʊ z a
মোত	m ʊ t
মোন	m ʊ n
মোনা	m ʊ n a
মোবাইল	m ʊ b a ɪ l
মোমাই	m ʊ m a ɪ
মোল	m ʊ l
মোলা	m ʊ l a
মোৰ	m ʊ ɹ
মৌ	m o ʊ
মৌচাক	m o ʊ s a k
মৌচুমী	m o ʊ s u m i
মৌপিয়া	m o ʊ p i a
মৌসিটা	m o ʊ x i t a
মৰ	m ɔ ɹ
মৰম	m ɔ ɹ ɔ m
মৰমলগা	m ɔ ɹ ɔ m l ɔ ɡ a
মৰমিয়াল	m ɔ ɹ ɔ m i a l
মৰমৰ	m ɔ ɹ ɔ m ɔ ɹ
মৰা	m ɔ ɹ a
মৰাঠাৰি	m ɔ ɹ a tʰ a ɹ i
মৰাপাট	m ɔ ɹ a p a t
মৰ্মৰ	m ɔ ɹ m ɔ ɹ
ম’হ	m oʱ
ম’ৰা	m o ɹ a
য	z ɔ
যঁতৰ	z ɔ̃ t ɔ ɹ
য়	j ɔ
যা	z a
যাঁত	z ã t
যাঁতি	z ã t i
যাচ	z a s
যাদু	z a d u
যাদুকৰ	z a d u k ɔ ɹ
যাদুঘৰ	z a d u ɡʱ ɔ ɹ
যিমান	z i m a n
যিৰূচালেম	z i ɹ u s a l e m
যীশু	z i x u
যুঁজ	z ũ z
যুঁজা	z ũ z a
যুঁজাৰু	z ũ z a ɹ u
যেতিয়া	z ɛ t i a
যেনে	z ɛ n ɛ
যোগান	z ʊ ɡ a n
যোগোৱা	z ʊ ɡ ʊ a
যোনি	z ʊ n i
যোৱা	z ʊ a
যোৱাকালি	z ʊ a k a l i
য’ত	z o t
ল	l ɔ
ল'ৰা	l o ɹ a
লং	l ɔ ŋ
লগত	l ɔ ɡ ɔ t
লগা	l ɔ ɡ a
লঘোন	l ɔ ɡʱ ʊ n
লতা	l ɔ t a
লতাফুটুকি	l ɔ t a pʰ u t u k i
লতামাকৰি	l ɔ t a m a k ɔ ɹ i
লতামেকুৰী	l ɔ t a m ɛ k u ɹ i
লথিওৱা	l ɔ tʰ i ʊ a
লনী	l ɔ n i
লহিয়া	l ɔ ɦ i a
লহুন	l ɔ ɦ u n
লহৰ	l ɔ ɦ ɔ ɹ
লহৰি	l ɔ ɦ ɔ ɹ i
লা	l a
লাই	l a ɪ
লাইখুঁটা	l a ɪ kʰ ũ t a
লাউ	l a u
লাউখোলা	l a u kʰ ʊ l a
লাউখোলা	l a u x ʊ l a
লাও	l a ʊ
লাওখোলা	l a ʊ kʰ ʊ l a
লাওখোলা	l a ʊ x ʊ l a
লাখ	l a kʰ
লাখ	l a x
লাগ	l a ɡ
লাগা	l a ɡ a
লাজ	l a z
লাজুকা	l a z u k a
লাজুকী	l a z u k i
লাথ	l a t
লাথ	l a tʰ
লাথি	l a tʰ i
লাভ	l a b
লাভ	l a bʱ
লালটি	l a l ɔ t i
লাৰা	l a ɹ a
লিচু	l i s u
লিপি	l i p i
লিপিষ্টিক	l i p i s t i k
লুইত	l u i t
লুকুউৱা	l u k u u a
লুকুৱা	l u k u a
লুটিওৱা	l u t i ʊ a
লুথুৰী	l u tʰ u ɹ i
লেখক	l ɛ kʰ ɔ k
লেচু	l ɛ s u
লেচেৰা	l ɛ s ɛ ɹ a
লেটেকু	l ɛ t ɛ k u
লেতেৰা	l ɛ t ɛ ɹ a
লেধা	l ɛ dʱ a
লেলাউটি	l ɛ l a u t i
লেহেম	l ɛ ɦ ɛ m
লেহেমীয়া	l ɛ ɦ ɛ m i a
লো	l ʊ
লোকপ্ৰিয়	l ʊ k ɔ ɦ p i ɔ
লোকপ্ৰিয়	l ʊ k ɔ ɦ p ɹ i ɔ
লোণ	l ʊ n
লোহা	l ʊ ɦ a
লৰা	l ɔ ɹ a
লৰোৱা	l ɔ ɹ ʊ a
লৱনী	l ɔ w ɔ n i
লৱনু	l ɔ w ɔ n u
ল’ৰা	l o ɹ a
ল’ৰালি	l o ɹ a l i
ল’ৰালিকাল	l o ɹ a l i k a l
শ	s
শ	x ɔ
শইচ	x ɔ ɪ s
শকত	x ɔ k ɔ t
শক্তিশালী	x ɔ k t i x a l i
শগুন	x ɔ ɡ u n
শনিবাৰ	x ɔ n i b a ɹ
শব্দ	x ɔ b d ɔ
শল	x ɔ l
শলা	x ɔ l a
শলিয়া	x ɔ l i a
শস্য	x ɔ ɪ s s ɒ
শহা	x ɔ ɦ a
শহুৰ	x ɔ ɦ u ɹ
শাঁক	x ã k
শাঁত	x ã t
শাঁতি	x ã t i
শাও	x a ʊ
শান্ত	x a n t ɔ
শামুক	x a m u k
শাল	x a l
শালি	x a l i
শালিকা	x a l i k a
শাহ	x aʱ
শাহু	x a ɦ u
শাহোন	x a ɦ ʊ n
শাৰী	x a ɹ i
শিং	x i ŋ
শিকলি	x i k ɔ l i
শিকোওৱা	x i k ʊ ʊ a
শিকোৱা	x i k ʊ a
শিক্ষা	x i k kʰ a
শিঙৰি	x i ŋ ɔ ɹ i
শিটা	x i t a
শিঠা	x i tʰ a
শিপা	x i p a
শিপিনী	x i p i n i
শিমলু	x i m ɔ l u
শিমেলি	x i m e l i
শিয়া	x i a
শিয়াল	x i a l
শিল	x i l
শিহা	x i ɦ a
শিহু	x i ɦ u
শিহুজাহাজ	x i ɦ u z a ɦ a z
শিহৰি	x i ɦ ɔ ɹ i
শুঁৰ	x ũ ɹ
শুকান	x u k a n
শুকুউৱা	x u k u a
শুকুউৱা	x u k uː a
শুকুৰবাৰ	x u k u ɹ b a ɹ
শুকুৱা	x u k u a
শুক্ৰবাৰ	x u k ɹ ɔ b a ɹ
শুঙা	x u ŋ a
শুধ	x u dʱ ɔ ɦ
শুধৰা	x u dʱ ɔ ɹ a
শুধৰোৱা	x u dʱ ɔ ɹ ʊ a
শুন	x u n
শুনা	x u n a
শুৱনি	x u ɔ n i
শুৱলা	x u ɔ l a
শূন্য	x u i n n ɔ
শেঙুন	x ɛ ŋ u n
শেন	x ɛ n
শেলাই	x ɛ l a ɪ
শেৱাল	x ɛ w a l
শেৱালি	x ɛ w a l i
শৈশৱ	x o ɪ x ɔ w
শৈশৱকাল	x ɔ ɪ x ɒ b k a l
শো	x ʊ
শোৱা	x ʊ a
শ্ৰদ্ধা	s ɹ ɔ d dʱ a
শ্ৰী	s ɹ i
শ্ৰীলংকা	s i l ɔ ŋ k a
শ্ৰীলংকা	s i ɹ i l ɔ ŋ k a
শ্ৰীলংকা	s ɹ i l ɔ ŋ k a
শৰণাৰ্থী	x ɔ ɹ ɔ n a ɹ tʰ i
শৰালি	x ɔ ɹ a l i
শৰৎ	x ɔ ɹ ɔ t
শ’ল	x o l
ষ	s
ষ	x ɔ
ষাঁড়	x ã ɹ
ষাঠি	x a tʰ i
স	s
স	x ɔ
সঁচা	x ɔ̃ s a
সঁজুলি	x ɔ̃ z u l i
সংস্কৃত	x ɔ ŋ s k ɹ i t
সকলো	x ɔ k ɔ l ʊ
সকলোতকে	x ɔ k ɔ l ʊ t k ɛ
সকলোতকৈ	x ɔ k ɔ l ʊ t k o ɪ
সজা	x ɔ z a
সজোৱা	x ɔ z ʊ a
সণা	x ɔ n a
সতেজ	x ɔ t ɛ z
সত্তৰ	x ɔ t t ɔ ɹ
সদৰ	x ɔ d ɔ ɹ
সনা	x ɔ n a
সন্ত	x ɔ n t ɔ
সন্দেহ	x ɔ n d ɛʱ
সন্ধিয়া	x ɔ n dʱ i a
সন্মান	x ɔ n m a n
সপান	x ɔ p a n
সপোন	x ɔ p ʊ n
সবাতোকে	x ɔ b a t ʊ k ɛ
সবাতোকৈ	x ɔ b a t ʊ k o ɪ
সভা	x ɔ bʱ a
সমকামিতা	x ɔ m ɔ k a m i t a
সমকামী	x ɔ m ɔ k a m i
সমনীয়া	x ɔ m ɔ n i a
সময়	x ɔ m ɔ ɛ
সমান	x m a n
সলনি	x ɔ l ɔ n i
সলা	x ɔ l a
সলিল	x ɔ l i l
সলোৱা	x ɔ l ʊ a
সহা	x ɔ ɦ a
সাঁকো	x ã k ʊ
সাঁচ	x ã s
সাঁচা	x ã s a
সাঁজ	x ã z
সাঁফৰ	x ã pʰ ɔ ɹ
সাউ	x a u
সাগৰ	x a ɡ ɔ ɹ
সাঙোৰ	x a ŋ ʊ ɹ
সাজ	x a z
সাজু	x a z u
সাজো	x a z ʊ
সাত	x a t
সাতচল্লিছ	x a t s ɔ l l i s
সাতত্ৰিছ	x a t ɔ t ɹ i s
সাতষষ্ঠি	x a t x ɔ s tʰ i
সাতসত্তৰ	x a t x ɔ t t ɔ ɹ
সাতাইছ	x a t a ɪ s
সাতান্নব্বৈ	x a t a n n ɔ b b o ɪ
সাতাশী	x a t a x i
সাতাৱন	x a t a ɔ n
সাধু	x a dʱ u
সান	x a n
সানা	x a n a
সাপ	x a p
সাবট	x a b ɔ t
সাবট	x a β ɔ t
সামৰ	x a m ɔ ɹ
সালসলনি	x a l x ɒ l ɒ n i
সাহ	x aʱ
সাহিত্য	x a ɦ i i t t ɔ
সাহোন	x a ɦ ʊ n
সাৰ	x a ɹ
সাৰেং	x a ɹ ɛ ŋ
সাৱট	x a β ɔ t
সি	x i
সিঁচা	x i s a
সিংহ	x i ŋ ɦ ɔ
সিজা	x i z a
সিজোৱা	x i z ʊ a
সিটা	x i t a
সিঠি	x i tʰ i
সিদ্ধাৰ্থ	x i d dʱ a ɹ tʰ ɔ
সিধা	x i dʱ a
সিন্ধু	x i n dʱ u
সিমান	x i m a n
সিহঁত	x i ɦ ɔ̃ t
সিহঁতৰ	x iʱ ɔ̃ t ɔ ɹ
সিৰ	x i ɹ
সীওৱা	x i ʊ a
সীয়া	x i a
সীহ	x iʱ
সুঁতি	x ũ t i
সুকীয়া	x u k i a
সুখ	x u kʰ
সুণীয়া	x u n i a
সুবিধা	x u b i dʱ a
সুমথিৰা	x u m tʰ i ɹ a
সুহুৰি	x u ɦ u ɹ i
সূচোৱা	x u s ʊ a
সূত	x u t
সূতা	x u t a
সূতাৰ	x u t a ɹ
সূৰুয	x u ɹ u z
সূৰ্য্য	x u i ɹ d ʑ ɒ
সেইটো	x ɛ i t ʊ
সেউজ	x ɛ u z
সেউজীয়া	x ɛ u z i a
সেওঁতা	x ɛ ʊ̃ t a
সেকা	x ɛ k a
সেমেকা	x ɛ m ɛ k a
সেৰেঙা	x ɛ ɹ ɛ ŋ a
সেৱা	x ɛ w a
সৈতে	x o ɪ t ɛ
সোঁ	x ʊ̃
সোঁত	x ʊ̃ t
সোঁতা	x ʊ̃ t a
সোঁফাল	x ʊ̃ pʰ a l
সোঁফালে	x ʊ̃ pʰ a l ɛ
সোণ	x ʊ n
সোণালী	x ʊ n a l i
সোণৰ	x ʊ n ɔ ɹ
সোতৰ	x ʊ t ɔ ɹ ɔ ɦ
সোধা	x ʊ dʱ a
সোনকালে	x ʊ n k a l ɛ
সোনাৰি	x ʊ n a ɹ i
সোপা	x ʊ p a
সোমবাৰ	x ʊ m b a ɹ
সোমোৱা	x ʊ m ʊ a
সোৱাদ	x ʊ a d
সৌন্দর্য	x ɔ u n d ɔ ɪ ɹ ɹ ɔ
স্কুল	i s k u l
স্কুল	s k u l
স্পৰ্শ	s p ɔ ɹ x ɔ
স্পৰ্শবৰ্ণ	s p ɔ ɹ x ɔ b ɔ ɹ n ɔ
স্বতন্ত্ৰ	s ɔ t ɔ n t ɹ ɔ
স্বাধীনতা	s a dʱ i n ɔ t a
স্বামী	s a m i
স্বৰ	s ɔ ɹ
স্বৰবৰ্ণ	s ɔ ɹ ɔ b ɔ ɹ n ɔ
সৰ	x ɔ ɹ
সৰস্বতী	x ɔ ɹ ɔ s s ɔ t i
সৰা	x ɔ ɹ a
সৰিয়হ	x o ɹ i ɔʱ
সৰিহ	x o ɹ i ɦ ɔ
সৰু	x ɔ ɹ u
হ	ɦ ɔ
হঁতে	ɦ ɔ̃ t ɛ
হঁয়কলি	ɦ ɔ̃ j k ɔ l i
হঁহা	ɦ ɔ ɦ a
হগা	ɦ ɔ ɡ a
হজম	ɦ ɔ z ɔ m
হতেন	ɦ ɔ t ɛ n
হনা	ɦ ɔ n a
হয়	ɦ ɔ j
হয়	ɦ ɔ é
হলা	ɦ ɔ l a
হলোৱা	ɦ ɔ l ʊ a
হলৌ	ɦ ɔ l o ʊ
হাঁওফাঁও	ɦ ã ʊ pʰ ã ʊ
হাঁচি	ɦ ã s i
হাঁচিওৱা	ɦ ã s i ʊ a
হাঁঠ	ɦ ã tʰ
হাঁহ	ɦ ã ɦ
হাঁহঠুঁটীয়া	ɦ ã ɦ tʰ ũ t i a
হাংগৰ	ɦ a ŋ ɡ ɔ ɹ
হাইঠা	ɦ a ɪ tʰ a
হাওৰ	ɦ a ʊ ɹ
হাকিম	ɦ a k i m
হাগা	ɦ a ɡ a
হাঙাৰ	ɦ a ŋ a ɾ
হাঙৰ	ɦ a ŋ ɔ ɹ
হাজং	ɦ a z ɔ ŋ
হাজাৰ	ɦ a z a ɹ
হাজৰিকা	ɦ a z o ɹ i k a
হাট	ɦ a t
হাটী	ɦ a t i
হাড়	ɦ a ɹ
হাড়গিলা	ɦ a ɹ ɡ i l a
হাতমোজা	ɦ a t m ʊ z a
হাতী	ɦ a t i
হাতুৰী	ɦ a t u ɹ i
হাথী	ɦ a tʰ i
হাদং	ɦ a d ɔ ŋ
হানা	ɦ a n a
হাপা	ɦ a p a
হাবি	ɦ a b i
হামি	ɦ a m i
হামিওৱা	ɦ a m i ʊ a
হামিয়া	ɦ a m i a
হাল	ɦ a l
হালধি	h a l ɔ dʱ i
হালধীয়া	ɦ a l ɔ dʱ i a
হালুৱা	ɦ a l u a
হালোৱা	ɦ a l ʊ a
হাহাকাৰ	ɦ a ɦ a k a ɹ
হাৰ	ɦ a ɹ
হাৰা	ɦ a ɹ a
হাৱৰ	ɦ a ɔ ɹ
হিংসা	ɦ i ŋ kʰ a
হিংসা	ɦ i ŋ x a
হিচাপ	ɦ i s a p
হিম	ɦ i m
হিমালয়	ɦ i m a l ɔ j
হিয়া	ɦ i a
হিলৈ	ɦ i l o ɪ
হীৰা	ɦ i ɹ a
হুলস্থূল	ɦ u l ɔ s tʰ u l
হুৰুম	ɦ u ɹ u m
হুৱাদুৱা	ɦ u a d u a
হেঁচা	ɦ ẽ s a
হেঁতেন	ɦ ẽ t ɛ n
হেঁপা	ɦ ẽ p a
হেঁপাহ	ɦ ẽ p aʱ
হেংদাং	ɦ ɛ ŋ d a ŋ
হেঙাৰ	ɦ ɛ ŋ a ɹ
হেজাৰ	ɦ ɛ z a ɹ
হেপা	ɦ ɛ p a
হেৰুউৱা	ɦ ɛ ɹ u a
হেৰুউৱা	ɦ ɛ ɹ uː a
হেৰোৱা	ɦ ɛ ɹ ʊ a
হৈ	ɦ o ɪ
হোটেল	ɦ ʊ t ɛ l
হোপা	ɦ ʊ p a
হোম	ɦ ʊ m
হোৱা	ɦ ʊ a
হ্ৰস্ব	ɦ ɹ ɔ s s ɔ
হৰা	ɦ ɔ ɹ a
হৰিণ	ɦ ɔ ɹ i n
হৰিণা	ɦ ɔ ɹ i n a
হৰিণাপহু	ɦ ɔ ɹ i n a p ɔ ɦ u
ৰ	ɹ ɔ
ৰং	ɹ ɔ ŋ
ৰখা	ɹ ɔ kʰ a
ৰঙা	ɹ ɔ ŋ a
ৰঙালাউ	ɹ ɔ ŋ a l a u
ৰঙালাও	ɹ ɔ ŋ a l a ʊ
ৰঙোৱা	ɹ ɔ ŋ ʊ a
ৰচনা	ɹ ɔ s ɔ n a
ৰছী	ɹ ɔ s i
ৰজা	ɹ ɔ z a
ৰন্ধা	ɹ ɔ n dʱ a
ৰবিবাৰ	ɹ ɔ b i b a ɹ
ৰভা	ɹ ɔ bʱ a
ৰমজান	ɹ ɔ m z a n
ৰস	ɹ ɔ x
ৰহ	ɹ ɔ ɦ
ৰহঘৰা	ɹ ɔ ɦ ɡʱ ɔ ɹ a
ৰহণ	ɹ ɔ ɦ ɔ n
ৰাং	ɹ a ŋ
ৰাংঢালী	ɹ a ŋ dʱ a l i
ৰাংপতা	ɹ a ŋ p ɔ t a
ৰাইজ	ɹ a ɪ z
ৰাক্ষস	ɹ a kʰ ɔ x
ৰাজস্থান	ɹ a z ɔ s tʰ a n
ৰাজহাড়	ɹ a z ɦ a ɹ
ৰাজ্য	ɹ a ɪ d ʑ ɔ
ৰাণী	ɹ a n i
ৰাতি	ɹ a t i
ৰাতিপুৱা	ɹ a t i p u a
ৰান্ধনি	ɹ a n dʱ ɔ n i
ৰান্ধা	ɹ a n dʱ a
ৰামধেনু	ɹ a m dʱ ɛ n u
ৰাষ্ট্ৰ	ɹ a s t ɹ ɔ
ৰিক্সা	ɹ i k s a
ৰিজোৱা	ɹ i z ʊ a
ৰিহা	ɹ i ɦ a
ৰুটি	ɹ u t i
ৰুমাল	ɹ u m a l
ৰেণু	ɹ ɛ n u
ৰেতি	ɹ ɛ t i
ৰেহা	ɹ ɛ ɦ a
ৰোক	ɹ ʊ k
ৰোকনী	ɹ ʊ k ɔ n i
ৰোকা	ɹ ʊ k a
ৰোজা	ɹ ʊ z a
ৰোৱা	ɹ ʊ a
ৰৌ	ɹ o ʊ
ৰ’দ	ɹ o d
ৰ’দোৱা	ɹ o d ʊ a
ৱ	w ɔ
ৱ	β ɔ
