A	ʔ aː ˧˧
trầm trồ	t͡ɕ ə m ˨˩ t͡ɕ o ˨˩
trầm tích	t͡ɕ ə m ˨˩ t ï k̟̚ ˧˦
trầm tính	t͡ɕ ə m ˨˩ t ï ŋ ˧˦
trầm tĩnh	t͡ɕ ə m ˨˩ t ï ŋ ˦ˀ˥
trầm tư	t͡ɕ ə m ˨˩ t ɨ ˧˧
trầm tư mặc tưởng	t͡ɕ ə m ˨˩ t ɨ ˧˧ m a k̚ ˧˨ ʔ t ɨ ə ŋ ˧˩
trần	t͡ɕ ə n ˨˩
trần ai	t͡ɕ ə n ˨˩ ʔ aː j ˧˧
trần bì	t͡ɕ ə n ˨˩ ʔ ɓ i ˨˩
trần gian	t͡ɕ ə n ˨˩ z aː n ˧˧
trần thuật	t͡ɕ ə n ˨˩ tʰ w ə t̚ ˧˨ ʔ
trần thế	t͡ɕ ə n ˨˩ tʰ e ˧˦
trần truồng	t͡ɕ ə n ˨˩ t͡ɕ u ə ŋ ˨˩
trần trụi	t͡ɕ ə n ˨˩ t͡ɕ u j ˧˨ ʔ
trầng	t͡ɕ ə ŋ ˨˩
trầu	t͡ɕ ə w ˨˩
trầu cau	t͡ɕ ə w ˨˩ k a w ˧˧
trầu không	t͡ɕ ə w ˨˩ x ə w ŋ͡m ˧˧
trầy	t͡ɕ ə j ˨˩
trầy trật	t͡ɕ ə j ˨˩ t͡ɕ ə t̚ ˧˨ ʔ
trầy trụa	t͡ɕ ə j ˨˩ t͡ɕ u ə ˧˨ ʔ
trẩu	t͡ɕ ə w ˧˩
trẩy	t͡ɕ ə j ˧˩
trẫm	t͡ɕ ə m ˦ˀ˥
trẫm mình	t͡ɕ ə m ˦ˀ˥ m ï ŋ ˨˩
trận	t͡ɕ ə n ˧˨ ʔ
trận cầu	t͡ɕ ə n ˧˨ ʔ k ə w ˨˩
trận thế	t͡ɕ ə n ˧˨ ʔ tʰ e ˧˦
trận vong	t͡ɕ ə n ˧˨ ʔ v a w ŋ͡m ˧˧
trận đánh	t͡ɕ ə n ˧˨ ʔ ʔ ɗ a j ŋ̟ ˧˦
trận đấu	t͡ɕ ə n ˧˨ ʔ ʔ ɗ ə w ˧˦
trận địa	t͡ɕ ə n ˧˨ ʔ ʔ ɗ i ə ˧˨ ʔ
trận địa pháo	t͡ɕ ə n ˧˨ ʔ ʔ ɗ i ə ˧˨ ʔ f aː w ˧˦
trập trùng	t͡ɕ ə p̚ ˧˨ ʔ t͡ɕ ʊ w ŋ͡m ˨˩
trật	t͡ɕ ə t̚ ˧˨ ʔ
trật lất	t͡ɕ ə t̚ ˧˨ ʔ l ə t̚ ˧˦
trật tự	t͡ɕ ə t̚ ˧˨ ʔ t ɨ ˧˨ ʔ
trắc	t͡ɕ a k̚ ˧˦
trắc diện	t͡ɕ a k̚ ˧˦ z i ə n ˧˨ ʔ
trắc nghiệm	t͡ɕ a k̚ ˧˦ ŋ i ə m ˧˨ ʔ
trắc trở	t͡ɕ a k̚ ˧˦ t͡ɕ əː ˧˩
trắc ẩn	t͡ɕ a k̚ ˧˦ ʔ ə n ˧˩
trắm	t͡ɕ a m ˧˦
trắng	t͡ɕ a ŋ ˧˦
trắng bệch	t͡ɕ a ŋ ˧˦ ʔ ɓ ə j k̟̚ ˧˨ ʔ
trắng bốp	t͡ɕ a ŋ ˧˦ ʔ ɓ o p̚ ˧˦
trắng dã	t͡ɕ a ŋ ˧˦ z aː ˦ˀ˥
trắng hếu	t͡ɕ a ŋ ˧˦ h e w ˧˦
trắng lốp	t͡ɕ a ŋ ˧˦ l o p̚ ˧˦
trắng muốt	t͡ɕ a ŋ ˧˦ m u ə t̚ ˧˦
trắng mịn	t͡ɕ a ŋ ˧˦ m i n ˧˨ ʔ
trắng tay	t͡ɕ a ŋ ˧˦ t a j ˧˧
trắng toát	t͡ɕ a ŋ ˧˦ t w aː t̚ ˧˦
trắng trẻo	t͡ɕ a ŋ ˧˦ t͡ɕ ɛ w ˧˩
trắng trợn	t͡ɕ a ŋ ˧˦ t͡ɕ əː n ˧˨ ʔ
trắng xoá	t͡ɕ a ŋ ˧˦ s w aː ˧˦
trắng án	t͡ɕ a ŋ ˧˦ ʔ aː n ˧˦
trằm	t͡ɕ a m ˨˩
trằn trọc	t͡ɕ a n ˨˩ t͡ɕ a w k͡p̚ ˧˨ ʔ
trặc	t͡ɕ a k̚ ˧˨ ʔ
trẹc	t͡ɕ ɛ k̚ ˧˨ ʔ
trẹo	t͡ɕ ɛ w ˧˨ ʔ
trẻ	t͡ɕ ɛ ˧˩
trẻ con	t͡ɕ ɛ ˧˩ k ɔ n ˧˧
trẻ em	t͡ɕ ɛ ˧˩ ʔ ɛ m ˧˧
trẻ măng	t͡ɕ ɛ ˧˩ m a ŋ ˧˧
trẻ sơ sinh	t͡ɕ ɛ ˧˩ s əː ˧˧ s ï ŋ ˧˧
trẻ thơ	t͡ɕ ɛ ˧˩ tʰ əː ˧˧
trẻ trung	t͡ɕ ɛ ˧˩ t͡ɕ ʊ w ŋ͡m ˧˧
trẻ trâu	t͡ɕ ɛ ˧˩ t͡ɕ ə w ˧˧
trẽn	t͡ɕ ɛ n ˦ˀ˥
trề	t͡ɕ e ˨˩
trển	t͡ɕ e n ˧˩
trễ	t͡ɕ e ˦ˀ˥
trễ tràng	t͡ɕ e ˦ˀ˥ t͡ɕ aː ŋ ˨˩
trệch	t͡ɕ ə j k̟̚ ˧˨ ʔ
trệt	t͡ɕ e t̚ ˧˨ ʔ
trỉa	t͡ɕ i ə ˧˩
trị	t͡ɕ i ˧˨ ʔ
trị an	t͡ɕ i ˧˨ ʔ ʔ aː n ˧˧
trị giá	t͡ɕ i ˧˨ ʔ z aː ˧˦
trị liệu	t͡ɕ i ˧˨ ʔ l i ə w ˧˨ ʔ
trị số	t͡ɕ i ˧˨ ʔ s o ˧˦
trị thuỷ	t͡ɕ i ˧˨ ʔ tʰ w i ˧˩
trị vì	t͡ɕ i ˧˨ ʔ v i ˨˩
trịch thượng	t͡ɕ ï k̟̚ ˧˨ ʔ tʰ ɨ ə ŋ ˧˨ ʔ
trịnh trọng	t͡ɕ ï ŋ ˧˨ ʔ t͡ɕ a w ŋ͡m ˧˨ ʔ
trọ	t͡ɕ ɔ ˧˨ ʔ
trọc	t͡ɕ a w k͡p̚ ˧˨ ʔ
trọc lốc	t͡ɕ a w k͡p̚ ˧˨ ʔ l ə w k͡p̚ ˧˦
trọc phú	t͡ɕ a w k͡p̚ ˧˨ ʔ f u ˧˦
trọi	t͡ɕ ɔ j ˧˨ ʔ
trọn	t͡ɕ ɔ n ˧˨ ʔ
trọn gói	t͡ɕ ɔ n ˧˨ ʔ ɣ ɔ j ˧˦
trọn vẹn	t͡ɕ ɔ n ˧˨ ʔ v ɛ n ˧˨ ʔ
trỏ	t͡ɕ ɔ ˧˩
trừu	t͡ɕ i w ˨˩
trừu tượng	t͡ɕ i w ˨˩ t ɨ ə ŋ ˧˨ ʔ
trừu tượng hoá	t͡ɕ i w ˨˩ t ɨ ə ŋ ˧˨ ʔ h w aː ˧˦
tu	t u ˧˧
tu chí	t u ˧˧ t͡ɕ i ˧˦
tu chính	t u ˧˧ t͡ɕ ï ŋ ˧˦
tu chính án	t u ˧˧ t͡ɕ ï ŋ ˧˦ ʔ aː n ˧˦
tu dưỡng	t u ˧˧ z ɨ ə ŋ ˦ˀ˥
tu huýt	t u ˧˧ h w i t̚ ˧˦
tu hài	t u ˧˧ h aː j ˨˩
tu hành	t u ˧˧ h a j ŋ̟ ˨˩
tu hú	t u ˧˧ h u ˧˦
tu nghiệp	t u ˧˧ ŋ i ə p̚ ˧˨ ʔ
tu sĩ	t u ˧˧ s i ˦ˀ˥
tu sức	t u ˧˧ s ɨ k̚ ˧˦
tu sửa	t u ˧˧ s ɨ ə ˧˩
tu thành chính quả	t u ˧˧ tʰ a j ŋ̟ ˨˩ t͡ɕ ï ŋ ˧˦ k w aː ˧˩
tu từ	t u ˧˧ t ɨ ˨˩
tu từ học	t u ˧˧ t ɨ ˨˩ h a w k͡p̚ ˧˨ ʔ
tu viện	t u ˧˧ v i ə n ˧˨ ʔ
tu xuất	t u ˧˧ s w ə t̚ ˧˦
tua	t u ə ˧˧
tua bin	t u ə ˧˧ ʔ ɓ i n ˧˧
tua rua	t u ə ˧˧ z u ə ˧˧
tui	t u j ˧˧
tuli	t u ˧˧ l i ˧˧
tulip	t u ˧˧ l i p̚ ˧˦
tum	t u m ˧˧
tung	t ʊ w ŋ͡m ˧˧
tung hoành	t ʊ w ŋ͡m ˧˧ h w a j ŋ̟ ˨˩
tung hô	t ʊ w ŋ͡m ˧˧ h o ˧˧
tung hứng	t ʊ w ŋ͡m ˧˧ h ɨ ŋ ˧˦
tung tích	t ʊ w ŋ͡m ˧˧ t ï k̟̚ ˧˦
tung tăng	t ʊ w ŋ͡m ˧˧ t a ŋ ˧˧
tung tẩy	t ʊ w ŋ͡m ˧˧ t ə j ˧˩
tung độ	t ʊ w ŋ͡m ˧˧ ʔ ɗ o ˧˨ ʔ
tuy	t w i ˧˧
tuy nhiên	t w i ˧˧ ɲ i ə n ˧˧
tuy rằng	t w i ˧˧ z a ŋ ˨˩
tuy thế	t w i ˧˧ tʰ e ˧˦
tuy vậy	t w i ˧˧ v ə j ˧˨ ʔ
tuyn	t w i n ˧˧
tuyên bố	t w i ə n ˧˧ ʔ ɓ o ˧˦
tuyên chiến	t w i ə n ˧˧ t͡ɕ i ə n ˧˦
tuyên cáo	t w i ə n ˧˧ k aː w ˧˦
tuyên dương	t w i ə n ˧˧ z ɨ ə ŋ ˧˧
tuyên ngôn	t w i ə n ˧˧ ŋ o n ˧˧
tuyên truyền	t w i ə n ˧˧ t͡ɕ w i ə n ˨˩
tuyên án	t w i ə n ˧˧ ʔ aː n ˧˦
tuyến	t w i ə n ˧˦
tuyến cuối	t w i ə n ˧˦ k u ə j ˧˦
tuyến lệ	t w i ə n ˧˦ l e ˧˨ ʔ
tuyến tiền liệt	t w i ə n ˧˦ t i ə n ˨˩ l i ə t̚ ˧˨ ʔ
tuyến tính	t w i ə n ˧˦ t ï ŋ ˧˦
tuyến vị	t w i ə n ˧˦ v i ˧˨ ʔ
tuyến đường	t w i ə n ˧˦ ʔ ɗ ɨ ə ŋ ˨˩
tuyến đầu	t w i ə n ˧˦ ʔ ɗ ə w ˨˩
tuyết	t w i ə t̚ ˧˦
tuyển	t w i ə n ˧˩
tuyển chọn	t w i ə n ˧˩ t͡ɕ ɔ n ˧˨ ʔ
tuyển cử	t w i ə n ˧˩ k ɨ ˧˩
tuyển dụng	t w i ə n ˧˩ z ʊ w ŋ͡m ˧˨ ʔ
tuyển mộ	t w i ə n ˧˩ m o ˧˨ ʔ
tuyển sinh	t w i ə n ˧˩ s ï ŋ ˧˧
tuyển thủ	t w i ə n ˧˩ tʰ u ˧˩
tuyển trạch	t w i ə n ˧˩ t͡ɕ a j k̟̚ ˧˨ ʔ
tuyển tập	t w i ə n ˧˩ t ə p̚ ˧˨ ʔ
tuyển đế hầu	t w i ə n ˧˩ ʔ ɗ e ˧˦ h ə w ˨˩
tuyệt	t w i ə t̚ ˧˨ ʔ
tuyệt bút	t w i ə t̚ ˧˨ ʔ ʔ ɓ u t̚ ˧˦
tuyệt chiêu	t w i ə t̚ ˧˨ ʔ t͡ɕ i ə w ˧˧
tuyệt chủng	t w i ə t̚ ˧˨ ʔ t͡ɕ ʊ w ŋ͡m ˧˩
tuyệt cú	t w i ə t̚ ˧˨ ʔ k u ˧˦
tuyệt diệu	t w i ə t̚ ˧˨ ʔ z i ə w ˧˨ ʔ
tuyệt giao	t w i ə t̚ ˧˨ ʔ z aː w ˧˧
tuyệt hảo	t w i ə t̚ ˧˨ ʔ h aː w ˧˩
tuyệt kĩ	t w i ə t̚ ˧˨ ʔ k i ˦ˀ˥
tuyệt mật	t w i ə t̚ ˧˨ ʔ m ə t̚ ˧˨ ʔ
tuyệt nhiên	t w i ə t̚ ˧˨ ʔ ɲ i ə n ˧˧
tuyệt phẩm	t w i ə t̚ ˧˨ ʔ f ə m ˧˩
tuyệt sắc	t w i ə t̚ ˧˨ ʔ s a k̚ ˧˦
tuyệt sắc giai nhân	t w i ə t̚ ˧˨ ʔ s a k̚ ˧˦ z aː j ˧˧ ɲ ə n ˧˧
tuyệt thế	t w i ə t̚ ˧˨ ʔ tʰ e ˧˦
tuyệt thực	t w i ə t̚ ˧˨ ʔ tʰ ɨ k̚ ˧˨ ʔ
tuyệt trần	t w i ə t̚ ˧˨ ʔ t͡ɕ ə n ˨˩
tuyệt tình	t w i ə t̚ ˧˨ ʔ t ï ŋ ˨˩
tuyệt vọng	t w i ə t̚ ˧˨ ʔ v a w ŋ͡m ˧˨ ʔ
tuyệt vời	t w i ə t̚ ˧˨ ʔ v əː j ˨˩
tuyệt xảo	t w i ə t̚ ˧˨ ʔ s aː w ˧˩
tuyệt đại đa số	t w i ə t̚ ˧˨ ʔ ʔ ɗ aː j ˧˨ ʔ ʔ ɗ aː ˧˧ s o ˧˦
tuyệt đối	t w i ə t̚ ˧˨ ʔ ʔ ɗ o j ˧˦
tuân	t w ə n ˧˧
tuân thủ	t w ə n ˧˧ tʰ u ˧˩
tuôn	t u ə n ˧˧
tuý quyền	t w i ˧˦ k w i ə n ˨˩
tuýp	t w i p̚ ˧˦
tuấn mã	t w ə n ˧˦ m aː ˦ˀ˥
tuần	t w ə n ˨˩
tuần báo	t w ə n ˨˩ ʔ ɓ aː w ˧˦
tuần duyên	t w ə n ˨˩ z w i ə n ˧˧
tuần dương hạm	t w ə n ˨˩ z ɨ ə ŋ ˧˧ h aː m ˧˨ ʔ
tuần hoàn	t w ə n ˨˩ h w aː n ˨˩
tuần hương	t w ə n ˨˩ h ɨ ə ŋ ˧˧
tuần lễ	t w ə n ˨˩ l e ˦ˀ˥
tuần lộc	t w ə n ˨˩ l ə w k͡p̚ ˧˨ ʔ
tuần phủ	t w ə n ˨˩ f u ˧˩
tuần san	t w ə n ˨˩ s aː n ˧˧
tuần tiễu	t w ə n ˨˩ t i ə w ˦ˀ˥
tuần tra	t w ə n ˨˩ t͡ɕ aː ˧˧
tuần trăng	t w ə n ˨˩ t͡ɕ a ŋ ˧˧
tuần tự	t w ə n ˨˩ t ɨ ˧˨ ʔ
tuẫn tiết	t w ə n ˦ˀ˥ t i ə t̚ ˧˦
tuế	t w e ˧˦
tuềnh toàng	t w ə j ŋ̟ ˨˩ t w aː ŋ ˨˩
tuốt	t u ə t̚ ˧˦
tuồng	t u ə ŋ ˨˩
tuồng mắng	t u ə ŋ ˨˩ m a ŋ ˧˦
tuổi	t u ə j ˧˩
tuổi ta	t u ə j ˧˩ t aː ˧˧
tuổi thơ	t u ə j ˧˩ tʰ əː ˧˧
tuổi thọ	t u ə j ˧˩ tʰ ɔ ˧˨ ʔ
tuổi trẻ	t u ə j ˧˩ t͡ɕ ɛ ˧˩
tuổi tác	t u ə j ˧˩ t aː k̚ ˧˦
tuổi tây	t u ə j ˧˩ t ə j ˧˧
tuổi xanh	t u ə j ˧˩ s a j ŋ̟ ˧˧
tuổi xuân	t u ə j ˧˩ s w ə n ˧˧
tuột	t u ə t̚ ˧˨ ʔ
tuỳ	t w i ˨˩
tuỳ biến	t w i ˨˩ ʔ ɓ i ə n ˧˦
tuỳ bút	t w i ˨˩ ʔ ɓ u t̚ ˧˦
tuỳ duyên	t w i ˨˩ z w i ə n ˧˧
tuỳ theo	t w i ˨˩ tʰ ɛ w ˧˧
tuỳ thời	t w i ˨˩ tʰ əː j ˨˩
tuỳ tiện	t w i ˨˩ t i ə n ˧˨ ʔ
tuỳ ý	t w i ˨˩ ʔ i ˧˦
tuỵ	t w i ˧˨ ʔ
tuỵ tạng	t w i ˧˨ ʔ t aː ŋ ˧˨ ʔ
tuỵ đạo	t w i ˧˨ ʔ ʔ ɗ aː w ˧˨ ʔ
tuỷ	t w i ˧˩
tuỷ sống	t w i ˧˩ s ə w ŋ͡m ˧˦
tuỷ xương	t w i ˧˩ s ɨ ə ŋ ˧˧
tà	t aː ˨˩
tà dâm	t aː ˨˩ z ə m ˧˧
tà dương	t aː ˨˩ z ɨ ə ŋ ˧˧
tà giáo	t aː ˨˩ z aː w ˧˦
tà ma	t aː ˨˩ m aː ˧˧
tà phái	t aː ˨˩ f aː j ˧˦
tà thuật	t aː ˨˩ tʰ w ə t̚ ˧˨ ʔ
tà tà	t aː ˨˩ t aː ˨˩
tà đạo	t aː ˨˩ ʔ ɗ aː w ˧˨ ʔ
tài	t aː j ˨˩
tài ba	t aː j ˨˩ ʔ ɓ aː ˧˧
tài binh	t aː j ˨˩ ʔ ɓ ï ŋ ˧˧
tài chính	t aː j ˨˩ t͡ɕ ï ŋ ˧˦
tài chính hoá	t aː j ˨˩ t͡ɕ ï ŋ ˧˦ h w aː ˧˦
tài chế	t aː j ˨˩ t͡ɕ e ˧˦
tài cán	t aː j ˨˩ k aː n ˧˦
tài giỏi	t aː j ˨˩ z ɔ j ˧˩
tài hoa	t aː j ˨˩ h w aː ˧˧
tài khoản	t aː j ˨˩ x w aː n ˧˩
tài liệu	t aː j ˨˩ l i ə w ˧˨ ʔ
tài lẻ	t aː j ˨˩ l ɛ ˧˩
tài lộc	t aː j ˨˩ l ə w k͡p̚ ˧˨ ʔ
tài lực	t aː j ˨˩ l ɨ k̚ ˧˨ ʔ
tài nguyên	t aː j ˨˩ ŋ w i ə n ˧˧
tài năng	t aː j ˨˩ n a ŋ ˧˧
tài phiệt	t aː j ˨˩ f i ə t̚ ˧˨ ʔ
tài phán	t aː j ˨˩ f aː n ˧˦
tài sản	t aː j ˨˩ s aː n ˧˩
tài sắc	t aː j ˨˩ s a k̚ ˧˦
tài trí	t aː j ˨˩ t͡ɕ i ˧˦
tài trợ	t aː j ˨˩ t͡ɕ əː ˧˨ ʔ
tài tình	t aː j ˨˩ t ï ŋ ˨˩
tài tử	t aː j ˨˩ t ɨ ˧˩
tài xế	t aː j ˨˩ s e ˧˦
tài đức	t aː j ˨˩ ʔ ɗ ɨ k̚ ˧˦
tàm tạm	t aː m ˨˩ t aː m ˧˨ ʔ
tàn	t aː n ˨˩
tàn bạo	t aː n ˨˩ ʔ ɓ aː w ˧˨ ʔ
tàn canh gió lạnh	t aː n ˨˩ k a j ŋ̟ ˧˧ z ɔ ˧˦ l a j ŋ̟ ˧˨ ʔ
tàn cuộc	t aː n ˨˩ k u ə k̚ ˧˨ ʔ
tàn dư	t aː n ˨˩ z ɨ ˧˧
tàn hại	t aː n ˨˩ h aː j ˧˨ ʔ
tàn khốc	t aː n ˨˩ x ə w k͡p̚ ˧˦
tàn nhang	t aː n ˨˩ ɲ aː ŋ ˧˧
tàn nhưng không phế	t aː n ˨˩ ɲ ɨ ŋ ˧˧ x ə w ŋ͡m ˧˧ f e ˧˦
tàn nhẫn	t aː n ˨˩ ɲ ə n ˦ˀ˥
tàn phá	t aː n ˨˩ f aː ˧˦
tàn phế	t aː n ˨˩ f e ˧˦
tàn quân	t aː n ˨˩ k w ə n ˧˧
tàn sát	t aː n ˨˩ s aː t̚ ˧˦
tàn tật	t aː n ˨˩ t ə t̚ ˧˨ ʔ
tàn tệ	t aː n ˨˩ t e ˧˨ ʔ
tàn ác	t aː n ˨˩ ʔ aː k̚ ˧˦
tàng	t aː ŋ ˨˩
tàng hình	t aː ŋ ˨˩ h ï ŋ ˨˩
tàng trữ	t aː ŋ ˨˩ t͡ɕ ɨ ˦ˀ˥
tào lao	t aː w ˨˩ l aː w ˧˧
tào phớ	t aː w ˨˩ f əː ˧˦
tàu	t a w ˨˩
tàu bay	t a w ˨˩ ʔ ɓ a j ˧˧
tàu bè	t a w ˨˩ ʔ ɓ ɛ ˨˩
tàu chiến	t a w ˨˩ t͡ɕ i ə n ˧˦
tàu chợ	t a w ˨˩ t͡ɕ əː ˧˨ ʔ
tàu cánh ngầm	t a w ˨˩ k a j ŋ̟ ˧˦ ŋ ə m ˨˩
tàu du lịch	t a w ˨˩ z u ˧˧ l ï k̟̚ ˧˨ ʔ
tàu hoả	t a w ˨˩ h w aː ˧˩
tàu hủ	t a w ˨˩ h u ˧˩
tàu hủ ki	t a w ˨˩ h u ˧˩ k i ˧˧
tàu lượn	t a w ˨˩ l ɨ ə n ˧˨ ʔ
tàu lượn siêu tốc	t a w ˨˩ l ɨ ə n ˧˨ ʔ s i ə w ˧˧ t ə w k͡p̚ ˧˦
tàu lửa	t a w ˨˩ l ɨ ə ˧˩
tàu ngầm	t a w ˨˩ ŋ ə m ˨˩
tàu sân bay	t a w ˨˩ s ə n ˧˧ ʔ ɓ a j ˧˧
tàu thuyền	t a w ˨˩ tʰ w i ə n ˨˩
tàu thuỷ	t a w ˨˩ tʰ w i ˧˩
tàu tuần dương	t a w ˨˩ t w ə n ˨˩ z ɨ ə ŋ ˧˧
tàu vũ trụ	t a w ˨˩ v u ˦ˀ˥ t͡ɕ u ˧˨ ʔ
tàu ô	t a w ˨˩ ʔ o ˧˧
tàu điện	t a w ˨˩ ʔ ɗ i ə n ˧˨ ʔ
tàu điện ngầm	t a w ˨˩ ʔ ɗ i ə n ˧˨ ʔ ŋ ə m ˨˩
tày	t a j ˨˩
tày trời	t a j ˨˩ t͡ɕ əː j ˨˩
tày đình	t a j ˨˩ ʔ ɗ ï ŋ ˨˩
tá	t aː ˧˦
tá hoả	t aː ˧˦ h w aː ˧˩
tá tràng	t aː ˧˦ t͡ɕ aː ŋ ˨˩
tá túc	t aː ˧˦ t ʊ w k͡p̚ ˧˦
tác	t aː k̚ ˧˦
tác chiến	t aː k̚ ˧˦ t͡ɕ i ə n ˧˦
tác dụng	t aː k̚ ˧˦ z ʊ w ŋ͡m ˧˨ ʔ
tác gia	t aː k̚ ˧˦ z aː ˧˧
tác giả	t aː k̚ ˧˦ z aː ˧˩
tác hại	t aː k̚ ˧˦ h aː j ˧˨ ʔ
tác hợp	t aː k̚ ˧˦ h əː p̚ ˧˨ ʔ
tác nghiệp	t aː k̚ ˧˦ ŋ i ə p̚ ˧˨ ʔ
tác nhân	t aː k̚ ˧˦ ɲ ə n ˧˧
tác phong	t aː k̚ ˧˦ f a w ŋ͡m ˧˧
tác phẩm	t aː k̚ ˧˦ f ə m ˧˩
tác thành	t aː k̚ ˧˦ tʰ a j ŋ̟ ˨˩
tác tử	t aː k̚ ˧˦ t ɨ ˧˩
tác vụ	t aː k̚ ˧˦ v u ˧˨ ʔ
tác động	t aː k̚ ˧˦ ʔ ɗ ə w ŋ͡m ˧˨ ʔ
tác động vật lí	t aː k̚ ˧˦ ʔ ɗ ə w ŋ͡m ˧˨ ʔ v ə t̚ ˧˨ ʔ l i ˧˦
tách	t a j k̟̚ ˧˦
tách bạch	t a j k̟̚ ˧˦ ʔ ɓ a j k̟̚ ˧˨ ʔ
tách rời	t a j k̟̚ ˧˦ z əː j ˨˩
tái	t aː j ˧˦
tái bản	t aː j ˧˦ ʔ ɓ aː n ˧˩
tái chế	t aː j ˧˦ t͡ɕ e ˧˦
tái cử	t aː j ˧˦ k ɨ ˧˩
tái diễn	t aː j ˧˦ z i ə n ˦ˀ˥
tái giá	t aː j ˧˦ z aː ˧˦
tái hiện	t aː j ˧˦ h i ə n ˧˨ ʔ
tái hợp	t aː j ˧˦ h əː p̚ ˧˨ ʔ
tái lập	t aː j ˧˦ l ə p̚ ˧˨ ʔ
tái ngộ	t aː j ˧˦ ŋ o ˧˨ ʔ
tái sinh	t aː j ˧˦ s ï ŋ ˧˧
tái sản xuất	t aː j ˧˦ s aː n ˧˩ s w ə t̚ ˧˦
tái thiết	t aː j ˧˦ tʰ i ə t̚ ˧˦
tái thẩm	t aː j ˧˦ tʰ ə m ˧˩
tái tạo	t aː j ˧˦ t aː w ˧˨ ʔ
tái xuất	t aː j ˧˦ s w ə t̚ ˧˦
tám	t aː m ˧˦
tám hoánh	t aː m ˧˦ h w a j ŋ̟ ˧˦
tám kiếp	t aː m ˧˦ k i ə p̚ ˧˦
tám đời vương	t aː m ˧˦ ʔ ɗ əː j ˨˩ v ɨ ə ŋ ˧˧
tán	t aː n ˧˦
tán dương	t aː n ˧˦ z ɨ ə ŋ ˧˧
tán gẫu	t aː n ˧˦ ɣ ə w ˦ˀ˥
tán hươu tán vượn	t aː n ˧˦ h i ə w ˧˧ t aː n ˧˦ v ɨ ə n ˧˨ ʔ
tán loạn	t aː n ˧˦ l w aː n ˧˨ ʔ
tán thành	t aː n ˧˦ tʰ a j ŋ̟ ˨˩
tán thán	t aː n ˧˦ tʰ aː n ˧˦
tán thưởng	t aː n ˧˦ tʰ ɨ ə ŋ ˧˩
tán thủ	t aː n ˧˦ tʰ u ˧˩
tán tỉnh	t aː n ˧˦ t ï ŋ ˧˩
tán tụng	t aː n ˧˦ t ʊ w ŋ͡m ˧˨ ʔ
tán đả	t aː n ˧˦ ʔ ɗ aː ˧˩
tán đồng	t aː n ˧˦ ʔ ɗ ə w ŋ͡m ˨˩
táng	t aː ŋ ˧˦
táng tận lương tâm	t aː ŋ ˧˦ t ə n ˧˨ ʔ l ɨ ə ŋ ˧˧ t ə m ˧˧
tánh	t a j ŋ̟ ˧˦
táo	t aː w ˧˦
táo bón	t aː w ˧˦ ʔ ɓ ɔ n ˧˦
táo bạo	t aː w ˧˦ ʔ ɓ aː w ˧˨ ʔ
táo mèo	t aː w ˧˦ m ɛ w ˨˩
táo ta	t aː w ˧˦ t aː ˧˧
táo tàu	t aː w ˧˦ t a w ˨˩
táo tây	t aː w ˧˦ t ə j ˧˧
táp	t aː p̚ ˧˦
táp lô	t aː p̚ ˧˦ l o ˧˧
táp đờ luy	t aː p̚ ˧˦ ʔ ɗ əː ˨˩ l w i ˧˧
tát	t aː t̚ ˧˦
táu	t a w ˧˦
táy máy	t a j ˧˦ m a j ˧˦
tâm	t ə m ˧˧
tâm bệnh học	t ə m ˧˧ ʔ ɓ ə j ŋ̟ ˧˨ ʔ h a w k͡p̚ ˧˨ ʔ
tâm can	t ə m ˧˧ k aː n ˧˧
tâm cao khí ngạo	t ə m ˧˧ k aː w ˧˧ x i ˧˦ ŋ aː w ˧˨ ʔ
tâm chí	t ə m ˧˧ t͡ɕ i ˧˦
tâm huyết	t ə m ˧˧ h w i ə t̚ ˧˦
tâm hồn	t ə m ˧˧ h o n ˨˩
tâm khảm	t ə m ˧˧ x aː m ˧˩
tâm linh	t ə m ˧˧ l ï ŋ ˧˧
tâm lí	t ə m ˧˧ l i ˧˦
tâm lí học	t ə m ˧˧ l i ˧˦ h a w k͡p̚ ˧˨ ʔ
tâm lực	t ə m ˧˧ l ɨ k̚ ˧˨ ʔ
tâm nguyện	t ə m ˧˧ ŋ w i ə n ˧˨ ʔ
tâm nhĩ	t ə m ˧˧ ɲ i ˦ˀ˥
tâm niệm	t ə m ˧˧ n i ə m ˧˨ ʔ
tâm phục	t ə m ˧˧ f ʊ w k͡p̚ ˧˨ ʔ
tâm phục khẩu phục	t ə m ˧˧ f ʊ w k͡p̚ ˧˨ ʔ x ə w ˧˩ f ʊ w k͡p̚ ˧˨ ʔ
tâm sinh lí	t ə m ˧˧ s ï ŋ ˧˧ l i ˧˦
tâm sức	t ə m ˧˧ s ɨ k̚ ˧˦
tâm sự	t ə m ˧˧ s ɨ ˧˨ ʔ
tâm thu	t ə m ˧˧ tʰ u ˧˧
tâm thất	t ə m ˧˧ tʰ ə t̚ ˧˦
tâm thần	t ə m ˧˧ tʰ ə n ˨˩
tâm thần phân liệt	t ə m ˧˧ tʰ ə n ˨˩ f ə n ˧˧ l i ə t̚ ˧˨ ʔ
tâm thế	t ə m ˧˧ tʰ e ˧˦
tâm thức	t ə m ˧˧ tʰ ɨ k̚ ˧˦
tâm truyền	t ə m ˧˧ t͡ɕ w i ə n ˨˩
