aa	ɑː
progona	p r o ɡ o n ɑ
proliva	p r o l i v ɑ
proobõtõ	p r oː b ɤ̟ t ə̠
propkõ	p r o p k ə̠
pruukkia	p r uː kʲː i ɑ̯
pruuzgõtõ	p r uː z ɡ ɤ̟ t ə̠
puhassa	p u h ɑ sː ɑ
puhassa	p u h ɑ sː ɑ
puhaz	p u h ɑ z̥
puhgõtõ	p u x ɡ ɤ̟ t ə̠
puhhua	p u hː u ɑ̯
puikko	p u i̯ kː o
puin	p u i̯ n
puippu	p u i̯ pː u
puissa	p u i̯ sː ɑ
pulikkõ	p u l i kː ə̠
pulkkõ	p u ɫ kː ə̠
pullo	p u ɫː o
pulmõ	p u ɫ m ə̠
pumppu	p u m pː u
puna	p u n ɑ
punanõ	p u n ɑ n ɤ
punnoa	p u nː o ɑ̯
puppu	p u pː u
pupuškõ	p u p u ʃ k ə̠
purikkõ	p u rʲ i kː ə̠
purjõ	p u r ʝ ɤ
purka	p u r k ɑ
purrõ	p u rː ə̠
puzgõtõ	p u z ɡ ɤ̟ t ə̠
puzõrta	p u z ɤ r t ɑ
puteli	p u tʲ e l i
puteli	p u t e l i
putki	p u t kʲ i
puu	p uː
puu	p uː
puudõ	p uː d ə̠
puukki	p uː kʲː i
puukko	p uː kː o
puuria	p uː rʲ i ɑ̯
puuskõ	p uː s k ə̠
puuttua	p uː tː u ɑ̯
puuttua	p uː tː u ɑ̯
puuvillõ	p uː vʲ i ɫː ə̠
põdgõtõ	p ɤ d ɡ ɤ̟ t ə̠
põhjain	p ɤ h ʝ ɑ i̯ n
põhjõ	p ɤ h ʝ ə̠
põllõa	p ɤ ɫː ɤ ɑ̯
põltikõz	p ɤ ɫ tʲ i k ɤ̟ z̥
põlto	p ɤ ɫ t o
põlvi	p ɤ ɫ vʲ i
põlõmikko	p ɤ ɫ ɤ mʲ i kː o
põlõtta	p ɤ ɫ ɤ tː ɑ
põrnõ	p ɤ r n ə̠
põrzõz	p ɤ r z ɤ̟ z̥
põski	p ɤ s kʲ i
põtkia	p ɤ t kʲ i ɑ̯
põutõ	p ɤ u̯ t ə̠
põvvi	p ɤ vʲː i
pädre	pʲ æ d rʲ ə̟
pähčene	pʲ æ h t͡ʃ e̠ nʲ ə̟
pähčene	pʲ æ h t͡ʃ e nʲ ə̟
pähčene	pʲ æ h t͡ʃ e nʲ ə̟
pähčene	pʲ æ h t͡ʃ e nʲ
pähčenä	pʲ æ h t͡ʃ e nʲ æ
pähčinä	pʲ æ h t͡ʃ i nʲ ə̟
pähtšenä	pʲ æ h t͡ʃ e nʲ æ
päi	pʲ æ i̯
päi	pʲ æ i̯
päitsed	pʲ æ i̯ t͡s e d̥
päive	pʲ æ i̯ vʲ ə̟
päive	pʲ æ i̯ vʲ
päivelintu	pʲ æ i̯ vʲ ə̟ l i n t u
päivüd	pʲ æ i̯ vʲ y d̥
päpäle	pʲ æ pʲ æ l ə̟
päre	pʲ æ rʲ e
päräme	pʲ æ rʲ æ mʲ ə̟
pää	pʲ æː
pää	pʲ æː
pääaukko	pʲ æː ɑ u̯ kː o
pääle	pʲ æː l e
pääll	pʲ æː lː ə̟
pääll	pʲ æː lː
pääll	pʲ æː lʲː
päälle	pʲ æː lː e
päälle	pʲ æː l e
päält	pʲ æː l t ə̟
päält	pʲ æː l t
päält	pʲ æː l tʲ
päälte	pʲ æː l tʲ ə̟
päälte	pʲ æː l tʲ
pääluu	pʲ æː ɫ uː
päälüz	pʲ æː l y z̥
pääse	pʲ æː sʲ ə̟
pääsko	pʲ æː s k o
päässä	pʲ æː sʲː æ
pöksüd	pʲ ø k sʲ y d̥
pöllü	pʲ ø lː y
pöllüttä	pʲ ø lː y tʲː æ
pööre	pʲ øː rʲ ə̟
pöörittä	pʲ øː rʲ i tʲː æ
pöörittä	pʲ øː rʲ i tʲː æ
pööriä	pʲ øː rʲ i æ̯
püččü	pʲ y t͡ʃː y
pühčiä	pʲ y h t͡ʃ i æ̯
pühä	pʲ y hʲ æ
pühä	pʲ y hʲ æ
pühäpäive	pʲ y hʲ æ pʲ æ i̯ vʲ ə̟
pühäpäive	pʲ y hʲ æ pʲ æ i̯ vʲ
pürčiä	pʲ y r t͡ʃ i æ̯
püssü	pʲ y sʲː y
püssü	pʲ y sʲː y
püttü	pʲ y tʲː y
püü	pʲ yː
püüre	pʲ yː rʲ ə̟
püürtä	pʲ yː r tʲ æ
püürtüä	pʲ yː r tʲ y æ̯
püürüttä	pʲ yː rʲ y tʲː æ
püütä	pʲ yː tʲ æ
püütä	pʲ yː tʲ æ
püütö	pʲ yː tʲ ø
raadio	r ɑː dʲ i o̯
raaju	r ɑː ʝ u
raakkõ	r ɑː kː ə̠
raakõ	r ɑː k ə̠
raanõ	r ɑː n ə̠
raato	r ɑː t o
ragõ	r ɑ ɡ ɤ
raha	r ɑ h ɑ
raha	r ɑ h ɑ
rahakõz	r ɑ h ɑ k ɤ̟ z̥
rahkõ	r ɑ x k ə̠
rahvõz	r ɑ h v ɤ̟ z̥
raiskõ	r ɑ i̯ s k ə̠
raiskõ	r ɑ i̯ s k
raitti	r ɑ i̯ tʲː i
raja	r ɑ ʝ ɑ
Rajo	r ɑ ʝ o
rakko	r ɑ kː o
rakkopilli	r ɑ kː o pʲ i lː i
rako	r ɑ k o
rakõtta	r ɑ k ɤ tː ɑ
rampõ	r ɑ m p ə̠
rangid	r ɑ ŋ ɡʲ i d̥
rankkõ	r ɑ ŋ kː ə̠
rankkõ	r ɑ ŋ kː
rantõ	r ɑ n t ə̠
rapa	r ɑ p ɑ
rapačivi	r ɑ p ɑ t͡ʃ i vʲ i
rappia	r ɑ pʲː i ɑ̯
raputta	r ɑ p u tː ɑ
raskõz	r ɑ s k ɤ̟ z̥
razvõ	r ɑ z v ə̠
razvõn	r ɑ z v ɤ̟ n
rataz	r ɑ t ɑ z̥
ratiz	r ɑ tʲ i z̥
ratiz	r ɑ tʲ i z̥
rattsa	r ɑ t͡sː ɑ
rauhõ	r ɑ u̯ h ə̠
rauhõllin	r ɑ u̯ h ɤ̟ lː i n
raukkõ	r ɑ u̯ kː ə̠
rautõ	r ɑ u̯ t ə̠
rautõn	r ɑ u̯ t ɤ̟ n
ravad	r ɑ v ɑ d̥
ravatõ	r ɑ v ɑ t ə̠
ravatõ	r ɑ v ɑ t
ravvu	r ɑ vː u
reči	rʲ e t͡ʃ i
rehellin	rʲ e hʲ e lː i n
rehtele	rʲ e h tʲ e l ə̟
rehtelkakku	rʲ e h tʲ e l k ɑ kː u
reisi	rʲ e i̯ sʲ i
remeni	rʲ e mʲ e nʲ i
remeni	rʲ e mʲ e nʲ i
repo	rʲ e p o
repo	r e p o
reppiä	rʲ e pʲː i æ̯
reppiä	r e pʲː i æ̯
retsepti	rʲ e t͡s e p tʲ i
revittä	rʲ e vʲ i tʲː æ
reväte	rʲ e vʲ æ tʲ ə̟
rihenneüz	rʲ i hʲ e n nʲ e y̯ z̥
rihi	rʲ i hʲ i
rihi	rʲ i hʲ i
rihmõ	rʲ i h m ə̠
rihmõ	rʲ i h m
riigõ	rʲ iː ɡ ə̠
riijjõllõ	rʲ iː ʝː ɤ ɫː ə̠
riijõllõ	rʲ iː ʝ ɤ ɫː ə̠
riikki	rʲ iː kʲː i
riissõ	rʲ iː sː ə̠
riito	rʲ iː t o
riittõ	rʲ iː tː ə̠
riitõ	rʲ iː t ə̠
rikasuz	rʲ i k ɑ s u z̥
rikaz	rʲ i k ɑ z̥
rikki	rʲ i kʲː i
rikki	rʲ i kʲː i
rikkoa	rʲ i kː o ɑ̯
rinna	rʲ i nː ɑ
rinna	rʲ i nː ɑ
rinnuz	rʲ i nː u z̥
rinnõll	rʲ i nː ɤ̟ ɫː ə̠
rinnõll	rʲ i nː ɤ̟ ɫː
rinnõllõ	rʲ i nː ɤ̟ ɫː ɤ
rinnõllõ	rʲ i nː ɤ̟ ɫː ə̠
rintõ	rʲ i n t ə̠
ripilõ	rʲ i pʲ i ɫ ə̠
rippua	rʲ i pː u ɑ̯
rippua	rʲ i pː u ɑ̯
ripsi	rʲ i p sʲ i
ripussa	rʲ i p u sː ɑ
riputta	rʲ i p u tː ɑ
risavoitta	rʲ i s ɑ v o i̯ tː ɑ
risavoitta	rʲ i s ɑ v o i̯ tː ɑ
rissi	rʲ i sʲː i
rissime	rʲ i sʲː i mʲ ə̟
rissise	rʲ i sʲː i sʲ ə̟
rississe	rʲ i sʲː i sʲː ə̟
riuku	rʲ i u̯ k u
rohkapi	r o x k ɑ pʲ i
rohkapi	r o x k ɑ p
rohkõa	r o h k ɤ ɑ̯
roho	r o h o
rohoin	r o h o i̯ n
rohottua	r o h o tː u ɑ̯
rohto	r o h t o
rohto	r o h t o
roitta	r o i̯ tː ɑ
roivõz	r o i̯ v ɤ̟ z̥
rokkõ	r o kː ə̠
rokkõ	r o kː
roojõ	r oː ʝ ə̠
roojõkõz	r oː ʝ ɤ̟ k ɤ̟ z̥
rooko	r oː k o
rookõ	r oː k ə̠
roomõ	r oː m ə̠
rooppõ	r oː pː ə̠
rooppõ	r oː pː
rooskõ	r oː s k ə̠
rooskõ	r oː s k
roosõ	r oː s ɤ
rooto	r oː t o
rootsi	r oː t͡s i
Rootsimaa	r oː t͡s i m ɑː
rossi	r o sʲː i
routõ	r o u̯ t ə̠
rublʹõ	r u b ʎ ə̠
rublʹõ	r u b ʎ
Rudʹdʹa	r u ɟː
ruiz	r u i̯ z̥
rulʹa	r u ʎ ɑ
rullõ	r u ɫː ə̠
ruma	r u m ɑ
rumalõ	r u m ɑ ɫ ə̠
rumalõ	r u m ɑ ɫ
rummu	r u mː u
rupi	r u pʲ i
ruska	r u s k ɑ
rusko	r u s k o
ruskõa	r u s k ɤ ɑ̯
rutta	r u tː ɑ
ruttissõ	r u tʲː i sː ə̠
rutto	r u tː o
ruttoa	r u tː o ɑ̯
ruumi	r uː mʲ i
ruumõz	r uː m ɤ z̥
ruuto	r uː t o
rõbakkõ	r ɤ b ɑ kː ə̠
rõbakkõ	r ɤ b ɑ kː
rõngõz	r ɤ ŋ ɡ ɤ̟ z̥
rõõskõ	r ɤː s k ə̠
räimiä	rʲ æ i̯ mʲ i æ̯
räkä	rʲ æ kʲ æ
ränne	rʲ æ nʲː e
rätte	rʲ æ tʲː e
rätti	rʲ æ tʲː i
rääto	rʲ æː t o
räätö	rʲ æː tʲ ø
räüstez	rʲ æ y̯ s t e̠ z̥
räütüsse	rʲ æ y̯ tʲ y sʲː ə̟
räütüsse	rʲ æ y̯ tʲ y sʲː
rüiz	rʲ y i̯ z̥
rüiz	rʲ y i̯ z̥
rüppü	rʲ y pʲː y
rüssü	rʲ y sʲː y
rüsä	rʲ y sʲ æ
rüüdi	rʲ yː dʲ i
rüüpete	rʲ yː p e̠ tʲ ə̟
saačči	s ɑː t͡ʃː i
saadu	s ɑː d u
saani	s ɑː nʲ i
saappugõ	s ɑː p p u ɡ ɑ
saappugõ	s ɑː pː u ɡ ə̠
saari	s ɑː rʲ i
saatta	s ɑː tː ɑ
saatta	s ɑː tː ɑ
saatto	s ɑː tː o
saavvõ	s ɑː vː ə̠
saavvõ	s ɑː vː
saha	s ɑ h ɑ
sahatõ	s ɑ h ɑ t ə̠
sahatõ	s ɑ h ɑ t
saijõ	s ɑ i̯ ʝ ə̠
saivõr	s ɑ i̯ v ɤ̟ r
sakarõ	s ɑ k ɑ r ə̠
sakka	s ɑ kː ɑ
sakkassi	s ɑ kː ɑ sʲː i
sakkõli	s ɑ kː ɤ̟ l i
saksa	s ɑ k s ɑ
saksõ	s ɑ k s ə̠
saksõlain	s ɑ k s ɤ̟ ɫ ɑ i̯ n
sʹalko	ɕ ɑ ɫ k o
sallia	s ɑ lː i ɑ̯
salmi	s ɑ ɫ mʲ i
salvo	s ɑ ɫ v o
salvoa	s ɑ ɫ v o ɑ̯
sama	s ɑ m ɑ
sama	s ɑ m ɑ
samagonkõ	s ɑ m ɑ ɡ o ŋ k ə̠
samagonkõ	s ɑ m ɑ ɡ o ŋ k ə̠
samalʹotti	s ɑ m ɑ ʎ o tʲː i
sammua	s ɑ mː u ɑ̯
sammutta	s ɑ mː u tː ɑ
sammõl	s ɑ mː ɤ̟ ɫ
sammõz	s ɑ mː ɤ̟ z̥
sankõ	s ɑ ŋ k ə̠
sapanõ	s ɑ p ɑ n ə̠
sappi	s ɑ pʲː i
sarajõ	s ɑ r ɑ ʝ ə̠
sarajõ	s ɑ r ɑ ʝ ɑ
sarjõ	s ɑ r ʝ ə̠
sarkõ	s ɑ r k ə̠
sarvi	s ɑ r vʲ i
sassia	s ɑ sʲː i ɑ̯
sassiussõ	s ɑ sʲː i u̯ sː ə̠
sata	s ɑ t ɑ
sata	s ɑ t ɑ
sataa	s ɑ tː ɑ
satamõ	s ɑ t ɑ m ə̠
sato	s ɑ t o
satta	s ɑ tː ɑ
satulõ	s ɑ t u ɫ ə̠
saunõ	s ɑ u̯ n ə̠
saunõ	s ɑ u̯ n
savi	s ɑ vʲ i
savittsa	s ɑ vʲ i t͡sː ɑ
savu	s ɑ v u
savvi	s ɑ vʲː i
savvu	s ɑ vː u
savvutta	s ɑ vː u tː ɑ
saõ	s ɑ ɤ̯
saõ	s ɑ ɤ̯
se	sʲ e
see	sʲ eː
see	s eː
see	s e
seel	sʲ eː l
seel	s eː l
seell	sʲ eː lː ə̟
seell	sʲ eː lː
seelt	sʲ eː l t ə̟
seelt	sʲ eː l t
seelt	s eː l tʲ
seelte	sʲ eː l tʲ ə̟
seelte	s eː l tʲ
seeme	sʲ eː mʲ e
seemevõi	sʲ eː mʲ e v ɤ i̯
segatõ	sʲ e ɡ ɑ t ə̠
segotta	sʲ e ɡ o tː ɑ
seili	sʲ e i̯ l i
seilõtõ	sʲ e i̯ ɫ ɤ̟ t ə̠
seine	sʲ e i̯ nʲ ə̟
seine	s e i̯ nʲ
seisoa	sʲ e i̯ s o ɑ̯
seisoa	s e i̯ s o ɑ̯
seitse	sʲ e i̯ t͡s e
seitse	s e i̯ t͡s e
seittse	sʲ e i̯ t͡sː e
seittseteiššümed	sʲ e i̯ t͡sː e tʲ e i̯ ʃː y mʲ e d̥
seittsetõiššümed	sʲ e i̯ t͡sː e t ɤ i̯ ʃː y mʲ e d̥
seivez	sʲ e i̯ v e̠ z̥
sekuntti	sʲ e k u n tʲː i
selče	sʲ e l t͡ʃ ə̟
selče	s e l t͡ʃʲ
selčeluu	sʲ e l t͡ʃ ə̟ ɫ uː
selčiä	sʲ e l t͡ʃ i æ̯
seldi	sʲ e l dʲ i
selve	sʲ e l vʲ ə̟
seneperäss	sʲ e nʲ e pʲ e rʲ æ sː
sentäbri	sʲ e n tʲ æ b rʲ i
seppe	sʲ e pʲː ə̟
serve	sʲ e r vʲ ə̟
seukko	sʲ e u̯ kː o
seukko	s e u̯ kː o
sigarazvõ	sʲ i ɡ ɑ r ɑ z v ə̠
sigloa	sʲ i ɡ ɫ o ɑ̯
siglõ	sʲ i ɡ ɫ ə̠
siha	sʲ i h ɑ
sihe	sʲ i hʲ e
sihe	sʲ i h e
siikõ	sʲ iː k ə̠
siili	s iː l i
siimõ	sʲ iː m ə̠
siin	sʲ iː n
siin	sʲ iː n
siini	sʲ iː nʲ i
siipi	sʲ iː pʲ i
siirõ	sʲ iː r ə̠
siiz	sʲ iː z̥
siiz	sʲ iː z̥
siitiä	sʲ iː tʲ i æ̯
siitte	sʲ iː tʲː ə̟
siitüä	sʲ iː tʲ y æ̯
siivo	sʲ iː v o
siivoa	sʲ iː v o ɑ̯
siivoa	sʲ iː v o ɑ̯
siivollin	sʲ iː v o lː i n
siiüttä	sʲ iː y tʲː æ
sika	sʲ i k ɑ
sika	sʲ i k ɑ
silkki	sʲ i l kʲː i
silliä	sʲ i lː i æ̯
silliä	sʲ i lː i æ̯
silme	sʲ i l mʲ ə̟
silmemuna	sʲ i l mʲ ə̟ m u n ɑ
silmerätte	sʲ i l mʲ ə̟ rʲ æ tʲː e
silmete	sʲ i l m e̠ tʲ ə̟
silmu	sʲ i ɫ m u
silmu	sʲ i ɫ m u
silotta	sʲ i ɫ o tː ɑ
siltõ	sʲ i ɫ t ə̠
sini	sʲ i nʲ i
sinin	sʲ i nʲ i n
sinne	sʲ i nʲː e
sinne	sʲ i nː e
siplikõz	sʲ i p l i k ɤ̟ z̥
sipuli	sʲ i p u l i
siputta	sʲ i p u tː ɑ
sirka	sʲ i r k ɑ
sirkku	sʲ i r kː u
sirkoa	sʲ i r k o ɑ̯
sirkõnõssõ	sʲ i r k ɤ n ɤ sː ə̠
sirppi	sʲ i r pʲː i
sisavõ	sʲ i s ɑ v ə̠
sisi	sʲ i sʲ i
siso	sʲ i s o
siso	sʲ i s o
siz	sʲ i z̥
siz	sʲ i z̥
sitka	sʲ i t k ɑ
sittoa	sʲ i tː o ɑ̯
sittua	sʲ i tː u ɑ̯
sittõ	sʲ i tː ə̠
siunõtõ	sʲ i u̯ n ɤ̟ t ə̠
siõ	sʲ i ɤ
siä	sʲ i æ̯
siä	sʲ i æ̯
siä	sʲ æ
siäl	sʲ i æ̯ l
siält	sʲ i æ̯ l t ə̟
siält	sʲ i æ̯ l t
skripkõ	s k rʲ i p k ə̠
slaavõ	s ɫ ɑː v ə̠
slifkõ	s l i f k ə̠
sliivõ	s l iː v ə̠
snaasti	s n ɑː s tʲ i
sokko	s o kː o
soldatti	s o ɫ d ɑ tʲː i
solkki	s o ɫ kʲː i
soo	s oː
soo	s oː
soojõ	s oː ʝ ə̠
soojõ	s oː ʝ ə̠̆
soojõtta	s oː ʝ ɤ tː ɑ
soojõtta	s oː ʝ ɤ tː ɑ
soojõtõllõ	s oː ʝ ɤ t ɤ ɫː ə̠
soojõtõllõ	s oː ʝ ɤ t ɤ ɫː
sookõz	s oː k ɤ̟ z̥
sooli	s oː l i
soolõ	s oː ɫ ə̠
soolõn	s oː ɫ ɤ̟ n
soolõtõ	s oː ɫ ɤ̟ t ə̠
soolõtõ	s oː ɫ ɤ̟ t
Soomi	s oː mʲ i
soomi	s oː mʲ i
soomuz	s oː m u z̥
soomõ	s oː m ɤ
soomõlain	s oː m ɤ̟ ɫ ɑ i̯ n
soomõlain	s oː m ɤ̟ ɫ ɑ i̯ n
Soomõmaa	s oː m ɤ m ɑː
sooni	s oː nʲ i
soovia	s oː vʲ i ɑ̯
soppia	s o pʲː i ɑ̯
sopu	s o p u
sopuin	s o pː u i̯ n
sopuzõ	s o p u z ə̠
sorkkõ	s o r kː ə̠
sorovnoo	s o r o v n oː
sorra	s o rː ɑ
sorsõ	s o r s ə̠
sorttu	s o r tː u
stanttsõ	s t ɑ n t͡sː ə̠
staruhõ	s t ɑ r u h ə̠
staruhõ	s t ɑ r u h ɑ
staruhõ	s t ɑ r u x ə̠
staruhõ	s t ɑ r u x ɑ
stokanõ	s t o k ɑ n ə̠
stokanõ	s t o k ɑ n ɑ
stooli	s t oː l i
stuuli	s t uː l i
suitsõd	s u i̯ t͡s ɤ d̥
suka	s u k ɑ
sukkuri	s u kː u rʲ i
sukkõ	s u kː ə̠
sukkõa	s u kː ɤ ɑ̯
suksi	s u k sʲ i
suku	s u k u
suku	s u k u
sukulain	s u k u ɫ ɑ i̯ n
sukulain	s u k u ɫ ɑ i̯ n
sukunimi	s u k u nʲ i mʲ i
sula	s u ɫ ɑ
sulatta	s u ɫ ɑ tː ɑ
sulkõ	s u ɫ k ə̠
sulla	s u ɫː ɑ
sulla	s u ɫː ɑ
suma	s u m ɑ
suppi	s u pʲː i
surmukõz	s u r m u k ɤ̟ z̥
surmõ	s u r m ə̠
surrõ	s u rː ə̠
survoa	s u r v o ɑ̯
susi	s u sʲ i
susi	s u sʲ i
suu	s uː
suu	s uː
suukkunõ	s uː kː u n ə̠
suukkuri	s uː kː u rʲ i
suupilli	s uː pʲ i lː i
suuri	s uː rʲ i
suuri	s uː r
suurimõ	s uː rʲ i m ə̠
suuruz	s uː r u z̥
suuruz	s uː r u z̥
suutkõd	s uː t k ɤ̟ d̥
suuto	s uː t o
suuttua	s uː tː u ɑ̯
suuttua	s uː tː u ɑ̯
suututta	s uː t u tː ɑ
suvatõ	s u v ɑ t ə̠
suvatõ	s u v ɑ t
suvi	s u vʲ i
suvvamin	s u vː ɑ mʲ i n
sveežõ	s vʲ eː ʒ ə̠
sõbrõ	s ɤ b r ə̠
sõisoa	s ɤ i̯ s o ɑ̯
sõissõ	s ɤ i̯ sː ə̠
sõitta	s ɤ i̯ tː ɑ
sõkka	s ɤ kː ɑ
sõkõa	s ɤ kː ɤ ɑ̯
sõlmi	s ɤ ɫ mʲ i
sõlmu	s ɤ ɫ m u
sõlmõtõ	s ɤ ɫ m ɤ̟ t ə̠
sõmõrõ	s ɤ m ɤ r ə̠
sõna	s ɤ n ɑ
sõna	s ɤ n ɑ
sõnačirjõ	s ɤ n ɑ t͡ʃ i r ʝ ə̠
sõnatüvi	s ɤ n ɑ tʲ y vʲ i
sõpa	s ɤ p ɑ
sõpa	s ɤ p ɑ
sõppõssõ	s ɤ pː ɤ sː ə̠
sõppõssõ	s ɤ pː ɤ sː
sõrmi	s ɤ r mʲ i
sõrmuz	s ɤ r m u z̥
sõrto	s ɤ r t o
sõssõr	s ɤ sː ɤ̟ r
sõzar	s ɤ z ɑ r
sõta	s ɤ t ɑ
sõta	s ɤ t ɑ
sõtameez	s ɤ t ɑ mʲ eː z̥
sõtameez	s ɤ t ɑ m eː z̥
sõtkoa	s ɤ t k o ɑ̯
sõttia	s ɤ tʲː i ɑ̯
sõuta	s ɤ u̯ t ɑ
sõvõtta	s ɤ v ɤ tː ɑ
sõõrmi	s ɤː r mʲ i
säble	sʲ æ b l ə̟
säije	sʲ æ i̯ ʝ e
säike	sʲ æ i̯ kʲ ə̟
säike	sʲ æ i̯ kʲ
säkki	sʲ æ kʲː i
säkki	sʲ æ kʲː i
sänčü	sʲ æ n t͡ʃ y
sänki	sʲ æ ŋ kʲ i
särči	sʲ æ r t͡ʃ i
särčiä	sʲ æ r t͡ʃ i æ̯
sää	sʲ æː
sääri	sʲ æː rʲ i
säärimarjõ	sʲ æː rʲ i m ɑ r ʝ ə̠
sääski	sʲ æː s kʲ i
säünez	sʲ æ y̯ n e̠ z̥
süčüzü	sʲ y t͡ʃ y zʲ y
süčüzü	sʲ y t͡ʃ y zʲ y
süčüzü	sʲ y t͡ʃ y ʑ
sügle	sʲ y ɡ l ə̟
sülči	sʲ y l t͡ʃ i
sülčiä	sʲ y l t͡ʃ i æ̯
süli	sʲ y l i
sünnüttä	sʲ y nʲː y tʲː æ
sünti	sʲ y n tʲ i
süntü	sʲ y n tʲ y
süntü	sʲ y n tʲ y
süntüä	sʲ y n tʲ y æ̯
sürje	sʲ y r ʝ ə̟
süsi	sʲ y sʲ i
süsälikko	sʲ y sʲ æ l i kː o
süttä	sʲ y tʲː æ
süttüä	sʲ y tʲː y æ̯
sütüttä	sʲ y tʲ y tʲː æ
süvvüz	sʲ y vʲː y z̥
süvä	sʲ y vʲ æ
süvüz	sʲ y v y z̥
süä	sʲ y æ̯
süä	sʲ y æ̯
süäme	sʲ y æ̯ mʲ e
süäme	sʲ y æ̯ m e
süämese	sʲ y æ̯ mʲ e sʲ e
süämess	sʲ y æ̯ mʲ e sː ə̟
süämess	sʲ y æ̯ mʲ e sː
süämesse	sʲ y æ̯ mʲ e sʲː ə̟
süämez	sʲ y æ̯ mʲ e z̥
süämez	sʲ y æ̯ m e z̥
süämme	sʲ y æ̯ mʲː e
süämmese	sʲ y æ̯ mʲː e sʲ e
süämmess	sʲ y æ̯ mʲː e sː ə̟
süämmess	sʲ y æ̯ mʲː e sː
süämmesse	sʲ y æ̯ mʲː e sʲː ə̟
süämmez	sʲ y æ̯ mʲː e z̥
süü	sʲ yː
süüčči	sʲ yː t͡ʃː i
süümin	sʲ yː mʲ i n
süümin	sʲ yː mʲ i n
süüttä	sʲ yː tʲː æ
süüttä	sʲ yː tʲː æ
süüvve	sʲ yː vʲː ə̟
süüvve	sʲ yː vʲː
šaapkõ	ʃ ɑː p k ə̠
šahissõ	ʃ ɑ hʲ i sː ə̠
šapissõ	ʃ ɑ pʲ i sː ə̠
šarissõ	ʃ ɑ rʲ i sː ə̠
šipisse	ʃ i pʲ i sʲː ə̟
šipisse	ʃ i pʲ i sʲː
širisse	ʃ i rʲ i sʲː ə̟
šiškõ	ʃ i ʃ k ə̠
škippõri	ʃ kʲ i pː ɤ̟ rʲ i
škoulu	ʃ k o u̯ ɫ u
škoulu	ʃ k o u̯ ɫ u
šlejad	ʃ l e ʝ ɑ d̥
šlejad	ʃ l e ʝ ɑ d̥
šlääppi	ʃ l æː pʲː i
šokolaadi	ʃ o k o ɫ ɑː dʲ i
šolissõ	ʃ o l i sː ə̠
šolkkõ	ʃ o ɫ kː ə̠
šonkkia	ʃ o ŋ kʲː i ɑ̯
šonkkia	ʃ o ŋ kʲː i ɑ̯
šoseikõ	ʃ o sʲ e i̯ k ə̠
špeili	ʃ pʲ e i̯ l i
štanad	ʃ t ɑ n ɑ d̥
štanad	ʃ t ɑ n ɑ d̥
štanajalkõ	ʃ t ɑ n ɑ ʝ ɑ ɫ k ə̠
što	ʃ t o
što	ʃ t o
štob	ʃ t o b̥
šumissõ	ʃ u mʲ i sː ə̠
šuubõ	ʃ uː b ə̠
zanaveskõ	z ɑ n ɑ vʲ e s k ə̠
zavodõ	z ɑ v o d ə̠
zavodõ	z ɑ v o d ɑ
zemlʹänka	z e m ʎ æ ŋ k ɑ
zveeri	z vʲ eː rʲ i
žaali	ʒ ɑː l i
žaaritta	ʒ ɑː rʲ i tː ɑ
ženiha	ʒ e nʲ i x ɑ
ženiha	ʒ e nʲ i x ə̠
ženiha	ʒ e nʲ i h ə̠
žiivõttõ	ʒ iː v ɤ̟ tː ə̠
taakkõ	t ɑː kː ə̠
taali	t ɑː l i
taanõ	t ɑː n ɤ
taari	t ɑː rʲ i
taaz	t ɑː z̥
taaz	t ɑː z̥
taattõ	t ɑː tː ə̠
taattõ	t ɑː tː
tagga	t ɑ ɡː ɑ
taggaz	t ɑ ɡː ɑ z̥
taglõ	t ɑ ɡ ɫ ə̠
tagotta	t ɑ ɡ o tː ɑ
tahto	t ɑ h t o
tahtoa	t ɑ h t o ɑ̯
tahtoa	t ɑ h t o ɑ̯
taičinõ	t ɑ i̯ t͡ʃ i n ə̠
taičinõ	t ɑ i̯ t͡ʃ i n
taimi	t ɑ i̯ mʲ i
taita	t ɑ i̯ t ɑ
taita	t ɑ i̯ t ɑ
taivõz	t ɑ i̯ v ɤ̟ z̥
taivõzvoho	t ɑ i̯ v ɤ̟ z v o h o
takajalkõ	t ɑ k ɑ ʝ ɑ ɫ k ə̠
takan	t ɑ k ɑ n
takant	t ɑ k ɑ n t
takaz	t ɑ k ɑ z̥
takaz	t ɑ k ɑ z̥
taki	t ɑ kʲ i
takka	t ɑ kː ɑ
takka	t ɑ kː ɑ
takkiaz	t ɑ kʲː i ɑ̯ z̥
takkoa	t ɑ kː o ɑ̯
takku	t ɑ kː u
talloa	t ɑ ɫː o ɑ̯
tallõtõ	t ɑ ɫː ɤ̟ t ə̠
talo	t ɑ ɫ o
talo	t ɑ ɫ o
talomeez	t ɑ ɫ o mʲ eː z̥
talomeez	t ɑ ɫ o m eː z̥
talomerkki	t ɑ ɫ o mʲ e r kʲː i
talopoikõ	t ɑ ɫ o p o i̯ k ə̠
talvi	t ɑ ɫ vʲ i
talvi	t ɑ ɫ vʲ i
talvinisu	t ɑ ɫ vʲ i nʲ i s u
tammi	t ɑ mʲː i
tammin	t ɑ mʲː i n
tanttsia	t ɑ n t͡sː i ɑ̯
tanttsia	t ɑ n t͡sː i ɑ̯
tanttsu	t ɑ n t͡sː u
tapa	t ɑ p ɑ
