अ	ə
रक्खेंगे	ɾ ə k kʰ eː ŋ ɡ eː
रक्खेगा	ɾ ə k kʰ eː ɡ ɑː
रक्खेगी	ɾ ə k kʰ eː ɡ iː
रक्खो	ɾ ə k kʰ oː
रक्खोगी	ɾ ə k kʰ oː ɡ iː
रक्खोगे	ɾ ə k kʰ oː ɡ eː
रक्त	ɾ ə k t̪
रक्तचाप	ɾ ə k t̪ t͡ʃ ɑː p
रक्तपात	ɾ ə k t̪ p ɑː t̪
रक्तपिपासु	ɾ ə k t̪ p ɪ p ɑː s uː
रक्तसंचार	ɾ ə k t̪ s ə n t͡ʃ ɑː ɾ
रक्षक	ɾ ə k ʂ ə k
रक्षण	ɾ ə k ʂ ə ɳ
रक्षा	ɾ ə k ʂ ɑː
रक्षाबंधन	ɾ ə k ʂ ɑː b ə n d̪ʱ ə n
रक्षित	ɾ ə k ʂ ɪ t̪
रख	ɾ ə kʰ
रखकर	ɾ ə kʰ k ə ɾ
रखके	ɾ ə kʰ k eː
रखता	ɾ ə kʰ t̪ ɑː
रखती	ɾ ə kʰ t̪ iː
रखतीं	ɾ ə kʰ t̪ ĩː
रखते	ɾ ə kʰ t̪ eː
रखना	ɾ ə kʰ n ɑː
रखनी	ɾ ə kʰ n iː
रखनीं	ɾ ə kʰ n ĩː
रखने	ɾ ə kʰ n eː
रखनेवाला	ɾ ə kʰ n eː ʋ ɑː l ɑː
रखनेवाली	ɾ ə kʰ n eː ʋ ɑː l iː
रखनेवालीं	ɾ ə kʰ n eː ʋ ɑː l ĩː
रखनेवाले	ɾ ə kʰ n eː ʋ ɑː l eː
रखवा	ɾ ə kʰ ʋ ɑː
रखवाइये	ɾ ə kʰ ʋ ɑː ɪ j eː
रखवाइयेगा	ɾ ə kʰ ʋ ɑː ɪ j eː ɡ ɑː
रखवाइयो	ɾ ə kʰ ʋ ɑː ɪ j oː
रखवाऊँ	ɾ ə kʰ ʋ ɑː ũː
रखवाऊँगा	ɾ ə kʰ ʋ ɑː uː ŋ ɡ ɑː
रखवाऊँगी	ɾ ə kʰ ʋ ɑː uː ŋ ɡ iː
रखवाओ	ɾ ə kʰ ʋ ɑː oː
रखवाओगी	ɾ ə kʰ ʋ ɑː oː ɡ iː
रखवाओगे	ɾ ə kʰ ʋ ɑː oː ɡ eː
रखवाकर	ɾ ə kʰ ʋ ɑː k ə ɾ
रखवाके	ɾ ə kʰ ʋ ɑː k eː
रखवाता	ɾ ə kʰ ʋ ɑː t̪ ɑː
रखवाती	ɾ ə kʰ ʋ ɑː t̪ iː
रखवातीं	ɾ ə kʰ ʋ ɑː t̪ ĩː
रखवाते	ɾ ə kʰ ʋ ɑː t̪ eː
रखवाना	ɾ ə kʰ ʋ ɑː n ɑː
रखवानी	ɾ ə kʰ ʋ ɑː n iː
रखवानीं	ɾ ə kʰ ʋ ɑː n ĩː
रखवाने	ɾ ə kʰ ʋ ɑː n eː
रखवानेवाला	ɾ ə kʰ ʋ ɑː n eː ʋ ɑː l ɑː
रखवानेवाली	ɾ ə kʰ ʋ ɑː n eː ʋ ɑː l iː
रखवानेवालीं	ɾ ə kʰ ʋ ɑː n eː ʋ ɑː l ĩː
रखवानेवाले	ɾ ə kʰ ʋ ɑː n eː ʋ ɑː l eː
रखवाया	ɾ ə kʰ ʋ ɑː j ɑː
रखवायी	ɾ ə kʰ ʋ ɑː j iː
रखवायीं	ɾ ə kʰ ʋ ɑː j ĩː
रखवाये	ɾ ə kʰ ʋ ɑː j eː
रखवायें	ɾ ə kʰ ʋ ɑː j ẽː
रखवायेंगी	ɾ ə kʰ ʋ ɑː j eː ŋ ɡ iː
रखवायेंगे	ɾ ə kʰ ʋ ɑː j eː ŋ ɡ eː
रखवायेगा	ɾ ə kʰ ʋ ɑː j eː ɡ ɑː
रखवायेगी	ɾ ə kʰ ʋ ɑː j eː ɡ iː
रखवाल	ɾ ə kʰ ʋ ɑː l
रखवाला	ɾ ə kʰ ʋ ɑː l ɑː
रखवाले	ɾ ə kʰ ʋ ɑː l eː
रखवालो	ɾ ə kʰ ʋ ɑː l oː
रखवालों	ɾ ə kʰ ʋ ɑː l õː
रखा	ɾ ə kʰ ɑː
रखिए	ɾ ə kʰ ɪ eː
रखिएगा	ɾ ə kʰ ɪ eː ɡ ɑː
रखिये	ɾ ə kʰ ɪ j eː
रखियेगा	ɾ ə kʰ ɪ j eː ɡ ɑː
रखियो	ɾ ə kʰ ɪ j oː
रखी	ɾ ə kʰ iː
रखीं	ɾ ə kʰ ĩː
रखूँ	ɾ ə kʰ ũː
रखूँगा	ɾ ə kʰ uː ŋ ɡ ɑː
रखूँगी	ɾ ə kʰ uː ŋ ɡ iː
रखे	ɾ ə kʰ eː
रखें	ɾ ə kʰ ẽː
रखेंगी	ɾ ə kʰ eː ŋ ɡ iː
रखेंगे	ɾ ə kʰ eː ŋ ɡ eː
रखेगा	ɾ ə kʰ eː ɡ ɑː
रखेगी	ɾ ə kʰ eː ɡ iː
रखो	ɾ ə kʰ oː
रखोगी	ɾ ə kʰ oː ɡ iː
रखोगे	ɾ ə kʰ oː ɡ eː
रग	ɾ ə ɡ
रगड़	ɾ ə ɡ ə ɽ
रगड़न	ɾ ə ɡ ɽ ə n
रगड़ना	ɾ ə ɡ ə ɽ n ɑː
रचना	ɾ ə t͡ʃ n ɑː
रचनावली	ɾ ə t͡ʃ n ɑː ʋ ə l iː
रजनीगंधा	ɾ ə d͡ʒ n iː ɡ ə n d̪ʱ ɑː
रज़ाकार	ɾ ə d͡ʒ ɑː k ɑː ɾ
रज़ाकार	ɾ ə z ɑː k ɑː ɾ
रज़ामंद	ɾ ə d͡ʒ ɑː m ə n d̪
रज़ामंद	ɾ ə z ɑː m ə n d̪
रज़ामंदी	ɾ ə d͡ʒ ɑː m ə n d̪ iː
रज़ामंदी	ɾ ə z ɑː m ə n d̪ iː
रजिस्टर	ɾ ə d͡ʒ ɪ s ʈ ə ɾ
रजिस्ट्रीकृत	ɾ ə d͡ʒ ɪ s ʈ ɾ iː k ɾ ɪ t̪
रजोदर्शन	ɾ ə d͡ʒ oː d̪ ə ɾ ʃ ə n
रटना	ɾ ə ʈ n ɑː
रणछोड़	ɾ ə ɳ t͡ʃʰ oː ɽ
रणनीति	ɾ ə ɳ n iː t̪ iː
रणनीतिक	ɾ ə ɳ n iː t̪ ɪ k
रतन	ɾ ə t̪ ə n
रतालू	ɾ ə t̪ ɑː l uː
रति	ɾ ə t̪ iː
रतिचित्रण	ɾ ə t̪ ɪ t͡ʃ ɪ t̪ ɾ ə ɳ
रत्ती	ɾ ə t̪ t̪ iː
रत्न	ɾ ə t̪ nᵊ
रत्न	ɾ ə t̪ ə n
रथ	ɾ ə t̪ʰ
रद्द	ɾ ə d̪ d̪
रन	ɾ ə n
रनवास	ɾ ə n ʋ ɑː s
रफ़ू	ɾ ə f uː
रफ़ू	ɾ ə pʰ uː
रफ़ेज	ɾ ə f eː d͡ʒ
रफ़ेज	ɾ ə pʰ eː d͡ʒ
रब	ɾ ə b
रबड़	ɾ ə b ə ɽ
रबी	ɾ ə b iː
रम	ɾ ə m
रमज़ान	ɾ ə m d͡ʒ ɑː n
रमज़ान	ɾ ə m z ɑː n
रमजान	ɾ ə m d͡ʒ ɑː n
रमजान	ɾ ə m z ɑː n
रमणीय	ɾ ə m ɳ iː jᵊ
रमना	ɾ ə m n ɑː
रमी	ɾ ə m iː
रवा	ɾ ə ʋ ɑː
रवाँ	ɾ ə ʋ ɑ̃ː
रवांडा	ɾ ə ʋ ɑː ɳ ɖ ɑː
रवाना	ɾ ə ʋ ɑː n ɑː
रवानी	ɾ ə ʋ ɑː n iː
रवि	ɾ ə ʋ iː
रविवार	ɾ ə ʋ ɪ ʋ ɑː ɾ
रवींद्र	ɾ ə ʋ iː n d̪ ɾᵊ
रवैया	ɾ ə ʋ ə̯ i j ɑː
रशिया	ɾ ə ʃ ɪ j ɑː
रस	ɾ ə s
रसगुल्ला	ɾ ə s ɡ ʊ l l ɑː
रसद	ɾ ə s ə d̪
रसना	ɾ ə s n ɑː
रसभरी	ɾ ə s bʱ ə ɾ iː
रसायन	ɾ ə s ɑː j ə n
रसायनज्ञ	ɾ ə s ɑː j ə n ə ɡ jᵊ
रसायनविज्ञान	ɾ ə s ɑː j ə n ʋ ɪ ɡ j ɑː n
रसीद	ɾ ə s iː d̪
रसीला	ɾ ə s iː l ɑː
रसीली	ɾ ə s iː l iː
रसीले	ɾ ə s iː l eː
रसूल	ɾ ə s uː l
रसूलुल्लाह	ɾ ə s uː l ʊ l l ɑː ɦ
रसोइया	ɾ ə s oː ɪ j ɑː
रसोई	ɾ ə s oː iː
रसोईघर	ɾ ə s oː iː ɡʱ ə ɾ
रसोईया	ɾ ə s oː iː j ɑː
रस्ता	ɾ ə s t̪ ɑː
रस्ते	ɾ ə s t̪ eː
रस्तो	ɾ ə s t̪ oː
रस्तों	ɾ ə s t̪ õː
रस्म	ɾ ə s m
रस्म	ɾ ə s ə m
रस्में	ɾ ə s m ẽː
रस्मो	ɾ ə s m oː
रस्मों	ɾ ə s m õː
रस्सा	ɾ ə s s ɑː
रस्सी	ɾ ə s s iː
रह	ɾ ə ɦ
रहकर	ɾ ə ɦ k ə ɾ
रहके	ɾ ə ɦ k eː
रहता	ɾ ə ɦ t̪ ɑː
रहती	ɾ ə ɦ t̪ iː
रहतीं	ɾ ə ɦ t̪ ĩː
रहते	ɾ ə ɦ t̪ eː
रहना	ɾ ə ɦ n ɑː
रहनी	ɾ ə ɦ n iː
रहनीं	ɾ ə ɦ n ĩː
रहनुमा	ɾ ə ɦ n ʊ m ɑː
रहने	ɾ ə ɦ n eː
रहनेवाला	ɾ ə ɦ n eː ʋ ɑː l ɑː
रहनेवाली	ɾ ə ɦ n eː ʋ ɑː l iː
रहनेवालीं	ɾ ə ɦ n eː ʋ ɑː l ĩː
रहनेवाले	ɾ ə ɦ n eː ʋ ɑː l eː
रहम	ɾ ə ɦ ə m
रहमान	ɾ ə ɦ m ɑː n
रहस्य	ɾ ə ɦ ə s jᵊ
रहस्यमय	ɾ ə ɦ ə s j ə m ə j
रहा	ɾ ə ɦ ɑː
रहिये	ɾ ə ɦ ɪ j eː
रहियेगा	ɾ ə ɦ ɪ j eː ɡ ɑː
रहियो	ɾ ə ɦ ɪ j oː
रही	ɾ ə ɦ iː
रहीं	ɾ ə ɦ ĩː
रहीम	ɾ ə ɦ iː m
रहूँ	ɾ ə ɦ ũː
रहूँगा	ɾ ə ɦ uː ŋ ɡ ɑː
रहूँगी	ɾ ə ɦ uː ŋ ɡ iː
रहे	ɾ ə ɦ eː
रहें	ɾ ə ɦ ẽː
रहेंगी	ɾ ə ɦ eː ŋ ɡ iː
रहेंगे	ɾ ə ɦ eː ŋ ɡ eː
रहेगा	ɾ ə ɦ eː ɡ ɑː
रहेगी	ɾ ə ɦ eː ɡ iː
रहो	ɾ ə ɦ oː
रहोगी	ɾ ə ɦ oː ɡ iː
रहोगे	ɾ ə ɦ oː ɡ eː
राँची	ɾ ɑ̃ː t͡ʃ iː
राँझा	ɾ ɑː n d͡ʒʱ ɑː
राँधना	ɾ ɑː n d̪ʱ n ɑː
रांची	ɾ ɑː n t͡ʃ iː
राइफ़ल	ɾ ɑː ɪ f ə l
राइफ़ल	ɾ ɑː ɪ pʰ ə l
राइबोसोम	ɾ ɑː iː b oː s oː m
राइबोसोम	ɾ ɑː ɪ b oː s oː m
राइबोसोमों	ɾ ɑː ɪ b oː s oː m õː
राइबोसोम्स	ɾ ɑː ɪ b oː s oː m s
राई	ɾ ɑː iː
राईबोसोम	ɾ ɑː iː b oː s oː m
राईबोसोम	ɾ ɑː ɪ b oː s oː m
राईबोसोमों	ɾ ɑː iː b oː s oː m õː
राईबोसोम्स	ɾ ɑː iː b oː s oː m s
राकेट	ɾ ɑː k eː ʈ
राकेट	ɾ ɔ k ɪ ʈ
राक्षस	ɾ ɑː k ʂ ə s
राक्षसो	ɾ ɑː k ʂ ə s oː
राक्षसों	ɾ ɑː k ʂ ə s õː
राख	ɾ ɑː kʰ
राखस	ɾ ɑː kʰ ə s
राखी	ɾ ɑː kʰ iː
राग	ɾ ɑː ɡ
रागद्वेष	ɾ ɑː ɡ ə d̪ ʋ eː ʂ
रागमाला	ɾ ɑː ɡ m ɑː l ɑː
रागी	ɾ ɑː ɡ iː
राज	ɾ ɑː d͡ʒ
राजकुमार	ɾ ɑː d͡ʒ k ʊ m ɑː ɾ
राजकुमारी	ɾ ɑː d͡ʒ k ʊ m ɑː ɾ iː
राजकुल	ɾ ɑː d͡ʒ k ʊ l
राजकोट	ɾ ɑː d͡ʒ k oː ʈ
राजग	ɾ ɑː d͡ʒ ə ɡ
राजत्व	ɾ ɑː d͡ʒ ə t̪ ʋᵊ
राजद	ɾ ɑː d͡ʒ ə d̪
राजदूत	ɾ ɑː d͡ʒ d̪ uː t̪
राजद्रोह	ɾ ɑː d͡ʒ d̪ ɾ oː ɦ
राजद्रोह	ɾ ɑː d͡ʒ ə d̪ ɾ oː ɦ
राजधानियाँ	ɾ ɑː d͡ʒ d̪ʱ ɑː n ɪ j ɑ̃ː
राजधानियो	ɾ ɑː d͡ʒ d̪ʱ ɑː n ɪ j oː
राजधानियों	ɾ ɑː d͡ʒ d̪ʱ ɑː n ɪ j õː
राजधानी	ɾ ɑː d͡ʒ d̪ʱ ɑː n iː
राजनय	ɾ ɑː d͡ʒ n ə j
राजनयिक	ɾ ɑː d͡ʒ n ə j ɪ k
राजनीति	ɾ ɑː d͡ʒ n iː t̪ iː
राजनीतिक	ɾ ɑː d͡ʒ n iː t̪ ɪ k
राजनीतिज्ञ	ɾ ɑː d͡ʒ n iː t̪ ɪ ɡ jᵊ
राजनैतिक	ɾ ɑː d͡ʒ n ɛː t̪ ɪ k
राजपूत	ɾ ɑː d͡ʒ p uː t̪
राजभाषा	ɾ ɑː d͡ʒ bʱ ɑː ʂ ɑː
राजमहल	ɾ ɑː d͡ʒ m ə ɦ ə l
राजमा	ɾ ɑː d͡ʒ m ɑː
राजमार्ग	ɾ ɑː d͡ʒ m ɑː ɾ ɡ
राजवंश	ɾ ɑː d͡ʒ ʋ ə n ʃ
राजसभा	ɾ ɑː d͡ʒ s ə bʱ ɑː
राजस्थान	ɾ ɑː d͡ʒ ə s t̪ʰ ɑː n
राजस्थानी	ɾ ɑː d͡ʒ ə s t̪ʰ ɑː n iː
राजस्व	ɾ ɑː d͡ʒ ə s ʋᵊ
राजहंस	ɾ ɑː d͡ʒ ɦ ə n s
राज़	ɾ ɑː d͡ʒ
राज़	ɾ ɑː z
राज़ी	ɾ ɑː d͡ʒ iː
राज़ी	ɾ ɑː z iː
राज़ीनामा	ɾ ɑː d͡ʒ iː n ɑː m ɑː
राज़ीनामा	ɾ ɑː z iː n ɑː m ɑː
राजा	ɾ ɑː d͡ʒ ɑː
राजाओ	ɾ ɑː d͡ʒ ɑː oː
राजाओं	ɾ ɑː d͡ʒ ɑː õː
राजी	ɾ ɑː d͡ʒ iː
राजी	ɾ ɑː z iː
राजेश	ɾ ɑː d͡ʒ eː ʃ
राज्य	ɾ ɑː d͡ʒ jᵊ
राज्यपाल	ɾ ɑː d͡ʒ j ə p ɑː l
राज्यवार	ɾ ɑː d͡ʒ j ə ʋ ɑː ɾ
राज्यानुसार	ɾ ɑː d͡ʒ j ɑː n ʊ s ɑː ɾ
राज्यो	ɾ ɑː d͡ʒ j oː
राज्यों	ɾ ɑː d͡ʒ j õː
राझ	ɾ ɑː d͡ʒʱ
रात	ɾ ɑː t̪
रात्रि	ɾ ɑː t̪ ɾ iː
राधा	ɾ ɑː d̪ʱ ɑː
रान	ɾ ɑː n
रानियाँ	ɾ ɑː n ɪ j ɑ̃ː
रानियो	ɾ ɑː n ɪ j oː
रानियों	ɾ ɑː n ɪ j õː
रानी	ɾ ɑː n iː
राब्ता	ɾ ɑː b t̪ ɑː
राम	ɾ ɑː m
रामचंद्र	ɾ ɑː m t͡ʃ ə n d̪ ɾᵊ
रामबाण	ɾ ɑː m b ɑː ɳ
रामबोल	ɾ ɑː m b oː l
रामरज	ɾ ɑː m ɾ ə d͡ʒ
रामराज्य	ɾ ɑː m ɾ ɑː d͡ʒ jᵊ
रामलीला	ɾ ɑː m l iː l ɑː
रामल्लाह	ɾ ɑː m ə l l ɑː ɦ
रामायण	ɾ ɑː m ɑː j ə ɳ
रामायणी	ɾ ɑː m ɑː j ə ɳ iː
राय	ɾ ɑː j
रायता	ɾ ɑː j t̪ ɑː
रायें	ɾ ɑː j ẽː
रार	ɾ ɑː ɾ
रावत	ɾ ɑː ʋ ə t̪
रावलपिंडी	ɾ ɑː ʋ ə l p ɪ ɳ ɖ iː
राशन	ɾ ɑː ʃ ə n
राशि	ɾ ɑː ʃ iː
राशिफल	ɾ ɑː ʃ ɪ pʰ ə l
राशियाँ	ɾ ɑː ʃ ɪ j ɑ̃ː
राशियो	ɾ ɑː ʃ ɪ j oː
राशियों	ɾ ɑː ʃ ɪ j õː
राष्ट्र	ɾ ɑː ʂ ʈ ɾᵊ
राष्ट्रगान	ɾ ɑː ʂ ʈ ɾ ə ɡ ɑː n
राष्ट्रपति	ɾ ɑː ʂ ʈ ɾ ə p t̪ iː
राष्ट्रपिता	ɾ ɑː ʂ ʈ ɾ ə p ɪ t̪ ɑː
राष्ट्रप्रमुख	ɾ ɑː ʂ ʈ ɾ ə p ɾ ə m ʊ kʰ
राष्ट्रभाषा	ɾ ɑː ʂ ʈ ɾ ə bʱ ɑː ʂ ɑː
राष्ट्रवाद	ɾ ɑː ʂ ʈ ɾ ə ʋ ɑː d̪
राष्ट्रवादियो	ɾ ɑː ʂ ʈ ɾ ə ʋ ɑː d̪ ɪ j oː
राष्ट्रवादियों	ɾ ɑː ʂ ʈ ɾ ə ʋ ɑː d̪ ɪ j õː
राष्ट्रवादी	ɾ ɑː ʂ ʈ ɾ ə ʋ ɑː d̪ iː
राष्ट्रीय	ɾ ɑː ʂ ʈ ɾ iː jᵊ
राष्ट्रीयकरण	ɾ ɑː ʂ ʈ ɾ iː j ə k ɾ ə ɳ
रास	ɾ ɑː s
रासो	ɾ ɑː s oː
रास्ता	ɾ ɑː s t̪ ɑː
रास्ते	ɾ ɑː s t̪ eː
रास्तो	ɾ ɑː s t̪ oː
रास्तों	ɾ ɑː s t̪ õː
राह	ɾ ɑː ɦ
राहगीर	ɾ ɑː ɦ ɡ iː ɾ
राहत	ɾ ɑː ɦ ə t̪
राही	ɾ ɑː ɦ iː
राहुल	ɾ ɑː ɦ ʊ l
राहें	ɾ ɑː ɦ ẽː
राहो	ɾ ɑː ɦ oː
राहों	ɾ ɑː ɦ õː
रिंच	ɾ ɪ n t͡ʃ
रिकॉर्ड	ɾ ɪ k ɔ ɾ ɖ
रिक्त	ɾ ɪ k t̪
रिक्तिका	ɾ ɪ k t̪ ɪ k ɑː
रिक्शा	ɾ ɪ k ʃ ɑː
रिक्शावाला	ɾ ɪ k ʃ ɑː ʋ ɑː l ɑː
रिक्षा	ɾ ɪ k ʂ ɑː
रिज़ल्ट	ɾ ɪ d͡ʒ ə l ʈ
रिज़ल्ट	ɾ ɪ z ə l ʈ
रिझाना	ɾ ɪ d͡ʒʱ ɑː n ɑː
रितु	ɾ ɪ t̪ uː
रिपोर्ट	ɾ ɪ p oː ɾ ʈ
रिपोर्टर	ɾ ɪ p oː ɾ ʈ ə ɾ
रिमझिम	ɾ ɪ m d͡ʒʱ ɪ m
रियाज़	ɾ ɪ j ɑː d͡ʒ
रियाज़	ɾ ɪ j ɑː z
रियाद	ɾ ɪ j ɑː d̪
रियायत	ɾ ɪ j ɑː j ə t̪
रियासत	ɾ ɪ j ɑː s ə t̪
रिवाज	ɾ ɪ ʋ ɑː d͡ʒ
रिवाज़	ɾ ɪ ʋ ɑː d͡ʒ
रिवाज़	ɾ ɪ ʋ ɑː z
रिश्ता	ɾ ɪ ʃ t̪ ɑː
रिश्तेदार	ɾ ɪ ʃ t̪ eː d̪ ɑː ɾ
रिश्तेदारो	ɾ ɪ ʃ t̪ eː d̪ ɑː ɾ oː
रिश्तेदारों	ɾ ɪ ʃ t̪ eː d̪ ɑː ɾ õː
रिश्वतख़ोर	ɾ ɪ ʃ ʋ ə t̪ kʰ oː ɾ
रिश्वतख़ोर	ɾ ɪ ʃ ʋ ə t̪ x oː ɾ
रिश्वतख़ोरी	ɾ ɪ ʃ ʋ ə t̪ kʰ oː ɾ iː
रिश्वतख़ोरी	ɾ ɪ ʃ ʋ ə t̪ x oː ɾ iː
रिश्वतख़ोरो	ɾ ɪ ʃ ʋ ə t̪ kʰ oː ɾ oː
रिश्वतख़ोरो	ɾ ɪ ʃ ʋ ə t̪ x oː ɾ oː
रिश्वतख़ोरों	ɾ ɪ ʃ ʋ ə t̪ kʰ oː ɾ õː
रिश्वतख़ोरों	ɾ ɪ ʃ ʋ ə t̪ x oː ɾ õː
रिसाला	ɾ ɪ s ɑː l ɑː
रिहा	ɾ ɪ ɦ ɑː
रिहाई	ɾ ɪ ɦ ɑː iː
रीछ	ɾ iː t͡ʃʰ
रीझना	ɾ iː d͡ʒʱ n ɑː
रीट्वीट	ɾ iː ʈ ʋ iː ʈ
रीढ़	ɾ iː ɽʱ
रीत	ɾ iː t̪
रीता	ɾ iː t̪ ɑː
रीति	ɾ iː t̪ iː
रुँधना	ɾ ʊ n d̪ʱ n ɑː
रुक	ɾ ʊ k
रुककर	ɾ ʊ k k ə ɾ
रुकके	ɾ ʊ k k eː
रुकता	ɾ ʊ k t̪ ɑː
रुकती	ɾ ʊ k t̪ iː
रुकतीं	ɾ ʊ k t̪ ĩː
रुकते	ɾ ʊ k t̪ eː
रुकना	ɾ ʊ k n ɑː
रुकनी	ɾ ʊ k n iː
रुकनीं	ɾ ʊ k n ĩː
रुकने	ɾ ʊ k n eː
रुकनेवाला	ɾ ʊ k n eː ʋ ɑː l ɑː
रुकनेवाली	ɾ ʊ k n eː ʋ ɑː l iː
रुकनेवालीं	ɾ ʊ k n eː ʋ ɑː l ĩː
रुकनेवाले	ɾ ʊ k n eː ʋ ɑː l eː
रुका	ɾ ʊ k ɑː
रुकावट	ɾ ʊ k ɑː ʋ ə ʈ
रुकावटें	ɾ ʊ k ɑː ʋ ə ʈ ẽː
रुकावटो	ɾ ʊ k ɑː ʋ ə ʈ oː
रुकावटों	ɾ ʊ k ɑː ʋ ə ʈ õː
रुकिये	ɾ ʊ k ɪ j eː
रुकियेगा	ɾ ʊ k ɪ j eː ɡ ɑː
रुकियो	ɾ ʊ k ɪ j oː
रुकी	ɾ ʊ k iː
रुकीं	ɾ ʊ k ĩː
रुकूँ	ɾ ʊ k ũː
रुकूँगा	ɾ ʊ k uː ŋ ɡ ɑː
रुकूँगी	ɾ ʊ k uː ŋ ɡ iː
रुके	ɾ ʊ k eː
रुकें	ɾ ʊ k ẽː
रुकेंगी	ɾ ʊ k eː ŋ ɡ iː
रुकेंगे	ɾ ʊ k eː ŋ ɡ eː
रुकेगा	ɾ ʊ k eː ɡ ɑː
रुकेगी	ɾ ʊ k eː ɡ iː
रुको	ɾ ʊ k oː
रुकोगी	ɾ ʊ k oː ɡ iː
रुकोगे	ɾ ʊ k oː ɡ eː
रुख़	ɾ ʊ kʰ
रुख़	ɾ ʊ x
रुख़सत	ɾ ʊ kʰ s ə t̪
रुख़सत	ɾ ʊ x s ə t̪
रुख़सार	ɾ ʊ kʰ s ɑː ɾ
रुख़सार	ɾ ʊ x s ɑː ɾ
रुग्ण	ɾ ʊ ɡ ɳᵊ
रुग्णालय	ɾ ʊ ɡ ɳ ɑː l ə j
रुचि	ɾ ʊ t͡ʃ iː
रुचिरा	ɾ ʊ t͡ʃ ɪ ɾ ɑː
रुझान	ɾ ʊ d͡ʒʱ ɑː n
रुत	ɾ ʊ t̪
रुद्धोष्म	ɾ ʊ d̪ d̪ʱ oː ʂ mᵊ
रुद्रवीणा	ɾ ʊ d̪ ɾ ə ʋ iː ɳ ɑː
रुद्राक्ष	ɾ ʊ d̪ ɾ ɑː k ʂ
रुपया	ɾ ʊ p j ɑː
रुपया	ɾ ʊ p ə j ɑː
रुलाना	ɾ ʊ l ɑː n ɑː
रुसवा	ɾ ʊ s ʋ ɑː
रूँधना	ɾ uː n d̪ʱ n ɑː
रूई	ɾ uː iː
रूठना	ɾ uː ʈʰ n ɑː
रूठा	ɾ uː ʈʰ ɑː
रूढ़ि	ɾ uː ɽʱ iː
रूढ़िवाद	ɾ uː ɽʱ ɪ ʋ ɑː d̪
रूद	ɾ uː d̪
रूप	ɾ uː p
रूपरेखा	ɾ uː p ɾ eː kʰ ɑː
रूपांतरण	ɾ uː p ɑː n t̪ ɾ ə ɳ
रूपो	ɾ uː p oː
रूपों	ɾ uː p õː
रूबरू	ɾ uː bᵊ ɾ uː
रूबल	ɾ uː b ə l
रूमाल	ɾ uː m ɑː l
रूमी	ɾ uː m iː
रूस	ɾ uː s
रूसी	ɾ uː s iː
रूह	ɾ uː ɦ
रूहानियत	ɾ uː ɦ ɑː n ɪ j ə t̪
रूहानी	ɾ uː ɦ ɑː n iː
रे	ɾ eː
रेंगना	ɾ eː ŋ ɡ n ɑː
रेख़ता	ɾ eː kʰ t̪ ɑː
रेख़ता	ɾ eː x t̪ ɑː
रेख़ती	ɾ eː kʰ t̪ iː
रेख़ती	ɾ eː x t̪ iː
रेख़्ता	ɾ eː kʰ t̪ ɑː
रेख़्ता	ɾ eː x t̪ ɑː
रेखा	ɾ eː kʰ ɑː
रेखाखंड	ɾ eː kʰ ɑː kʰ ə ɳ ɖ
रेखागणित	ɾ eː kʰ ɑː ɡ ə ɳ ɪ t̪
रेज़गारी	ɾ eː d͡ʒ ɡ ɑː ɾ iː
रेज़गारी	ɾ eː z ɡ ɑː ɾ iː
रेट	ɾ eː ʈ
रेडियो	ɾ eː ɖ ɪ j oː
रेडियोधर्मी	ɾ eː ɖ ɪ j oː d̪ʱ ə ɾ m iː
रेडॉन	ɾ eː ɖ ɔ n
रेत	ɾ eː t̪
रेतना	ɾ eː t̪ n ɑː
रेती	ɾ eː t̪ iː
रेफ	ɾ eː pʰ
रेल	ɾ eː l
रेलगाड़ी	ɾ eː l ɡ ɑː ɽ iː
रेलवे	ɾ eː l ʋ eː
रेस्तराँ	ɾ eː s t̪ ə ɾ ɑ̃ː
रेस्तराँ	ɾ eː s t̪ ɾ ɑ̃ː
रैखिक	ɾ ɛː kʰ ɪ k
रैन	ɾ ɛː n
रैनपति	ɾ ɛː n p ə t̪ iː
रैनबसेरा	ɾ ɛː n b ə s eː ɾ ɑː
रैनमसि	ɾ ɛː n m ə s iː
रैनि	ɾ ɛː n iː
रैनी	ɾ ɛː n iː
रैब	ɾ ɛː b
रैयत	ɾ ə̯ i j ə t̪
रॉकेट	ɾ ɔ k eː ʈ
रोंगटा	ɾ oː ŋ ɡ ʈ ɑː
रोक	ɾ oː k
रोककर	ɾ oː k k ə ɾ
रोकके	ɾ oː k k eː
रोकड़िया	ɾ oː k ɽ ɪ j ɑː
रोकता	ɾ oː k t̪ ɑː
रोकती	ɾ oː k t̪ iː
रोकतीं	ɾ oː k t̪ ĩː
रोकते	ɾ oː k t̪ eː
रोकथाम	ɾ oː k t̪ʰ ɑː m
रोकना	ɾ oː k n ɑː
रोकनी	ɾ oː k n iː
रोकनीं	ɾ oː k n ĩː
रोकने	ɾ oː k n eː
रोकनेवाला	ɾ oː k n eː ʋ ɑː l ɑː
रोकनेवाली	ɾ oː k n eː ʋ ɑː l iː
रोकनेवालीं	ɾ oː k n eː ʋ ɑː l ĩː
रोकनेवाले	ɾ oː k n eː ʋ ɑː l eː
रोका	ɾ oː k ɑː
रोकिये	ɾ oː k ɪ j eː
रोकियेगा	ɾ oː k ɪ j eː ɡ ɑː
