A	a
zekuskinagu	s̻ e k u s̺ k i n a ɣ̞ u
zekuskinagu	s̻ e k u s̺ k i ɲ a ɣ̞ u
zekuskinagu	s̻ e k u s̺ k i ɲ a ɣ̞ u
zekuskinagu	s̺ e k u s̺ k i ɲ a ɣ̞ u
zekuskinan	s̻ e k u s̺ k i n ã n
zekuskinan	s̻ e k u s̺ k i ɲ ã n
zekuskinan	s̻ e k u s̺ k i ɲ ã n
zekuskinan	s̺ e k u s̺ k i ɲ ã n
zekuskinat	s̻ e k u s̺ k i n a t̪
zekuskinat	s̻ e k u s̺ k i ɲ a t̪
zekuskinat	s̻ e k u s̺ k i ɲ a t̪
zekuskinat	s̺ e k u s̺ k i ɲ a t̪
zekuskitean	s̻ e k u s̺ k i t̪ e ã n
zekuskitean	s̻ e k u s̺ k i t̪ e ã n
zekuskitean	s̺ e k u s̺ k i t̪ e ã n
zekuskiten	s̻ e k u s̺ k i t̪ ẽ n
zekuskiten	s̻ e k u s̺ k i t̪ ẽ n
zekuskiten	s̺ e k u s̺ k i t̪ ẽ n
zekuskitenan	s̻ e k u s̺ k i t̪ e n ã n
zekuskitenan	s̻ e k u s̺ k i t̪ e n ã n
zekuskitenan	s̺ e k u s̺ k i t̪ e n ã n
zelai	s̻ e l a i̯
zelai	s̻ e l a i̯
zelai	s̺ e l a i̯
zemendi	s̻ e m ẽ n̪ d̪ i
zemendi	s̻ e m ẽ n̪ d̪ i
zemendi	s̺ e m ẽ n̪ d̪ i
zen	s̻ ẽ n
zen	s̻ ẽ n
zen	s̺ ẽ n
zenbaki	s̻ ẽ m b a k i
zenbaki	s̻ ẽ m b a k i
zenbaki	s̺ ẽ m b a k i
zenbat	s̻ ẽ m b a t̪
zenbat	s̻ ẽ m b a t̪
zenbat	s̺ ẽ m b a t̪
zenbiltzan	s̻ ẽ m b i l t͡s̻ ã n
zenbiltzan	s̻ ẽ m b i l t͡s̻ ã n
zenbiltzan	s̺ ẽ m b i l t͡s̻ ã n
zenbiltzaten	s̻ ẽ m b i l t͡s̻ a t̪ ẽ n
zenbiltzaten	s̻ ẽ m b i l t͡s̻ a t̪ ẽ n
zenbiltzaten	s̺ ẽ m b i l t͡s̻ a t̪ ẽ n
zenbilzke	s̻ ẽ m b i l s̻ k e
zenbilzke	s̻ ẽ m b i l s̻ k e
zenbilzke	s̺ ẽ m b i l s̺ k e
zenbilzkeen	s̻ ẽ m b i l s̻ k e ẽ n
zenbilzkeen	s̻ ẽ m b i l s̻ k e ẽ n
zenbilzkeen	s̺ ẽ m b i l s̺ k e ẽ n
zenbilzkete	s̻ ẽ m b i l s̻ k e t̪ e
zenbilzkete	s̻ ẽ m b i l s̻ k e t̪ e
zenbilzkete	s̺ ẽ m b i l s̺ k e t̪ e
zenbilzketen	s̻ ẽ m b i l s̻ k e t̪ ẽ n
zenbilzketen	s̻ ẽ m b i l s̻ k e t̪ ẽ n
zenbilzketen	s̺ ẽ m b i l s̺ k e t̪ ẽ n
zenbilzkidake	s̻ ẽ m b i l s̻ k i ð̞ a k e
zenbilzkidake	s̻ ẽ m b i l s̻ k i ð̞ a k e
zenbilzkidake	s̺ ẽ m b i l s̺ k i ð̞ a k e
zenbilzkidakeen	s̻ ẽ m b i l s̻ k i ð̞ a k e ẽ n
zenbilzkidakeen	s̻ ẽ m b i l s̻ k i ð̞ a k e ẽ n
zenbilzkidakeen	s̺ ẽ m b i l s̺ k i ð̞ a k e ẽ n
zenbilzkidakete	s̻ ẽ m b i l s̻ k i ð̞ a k e t̪ e
zenbilzkidakete	s̻ ẽ m b i l s̻ k i ð̞ a k e t̪ e
zenbilzkidakete	s̺ ẽ m b i l s̺ k i ð̞ a k e t̪ e
zenbilzkidaketen	s̻ ẽ m b i l s̻ k i ð̞ a k e t̪ ẽ n
zenbilzkidaketen	s̻ ẽ m b i l s̻ k i ð̞ a k e t̪ ẽ n
zenbilzkidaketen	s̺ ẽ m b i l s̺ k i ð̞ a k e t̪ ẽ n
zenbilzkidan	s̻ ẽ m b i l s̻ k i ð̞ ã n
zenbilzkidan	s̻ ẽ m b i l s̻ k i ð̞ ã n
zenbilzkidan	s̺ ẽ m b i l s̺ k i ð̞ ã n
zenbilzkidaten	s̻ ẽ m b i l s̻ k i ð̞ a t̪ ẽ n
zenbilzkidaten	s̻ ẽ m b i l s̻ k i ð̞ a t̪ ẽ n
zenbilzkidaten	s̺ ẽ m b i l s̺ k i ð̞ a t̪ ẽ n
zenbilzkieke	s̻ ẽ m b i l s̻ k i e k e
zenbilzkieke	s̻ ẽ m b i l s̻ k i e k e
zenbilzkieke	s̺ ẽ m b i l s̺ k i e k e
zenbilzkiekeen	s̻ ẽ m b i l s̻ k i e k e ẽ n
zenbilzkiekeen	s̻ ẽ m b i l s̻ k i e k e ẽ n
zenbilzkiekeen	s̺ ẽ m b i l s̺ k i e k e ẽ n
zenbilzkiekete	s̻ ẽ m b i l s̻ k i e k e t̪ e
zenbilzkiekete	s̻ ẽ m b i l s̻ k i e k e t̪ e
zenbilzkiekete	s̺ ẽ m b i l s̺ k i e k e t̪ e
zenbilzkieketen	s̻ ẽ m b i l s̻ k i e k e t̪ ẽ n
zenbilzkieketen	s̻ ẽ m b i l s̻ k i e k e t̪ ẽ n
zenbilzkieketen	s̺ ẽ m b i l s̺ k i e k e t̪ ẽ n
zenbilzkien	s̻ ẽ m b i l s̻ k i ẽ n
zenbilzkien	s̻ ẽ m b i l s̻ k i ẽ n
zenbilzkien	s̺ ẽ m b i l s̺ k i ẽ n
zenbilzkieten	s̻ ẽ m b i l s̻ k i e t̪ ẽ n
zenbilzkieten	s̻ ẽ m b i l s̻ k i e t̪ ẽ n
zenbilzkieten	s̺ ẽ m b i l s̺ k i e t̪ ẽ n
zenbilzkiguke	s̻ ẽ m b i l s̻ k i ɣ̞ u k e
zenbilzkiguke	s̻ ẽ m b i l s̻ k i ɣ̞ u k e
zenbilzkiguke	s̺ ẽ m b i l s̺ k i ɣ̞ u k e
zenbilzkigukeen	s̻ ẽ m b i l s̻ k i ɣ̞ u k e ẽ n
zenbilzkigukeen	s̻ ẽ m b i l s̻ k i ɣ̞ u k e ẽ n
zenbilzkigukeen	s̺ ẽ m b i l s̺ k i ɣ̞ u k e ẽ n
zenbilzkigukete	s̻ ẽ m b i l s̻ k i ɣ̞ u k e t̪ e
zenbilzkigukete	s̻ ẽ m b i l s̻ k i ɣ̞ u k e t̪ e
zenbilzkigukete	s̺ ẽ m b i l s̺ k i ɣ̞ u k e t̪ e
zenbilzkiguketen	s̻ ẽ m b i l s̻ k i ɣ̞ u k e t̪ ẽ n
zenbilzkiguketen	s̻ ẽ m b i l s̻ k i ɣ̞ u k e t̪ ẽ n
zenbilzkiguketen	s̺ ẽ m b i l s̺ k i ɣ̞ u k e t̪ ẽ n
zenbilzkigun	s̻ ẽ m b i l s̻ k i ɣ̞ ũ n
zenbilzkigun	s̻ ẽ m b i l s̻ k i ɣ̞ ũ n
zenbilzkigun	s̺ ẽ m b i l s̺ k i ɣ̞ ũ n
zenbilzkiguten	s̻ ẽ m b i l s̻ k i ɣ̞ u t̪ ẽ n
zenbilzkiguten	s̻ ẽ m b i l s̻ k i ɣ̞ u t̪ ẽ n
zenbilzkiguten	s̺ ẽ m b i l s̺ k i ɣ̞ u t̪ ẽ n
zenbilzkioke	s̻ ẽ m b i l s̻ k i o k e
zenbilzkioke	s̻ ẽ m b i l s̻ k i o k e
zenbilzkioke	s̺ ẽ m b i l s̺ k i o k e
zenbilzkiokeen	s̻ ẽ m b i l s̻ k i o k e ẽ n
zenbilzkiokeen	s̻ ẽ m b i l s̻ k i o k e ẽ n
zenbilzkiokeen	s̺ ẽ m b i l s̺ k i o k e ẽ n
zenbilzkiokete	s̻ ẽ m b i l s̻ k i o k e t̪ e
zenbilzkiokete	s̻ ẽ m b i l s̻ k i o k e t̪ e
zenbilzkiokete	s̺ ẽ m b i l s̺ k i o k e t̪ e
zenbilzkioketen	s̻ ẽ m b i l s̻ k i o k e t̪ ẽ n
zenbilzkioketen	s̻ ẽ m b i l s̻ k i o k e t̪ ẽ n
zenbilzkioketen	s̺ ẽ m b i l s̺ k i o k e t̪ ẽ n
zenbilzkion	s̻ ẽ m b i l s̻ k i õ n
zenbilzkion	s̻ ẽ m b i l s̻ k i õ n
zenbilzkion	s̺ ẽ m b i l s̺ k i õ n
zenbilzkioten	s̻ ẽ m b i l s̻ k i o t̪ ẽ n
zenbilzkioten	s̻ ẽ m b i l s̻ k i o t̪ ẽ n
zenbilzkioten	s̺ ẽ m b i l s̺ k i o t̪ ẽ n
zenegidan	s̻ e n e ɣ̞ i ð̞ ã n
zenegidan	s̻ e n e ɣ̞ i ð̞ ã n
zenegidan	s̺ e n e ɣ̞ i ð̞ ã n
zenegidaten	s̻ e n e ɣ̞ i ð̞ a t̪ ẽ n
zenegidaten	s̻ e n e ɣ̞ i ð̞ a t̪ ẽ n
zenegidaten	s̺ e n e ɣ̞ i ð̞ a t̪ ẽ n
zenegien	s̻ e n e ɣ̞ i ẽ n
zenegien	s̻ e n e ɣ̞ i ẽ n
zenegien	s̺ e n e ɣ̞ i ẽ n
zenegieten	s̻ e n e ɣ̞ i e t̪ ẽ n
zenegieten	s̻ e n e ɣ̞ i e t̪ ẽ n
zenegieten	s̺ e n e ɣ̞ i e t̪ ẽ n
zenegigun	s̻ e n e ɣ̞ i ɣ̞ ũ n
zenegigun	s̻ e n e ɣ̞ i ɣ̞ ũ n
zenegigun	s̺ e n e ɣ̞ i ɣ̞ ũ n
zenegiguten	s̻ e n e ɣ̞ i ɣ̞ u t̪ ẽ n
zenegiguten	s̻ e n e ɣ̞ i ɣ̞ u t̪ ẽ n
zenegiguten	s̺ e n e ɣ̞ i ɣ̞ u t̪ ẽ n
zenegike	s̻ e n e ɣ̞ i k e
zenegike	s̻ e n e ɣ̞ i k e
zenegike	s̺ e n e ɣ̞ i k e
zenegikete	s̻ e n e ɣ̞ i k e t̪ e
zenegikete	s̻ e n e ɣ̞ i k e t̪ e
zenegikete	s̺ e n e ɣ̞ i k e t̪ e
zenegion	s̻ e n e ɣ̞ i õ n
zenegion	s̻ e n e ɣ̞ i õ n
zenegion	s̺ e n e ɣ̞ i õ n
zenegioten	s̻ e n e ɣ̞ i o t̪ ẽ n
zenegioten	s̻ e n e ɣ̞ i o t̪ ẽ n
zenegioten	s̺ e n e ɣ̞ i o t̪ ẽ n
zenegiten	s̻ e n e ɣ̞ i t̪ ẽ n
zenegiten	s̻ e n e ɣ̞ i t̪ ẽ n
zenegiten	s̺ e n e ɣ̞ i t̪ ẽ n
zenegitzake	s̻ e n e ɣ̞ i t͡s̻ a k e
zenegitzake	s̻ e n e ɣ̞ i t͡s̻ a k e
zenegitzake	s̺ e n e ɣ̞ i t͡s̻ a k e
zenegitzakete	s̻ e n e ɣ̞ i t͡s̻ a k e t̪ e
zenegitzakete	s̻ e n e ɣ̞ i t͡s̻ a k e t̪ e
zenegitzakete	s̺ e n e ɣ̞ i t͡s̻ a k e t̪ e
zenegitzan	s̻ e n e ɣ̞ i t͡s̻ ã n
zenegitzan	s̻ e n e ɣ̞ i t͡s̻ ã n
zenegitzan	s̺ e n e ɣ̞ i t͡s̻ ã n
zenegitzaten	s̻ e n e ɣ̞ i t͡s̻ a t̪ ẽ n
zenegitzaten	s̻ e n e ɣ̞ i t͡s̻ a t̪ ẽ n
zenegitzaten	s̺ e n e ɣ̞ i t͡s̻ a t̪ ẽ n
zenegizkidan	s̻ e n e ɣ̞ i s̻ k i ð̞ ã n
zenegizkidan	s̻ e n e ɣ̞ i s̻ k i ð̞ ã n
zenegizkidan	s̺ e n e ɣ̞ i s̺ k i ð̞ ã n
zenegizkidaten	s̻ e n e ɣ̞ i s̻ k i ð̞ a t̪ ẽ n
zenegizkidaten	s̻ e n e ɣ̞ i s̻ k i ð̞ a t̪ ẽ n
zenegizkidaten	s̺ e n e ɣ̞ i s̺ k i ð̞ a t̪ ẽ n
zenegizkien	s̻ e n e ɣ̞ i s̻ k i ẽ n
zenegizkien	s̻ e n e ɣ̞ i s̻ k i ẽ n
zenegizkien	s̺ e n e ɣ̞ i s̺ k i ẽ n
zenegizkieten	s̻ e n e ɣ̞ i s̻ k i e t̪ ẽ n
zenegizkieten	s̻ e n e ɣ̞ i s̻ k i e t̪ ẽ n
zenegizkieten	s̺ e n e ɣ̞ i s̺ k i e t̪ ẽ n
zenegizkigun	s̻ e n e ɣ̞ i s̻ k i ɣ̞ ũ n
zenegizkigun	s̻ e n e ɣ̞ i s̻ k i ɣ̞ ũ n
zenegizkigun	s̺ e n e ɣ̞ i s̺ k i ɣ̞ ũ n
zenegizkiguten	s̻ e n e ɣ̞ i s̻ k i ɣ̞ u t̪ ẽ n
zenegizkiguten	s̻ e n e ɣ̞ i s̻ k i ɣ̞ u t̪ ẽ n
zenegizkiguten	s̺ e n e ɣ̞ i s̺ k i ɣ̞ u t̪ ẽ n
zenegizkion	s̻ e n e ɣ̞ i s̻ k i õ n
zenegizkion	s̻ e n e ɣ̞ i s̻ k i õ n
zenegizkion	s̺ e n e ɣ̞ i s̺ k i õ n
zenegizkioten	s̻ e n e ɣ̞ i s̻ k i o t̪ ẽ n
zenegizkioten	s̻ e n e ɣ̞ i s̻ k i o t̪ ẽ n
zenegizkioten	s̺ e n e ɣ̞ i s̺ k i o t̪ ẽ n
zenekarkidan	s̻ e n e k a r k i ð̞ ã n
zenekarkidan	s̻ e n e k a r k i ð̞ ã n
zenekarkidan	s̺ e n e k a r k i ð̞ ã n
zenekarkidaten	s̻ e n e k a r k i ð̞ a t̪ ẽ n
zenekarkidaten	s̻ e n e k a r k i ð̞ a t̪ ẽ n
zenekarkidaten	s̺ e n e k a r k i ð̞ a t̪ ẽ n
zenekarkien	s̻ e n e k a r k i ẽ n
zenekarkien	s̻ e n e k a r k i ẽ n
zenekarkien	s̺ e n e k a r k i ẽ n
zenekarkieten	s̻ e n e k a r k i e t̪ ẽ n
zenekarkieten	s̻ e n e k a r k i e t̪ ẽ n
zenekarkieten	s̺ e n e k a r k i e t̪ ẽ n
zenekarkigun	s̻ e n e k a r k i ɣ̞ ũ n
zenekarkigun	s̻ e n e k a r k i ɣ̞ ũ n
zenekarkigun	s̺ e n e k a r k i ɣ̞ ũ n
zenekarkiguten	s̻ e n e k a r k i ɣ̞ u t̪ ẽ n
zenekarkiguten	s̻ e n e k a r k i ɣ̞ u t̪ ẽ n
zenekarkiguten	s̺ e n e k a r k i ɣ̞ u t̪ ẽ n
zenekarkion	s̻ e n e k a r k i õ n
zenekarkion	s̻ e n e k a r k i õ n
zenekarkion	s̺ e n e k a r k i õ n
zenekarkioten	s̻ e n e k a r k i o t̪ ẽ n
zenekarkioten	s̻ e n e k a r k i o t̪ ẽ n
zenekarkioten	s̺ e n e k a r k i o t̪ ẽ n
zenekarren	s̻ e n e k a r ẽ n
zenekarren	s̻ e n e k a r ẽ n
zenekarren	s̺ e n e k a r ẽ n
zenekarten	s̻ e n e k a r t̪ ẽ n
zenekarten	s̻ e n e k a r t̪ ẽ n
zenekarten	s̺ e n e k a r t̪ ẽ n
zenekartzan	s̻ e n e k a r t͡s̻ ã n
zenekartzan	s̻ e n e k a r t͡s̻ ã n
zenekartzan	s̺ e n e k a r t͡s̻ ã n
zenekartzaten	s̻ e n e k a r t͡s̻ a t̪ ẽ n
zenekartzaten	s̻ e n e k a r t͡s̻ a t̪ ẽ n
zenekartzaten	s̺ e n e k a r t͡s̻ a t̪ ẽ n
zenekarzkidan	s̻ e n e k a r s̻ k i ð̞ ã n
zenekarzkidan	s̻ e n e k a r s̻ k i ð̞ ã n
zenekarzkidan	s̺ e n e k a r s̺ k i ð̞ ã n
zenekarzkidaten	s̻ e n e k a r s̻ k i ð̞ a t̪ ẽ n
zenekarzkidaten	s̻ e n e k a r s̻ k i ð̞ a t̪ ẽ n
zenekarzkidaten	s̺ e n e k a r s̺ k i ð̞ a t̪ ẽ n
zenekarzkien	s̻ e n e k a r s̻ k i ẽ n
zenekarzkien	s̻ e n e k a r s̻ k i ẽ n
zenekarzkien	s̺ e n e k a r s̺ k i ẽ n
zenekarzkieten	s̻ e n e k a r s̻ k i e t̪ ẽ n
zenekarzkieten	s̻ e n e k a r s̻ k i e t̪ ẽ n
zenekarzkieten	s̺ e n e k a r s̺ k i e t̪ ẽ n
zenekarzkigun	s̻ e n e k a r s̻ k i ɣ̞ ũ n
zenekarzkigun	s̻ e n e k a r s̻ k i ɣ̞ ũ n
zenekarzkigun	s̺ e n e k a r s̺ k i ɣ̞ ũ n
zenekarzkiguten	s̻ e n e k a r s̻ k i ɣ̞ u t̪ ẽ n
zenekarzkiguten	s̻ e n e k a r s̻ k i ɣ̞ u t̪ ẽ n
zenekarzkiguten	s̺ e n e k a r s̺ k i ɣ̞ u t̪ ẽ n
zenekarzkion	s̻ e n e k a r s̻ k i õ n
zenekarzkion	s̻ e n e k a r s̻ k i õ n
zenekarzkion	s̺ e n e k a r s̺ k i õ n
zenekarzkioten	s̻ e n e k a r s̻ k i o t̪ ẽ n
zenekarzkioten	s̻ e n e k a r s̻ k i o t̪ ẽ n
zenekarzkioten	s̺ e n e k a r s̺ k i o t̪ ẽ n
zenekien	s̻ e n e k i ẽ n
zenekien	s̻ e n e k i ẽ n
zenekien	s̺ e n e k i ẽ n
zenekike	s̻ e n e k i k e
zenekike	s̻ e n e k i k e
zenekike	s̺ e n e k i k e
zenekikete	s̻ e n e k i k e t̪ e
zenekikete	s̻ e n e k i k e t̪ e
zenekikete	s̺ e n e k i k e t̪ e
zenekiten	s̻ e n e k i t̪ ẽ n
zenekiten	s̻ e n e k i t̪ ẽ n
zenekiten	s̺ e n e k i t̪ ẽ n
zenekizke	s̻ e n e k i s̻ k e
zenekizke	s̻ e n e k i s̻ k e
zenekizke	s̺ e n e k i s̺ k e
zenekizkete	s̻ e n e k i s̻ k e t̪ e
zenekizkete	s̻ e n e k i s̻ k e t̪ e
zenekizkete	s̺ e n e k i s̺ k e t̪ e
zenekizkien	s̻ e n e k i s̻ k i ẽ n
zenekizkien	s̻ e n e k i s̻ k i ẽ n
zenekizkien	s̺ e n e k i s̺ k i ẽ n
zenekizkiten	s̻ e n e k i s̻ k i t̪ ẽ n
zenekizkiten	s̻ e n e k i s̻ k i t̪ ẽ n
zenekizkiten	s̺ e n e k i s̺ k i t̪ ẽ n
zenekusan	s̻ e n e k u s̺ ã n
zenekusan	s̻ e n e k u s̺ ã n
zenekusan	s̺ e n e k u s̺ ã n
zenekusaten	s̻ e n e k u s̺ a t̪ ẽ n
zenekusaten	s̻ e n e k u s̺ a t̪ ẽ n
zenekusaten	s̺ e n e k u s̺ a t̪ ẽ n
zenekusazke	s̻ e n e k u s̺ a s̻ k e
zenekusazke	s̻ e n e k u s̺ a s̻ k e
zenekusazke	s̺ e n e k u s̺ a s̺ k e
zenekusazkete	s̻ e n e k u s̺ a s̻ k e t̪ e
zenekusazkete	s̻ e n e k u s̺ a s̻ k e t̪ e
zenekusazkete	s̺ e n e k u s̺ a s̺ k e t̪ e
zenekuske	s̻ e n e k u s̺ k e
zenekuske	s̻ e n e k u s̺ k e
zenekuske	s̺ e n e k u s̺ k e
zenekuskete	s̻ e n e k u s̺ k e t̪ e
zenekuskete	s̻ e n e k u s̺ k e t̪ e
zenekuskete	s̺ e n e k u s̺ k e t̪ e
zenekuskien	s̻ e n e k u s̺ k i ẽ n
zenekuskien	s̻ e n e k u s̺ k i ẽ n
zenekuskien	s̺ e n e k u s̺ k i ẽ n
zenekuskiten	s̻ e n e k u s̺ k i t̪ ẽ n
zenekuskiten	s̻ e n e k u s̺ k i t̪ ẽ n
zenekuskiten	s̺ e n e k u s̺ k i t̪ ẽ n
zenentzuen	s̻ e n ẽ n t͡s̻ u ẽ n
zenentzuen	s̻ e n ẽ n t͡s̻ u ẽ n
zenentzuen	s̺ e n ẽ n t͡s̻ u ẽ n
zenentzuke	s̻ e n ẽ n t͡s̻ u k e
zenentzuke	s̻ e n ẽ n t͡s̻ u k e
zenentzuke	s̺ e n ẽ n t͡s̻ u k e
zenentzukete	s̻ e n ẽ n t͡s̻ u k e t̪ e
zenentzukete	s̻ e n ẽ n t͡s̻ u k e t̪ e
zenentzukete	s̺ e n ẽ n t͡s̻ u k e t̪ e
zenentzuten	s̻ e n ẽ n t͡s̻ u t̪ ẽ n
zenentzuten	s̻ e n ẽ n t͡s̻ u t̪ ẽ n
zenentzuten	s̺ e n ẽ n t͡s̻ u t̪ ẽ n
zenentzuzke	s̻ e n ẽ n t͡s̻ u s̻ k e
zenentzuzke	s̻ e n ẽ n t͡s̻ u s̻ k e
zenentzuzke	s̺ e n ẽ n t͡s̻ u s̺ k e
zenentzuzkete	s̻ e n ẽ n t͡s̻ u s̻ k e t̪ e
zenentzuzkete	s̻ e n ẽ n t͡s̻ u s̻ k e t̪ e
zenentzuzkete	s̺ e n ẽ n t͡s̻ u s̺ k e t̪ e
zenentzuzkien	s̻ e n ẽ n t͡s̻ u s̻ k i ẽ n
zenentzuzkien	s̻ e n ẽ n t͡s̻ u s̻ k i ẽ n
zenentzuzkien	s̺ e n ẽ n t͡s̻ u s̺ k i ẽ n
zenentzuzkiten	s̻ e n ẽ n t͡s̻ u s̻ k i t̪ ẽ n
zenentzuzkiten	s̻ e n ẽ n t͡s̻ u s̻ k i t̪ ẽ n
zenentzuzkiten	s̺ e n ẽ n t͡s̻ u s̺ k i t̪ ẽ n
zenerabilen	s̻ e n e ɾ a β̞ i l ẽ n
zenerabilen	s̻ e n e ɾ a β̞ i ʎ ẽ n
zenerabilen	s̻ e n e ɾ a β̞ i ʎ ẽ n
zenerabilen	s̺ e n e ɾ a β̞ i ʎ ẽ n
zenerabilten	s̻ e n e ɾ a β̞ i l̪ t̪ ẽ n
zenerabilten	s̻ e n e ɾ a β̞ i l̪ t̪ ẽ n
zenerabilten	s̺ e n e ɾ a β̞ i l̪ t̪ ẽ n
zenerabiltzan	s̻ e n e ɾ a β̞ i l t͡s̻ ã n
zenerabiltzan	s̻ e n e ɾ a β̞ i l t͡s̻ ã n
zenerabiltzan	s̺ e n e ɾ a β̞ i l t͡s̻ ã n
zenerabiltzaten	s̻ e n e ɾ a β̞ i l t͡s̻ a t̪ ẽ n
zenerabiltzaten	s̻ e n e ɾ a β̞ i l t͡s̻ a t̪ ẽ n
zenerabiltzaten	s̺ e n e ɾ a β̞ i l t͡s̻ a t̪ ẽ n
zenerakuske	s̻ e n e ɾ a k u s̺ k e
zenerakuske	s̻ e n e ɾ a k u s̺ k e
zenerakuske	s̺ e n e ɾ a k u s̺ k e
zenerakuskete	s̻ e n e ɾ a k u s̺ k e t̪ e
zenerakuskete	s̻ e n e ɾ a k u s̺ k e t̪ e
zenerakuskete	s̺ e n e ɾ a k u s̺ k e t̪ e
zenerakuskien	s̻ e n e ɾ a k u s̺ k i ẽ n
zenerakuskien	s̻ e n e ɾ a k u s̺ k i ẽ n
zenerakuskien	s̺ e n e ɾ a k u s̺ k i ẽ n
zenerakuskiten	s̻ e n e ɾ a k u s̺ k i t̪ ẽ n
zenerakuskiten	s̻ e n e ɾ a k u s̺ k i t̪ ẽ n
zenerakuskiten	s̺ e n e ɾ a k u s̺ k i t̪ ẽ n
zenerakutsan	s̻ e n e ɾ a k u t͡s̺ ã n
zenerakutsan	s̻ e n e ɾ a k u t͡s̺ ã n
zenerakutsan	s̺ e n e ɾ a k u t͡s̻ ã n
zenerakutsaten	s̻ e n e ɾ a k u t͡s̺ a t̪ ẽ n
zenerakutsaten	s̻ e n e ɾ a k u t͡s̺ a t̪ ẽ n
zenerakutsaten	s̺ e n e ɾ a k u t͡s̻ a t̪ ẽ n
zenerakutsazke	s̻ e n e ɾ a k u t͡s̺ a s̻ k e
zenerakutsazke	s̻ e n e ɾ a k u t͡s̺ a s̻ k e
zenerakutsazke	s̺ e n e ɾ a k u t͡s̻ a s̺ k e
zenerakutsazkete	s̻ e n e ɾ a k u t͡s̺ a s̻ k e t̪ e
zenerakutsazkete	s̻ e n e ɾ a k u t͡s̺ a s̻ k e t̪ e
zenerakutsazkete	s̺ e n e ɾ a k u t͡s̻ a s̺ k e t̪ e
zeneraman	s̻ e n e ɾ a m ã n
zeneraman	s̻ e n e ɾ a m ã n
zeneraman	s̺ e n e ɾ a m ã n
zeneramaten	s̻ e n e ɾ a m a t̪ ẽ n
zeneramaten	s̻ e n e ɾ a m a t̪ ẽ n
zeneramaten	s̺ e n e ɾ a m a t̪ ẽ n
zeneramatzan	s̻ e n e ɾ a m a t͡s̻ ã n
zeneramatzan	s̻ e n e ɾ a m a t͡s̻ ã n
zeneramatzan	s̺ e n e ɾ a m a t͡s̻ ã n
zeneramatzaten	s̻ e n e ɾ a m a t͡s̻ a t̪ ẽ n
zeneramatzaten	s̻ e n e ɾ a m a t͡s̻ a t̪ ẽ n
zeneramatzaten	s̺ e n e ɾ a m a t͡s̻ a t̪ ẽ n
zeneritzake	s̻ e n e ɾ i t͡s̻ a k e
zeneritzake	s̻ e n e ɾ i t͡s̻ a k e
zeneritzake	s̺ e n e ɾ i t͡s̻ a k e
zeneritzakete	s̻ e n e ɾ i t͡s̻ a k e t̪ e
zeneritzakete	s̻ e n e ɾ i t͡s̻ a k e t̪ e
zeneritzakete	s̺ e n e ɾ i t͡s̻ a k e t̪ e
zeneritzan	s̻ e n e ɾ i t͡s̻ ã n
zeneritzan	s̻ e n e ɾ i t͡s̻ ã n
zeneritzan	s̺ e n e ɾ i t͡s̻ ã n
zeneritzaten	s̻ e n e ɾ i t͡s̻ a t̪ ẽ n
zeneritzaten	s̻ e n e ɾ i t͡s̻ a t̪ ẽ n
zeneritzaten	s̺ e n e ɾ i t͡s̻ a t̪ ẽ n
zeneritzeke	s̻ e n e ɾ i t͡s̻ e k e
zeneritzeke	s̻ e n e ɾ i t͡s̻ e k e
zeneritzeke	s̺ e n e ɾ i t͡s̻ e k e
zeneritzekete	s̻ e n e ɾ i t͡s̻ e k e t̪ e
zeneritzekete	s̻ e n e ɾ i t͡s̻ e k e t̪ e
zeneritzekete	s̺ e n e ɾ i t͡s̻ e k e t̪ e
zeneritzen	s̻ e n e ɾ i t͡s̻ ẽ n
zeneritzen	s̻ e n e ɾ i t͡s̻ ẽ n
zeneritzen	s̺ e n e ɾ i t͡s̻ ẽ n
zeneritzeten	s̻ e n e ɾ i t͡s̻ e t̪ ẽ n
zeneritzeten	s̻ e n e ɾ i t͡s̻ e t̪ ẽ n
zeneritzeten	s̺ e n e ɾ i t͡s̻ e t̪ ẽ n
zeneritzoke	s̻ e n e ɾ i t͡s̻ o k e
zeneritzoke	s̻ e n e ɾ i t͡s̻ o k e
zeneritzoke	s̺ e n e ɾ i t͡s̻ o k e
zeneritzokete	s̻ e n e ɾ i t͡s̻ o k e t̪ e
zeneritzokete	s̻ e n e ɾ i t͡s̻ o k e t̪ e
zeneritzokete	s̺ e n e ɾ i t͡s̻ o k e t̪ e
zeneritzon	s̻ e n e ɾ i t͡s̻ õ n
zeneritzon	s̻ e n e ɾ i t͡s̻ õ n
zeneritzon	s̺ e n e ɾ i t͡s̻ õ n
zeneritzoten	s̻ e n e ɾ i t͡s̻ o t̪ ẽ n
zeneritzoten	s̻ e n e ɾ i t͡s̻ o t̪ ẽ n
zeneritzoten	s̺ e n e ɾ i t͡s̻ o t̪ ẽ n
zenerizkuke	s̻ e n e ɾ i s̻ k u k e
zenerizkuke	s̻ e n e ɾ i s̻ k u k e
zenerizkuke	s̺ e n e ɾ i s̺ k u k e
zenerizkukete	s̻ e n e ɾ i s̻ k u k e t̪ e
zenerizkukete	s̻ e n e ɾ i s̻ k u k e t̪ e
zenerizkukete	s̺ e n e ɾ i s̺ k u k e t̪ e
