A	a
pengabjadan	p ə ŋ a b d͡ʒ a d a n
pengacakan	p ə ŋ a t͡ʃ a k a n
pengacara	p ə ŋ a t͡ʃ a r a
pengacau	p ə ŋ a t͡ʃ a u̯
pengadaan	p ə ŋ a d a a n
pengadaptasian	p ə ŋ a d a p t a s i a n
pengadon	p ə ŋ a d o n
pengadu	p ə ŋ a d u
pengaduan	p ə ŋ a d u a n
pengairan	p ə ŋ a ʔ ɪ r a n
pengajak	p ə ŋ a d͡ʒ a ʔ
pengajar	p ə ŋ a d͡ʒ a r
pengajaran	p ə ŋ a d͡ʒ a r a n
pengajian	p ə ŋ a d͡ʒ i a n
pengaktifan	p ə ŋ a k t i f a n
pengakuan	p ə ŋ a k u a n
pengalah	p ə ŋ a l a h
pengali	p ə ŋ a l i
pengalihan	p ə ŋ a l i h a n
pengaman	p ə ŋ a m a n
pengamanan	p ə ŋ a m a n a n
pengamat	p ə ŋ a m a t
pengamatan	p ə ŋ a m a t a n
pengambil	p ə ŋ a m b i l
pengambilan	p ə ŋ a m b i l a n
pengampelas	p ə ŋ a m p l a s
pengampelas	p ə ŋ a m p ə l a s
pengampelasan	p ə ŋ a m p l a s a n
pengampelasan	p ə ŋ a m p ə l a s a n
pengampunan	p ə ŋ a m p u n a n
penganalisis	p ə ŋ a n a l i s i s
penganalisisan	p ə ŋ a n a l i s i s a n
penganan	p ə ŋ a n a n
penganggaran	p e ŋ a ŋ ɡ a r a n
penganginan	p ə ŋ a ŋ i n a n
pengangkat	p ə ŋ a ŋ k a t̚
pengangkatan	p ə ŋ a ŋ k a t a n
penganiaya	p ə ŋ a n i a j a
penganiayaan	p ə ŋ a n i a j a a n
penganjur	p ə ŋ a n d͡ʒ ʊ r
pengantin	p ə ŋ a n t i n
pengapuran	p ə ŋ a p u r a n
pengar	p ə ŋ a r
pengarang	p ə ŋ a r a ŋ
pengarsip	p ə ŋ a r s i p
pengartian	p ə ŋ a r t i a n
pengaruh	p ə ŋ a r u h
pengaruhi	p ə ŋ a r u h i
pengaryaan	p ə ŋ a r j a a n
pengasuh	p ə ŋ a s u h
pengasuhan	p ə ŋ a s u h a n
pengatur	p ə ŋ a t u r
pengaturan	p ə ŋ a t ʊ r a n
pengawabau	p ə ŋ a w a b a u̯
pengawal	p ə ŋ a w a l
pengawas	p ə ŋ a w a s
pengawasan	p ə ŋ a w a s a n
pengawet	p ə ŋ a w ɛ t
pengawetan	p ə ŋ a w ɛ t a n
pengayaan	p ə ŋ a j a a n
pengayuh	p ə ŋ a j ʊ h
pengayuhan	p ə ŋ a j u h a n
pengayun	p ə ŋ a j u n
pengebom	p ə ŋ ə b o m
pengeboran	p ə ŋ ə b o r a n
pengecaman	p ə ŋ ə t͡ʃ a m a n
pengecoran	p ə ŋ ə t͡ʃ o r a n
pengecualian	p ə ŋ ə t͡ʃ u a l i a n
pengedapan	p ə ŋ ə d a p a n
pengedar	p ə ŋ e d a r
pengejar	p ə ŋ ə d͡ʒ a r
pengejus	p ə ŋ ə d͡ʒ u s
pengeklaim	p ə ŋ ə k l a i̯ m
pengeklaim	p ə ŋ ə k l e i̯ m
pengeklaiman	p ə ŋ ə k l a i̯ m a n
pengeklaiman	p ə ŋ ə k l e i̯ m a n
pengekor	p ə ŋ e k o r
pengeksekusi	p ə ŋ ɛ k s ə k u s i
pengeksekusian	p ə ŋ ɛ k s ə k u s i a n
pengeksploitasi	p ə ŋ ɛ k s p l o i̯ t a s i
pengeksploitasian	p ə ŋ ɛ k s p l o i̯ t a s i a n
pengelabu	p ə ŋ ə l a b u
pengelasan	p ə ŋ ə l a s a n
pengelola	p ə ŋ ə l o l a
pengelompokan	p ə ŋ ə l ɔ m p ɔ k a n
pengeluaran	p ə ŋ ə l u a r a n
pengembang	p ə ŋ ə m b a ŋ
pengembangan	p ə ŋ ə m b a ŋ a n
pengemis	p ə ŋ ə m i s
pengemudi	p ə ŋ ə m u d i
pengen	p ɛ ŋ ɛ n
pengenaan	p ə ŋ ə n a a n
pengenal	p ə ŋ ə n a l
pengenalan	p ə ŋ ə n a l a n
pengendali	p ə ŋ ə n d a l i
pengendalian	p ə ŋ ə n d a l i a n
pengendara	p ə ŋ ə n d a r a
pengepakan	p ə ŋ ə p a k a n
pengepungan	p ə ŋ ə p u ŋ a n
pengerakan	p ə ŋ ə r a k a n
pengeras	p ə ŋ ə r a s
pengerek	p ə ŋ e r ɛ k
pengeritik	p ə ŋ ə r i t i k
pengerjaan	p ə ŋ ə r d͡ʒ a a n
pengertian	p ə ŋ ə r t i a n
pengesahan	p ə ŋ ə s a h a n
pengesanan	p ə ŋ ə s a n a n
pengetahuan	p ə ŋ ə t a h u a n
pengetanahan	p ə ŋ ə t a n a h a n
penggal	p ə ŋ ɡ a l
penggalan	p ə ŋ ɡ a l a n
penggalian	p ə ŋ ɡ a l i a n
pengganas	p ə ŋ ɡ a n a s
pengganggu	p ə ŋ ɡ a ŋ ɡ u
pengganti	p ə ŋ ɡ a n t i
penggantungan	p ə ŋ ɡ a n t u ŋ a n
penggaris	p ə ŋ ɡ a r i s
penggayuh	p ə ŋ ɡ a j ʊ h
penggeledahan	p ə ŋ ɡ ə l e d a h a n
penggerak	p ə ŋ ɡ ə r a k
penggerek	p ə ŋ ɡ e r ɛ k
penggiling	p ə ŋ ɡ ɪ l ɪ ŋ
penggodaan	p ə ŋ ɡ o d a a n
penggodam	p ə ŋ ɡ o d a m
penggugup	p ə ŋ ɡ u ɡ ʊ p̚
pengguna	p ə ŋ ɡ u n a
penggunaan	p ə ŋ ɡ u n a a n
penggundulan	p ə ŋ ɡ ʊ n d u l a n
pengguruan	p ə ŋ ɡ u r u a n
penghabisan	p ə ŋ h a b i s a n
penghafal	p ə ŋ h a f a l
penghafalan	p ə ŋ h a f a l a n
penghakiman	p ə ŋ h a k ɪ m a n
penghambat	p ə ŋ h a m b a t
penghambatan	p ə ŋ h a m b a t a n
penghamilan	p ə ŋ h a m i l a n
penghancuran	p ə ŋ h a n t͡ʃ u r a n
penghapusan	p ə ŋ h a p u s a n
penghasil	p ə ŋ h a s i l
penghasilan	p ə ŋ h a s i l a n
penghematan	p ə ŋ h ə m a t a n
penghidupan	p ə ŋ h i d u p a n
penghinaan	p ə ŋ h i n a a n
penghindaran	p ə ŋ h ɪ n d a r a n
penghitungan	p ə ŋ h i t u ŋ a n
penghubung	p ə ŋ h u b u ŋ
penghujung	p ə ŋ h u d͡ʒ u ŋ
penghukum	p ə ŋ h u k u m
penghulu	p ə ŋ h u l u
penghutanan	p ə ŋ h u t a n a n
pengikatan	p ə ŋ i k a t a n
pengimbas	p ə ŋ i m b a s
pengin	p ɛ ŋ i n
pengindeks	p ə ŋ i n d ɛ k s
pengindonesiaan	p ə ŋ ɪ n d o n ɛ s j a̯ a n
penginstruksi	p ə ŋ ɪ n s t r ʊ k s i
penginstruksian	p ə ŋ ɪ n s t r ʊ k s i a n
pengisi	p ə ŋ i s i
pengisian	p ə ŋ i s i a n
pengkabelan	p ə ŋ k a b ə l a n
pengkajian	p ə ŋ k a d͡ʒ i a n
pengkeritik	p ə ŋ k ə r i t i k
pengklasteran	p ə ŋ k l a s t ə r a n
pengkritik	p ə ŋ k r i t ɪ k̚
pengkritikan	p ə ŋ k r i t i k a n
penglaju	p ə ŋ l a d͡ʒ u
penglihat	p ə ŋ l i h a t̚
penglihatan	p ə ŋ l i h a t a n
pengodean	p ə ŋ o d ə a n
pengompilasi	p ə ŋ ɔ m p i l a s i
pengoplos	p ə ŋ o p l o s
pengoreksian	p ə ŋ o r ə k s i a n
pengosongan	p ə ŋ o s o ŋ a n
pengrajin	p ə ŋ r a d͡ʒ i n
penguasa	p ə ŋ u a s a
penguat	p ə ŋ u a t
penguatan	p ə ŋ u a t̚ a n
pengucapan	p ə ŋ u t͡ʃ a p a n
pengudaraan	p ə ŋ u d a r a a n
penguin	p e ŋ u i n
penguji	p ə ŋ ʊ d͡ʒ i
pengukuh	p ə ŋ u k u h
pengukuhan	p ə ŋ u k u h a n
pengumpan	p ə ŋ u m p a n
pengumuman	p ə ŋ u m ʊ m a n
pengunduh	p ə ŋ u n d u h
pengunduhan	p ə ŋ u n d u h a n
pengunggah	p ə ŋ u ŋ ɡ a h
pengunggahan	p ə ŋ u ŋ ɡ a h a n
pengungkapan	p ə ŋ u ŋ k a p a n
pengungkit	p ə ŋ u ŋ k i t
pengungkungan	p ə ŋ u ŋ k u ŋ a n
pengungsi	p ə ŋ ʊ ŋ s i
pengupasan	p ə ŋ u p a s a n
pengurangan	p ə ŋ u r a ŋ a n
pengurapan	p ə ŋ u r a p a n
pengurasan	p ə ŋ u r a s a n
penguretan	p ə ŋ u r e t a n
pengurus	p ə ŋ u r u s
pengurusan	p ə ŋ u r u s a n
pengusaha	p ə ŋ u s a h a
pengusiran	p ə ŋ u s i r a n
pengusung	p ə ŋ u s u ŋ
pengusungan	p ə ŋ u s u ŋ a n
penidur	p ə n i d u r
peniduran	p ə n i d u r a n
penilai	p ə n i l a i̯
penilaian	p ə n i l a i̯ a n
penimbunan	p ə n i m b u n a n
peningkatan	p ə n ɪ ŋ k a t a n
penipisan	p ə n i p i s a n
penipu	p ə n i p u
penis	p ɛ n i s
peniskalaan	p ə n i s k a l a a n
peniten	p e n i t ə n
penitensi	p e n i t ɛ n s i
penjabat	p ə n d͡ʒ a b a t
penjaga	p ə n d͡ʒ a ɡ a
penjagaan	p ə n d͡ʒ a ɡ a a n
penjagaan	p ə n d͡ʒ a ɡ a ʔ a n
penjahat	p ə n d͡ʒ a h a t
penjahit	p ə n d͡ʒ a h i t
penjajah	p ə n d͡ʒ a d͡ʒ a h
penjajahan	p ə n d͡ʒ a d͡ʒ a h a n
penjamin	p ə n d͡ʒ a m i n
penjara	p ə ɲ d͡ʒ a r a
penjarahan	p ə n d͡ʒ a r a h a n
penjaskes	p ə n d͡ʒ a s k ə s
penjasorkes	p ə n d͡ʒ a s o r k ə s
penjawab	p ə n d͡ʒ a w a b
penjelajah	p ə n d͡ʒ ə l a d͡ʒ a h
penjelajahan	p ə n d͡ʒ ə l a d͡ʒ a h a n
penjelasan	p ə n d͡ʒ ə l a s a n
penjenjangan	p ə n d͡ʒ ə n d͡ʒ a ŋ a n
penjepit	p ə n d͡ʒ ə p i t
penjilidan	p ə n d͡ʒ i l i d a n
penjinak	p ə n d͡ʒ i n a k
penjual	p ə n d͡ʒ u a l
penjumlahan	p ə n d͡ʒ u m l a h a n
penjunjung	p ə ɲ d͡ʒ u ɲ d͡ʒ u ŋ
penkes	p ə n k ə s
penobatan	p ə n o b a t a n
penolakan	p ə n o l a k a n
penolong	p ə n ɔ l ɔ ŋ
penopang	p ə n o p a ŋ
penormalan	p ə n ɔ r m a l a n
pensil	p ɛ n s i l
penstabilan	p ə n s t a b i l a n
pentahiran	p ə n t a h i r a n
pentana	p ɛ n t a n a
penting	p ə n t i ŋ
pentis	p ə n t i s
pentol	p ə n t o l
pentul	p ə n t u l
penuaan	p ə n u a a n
penuh	p ə n u h
penuhi	p ə n u h i
penulis	p ə n u l i s
penulisan	p ə n u l i s a n
penumpang	p ə n u m p a ŋ
penumpangan	p ə n u m p a ŋ a n
penumpuk	p ə n u m p u k
penundaan	p ə n u n d a a n
penunggu	p ə n u ŋ ɡ u
penunjang	p ə n u n d͡ʒ a ŋ
penunjuk	p ə n ʊ ɲ d͡ʒ ʊ ʔ
penuntut	p ə n u n t ʊ t
penuntutan	p ə n ʊ n t u t a n
penurunan	p ə n u r ʊ n a n
penurut	p ə n u r ʊ t̚
penutup	p ə n u t u p
penutupan	p ə n u t u p a n
penutur	p ə n u t ʊ r
penuturan	p ə n u t u r a n
penyadaran	p ə ɲ a d a r a n
penyaing	p ə ɲ a ɪ ŋ
penyajian	p ə ɲ a d͡ʒ i a n
penyakapan	p ə ɲ a k a p a n
penyakit	p ə ɲ a k i t
penyalaan	p ə ɲ a l a a n
penyalahguna	p ə ɲ a l a h ɡ u n a
penyaliban	p ə ɲ a l i b a n
penyalin	p ə ɲ a l i n
penyalinan	p ə ɲ a l i n a n
penyaliran	p ə ɲ a l i r a n
penyalur	p ə ɲ a l u r
penyamaran	p ə ɲ a m a r a n
penyambung	p ə ɲ a m b u ŋ
penyampelan	p ə ɲ a m p ə l a n
penyampul	p ə ɲ a m p u l
penyangga	p ə ɲ a ŋ ɡ a
penyangkalan	p ə ɲ a ŋ k a l a n
penyanyi	p ə ɲ a ɲ i
penyaringan	p ə ɲ a r ɪ ŋ a n
penyatuan	p ə ɲ a t u a n
penyearah	p ə ɲ ə a r a h
penyebaran	p ə ɲ ə b a r a n
penyebut	p ə ɲ ə b u t
penyederhanaan	p ə ɲ ə d ə r h a n a a n
penyediaan	p ə ɲ ə d i a a n
penyedot	p ə ɲ ə d ɔ t̚
penyedotan	p ə ɲ ə d o t a n
penyegaran	p ə ɲ ə ɡ a r a n
penyekatan	p ə ɲ ə k a t a n
penyelamatan	p ə ɲ ə l a m a t a n
penyelarasan	p ə ɲ ə l a r a s a n
penyelenggara	p ə ɲ ə l ə ŋ ɡ a r a
penyelenggaraan	p ə ɲ ə l ə ŋ ɡ a r a a n
penyelesaian	p ə ɲ ə l ə s a i̯ a n
penyelia	p ə ɲ ə l i a
penyelidik	p ə ɲ ə l i d i k
penyelundup	p ə ɲ ə l u n d u p
penyelundupan	p ə ɲ ə l u n d u p a n
penyembelih	p ə ɲ ə m b ə l i h
penyembelihan	p ə ɲ ə m b ə l i h a n
penyembuhan	p ə ɲ ə m b u h a n
penyenggol	p ə ɲ ɛ ŋ ɡ ɔ l
penyenggolan	p ə ɲ ɛ ŋ ɡ o l a n
penyentuhan	p ə ɲ ə n t u h a n
penyerang	p ə ɲ ə r a ŋ
penyerapan	p ə ɲ ə r a p a n
penyeret	p ə ɲ ɛ r ɛ t
penyerpihan	p ə ɲ ə r p i h a n
penyerut	p ə ɲ ə r u t
penyesuaian	p ə ɲ ə s u a i̯ a n
penyetaraan	p ə ɲ ə t a r a a n
penyetempatan	p ə ɲ ə t ə m p a t a n
penyetrum	p ə ɲ ə t r u m
penyetruman	p ə ɲ ə t r u m a n
penyiangan	p ə ɲ i a ŋ a n
penyiaran	p ə ɲ i a r a n
penyidik	p ə ɲ i d i k
penyiksaan	p ə ɲ ɪ k s a a n
penyimpangan	p ə ɲ ɪ m p a ŋ a n
penyinggung	p ə ɲ i ŋ ɡ u ŋ
penyingkat	p ə ɲ i ŋ k a t̚
penyingkatan	p ə ɲ ɪ ŋ k a t a n
penyiratan	p ə ɲ i r a t a n
penyiringan	p ə ɲ i r ɪ ŋ a n
penyokong	p ə ɲ o k o ŋ
penyu	p ə ɲ u
penyuapan	p ə ɲ u a p a n
penyuara	p ə ɲ u a r a
penyucian	p ə ɲ u t͡ʃ i a n
penyulang	p ə ɲ u l a ŋ
penyuluh	p ə ɲ u l u h
penyuluhan	p ə ɲ u l u h a n
penyunting	p ə ɲ u n t i ŋ
penyusun	p ə ɲ u s u n
penyusut	p ə ɲ u s ʊ t̚
penyusutan	p ə ɲ u s u t a n
penziarah	p ə n z i a r a h
penziarahan	p ə n z i a r a h a n
penzikir	p ə n z i k i r
penzonaan	p ə n z o n a a n
pepaya	p ə p a j a
pepek	p ɛ p e ʔ
peperangan	p ə p ə r a ŋ a n
pepermin	p e p ə r m i n
pepes	p e p ɛ s
pepet	p e p e t
pepet	p ə p ə t
pepsin	p ɛ p s i n
per	p ɛ r
perabot	p ə r a b ɔ t
perabotan	p ə r a b o t a n
perabuan	p ə r a b u a n
peracun	p ə r a t ʃ ʊ n
peracunan	p ə r a t ʃ u n a n
perada	p ə r a d a
peradaban	p ə r a d a b a n
peradang	p ə r a d a ŋ
peradangan	p ə r a d a ŋ a n
peradilan	p ə r a d ɪ l a n
peraduan	p ə r a d u a n
peraduan	p ə r ʔ a d u a n
peraga	p ə r a ɡ a
peragian	p ə r a ɡ i a n
perah	p ə r a h
perahu	p ə r a h u
perai	p ə r a i̯
perairan	p ə r a i r a n
perajin	p ə r a d͡ʒ i n
perak	p e r a k
peralihan	p ə r a l i h a n
peraman	p ə r a m a n
perambah	p ə r a m b a h
perampatan	p ə r a m p a t a n
peran	p ə r a n
peranan	p ə r a n a n
perancah	p ə r a n t͡ʃ a h
perancang	p ə r a n t͡ʃ a ŋ
perang	p e r a ŋ
perang	p ə r a ŋ
perangai	p ə r a ŋ a i̯
perangkaan	p ə r a ŋ k a a n
perangkai	p ə r a ŋ k a i̯
perangkat	p ə r a ŋ k a t
perangsang	p ə r a ŋ s a ŋ
peranjingan	p ə r a n d͡ʒ i ŋ a n
perantara	p ə r a n t a r a
perapian	p ə r a p i a n
perarakan	p ə r a r a k a n
peras	p ə r a s
perasaan	p ə r a s a a n
perasan	p ə r a s a n
perasapan	p ə r a s a p a n
perasat	p ə r a s a t
perata	p ə r a t a
peraturan	p ə r a t u r a n
peratus	p ə r a t u s
perawan	p ə r a w a n
perawat	p ə r a w a t
perbagus	p ə r b a ɡ u s
perbahasaan	p ə r b a h a s a a n
perbaikan	p ə r b a i̯ k a n
perbaiki	p ə r b a i̯ k i
perbal	p ə r b a l
perban	p ə r b a n
perbandingan	p ə r b a n d i ŋ a n
perbani	p ə r b a n i
perbankan	p ə r b a ŋ k a n
perbanyakan	p ə r b a ɲ a k a n
perbatasan	p ə r b a t a s a n
perbedaan	p ə r b ɛ d a ʔ a n
perbedakan	p ə r b e d a k a n
perbeden	p ə r b ɛ d ə n
perbekalan	p ə r b ə k a l a n
perbekel	p ə r b ə k ə l
perbendaharaan	p ə r b ə n d a h a r a a n
perbesar	p ə r b ə s a r
perbincangan	p ə r b i n t͡ʃ a ŋ a n
perbincangkan	p ə r b i n t͡ʃ a ŋ k a n
perbuat	p ə r b u a t
perbuatan	p ə r b u a t a n
perbuatan	p ə r b w a t a n
percabangan	p ə r t͡ʃ a b a ŋ a n
percaya	p ə r t͡ʃ a j a
percayai	p ə r t͡ʃ a j a i
percayakan	p ə r t͡ʃ a j a k a n
percepat	p ə r t͡ʃ ə p a t
percepatan	p ə r t͡ʃ ə p a t a n
percik	p ə r t͡ʃ i k
percikkan	p ə r t͡ʃ i k a n
percintaan	p ə r t͡ʃ i n t a a n
percis	p ə r t͡ʃ i s
percobaan	p ə r t͡ʃ o b a a n
percontoh	p ə r t͡ʃ o n t o h
percuma	p ə r t͡ʃ u m a
perda	p ə r d a
perdalam	p ə r d a l a m
perdamaian	p ə r d a m a j a n
perdana	p ə r d a n a
perdarahan	p ə r d a r a h a n
perdata	p ə r d a t a
perdaya	p ə r d a j a
perdayaan	p ə r d a j a ʔ a n
perdebatan	p ə r d e b a t a n
perdesaan	p ə r d ɛ s a a n
perdikan	p ə r d i k a n
perdom	p ə r d ɔ m
perebus	p ə r ə b ʊ s
perebusan	p ə r ə b u s a n
peredam	p ə r ə d a m
peredaran	p ə r e d a r a n
pereduksi	p ə r e d u k s i
perekayasaan	p ə r ə k a j a s a a n
perekrutan	p ə r ɛ k r u t a n
perelek	p e r e l e k
peremajaan	p ə r ə m a d͡ʒ a a n
perembesan	p ə r ə m b ə s a n
perempat	p ə r ə m p a t
perempatan	p ə r ə m p a t a n
perempuan	p ə r ə m p u a n
perencah	p ə r ə n t͡ʃ a h
perencanaan	p ə r ə n t͡ʃ a n a a n
perendah	p ə r ə n d a h
perengkahan	p ə r ə ŋ k a h a n
perenial	p e r e n i a l
perenialisme	p e r e n i a l i s m ə
perenjak	p ə r ə n d͡ʒ a k
perepat	p ə r ə p a t
peres	p ɛ r ɛ s
peretakan	p ə r ə t a k a n
peretas	p ə r ə t a s
perfek	p ə r f ɛ k
perfeksi	p ə r f ɛ k s i
perfeksionis	p ə r f ɛ k s i o n i s
perfeksionisme	p ə r f ɛ k s i o n i s m ə
perfektur	p ə r f ɛ k t u r
perfilman	p ə r f i l ə m a n
perforasi	p ɛ r f o r a s i
perforator	p ɛ r f o r a t o r
performer	p ə r f ɔ r m ə r
pergam	p ə r ɡ a m
pergantian	p ə r ɡ a n t i a n
pergelaran	p ə r ɡ ə l a r a n
pergeseran	p ə r ɡ e s ɛ r a n
pergi	p ə r ɡ i
pergola	p ə r ɡ o l a
pergundalan	p ə r ɡ u n d a l a n
perguruan	p ə r ɡ u r u a n
perhati	p ə r h a t i
perhatian	p ə r h a t i a n
perhatikan	p ə r h a t i k a n
perhentian	p ə r h ə n t i a n
perhiasan	p ə r h i a s a n
perhimpunan	p ə r h i m p u n a n
perhotelan	p ə r h o t ɛ l a n
peria	p ə r i a
peribahasa	p ə r i b a h a s a
perifer	p e r i f ɛ r
periferal	p e r i f e r a l
perikanan	p ə r i k a n a n
perikatan	p ə r i k a t a n
perikop	p e r i k o p
periksa	p ə r i k s a
perilaku	p ə r i l a k u
perilis	p ə r i l ɪ s
perilisan	p ə r i l i s a n
perimbas	p ə r i m b a s
perimeter	p e r i m e t ə r
pering	p ə r i ŋ
peringatan	p ə r ɪ ŋ a t̚ a n
peringin	p ə r i ŋ ɪ n
perintah	p ə r ɪ n t a h
perintis	p ə r i n t i s
periode	p ɛ r i ɔ d ə
periode	p ɛ r i ɔ d ɛ
periodik	p ə r i o d i k
perisa	p ə r i s a
perisai	p ə r i s a i̯
periskop	p e r i s k o p
peristiwa	p ə r i s t i w a
peristri	p ə r i s t r i
peritoneum	p e r i t o n e u m
peritonitis	p e r i t o n i t i s
periuk	p ə r i u ʔ
perizinan	p ə r i z ɪ n a n
perjaka	p ə r d͡ʒ a k a
perjalanan	p ə r d͡ʒ a l a n a n
perjalankan	p ə r d ʒ a l a n k a n
perjamuan	p ə r d͡ʒ a m u a n
perjan	p ə r d͡ʒ a n
perjanjian	p ə r d͡ʒ a n d͡ʒ i a n
perjuangan	p ə r d͡ʒ u a ŋ a n
perjudian	p ə r d͡ʒ u d i a n
perkabungan	p ə r k a b u ŋ a n
perkalian	p ə r k a l i a n
perkamen	p ɛ r k a m ɛ n
perkamusan	p ə r k a m u s a n
perkara	p ə r k a r a
perkasa	p ə r k a s a
perkataan	p ə r k a t a ʔ a n
perkauman	p ə r k a u m a n
perkawinan	p ə r k a w i n a n
perkebunan	p ə r k ə b ʊ n a n
perkecambahan	p ə r k ə t͡ʃ a m b a h a n
perkemahan	p e r k e m a h a n
perkenaan	p ə r k ə n a a n
perkenan	p ə r k ə n a n
perkeretaapian	p ə r k ə r e t a a p i a n
perkim	p ə r k i m
perkiraan	p ə r k i r a a n
perkolasi	p ɛ r k o l a s i
perkolator	p ɛ r k o l a t o r
perkosaan	p ə r k ɔ s a ʔ a n
perkotaan	p ə r k o t a a n
perkuburan	p ə r k u b u r a n
perkumpulan	p ə r k u m p u l a n
perkusi	p ə r k u s i
perkutut	p ə r k u t u t
perlain	p ə r l a i n
perlainkan	p ə r l a i n k a n
perlakuan	p ə r l a k u a n
perlakukan	p ə r l a k u k a n
perlama	p ə r l a m a
perlambat	p ə r l a m b a t
perlambatan	p ə r l a m b a t a n
perlawanan	p ə r l a w a n a n
perlembagaan	p ə r l ə m b a ɡ a a n
perlengkapan	p ə r l ə ŋ k a p a n
perlihatkan	p ə r l i h a t̚ k a n
perlindungan	p ə r l i n d u ŋ a n
perlintasan	p ə r l i n t a s a n
perlit	p ə r l i t
perlombaan	p ə r l o m b a a n
perlop	p ə r l ɔ p
perlu	p ə r l u
permadani	p ə r m a d a n i
permainan	p ə r m a i n a n
permaisuri	p ə r m a i̯ s u r i
permakanan	p ə r m a k a n a n
permandian	p ə r m a n d i a n
permanen	p ə r m a n ɛ n
permata	p ə r m a t a
permenko	p ə r m ə n k o
permil	p ə r m i l
permintaan	p ə r m i n t a a n
perminyakan	p ə r m i ɲ a k a n
permisi	p ə r m i s i
permukaan	p ə r m u k a a n
permukiman	p ə r m u k ɪ m a n
permulaan	p ə r m u l a a n
permusuhan	p ə r m u s u h a n
permusyawarahan	p ə r m u ʃ a w a r a h a n
permutasi	p ə r m u t a s i
pernah	p ə r n a h
pernanahan	p ə r n a n a h a n
pernikahan	p ə r n i k a h a n
pernikel	p ə r n i k ə l
pernis	p ə r n i s
pernyataan	p ə r ɲ a t a a n
perobatan	p ə r ɔ b a t a n
perogol	p ə r ɔ ɡ ɔ l
perokok	p ə r o k o ʔ
peroksida	p ə r o k s i d a
peroleh	p ə r ɔ l ɛ h
perolehan	p ə r o l ɛ h a n
perompak	p ə r o m p a k
peron	p e r o n
perorangan	p ə r o r a ŋ a n
perpaduan	p ə r p a d u a n
perpajakan	p ə r p a d͡ʒ a k a n
perpal	p ə r p a l
perpanjangan	p ə r p a n d͡ʒ a ŋ a n
perpeloncoan	p ə r p ə l ɔ n t͡ʃ o a n
perpindahan	p ə r p ɪ n d a h a n
perpu	p ə r p u
perpus	p ə r p ʊ s
perpustakaan	p ə r p u s t a k a a n
perputaran	p ə r p u t a r a n
pers	p ɛ r s
persada	p ə r s a d a
persaingan	p ə r s a i ŋ a n
persalin	p ə r s a l i n
persalinan	p ə r s a l i n a n
persangkaan	p ə r s a ŋ k a a n
persantapan	p ə r s a n t a p a n
persatuan	p ə r s a t u a n
persaudaraan	p ə r s a u̯ d a r a a n
persebaran	p ə r s ə b a r a n
persediaan	p ə r s ə d i a a n
persegi	p ə r s ə ɡ i
persekolahan	p ə r s ə k o l a h a n
perselingkuhan	p ə r s ə l i ŋ k u h a n
persembahan	p ə r s ə m b a h a n
persembahkan	p ə r s ə m b a h k a n
persen	p ə r s ɛ n
persendian	p ə r s ə n d i a n
persentil	p ə r s ɛ n t ɪ l
persenyawaan	p ə r s ə ɲ a w a a n
perseribu	p ə r s ə r i b u
perserikatan	p ə r s ə r i k a t a n
persero	p ə r s e r o
persero	p ə r s ɛ r o
perseroan	p ə r s e r o a n
perseroan	p ə r s ə r o a n
persetan	p ə r s e t a n
persetankan	p ə r s e t a n k a n
persetujuan	p ə r s ə t u d͡ʒ u a n
persiapan	p ə r s i a p a n
persidangan	p ə r s i d a ŋ a n
persik	p ɛ r s ɪ k
persilangan	p ə r s i l a ŋ a n
persimpangan	p ə r s i m p a ŋ a n
persinggungan	p ə r s i ŋ ɡ u ŋ a n
persingkat	p ə r s i ŋ k a t̚
persisten	p ə r s i s t ɛ n
persneling	p ə̂ r s n e l i ŋ
persoalan	p ə r s o a l a n
person	p ə r s o n
personal	p ə r s o n a l
personalia	p ə r s o n a l i a
personalitas	p ə r s o n a l i t a s
personel	p ə r s o n ɛ l
persuratan	p ə r s u r a t a n
persyaratan	p ə r ʃ a r a t a n
pertahanan	p ə r t a h a n a n
pertal	p ə r t a l
pertama	p ə r t a m a
pertamanan	p ə r t a m a n a n
pertambangan	p ə r t a m b a ŋ a n
pertampan	p ə r t a m p a n
pertanahan	p ə r t a n a h a n
pertanda	p ə r t a n d a
pertandaan	p ə r t a n d a a n
pertandingan	p ə r t a n d i ŋ a n
pertanggungan	p ə r t a ŋ ɡ u ŋ a n
pertanyaan	p ə r t a ɲ a a n
pertapa	p ə r t a p a
pertela	p ə r t ə l a
pertelaan	p ə r t ə l a a n
pertelevisian	p ə r t e l e v i s i a n
pertempuran	p ə r t ə m p ʊ r a n
pertemuan	p ə r t ə m u a n
pertepel	p ə r t ə p ə l
pertepel	p ə r t ə p ɛ l
pertimbangan	p ə r t ɪ m b a ŋ a n
pertimbangkan	p ə r t i m b a ŋ k a n
pertinggal	p ə r t i ŋ ɡ a l
pertiwi	p ə r t i w i
pertolongan	p ə r t o l o ŋ a n
pertuan	p ə r t u a n
pertuanan	p ə r t u a n a n
pertukangan	p ə r t u k a ŋ a n
pertulisan	p ə r t u l i s a n
pertumbuhan	p ə r t ʊ m b ʊ h a n
pertuturan	p ə r t u t u r a n
pertuturkan	p ə r t u t u r k a n
perulangan	p ə r ʊ l a ŋ a n
perumahan	p ə r u m a h a n
perumnas	p ə r u m n a s
