A	ʔ aː ˧˧
tổng động viên	t ə w ŋ͡m ˨˩˦ ʔ ɗ ə w ŋ͡m ˨˩˨ v i ə ŋ ˧˧
tỗn	t o ŋ ˨˩˦
tộ	t o w ˨˩˨
tộc	t ə w k͡p̚ ˨˩˨
tộc người	t ə w k͡p̚ ˨˩˨ ŋ ɨ j ˨˩
tộc trưởng	t ə w k͡p̚ ˨˩˨ ʈ ɨ ə ŋ ˨˩˦
tội	t o j ˨˩˨
tội danh	t o j ˨˩˨ j a n ˧˧
tội lỗi	t o j ˨˩˨ l o j ˨˩˦
tội nghiệp	t o j ˨˩˨ ŋ i p̚ ˨˩˨
tội nhân	t o j ˨˩˨ ɲ ə ŋ ˧˧
tội phạm	t o j ˨˩˨ f aː m ˨˩˨
tội phạm học	t o j ˨˩˨ f aː m ˨˩˨ h a w k͡p̚ ˨˩˨
tội trạng	t o j ˨˩˨ ʈ aː ŋ ˨˩˨
tội ác	t o j ˨˩˨ ʔ aː k̚ ˦˥
tội ác chiến tranh	t o j ˨˩˨ ʔ aː k̚ ˦˥ c i ə ŋ ˦˥ ʈ a n ˧˧
tột	t o k̚ ˨˩˨
tột độ	t o k̚ ˨˩˨ ʔ ɗ o w ˨˩˨
tớ	t əː ˦˥
tới	t əː j ˦˥
tới bến	t əː j ˦˥ ʔ ɓ əː n ˦˥
tới lui	t əː j ˦˥ l u j ˧˧
tới nơi tới chốn	t əː j ˦˥ n əː j ˧˧ t əː j ˦˥ c o ŋ ˦˥
tới tấp	t əː j ˦˥ t ə p̚ ˦˥
tờ	t əː ˨˩
tờ bướm	t əː ˨˩ ʔ ɓ ɨ ə m ˦˥
tờ khai	t əː ˨˩ kʰ aː j ˧˧
tờ mây	t əː ˨˩ m ə j ˧˧
tờ mờ	t əː ˨˩ m əː ˨˩
tờ mục vụ	t əː ˨˩ m ʊ w k͡p̚ ˨˩˨ j ʊ w ˨˩˨
tờ mục vụ	t əː ˨˩ m ʊ w k͡p̚ ˨˩˨ v ʊ w ˨˩˨
tờ rơi	t əː ˨˩ ɹ əː j ˧˧
tởm	t əː m ˨˩˦
tởn	t əː ŋ ˨˩˦
tợ	t əː ˨˩˨
tợn	t əː ŋ ˨˩˨
tợp	t əː p̚ ˨˩˨
tụ	t ʊ w ˨˩˨
tụ cầu	t ʊ w ˨˩˨ k ə w ˨˩
tụ cầu khuẩn	t ʊ w ˨˩˨ k ə w ˨˩ kʰ w ə ŋ ˨˩˦
tụ cầu vàng	t ʊ w ˨˩˨ k ə w ˨˩ j aː ŋ ˨˩
tụ cầu vàng	t ʊ w ˨˩˨ k ə w ˨˩ v aː ŋ ˨˩
tụ họp	t ʊ w ˨˩˨ h ɔ p̚ ˨˩˨
tụ hội	t ʊ w ˨˩˨ h o j ˨˩˨
tụ tập	t ʊ w ˨˩˨ t ə p̚ ˨˩˨
tụ điểm	t ʊ w ˨˩˨ ʔ ɗ i m ˨˩˦
tục	t ʊ w k͡p̚ ˨˩˨
tục biên	t ʊ w k͡p̚ ˨˩˨ ʔ ɓ i ə ŋ ˧˧
tục lệ	t ʊ w k͡p̚ ˨˩˨ l e j ˨˩˨
tục ngữ	t ʊ w k͡p̚ ˨˩˨ ŋ ɨ ˨˩˦
tục tĩu	t ʊ w k͡p̚ ˨˩˨ t i w ˨˩˦
tục đọc	t ʊ w k͡p̚ ˨˩˨ ʔ ɗ a w k͡p̚ ˨˩˨
tụi	t u j ˨˩˨
tụi nó	t u j ˨˩˨ n ɔ ˦˥
tụi tui	t u j ˨˩˨ t u j ˧˧
tụm	t ʊ m ˨˩˨
tụng	t ʊ w ŋ͡m ˨˩˨
tụng kinh	t ʊ w ŋ͡m ˨˩˨ k ɨ n ˧˧
tụt	t ʊ k͡p̚ ˨˩˨
tụt hậu	t ʊ k͡p̚ ˨˩˨ h ə w ˨˩˨
tụt mood	t ʊ k͡p̚ ˨˩˨ m ʊ k͡p̚ ˦˥
tụt xuống	t ʊ k͡p̚ ˨˩˨ s u ə ŋ ˦˥
tủ	t ʊ w ˨˩˦
tủ kiếng	t ʊ w ˨˩˦ k i ə ŋ ˦˥
tủ kính	t ʊ w ˨˩˦ k ɨ n ˦˥
tủ lạnh	t ʊ w ˨˩˦ l a n ˨˩˨
tủ sách	t ʊ w ˨˩˦ s a t̚ ˦˥
tủ sách	t ʊ w ˨˩˦ ʂ a t̚ ˦˥
tủa	t u ə ˨˩˦
tủi	t u j ˨˩˦
tủi hờn	t u j ˨˩˦ h əː ŋ ˨˩
tủi thân	t u j ˨˩˦ tʰ ə ŋ ˧˧
tủm tỉm	t ʊ m ˨˩˦ t i m ˨˩˦
tủn mủn	t ʊ w ŋ͡m ˨˩˦ m ʊ w ŋ͡m ˨˩˦
tứ	t ɨ ˦˥
tứ chi	t ɨ ˦˥ c ɪ j ˧˧
tứ diện	t ɨ ˦˥ j i ə ŋ ˨˩˨
tứ dân	t ɨ ˦˥ j ə ŋ ˧˧
tứ giác	t ɨ ˦˥ j aː k̚ ˦˥
tứ hải giai huynh đệ	t ɨ ˦˥ h aː j ˨˩˦ j aː j ˧˧ w ɨ n ˧˧ ʔ ɗ e j ˨˩˨
tứ kết	t ɨ ˦˥ k əː t̚ ˦˥
tứ nghệ	t ɨ ˦˥ ŋ e j ˨˩˨
tứ phía	t ɨ ˦˥ f i ə ˦˥
tứ quý	t ɨ ˦˥ w ɪ j ˦˥
tứ sắc	t ɨ ˦˥ s a k̚ ˦˥
tứ sắc	t ɨ ˦˥ ʂ a k̚ ˦˥
tứ thiết	t ɨ ˦˥ tʰ i ə k̚ ˦˥
tứ trụ	t ɨ ˦˥ ʈ ʊ w ˨˩˨
tứ tung	t ɨ ˦˥ t ʊ w ŋ͡m ˧˧
tứ tuyệt	t ɨ ˦˥ t ⁽ʷ ⁾ i ə k̚ ˨˩˨
tứ đại mĩ nhân	t ɨ ˦˥ ʔ ɗ aː j ˨˩˨ m ɪ j ˨˩˦ ɲ ə ŋ ˧˧
tứ đức	t ɨ ˦˥ ʔ ɗ ɨ k̚ ˦˥
tức	t ɨ k̚ ˦˥
tức bực	t ɨ k̚ ˦˥ ʔ ɓ ɨ k̚ ˨˩˨
tức cười	t ɨ k̚ ˦˥ k ɨ j ˨˩
tức cảnh sinh tình	t ɨ k̚ ˦˥ k a n ˨˩˦ s ɨ n ˧˧ t ɨ n ˨˩
tức cảnh sinh tình	t ɨ k̚ ˦˥ k a n ˨˩˦ ʂ ɨ n ˧˧ t ɨ n ˨˩
tức giận	t ɨ k̚ ˦˥ j ə ŋ ˨˩˨
tức khắc	t ɨ k̚ ˦˥ kʰ a k̚ ˦˥
tức là	t ɨ k̚ ˦˥ l aː ˨˩
tức nhiên	t ɨ k̚ ˦˥ ɲ i ə ŋ ˧˧
tức nước vỡ bờ	t ɨ k̚ ˦˥ n ɨ ə k̚ ˦˥ j əː ˨˩˦ ʔ ɓ əː ˨˩
tức nước vỡ bờ	t ɨ k̚ ˦˥ n ɨ ə k̚ ˦˥ v əː ˨˩˦ ʔ ɓ əː ˨˩
tức thì	t ɨ k̚ ˦˥ tʰ ɪ j ˨˩
tức tưởi	t ɨ k̚ ˦˥ t ɨ j ˨˩˦
tức tốc	t ɨ k̚ ˦˥ t ə w k͡p̚ ˦˥
tức tối	t ɨ k̚ ˦˥ t o j ˦˥
tức vị	t ɨ k̚ ˦˥ j ɪ j ˨˩˨
tức vị	t ɨ k̚ ˦˥ v ɪ j ˨˩˨
từ	t ɨ ˨˩
từ bi	t ɨ ˨˩ ʔ ɓ ɪ j ˧˧
từ biệt	t ɨ ˨˩ ʔ ɓ i ə k̚ ˨˩˨
từ bỏ	t ɨ ˨˩ ʔ ɓ ɔ ˨˩˦
từ chương	t ɨ ˨˩ c ɨ ə ŋ ˧˧
từ chối	t ɨ ˨˩ c o j ˦˥
từ chức	t ɨ ˨˩ c ɨ k̚ ˦˥
từ cổ chí kim	t ɨ ˨˩ k o w ˨˩˦ c ɪ j ˦˥ k i m ˧˧
từ ghép	t ɨ ˨˩ ɣ ɛ p̚ ˦˥
từ giã	t ɨ ˨˩ j aː ˨˩˦
từ khi	t ɨ ˨˩ kʰ ɪ j ˧˧
từ khoá	t ɨ ˨˩ kʰ w aː ˦˥
từ loại	t ɨ ˨˩ l ⁽ʷ ⁾ aː j ˨˩˨
từ láy	t ɨ ˨˩ l a j ˦˥
từ láy	t ɨ ˨˩ l aː j ˦˥
từ lóng	t ɨ ˨˩ l a w ŋ͡m ˦˥
từ mượn	t ɨ ˨˩ m ɨ ə ŋ ˨˩˨
từ mẫu	t ɨ ˨˩ m ə w ˨˩˦
từ ngoại lai	t ɨ ˨˩ ŋ w aː j ˨˩˨ l aː j ˧˧
từ nguyên	t ɨ ˨˩ ŋ w i ə ŋ ˧˧
từ nguyên học	t ɨ ˨˩ ŋ w i ə ŋ ˧˧ h a w k͡p̚ ˨˩˨
từ ngữ	t ɨ ˨˩ ŋ ɨ ˨˩˦
từ pháp	t ɨ ˨˩ f aː p̚ ˦˥
từ phản nghĩa	t ɨ ˨˩ f aː ŋ ˨˩˦ ŋ i ə ˨˩˦
từ quyển	t ɨ ˨˩ w i ə ŋ ˨˩˦
từ sông ra biển	t ɨ ˨˩ s ə w ŋ͡m ˧˧ ɹ aː ˧˧ ʔ ɓ i ə ŋ ˨˩˦
từ sông ra biển	t ɨ ˨˩ ʂ ə w ŋ͡m ˧˧ ɹ aː ˧˧ ʔ ɓ i ə ŋ ˨˩˦
từ sông tới biển	t ɨ ˨˩ s ə w ŋ͡m ˧˧ t əː j ˦˥ ʔ ɓ i ə ŋ ˨˩˦
từ sông tới biển	t ɨ ˨˩ ʂ ə w ŋ͡m ˧˧ t əː j ˦˥ ʔ ɓ i ə ŋ ˨˩˦
từ sông đến biển	t ɨ ˨˩ s ə w ŋ͡m ˧˧ ʔ ɗ əː n ˦˥ ʔ ɓ i ə ŋ ˨˩˦
từ sông đến biển	t ɨ ˨˩ ʂ ə w ŋ͡m ˧˧ ʔ ɗ əː n ˦˥ ʔ ɓ i ə ŋ ˨˩˦
từ thiện	t ɨ ˨˩ tʰ i ə ŋ ˨˩˨
từ trái nghĩa	t ɨ ˨˩ ʈ aː j ˦˥ ŋ i ə ˨˩˦
từ trường	t ɨ ˨˩ ʈ ɨ ə ŋ ˨˩
từ trần	t ɨ ˨˩ ʈ ə ŋ ˨˩
từ tính	t ɨ ˨˩ t ɨ n ˦˥
từ tạ	t ɨ ˨˩ t aː ˨˩˨
từ tố	t ɨ ˨˩ t o w ˦˥
từ tốn	t ɨ ˨˩ t o ŋ ˦˥
từ từ	t ɨ ˨˩ t ɨ ˨˩
từ vị	t ɨ ˨˩ j ɪ j ˨˩˨
từ vị	t ɨ ˨˩ v ɪ j ˨˩˨
từ vựng	t ɨ ˨˩ j ɨ ŋ ˨˩˨
từ vựng	t ɨ ˨˩ v ɨ ŋ ˨˩˨
từ ái	t ɨ ˨˩ ʔ aː j ˦˥
từ điển	t ɨ ˨˩ ʔ ɗ i ə ŋ ˨˩˦
từ điển bách khoa	t ɨ ˨˩ ʔ ɗ i ə ŋ ˨˩˦ ʔ ɓ a t̚ ˦˥ kʰ w aː ˧˧
từ đầu đến chân	t ɨ ˨˩ ʔ ɗ ə w ˨˩ ʔ ɗ əː n ˦˥ c ə ŋ ˧˧
từ đồng nghĩa	t ɨ ˨˩ ʔ ɗ ə w ŋ͡m ˨˩ ŋ i ə ˨˩˦
từa lưa	t ɨ ə ˨˩ l ɨ ə ˧˧
từa lưa tà la	t ɨ ə ˨˩ l ɨ ə ˧˧ t aː ˨˩ l aː ˧˧
từng	t ɨ ŋ ˨˩
từng lớp	t ɨ ŋ ˨˩ l əː p̚ ˦˥
từng trải	t ɨ ŋ ˨˩ ʈ aː j ˨˩˦
tử	t ɨ ˨˩˦
tử chiến	t ɨ ˨˩˦ c i ə ŋ ˦˥
tử cung	t ɨ ˨˩˦ k ʊ w ŋ͡m ˧˧
tử huyệt	t ɨ ˨˩˦ w i ə k̚ ˨˩˨
tử hình	t ɨ ˨˩˦ h ɨ n ˨˩
tử ngoại	t ɨ ˨˩˦ ŋ w aː j ˨˩˨
tử ngữ	t ɨ ˨˩˦ ŋ ɨ ˨˩˦
tử nạn	t ɨ ˨˩˦ n aː ŋ ˨˩˨
tử suất	t ɨ ˨˩˦ s ⁽ʷ ⁾ ə k̚ ˦˥
tử suất	t ɨ ˨˩˦ ʂ ⁽ʷ ⁾ ə k̚ ˦˥
tử sĩ	t ɨ ˨˩˦ s ɪ j ˨˩˦
tử sĩ	t ɨ ˨˩˦ ʂ ɪ j ˨˩˦
tử số	t ɨ ˨˩˦ s o w ˦˥
tử số	t ɨ ˨˩˦ ʂ o w ˦˥
tử thi	t ɨ ˨˩˦ tʰ ɪ j ˧˧
tử thù	t ɨ ˨˩˦ tʰ ʊ w ˨˩
tử thần	t ɨ ˨˩˦ tʰ ə ŋ ˨˩
tử trận	t ɨ ˨˩˦ ʈ ə ŋ ˨˩˨
tử tù	t ɨ ˨˩˦ t ʊ w ˨˩
tử tước	t ɨ ˨˩˦ t ɨ ə k̚ ˦˥
tử tế	t ɨ ˨˩˦ t e j ˦˥
tử vi	t ɨ ˨˩˦ j ɪ j ˧˧
tử vi	t ɨ ˨˩˦ v ɪ j ˧˧
tử vong	t ɨ ˨˩˦ j a w ŋ͡m ˧˧
tử vong	t ɨ ˨˩˦ v a w ŋ͡m ˧˧
tử vong học	t ɨ ˨˩˦ j a w ŋ͡m ˧˧ h a w k͡p̚ ˨˩˨
tử vong học	t ɨ ˨˩˦ v a w ŋ͡m ˧˧ h a w k͡p̚ ˨˩˨
tử vì đạo	t ɨ ˨˩˦ j ɪ j ˨˩ ʔ ɗ aː w ˨˩˨
tử vì đạo	t ɨ ˨˩˦ v ɪ j ˨˩ ʔ ɗ aː w ˨˩˨
tửa	t ɨ ə ˨˩˦
tửu	t ɨ w ˨˩˦
tửu lượng	t ɨ w ˨˩˦ l ɨ ə ŋ ˨˩˨
tửu quán	t ɨ w ˨˩˦ w aː ŋ ˦˥
tự	t ɨ ˨˩˨
tự biên tự diễn	t ɨ ˨˩˨ ʔ ɓ i ə ŋ ˧˧ t ɨ ˨˩˨ j i ə ŋ ˨˩˦
tự bạch	t ɨ ˨˩˨ ʔ ɓ a t̚ ˨˩˨
tự cao	t ɨ ˨˩˨ k aː w ˧˧
tự chế	t ɨ ˨˩˨ c e j ˦˥
tự chủ	t ɨ ˨˩˨ c ʊ w ˨˩˦
tự cung tự cấp	t ɨ ˨˩˨ k ʊ w ŋ͡m ˧˧ t ɨ ˨˩˨ k ə p̚ ˦˥
tự cường	t ɨ ˨˩˨ k ɨ ə ŋ ˨˩
tự diễn biến	t ɨ ˨˩˨ j i ə ŋ ˨˩˦ ʔ ɓ i ə ŋ ˦˥
tự do	t ɨ ˨˩˨ j ɔ ˧˧
tự do báo chí	t ɨ ˨˩˨ j ɔ ˧˧ ʔ ɓ aː w ˦˥ c ɪ j ˦˥
tự do chủ nghĩa	t ɨ ˨˩˨ j ɔ ˧˧ c ʊ w ˨˩˦ ŋ i ə ˨˩˦
tự do hoá	t ɨ ˨˩˨ j ɔ ˧˧ w aː ˦˥
tự do ngôn luận	t ɨ ˨˩˨ j ɔ ˧˧ ŋ o ŋ ˧˧ l ⁽ʷ ⁾ ə ŋ ˨˩˨
tự dưng	t ɨ ˨˩˨ j ɨ ŋ ˧˧
tự giác	t ɨ ˨˩˨ j aː k̚ ˦˥
tự hào	t ɨ ˨˩˨ h aː w ˨˩
tự hồ	t ɨ ˨˩˨ h o w ˨˩
tự khắc	t ɨ ˨˩˨ kʰ a k̚ ˦˥
tự kỉ	t ɨ ˨˩˨ k ɪ j ˨˩˦
tự kỉ ám thị	t ɨ ˨˩˨ k ɪ j ˨˩˦ ʔ aː m ˦˥ tʰ ɪ j ˨˩˨
tự luận	t ɨ ˨˩˨ l ⁽ʷ ⁾ ə ŋ ˨˩˨
tự làm tự chịu	t ɨ ˨˩˨ l aː m ˨˩ t ɨ ˨˩˨ c i w ˨˩˨
tự lập	t ɨ ˨˩˨ l ə p̚ ˨˩˨
tự lực	t ɨ ˨˩˨ l ɨ k̚ ˨˩˨
tự miễn	t ɨ ˨˩˨ m i ə ŋ ˨˩˦
tự miễn dịch	t ɨ ˨˩˨ m i ə ŋ ˨˩˦ j ɨ t̚ ˨˩˨
tự nguyện	t ɨ ˨˩˨ ŋ w i ə ŋ ˨˩˨
tự ngã	t ɨ ˨˩˨ ŋ aː ˨˩˦
tự nhiên	t ɨ ˨˩˨ ɲ i ə ŋ ˧˧
tự nhục	t ɨ ˨˩˨ ɲ ʊ w k͡p̚ ˨˩˨
tự nhủ	t ɨ ˨˩˨ ɲ ʊ w ˨˩˦
tự phong	t ɨ ˨˩˨ f a w ŋ͡m ˧˧
tự phát	t ɨ ˨˩˨ f aː k̚ ˦˥
tự phụ	t ɨ ˨˩˨ f ʊ w ˨˩˨
tự quyết	t ɨ ˨˩˨ w i ə k̚ ˦˥
tự quản	t ɨ ˨˩˨ w aː ŋ ˨˩˦
tự sinh tự diệt	t ɨ ˨˩˨ s ɨ n ˧˧ t ɨ ˨˩˨ j i ə k̚ ˨˩˨
tự sinh tự diệt	t ɨ ˨˩˨ ʂ ɨ n ˧˧ t ɨ ˨˩˨ j i ə k̚ ˨˩˨
tự sát	t ɨ ˨˩˨ s aː k̚ ˦˥
tự sát	t ɨ ˨˩˨ ʂ aː k̚ ˦˥
tự sướng	t ɨ ˨˩˨ s ɨ ə ŋ ˦˥
tự sướng	t ɨ ˨˩˨ ʂ ɨ ə ŋ ˦˥
tự sắc	t ɨ ˨˩˨ s a k̚ ˦˥
tự sắc	t ɨ ˨˩˨ ʂ a k̚ ˦˥
tự sự	t ɨ ˨˩˨ s ɨ ˨˩˨
tự sự	t ɨ ˨˩˨ ʂ ɨ ˨˩˨
tự thân vận động	t ɨ ˨˩˨ tʰ ə ŋ ˧˧ j ə ŋ ˨˩˨ ʔ ɗ ə w ŋ͡m ˨˩˨
tự thân vận động	t ɨ ˨˩˨ tʰ ə ŋ ˧˧ v ə ŋ ˨˩˨ ʔ ɗ ə w ŋ͡m ˨˩˨
tự thú	t ɨ ˨˩˨ tʰ ʊ w ˦˥
tự ti	t ɨ ˨˩˨ t ɪ j ˧˧
tự tin	t ɨ ˨˩˨ t ɨ n ˧˧
tự tiện	t ɨ ˨˩˨ t i ə ŋ ˨˩˨
tự truyện	t ɨ ˨˩˨ ʈ ⁽ʷ ⁾ i ə ŋ ˨˩˨
tự trị	t ɨ ˨˩˨ ʈ ɪ j ˨˩˨
tự trọng	t ɨ ˨˩˨ ʈ a w ŋ͡m ˨˩˨
tự tung tự tác	t ɨ ˨˩˨ t ʊ w ŋ͡m ˧˧ t ɨ ˨˩˨ t aː k̚ ˦˥
tự tôn	t ɨ ˨˩˨ t o ŋ ˧˧
tự túc	t ɨ ˨˩˨ t ʊ w k͡p̚ ˦˥
tự tại	t ɨ ˨˩˨ t aː j ˨˩˨
tự tử	t ɨ ˨˩˨ t ɨ ˨˩˦
tự viện	t ɨ ˨˩˨ j i ə ŋ ˨˩˨
tự viện	t ɨ ˨˩˨ v i ə ŋ ˨˩˨
tự vấn	t ɨ ˨˩˨ j ə ŋ ˦˥
tự vấn	t ɨ ˨˩˨ v ə ŋ ˦˥
tự vẫn	t ɨ ˨˩˨ j ə ŋ ˨˩˦
tự vẫn	t ɨ ˨˩˨ v ə ŋ ˨˩˦
tự vệ	t ɨ ˨˩˨ j e j ˨˩˨
tự vệ	t ɨ ˨˩˨ v e j ˨˩˨
tự xưng	t ɨ ˨˩˨ s ɨ ŋ ˧˧
tự ái	t ɨ ˨˩˨ ʔ aː j ˦˥
tự ý	t ɨ ˨˩˨ ʔ ɪ j ˦˥
tự điền	t ɨ ˨˩˨ ʔ ɗ i ə ŋ ˨˩
tự điển	t ɨ ˨˩˨ ʔ ɗ i ə ŋ ˨˩˦
tự đắc	t ɨ ˨˩˨ ʔ ɗ a k̚ ˦˥
tự động	t ɨ ˨˩˨ ʔ ɗ ə w ŋ͡m ˨˩˨
tự động hoá	t ɨ ˨˩˨ ʔ ɗ ə w ŋ͡m ˨˩˨ w aː ˦˥
tự động từ	t ɨ ˨˩˨ ʔ ɗ ə w ŋ͡m ˨˩˨ t ɨ ˨˩
tựa	t ɨ ə ˨˩˨
tựa hồ	t ɨ ə ˨˩˨ h o w ˨˩
tựa đề	t ɨ ə ˨˩˨ ʔ ɗ e j ˨˩
tựu	t ɨ w ˨˩˨
tựu trung	t ɨ w ˨˩˨ ʈ ʊ w ŋ͡m ˧˧
tựu trường	t ɨ w ˨˩˨ ʈ ɨ ə ŋ ˨˩
t’rưng	t əː ˧˧ ɹ ɨ ŋ ˧˧
u	ʔ ʊ w ˧˧
u buồn	ʔ ʊ w ˧˧ ʔ ɓ u ə ŋ ˨˩
u du	ʔ ʊ w ˧˧ j ʊ w ˧˧
u là trời	ʔ ʊ w ˧˧ l aː ˨˩ ʈ əː j ˨˩
u minh	ʔ ʊ w ˧˧ m ɨ n ˧˧
u mê	ʔ ʊ w ˧˧ m e j ˧˧
u tối	ʔ ʊ w ˧˧ t o j ˦˥
u uất	ʔ ʊ w ˧˧ w ə k̚ ˦˥
u uất	ʔ ʊ w ˧˧ ʔ w ə k̚ ˦˥
u uẩn	ʔ ʊ w ˧˧ w ə ŋ ˨˩˦
u uẩn	ʔ ʊ w ˧˧ ʔ w ə ŋ ˨˩˦
u ám	ʔ ʊ w ˧˧ ʔ aː m ˦˥
u ẩn	ʔ ʊ w ˧˧ ʔ ə ŋ ˨˩˦
ui da	ʔ u j ˧˧ j aː ˧˧
um sùm	ʔ ʊ m ˧˧ s ʊ m ˨˩
um sùm	ʔ ʊ m ˧˧ ʂ ʊ m ˨˩
um tùm	ʔ ʊ m ˧˧ t ʊ m ˨˩
unbibi	ʔ ʊ w ŋ͡m ˧˧ ʔ ɓ ɪ j ˧˧ ʔ ɓ ɪ j ˧˧
unbihexi	ʔ ʊ w ŋ͡m ˧˧ ʔ ɓ ɪ j ˧˧ h ɛ k̚ ˦˥ s ɪ j ˧˧
unbinili	ʔ ʊ w ŋ͡m ˧˧ ʔ ɓ ɪ j ˧˧ n ɪ j ˧˧ l ɪ j ˧˧
unbipenti	ʔ ʊ w ŋ͡m ˧˧ ʔ ɓ ɪ j ˧˧ p ɛ ŋ ˧˧ t ɪ j ˧˧
unbiquadi	ʔ ʊ w ŋ͡m ˧˧ ʔ ɓ ɪ j ˧˧ w aː ˧˧ ʔ ɗ ɪ j ˧˧
unbitri	ʔ ʊ w ŋ͡m ˧˧ ʔ ɓ ɪ j ˧˧ t ɹ ɪ j ˧˧
unbiuni	ʔ ʊ w ŋ͡m ˧˧ ʔ ɓ ɪ j ˧˧ ʔ ʊ w ŋ͡m ˧˧ n ɪ j ˧˧
ung	ʔ ʊ w ŋ͡m ˧˧
ung dung	ʔ ʊ w ŋ͡m ˧˧ j ʊ w ŋ͡m ˧˧
ung nhọt	ʔ ʊ w ŋ͡m ˧˧ ɲ ɔ k̚ ˨˩˨
ung thư	ʔ ʊ w ŋ͡m ˧˧ tʰ ɨ ˧˧
ung thư cổ tử cung	ʔ ʊ w ŋ͡m ˧˧ tʰ ɨ ˧˧ k o w ˨˩˦ t ɨ ˨˩˦ k ʊ w ŋ͡m ˧˧
ung thư gan	ʔ ʊ w ŋ͡m ˧˧ tʰ ɨ ˧˧ ɣ aː ŋ ˧˧
ununenni	ʔ ʊ w ŋ͡m ˧˧ ʔ ʊ w ŋ͡m ˧˧ ʔ ɛ ŋ ˧˧ n ɪ j ˧˧
urani	ʔ ʊ w ˧˧ ɹ aː ˧˧ n ɪ j ˧˧
uy	w ɪ j ˧˧
uy	ʔ w ɪ j ˧˧
uy danh	w ɪ j ˧˧ j a n ˧˧
uy danh	ʔ w ɪ j ˧˧ j a n ˧˧
uy hiếp	w ɪ j ˧˧ h i p̚ ˦˥
uy hiếp	ʔ w ɪ j ˧˧ h i p̚ ˦˥
uy lực	w ɪ j ˧˧ l ɨ k̚ ˨˩˨
uy lực	ʔ w ɪ j ˧˧ l ɨ k̚ ˨˩˨
uy nghi	w ɪ j ˧˧ ŋ ɪ j ˧˧
uy nghi	ʔ w ɪ j ˧˧ ŋ ɪ j ˧˧
uy nghiêm	w ɪ j ˧˧ ŋ i m ˧˧
uy nghiêm	ʔ w ɪ j ˧˧ ŋ i m ˧˧
uy phong	w ɪ j ˧˧ f a w ŋ͡m ˧˧
uy phong	ʔ w ɪ j ˧˧ f a w ŋ͡m ˧˧
uy tín	w ɪ j ˧˧ t ɨ n ˦˥
uy tín	ʔ w ɪ j ˧˧ t ɨ n ˦˥
uyên	w i ə ŋ ˧˧
uyên	ʔ w i ə ŋ ˧˧
uyên bác	w i ə ŋ ˧˧ ʔ ɓ aː k̚ ˦˥
uyên bác	ʔ w i ə ŋ ˧˧ ʔ ɓ aː k̚ ˦˥
uyên thâm	w i ə ŋ ˧˧ tʰ ə m ˧˧
uyên thâm	ʔ w i ə ŋ ˧˧ tʰ ə m ˧˧
uyên áo	w i ə ŋ ˧˧ ʔ aː w ˦˥
uyên áo	ʔ w i ə ŋ ˧˧ ʔ aː w ˦˥
uyên ương	w i ə ŋ ˧˧ ʔ ɨ ə ŋ ˧˧
uyên ương	ʔ w i ə ŋ ˧˧ ʔ ɨ ə ŋ ˧˧
uyển chuyển	w i ə ŋ ˨˩˦ c ⁽ʷ ⁾ i ə ŋ ˨˩˦
uyển chuyển	ʔ w i ə ŋ ˨˩˦ c ⁽ʷ ⁾ i ə ŋ ˨˩˦
uyển ngữ	w i ə ŋ ˨˩˦ ŋ ɨ ˨˩˦
uyển ngữ	ʔ w i ə ŋ ˨˩˦ ŋ ɨ ˨˩˦
uôn	ʔ u ə ŋ ˧˧
uý	w ɪ j ˦˥
uý	ʔ w ɪ j ˦˥
uý lạo	w ɪ j ˦˥ l aː w ˨˩˨
uý lạo	ʔ w ɪ j ˦˥ l aː w ˨˩˨
uất	w ə k̚ ˦˥
uất	ʔ w ə k̚ ˦˥
uất hận	w ə k̚ ˦˥ h ə ŋ ˨˩˨
uất hận	ʔ w ə k̚ ˦˥ h ə ŋ ˨˩˨
uất ức	w ə k̚ ˦˥ ʔ ɨ k̚ ˦˥
uất ức	ʔ w ə k̚ ˦˥ ʔ ɨ k̚ ˦˥
uầy	w ə j ˨˩
uầy	ʔ w ə j ˨˩
uẩn khúc	w ə ŋ ˨˩˦ kʰ ʊ w k͡p̚ ˦˥
uẩn khúc	ʔ w ə ŋ ˨˩˦ kʰ ʊ w k͡p̚ ˦˥
uể oải	w e j ˨˩˦ w aː j ˨˩˦
uể oải	w e j ˨˩˦ ʔ w aː j ˨˩˦
uể oải	ʔ w e j ˨˩˦ w aː j ˨˩˦
uể oải	ʔ w e j ˨˩˦ ʔ w aː j ˨˩˦
uốn	ʔ u ə ŋ ˦˥
uốn lượn	ʔ u ə ŋ ˦˥ l ɨ ə ŋ ˨˩˨
uốn nắn	ʔ u ə ŋ ˦˥ n a ŋ ˦˥
uốn ván	ʔ u ə ŋ ˦˥ j aː ŋ ˦˥
uốn ván	ʔ u ə ŋ ˦˥ v aː ŋ ˦˥
uống	ʔ u ə ŋ ˦˥
uống nước nhớ nguồn	ʔ u ə ŋ ˦˥ n ɨ ə k̚ ˦˥ ɲ əː ˦˥ ŋ u ə ŋ ˨˩
uổng	ʔ u ə ŋ ˨˩˦
uổng phí	ʔ u ə ŋ ˨˩˦ f ɪ j ˦˥
uỵch	w ɨ t̚ ˨˩˨
uỵch	ʔ w ɨ t̚ ˨˩˨
uỷ	w ɪ j ˨˩˦
uỷ	ʔ w ɪ j ˨˩˦
