'ch	χ
penderfyniaeth	p ɛ n d ɛ r v ə n j a ɨ̯ θ
penderfyniaeth	p ɛ n d ɛ r v ə n j ɛ θ
penderfynol	p ɛ n d ɛ r v ə n ɔ l
penderfynu	p ɛ n d ɛ r v ə n ɨ̞
penderfynwch	p ɛ n d ɛ r v ə n ʊ χ
pendew	p ɛ n d ɛ u̯
pendolcio	p ɛ n d ɔ l k j ɔ
pendoncio	p ɛ n d ɔ ŋ k j ɔ
pendonciwr	p ɛ n d ɔ ŋ k j ʊ r
pendrist	p ɛ n d r ɪ s d
pendrwm	p ɛ n d r ʊ m
penelin	p ɛ n ɛ l ɪ n
penfelen	p e n v ɛ l ɛ n
penfelyn	p ɛ n v ɛ l ɨ̞ n
penfras	p ɛ n v r a s
penglog	p ɛ ŋ ɡ l ɔ ɡ
pengwin	p ɛ ŋ ɡ w ɪ n
pengwiniaid	p ɛ ŋ ɡ w ɪ n j a i̯ d
pengwiniaid	p ɛ ŋ ɡ w ɪ n j ɛ d
peniad	p ɛ n j a d
peniadau	p ɛ n j a d a
peniadau	p ɛ n j a d a ɨ̯
peniadau	p ɛ n j a d ɛ
penillion	p ɛ n ɪ ɬ j ɔ n
penisel	p ɛ n ɨ̞ s ɛ l
pennaeth	p ɛ n a ɨ̯ θ
pennau	p ɛ n a
pennau	p ɛ n a ɨ̯
pennau	p ɛ n ɛ
pennill	p ɛ n ɪ ɬ
pennod	p ɛ n ɔ d
pennog	p ɛ n ɔ ɡ
pennyg	p ɛ n ɨ̞ ɡ
penodol	p ɛ n ɔ d ɔ l
pensaer	p ɛ n s aː ɨ̯ r
pensaernïaeth	p ɛ n s a ɨ̯ r n iː a ɨ̯ θ
pensaernïaeth	p ɛ n s ɛ r n iː ɛ θ
penseiri	p ɛ n s e i̯ r i
penseren	p ɛ n s ɛ r ɛ n
pensil	p ɛ n s ɪ l
pensiliau	p ɛ n s ɪ l j a
pensiliau	p ɛ n s ɪ l j a ɨ̯
pensiwn	p ɛ n ʃ ʊ n
pensiynwr	p ɛ n ʃ ə n ʊ r
pentis	p ɛ n t ɪ s
pentref	p ɛ n t r a
pentref	p ɛ n t r ɛ
pentref	p ɛ n t r ɛ v
pentwr	p ɛ n t ʊ r
pentyrru	p ɛ n t ə r ɨ
penwag	p ɛ n w a ɡ
perchen	p ɛ r χ ɛ n
perchennog	p ɛ r χ ɛ n ɔ ɡ
perchentyaeth	p ɛ r χ ɛ n t ɨː a ɨ̯ θ
perchentyaeth	p ɛ r χ ɛ n t ɨː ɛ θ
perchentyol	p ɛ r χ ɛ n t ɨː ɔ l
perchyll	p ɛ r χ ɨ̞ ɬ
peren	p ɛ r a n
peren	p ɛ r ɛ n
perfedd	p ɛ r v ɛ ð
perfeddion	p ɛ r v ɛ ð j ɔ n
perfieri	p ɛ r v i ɛ r ɪ
perfieri	p ɛ r v j ɛ r ɪ
perihelion	p ɛ r ɪ h ɛ l j ɔ n
perl	p ɛ r l
perlau	p ɛ r l a
perlau	p ɛ r l a ɨ̯
perlau	p ɛ r l ɛ
perllan	p ɛ r ɬ a n
permanganad	p ɛ r m a ŋ ɡ a n a d
perocsid	p ɛ r ɔ k s ɪ d
perseiniol	p ɛ r s e i̯ n j ɔ l
persli	p ɛ r s l ɪ
person	p ɛ r s ɔ n
personél	p ɛ r s ɔ n ɛ l
pert	p ɛ r t
perth	p ɛ r θ
perthi	p ɛ r θ i
perthnasau	p ɛ r θ n a s a
perthnasau	p ɛ r θ n a s a ɨ̯
perthnasau	p ɛ r θ n a s ɛ
perthyn	p ɛ r θ ɨ̞ n
perthynas	p ɛ r θ ə n a s
pery	p ɛ r ɨ
perygl	p ɛ r ɨ ɡ ɨ l
peryglus	p ɛ r ə ɡ l ɨ̞ s
pesto	p ɛ s d ɔ
peswch	p ɛ s ʊ χ
pesychu	p ɛ s ə χ ɨ̞
peth	p eː θ
pethach	p ɛ θ a χ
pethau	p ɛ θ a
pethau	p ɛ θ a ɨ̯
pethau	p ɛ θ ɛ
petris	p ɛ t r ɪ s
petroliwm	p ɛ t r ɔ l j ʊ m
petruso	p ɛ t r ɨ̞ s ɔ
petryal	p ɛ t r ɨː a l
petryalau	p ɛ t r ɨ̞ a l a
petryalau	p ɛ t r ɨ̞ a l a ɨ̯
petryalau	p ɛ t r ɨ̞ a l ɛ
peunaidd	p e ɨ̯ n a i̯ ð
peunaidd	p e ɨ̯ n ɛ ð
peunes	p e ɨ̯ n ɛ s
peunesau	p e ɨ̯ n ɛ s a
peunesau	p e ɨ̯ n ɛ s a ɨ̯
peunesau	p e ɨ̯ n ɛ s ɛ
peunod	p e ɨ̯ n ɔ d
peunydd	p e ɨ̯ n ɨ̞ ð
peutu	p e ɨ̯ t ɨ̞
phabell	f a b a ɬ
phabell	f a b ɛ ɬ
phac	f a k
phacio	f a k j ɔ
phaciodd	f a k j ɔ ð
phaentiad	f e ɨ̯ n t j a d
phaith	f a i̯ θ
phan	f a n
phaned	f a n a d
phaned	f a n ɛ d
phant	f a n t
phapur	f a p ɨ̞ r
phara	f a r a
pharatoi	f a r a t ɔ i̯
pharatôdd	f a r a t oː ð
pharc	f a r k
pharcio	f a r k j ɔ
pharcio	f a r k ɔ
pharhau	f a r h a ɨ̯
pharod	f a r ɔ d
pharotach	f a r ɔ t a χ
pharoted	f a r ɔ t ɛ d
pharti	f a r t ɪ
phartner	f a r t n a r
phartner	f a r t n ɛ r
phartïon	f a r t iː ɔ n
phasbort	f a s b ɔ r t
phasta	f a s d a
phastai	f a s d a i̯
phawb	f a u̯ b
phecyn	f ɛ k ɨ̞ n
phedair	f ɛ d a i̯ r
phedair	f ɛ d ɛ r
phedol	f ɛ d ɔ l
phedrannu	f ɛ d r a n ɨ̞
phedwar	f ɛ d w a r
phei	f e i
pheidio	f e i d j ɔ
pheint	f e i̯ n t
pheiriannwr	f e i̯ r j a n ʊ r
pheiriannwyr	f e ɨ̯ r j a n w ɨ̞ r
pheiriannydd	f e ɨ̯ r j a n ɨ̞ ð
pheis	f e i s
phen	f ɛ n
phencampwr	f ɛ ŋ k a m p ʊ r
phencampwriaeth	f ɛ ŋ k a m p ʊ r j a ɨ̯ θ
phencampwriaeth	f ɛ ŋ k a m p ʊ r j ɛ θ
phencampwriaethau	f ɛ ŋ k a m p ʊ r j e ɨ̯ θ a
phencampwriaethau	f ɛ ŋ k a m p ʊ r j e ɨ̯ θ a ɨ̯
phencampwriaethau	f ɛ ŋ k a m p ʊ r j e ɨ̯ θ ɛ
phencampwyr	f ɛ ŋ k a m p w ɨ̞ r
phenderfynu	f ɛ n d ɛ r v ə n ɨ̞
phenglog	f ɛ ŋ ɡ l ɔ ɡ
phengwin	f ɛ ŋ ɡ w ɪ n
phengwiniaid	f ɛ ŋ ɡ w ɪ n j a i̯ d
phengwiniaid	f ɛ ŋ ɡ w ɪ n j ɛ d
pherl	f ɛ r l
pherlau	f ɛ r l a
pherlau	f ɛ r l a ɨ̯
pherlau	f ɛ r l ɛ
pherth	f ɛ r θ
pherthnasau	f ɛ r θ n a s a
pherthnasau	f ɛ r θ n a s a ɨ̯
pherthnasau	f ɛ r θ n a s ɛ
pherthynas	f ɛ r θ ə n a s
pheswch	f ɛ s ʊ χ
pheth	f eː θ
phethau	f ɛ θ a
phethau	f ɛ θ a ɨ̯
phethau	f ɛ θ ɛ
phetroliwm	f ɛ t r ɔ l j ʊ m
phib	f iː b
phibau	f ɪ b a
phibau	f ɪ b a ɨ̯
phibau	f ɪ b ɛ
phibgorn	f ɪ b ɡ ɔ r n
phig	f iː ɡ
phigau	f ɪ ɡ a
phigau	f ɪ ɡ a ɨ̯
phigau	f ɪ ɡ ɛ
phigddu	f ɨ̞ ɡ ð ɨ̞
phigfelyn	f ɨ̞ ɡ v ɛ l ɨ̞ n
phigwrn	f ɪ ɡ ʊ r n
phigyn	f ɪ ɡ ɨ̞ n
phigynnau	f ɪ ɡ ə n a
phigynnau	f ɪ ɡ ə n a ɨ̯
phigynnau	f ɪ ɡ ə n ɛ
phila	f ɪ l a
philaon	f ɪ l aː ɔ n
phinc	f ɪ ŋ k
phincod	f ɪ ŋ k ɔ d
phiwi	f ɪ u̯ ɪ
phiws	f ɪ u̯ s
phiwïaid	f ɪ u̯ iː a i̯ d
phiwïaid	f ɪ u̯ iː ɛ d
phladur	f l a d ɨ̞ r
phlu	f l ɨː
phlwm	f l ʊ m
phlymio	f l ə m j ɔ
phobl	f ɔ b l
phobl	f ɔ b ɔ l
phobloedd	f ɔ b l ɔ ɨ̯ ð
phoeni	f ɔ ɨ̯ n ɨ
phoeth	f oː ɨ̯ θ
phoethach	f ɔ i̯ θ a χ
phont	f ɔ n t
phoptai	f ɔ p t a i̯
phopty	f ɔ p t ɨ
photel	f ɔ t a l
photel	f ɔ t ɛ l
phrif	f r iː v
phrifddinas	f r iː v ð ɪ n a s
phrifddinas	f r ɪ v ð ɪ n a s
phriodas	f r j ɔ d a s
phriodas	f r ɪ ɔ d a s
phriodi	f r i ɔ d i
phris	f r iː s
phris	f r iː ʃ
phroblem	f r ɔ b l a m
phroblem	f r ɔ b l ɛ m
phroblemau	f r ɔ b l ɛ m a
phroblemau	f r ɔ b l ɛ m a ɨ̯
phroblemau	f r ɔ b l ɛ m ɛ
phrydferth	f r ə d v ɛ θ
phryf	f r ɨː v
phryfed	f r ə v a d
phryfed	f r ə v ɛ d
phrynoch	f r ə n ɔ χ
phrynodd	f r ə n ɔ ð
phrynon	f r ə n ɔ ð
phrynu	f r ə n ɨ
phrysur	f r ə s ɨ̞ r
phum	f ɨ̞ m
phumdegau	f ɨ̞ m d ɛ ɡ a
phunnau	f ɨ̞ n a
phunnau	f ɨ̞ n a ɨ̯
phunnau	f ɨ̞ n ɛ
phunt	f ɨ̞ n t
phur	f ɨː r
phwl	f ʊ l
phwmpen	f ʊ m p a n
phwmpen	f ʊ m p ɛ n
phwysig	f ʊ ɨ̯ s ɪ ɡ
phyliau	f ə l j a
phyliau	f ə l j a ɨ̯
phyliau	f ə l j ɛ
physgod	f ə s ɡ ɔ d
physgodyn	f ə s ɡ ɔ d ɨ̯ n
physgota	f ə s ɡ ɔ t a
phêl	f eː l
pi	p iː
piau	p iː a
piau	p iː a ɨ̯
piau	p iː ɛ
pib	p iː b
pibau	p ɪ b a
pibau	p ɪ b a ɨ̯
pibau	p ɪ b ɛ
pibell	p ɪ b ɛ ɬ
piben	p ɪ b ɛ n
pibgorn	p ɪ b ɡ ɔ r n
pibo	p ɪ b ɔ
pibonwy	p ɪ b ɔ n u ɨ̯
pibonwyen	p ɪ b ɔ n u ɨ̯ ɛ n
pibydd	p ɪ b ɨ̞ ð
picau	p ɪ k a
picau	p ɪ k a ɨ̯
picau	p ɪ k ɛ
picen	p ɪ k ɛ n
picil	p ɪ k ɪ l
picl	p ɪ k l
piclau	p ɪ k l a
piclau	p ɪ k l a ɨ̯
piclau	p ɪ k l ɛ
piclo	p ɪ k l ɔ
picls	p ɪ k l s
pics	p ɪ k s
picwnen	p ɪ k uː n ɛ n
picwnen	p ɪ k ʊ n ɛ n
picwns	p ɪ k ʊ n s
pidyn	p ɪ d ɨ̞ n
pig	p iː ɡ
pigan	p ɪ ɡ a n
pigau	p ɪ ɡ a
pigau	p ɪ ɡ a ɨ̯
pigau	p ɪ ɡ ɛ
pigddu	p ɨ̞ ɡ ð ɨ̞
pigfelyn	p ɨ̞ ɡ v ɛ l ɨ̞ n
piglas	p ɪ ɡ l a s
pigwrn	p ɪ ɡ ʊ r n
pigwyn	p ɪ ɡ w ɨ̞ n
pigyn	p ɪ ɡ ɨ̞ n
pigynnau	p ɪ ɡ ə n a
pigynnau	p ɪ ɡ ə n a ɨ̯
pigynnau	p ɪ ɡ ə n ɛ
pila	p ɪ l a
pilaon	p ɪ l aː ɔ n
pilen	p ɪ l ɛ n
pilipala	p ɪ l ɪ p a l a
pillffon	p ɪ ɬ f ɔ n
pin	p iː n
pin	p ɪ n
pinafal	p iː n a v a l
pinafal	p ɪ n a v a l
pinc	p ɪ ŋ k
pincod	p ɪ ŋ k ɔ d
pinwydd	p ɪ n w ɨ̞ ð
piod	p iː ɔ d
pioden	p i ɔ d a n
pioden	p i ɔ d ɛ n
pioden	p j ɔ d a n
pioden	p j ɔ d ɛ n
pipa	p ɪ p a
pipai	p ɪ p a i̯
pipan	p ɪ p a n
pipen	p ɪ p ɛ n
pipes	p ɪ p ɛ s
pipet	p ɪ p ɛ t
pipi	p ɪ p i
pipo	p ɪ p ɔ
pipon	p ɪ p ɔ n
piso	p ɪ s ɔ
piston	p ɪ s d ɔ n
pitwidol	p ɪ t u i̯ d ɔ l
piw	p iː u̯
piwi	p ɪ u̯ ɪ
piws	p ɪ u̯ s
piwïaid	p ɪ u̯ iː a i̯ d
piwïaid	p ɪ u̯ iː ɛ d
pla	p l aː
pladur	p l a d ɨ̞ r
pladuriau	p l a d ɨ̞ r j a
pladuriau	p l a d ɨ̞ r j a ɨ̯
pladuriau	p l a d ɨ̞ r j ɛ
plaen	p l aː ɨ̯ n
plaid	p l a i̯ d
planed	p l a n ɛ d
planhigion	p l a n h ɪ ɡ j ɔ n
planhigyn	p l a n h ɪ ɡ ɨ̞ n
plannu	p l a n ɨ̞
plant	p l a n t
plas	p l aː s
plastig	p l a s d ɪ ɡ
platfform	p l a t f ɔ r m
platinwm	p l a t ɪ n ʊ m
pleidiol	p l e i̯ d j ɔ l
pleidlais	p l e i̯ d l a i̯ s
pleidleisiau	p l e i̯ d l e i̯ ʃ a
pleidleisiau	p l e i̯ d l e i̯ ʃ a ɨ̯
pleidleisiau	p l e i̯ d l e i̯ ʃ ɛ
pleidleisio	p l e i̯ d l e i̯ ʃ ɔ
plentyn	p l ɛ n t ɨ̞ n
plentynnaidd	p l ɛ n t ə n a i̯ ð
plentynnaidd	p l ɛ n t ə n ɛ ð
pleth	p l eː θ
plethau	p l ɛ θ a
plethau	p l ɛ θ a ɨ̯
plethau	p l ɛ θ ɛ
plethdorch	p l ɛ θ d ɔ r χ
plethedig	p l ɛ θ ɛ d ɪ ɡ
plethu	p l ɛ θ ɨ
plethwaith	p l ɛ θ w a i̯ θ
plis	p l iː s
plismon	p l ɪ s m ɔ n
plismones	p l i s m ɔ n a s
plismones	p l i s m ɔ n ɛ s
plismyn	p l ɪ s m ɨ̞ n
plith	p l iː θ
plorod	p l ɔ r ɔ d
ploryn	p l ɔ r ɨ̞ n
plu	p l ɨː
pluen	p l ɨː a n
pluen	p l ɨː ɛ n
pluf	p l ɨː v
plufyn	p l ɨ̞ v ɨ̞ n
plwg	p l uː ɡ
plwg	p l ʊ ɡ
plwm	p l ʊ m
plwmws	p l ʊ m ʊ s
plwtoniwm	p l ʊ t ɔ n j ʊ m
plwyf	p l uː ɨ̯
plwyf	p l uː ɨ̯ v
plyg	p l ɨː ɡ
plygain	p l ə ɡ a i̯ n
plygain	p l ə ɡ ɛ n
plygiau	p l ə ɡ j a
plygiau	p l ə ɡ j a ɨ̯
plygiau	p l ə ɡ j ɛ
plygio	p l ə ɡ j ɔ
plygu	p l ə ɡ ɨ̞
plymer	p l ə m ɛ r
plymio	p l ə m j ɔ
plymiwr	p l ə m j ʊ r
plymwr	p l ə m ʊ r
plymwyr	p l ə m w ɨ̞ r
plôr	p l oː r
pob	p oː b
pobi	p ɔ b i
pobl	p ɔ b l
pobl	p ɔ b ɔ l
pobloedd	p ɔ b l ɔ ɨ̯ ð
poblog	p ɔ b l ɔ ɡ
poblogaidd	p ɔ b l ɔ ɡ a i̯ ð
pobman	p ɔ b m a n
pobol	p ɔ b ɔ l
poced	p ɔ k ɛ d
poed	p oː ɨ̯ d
poen	p oː ɨ̯ n
poena	p ɔ ɨ̯ n a
poenen	p ɔ ɨ̯ n ɛ n
poeni	p ɔ ɨ̯ n ɪ
poenit	p ɔ ɨ̯ n ɪ t
poenus	p ɔ ɨ̯ n ɨ̞ s
poenydio	p ɔ ɨ̯ n ə d j ɔ
poeth	p oː ɨ̯ θ
poethach	p ɔ i̯ θ a χ
poethwg	p ɔ ɨ̯ θ ʊ ɡ
polisi	p ɔ l ɪ s i
polisïau	p ɔ l ɪ s i a
polisïau	p ɔ l ɪ s i a ɨ̯
poloniwm	p ɔ l ɔ n j ʊ m
pont	p ɔ n t
pontydd	p ɔ n t ɨ̞ ð
pop	p ɔ p
popeth	p ɔ p ɛ θ
poptai	p ɔ p t a i̯
popty	p ɔ p t ɨ̞
porchell	p ɔ r χ ɛ ɬ
porfa	p ɔ r v a
porffor	p ɔ r f ɔ r
pori	p ɔ r i
porth	p ɔ r θ
porthiant	p ɔ r θ j a n t
posib	p ɔ s ɪ b
posibil	p ɔ s ɪ b ɪ l
post	p oː s d
poster	p ɔ s d a r
poster	p ɔ s d ɛ r
posteri	p ɔ s d ɛ r i
postio	p ɔ s d j ɔ
postmyn	p ɔ s d m ɨ̞ n
potasiwm	p ɔ t a s j ʊ m
potel	p ɔ t a l
potel	p ɔ t ɛ l
potes	p ɔ t a s
potes	p ɔ t ɛ s
pothell	p ɔ θ ɛ ɬ
pothelli	p ɔ θ ɛ ɬ ɪ
pothellog	p ɔ θ ɛ ɬ ɔ ɡ
pothellu	p ɔ θ ɛ ɬ ɨ̞
poti	p ɔ t i
potsio	p ɔ t ʃ ɔ
praff	p r aː f
pragmateg	p r a ɡ m a t ɛ ɡ
praseodymiwm	p r a s ɛ ɔ d ɨ̞ m j ʊ m
prawf	p r a u̯
prawf	p r a u̯ v
pregeth	p r ɛ ɡ a θ
pregeth	p r ɛ ɡ ɛ θ
pregethu	p r ɛ ɡ ɛ θ ɨ̞
preifat	p r e i̯ v a t
preifatrwydd	p r e i̯ v a t r ʊ ɨ̯ ð
pren	p r ɛ n
pres	p r eː s
pres	p r ɛ s
presgripsiwn	p r ɛ s ɡ r ɪ p ʃ ʊ n
preswyl	p r ɛ s ʊ ɨ̯ l
priapaeth	p r j a p a ɨ̯ θ
priapaeth	p r ɪ a p a ɨ̯ θ
pridd	p r iː ð
prif	p r iː v
prifair	p r ɪ v a i̯ r
prifardd	p r ɪ v a r ð
prifathrawes	p r ɪ v a θ r a u̯ ɛ s
prifathro	p r ɪ v a θ r ɔ
prifbwnc	p r ɪ v b ʊ ŋ k
prifddinas	p r iː v ð ɪ n a s
prifddinas	p r ɪ v ð ɪ n a s
prifeirdd	p r ɪ v e i̯ r ð
priffordd	p r ɪ f ɔ r ð
prifgost	p r ɪ v ɡ ɔ s d
prifiau	p r ɪ v j a
prifiau	p r ɪ v j a ɨ̯
prifiau	p r ɪ v j ɛ
prifion	p r ɪ v j ɔ n
priflythyren	p r ɪ v l ə θ ə r ɛ n
prifodl	p r ɪ v ɔ d l
prifwynt	p r ɪ v w ɨ̞ n t
prin	p r iː n
prin	p r ɪ n
prinned	p r ɪ n ɛ d
printio	p r ɪ n t j ɔ
priod	p r i ɔ d
priodas	p r j ɔ d a s
priodas	p r ɪ ɔ d a s
priodi	p r j ɔ d ɪ
priodi	p r ɪ ɔ d ɪ
pris	p r iː s
pris	p r iː ʃ
problem	p r ɔ b l a m
problem	p r ɔ b l ɛ m
problemau	p r ɔ b l ɛ m a
problemau	p r ɔ b l ɛ m a ɨ̯
problemau	p r ɔ b l ɛ m ɛ
profi	p r ɔ v i
profiad	p r ɔ v j a d
profion	p r ɔ v j ɔ n
promethiwm	p r ɔ m ɛ θ j ʊ m
prop	p r ɔ p
prosiect	p r ɔ ʃ ɛ k t
protactiniwm	p r ɔ t a k t ɪ n j ʊ m
protest	p r ɔ t ɛ s d
protestiadau	p r ɔ t ɛ s d j a d a
protestiadau	p r ɔ t ɛ s d j a d a ɨ̯
protestiadau	p r ɔ t ɛ s d j a d ɛ
protestio	p r ɔ t ɛ s d j ɔ
protocol	p r ɔ t ɔ k ɔ l
prudd	p r ɨː ð
pryd	p r ɨː d
prydeinig	p r ə d e i̯ n ɪ ɡ
pryder	p r ə d a r
pryder	p r ə d ɛ r
prydferth	p r ə d v ɛ r θ
prydlondeb	p r ə d l ɔ n d a b
pryf	p r ɨː
pryf	p r ɨː v
pryfed	p r ə v a d
pryfed	p r ə v ɛ d
pryfyn	p r ə v ɨ̞ n
pryfysol	p r ə v ə s ɔ l
pryna	p r ə n a
prynhawn	p n a u̯ n
prynhawn	p r ə n a u̯ n
prynhawn	p r ə n h a u̯ n
prynhawn	p r ɨ̞ n h a u̯ n
prynhawniau	p n a u̯ n j a
prynhawniau	p n a u̯ n j ɛ
prynhawniau	p r ə n h a u̯ n j a
prynhawniau	p r ə n h a u̯ n j ɛ
prynhawniau	p r ɨ̞ n h a u̯ n j a
prynhawniau	p r ɨ̞ n h a u̯ n j a ɨ̯
prynhawniau	p r ɨ̞ n h a u̯ n j ɛ
prynoch	p r ə n ɔ χ
prynodd	p r ə n ɔ ð
prynon	p r ə n ɔ n
prynu	p r ə n ɨ̞
prynwch	p r ə n ʊ χ
prys	p r ɨː s
prysglwyn	p r ə s ɡ l ʊ ɨ̯ n
prysglwyni	p r ə s ɡ l ʊ ɨ̯ n ɪ
prysur	p r ə s ɨ̞ r
prŷn	p r ɨː n
pum	p ɨ̞ m
pumawd	p ɨ̞ m a u̯ d
pumdegau	p ɨ̞ m d ɛ ɡ a
pumed	p ɨ̞ m a d
pumed	p ɨ̞ m ɛ d
pumongl	p ɨ̞ m ɔ ŋ l
pump	p ɨ̞ m p
punnau	p ɨ̞ n a
punnau	p ɨ̞ n a ɨ̯
punnau	p ɨ̞ n ɛ
punnoedd	p ɨ̞ n ɔ ɨ̯ ð
punt	p ɨ̞ n t
pupur	p ɨ̞ p ɨ̞ r
pur	p ɨː r
puramid	p ɨ̞ r a m ɪ d
purdeb	p ɨ̞ r d a b
purdeb	p ɨ̞ r d ɛ b
pured	p ɨ̞ r ɛ d
purlan	p ɨ̞ r l a n
putain	p ɨ̞ t a i̯ n
putain	p ɨ̞ t ɛ n
puteindy	p ɨ̞ t e i̯ n d ɨ̞
pwd	p uː d
pweru	p ʊ ɛ r ɨ
pwl	p ʊ l
pwll	p ʊ ɬ
pwmpen	p ʊ m p a n
pwmpen	p ʊ m p ɛ n
pwn	p ʊ n
pwnc	p ʊ ŋ k
pwrpas	p ʊ r p a s
pwy	p uː ɨ̯
pwy	p ʊ
pwyll	p uː ɨ̯ ɬ
pwyllgor	p ʊ ɨ̯ ɬ ɡ ɔ r
pwyllgora	p ʊ ɨ̯ ɬ ɡ ɔ r a
pwyllgorau	p ʊ ɨ̯ ɬ ɡ ɔ r a
pwyllgorau	p ʊ ɨ̯ ɬ ɡ ɔ r a ɨ̯
pwyllgorau	p ʊ ɨ̯ ɬ ɡ ɔ r ɛ
pwynt	p uː ɨ̯ n t
pwys	p uː ɨ̯ s
pwysau	p ʊ ɨ̯ s a
pwysau	p ʊ ɨ̯ s a ɨ̯
pwysau	p ʊ ɨ̯ s ɛ
pwysi	p ʊ ɨ̯ s ɪ
pwysig	p ʊ ɨ̯ s ɪ ɡ
pwysigrwydd	p ʊ ɨ̯ s ɪ ɡ r ʊ ɨ̯ ð
pwyslais	p ʊ ɨ̯ s l a i̯ s
pwysleisio	p ʊ ɨ̯ s l e i̯ ʃ ɔ
pwyso	p ʊ ɨ̯ s ɔ
pydredd	p ə d r a ð
pydredd	p ə d r ɛ ð
pydru	p ə d r ɨ̞
pyg	p ɨː ɡ
pyglyd	p ə ɡ l ɨ̞ d
pyjamas	p ə d͡ʒ a m a s
pyliau	p ə l j a
pyliau	p ə l j a ɨ̯
pyliau	p ə l j ɛ
pylor	p ə l ɔ r
pylu	p ə l ɨ
pymtheg	p ə m θ a ɡ
pymtheg	p ə m θ ɛ ɡ
pymthegfed	p ə m θ ɛ ɡ v a d
pymthegfed	p ə m θ ɛ ɡ v ɛ d
pymthegnos	p ə m θ ɛ ɡ n ɔ s
pyramid	p ɨ̞ r a m ɪ d
pyrwydd	p ɨ̞ r w ɨ̞ ð
pys	p ɨː s
pysen	p ə s a n
pysen	p ə s ɛ n
pysgadain	p ə s ɡ a d a i̯ n
pysgod	p ə s ɡ ɔ d
pysgodfa	p ə s ɡ ɔ d v a
pysgodle	p ə s ɡ ɔ d l ɛ
pysgodyn	p ə s ɡ ɔ d ɨ̞ n
pysgota	p ə s ɡ ɔ t a
pysgotwr	p ə s ɡ ɔ t ʊ r
pythefnos	p ə θ ɛ v n ɔ s
pâl	p aː l
pâr	p aː r
pêl	p eː l
pêr	p eː r
pìn	p ɪ n
pŵer	p ʊ a r
pŵer	p ʊ ɛ r
pŵl	p uː l
pỳg	p ə ɡ
rabi	r a b i
raced	r a k ɛ d
rad	r aː d
radio	r a d j ɔ
radiwm	r a d j ʊ m
radon	r a d ɔ n
radwla	r a d ʊ l a
raff	r aː f
rai	r a i̯
randibŵ	r a n d ɪ b uː
ras	r aː s
rasel	r a s a l
rasel	r a s ɛ l
raser	r a s ɛ r
rasys	r a s ɨ̞ s
rech	r eː χ
record	r ɛ k ɔ r d
recordiad	r ɛ k ɔ r d j a d
recordio	r ɛ k ɔ r d j ɔ
recriwtiaid	r ɛ k r ɪ u̯ t j a i̯ d
recriwtiaid	r ɛ k r ɪ u̯ t j ɛ d
recríwt	r ɛ k r ɪ u̯ t
redais	r ɛ d a i̯ s
redais	r ɛ d ɛ s
redaist	r ɛ d a i̯ s d
redaist	r ɛ d ɛ s d
redeg	r ɛ d a ɡ
redeg	r ɛ d ɛ ɡ
rediad	r ɛ d j a d
rediadau	r ɛ d j a d a
rediadau	r ɛ d j a d a ɨ̯
rediadau	r ɛ d j a d ɛ
redoch	r ɛ d ɔ χ
redodd	r ɛ d ɔ ð
redon	r ɛ d ɔ n
regen	r ɛ ɡ ɛ n
regennod	r ɛ ɡ ɛ n ɔ d
regi	r ɛ ɡ i
reiat	r e i̯ a t
reis	r e i̯ s
reit	r e i̯ t
reolaeth	r ɛ ɔ l a ɨ̯ θ
restr	r ɛ s d r
rew	r eː u̯
rewgell	r ɛ u̯ ɡ ɛ ɬ
rewi	r ɛ u̯ i
rhacs	r̥ a k s
rhad	r̥ aː d
rhadlon	r̥ a d l ɔ n
rhaeadr	r̥ e ɨ̯ a d r
rhaff	r̥ aː f
rhafn	r̥ a v n
rhafnwydd	r̥ a v n w ɨ̞ ð
rhag	r̥ a ɡ
rhagddodiad	r̥ a ɡ ð ɔ d j a d
rhagdybiaeth	r̥ a ɡ d ə b j a ɨ̯ θ
rhagdybiaeth	r̥ a ɡ d ə b j ɛ θ
rhagenw	r̥ a ɡ ɛ n u
rhai	r̥ a i̯
rhan	r̥ a n
rhanbarthau	r̥ a m b a r θ a
rhanbarthau	r̥ a m b a r θ ɛ
rhanbarthau	r̥ a n b a r θ a ɨ̯
rhanddeiliad	r̥ a n ð e i̯ l j a d
rhanddeiliaid	r̥ a n ð e i̯ l j a i̯ d
rhanddeiliaid	r̥ a n ð e i̯ l j ɛ d
rhandy	r̥ a n d ɨ̞
rhannu	r̥ a n ɨ̞
rhathu	r̥ a θ ɨ̞
rhaw	r̥ aː u̯
rhawch	r̥ a u̯ χ
rhawiau	r̥ a u̯ j a
rhawiau	r̥ a u̯ j a ɨ̯
rhawiau	r̥ a u̯ j ɛ
rhawn	r̥ a u̯ n
rhech	r̥ eː χ
rheda	r̥ ɛ d a
rhedais	r̥ ɛ d a i̯ s
rhedais	r̥ ɛ d ɛ s
rhedaist	r̥ ɛ d a i̯ s d
rhedaist	r̥ ɛ d ɛ s d
rhediadau	r̥ ɛ d j a d a
rhediadau	r̥ ɛ d j a d a ɨ̯
rhediadau	r̥ ɛ d j a d ɛ
rhedoch	r̥ ɛ d ɔ χ
rhedodd	r̥ ɛ d ɔ ð
rhedon	r̥ ɛ d ɔ n
rhedwch	r̥ ɛ d ʊ χ
rhedyn	r̥ ɛ d ɨ̞ n
