A	ʔ aː ˧˧
trá	ʈ aː ˨˩˦
trá hàng	ʈ aː ˨˩˦ h aː ŋ ˦˩
trá hình	ʈ aː ˨˩˦ h ɨ n ˦˩
trác tuyệt	ʈ aː k̚ ˦˧˥ t w i ə k̚ ˨˩ ʔ
trách	ʈ a t̚ ˦˧˥
trách móc	ʈ a t̚ ˦˧˥ m a w k͡p̚ ˦˧˥
trách mắng	ʈ a t̚ ˦˧˥ m a ŋ ˦˧˥
trách nhiệm	ʈ a t̚ ˦˧˥ ɲ i ə m ˨˩ ʔ
trái	ʈ aː j ˨˩˦
trái cây	ʈ aː j ˨˩˦ k ə j ˧˧
trái cấm	ʈ aː j ˨˩˦ k ə m ˦˧˥
trái khoán	ʈ aː j ˨˩˦ kʰ w aː ŋ ˦˧˥
trái khoáy	ʈ aː j ˨˩˦ kʰ w a j ˨˩˦
trái lại	ʈ aː j ˨˩˦ l aː j ˨˩ ʔ
trái ngang	ʈ aː j ˨˩˦ ŋ aː ŋ ˧˧
trái nghĩa	ʈ aː j ˨˩˦ ŋ i ə ˧˨
trái ngược	ʈ aː j ˨˩˦ ŋ ɨ ə k̚ ˨˩ ʔ
trái phiếu	ʈ aː j ˨˩˦ f i w ˨˩˦
trái phá	ʈ aː j ˨˩˦ f aː ˨˩˦
trái phép	ʈ aː j ˨˩˦ f ɛ p̚ ˦˧˥
trái tim	ʈ aː j ˨˩˦ t i m ˧˧
trái tim bàn tay	ʈ aː j ˨˩˦ t i m ˧˧ ʔ ɓ aː ŋ ˦˩ t a j ˧˧
trái tim ngón tay	ʈ aː j ˨˩˦ t i m ˧˧ ŋ ɔ ŋ ˦˧˥ t a j ˧˧
trái với	ʈ aː j ˨˩˦ v əː j ˨˩˦
trái xoan	ʈ aː j ˨˩˦ s w aː ŋ ˧˧
trám	ʈ aː m ˦˧˥
trán	ʈ aː ŋ ˦˧˥
tráng	ʈ aː ŋ ˦˧˥
tráng chí	ʈ aː ŋ ˦˧˥ t͡ɕ ɪ j ˨˩˦
tráng kiện	ʈ aː ŋ ˦˧˥ k i ə ŋ ˨˩ ʔ
tráng lệ	ʈ aː ŋ ˦˧˥ l e j ˨˩ ʔ
tráng miệng	ʈ aː ŋ ˦˧˥ m i ə ŋ ˨˩ ʔ
tráng sĩ	ʈ aː ŋ ˦˧˥ s ɪ j ˧˨
tráng sĩ	ʈ aː ŋ ˦˧˥ ʂ ɪ j ˧˨
tránh	ʈ ɛ ɲ ˦˧˥
tránh ra	ʈ ɛ ɲ ˦˧˥ ʐ aː ˧˧
tránh vỏ dưa gặp vỏ dừa	ʈ ɛ ɲ ˦˧˥ v ɔ ˧˨ j ɨ ə ˧˧ ɣ a p̚ ˨˩ ʔ v ɔ ˧˨ j ɨ ə ˦˩
tránh xa	ʈ ɛ ɲ ˦˧˥ s aː ˧˧
tráo	ʈ aː w ˨˩˦
tráo trở	ʈ aː w ˨˩˦ ʈ əː ˧˨
tráo đổi	ʈ aː w ˨˩˦ ʔ ɗ o j ˧˨
tráp	ʈ aː p̚ ˦˧˥
trát	ʈ aː k̚ ˦˧˥
trâm	ʈ ə m ˧˧
trâm bầu	ʈ ə m ˧˧ ʔ ɓ ə w ˦˩
trân	ʈ ə ŋ ˧˧
trân châu	ʈ ə ŋ ˧˧ t͡ɕ ə w ˧˧
trân quý	ʈ ə ŋ ˧˧ k w ɪ j ˨˩˦
trân trọng	ʈ ə ŋ ˧˧ ʈ a w ŋ͡m ˨˩ ʔ
trân trọng	ʈ ə ŋ ˧˧ ʈ ɔ ŋ ˨˩ ʔ
trân trối	ʈ ə ŋ ˧˧ ʈ o j ˨˩˦
trâng tráo	ʈ ə ŋ ˧˧ ʈ aː w ˨˩˦
trâu	ʈ ə w ˧˧
trâu buộc ghét trâu ăn	ʈ ə w ˧˧ ʔ ɓ u ə k̚ ˨˩ ʔ ɣ ɛ t̚ ˦˧˥ ʈ ə w ˧˧ ʔ a ŋ ˧˧
trâu bò	ʈ ə w ˧˧ ʔ ɓ ɔ ˦˩
trâu già gặm cỏ non	ʈ ə w ˧˧ j aː ˦˩ ɣ a m ˨˩ ʔ k ɔ ˧˨ n ɔ ŋ ˧˧
trâu nước	ʈ ə w ˧˧ n ɨ ə k̚ ˦˧˥
trây lười	ʈ ə j ˧˧ l ɨ j ˦˩
trã	ʈ aː ˧˨
trèo	ʈ ɛ w ˦˩
trèo cao té đau	ʈ ɛ w ˦˩ k aː w ˧˧ t ɛ ˨˩˦ ʔ ɗ a w ˧˧
trèo cây	ʈ ɛ w ˦˩ k ə j ˧˧
tré	ʈ ɛ ˨˩˦
trét	ʈ ɛ t̚ ˦˧˥
trên	ʈ e n ˧˧
trên dưới	ʈ e n ˧˧ j ɨ j ˨˩˦
trên không	ʈ e n ˧˧ kʰ ə w ŋ͡m ˧˧
trên mạng	ʈ e n ˧˧ m aː ŋ ˨˩ ʔ
trêu	ʈ e w ˧˧
trêu chọc	ʈ e w ˧˧ t͡ɕ a w k͡p̚ ˨˩ ʔ
trêu ghẹo	ʈ e w ˧˧ ɣ ɛ w ˨˩ ʔ
trêu ngươi	ʈ e w ˧˧ ŋ ɨ j ˧˧
trì	ʈ ɪ j ˦˩
trì hoãn	ʈ ɪ j ˦˩ h w aː ŋ ˧˨
trì trệ	ʈ ɪ j ˦˩ ʈ e j ˨˩ ʔ
trì tục	ʈ ɪ j ˦˩ t ʊ w k͡p̚ ˨˩ ʔ
trì độn	ʈ ɪ j ˦˩ ʔ ɗ o ŋ ˨˩ ʔ
trình	ʈ ɨ n ˦˩
trình bày	ʈ ɨ n ˦˩ ʔ ɓ a j ˦˩
trình báo	ʈ ɨ n ˦˩ ʔ ɓ aː w ˨˩˦
trình bệnh	ʈ ɨ n ˦˩ ʔ ɓ e n ˨˩ ʔ
trình chiếu	ʈ ɨ n ˦˩ t͡ɕ i w ˨˩˦
trình cắm	ʈ ɨ n ˦˩ k a m ˦˧˥
trình diễn	ʈ ɨ n ˦˩ j i ə ŋ ˧˨
trình duyệt	ʈ ɨ n ˦˩ j w i ə k̚ ˨˩ ʔ
trình dược viên	ʈ ɨ n ˦˩ j ɨ ə k̚ ˨˩ ʔ v i ə ŋ ˧˧
trình làng	ʈ ɨ n ˦˩ l aː ŋ ˦˩
trình tự	ʈ ɨ n ˦˩ t ɨ ˨˩ ʔ
trình đơn	ʈ ɨ n ˦˩ ʔ ɗ əː ŋ ˧˧
trình độ	ʈ ɨ n ˦˩ ʔ ɗ o w ˨˩ ʔ
trìu mến	ʈ i w ˦˩ m e n ˦˧˥
trí	ʈ ɪ j ˨˩˦
trí cùng lực kiệt	ʈ ɪ j ˨˩˦ k ʊ w ŋ͡m ˦˩ l ɨ k̚ ˨˩ ʔ k i ə k̚ ˨˩ ʔ
trí dục	ʈ ɪ j ˨˩˦ j ʊ w k͡p̚ ˨˩ ʔ
trí giả	ʈ ɪ j ˨˩˦ j aː ˧˨
trí khôn	ʈ ɪ j ˨˩˦ kʰ o ŋ ˧˧
trí lự	ʈ ɪ j ˨˩˦ l ɨ ˨˩ ʔ
trí lực	ʈ ɪ j ˨˩˦ l ɨ k̚ ˨˩ ʔ
trí mạng	ʈ ɪ j ˨˩˦ m aː ŋ ˨˩ ʔ
trí nhớ	ʈ ɪ j ˨˩˦ ɲ əː ˨˩˦
trí não	ʈ ɪ j ˨˩˦ n aː w ˧˨
trí năng	ʈ ɪ j ˨˩˦ n a ŋ ˧˧
trí sĩ	ʈ ɪ j ˨˩˦ s ɪ j ˧˨
trí sĩ	ʈ ɪ j ˨˩˦ ʂ ɪ j ˧˨
trí thuật	ʈ ɪ j ˨˩˦ tʰ w ə k̚ ˨˩ ʔ
trí thức	ʈ ɪ j ˨˩˦ tʰ ɨ k̚ ˦˧˥
trí tri cách vật	ʈ ɪ j ˨˩˦ ʈ ɪ j ˧˧ k a t̚ ˦˧˥ v ə k̚ ˨˩ ʔ
trí trá	ʈ ɪ j ˨˩˦ ʈ aː ˨˩˦
trí tuệ	ʈ ɪ j ˨˩˦ t w e j ˨˩ ʔ
trí tuệ nhân tạo	ʈ ɪ j ˨˩˦ t w e j ˨˩ ʔ ɲ ə ŋ ˧˧ t aː w ˨˩ ʔ
trí tuệ xúc cảm	ʈ ɪ j ˨˩˦ t w e j ˨˩ ʔ s ʊ w k͡p̚ ˦˧˥ k aː m ˧˨
trí tưởng	ʈ ɪ j ˨˩˦ t ɨ ə ŋ ˧˨
trí tưởng tượng	ʈ ɪ j ˨˩˦ t ɨ ə ŋ ˧˨ t ɨ ə ŋ ˨˩ ʔ
trí tử	ʈ ɪ j ˨˩˦ t ɨ ˧˨
trí xảo	ʈ ɪ j ˨˩˦ s aː w ˧˨
trí óc	ʈ ɪ j ˨˩˦ ʔ a w k͡p̚ ˦˧˥
trích	ʈ ɨ t̚ ˦˧˥
trích dẫn	ʈ ɨ t̚ ˦˧˥ j ə ŋ ˧˨
trích lập	ʈ ɨ t̚ ˦˧˥ l ə p̚ ˨˩ ʔ
trò	ʈ ɔ ˦˩
trò chuyện	ʈ ɔ ˦˩ t͡ɕ w i ə ŋ ˨˩ ʔ
trò chơi	ʈ ɔ ˦˩ t͡ɕ əː j ˧˧
trò chơi nhịp điệu	ʈ ɔ ˦˩ t͡ɕ əː j ˧˧ ɲ i p̚ ˨˩ ʔ ʔ ɗ i w ˨˩ ʔ
trò chơi điện tử	ʈ ɔ ˦˩ t͡ɕ əː j ˧˧ ʔ ɗ i ə ŋ ˨˩ ʔ t ɨ ˧˨
trò hề	ʈ ɔ ˦˩ h e j ˦˩
trò nhời	ʈ ɔ ˦˩ ɲ əː j ˦˩
trò trống	ʈ ɔ ˦˩ ʈ ə w ŋ͡m ˦˧˥
tròn	ʈ ɔ ŋ ˦˩
tròn quay	ʈ ɔ ŋ ˦˩ k w a j ˧˧
tròn trĩnh	ʈ ɔ ŋ ˦˩ ʈ ɨ n ˧˨
tròn trịa	ʈ ɔ ŋ ˦˩ ʈ i ə ˨˩ ʔ
tròn xoe	ʈ ɔ ŋ ˦˩ s w ɛ ˧˧
tróc	ʈ a w k͡p̚ ˦˧˥
tróc nã	ʈ a w k͡p̚ ˦˧˥ n aː ˧˨
trói	ʈ ɔ j ˨˩˦
trói buộc	ʈ ɔ j ˨˩˦ ʔ ɓ u ə k̚ ˨˩ ʔ
trót	ʈ ɔ k̚ ˦˧˥
trùn	ʈ u n ˦˩
trăm	ʈ a m ˧˧
trăm họ	ʈ a m ˧˧ h ɔ ˨˩ ʔ
trăm nghe không bằng mắt thấy	ʈ a m ˧˧ ŋ ɛ ˧˧ kʰ ə w ŋ͡m ˧˧ ʔ ɓ a ŋ ˦˩ m a k̚ ˦˧˥ tʰ ə j ˨˩˦
trăm năm	ʈ a m ˧˧ n a m ˧˧
trăm phần trăm	ʈ a m ˧˧ f ə ŋ ˦˩ ʈ a m ˧˧
trăm trận trăm thắng	ʈ a m ˧˧ ʈ ə ŋ ˨˩ ʔ ʈ a m ˧˧ tʰ a ŋ ˦˧˥
trăn	ʈ a ŋ ˧˧
trăn trở	ʈ a ŋ ˧˧ ʈ əː ˧˨
trăng	ʈ a ŋ ˧˧
trăng hoa	ʈ a ŋ ˧˧ h w aː ˧˧
trăng mật	ʈ a ŋ ˧˧ m ə k̚ ˨˩ ʔ
trăng non	ʈ a ŋ ˧˧ n ɔ ŋ ˧˧
trăng tròn	ʈ a ŋ ˧˧ ʈ ɔ ŋ ˦˩
trăng trối	ʈ a ŋ ˧˧ ʈ o j ˨˩˦
trĩ	ʈ ɪ j ˧˨
trĩ đỏ	ʈ ɪ j ˧˨ ʔ ɗ ɔ ˧˨
trĩu	ʈ i w ˧˨
trướng	ʈ ɨ ə ŋ ˦˧˥
trường tiểu học	ʈ ɨ ə ŋ ˦˩ t i w ˧˨ h a w k͡p̚ ˨˩ ʔ
trường trung học	ʈ ɨ ə ŋ ˦˩ ʈ ʊ w ŋ͡m ˧˧ h a w k͡p̚ ˨˩ ʔ
trường trung học cơ sở	ʈ ɨ ə ŋ ˦˩ ʈ ʊ w ŋ͡m ˧˧ h a w k͡p̚ ˨˩ ʔ k əː ˧˧ s əː ˧˨
trường trung học cơ sở	ʈ ɨ ə ŋ ˦˩ ʈ ʊ w ŋ͡m ˧˧ h a w k͡p̚ ˨˩ ʔ k əː ˧˧ ʂ əː ˧˨
trường trung học phổ thông	ʈ ɨ ə ŋ ˦˩ ʈ ʊ w ŋ͡m ˧˧ h a w k͡p̚ ˨˩ ʔ f o w ˧˨ tʰ ə w ŋ͡m ˧˧
trường tồn	ʈ ɨ ə ŋ ˦˩ t o ŋ ˦˩
trường vốn	ʈ ɨ ə ŋ ˦˩ v o ŋ ˦˧˥
trưởng	ʈ ɨ ə ŋ ˧˨
trưởng công chúa	ʈ ɨ ə ŋ ˧˨ k ə w ŋ͡m ˧˧ t͡ɕ u ə ˨˩˦
trưởng giả	ʈ ɨ ə ŋ ˧˨ j aː ˧˨
trưởng họ	ʈ ɨ ə ŋ ˧˨ h ɔ ˨˩ ʔ
trưởng nam	ʈ ɨ ə ŋ ˧˨ n aː m ˧˧
trưởng nữ	ʈ ɨ ə ŋ ˧˨ n ɨ ˧˨
trưởng thành	ʈ ɨ ə ŋ ˧˨ tʰ ɛ ɲ ˦˩
trưởng thượng	ʈ ɨ ə ŋ ˧˨ tʰ ɨ ə ŋ ˨˩ ʔ
trượng	ʈ ɨ ə ŋ ˨˩ ʔ
trượng phu	ʈ ɨ ə ŋ ˨˩ ʔ f ʊ w ˧˧
trượt	ʈ ɨ ə k̚ ˨˩ ʔ
trượt băng	ʈ ɨ ə k̚ ˨˩ ʔ ʔ ɓ a ŋ ˧˧
trượt nước	ʈ ɨ ə k̚ ˨˩ ʔ n ɨ ə k̚ ˦˧˥
trượt tuyết	ʈ ɨ ə k̚ ˨˩ ʔ t w i ə k̚ ˦˧˥
trượt ván	ʈ ɨ ə k̚ ˨˩ ʔ v aː ŋ ˦˧˥
trượt vỏ chuối	ʈ ɨ ə k̚ ˨˩ ʔ v ɔ ˧˨ t͡ɕ u j ˨˩˦
trạ	ʈ aː ˨˩ ʔ
trạc	ʈ aː k̚ ˨˩ ʔ
trại	ʈ aː j ˨˩ ʔ
trại giam	ʈ aː j ˨˩ ʔ j aː m ˧˧
trại tập trung	ʈ aː j ˨˩ ʔ t ə p̚ ˨˩ ʔ ʈ ʊ w ŋ͡m ˧˧
trại âm	ʈ aː j ˨˩ ʔ ʔ ə m ˧˧
trạm	ʈ aː m ˨˩ ʔ
trạm xe buýt	ʈ aː m ˨˩ ʔ s ɛ ˧˧ ʔ ɓ w ɨ t̚ ˦˧˥
trạm xá	ʈ aː m ˨˩ ʔ s aː ˨˩˦
trạng	ʈ aː ŋ ˨˩ ʔ
trạng huống	ʈ aː ŋ ˨˩ ʔ h u ə ŋ ˦˧˥
trạng nguyên	ʈ aː ŋ ˨˩ ʔ ŋ w i ə ŋ ˧˧
trạng ngữ	ʈ aː ŋ ˨˩ ʔ ŋ ɨ ˧˨
trạng sư	ʈ aː ŋ ˨˩ ʔ s ɨ ˧˧
trạng sư	ʈ aː ŋ ˨˩ ʔ ʂ ɨ ˧˧
trạng thái	ʈ aː ŋ ˨˩ ʔ tʰ aː j ˨˩˦
trạng từ	ʈ aː ŋ ˨˩ ʔ t ɨ ˦˩
trạng từ chỉ mức độ	ʈ aː ŋ ˨˩ ʔ t ɨ ˦˩ t͡ɕ ɪ j ˧˨ m ɨ k̚ ˦˧˥ ʔ ɗ o w ˨˩ ʔ
trạnh	ʈ ɛ ɲ ˨˩ ʔ
trả	ʈ aː ˧˨
trả giá	ʈ aː ˧˨ j aː ˨˩˦
trả góp	ʈ aː ˧˨ ɣ ɔ p̚ ˦˧˥
trả lại	ʈ aː ˧˨ l aː j ˨˩ ʔ
trả lời	ʈ aː ˧˨ l əː j ˦˩
trả thù	ʈ aː ˧˨ tʰ ʊ w ˦˩
trả treo	ʈ aː ˧˨ ʈ ɛ w ˧˧
trả đũa	ʈ aː ˧˨ ʔ ɗ u ə ˧˨
trải	ʈ aː j ˧˨
trải lòng	ʈ aː j ˧˨ l a w ŋ͡m ˦˩
trải lòng	ʈ aː j ˧˨ l ɔ ŋ ˦˩
trải nghiệm	ʈ aː j ˧˨ ŋ i ə m ˨˩ ʔ
trải qua	ʈ aː j ˧˨ k w aː ˧˧
trảm	ʈ aː m ˧˨
trảng	ʈ aː ŋ ˧˨
trảu	ʈ a w ˧˨
trảy	ʈ a j ˧˨
trấn	ʈ ə ŋ ˦˧˥
trấn an	ʈ ə ŋ ˦˧˥ ʔ aː ŋ ˧˧
trấn lột	ʈ ə ŋ ˦˧˥ l o k̚ ˨˩ ʔ
trấn nhậm	ʈ ə ŋ ˦˧˥ ɲ ə m ˨˩ ʔ
trấn thủ	ʈ ə ŋ ˦˧˥ tʰ ʊ w ˧˨
trấn tĩnh	ʈ ə ŋ ˦˧˥ t ɨ n ˧˨
trấn áp	ʈ ə ŋ ˦˧˥ ʔ aː p̚ ˦˧˥
trấu	ʈ ə w ˨˩˦
trầm	ʈ ə m ˦˩
trầm cảm	ʈ ə m ˦˩ k aː m ˧˨
trầm hương	ʈ ə m ˦˩ h ɨ ə ŋ ˧˧
trầm kha	ʈ ə m ˦˩ kʰ aː ˧˧
trầm luân	ʈ ə m ˦˩ l w ə ŋ ˧˧
trầm lặng	ʈ ə m ˦˩ l a ŋ ˨˩ ʔ
trầm mình	ʈ ə m ˦˩ m ɨ n ˦˩
trầm mặc	ʈ ə m ˦˩ m a k̚ ˨˩ ʔ
trầm ngâm	ʈ ə m ˦˩ ŋ ə m ˧˧
trầm trọng	ʈ ə m ˦˩ ʈ a w ŋ͡m ˨˩ ʔ
trầm trọng	ʈ ə m ˦˩ ʈ ɔ ŋ ˨˩ ʔ
trầm trồ	ʈ ə m ˦˩ ʈ o w ˦˩
trầm tích	ʈ ə m ˦˩ t ɨ t̚ ˦˧˥
trầm tính	ʈ ə m ˦˩ t ɨ n ˦˧˥
trầm tĩnh	ʈ ə m ˦˩ t ɨ n ˧˨
trầm tư	ʈ ə m ˦˩ t ɨ ˧˧
trầm tư mặc tưởng	ʈ ə m ˦˩ t ɨ ˧˧ m a k̚ ˨˩ ʔ t ɨ ə ŋ ˧˨
trần	ʈ ə ŋ ˦˩
trần ai	ʈ ə ŋ ˦˩ ʔ aː j ˧˧
trần bì	ʈ ə ŋ ˦˩ ʔ ɓ ɪ j ˦˩
trần gian	ʈ ə ŋ ˦˩ j aː ŋ ˧˧
trần thuật	ʈ ə ŋ ˦˩ tʰ w ə k̚ ˨˩ ʔ
trần thế	ʈ ə ŋ ˦˩ tʰ e j ˨˩˦
trần truồng	ʈ ə ŋ ˦˩ ʈ u ə ŋ ˦˩
trần trụi	ʈ ə ŋ ˦˩ ʈ u j ˨˩ ʔ
trầng	ʈ ə ŋ ˦˩
trầu	ʈ ə w ˦˩
trầu cau	ʈ ə w ˦˩ k a w ˧˧
trầu không	ʈ ə w ˦˩ kʰ ə w ŋ͡m ˧˧
trầy	ʈ ə j ˦˩
trầy trật	ʈ ə j ˦˩ ʈ ə k̚ ˨˩ ʔ
trầy trụa	ʈ ə j ˦˩ ʈ u ə ˨˩ ʔ
trẩu	ʈ ə w ˧˨
trẩy	ʈ ə j ˧˨
trẫm	ʈ ə m ˧˨
trẫm mình	ʈ ə m ˧˨ m ɨ n ˦˩
trận	ʈ ə ŋ ˨˩ ʔ
trận cầu	ʈ ə ŋ ˨˩ ʔ k ə w ˦˩
trận thế	ʈ ə ŋ ˨˩ ʔ tʰ e j ˨˩˦
trận vong	ʈ ə ŋ ˨˩ ʔ v a w ŋ͡m ˧˧
trận vong	ʈ ə ŋ ˨˩ ʔ v ɔ ŋ ˧˧
trận đánh	ʈ ə ŋ ˨˩ ʔ ʔ ɗ ɛ ɲ ˦˧˥
trận đấu	ʈ ə ŋ ˨˩ ʔ ʔ ɗ ə w ˨˩˦
trận địa	ʈ ə ŋ ˨˩ ʔ ʔ ɗ i ə ˨˩ ʔ
trận địa pháo	ʈ ə ŋ ˨˩ ʔ ʔ ɗ i ə ˨˩ ʔ f aː w ˨˩˦
trập trùng	ʈ ə p̚ ˨˩ ʔ ʈ ʊ w ŋ͡m ˦˩
trật	ʈ ə k̚ ˨˩ ʔ
trật lất	ʈ ə k̚ ˨˩ ʔ l ə k̚ ˦˧˥
trật tự	ʈ ə k̚ ˨˩ ʔ t ɨ ˨˩ ʔ
trắc	ʈ a k̚ ˦˧˥
trắc diện	ʈ a k̚ ˦˧˥ j i ə ŋ ˨˩ ʔ
trắc nghiệm	ʈ a k̚ ˦˧˥ ŋ i ə m ˨˩ ʔ
trắc trở	ʈ a k̚ ˦˧˥ ʈ əː ˧˨
trắc ẩn	ʈ a k̚ ˦˧˥ ʔ ə ŋ ˧˨
trắm	ʈ a m ˦˧˥
trắng	ʈ a ŋ ˦˧˥
trắng bệch	ʈ a ŋ ˦˧˥ ʔ ɓ e t̚ ˨˩ ʔ
trắng bốp	ʈ a ŋ ˦˧˥ ʔ ɓ o p̚ ˦˧˥
trắng dã	ʈ a ŋ ˦˧˥ j aː ˧˨
trắng hếu	ʈ a ŋ ˦˧˥ h e w ˨˩˦
trắng lốp	ʈ a ŋ ˦˧˥ l o p̚ ˦˧˥
trắng muốt	ʈ a ŋ ˦˧˥ m u ə k̚ ˦˧˥
trắng mịn	ʈ a ŋ ˦˧˥ m i n ˨˩ ʔ
trắng tay	ʈ a ŋ ˦˧˥ t a j ˧˧
trắng toát	ʈ a ŋ ˦˧˥ t w aː k̚ ˦˧˥
trắng trẻo	ʈ a ŋ ˦˧˥ ʈ ɛ w ˧˨
trắng trợn	ʈ a ŋ ˦˧˥ ʈ əː ŋ ˨˩ ʔ
trắng xoá	ʈ a ŋ ˦˧˥ s w aː ˨˩˦
trắng án	ʈ a ŋ ˦˧˥ ʔ aː ŋ ˦˧˥
trằm	ʈ a m ˦˩
trằn trọc	ʈ a ŋ ˦˩ ʈ a w k͡p̚ ˨˩ ʔ
trặc	ʈ a k̚ ˨˩ ʔ
trẹc	ʈ ɛ k̚ ˨˩ ʔ
trẹo	ʈ ɛ w ˨˩ ʔ
trẻ	ʈ ɛ ˧˨
trẻ con	ʈ ɛ ˧˨ k ɔ ŋ ˧˧
trẻ em	ʈ ɛ ˧˨ ʔ ɛ m ˧˧
trẻ măng	ʈ ɛ ˧˨ m a ŋ ˧˧
trẻ sơ sinh	ʈ ɛ ˧˨ s əː ˧˧ s ɨ n ˧˧
trẻ sơ sinh	ʈ ɛ ˧˨ ʂ əː ˧˧ ʂ ɨ n ˧˧
trẻ thơ	ʈ ɛ ˧˨ tʰ əː ˧˧
trẻ trung	ʈ ɛ ˧˨ ʈ ʊ w ŋ͡m ˧˧
trẻ trâu	ʈ ɛ ˧˨ ʈ ə w ˧˧
trẽn	ʈ ɛ ŋ ˧˨
trề	ʈ e j ˦˩
trển	ʈ e n ˧˨
trễ	ʈ e j ˧˨
trễ tràng	ʈ e j ˧˨ ʈ aː ŋ ˦˩
trệch	ʈ e t̚ ˨˩ ʔ
trệt	ʈ e t̚ ˨˩ ʔ
trỉa	ʈ i ə ˧˨
trị	ʈ ɪ j ˨˩ ʔ
trị an	ʈ ɪ j ˨˩ ʔ ʔ aː ŋ ˧˧
trị giá	ʈ ɪ j ˨˩ ʔ j aː ˨˩˦
trị liệu	ʈ ɪ j ˨˩ ʔ l i w ˨˩ ʔ
trị số	ʈ ɪ j ˨˩ ʔ s o w ˨˩˦
trị số	ʈ ɪ j ˨˩ ʔ ʂ o w ˨˩˦
trị thuỷ	ʈ ɪ j ˨˩ ʔ tʰ w ɪ j ˧˨
trị vì	ʈ ɪ j ˨˩ ʔ v ɪ j ˦˩
trịch thượng	ʈ ɨ t̚ ˨˩ ʔ tʰ ɨ ə ŋ ˨˩ ʔ
trịnh trọng	ʈ ɨ n ˨˩ ʔ ʈ a w ŋ͡m ˨˩ ʔ
trịnh trọng	ʈ ɨ n ˨˩ ʔ ʈ ɔ ŋ ˨˩ ʔ
trọ	ʈ ɔ ˨˩ ʔ
trọc	ʈ a w k͡p̚ ˨˩ ʔ
trọc lốc	ʈ a w k͡p̚ ˨˩ ʔ l ə w k͡p̚ ˦˧˥
trọc phú	ʈ a w k͡p̚ ˨˩ ʔ f ʊ w ˨˩˦
trọi	ʈ ɔ j ˨˩ ʔ
trọn	ʈ ɔ ŋ ˨˩ ʔ
trọn gói	ʈ ɔ ŋ ˨˩ ʔ ɣ ɔ j ˨˩˦
trọn vẹn	ʈ ɔ ŋ ˨˩ ʔ v ɛ ŋ ˨˩ ʔ
trỏ	ʈ ɔ ˧˨
trừu	ʈ ɨ w ˦˩
trừu tượng	ʈ ɨ w ˦˩ t ɨ ə ŋ ˨˩ ʔ
trừu tượng hoá	ʈ ɨ w ˦˩ t ɨ ə ŋ ˨˩ ʔ h w aː ˨˩˦
tu	t ʊ w ˧˧
tu chí	t ʊ w ˧˧ t͡ɕ ɪ j ˨˩˦
tu chính	t ʊ w ˧˧ t͡ɕ ɨ n ˦˧˥
tu chính án	t ʊ w ˧˧ t͡ɕ ɨ n ˦˧˥ ʔ aː ŋ ˦˧˥
tu dưỡng	t ʊ w ˧˧ j ɨ ə ŋ ˧˨
tu huýt	t ʊ w ˧˧ h w ɨ t̚ ˦˧˥
tu hài	t ʊ w ˧˧ h aː j ˦˩
tu hành	t ʊ w ˧˧ h ɛ ɲ ˦˩
tu hú	t ʊ w ˧˧ h ʊ w ˨˩˦
tu nghiệp	t ʊ w ˧˧ ŋ i ə p̚ ˨˩ ʔ
tu sĩ	t ʊ w ˧˧ s ɪ j ˧˨
tu sĩ	t ʊ w ˧˧ ʂ ɪ j ˧˨
tu sức	t ʊ w ˧˧ s ɨ k̚ ˦˧˥
tu sức	t ʊ w ˧˧ ʂ ɨ k̚ ˦˧˥
tu sửa	t ʊ w ˧˧ s ɨ ə ˧˨
tu sửa	t ʊ w ˧˧ ʂ ɨ ə ˧˨
tu thành chính quả	t ʊ w ˧˧ tʰ ɛ ɲ ˦˩ t͡ɕ ɨ n ˦˧˥ k w aː ˧˨
tu từ	t ʊ w ˧˧ t ɨ ˦˩
tu từ học	t ʊ w ˧˧ t ɨ ˦˩ h a w k͡p̚ ˨˩ ʔ
tu viện	t ʊ w ˧˧ v i ə ŋ ˨˩ ʔ
tu xuất	t ʊ w ˧˧ s w ə k̚ ˦˧˥
tua	t u ə ˧˧
tua bin	t u ə ˧˧ ʔ ɓ i n ˧˧
tua rua	t u ə ˧˧ ʐ u ə ˧˧
tui	t u j ˧˧
tuli	t ʊ w ˧˧ l ɪ j ˧˧
tulip	t ʊ w ˧˧ l i p̚ ˦˧˥
tum	t u m ˧˧
tung	t ʊ w ŋ͡m ˧˧
tung hoành	t ʊ w ŋ͡m ˧˧ h w ɛ ɲ ˦˩
tung hô	t ʊ w ŋ͡m ˧˧ h o w ˧˧
tung hứng	t ʊ w ŋ͡m ˧˧ h ɨ ŋ ˦˧˥
tung tích	t ʊ w ŋ͡m ˧˧ t ɨ t̚ ˦˧˥
tung tăng	t ʊ w ŋ͡m ˧˧ t a ŋ ˧˧
tung tẩy	t ʊ w ŋ͡m ˧˧ t ə j ˧˨
tung độ	t ʊ w ŋ͡m ˧˧ ʔ ɗ o w ˨˩ ʔ
tuy	t w ɪ j ˧˧
tuy nhiên	t w ɪ j ˧˧ ɲ i ə ŋ ˧˧
tuy rằng	t w ɪ j ˧˧ ʐ a ŋ ˦˩
tuy thế	t w ɪ j ˧˧ tʰ e j ˨˩˦
tuy vậy	t w ɪ j ˧˧ v ə j ˨˩ ʔ
tuyn	t w i n ˧˧
tuyên bố	t w i ə ŋ ˧˧ ʔ ɓ o w ˨˩˦
