A	a
reprimi	r e p r i m i
reproba	r e p r o b a
reprobabil	r e p r o b a b i l
reproduce	r e p r o d u t͡ʃ e
reproducere	r e p r o d u t͡ʃ e r e
reproducție	r e p r o d u k t͡s i e
reprograma	r e p r o ɡ r a m a
republica	r e p u b l i k a
republică	r e p u b l i k ə
repudia	r e p u d i a
repugna	r e p u ɡ n a
reputație	r e p u t a t͡s i e
rescrie	r e s k r i e
resemna	r e s e m n a
respect	r e s p e k t
respecta	r e s p e k t a
respinge	r e s p i n d͡ʒ e
respira	r e s p i r a
respirație	r e s p i r a t͡s i e
responsabiliza	r e s p o n s a b i l i z a
rest	r e s t
retina	r e t i n a
retorică	r e t o r i k ə
retrage	r e t r a d͡ʒ e
retras	r e t r a s
reuși	r e u ʃ i
revaloriza	r e v a l o r i z a
reveni	r e v e n i
reveni	r e v e nʲ
revolta	r e v o l t a
rezema	r e z e m a
rezemați	r e z e m a t͡sʲ
rezerva	r e z e r v a
rezervă	r e z e r v ə
rezident	r e z i d e n t
reziduat	r e z i d u a t
rezistibil	r e z i s t i b i l
rezolva	r e z o l v a
rezulta	r e z u l t a
rezultat	r e z u l t a t
rezultate	r e z u l t a t e
reîntoarce	r e ɨ n t o̯ a r t͡ʃ e
reședea	r e ʃ e d e̯ a
reședință	r e ʃ e d i n t͡s ə
rețea	r e t͡s e̯ a
reține	r e t͡s i n e
rid	r i d
ridica	r i d i k a
ridicat	r i d i k a t
ridiche	r i d i k e
rigips	r i d͡ʒ i p s
riglă	r i ɡ l ə
rigă	r i ɡ ə
rinocer	r i n o t͡ʃ e r
risc	r i s k
risca	r i s k a
riscuri	r i s k u rʲ
rivaliza	r i v a l i z a
riveran	r i v e r a n
rizoto	r i z o t o
roade	r o̯ a d e
roată	r o̯ a t ə
rob	r o b
roib	r o j b
roman	r o m a n
romancier	r o m a n t͡ʃ i e r
romb	r o m b
rombic	r o m b i k
român	r o m ɨ n
românesc	r o m ɨ n e s k
românește	r o m ɨ n e ʃ t e
româneștilor	r o m ɨ n e ʃ t i l o r
română	r o m ɨ n ə
ros	r o s
rotație	r o t a t͡s i e
rotocol	r o t o k o l
rotund	r o t u n d
rotunjime	r o t u n ʒ i m e
rotunjit	r o t u n ʒ i t
roz	r o z
rozișor	r o z i ʃ o r
roză	r o z ə
rozător	r o z ə t o r
roșcat	r o ʃ k a t
roșiatic	r o ʃ i a t i k
roșie	r o ʃ i e
roșie	r o ʃ j e
roșu	r o ʃ u
rufos	r u f o s
ruga	r u ɡ a
ruginiu	r u d͡ʒ i n i w
ruina	r u i n a
ruinare	r u i n a r e
ruj	r u ʒ
rumeguș	r u m e ɡ u ʃ
rumegător	r u m e ɡ ə t o r
rumeior	r u m e j o r
rumeor	r u m e o r
rumânesc	r u m ɨ n e s k
runde	r u n d e
rundă	r u n d ə
rupt	r u p t
rus	r u s
ruscism	r u s t͡ʃ i s m
ruse	r u s e
rusofon	r u s o f o n
rusă	r u s ə
rutieră	r u t i e r ə
rutieră	r u t j e r ə
rută	r u t ə
rușina	r u ʃ i n a
rușinat	r u ʃ i n a t
rușinos	r u ʃ i n o s
râde	r ɨ d e
râios	r ɨ j o s
râma	r ɨ m a
râmlenească	r ɨ m l e n e̯ a s k ə
râmlenesc	r ɨ m l e n e s k
râmlenești	r ɨ m l e n e ʃ tʲ
râncaci	r ɨ ŋ k a t͡ʃʲ
rânced	r ɨ n t͡ʃ e d
rând	r ɨ n d
rândaș	r ɨ n d a ʃ
rândui	r ɨ n d u i
rântaș	r ɨ n t a ʃ
rânză	r ɨ n z ə
rână	r ɨ n ə
râpos	r ɨ p o s
râs	r ɨ s
râu	r ɨ w
râuri	r ɨ u r i
râuri	r ɨ u rʲ
râvni	r ɨ v n i
râvnă	r ɨ v n ə
răbda	r ə b d a
răbdare	r ə b d a r e
răbdări	r ə b d ə rʲ
răbdător	r ə b d ə t o r
răceală	r ə t͡ʃ e̯ a l ə
răci	r ə t͡ʃ i
răcni	r ə k n i
răcoare	r ə k o̯ a r e
răget	r ə d͡ʒ e t
răgușeală	r ə ɡ u ʃ e̯ a l ə
răgușit	r ə ɡ u ʃ i t
rămas	r ə m a s
rămași	r ə m a ʃʲ
rămuros	r ə m u r o s
rămâne	r ə m ɨ n e
răpciune	r ə p t͡ʃ u n e
răpi	r ə p i
răpitor	r ə p i t o r
răpiși	r ə p i ʃʲ
răposat	r ə p o s a t
răpănos	r ə p ə n o s
răsfăța	r ə s f ə t͡s a
răsfățat	r ə s f ə t͡s a t
răspicat	r ə s p i k a t
răspund	r ə s p u n d
răspunde	r ə s p u n d e
răsputere	r ə s p u t e r e
răsputeri	r ə s p u t e rʲ
răsucească	r ə s u t͡ʃ a s k ə
răsucește	r ə s u t͡ʃ e ʃ t e
răsuci	r ə s u t͡ʃ i
răsunător	r ə s u n ə t o r
răszice	r ə s z i t͡ʃ e
răsări	r ə s ə r i
rătăcit	r ə t ə t͡ʃ i t
rău	r ə w
răufăcător	r ə w f ə k ə t o r
răutăcios	r ə u t ə t͡ʃʲ o s
răzbate	r ə z b a t e
răzbel	r ə z b e l
război	r ə z b o i
război	r ə z b o j
războinic	r ə z b o j n i k
războli	r ə z b o l i
răzbuna	r ə z b u n a
răzbunător	r ə z b u n ə t o r
răzleț	r ə z l e t͡s
rășinos	r ə ʃ i n o s
rățoi	r ə t͡s o j
s	s
sa	s a
sac	s a k
sacraliza	s a k r a l i z a
sacrament	s a k r a m e n t
sacristan	s a k r i s t a n
saintlucian	s ə n t l u t͡ʃ i a n
saintluciană	s ə n t l u t͡ʃ i a n ə
sal	s a l
sal	s aː l
salam	s a l a m
salamandră	s a l a m a n d r ə
salamură	s a l a m u r ə
salariat	s a l a r i a t
salată	s a l a t ə
salcie	s a l t͡ʃ i e
sale	s a l e
salivă	s a l i v ə
salt	s a l t
salut	s a l u t
saluta	s a l u t a
salva	s a l v a
salve	s a l v e
samoan	s a m o a n
sanctuar	s a ŋ k t u a r
sanie	s a n i e
sapient	s a p i e n t
sapientisim	s a p i e n t i s i m
saponifica	s a p o n i f i k a
sarafan	s a r a f a n
saramură	s a r a m u r ə
sardonix	s a r d o n i k s
sare	s a r e
sarma	s a r m a
sastisi	s a s t i s i
sat	s a t
satanic	s a t a n i k
sataniști	s a t a n i ʃ tʲ
satană	s a t a n ə
satin	s a t i n
satiră	s a t i r ə
satisfăcut	s a t i s f ə k u t
satisfăcător	s a t i s f ə k ə t o r
satura	s a t u r a
saturabil	s a t u r a b i l
saturez	s a t u r e z
satâr	s a t ɨ r
sau	s a w
saudit	s a u d i t
savura	s a v u r a
saxatil	s a k s a t i l
saxon	s a k s o n
sașiu	s a ʃ i w
scaba	s k a b a
scald	s k a l d
scamă	s k a m ə
scandal	s k a n d a l
scandiu	s k a n d j u
sceptic	s t͡ʃ e p t i k
schepsis	s k e p s i s
schilod	s k i l o d
schilodi	s k i l o d i
schimb	s k i m b
schimba	s k i m b a
schimbare	s k i m b a r e
schior	s k i o r
scit	s t͡ʃ i t
sclave	s k l a v e
sclavi	s k l a vʲ
sclavă	s k l a v ə
scoarță	s k o̯ a r t͡s ə
scoate	s k o̯ a t e
scociorî	s k o t͡ʃ o r ɨ
scoici	s k o j t͡ʃʲ
scoică	s k o j k ə
scopi	s c o p i
scorni	s k o r n i
scorpion	s k o r p j o n
scorțișoară	s k o r t s i ʃ o̯ a r ə
scoțian	s k o t͡s i a n
scriitoare	s k r i i t o̯ a r e
scriitor	s k r i i t o r
scrimer	s k r i m e r
scriu	s k r i w
scroafă	s k r o̯ a f ə
scrotalul	s k r o t a l u
scrotalul	s k r o t a l u l
scufunda	s k u f u n d a
scufundat	s k u f u n d a t
scuipat	s k u j p a t
scula	s k u l a
sculptat	s k u l p t a t
sculptor	s k u l p t o r
sculptură	s k u l p t u r ə
scump	s k u m p
scumpișor	s k u m p i ʃ o r
scumpușor	s k u m p u ʃ o r
scund	s k u n d
scurge	s k u r d͡ʒ e
scurt	s k u r t
scurtișor	s k u r t i ʃ o r
scutec	s k u t e k
scânduri	s k ɨ n d u rʲ
scândură	s k ɨ n d u r ə
scânteie	s k ɨ n t e j e
scârbos	s k ɨ r b o s
scălda	s k ə l d a
scăldat	s k ə l d a t
scămos	s k ə m o s
scămoșa	s k ə m o ʃ a
scăpa	s k ə p a
se	s e
seara	s e̯ a r a
searbăd	s e̯ a r b ə d
seară	s e̯ a r ə
sec	s e k
secară	s e k a r ə
secerare	s e t͡ʃ e r a r e
secetă	s e t͡ʃ e t ə
secol	s e k o l
secret	s e k r e t
secretariat	s e k r e t a r i a t
secretor	s e k r e t o r
secreție	s e k r e t͡s i e
sectă	s e k t ə
secul	s e k u
secul	s e k u l
seculariza	s e k u l a r i z a
secundar	s e k u n d a r
secvențial	s e k v e n t͡s i a l
secție	s e k t͡s i e
secțiune	s e k t͡s i u n e
seda	s e d a
sediment	s e d i m e n t
seducere	s e d u t͡ʃ e r e
sefard	s e f a r d
segrega	s e ɡ r e ɡ a
seif	s e i f
seif	s e j f
seismolog	s e i s m o l o ɡ
seismologă	s e i s m o l o ɡ ə
seiz	s e i z
seleniu	s e l e n j u
semafor	s e m a f o r
semicerc	s e m i t͡ʃ e r k
semilegal	s e m i l e ɡ a l
seminifer	s e m i n i f e r
semiotician	s e m i o t i t͡ʃ i a n
semioticiană	s e m i o t i t͡ʃ i a n ə
semn	s e m n
semnalment	s e m n a l m e n t
semnare	s e m n a r e
semnat	s e m n a t
semnificație	s e m n i f i k a t͡s i e
senin	s e n i n
senioral	s e n i o r a l
seniorial	s e n i o r i a l
sentiment	s e n t i m e n t
separa	s e p a r a
sept	s e p t
septembrie	s e p t e m b r i j e
septenar	s e p t e n a r
ser	s e r
seringă	s e r i n ɡ ə
serios	s e r i o s
serval	s e r v a l
servi	s e r v i
servicii	s e r v i t͡ʃ iː
serviciu	s e r v i t͡ʃ j u
serviete	s e r v i e t e
servietă	s e r v i e t ə
servus	s e r v u s
sesiune	s e s i u n e
sesiza	s e s i z a
set	s e t
sete	s e t e
setea	s e t e̯ a
setos	s e t o s
sex	s e k s
sexagesimal	s e k s a d͡ʒ e s i m a l
sexologia	s e k s o l o d͡ʒ i a
sexos	s e k s o s
sextină	s e k s t i n ə
sexualitatea	s e k s u a l i t a t e̯ a
sexualității	s e k s u a l i t ə t s i
sfat	s f a t
sferic	s f e r i k
sferă	s f e r ə
sfeșnic	s f e ʃ n i k
sfințenie	s f i n t͡s e n i e
sfințenie	s f i n t͡s e n j e
sforăi	s f o r ə i
sfârâi	s f ɨ r ɨ i
sfârșitul	s f ɨ r ʃ i t u
sfârșitul	s f ɨ r ʃ i t u l
sfărâmicios	s f ə r ɨ m i t͡ʃʲ o s
si	s i
siberian	s i b e r i a n
sicriu	s i k r i w
sictir	s i k t i r
sictir	s ɨ k t i r
sie	s i e
sieși	s i e ʃʲ
signalment	s i ɡ n a l m e n t
sigur	s i ɡ u r
siguritate	s i ɡ u r i t a t e
sihlă	s i h l ə
silabar	s i l a b a r
silabic	s i l a b i k
silicios	s i l i t͡ʃ j o s
siliciu	s i l i t͡ʃ j u
silință	s i l i n t͡s ə
silvă	s i l v ə
simbol	s i m b o l
simetric	s i m e t r i k
simplifica	s i m p l i f i k a
simt	s i m t
simula	s i m u l a
simulacru	s i m u l a k r u
simun	s i m u n
simț	s i m t͡s
simți	s i m t͡s i
simțire	s i m t͡s i r e
sinagogă	s i n a ɡ o ɡ ə
sincer	s i n t͡ʃ e r
sindical	s i n d i k a l
sine	s i n e
sinergie	s i n e r d͡ʒ i e
singular	s i n ɡ u l a r
singur	s i n ɡ u r
singuratec	s i ŋ ɡ u r a t e k
singuratic	s i ŋ ɡ u r a t i k
sinistru	s i n i s t r u
sinonim	s i n o n i m
sintagmă	s i n t a ɡ m ə
sintetiza	s i n t e t i z a
sintetizator	s i n t e t i z a t o r
sinteze	s i n t e z e
sinteză	s i n t e z ə
sinucidere	s i n u t͡ʃ i d e r e
sipet	s i p e t
sirian	s i r i a n
sirop	s i r o p
siropuri	s i r o p u rʲ
sisific	s i s i f i k
sistem	s i s t e m
site	s a j t
situație	s i t u a t͡s i e
situațional	s i t u a t͡s i o n a l
situlă	s i t u l ə
skandenberg	s k a n d ə n b e r ɡ
slang	s l e n ɡ
slash	s l e ʃ
slav	s l a v
slavă	s l a v ə
slobod	s l o b o d
sloboz	s l o b o z
slugarnic	s l u ɡ a r n i k
slugă	s l u ɡ ə
slugări	s l u ɡ ə r i
slut	s l u t
slutișor	s l u t i ʃ o r
sluțior	s l u t͡s i o r
slăbănog	s l ə b ə n o ɡ
smerenie	s m e r e n i e
smerenie	s m e r e n i j e
smiley	s m a j l i
smoală	s m o̯ a l ə
smochin	s m o k i n
smochină	s m o k i n ə
smoli	s m o l i
soacră	s o̯ a k r ə
soare	s o̯ a r e
soarele	s o̯ a r e l e
soață	s o̯ a t͡s ə
sobol	s o b o l
sobă	s o b ə
soc	s o k
social	s o t͡ʃ i a l
socialism	s o t͡ʃ i a l i s m
sociolog	s o t͡ʃ i o l o ɡ
sociologă	s o t͡ʃ i o l o ɡ ə
sociopat	s o t͡ʃ i o p a t
socotit	s o k o t i t
socru	s o k r u
sodiu	s o d j u
sodomizatul	s o d o m i z a t u
sodomizatul	s o d o m i z a t u l
sofistica	s o f i s t i k a
sofisticat	s o f i s t i k a t
sofra	s o f r a
soia	s o j a
solan	s o l a n
solar	s o l a r
solemn	s o l e m n
solid	s o l i d
solstițiu	s o l s t i t s i u̯
soluție	s o l u t͡s i e
soluție	s o l u t͡s j e
solz	s o l z
solzos	s o l z o s
somat	s o m a t
somitate	s o m i t a t e
somn	s o m n
somnambulism	s o m n a m b u l i s m
somnoros	s o m n o r o s
somon	s o m o n
sondaj	s o n d a ʒ
sonetist	s o n e t i s t
soporific	s o p o r i f i k
sora	s o r a
sorbet	s o r b e t
sorbi	s o r b i
sorg	s o r ɡ
sorii	s o r i j
sorta	s o r t a
sortiment	s o r t i m e n t
soră	s o r ə
sos	s o s
sosi	s o s i
sosnar	s o s n a r
sotnic	s o t n i k
soviet	s o v i e t
soție	s o t͡s i j e
soțioară	s o t͡s i o̯ a r ə
soțior	s o t͡s i o r
soțul	s o t͡s u
soțul	s o t͡s u l
spaghete	s p a ɡ e t e
spaghetă	s p a ɡ e t ə
spam	s p a m
spanac	s p a n a k
spaniol	s p a n i o l
spaniolește	s p a n i o l e ʃ t e
spanioli	s p a n i o lʲ
spaniolă	s p a n i o l ə
sparge	s p a r d͡ʒ e
spargere	s p a r d͡ʒ e r e
spart	s p a r t
sparți	s p a r t͡sʲ
spate	s p a t e
spatulă	s p a t u l ə
specie	s p e t͡ʃ i e
specific	s p e t͡ʃ i f i k
spera	s p e r a
speranța	s p e r a n t͡s a
speranță	s p e r a n t͡s ə
sperare	s p e r a r e
speria	s p e r i a
speria	s p e r j a
speriat	s p e r i a t
speriat	s p e r j a t
sperietoare	s p e r i e t o̯ a r e
spermatic	s p e r m a t i k
spermatogen	s p e r m a t o d͡ʒ e n
spermatogeneză	s p e r m a t o d͡ʒ e n e z ə
spinos	s p i n o s
spirit	s p i r i t
spiritual	s p i r i t u a l
spirituala	s p i r i t u a l a
splendidisim	s p l e n d i d i s i m
spoitor	s p o i t o r
spoitoraș	s p o i t o r a ʃ
spornic	s p o r n i k
spray	s p r e j
spray	ʃ p r e j
spre	s p r e
sprijin	s p r i ʒ i n
sprijini	s p r i ʒ i n i
sprinteior	s p r i n t e j o r
sprinten	s p r i n t e n
spumos	s p u m o s
spumă	s p u m ə
spun	s p u n
spune	s p u n e
spurcat	s p u r k a t
spus	s p u s
spusă	s p u s ə
spusăciune	s p u s ə t͡ʃ u n e
spuzeală	s p u z e̯ a l ə
spân	s p ɨ n
spăla	s p ə l a
spălare	s p ə l a r e
spălător	s p ə l ə t o r
spătos	s p ə t o s
sta	s t a
stabil	s t a b i l
stadiu	s t a d j u
stafidă	s t a f i d ə
stagiu	s t a d͡ʒ j u
stagiune	s t a d͡ʒ u n e
stagnant	s t a ɡ n a n t
stai	s t a j
stanifer	s t a n i f e r
stare	s t a r e
starletă	s t a r l e t ə
stat	s t a t
statistic	s t a t i s t i k
statistician	s t a t i s t i t͡ʃ i a n
statisticiană	s t a t i s t i t͡ʃ i a n ə
statuie	s t a t u j e
stau	s t a w
staul	s t a u l
staule	s t a u l e
stavăr	s t a v ə r
stație	s t a t͡s i e
stea	s t e̯ a
steaua	s t e̯ a w a
stei	s t e j
stejar	s t e ʒ a r
stelat	s t e l a t
stele	s t e l e
stenograf	s t e n o ɡ r a f
stern	s t e̞ r n
sterp	s t e r p
stetoscop	s t e t o s k o p
stick	s t i k
sticlă	s t i k l ə
stih	s t i h
stihar	s t i h a r
stil	s t i l
stilou	s t i l o w
stima	s t i m a
stinge	s t i n d͡ʒ e
stingher	s t i ŋ ɡ e r
stipula	s t i p u l a
stoarce	s t o̯ a r t͡ʃ e
stop	s t o p
strachină	s t r a k i n ə
stradă	s t r a d ə
strai	s t r a j
straniu	s t r a n j u
strat	s t r a t
strecurătoare	s t r e k u r ə t o̯ a r e
streptobacil	s t r e p t o b a t͡ʃ i l
stria	s t r i a
stricat	s t r i k a t
striga	s t r i ɡ a
strigare	s t r i ɡ a r e
strigat	s t r i ɡ a t
strigoi	s t r i ɡ o j
strigoime	s t r i ɡ o i m e
strigăt	s t r i ɡ ə t
strigător	s t r i ɡ ə t o r
strofa	s t r o f a
strofe	s t r o f e
strofo	s t r o f o
strofă	s t r o f ə
strop	s t r o p
stropi	s t r o p i
structural	s t r u k t u r a l
structurat	s t r u k t u r a t
strugur	s t r u ɡ u r
strugure	s t̪ ɾ u ɡ u ɾ e
struț	s t r u t͡s
strâmb	s t r ɨ m b
strâmt	s t r ɨ m t
strâmtoare	s t r ɨ m t o̯ a r e
strâmtori	s t r ɨ m t o rʲ
strânge	s t r ɨ n d͡ʒ e
strângere	s t r ɨ n d͡ʒ e r e
strângător	s t r ɨ ŋ ɡ ə t o r
strâns	s t r ɨ n s
străbunic	s t r ə b u n i k
strădanie	s t r ə d a n i e
străfulgerare	s t r ə f u l d͡ʒ e r a r e
străin	s t r ə i n
strălucitor	s t r ə l u t͡ʃ i t o r
strănepot	s t r ə n e p o t
străvechi	s t r ə v e kʲ
străvechime	s t r ə v e k i m e
străvezime	s t r ə v e z i m e
străveziu	s t r ə v e z i w
studentă	s t u d e n t ə
studia	s t u d i a
studia	s t u d j a
studio	s t u d i o
studio	s t u d j o
studiu	s t u d j u
stufos	s t u f o s
stup	s t u p
stupi	s t u p i
stupi	s t u pʲ
stupid	s t u p i d
stupină	s t u p i n ə
stupoare	s t u p o̯ a r e
stupă	s t u p ə
stâncă	s t ɨ n k ə
stâng	s t ɨ ŋ ɡ
stângaci	s t ɨ n ɡ a t͡ʃʲ
stângăcie	s t ɨ n ɡ ə t͡ʃ i e
stârc	s t ɨ r k
stăpân	s t ə p ɨ n
stăpâni	s t ə p ɨ n i
stăpânire	s t ə p ɨ n i r e
stăpânitor	s t ə p ɨ n i t o r
stăpână	s t ə p ɨ n ə
stărui	s t ə r u i
stăruitor	s t ə r u i t o r
stăuini	s t ə w i nʲ
stăuină	s t ə w i n ə
suav	s u a v
sub	s u b
subcontinent	s u b k o n t i n e n t
subito	s u b i t o
submarin	s u b m a r i n
subscrie	s u b s k r i e
subsonic	s u b s o n i k
substantiv	s u b s t a n t i v
substanțial	s u b s t a n t͡s i a l
substanță	s u b s t a n t͡s ə
subteran	s u b t e r a n
subtil	s u b t i l
subtropical	s u b t r o p i k a l
suburban	s u b u r b a n
subțior	s u b t͡s i o r
subțire	s u b t͡s i r e
subțirel	s u b t͡s i r e l
suc	s u k
succedare	s u k t͡ʃ e d a r e
succedere	s u k t͡ʃ e d e r e
suci	s u t͡ʃ i
sucub	s u k u b
sud	s u d
sudic	s u d i k
sudoare	s u d o̯ a r e
sudorific	s u d o r i f i k
suedeze	s u e d e z e
suferi	s u f e r i
suferi	s u f e rʲ
suficient	s u f i t͡ʃ i e n t
sufla	s u f l a
sufletul	s u f l e t u
sufletul	s u f l e t u l
suflețel	s u f l e t͡s e l
sufragiu	s u f r a d͡ʒ i w
sufragiu	s u f r a d͡ʒ j u
sugaci	s u ɡ a t͡ʃʲ
sugar	s u ɡ a r
suge	s u d͡ʒ e
sugel	s u d͡ʒ e l
sugeranist	s u d͡ʒ e r a n i s t
sugă	s u ɡ ə
sui	s u i
suicid	s u i t͡ʃ i d
sul	s u l
sulc	s u l k
suleget	s u l e d͡ʒ e t
sulegete	s u l e d͡ʒ e t e
sulf	s u l f
sulfata	s u l f a t a
sulfuric	s u l f u r i k
sulfuros	s u l f u r o s
suliga	s u l i ɡ a
sultan	s u l t a n
sultanat	s u l t a n a t
sulă	s u l ə
summit	s a m i t
sun	s u n
suna	s u n a
sunt	s u n t
sunt	s ɨ n t
sunător	s u n ə t o r
supapă	s u p a p ə
superior	s u p e r i o r
superior	s u p e r j o r
supi	s u p i
suplu	s u p l u
suporter	s u p o r t e r
supoziție	s u p o z i t͡s i e
supracursă	s u p r a k u r s ə
supraindustrializat	s u p r a i n d u s t r i a l i z a t
supranațional	s u p r a n a t͡s i o n a l
supranume	s u p r a n u m e
supranumit	s u p r a n u m i t
supraviețui	s u p r a v j e t͡s u i
suprem	s u p r e m
suprima	s u p r i m a
supsei	s u p s e j
supsese	s u p s e s e
supsesem	s u p s e s e m
supseseră	s u p s e s e r ə
supseserăm	s u p s e s e r ə m
supseserăți	s u p s e s e r ə t͡sʲ
supseseși	s u p s e s e ʃʲ
supseși	s u p s e ʃʲ
supune	s u p u n e
supă	s u p ə
sur	s u r
surd	s u r d
sure	s u r e
surișor	s u r i ʃ o r
surprinzător	s u r p r i n z ə t o r
surâde	s u r ɨ d e
surâs	s u r ɨ s
susceptibil	s u s t͡ʃ e p t i b i l
suscita	s u s t͡ʃ i t a
suspensor	s u s p e n s o r
susura	s u s u r a
susține	s u s t͡s i n e
suta	s u t a
sute	s u t e
sutime	s u t i m e
sută	s u t ə
sutălea	s u t ə l e̯ a
suveranist	s u v e r a n i s t
sâmbete	s ɨ m b e t e
sâmbră	s ɨ m b r ə
sâmbătă	s ɨ m b ə t ə
sân	s ɨ n
sâneca	s ɨ n e k a
sânge	s ɨ n d͡ʒ e
sângele	s ɨ n d͡ʒ e l e
sângera	s ɨ n d͡ʒ e r a
sângerete	s ɨ n d͡ʒ e r e t e
sângeriu	s ɨ n d͡ʒ e r i w
sânt	s ɨ n t
sârb	s ɨ r b
sârbotei	s ɨ r b o t e j
sârguincios	s ɨ r ɡ u i n t͡ʃʲ o s
să	s ə
săblăzni	s ə b l ə z n i
săcret	s ə k r e t
sălciu	s ə l t͡ʃ i w
săltăreț	s ə l t ə r e t͡s
sămânțos	s ə m ɨ n t͡s o s
săpa	s ə p a
săptămânal	s ə p t ə m ɨ n a l
săpunieră	s ə p u n i e r ə
sărat	s ə r a t
sărbători	s ə r b ə t o r i
sărbători	s ə r b ə t o rʲ
sări	s ə r i
sări	s ə rʲ
sărman	s ə r m a n
sărsam	s ə r s a m
săruta	s ə r u t a
sărute	s ə r u t e
sărămură	s ə r ə m u r ə
sătul	s ə t u l
sătura	s ə t u r a
săturat	s ə t u r a t
său	s ə w
săvârșire	s ə v ɨ r ʃ i r e
săvârșiri	s ə v ɨ r ʃ i rʲ
t	t
ta	t a
tacit	t a t͡ʃ i t
tahitian	t a h i t i a n
taică	t a j k ə
tainic	t a j n i k
talamus	t a l a m u s
talcioc	t a l t͡ʃ j o k
talismanic	t a l i s m a n i c
tamarin	t a m a r i n
tambuchi	t a m b u kʲ
tampona	t a m p o n a
tanaj	t a n a ʒ
tandru	t a n d r u
tanti	t a n t i
tanzanian	t a n z a n i a n
tapa	t a p a
tapeta	t a p e t a
taraf	t a r a f
tarantulă	t a r a n t u l ə
tardigrad	t a r d i ɡ r a d
tare	t a r e
tarhon	t a r h o n
tarot	t a r o t
tatu	t a t u
tatuaj	t a t u a ʒ
taurin	t a w r i n
tavan	t a v a n
taxație	t a k s a t͡s i e
taxi	t a k s i
taxă	t a k s ə
te	t e
tec	t e k
technețiu	t e h n e t͡s j u
tehnic	t e h n i k
tehnică	t e h n i k ə
tehnologic	t e h n o l o d͡ʒ i k
tei	t e j
teina	t e i n a
teine	t e i n e
teinei	t e i n e i
teino	t e i n o
teină	t e i n ə
teios	t e j o s
telegrafic	t e l e ɡ r a f i k
telegrafie	t e l e ɡ r a f i e
telegram	t e l e ɡ r a m
telegrame	t e l e ɡ r a m e
telemea	t e l e m e̯ a
teleradiografie	t e l e r a d i o ɡ r a f i e
telur	t e l u r
tembel	t e m b e l
teme	t e m e
temei	t e m e j
temenit	t e m e n i t
temi	t e mʲ
temniță	t e m n i t s ə
temperatură	t e m p e r a t u r ə
templu	t e m p l u
temporar	t e m p o r a r
temporiza	t e m p o r i z a
temporizase	t e m p o r i z a s e
temă	t e m ə
temător	t e m ə t o r
tendință	t e n d i n t͡s ə
tendon	t e n d o n
tenebră	t e n e b r ə
tenisman	t e n i s m a n
tenismană	t e n i s m a n ə
tenta	t e n t a
tentație	t e n t a t͡s i e
teodolit	t e o d o l i t
teoretic	t e o r e t i k
teoric	t e o r i k
teorie	t e o r i e
teoriza	t e o r i z a
terapeutic	t e r a p e u t i k
teren	t e r e n
terenul	t e r e n u
terenul	t e r e n u l
terenule	t e r e n u l e
terenului	t e r e n u l u j
terenuri	t e r e n u rʲ
terenurile	t e r e n u r i l e
terenurilor	t e r e n u r i l o r
terestru	t e r e s t r u
teribil	t e r i b i l
teritoriu	t e r i t o r j u
termal	t e r m a l
termin	t e r m i n
termina	t e r m i n a
terminai	t e r m i n a j
terminam	t e r m i n a m
terminat	t e r m i n a t
terminație	t e r m i n a t͡s i e
terminație	t e r m i n a t͡s j e
termini	t e r m i nʲ
teroare	t e r o̯ a r e
terț	t e r t͡s
terțiu	t e r t͡s i w
testa	t e s t a
testament	t e s t a m e n t
testicular	t e s t i k u l a r
testiculul	t e s t i k u l u
testiculul	t e s t i k u l u l
tetrametru	t e t r a m e t r u
tetrasilabic	t e t r a s i l a b i k
teurgie	t e u r d͡ʒ i e
teutonic	t e w t o n i k
textil	t e k s t i l
textura	t e k s t u r a
tibetan	t i b e t a n
tibișir	t i b i ʃ i r
ticăi	t i k ə i
ticăință	t i k ə i n t͡s ə
ticălos	t i k ə l o s
tific	t i f i k
tifoid	t i f o i d
tifos	t i f o s
tigru	t i ɡ r u
tigvă	t i ɡ v ə
tildă	t i l d ə
timaic	t i m a i k
timaice	t i m a i t͡ʃ e
timaică	t i m a i k ə
timid	t i m i d
timișorean	t i m i ʃ o r e̯ a n
timom	t i m o m
timonier	t i m o n i e r
timp	t i m p
timpuri	t i m p u rʲ
timpuriu	t i m p u r i w
tine	t i n e
tineret	t i n e r e t
tins	t i n s
tip	t i p
tipa	t i p a
tipar	t i p a r
tipare	t i p a r e
tipă	t i p ə
tiramisu	t i r a m i s u
tisă	t i s ə
titan	t i t a n
tiv	t i v
toamna	t o̯ a m n a
toamnă	t o̯ a m n ə
toarce	t o̯ a r t͡ʃ e
toate	t o̯ a t e
toată	t o̯ a t ə
tobă	t o b ə
toc	t o k
tocană	t o k a n ə
tocat	t o k a t
toceală	t o t͡ʃ e̯ a l ə
tocilar	t o t͡ʃ i l a r
tocit	t o t͡ʃ i t
tocător	t o k ə t o r
tolera	t o l e r a
tomată	t o m a t ə
tomnatic	t o m n a t i k
tongan	t o ŋ ɡ a n
tont	t o n t
top	t o p
toponim	t o p o n i m
toponimic	t o p o n i m i k
toporaș	t o p o r a ʃ
torace	t o r a t͡ʃ e
tort	t o r t
tortura	t o r t u r a
tortură	t o r t u r ə
tos	t o s
tot	t o t
totul	t o t u l
totuna	t o t u n a
totuși	t o t u ʃʲ
