A	a
kikkert	ç i k ɛ r t
Kile	² ç iː l ə
kilo	ç iː l u
kilocykel	ç iː l ʊ s yː k ə l
kilocykel	ç iː l ʊ s yː k l̩
kima	² ç iː m ɑ
kimar	² ç iː m ɑ r
kimar	² ç iː m ɑ
kime	² ç iː m ə
kimming	² ç ɪ m m ɪ ŋ
kimsa	² ç ɪ m s ɑ
kinn	ç ɪ nː
kinna	² ç ɪ n n ɑ
kinna	ç ɪ n n ɑ
kinne	² ç ɪ n n ə
kinner	² ç ɪ n n ə r
kiva	² ç iː ʋ ɑ
kiva	ç iː ʋ ɑ
kive	² ç iː ʋ ə
kiwi	k iː ʋ i
kjalke	² ç a l ç ə
kjalke	² ç a ɽ k ə
kjalki	² ç a l ç i
kje	ç eː
kje	ç ə
kje	ç eː
kjeft	ç ɛ f t
kjeft	ç æ f t
kjekk	ç ɛ kː
kjekken	ç ɛ k k ə n
kjeks	ç ɛ k s
kjel	ç eː l
kjelar	² ç eː l ɑ r
kjêlar	² ç eː l ɑ r
kjelde	² c͡ç ɛ l d ə
kjelde	² ç ɛ lː ə
kjele	ç eː l e
kjelen	ç eː l n̩
kjelen	² ç eː l n̩
kjêlen	ç eː l n̩
kjêlen	² ç eː l n̩
kjelk	² ɕ ɛ l k
kjelk	² ɕ ɛ ɽ k
kjelk	ɕ æ ɬ k
kjelke	² ç ɛ l ç ə
kjelke	² ç ɛ ɽ ç ə
kjelke	² ç ɛ ɽ k ə
kjelke	² ç ɛ l k ə
kjellar	ɕ ɛ lː a r
kjelvd	ç ɛ l v d
kjelvd	ç ɛ l d
kjelvd	ç æ ɽ d
kjem	ç eː m
kjem	ç ɛ mː
kjend	ç ɛ n d
kjenna	² ç ɛ nː ɑ
kjenna	t͡ʃʰ ɛ nː a
kjepp	ç ɛ p
kjering	² ç ɛː r ɪ ŋ
kjering	² c͡ç ɛː r ɪ ŋ ɡ
kjerke	ç e r k
kjerne	ç ɛ r n ə
kjernefysikk	ç ɛ r n ə f yː s i k
kjerre	² ç ɛ rː ə
kjerre	² ç ɛ rː ə
kjersk	ɕ e ʂ k
kjevla	² ç ɛ v l a
kjortel	ç ʊ ʈ ə l
kjortel	ç ʊ ʈ l̩
kjortel	ç ʊ r t ə l
kjukling	² ç ʉ k l ɪ ŋ
kjærleik	² ɕ æː ɽ l ɛ ɪː k
kjøken	ç øː k e n
kjølke	² ç œ ɽ ç ə
kjølke	² ç œ ɽ k ə
kjølki	² ç œ ɽ ç ɪ
kjønn	ç œ nː
kjøpa	² ç øː p a
kjøpe	² ç øː p ə
Kjøpenhamn	ç øː p ə n h a m n
kjørkje	² ɕ œ r ɕ ə
kjøt	ç øː t
kjøtmeis	² ç œː t m ɛ ɪː s
kjøtmeis	² ç œ t m ɛ ɪː s
kjøttmeis	² ç œ tː m ɛ ɪː s
kjå	ç oː
kjå	ʃ oː
kjå	t ʃ oː
kjålke	² ç ɔ l ç ə
kjålke	² ç ɔ ɽ k ə
kjålki	² ç ɔ l ç i
klaka	² k l ɑː k ɑ
Klaksvik	² k l a k s v iː k
Klaksvik	¹ k l a k s v iː k
klare	² k l ɑː r ə
klassekamerat	k l a s s e k a m m e r aː t
klauv	k l œ ʊ̯ː v
klauv	k l œ ʊ̯ː
klauv	k ɽ œ ʊ̯ː v
klauv	k ɽ œ ʊ̯ː
klauvdyr	² k l œ ʊː v d yː r
klauvdyr	² k l œ ʊː d yː r
klauvdyr	² k ɽ œ ʊː v d yː r
klauvdyr	² k ɽ œ ʊː d yː r
klede	² k l eː ə
klede	² k ɽ eː ə
klegg	k l ɛ ɡː
klegg	k l æ ɡː
klegg	k l e ɟː
klekkja	² k l ɛ ç ç ə
klimaendring	k l iː m a ɛ n d r i ŋ ɡ
kline	² k l iː n ə
klint	k l iː n t
klinte	² k l iː n t ə
klo	k l uː
klo	k ɽ uː
klote	k l uː t ə
klubbe	k l u b b e
kløtsje	² k l œ c ʃ ə
kløyva	² k l œ ʏː v a
kløyva	² k ɽ œ ʏː v a
knaillhal	k n a ʎː h aː ɭ
kne	k n eː
knea	k n eː ɑ
knea	² k n eː ɑ
knebel	k n eː b e l
knee	² k n eː ə
knee	k n eː ə
knersk	k n e ʂ k
knisar	² k n iː s ɑ r
kniset	k n iː s ə
kniste	² k n iː s t ə
kniv	k n iː ʋ
knivstikk	k n iː v s t i k
knopp	k n ʊ pː
knopp	k n ɔ pː
knort	k n o ʈː
knort	k n o ʂ t
knota	k n uː t a
Knut	k n ʉː t
Knut	k n ʉː t
knutsok	¹ k n ʉ t s o k
knutsok	¹ k n ʉ s o k
Knutsson	¹ k n ʉ sː ɔ n
Knutsson	¹ k n ʉ sː u
Knutsson	¹ k n ʉ sː ɔ
Knutsson	¹ k n ʉ sː a
Knutsson	¹ k n ʉ sː ã
knyttneve	k n y t n eː v ə
Kobe	² k uː b ə
koffert	k ʊ fː ɛ r t
kokain	k u k a iː n
kokos	k u kː u s
kokos	k u k u s
kol	k ɔː l
Kolbotn	² k øː ɽ a b ɔ nː
Kolbotn	² k o l b o t n̩
kole	k o l ə
kolkos	k o l k o s
kolkos	k u l k u s
kolsvart	k ɔː l s ʋ a r t
kolsyre	² k oː l s yː r ə
kolsyre	² k oː ɽ s yː r ə
kom	k ɔ mː
kommune	k o mː ʉ n ə
kommunisme	k o mː ʉ n ɪ s m ə
koner	² k uː n ə r
kong	k u ŋ
kong	k o ŋ
kongeleg	k ɔ ŋ ɡ ə l eː ɡ
kongje	² k ɔ ŋ j ə
kongje	² k ɔ ɲ j ə
kongjen	² k ɔ ŋ j ə n
kongjen	² k ɔ ɲ ɲ ə n
konkurranse	k u n k ʉ r a n s ə
konkurrera	k u n k ʉː r eː r a
kons	k ʊ n s
kons	k ɔ n s
konsa	k u n s a
konsentrera	k u n s ɛ n t r eː r a
konung	² k oː n ʊ ŋ
konung	² k o n ʊ ŋ
kopar	² k oː p ɑ r
kor	k u rː
kor	k uː r
kor	k u
kor	k u rː
kor	k uː ʁ
kor	k uː r
kora	k uː r ɑ
kora	² k uː r ɑ
korar	² k uː r ɑ r
korkje	² k ɔ r ç ə
korleis	k u r l ɛ ɪː s
korleis	k u lː ɛ ɪː s
korn	k o ɳː
korn	k o ʁ n
korn	k o d n
korn	k o ɲː
korn	k uː ɳ
korn	k o nː
korn	k œ nː
kornmo	k o ɳ m uː
kornskrike	² k o nː s k r iː k e
korp	k o r p
korp	k ø ʃ p
Korsvika	k o ʂ v i k a
korthus	k ɔ r t h ʉː s
kos	k uː s
kos	k oː s
kòs	k oː s
kosa	k uː s a
koscher	k u ʂ e r
koscher	k o ʂ e r
koscher	k o ʂː e r
koseleg	k uː ʂ ə l e
kosjer	k u ʂ e r
kosjer	k o ʂ e r
kosjer	k o ʂː e r
kosmisk	k u s m i s k
koss	k ɔ sː
koss	k ʊ sː
kosta	² k ɔ s t ɑ
kosta	² k ʊ s t ɑ
kotto	k u tː u
kove	k oː v e
krake	² k r aː ç ə
krake	² k r aː k ə
krangla	² k r ɑ ŋ l ɑ
krangla	k r ɑ ŋ l ɑ
kratt	k r a t
kreft	k r e f t
krekkje	k r æ ɕː ə
krevja	² k r ɛ ʋ j ɑ
krig	k r iː ɡ
krig	k r iː
krige	k r iː ɡ e
krigserklæring	k r iː ɡ s e r k l æː r i ŋ
Krikane	² k r ɪː k a n ə
Krikane	² k r ɪː k a ɲ ə
Krikane	² k r eː k a ɲ ə
Krikane	² k r iː k a ɲ ə
Krikane	² k r iː k a ɲ ə
kring	k r ɪ ŋː
kringom	² k r ɪ ŋː ʊ m
kristen	k r ɪ s t n̩
Kristiansand	k r ɪ s t j a n s a n d
Kristiansand	k r ɪ s t j a n s a n
Kristiansund	k r ɪ s t j a n s ʊ n d
Kristiansund	k r ɪ s t j a n s ʊ n
Kristiansund	² k r ɪ s t j a n s ʊ n d
Kristiansund	² k r ɪ s t j a n s ʊ n
Kristiansund	² k r e s j a n s ʉ ɲː
Kristiansund	k r ɪ s t j a n s ʉ ɲː
krjupa	² k r j ʉː p a
krjupa	² k r ʉː p a
kro	k r uː
krokodilletåre	k r u k u d i l l e t oː r e
krokordig	k r u k u ɖ i
krokordig	k r u k u ɭ ʉ
krone	² k r uː n ə
kronhjort	k r uː n j u r t
krotekake	k r uː t ə k ɑː k ə
krubbrat	k r ʉ bː r aː t
krump	k r u m p
krus	k r ʉː s
krydder	k r y d e r
krypa	² k r yː p ɑ
kryptovaluta	k r y p t u v a l ʉ t a
Krøderen	k r øː d ɛ r ə n
Krøderen	k r øː ɛ r ə n
Krøderen	k r øː d ɛ ɳ
Krøderen	k r øː ɛ ɳ
Krødsherad	k r ø sː r a
Krødsherad	k r ø sː h æ r a
Krødsherad	k r ø sː æ r a
kråke	² k r oː k ə
kråkesølv	k r oː k e s ø lː
ku	k ʉː
kubbe	² k ʉ bː ə
kug	k ʉː ɡ
Kug	k ʉː ɡ
kukhovud	² k ʉː k h oː v ʊ
kukur	k ʉː k ʉː r
kule	² k ʉː l ə
kulu	k ʉ l ʉ
kum	k u m
kungar	² k ʊ ŋ ŋ ɑ r
kungar	² k ʊ ŋ ŋ ɑ
kungje	² k ʊ ŋ j ə
kungje	² k ʊ ɲ ɲ ə
kungjen	² k ʊ ŋ j ə n
kungjen	² k ʊ ɲ ɲ ə n
kunne	² k ʉ nː ə
kunst	k ʉ n s t
kunsten	k ʉ n s t n̩
Kunøy	² k ʊː n œ ʏː
kurdar	k ʉ r d a r
kusma	² k ʊ s m a
kusma	¹ k ʉ s m a
kusme	² k ʊ s m ə
kva	k v aː
kvakk	k ʋ ɑ kː
kvakka	² k ʋ ɑ k k ɑ
kvakka	k ʋ ɑ k k ɑ
kvakkar	² k ʋ ɑ k k ɑ r
kvakkar	² k ʋ ɑ k k ɑ r
kvakkar	² k ʋ ɑ k k ɑ
kvakke	² k ʋ ɑ k k ə
kvakket	k ʋ ɑ ç ç ə
kvakket	k ʋ ɑ k k ə
kval	k ʋ ɑː l
kval	k ʋ ɑː ɽ
kvalrav	² k v aː l r aː v
kvalrav	² k v aː ɽ r aː v
Kvanngardsnes	² k v a n ɡ a r s n ɛː s
Kvanngardsnes	k v a n ɡ a r s ¹ n æː s
kvantefysikk	k v a n t e f y s i k k
kvapp	k ʋ ɑ pː
kvar	k ʋ ɑː r
kvarandre	k ʋ ɑ r ² ɑ n d r ə
kvardag	² k ʋ ɑː r d ɑː ɡ
kvass	k ʋ ɑ sː
kveda	k v ɛː d a
kveda	k v ɛː a
kvede	² k v eː ə
kvedje	² k v ɛː j e
kvedje	² k v ɛ ɪː e
kvekk	k ʋ ɛ kː
kvekka	² k ʋ ɛ k k ɑ
kvekka	² k ʋ ɛ k k ɑ
kvekka	k ʋ ɛ k k ɑ
kvekkar	² k ʋ ɛ k k ɑ r
kvekkar	² k ʋ ɛ k k ɑ
kvekke	² k ʋ ɛ k k ə
kvekken	² k ʋ ɛ ç ç ə n
kvekken	² k ʋ ɛ k k ə n
kvekken	k ʋ ɛ ç ç ə n
kvekken	k ʋ ɛ k k ə n
kvekker	² k ʋ ɛ k k ə r
kvekker	k ʋ ɛ k k ə r
kvekki	k ʋ ɛ k k ɪ
kvekki	k ʋ ɛ ç ç ɪ
kvekki	² k ʋ ɛ k k ɪ
kvekki	² k ʋ ɛ ç ç ɪ
kvekkjen	² k ʋ ɛ ç ç ə n
kvekkjen	k ʋ ɛ ç ç ə n
kvekne	² k ʋ ɛ k n ə
kvel	k ʋ eː l
kvelds	k v e l s
kveldskingle	² k ʋ ɛ lː ʃ ɪ ŋ l ə
kvelp	k ʋ ɛ l p
kvelp	k ʋ ɛ ɽ p
kvelp	k ʋ æ ɽ p
kvelv	k ʋ ɛ l ʋ
kvelv	k ʋ æ ɽ ʋ
kvepp	k ʋ ɛ pː
kveppe	² k ʋ ɛ p p ə
kvepper	² k ʋ ɛ p p ə r
kvepper	² k ʋ ɛ p p ə
kvepper	k ʋ ɛ p p ə r
kvepper	k ʋ ɛ p p ə
kverke	k ʋ ɛ r k ə
kverke	k ʋ æ ʃ k
kverke	k ʋ æ ʃ k ə
kverksott	k ʋ ɛ r k s u cː
kverksott	k ʋ ɛ r s u cː
kvern	k ʋ æ ɳ
kvern	k ʋ æ ɲ
kvern	k ʋ e d n
kvern	k ʋ æ ʁ n
kvi	k ʋ iː
kvide	k ʋ iː ə
kvik	k v iː k
kvila	² k ʋ iː l ɑ
Kvina	¹ k v iː n a
Kvina	¹ k v iː n æ
Kvina	¹ k v ɛ ɪː n æ
kvine	² k ʋ iː n ə
Kvinesdal	² k v iː n ə s d aː l
Kvinesdal	² k v i nː ə s d aː l
Kvinesdal	² k v eː n ə s d aː l
kvinne	² k ʋ ɪ nː ə
kvinnfolk	k ʋ i n f ɔ l k
Kvinnherad	² k v i d n h æ r a
Kvinnherad	² k v i nː h æː r a
kviskra	² k v ɪ s k r a
kvisling	² k v ɪ s l i ŋ
kvisling	² k v ɪ ʃ l i ŋ
kvit	k ʋ iː t
kvitare	k ʋ iː t aː r ə
kvitast	k ʋ iː t a s t
kvitaste	k ʋ iː t a s t ə
kvite	² k ʋ iː t ə
kvitebjørn	² k v iː t ə b j œ r n
kvitebjørn	² k v iː t ə b j œ n
Kviteseid	k ʋ iː t e s ɛ ɪ̯ː
Kviteseid	k ʋ iː t s ɛ ɪ̯ː
kvithai	² k ʋ iː t h a ɪ
kvitt	k ʋ ɪ tː
kvít’e	k ʋ iː t ə
kvæde	² k v eː ə
kvæn	k v eː n
kvænsk	k v eː n s k
kynikar	ç yː n i k aː r
kynisk	ç yː n i s k
kynisme	ç yː n i s m ə
kyr	ç yː r
kyrkja	² ç ʏ r ç ɑ
kyrkje	² ç ʏ r ç ə
Kyrkjenes	² ç ʏ r ç ə n e s
kyrr	ç ʏ rː
Kyrre	ç ʏ rː ə
København	ç øː b ə n h a v n
København	ç øː p ə n h a v n
kønn	k ø ɲ
kønn	k ø nː
kønn	kʰ ɞ̞ ɲː
køyne	² ç œ ʏ̯ n ə
køyrde	ɕ œ ʏ ɖː ə
køysa	² ç œ ʏ̯ s ɑ
køyse	² ç œ ʏ̯ s ə
kå	k oː
kål	k oː l
kål	k oː ɽ
kålles	k o lː e s
kåppår	k o pː o r
lag	l ɑː ɡ
laga	² l ɑː ɡ ɑ
lagnad	² l ɑː ɡ n ɑ
lainnj	l ɑ ɲ
Lamon	² l aː m uː n
land	l a nː
land	l a n d
lande	l â n n e
landsbygd	l a n s b y ɡ d
landsmøte	l a n s m øː t ə
landsmål	l a n s m ɔː l
landsmål	l a n s m ɔː ɽ
landssvik	l a n s s ʋ iː k
landssvikar	l a n s s ʋ iː k aː r
lang	l ɑ ŋː
Lardal	² l aː r d aː l
Lardal	² l aː ɖ aː ɽ
Lardal	² l aː d æː ɽ
Lars	l aː r s
Lars	l aː ʂ
Larvik	² l a r v iː k
Larvik	² l æ r v iː k
Larvik	² l æ r v iː k a
latskap	l aː t s k aː p
latterleg	l a t ə r l eː ɡ
laug	l œ ʊː ɡ
lauga	¹ l œ ʊː ɡ ɑ
lauga	² l œ ʊː ɡ ɑ
lauk	l ø ʉ k
laup	l æ ʉ p
laupa	l æ ʉ̯ p ɑ
laus	l æ ʉː s
lausunge	l œ ʊ̯ː s ʊ ŋ ŋ ə
lauv	l œ ʊ̯ː v
lauv	l œ ʊ̯ː
le	l eː
ledd	l ɛ dː
ledmus	l ɛː m ʉː s
Lefoder	² l eː f oː ə r
Lefoder	² l eː f oː r
lege	l eː ɡ ə
lei	l ɛ ɪː
leia	² l ɛ ɪː a
leiar	² l ɛ ɪː a r
leidang	² l ɛ ɪː a ŋ
leidning	² l ɛ ɪː d n ɪ ŋ
leidning	² l ɛ ɪː n ɪ ŋ
Leidulv	² l ɛ ɪ d ʊ l ʋ
Leidulv	² l ɛ ɪ ʊ l ʋ
Leidulv	² l ɛ ɪ d ʊ ɽ ʋ
Leidulv	² l ɛ ɪ ʊ ɽ ʋ
leie	² l ɛ ɪː ə
leik	l ɛ ɪː k
leike	² l ɛ ɪː k ə
leiken	² l ɛ ɪː ç ə n
leiken	² l ɛ ɪː k ə n
leiken	l æ ɪ̯ ç ə n
leiken	l æ ɪ̯ k ə n
leikjen	l ɛ ɪː ç ə n
leilegheit	l ɛ ɪː l ə ɡ h ɛ ɪː t
leire	² l ɛ ɪː r ə
leiret	² l ɛ ɪː r ə t
leiret	l ɛ ɪː r ə
leit	l ɛ ɪː t
leita	² l ɛ ɪː t a
lekt	l ɛ k t
lekt	l eː k t
lekt	l ɛ k t
lekt	l ɛ k t
lekte	² l ɛ k t ə
lell	l ɛ lː
lemen	² l ɛ mː ə n
lemen	² l ɛ mː ɛ n
lemja	² l ɛ m j ɑ
lender	l ɛ n d ə r
lenge	² l ɛ n ʝ ə
lenge	² l ɛ ŋ ɡ ə
lenge	² l ɛ ŋː ə
lerke	² l ɛ r k ə
lesa	² l eː s ɑ
lese	² l eː s ə
lét	l eː t
lett	l e tː
levande	² l eː ʋ ɑ n ə
lever	l e ʋː ə r
lever	² l eː ʋ ɛ r
li	l iː
lid	l iː
lid	l iː d
lida	² l iː ɑ
Lidandesnes	² l iː a n d ə s n ɛː s
Lidandesnes	² l iː a n ə s n ɛː s
Lidskjalv	² l ɪː ʃ a l v
Lidskjalv	² l ɪː s ç a l v
Lidskjalv	² l ɪː ʃ a ɽ v
liggja	² l ɪ jː ɑ
liggja	² l ɪ ɟ͡ʝː ɑ
liggja	² l ɪ ʝː ɑ
lik	l iː k
lika	l iː k ɑ
lika	² l iː k ɑ
like	² l iː k ə
liksom	l ɪ k s ʊ m
liksom	l ɪ k s ɔ m
Lillesand	² l i lː ə s a n d
Lillesand	² l i lː ə s a n
limar	² l iː m ɑ r
lime	² l iː m ə
lime	l ɑ ɪ̯ m
lime	² l iː m ə
Lindesnes	l ɪ n d ə s n eː s
lita	² l iː t ɑ
lita	l iː t ɑ
lita	² l iː t ɑ
litande	² l iː t a n d ə
lite	² l iː t ə
liten	² l iː t n̩
liten	² l iː t n̩
liten	l iː t n̩
liter	l iː t ɛ r
litjfinger	l i ɬ f i ŋ æ r
liva	l iː ʋ ɑ
live	² l iː ʋ ə
live	l ɑ ɪ̯ ʋ
live	² l iː ʋ ə
live	² l iː ʋ ə
livvakt	l iː ʋ ʋ a k t
Ljabru	¹ j aː b r ʉː
Ljan	j aː n
ljod	l j uː
ljod	j uː
ljodahått	² l j uː a h ɔ tː
ljodahått	² j uː a h ɔ tː
ljona	² j uː n ɑ
ljore	² j uː r ə
ljosi	j uː s ɪ
ljosår	l j uː s oː r
ljuga	l j ʉː ɡ a
ljuga	j ʉː ɡ a
ljå	l j ɔː
ljå	j ɔː
ljådogg	j ɔː d ɔ ɡː
lo	l uː
loden	² l oː ə n
loden	² l o dː ə n
Lodur	² l uː ʉ r
Lodur	² l uː ʊ r
Lodve	² l oː v ə
loffar	² l ʊ f f ɑ r
loffar	² l ʊ f f ɑ
Lofoten	² l uː f uː t ə n
Lofoten	² l uː f u t ə n
Lofoten	² l u f u t ə n
lofotfiske	l u f u t f ɪ s k ə
lofotværing	² l uː f u t v æː r ɪ ŋ
log	l oː ɡ
log	l oː ɡ
log	l oː ɡ
log	l uː ɡ
Loga	² l uː ɡ a
loge	² l oː ʝ ə
loge	² l oː ɡ ə
loge	² l oː ɡ ə
loge	² l uː ʃ ə
loge	² l oː ʝ ə
loge	² l oː ɡ ə
logi	l ʊ ʃ iː
lokk	l ɔ kː
lommeur	l u mː e ʉː r
lompe	² l ʊ m p ə
lon	l uː n
Longyearbyen	l ɔ ŋ j eː r b yː ə n
Longyearbyen	l ɔ ŋ j eː r b yː n
lort	l ʊ ʈː
losji	l ʊ ʃ iː
Losvåttån	l uː s v o tː o n
lova	² l oː ʋ ɑ
lova	l oː ʋ ɑ
lóve	² l uː ʋ ə
Lovund	² l oː v ʊ n d
Lovund	² l oː v ʊ n
Lovund	² l o vː ʊ n d
Lovund	² l o vː ʊ n
luftforsvar	l ʉ f t f ɔ ʂ ʋ aː r
lukke	² l ʊ k e
lun	l ʉː n
lunde	² l ʉ n d ə
lundehund	l ʉ n d e h ʉ n
lunn	l ʉ nː
lunsj	l œ n ʂ
lur	l ʉː r
lus	l ʉː s
lut	l ʉː t
lyd	l yː d
lyd	l yː
lyd	l yː d
lyd	l yː
lyd	l yː
lyd	l yː
Lye	² l yː ə
lyft	l ʏ f t
lyfta	² l ʏ f t ɑ
lyfta	l ʏ f t ɑ
lyga	l yː ɡ a
lyge	l yː ɡ ə
lykel	² l ʏ ç ə l
lykke	l y k e
lyn	l yː n
lyna	l yː n ɑ
lyna	² l yː n ɑ
lyne	² l yː n ə
lyng	l ʏ ŋː
lyster	l ʏ s t ə r
lystra	² l ʏ s t r ɑ
lyta	² l yː t ɑ
lyte	² l yː t ə
lyte	² l yː t ə
lyte	² l yː t ə
lyter	² l yː t ə r
lyter	l yː t ə r
lægd	l æː ɡ d
lægd	l æ ɡ d
lægd	l eː ɡ d
lægd	l e ɡ d
læger	l eː ɡ ə r
lægra	² l eː ɡ r ɑ
lægra	l eː ɡ r ɑ
lægre	² l eː ɡ r ə
lægri	l eː ɡ r ɪ
lækje	l æː ç ə
lækje	l eː ç ə
Lærad	² l æː r a d
Lærad	² l æː r a
Lærad	² l eː r a d
Lærad	² l eː r a
lærepeng	l æː r ə p ɛ ŋ ɡ
lærepenge	l æː r ə p ɛ ŋ ɡ ə
læta	² l eː t ɑ
læte	² l eː t ə
læter	² l eː t ə r
læter	l eː t ə r
lætet	² l eː t ə
løk	l øː k
løynsk	l œ ʏ̯ n s k
løysa	² l œ ʏ s ɑ
løyst	l œ ʏ̯ s t
løytnant	l ø yː t n a n t
låge	² l oː ɡ ə
låsa	² l oː s ɑ
låsa	l oː s ɑ
låta	² l oː t ɑ
låta	l oː t ɑ
låte	² l oː t ə
låti	l oː t ɪ
låti	² l oː t ɪ
låtteleg	l ɒ t ə l eː ɡ
madrass	m ɑ d r ɑ sː
magan	² m ɑː ɡ ɑ n
magan	² m ɑ ɡ ɑ n
mage	² m ɑː j ə
mage	² m ɑː ɡ ə
mager	m ɑː ɡ ɛ r
magje	² m ɑː j ə
magjen	² m ɑː j ə n
mainnj	m ɑ ɲː
majoritet	m a j uː r iː t eː t
makrell	m ɑ k r ɛ lː
makrell	² m ɑː k r ɛ l
Malene	m aː l eː n e
Malene	m a l l eː n e
mali	² m ɑː l ɪ
mali	² m ɑː ɽ ɪ
malm	m ɑ l m
mamma	m a m a
mammut	m a mː ʉ t
mammuttann	m a mː ʉ t t ɑ nː
mammuttann	m a mː ʉ t t ɑ ɲː
mandolin	m a n d u l iː n
manet	m a n eː t
mangleta	m a ŋ l eː t a
manke	² m ɑ ŋ k ə
mann	m a nː
mann	m a ɲː
mannete	² m a nː eː t e
mannfolk	m a n f ɔ l k
mareritt	m âː r e r i t
marflo	m a r f l uː
mark	m ɑ r k
markja	m ɑ r ç ɑ
markjer	² m ɑ r ç ə r
markjer	² m ɑ r ç ə
markjo	m ɑ r ç ʊ
markjå	m ɑ r ç o
marknad	m a r k n aː
mars	m a ʂː
marsipan	m a r s i p aː n
martnad	m o ʂ t n a
martnad	m a ʈ n a
maset	² m ɑː s ə t
maset	m ɑː s ə
Masfjorden	² m a sː f j uː r n̩
massasje	m aː s aː ʃ əː
massemord	m a s ə m u r d
mast	m ɑ s t
matematikk	m a t e m a t i k
maten	m aː t n̩
matpakke	m aː t p a k e
maula	² m æ ʉ̯ l ɑ
maule	² m æ ʉ̯ l ə
maule	² m æ ʉ̯ ɽ ə
maule	² m œ ʉ̯ l ə
maur	m æ ʉ̯ r
maur	m œ ʉ̯ r
maurtue	m æ ʉ ɾ t ʉː ə
me	m eː
me	m iː
mea	² m eː ɑ
medan	² m ɛː a n
medan	² m ɛː a
medan	m ɛ a n
medan	m ɛ a
Meddarn	m e dː a ɳ
medisin	m ɛ d ɪ s iː n
medisin	m ɛ dː ɪ s iː n
meg	m eː ɡ
megge	² m ɛ ɡː ə
mei	m ɛ ɪː
mein	m ɛ ɪː n
meina	² m ɛ ɪː n a
meina	m ɛ ɪː n a
meina	² m ɛ ɪː n a
meine	² m ɛ ɪː n ə
meinet	m ɛ ɪː n ə
meini	m ɛ ɪː n ɪ
meining	² m ɛ ɪː n ɪ ŋ ɡ
meining	² m ɛ ɪː n ɪ ŋ
meir	m ɛ ɪː r
meis	m ɛ ɪː s
meister	m ɛ ɪː s t ə r
meitel	² m ɛ ɪː t ə l
men	m ɛ nː
menneske	² m ɛ nː ɛ ʃ ə
menneske	² m ɛ nː ɛ s k ə
menneskeleg	m ɛ n ə s k l eː ɡ
merd	m ɛː r
merd	m ɛː ɽ
merkeleg	² m ɛ r k ɛ l ɛ ɡ
merkeleg	² m ɛ r k ɛ l ɛ
merkeleg	² m ɛ r k l ɛ ɡ
merkeleg	² m ɛ r k l ɛ
merkeleg	m ɛ ʂ k l ɛ
metresse	m ɛ t ² r ɛ s s ə
mi	m iː
mid	m ɪː
middagskvil	m i d a ɡ s k v iː l
middagskvild	m i d a ɡ s k v i l d
middagskvild	m i d a ɡ s k v i l
middelalderlitteratur	m i d e l a l d e r l i t e r a t ʉː r
midnattssol	m i d n a t s uː l
mige	² m iː ɡ ə
mige	² m ɪː j ə
mige	² m ɪː ə
mige	² m ɪː ɡ ə
mild	m ɪ lː
mild	m ɪ l d
militær	m i l i t æː r
miljøvernar	m i l j øː ʋ ɛ r n a r
miltbrann	m i l t b r a nː
miltbrann	m i ʎ̥ c b r a ɲː
Mime	² m iː m ə
min	m ɪ nː
min	m iː n
mina	² m iː n ɑ
mindre	m ɪ n d r ə
mindretal	m i n d r ə t aː l
mindreverd	m i n d r ə ʋ ɛ r d
mine	² m iː n ə
minoritet	m i n oː r i t eː t
minst	m ɪ n s t
missa	m ɪ sː a
misunneleg	m i s ʉ nː e l e ɡ
misunneleg	m i s ʉ nː e l e
misunneleg	m i s u ɲː e l e
mitt	m ɪ tː
mjød	m j œː
mjød	m j øː d
mjød	m j øː
mjøden	m j øː d n̩
Mjødvitne	² m j œː v ɪ t n ə
mjølen	² m j œː l ə n
mjølen	² m j œː ɽ ə n
mjølet	² m j øː l ə t
mjølet	m j øː l ə
mjølka	m j ø l c͡ç ɑ
mjølka	m j ø l ç ɑ
mjølka	m j ø l k ɑ
Mjøndal	² m j ø n d aː ɽ
Mjøndal	² m j ø n d a ɳ
Modgud	² m uː ɡ ʊː
Modgunn	² m uː ɡ ʊ nː
modig	m uː d i
mogop	m uː ɡ ɔ p
moinnj	m u ɲ
moka	² m oː k a
moka	² m o k a
moka	² m oː ɡ a
moka	² m oː ɡ ə
mol	m oː l
mol	m oː l
mòl	m oː l
mold	m ɔ lː
Molde	² m o l d ə
Molde	² m o lː ə
Molde	² m o ʎː ə
moll	m ɔ lː
molte	² m o l t ə
mor	m uː r
mord	m oː r
mord	m oː ɽ
morderska	² m u r d ə r s k ɐ
morderske	² m u r d ə r s k ə
morderskene	² m u r d ə r s k ə n ə
mordersker	² m u r d ə r s k ə r
morfar	¹ m u r f aː r
morfar	¹ m u fː a
morgna	² m ɔ r ɡ n ɑ
morgna	² m ɔ r n ɑ
morgning	² m oː ɳ ɪ ŋ
morgon	² m o r ɡ u n
morgon	² m o r ɡ u
morkna	m o r k n a
mormor	¹ m u r m uː r
mormor	² m u mː u
morn	m ɔ ɳ
morning	² m oː ɳ ɪ ŋ
moro	m u r u
morosam	² m uː r uː s a m
morsan	m u ʂː a n
mose	² m oː s ə
mose	² m uː s ə
mosegrodd	m uː s e ɡ r u dː
Mosjøen	m u s s yˑ n̩
Mosjøen	m uː ʃ ø ə n
Mosjøen	m uː ʃ ø n
moske	² m ɔ s k ə
moske	m ʊ s k eː
moske	m o s k eː
Mossyen	¹ m u s s yː ə n
mot	m uː t
