अ	ə
शिकायत	ʃ ɪ k ɑː j ə t̪
शिकार	ʃ ɪ k ɑː ɾ
शिकारा	ʃ ɪ k ɑː ɾ ɑː
शिकारी	ʃ ɪ k ɑː ɾ iː
शिकोहाबाद	ʃ ɪ k oː ɦ ɑː b ɑː d̪
शिक्षक	ʃ ɪ k ʂ ə k
शिक्षण	ʃ ɪ k ʂ ə ɳ
शिक्षा	ʃ ɪ k ʂ ɑː
शिक्षाकर्मी	ʃ ɪ k ʂ ɑː k ə ɾ m iː
शिक्षार्थी	ʃ ɪ k ʂ ɑː ɾ t̪ʰ iː
शिक्षाविद्	ʃ ɪ k ʂ ɑː ʋ ɪ d̪
शिक्षाशास्त्री	ʃ ɪ k ʂ ɑː ʃ ɑː s t̪ ɾ iː
शिक्षिका	ʃ ɪ k ʂ ɪ k ɑː
शिखर	ʃ ɪ kʰ ə ɾ
शिगात्से	ʃ ɪ ɡ ɑː t̪ s eː
शिथिराति	ʃ ɪ t̪ʰ ɪ ɾ ɑː t̪ iː
शिद्दत	ʃ ɪ d̪ d̪ ə t̪
शिनकानसेन	ʃ ɪ n k ɑː n s eː n
शिनजियांग	ʃ ɪ n d͡ʒ ɪ j ɑː ŋ ɡ
शिनाख़्त	ʃ ɪ n ɑː kʰ t̪
शिनाख़्त	ʃ ɪ n ɑː x t̪
शिफ़ा	ʃ ɪ f ɑː
शिफ़ा	ʃ ɪ pʰ ɑː
शिमला	ʃ ɪ m l ɑː
शिरोरेखा	ʃ ɪ ɾ oː ɾ eː kʰ ɑː
शिलांग	ʃ ɪ l ɑː ŋ ɡ
शिलातैल	ʃ ɪ l ɑː t̪ ɛː l
शिल्प	ʃ ɪ l p
शिल्पकार	ʃ ɪ l p k ɑː ɾ
शिल्पशाला	ʃ ɪ l p ʃ ɑː l ɑː
शिव	ʃ ɪ ʋ
शिव	ʃ ɪ ʋ ɑː
शिवलिंग	ʃ ɪ ʋ l ɪ ŋ ɡ
शिवांबु	ʃ ɪ ʋ ɑː m b uː
शिवालय	ʃ ɪ ʋ ɑː l ə j
शिविर	ʃ ɪ ʋ ɪ ɾ
शिशु	ʃ ɪ ʃ uː
शिशुशाला	ʃ ɪ ʃ ʊ ʃ ɑː l ɑː
शिश्नमुंड	ʃ ɪ ʃ n ə m ʊ ɳ ɖ
शिश्नो	ʃ ɪ ʃ n oː
शिश्नों	ʃ ɪ ʃ n õː
शिष्ट	ʃ ɪ ʂ ʈ
शिष्या	ʃ ɪ ʂ j ɑː
शीघ्रता	ʃ iː ɡʱ ɾ ə t̪ ɑː
शीत	ʃ iː t̪
शीर	ʃ iː ɾ
शीरी	ʃ iː ɾ iː
शीर्ष	ʃ iː ɾ ʂ
शीर्षक	ʃ iː ɾ ʂ ə k
शीर्षासन	ʃ iː ɾ ʂ ɑː s ə n
शीशा	ʃ iː ʃ ɑː
शीशी	ʃ iː ʃ iː
शुक्र	ʃ ʊ k ə ɾ
शुक्र	ʃ ʊ k ɾ
शुक्रगुज़ार	ʃ ʊ k ɾ ə ɡ ʊ d͡ʒ ɑː ɾ
शुक्रगुज़ार	ʃ ʊ k ɾ ə ɡ ʊ z ɑː ɾ
शुक्रवार	ʃ ʊ k ɾ ə ʋ ɑː ɾ
शुक्राणु	ʃ ʊ k ɾ ɑː ɳ uː
शुक्रिया	ʃ ʊ k ɾ ɪ j ɑː
शुतुर	ʃ ʊ t̪ ʊ ɾ
शुतुरमुर्ग़	ʃ ʊ t̪ ʊ ɾ m ʊ ɾ ɡ
शुतुरमुर्ग़	ʃ ʊ t̪ ʊ ɾ m ʊ ɾ ɣ
शुद्ध	ʃ ʊ d̪ d̪ʱ
शुद्धगतिकी	ʃ ʊ d̪ d̪ʱ ə ɡ t̪ ɪ k iː
शुभ	ʃ ʊ bʱ
शुभकामना	ʃ ʊ bʱ k ɑː m n ɑː
शुभेच्छु	ʃ ʊ bʱ eː t͡ʃ t͡ʃʰ uː
शुरु	ʃ ʊ ɾ uː
शुरुआत	ʃ ʊ ɾ ʊ ɑː t̪
शुरुआत	ʃ ʊ ɾ ʋ ɑː t̪
शुरुआती	ʃ ʊ ɾ ʊ ɑː t̪ iː
शुरू	ʃ ʊ ɾ uː
शुल्क	ʃ ʊ l k
शुष्क	ʃ ʊ ʂ k
शुष्कफल	ʃ ʊ ʂ k ə pʰ ə l
शू	ʃ uː
शूटिंग	ʃ uː ʈ ɪ ŋ ɡ
शून्य	ʃ uː n j ə
शूर	ʃ uː ɾ
शूरसेन	ʃ uː ɾ s eː n
शृंखला	ʃ ɾ ɪ ŋ kʰ l ɑː
शृंग	ʃ ɾ ɪ ŋ ɡ
शेख़ी	ʃ eː kʰ iː
शेख़ी	ʃ eː x iː
शेख़ूपुरा	ʃ eː kʰ uː p ʊ ɾ ɑː
शेख़ूपुरा	ʃ eː x uː p ʊ ɾ ɑː
शेयरधारक	ʃ eː j ə ɾ d̪ʱ ɑː ɾ ə k
शेर	ʃ eː ɾ
शेरनी	ʃ eː ɾ n iː
शेष	ʃ eː ʂ
शैंपू	ʃ ɛː m p uː
शैक्षणिक	ʃ ɛː k ʂ ə ɳ ɪ k
शैतान	ʃ ɛː t̪ ɑː n
शैतानी	ʃ ɛː t̪ ɑː n iː
शैली	ʃ ɛː l iː
शैवाल	ʃ ɛː ʋ ɑː l
शैशव	ʃ ɛː ʃ ə ʋ
शो	ʃ oː
शोक	ʃ oː k
शोथ	ʃ oː t̪ʰ
शोध	ʃ oː d̪ʱ
शोधक	ʃ oː d̪ʱ ə k
शोधना	ʃ oː d̪ʱ n ɑː
शोर	ʃ oː ɾ
शोला	ʃ oː l ɑː
शोषण	ʃ oː ʂ ə ɳ
शोषित	ʃ oː ʂ ɪ t̪
शोहरत	ʃ oː ɦ ɾ ə t̪
शौकत	ʃ ɔː k ə t̪
शौक़ीन	ʃ ɔː k iː n
शौक़ीन	ʃ ɔː q iː n
शौच	ʃ ɔː t͡ʃ
शौचालय	ʃ ɔː t͡ʃ ɑː l ə j
शौरसेनी	ʃ ɔː ɾ s eː n iː
शौहर	ʃ ɔː ɦ ə ɾ
श्मशान	ʃ m ə ʃ ɑː n
श्यान	ʃ j ɑː n
श्यानता	ʃ j ɑː n t̪ ɑː
श्याम	ʃ j ɑː m
श्यामदेश	ʃ j ɑː m d̪ eː ʃ
श्येन	ʃ j eː n
श्रद्धा	ʃ ɾ ə d̪ d̪ʱ ɑː
श्रद्धालु	ʃ ɾ ə d̪ d̪ʱ ɑː l uː
श्रद्धेय	ʃ ɾ ə d̪ d̪ʱ eː j
श्रमण	ʃ ɾ ə m ə ɳ
श्रमिक	ʃ ɾ ə m ɪ k
श्रामणेर	ʃ ɾ ɑː m ɳ eː ɾ
श्रावण	ʃ ɾ ɑː ʋ ə ɳ
श्री	ʃ ɾ iː
श्रीकाकुलम	ʃ ɾ iː k ɑː k ʊ l ə m
श्रीनगर	ʃ ɾ iː n ə ɡ ə ɾ
श्रीफल	ʃ ɾ iː pʰ ə l
श्रीमती	ʃ ɾ iː m t̪ iː
श्रीलंका	ʃ ɾ iː l ə ŋ k ɑː
श्रुति	ʃ ɾ ʊ t̪ iː
श्रेणी	ʃ ɾ eː ɳ iː
श्रेणीबद्ध	ʃ ɾ eː ɳ iː b ə d̪ d̪ʱ
श्रेष्ठ	ʃ ɾ eː ʂ ʈʰ
श्रोता	ʃ ɾ oː t̪ ɑː
श्लोक	ʃ l oː k
श्वः	ʃ ʋ ə ɦ
श्वसन	ʃ ʋ ə s ə n
श्वान	ʃ ʋ ɑː n
श्वेत	ʃ ʋ eː t̪
श्वेतप्रदर	ʃ ʋ eː t̪ p ɾ ə d̪ ə ɾ
श्वेता	ʃ ʋ eː t̪ ɑː
ष	ʂ ə
षट्कोण	ʂ ə ʈ k oː ɳ
षष्ठी	ʂ ə ʂ ʈʰ iː
षाण्मासिक	ʂ ɑː ɳ m ɑː s ɪ k
स	s ə
संकट	s ə ŋ k ə ʈ
संकलक	s ə ŋ k ə l ə k
संकलन	s ə ŋ k ə l ə n
संकल्प	s ə ŋ k ə l p
संकल्पना	s ə ŋ k ə l p ə n ɑː
संकेत	s ə ŋ k eː t̪
संकोच	s ə ŋ k oː t͡ʃ
संक्रमण	s ə ŋ k ɾ ə m ə ɳ
संक्रमित	s ə ŋ k ɾ ə m ɪ t̪
संक्रांति	s ə ŋ k ɾ ɑː n t̪ iː
संक्रामक	s ə ŋ k ɾ ɑː m ə k
संक्षिप्त	s ə ŋ k ʂ ɪ p t̪
संक्षिप्तीकरण	s ə ŋ k ʂ ɪ p t̪ iː k ə ɾ ə ɳ
संख्या	s ə ŋ kʰ j ɑː
संग	s ə ŋ ɡ
संगठन	s ə ŋ ɡ ə ʈʰ ə n
संगठनात्मक	s ə ŋ ɡ ə ʈʰ ə n ɑː t̪ m ə k
संगणक	s ə ŋ ɡ ə ɳ ə k
संगम	s ə ŋ ɡ ə m
संगमरमर	s ə ŋ ɡ m ə ɾ m ə ɾ
संगीत	s ə ŋ ɡ iː t̪
संगीन	s ə ŋ ɡ iː n
संगोष्ठी	s ə ŋ ɡ oː ʂ ʈʰ iː
संग्रंथन	s ə ŋ ɡ ɾ ə n t̪ʰ ə n
संग्रथन	s ə ŋ ɡ ɾ ə t̪ʰ ə n
संग्रन्थन	s ə ŋ ɡ ɾ ə n t̪ʰ ə n
संग्रह	s ə ŋ ɡ ɾ ə ɦ
संग्रहालय	s ə ŋ ɡ ɾ ə ɦ ɑː l ə j
संग्राम	s ə ŋ ɡ ɾ ɑː m
संघ	s ə ŋ ɡʱ
संचयन	s ə̃ t͡ʃ ə j ə n
संचार	s ə n t͡ʃ ɑː ɾ
संजय	s ə n d͡ʒ ə j
संजाल	s ə n d͡ʒ ɑː l
संज्ञा	s ə ŋ ɡ j ɑː
संडास	s ə ɳ ɖ ɑː s
संत	s ə n t̪
संतरा	s ə n t̪ ɾ ɑː
संतान	s ə n t̪ ɑː n
संतुलन	s ə n t̪ ʊ l ə n
संतुलित	s ə n t̪ ʊ l ɪ t̪
संतोष	s ə n t̪ oː ʂ
संतोषी	s ə n t̪ oː ʂ iː
संदर्भ	s ə n d̪ ə ɾ bʱ
संदल	s ə n d̪ ə l
संदिग्ध	s ə n d̪ ɪ ɡ d̪ʱ
संदूक़	s ə n d̪ uː k
संदूक़	s ə n d̪ uː q
संदूक़चा	s ə n d̪ uː k t͡ʃ ɑː
संदूक़चा	s ə n d̪ uː q t͡ʃ ɑː
संदूषण	s ə n d̪ uː ʂ ə ɳ
संदेय	s ə n d̪ eː j
संदेश	s ə n d̪ eː ʃ
संदेह	s ə n d̪ eː ɦ
संध्या	s ə n d̪ʱ j ɑː
संन्यास	s ə n n j ɑː s
संन्यासिनी	s ə n n j ɑː s ɪ n iː
संन्यासी	s ə n n j ɑː s iː
संपत्ति	s ə m p ə t̪ t̪ iː
संपदा	s ə m p ə d̪ ɑː
संपर्क	s ə m p ə ɾ k
संपादक	s ə m p ɑː d̪ ə k
संपादन	s ə m p ɑː d̪ ə n
संपूर्ण	s ə m p uː ɾ ɳ
संपूर्णता	s ə m p uː ɾ ɳ t̪ ɑː
संप्रति	s ə m p ɾ ə t̪ iː
संप्रदाय	s ə m p ɾ ə d̪ ɑː j
संप्रभु	s ə m p ɾ ə bʱ uː
संप्रभुता	s ə m p ɾ ə bʱ ʊ t̪ ɑː
संबंध	s ə m b ə n d̪ʱ
संबंधी	s ə m b ə n d̪ʱ iː
संबोधित	s ə m b oː d̪ʱ ɪ t̪
संभव	s ə m bʱ ə ʋ
संभालना	s ə m bʱ ɑː l n ɑː
संभावना	s ə m bʱ ɑː ʋ n ɑː
संभोग	s ə m bʱ oː ɡ
संयम	s ə̃ j ə m
संयमिनी	s ə n j ə m ɪ n iː
संयमी	s ə n j ə m iː
संयुक्त	s ə̃ j ʊ k t̪
संयुक्ताक्षर	s ə̃ j ʊ k t̪ ɑː k ʂ ə ɾ
संयोग	s ə̃ j oː ɡ
संयोगवश	s ə̃ j oː ɡ ʋ ə ʃ
संयोजक	s ə̃ j oː d͡ʒ ə k
संयोजकता	s ə̃ j oː d͡ʒ ə k t̪ ɑː
संरक्षण	s ə̃ ɾ ə k ʂ ə ɳ
संरक्षणवाद	s ə̃ ɾ ə k ʂ ə ɳ ʋ ɑː d̪
संरक्षित	s ə̃ ɾ ə k ʂ ɪ t̪
संरचना	s ə̃ ɾ ə t͡ʃ n ɑː
संरचनात्मक	s ə̃ ɾ ə t͡ʃ n ɑː t̪ m ə k
संलक्षण	s ə̃ l ə k ʂ ə ɳ
संलयन	s ə̃ l ə j ə n
संलिप्त	s ə̃ l ɪ p t̪
संवत्सर	s ə m ʋ ə t̪ s ə ɾ
संवत्सरी	s ə m ʋ ə t̪ s ə ɾ iː
संवर्धन	s ə m ʋ ə ɾ d̪ʱ ə n
संवहन	s ə m ʋ ə ɦ ə n
संवाद	s ə m ʋ ɑː d̪
संवाददाता	s ə m ʋ ɑː d̪ d̪ ɑː t̪ ɑː
संवाहिका	s ə m ʋ ɑː ɦ ɪ k ɑː
संवेग	s ə m ʋ eː ɡ
संवेदनशील	s ə m ʋ eː d̪ ə n ʃ iː l
संवेदना	s ə m ʋ eː d̪ n ɑː
संवैधानिक	s ə m ʋ ɛː d̪ʱ ɑː n ɪ k
संशोधन	s ə n ʃ oː d̪ʱ ə n
संशोधित	s ə n ʃ oː d̪ʱ ɪ t̪
संश्लिष्ट	s ə n ʃ l ɪ ʂ ʈ
संसद	s ə n s ə d̪
संसदीय	s ə n s ə d̪ iː j
संसाधन	s ə n s ɑː d̪ʱ ə n
संसार	s ə n s ɑː ɾ
संसिद्धि	s ə n s ɪ d̪ d̪ʱ iː
संस्कारी	s ə n s k ɑː ɾ iː
संस्कृत	s ə n s k ɾ ɪ t̪
संस्कृति	s ə n s k ɾ ɪ t̪ iː
संस्था	s ə n s t̪ʰ ɑː
संस्थान	s ə n s t̪ʰ ɑː n
संस्थापक	s ə n s t̪ʰ ɑː p ə k
संहार	s ə ŋ ɦ ɑː ɾ
संहार	s ə̃ ɦ ɑː ɾ
संहिता	s ə̃ ɦ ɪ t̪ ɑː
सकत	s ə k ə t̪
सकता	s ə k t̪ ɑː
सकना	s ə k n ɑː
सकर्मक	s ə k ə ɾ m ə k
सकल	s ə k ə l
सकार	s ə k ɑː ɾ
सक्त	s ə k t̪
सक्रिय	s ə k ɾ ɪ j
सक्षम	s ə k ʂ ə m
सक्सेना	s ə k s eː n ɑː
सख़्ती	s ə kʰ t̪ iː
सख़्ती	s ə x t̪ iː
सखा	s ə kʰ ɑː
सख्खर	s ə kʰ kʰ ə ɾ
सगाई	s ə ɡ ɑː iː
सघन	s ə ɡʱ ə n
सघोष	s ə ɡʱ oː ʂ
सच	s ə t͡ʃ
सचमुच	s ə t͡ʃ m ʊ t͡ʃ
सचिव	s ə t͡ʃ ɪ ʋ
सच्चा	s ə t͡ʃ t͡ʃ ɑː
सजल	s ə d͡ʒ ə l
सज़ा	s ə d͡ʒ ɑː
सज़ा	s ə z ɑː
सजाना	s ə d͡ʒ ɑː n ɑː
सजावट	s ə d͡ʒ ɑː ʋ ə ʈ
सजावटी	s ə d͡ʒ ɑː ʋ ʈ iː
सजीवता	s ə d͡ʒ iː ʋ t̪ ɑː
सज्जन	s ə d͡ʒ d͡ʒ ə n
सज्जा	s ə d͡ʒ d͡ʒ ɑː
सज्जित	s ə d͡ʒ d͡ʒ ɪ t̪
सटकना	s ə ʈ ə k n ɑː
सटीक	s ə ʈ iː k
सट्टा	s ə ʈ ʈ ɑː
सट्टेबाज़	s ə ʈ ʈ eː b ɑː d͡ʒ
सट्टेबाज़	s ə ʈ ʈ eː b ɑː z
सट्टेबाज़ी	s ə ʈ ʈ eː b ɑː d͡ʒ iː
सट्टेबाज़ी	s ə ʈ ʈ eː b ɑː z iː
सड़क	s ə ɽ ə k
सड़कछाप	s ə ɽ ə k t͡ʃʰ ɑː p
सड़ना	s ə ɽ n ɑː
सड़सठ	s ə ɽ s ə ʈʰ
सड़ियल	s ə ɽ ɪ j ə l
सतलुज	s ə t̪ l ʊ d͡ʒ
सतह	s ə t̪ ə ɦ
सतहत्तर	s ə t̪ʰ ə t̪ t̪ ə ɾ
सताना	s ə t̪ ɑː n ɑː
सत्तर	s ə t̪ t̪ ə ɾ
सत्ता	s ə t̪ t̪ ɑː
सत्ताईस	s ə t̪ t̪ ɑː iː s
सत्तानवे	s ə t̪ t̪ ɑː n ʋ eː
सत्तारूढ़	s ə t̪ t̪ ɑː ɾ uː ɽʱ
सत्तावन	s ə t̪ t̪ ɑː ʋ ə n
सत्तावाद	s ə t̪ t̪ ɑː ʋ ɑː d̪
सत्तासी	s ə t̪ t̪ ɑː s iː
सत्याग्रह	s ə t̪ j ɑː ɡ ɾ ə ɦ
सत्यापन	s ə t̪ j ɑː p ə n
सत्यापनों	s ə t̪ j ɑː p n õː
सत्रह	s ə t̪ ɾ ə ɦ
सत्वर	s ə t̪ ʋ ə ɾ
सदन	s ə d̪ ə n
सदमा	s ə d̪ m ɑː
सदर	s ə d̪ ə ɾ
सदर	s ə d̪ ɾ
सदरी	s ə d̪ ɾ iː
सदा	s ə d̪ ɑː
सदाबहार	s ə d̪ ɑː b ə ɦ ɑː ɾ
सदिश	s ə d̪ ɪ ʃ
सदैव	s ə d̪ ɛː ʋ
सद्भावना	s ə d̪ bʱ ɑː ʋ n ɑː
सधुक्कड़ी	s ə d̪ʱ ʊ k k ə ɽ iː
सन	s ə n
सनक	s ə n ə k
सनकना	s ə n ə k n ɑː
सनसनी	s ə n s ə n iː
सनसनीख़ेज़	s ə n s ə n iː kʰ eː d͡ʒ
सनसनीख़ेज़	s ə n s ə n iː x eː z
सनातन	s ə n ɑː t̪ ə n
सन्	s ə n
सन्दूक़चा	s ə n d̪ uː k t͡ʃ ɑː
सन्दूक़चा	s ə n d̪ uː q t͡ʃ ɑː
सन्देह	s ə n d̪ eː ɦ
सन्नाटा	s ə n n ɑː ʈ ɑː
सन्निकट	s ə n n ɪ k ə ʈ
सन्निकटन	s ə n n ɪ k ə ʈ ə n
सपूत	s ə p uː t̪
सप्तक	s ə p t̪ ə k
सप्ताह	s ə p t̪ ɑː ɦ
सप्ताहांत	s ə p t̪ ɑː ɦ ɑː n t̪
सफल	s ə pʰ ə l
सफ़र	s ə f ə ɾ
सफ़र	s ə pʰ ə ɾ
सफ़रनामा	s ə f ə ɾ n ɑː m ɑː
सफ़रनामा	s ə pʰ ə ɾ n ɑː m ɑː
सफ़ाई	s ə f ɑː iː
सफ़ाई	s ə pʰ ɑː iː
सफ़ेद	s ə f eː d̪
सफ़ेद	s ə pʰ eː d̪
सफेद	s ə f eː d̪
सफेद	s ə pʰ eː d̪
सब	s ə b
सबक	s ə b ə k
सबक	s ə b ə q
सबब	s ə b ə b
सबील	s ə b iː l
सबूत	s ə b uː t̪
सब्ज़ी	s ə b d͡ʒ iː
सब्ज़ी	s ə b z iː
सब्ज़ीमंडी	s ə b d͡ʒ iː m ə ɳ ɖ iː
सब्ज़ीमंडी	s ə b z iː m ə ɳ ɖ iː
सब्र	s ə b ə ɾ
सब्र	s ə b ɾ
सभा	s ə bʱ ɑː
सभ्यता	s ə bʱ j ə t̪ ɑː
सम	s ə m
समंदर	s ə m ə n d̪ ə ɾ
समकालीन	s ə m k ɑː l iː n
समकोण	s ə m k oː ɳ
समक्ष	s ə m ə k ʂ
समझदार	s ə m ə d͡ʒʱ d̪ ɑː ɾ
समझना	s ə m ə d͡ʒʱ n ɑː
समझाना	s ə m d͡ʒʱ ɑː n ɑː
समझौता	s ə m d͡ʒʱ ɔː t̪ ɑː
समतल	s ə m t̪ ə l
समधी	s ə m d̪ʱ iː
समनुषंगी	s ə m n ʊ ʂ ə ŋ ɡ iː
समन्वय	s ə m ə n ʋ ə j
समबाहु	s ə m b ɑː ɦ uː
सममिति	s ə m m ɪ t̪ iː
समय	s ə m ə j
समयसारणी	s ə m ə j s ɑː ɾ ɳ iː
समयसारिणी	s ə m ə j s ɑː ɾ ɪ ɳ iː
समयादेश	s ə m ə j ɑː d̪ eː ʃ
समयानुसार	s ə m j ɑː n ʊ s ɑː ɾ
समरूप	s ə m ɾ uː p
समर्थ	s ə m ə ɾ t̪ʰ
समर्थक	s ə m ə ɾ t̪ʰ ə k
समर्थन	s ə m ə ɾ t̪ʰ ə n
समर्पण	s ə m ə ɾ p ə ɳ
समष्टि	s ə m ə ʂ ʈ iː
समसामयिक	s ə m s ɑː m j ɪ k
समस्या	s ə m ə s j ɑː
समाकलन	s ə m ɑː k l ə n
समाचार	s ə m ɑː t͡ʃ ɑː ɾ
समाज	s ə m ɑː d͡ʒ
समाजवाद	s ə m ɑː d͡ʒ ʋ ɑː d̪
समाजवादी	s ə m ɑː d͡ʒ ʋ ɑː d̪ iː
समाजसेवा	s ə m ɑː d͡ʒ s eː ʋ ɑː
समाधान	s ə m ɑː d̪ʱ ɑː n
समाधि	s ə m ɑː d̪ʱ iː
समान	s ə m ɑː n
समाना	s ə m ɑː n ɑː
समापन	s ə m ɑː p ə n
समामेलक	s ə m ɑː m eː l ə k
समामेलन	s ə m ɑː m eː l ə n
समामेलित	s ə m ɑː m eː l ɪ t̪
समायोजन	s ə m ɑː j oː d͡ʒ ə n
समायोजित	s ə m ɑː j oː d͡ʒ ɪ t̪
समारोह	s ə m ɑː ɾ oː ɦ
समालोचना	s ə m ɑː l oː t͡ʃ n ɑː
समावेश	s ə m ɑː ʋ eː ʃ
समास	s ə m ɑː s
समिट	s ə m ɪ ʈ
समिति	s ə m ɪ t̪ iː
समीकरण	s ə m iː k ə ɾ ə ɳ
समीक्षा	s ə m iː k ʂ ɑː
समीप	s ə m iː p
समीर	s ə m iː ɾ
समुच्चय	s ə m ʊ t͡ʃ t͡ʃ ə j
समुच्चयबोधक	s ə m ʊ t͡ʃ t͡ʃ ə j b oː d̪ʱ ə k
समुत्थान	s ə m ʊ t̪ t̪ʰ ɑː n
समुदाय	s ə m ʊ d̪ ɑː j
समूह	s ə m uː ɦ
समूहन	s ə m uː ɦ ə n
समृद्धिकरण	s ə m ɾ ɪ d̪ d̪ʱ ɪ k ə ɾ ə ɳ
समेकन	s ə m eː k ə n
समेटना	s ə m eː ʈ n ɑː
समेत	s ə m eː t̪
समोसा	s ə m oː s ɑː
सम्पत्ति	s ə m p ə t̪ t̪ iː
सम्पादक	s ə m p ɑː d̪ ə k
सम्पादन	s ə m p ɑː d̪ ə n
सम्पूर्ण	s ə m p uː ɾ ɳ
सम्बन्धी	s ə m b ə n d̪ʱ iː
सम्मति	s ə m m ə t̪ iː
सम्मान	s ə m m ɑː n
सम्मानजनक	s ə m m ɑː n d͡ʒ ə n ə k
सम्मिलन	s ə m m ɪ l ə n
सम्मिलित	s ə m m ɪ l ɪ t̪
सम्मिश्रण	s ə m m ɪ ʃ ɾ ə ɳ
सम्मुख	s ə m m ʊ kʰ
सम्मेलन	s ə m m eː l ə n
सम्यक्	s ə m j ə k
सम्राज्ञी	s ə m ɾ ɑː ɡ j iː
सम्राट	s ə m ɾ ɑː ʈ
सयाना	s ə j ɑː n ɑː
सय्याद	s ə j j ɑː d̪
सर	s ə ɾ
सरंजाम	s ə ɾ ə n d͡ʒ ɑː m
सरकंडा	s ə ɾ k ə ɳ ɖ ɑː
सरकाना	s ə ɾ k ɑː n ɑː
सरकार	s ə ɾ k ɑː ɾ
सरगोधा	s ə ɾ ɡ oː d̪ʱ ɑː
सरद	s ə ɾ ə d̪
सरदार	s ə ɾ d̪ ɑː ɾ
सरदी	s ə ɾ d̪ iː
सरपंच	s ə ɾ p ə n t͡ʃ
सरफ़रोश	s ə ɾ f ə ɾ oː ʃ
सरफ़रोश	s ə ɾ pʰ ə ɾ oː ʃ
सरफिरा	s ə ɾ pʰ ɪ ɾ ɑː
सरल	s ə ɾ ə l
सरलीकृत	s ə ɾ l iː k ɾ ɪ t̪
सरसठ	s ə ɾ s ə ʈʰ
सरसों	s ə ɾ s õː
सरस्वती	s ə ɾ ə s ʋ ə t̪ iː
सरहद	s ə ɾ ɦ ə d̪
सरहदी	s ə ɾ ɦ ə d̪ iː
सराइकी	s ə ɾ ɑː ɪ k iː
सराफ़ा	s ə ɾ ɑː f ɑː
सराफ़ा	s ə ɾ ɑː pʰ ɑː
सराबोर	s ə ɾ ɑː b oː ɾ
सराय	s ə ɾ ɑː j
सराहना	s ə ɾ ɑː ɦ n ɑː
सरी	s ə ɾ iː
सरीखा	s ə ɾ iː kʰ ɑː
सरीसृप	s ə ɾ iː s ɾ ɪ p
सरूर	s ə ɾ uː ɾ
सरेआम	s ə ɾ eː ɑː m
सरोज	s ə ɾ oː d͡ʒ
सरोद	s ə ɾ oː d̪
सरोरुह	s ə ɾ oː ɾ ʊ ɦ
सर्किल	s ə ɾ k ɪ l
सर्जन	s ə ɾ d͡ʒ ə n
सर्द	s ə ɾ d̪
सर्दी	s ə ɾ d̪ iː
सर्प	s ə ɾ p
सर्पिल	s ə ɾ p ɪ l
सर्ब	s ə ɾ b
सर्बिया	s ə ɾ b ɪ j ɑː
सर्वथा	s ə ɾ ʋ t̪ʰ ɑː
सर्वथा	s ə ɾ ʋ ə t̪ʰ ɑː
सर्वनाम	s ə ɾ ʋ n ɑː m
सर्वनाम	s ə ɾ ʋ ə n ɑː m
सर्वप्रथम	s ə ɾ ʋ p ɾ ə t̪ʰ ə m
सर्वश्रेष्ठ	s ə ɾ ʋ ə ʃ ɾ eː ʂ ʈʰ
सर्वसम्मति	s ə ɾ ʋ s ə m m ə t̪ iː
सर्वसाधारण	s ə ɾ ʋ s ɑː d̪ʱ ɑː ɾ ə ɳ
सर्वहारा	s ə ɾ ʋ ɦ ɑː ɾ ɑː
सर्वांगसम	s ə ɾ ʋ ɑː ŋ ɡ s ə m
सर्वाधिक	s ə ɾ ʋ ɑː d̪ʱ ɪ k
सर्विस	s ə ɾ ʋ ɪ s
सर्वेक्षण	s ə ɾ ʋ eː k ʂ ə ɳ
सर्वोच्च	s ə ɾ ʋ oː t͡ʃ t͡ʃ
सर्वोदय	s ə ɾ ʋ oː d̪ ə j
सर्वोपरि	s ə ɾ ʋ oː p ə ɾ iː
सर्षप	s ə ɾ ʂ ə p
सलवार	s ə l ʋ ɑː ɾ
सलहज	s ə l ə ɦ ə d͡ʒ
सलाउद्दीन	s ə l ɑː ʊ d̪ d̪ iː n
सलाख	s ə l ɑː kʰ
सलाम	s ə l ɑː m
सलामत	s ə l ɑː m ə t̪
सलामी	s ə l ɑː m iː
सलाह	s ə l ɑː ɦ
सलाहकार	s ə l ɑː ɦ k ɑː ɾ
सलीक़ा	s ə l iː k ɑː
सलीक़ा	s ə l iː q ɑː
सलीब	s ə l iː b
सलीम	s ə l iː m
सलूक	s ə l uː k
सलोतरी	s ə l oː t̪ ɾ iː
सलोना	s ə l oː n ɑː
सल्तनत	s ə l t̪ ə n ə t̪
सवर्ण	s ə ʋ ə ɾ ɳ
सवा	s ə ʋ ɑː
सवाना	s ə ʋ ɑː n ɑː
सवार	s ə ʋ ɑː ɾ
सवाल	s ə ʋ ɑː l
सवेरा	s ə ʋ eː ɾ ɑː
सवेरे	s ə ʋ eː ɾ eː
सशंक	s ə ʃ ə ŋ k
सशक्तिकरण	s ə ʃ ə k t̪ ɪ k ə ɾ ə ɳ
सशुल्क	s ə ʃ ʊ l k
ससुर	s ə s ʊ ɾ
ससुराल	s ə s ʊ ɾ ɑː l
सस्ता	s ə s t̪ ɑː
सस्ताई	s ə s t̪ ɑː iː
सस्तापन	s ə s t̪ ɑː p ə n
सस्यविज्ञान	s ə s j ə ʋ ɪ ɡ j ɑː n
सहकर्मी	s ə ɦ k ə ɾ m iː
सहकारी	s ə ɦ k ɑː ɾ iː
