'ch	χ
sgarff	s ɡ a r f
sgeifio	s ɡ e i̯ v j ɔ
sgen	s ɡ ɛ n
sgerbwd	s ɡ ɛ r b ʊ d
sgert	s ɡ ɛ r t
sgil	s ɡ iː l
sgil	s ɡ ɪ l
sgileffaith	s ɡ iː l ɛ f a i̯ θ
sgileffaith	s ɡ iː l ɛ f ɛ θ
sgipio	s ɡ ɪ p j ɔ
sgiwen	s ɡ i u̯ ɛ n
sglodion	s ɡ l ɔ d j ɔ n
sglodyn	s ɡ l oː d ɪ n
sglodyn	s ɡ l ɔ d ɪ n
sgorio	s ɡ ɔ r j ɔ
sgorpion	s ɡ ɔ r p j ɔ n
sgramblo	s ɡ r a m b l ɔ
sgrech	s ɡ r eː χ
sgrechian	s ɡ r eː χ a n
sgrechian	s ɡ r eː χ ɛ n
sgrechian	s ɡ r ɛ χ a n
sgrechian	s ɡ r ɛ χ j a n
sgrechian	s ɡ r ɛ χ ɛ n
sgri	s ɡ r iː
sgriau	s ɡ r iː a i̯
sgriau	s ɡ r iː ɛ
sgrin	s ɡ r iː n
sgriniau	s ɡ r ɪ n j a i̯
sgriniau	s ɡ r ɪ n j ɛ
sgrinio	s ɡ r i n j ɔ
sgwariau	s ɡ w a r j a i̯
sgwariau	s ɡ w a r j ɛ
sgwarnog	s ɡ w a r n ɔ ɡ
sgwd	s ɡ uː d
sgwlio	s ɡ ʊ l j ɔ
sgwrs	s ɡ ʊ r s
sgwrsio	s ɡ ʊ r s j o
sgwrsio	s ɡ ʊ r ʃ o
sgwâr	s ɡ w aː r
sgydau	s ɡ ə d a i̯
sgydau	s ɡ ə d ɛ
sgynni	s ɡ ə n i
sgynno	s ɡ ə n ɔ
sgynnoch	s ɡ ə n ɔ χ
sgynnon	s ɡ ə n ɔ n
sgynnyn	s ɡ ə n ɪ n
sgyrsiol	s ɡ ə r s j ɔ l
sgyrsiol	s ɡ ə r ʃ ɔ l
sgìl	s ɡ ɪ l
sgïo	s ɡ i ɔ
sgôr	s ɡ oː r
shibwns	ʃ iː b ʊ n s
shibwns	ʃ iː b ʊ n z
shibwns	ʃ ɪ b ʊ n s
shibwns	ʃ ɪ b ʊ n z
shibwnsyn	ʃ ɪ b ʊ n s ɪ n
shrwmsa	ʃ r ʊ m s a
shwd	ʃ ʊ d
si	s iː
siaced	ʃ a k ɛ d
siafio	ʃ a v j ɔ
siafio	ʃ aː v ɔ
siampên	ʃ a m p eː n
siani	ʃ aː n i
sianis	ʃ a n i z
sianis	ʃ aː n i z
siarad	ʃ a r a d
siarad	ʃ aː r a d
siaradwr	ʃ a r a d ʊ r
siaradwyr	ʃ a r a d w ɪ r
siarc	ʃ a r k
siart	ʃ a r t
siartiau	ʃ a r t j a i̯
siartiau	ʃ a r t j ɛ
sibrwd	s ɪ b r ʊ d
sicr	s ɪ k ɪ r
sicrhau	s ɪ k r h a ɨ̯
sicrwydd	s ɪ k r ʊ i̯ ð
sidan	s iː d a n
sidan	s ɪ d a n
siec	ʃ ɛ k
sied	ʃ ɛ d
siei	ʃ e i̯
sifil	s ɪ v ɪ l
sil	s iː l
silff	s ɪ l f
silicon	s ɪ l ɪ k ɔ n
silindr	s ɪ l ɪ n d r
sillaf	s ɪ ɬ a v
sillafu	s ɪ ɬ a v i
sillafu	s ɪ ɬ aː v i
sillgoll	s ɪ ɬ ɡ ɔ ɬ
silwair	s ɪ l w a i̯ r
silweirio	s ɪ l w e i̯ r j ɔ
sin	s iː n
sinc	s ɪ ŋ k
sinc	z ɪ ŋ k
sinsir	s ɪ n s ɪ r
siobyn	ʃ ɔ b ɪ n
sioc	ʃ ɔ k
siocled	ʃ ɔ k l ɛ d
siocledi	ʃ ɔ k l eː d i
siocledi	ʃ ɔ k l ɛ d i
sioe	ʃ ɔ i̯
sioeau	ʃ ɔ i̯ a i̯
sioeau	ʃ ɔ i̯ ɛ
siom	ʃ ɔ m
siomau	ʃ ɔ m a i̯
siomau	ʃ ɔ m ɛ
siomedig	ʃ ɔ m eː d ɪ ɡ
siomedig	ʃ ɔ m ɛ d ɪ ɡ
siomi	ʃ ɔ m i
sionc	ʃ ɔ ŋ k
siop	ʃ ɔ p
siopa	ʃ ɔ p a
siopau	ʃ ɔ p a i̯
siopau	ʃ ɔ p ɛ
siopwr	ʃ ɔ p ʊ r
siopwyr	ʃ ɔ p w ɪ r
siort	ʃ ɔ r t
sir	s iː r
sir	ʃ iː r
sirconiwm	z ɪ r k ɔ n j ʊ m
sirol	s iː r ɔ l
sirol	s ɪ r ɔ l
siswrn	s ɪ s ʊ r n
siswrn	s ɪ ʃ ʊ n
siswrn	ʃ ɪ ʃ ʊ n
siwgr	ʃ uː ɡ ɪ r
siwgr	ʃ ʊ ɡ r
siwgr	ʃ ʊ ɡ ɪ r
siwmae	ʃ m a i̯
siwmae	ʃ ʊ m a i̯
siwmper	ʃ ʊ m p ɛ r
siwmperi	ʃ ʊ m p eː r i
siwmperi	ʃ ʊ m p ɛ r i
siwr	ʃ uː r
siwr	ʃ ɪ u̯ r
siwrnai	ʃ ʊ r n a i̯
siwrnai	ʃ ʊ r n ɛ
siwrwd	ʃ uː r ʊ d
siwrwd	ʃ ʊ r ʊ d
siwt	s ɪ u̯ t
siâp	ʃ aː p
sièd	ʃ ɛ d
siŵr	ʃ uː r
slaf	s l aː v
slebog	s l eː b ɔ ɡ
slebog	s l ɛ b ɔ ɡ
slej	s l ɛ d͡ʒ
slejys	s l ɛ d͡ʒ ɪ z
sliper	s l ɪ p ɛ r
slorwm	s l oː r ʊ m
slorwm	s l ɔ r ʊ m
smot	s m ɔ t
smwddio	s m ʊ ð j ɔ
smygu	s m ə ɡ i
snwcer	s n ʊ k ɛ r
so	s oː
soch	s oː χ
soddi	s oː ð i
soddi	s ɔ ð i
sodiwm	s ɔ d j ʊ m
sodlau	s ɔ d l a i̯
sodlau	s ɔ d l ɛ
sodor	s ɔ d ɔ r
sodro	s ɔ d r ɔ
soffa	s ɔ f a
sofren	s ɔ v r ɛ n
sorgwm	s ɔ r ɡ ʊ m
sorod	s oː r ɔ d
sorod	s ɔ r ɔ d
sorth	s ɔ r θ
sos	s oː s
sosban	s ɔ s b a n
sosej	s ɔ s ɛ d͡ʒ
sosialaeth	s ɔ ʃ a l a i̯ θ
sosialaidd	s ɔ ʃ a l a i̯ ð
sosialydd	s ɔ ʃ a l ɪ ð
sosys	s oː s ɪ z
sosys	s ɔ s ɪ z
sothach	s ɔ θ a χ
sownd	s o u̯ n d
spleinsio	s b l e i̯ n s j ɔ
spleinsio	s b l e i̯ n ʃ ɔ
staen	s d a i̯ n
stafell	s d a v ɛ ɬ
stafell	s d aː v ɛ ɬ
staff	s d a f
stamp	s d a m p
stampiau	s t a m p j ɛ
steiloffôn	s d e i̯ l ɔ f oː n
stemar	s d eː m a r
stemar	s d ɛ m a r
stemars	s d eː m a r z
stemars	s d ɛ m a r z
stemio	s d ɛ m j ɔ
stethosgop	s d ɛ θ ɔ s ɡ ɔ p
stigma	s t ɪ ɡ m a
stiwdio	s d ɪ u̯ d j ɔ
stopi	s d ɔ p i
stopiem	s d ɔ p j ɛ m
stopio	s d ɔ p j ɔ
stori	s d oː r i
stori	s d ɔ r i
stormus	s t ɔ r m ɪ s
storïau	s d ɔ r iː a i̯
storïau	s d ɔ r iː ɛ
strach	s d r aː χ
straeon	s d r e i̯ ɔ n
streic	s d r e i̯ k
streiciau	s d r e i̯ k j a i̯
streiciau	s d r e i̯ k j ɛ
streicio	s d r e i̯ k j ɔ
streicwr	s t r ɛ i k ʊ r
streip	s d r e i̯ p
strontiwm	s d r ɔ n t j ʊ m
strwythur	s t r ʊ i̯ θ ɪ r
stryd	s d r iː d
stwnsh	s d ʊ n ʃ
stwnsio	s d ʊ n ʃ ɔ
stwrsiwn	s d ʊ r ʃ ʊ n
stwrsiynod	s d ʊ r ʃ ə n ɔ d
styfnig	s d ə v n ɪ ɡ
stêm	s d eː m
stôl	s t oː l
stŵr	s d uː r
sudd	s iː ð
sumbol	s ɪ m b ɔ l
sunthesis	s ɪ n θ ɛ s ɪ s
sur	s iː r
suran	s iː r a n
suran	s ɪ r a n
suranen	s ɪ r aː n ɛ n
surdoes	s ɪ r d ɔ i̯ s
sustem	s ɪ s d ɛ m
sut	s ɪ t
sut	ʃ ʊ d
sut	ʃ ʊ t
sw	z uː
swch	s uː χ
swigen	s w iː ɡ ɛ n
swigen	s w ɪ ɡ ɛ n
swigod	s w iː ɡ ɛ n
swigod	s w ɪ ɡ ɛ n
swil	s w ɪ l
switsh	s w ɪ t͡ʃ
switshys	s w ɪ t ʃ ɪ z
switsio	s w ɪ t ʃ ɔ
swllt	s ʊ ɬ d
swm	s ʊ m
swn	s ʊ n
swnian	s ʊ n j a n
swnio	s ʊ n j ɔ
swnllyd	s ʊ n ɬ ɪ d
swnt	s ʊ n t
swoleg	z ʊ oː l ɛ ɡ
swoleg	z ʊ ɔ l ɛ ɡ
swolegydd	s uː ɔ l eː ɡ ɨ̞ ð
swolegydd	s ʊ ɔ l ɛ ɡ ɨ̞ ð
swper	s ʊ p ɛ r
swrth	s ʊ r θ
swshi	s uː ʃ i
swshi	s ʊ ʃ i
swydd	s ʊ i̯ ð
swyddfa	s ʊ i̯ ð v a
swyddfeydd	s ʊ i̯ ð v e i̯ ð
swyddi	s ʊ i̯ ð i
swyddog	s ʊ i̯ ð ɔ ɡ
swyddogaeth	s ʊ i̯ ð oː ɡ a i̯ θ
swyddogaeth	s ʊ i̯ ð oː ɡ ɛ θ
swyddogaeth	s ʊ i̯ ð ɔ ɡ a i̯ θ
swyddogaeth	s ʊ i̯ ð ɔ ɡ ɛ θ
swyddwr	s ʊ i̯ ð ʊ r
swyn	s ʊ i̯ n
swyno	s ʊ i̯ n ɔ
swynol	s ʊ i̯ n ɔ l
sy	s iː
sych	s iː χ
sychach	s ə χ a χ
sychdarthiad	s ə χ d a r θ j a d
sychdarthu	s ə χ d a r θ i
sychder	s ə χ d ɛ r
sychdwr	s ə χ d ʊ r
syched	s ə χ ɛ d
sychin	s ə χ ɪ n
sychnant	s ə χ n a n t
sychnentydd	s ə χ n ɛ n t ɪ ð
sychu	s ə χ i
sychwr	s ə χ ʊ r
sydd	s iː ð
syfi	s ə v i
syfl	s ɪ v l
syflyd	s ə v l ɪ d
syfrdan	s ə v r d a n
syfrdanol	s ə v r d aː n ɔ l
syfrdanu	s ə v r d aː n i
syfïa	s ə v iː a
syfïen	s ə v iː ɛ n
sylfaen	s ə l v a i̯ n
sylfaenol	s ə l v e i̯ n ɔ l
sylffad	s ə l f a d
sylffwr	s ə l f ʊ r
syllta	s ə ɬ d a
syllu	s ə ɬ i
sylw	s ə l u
sylw	s ɪ l u
sylwebu	s ə l w eː b i
sylwebu	s ə l w ɛ b i
sylwedd	s ə l w ɛ ð
sylweddol	s ə l w eː ð ɔ l
sylweddol	s ə l w ɛ ð ɔ l
sylweddoli	s ə l w ɛ ð ɔ l i
sylwi	s ə l w i
symbol	s ɪ m b ɔ l
symiau	s ə m j a i̯
symiau	s ə m j ɛ
syml	s ə m l
syml	s ə m ɪ l
syml	s ɪ m l
syml	s ɪ m ɪ l
symud	s ə m ɪ d
symudais	s ə m iː d a i̯ s
symudais	s ə m iː d ɛ s
symudais	s ə m ɪ d a i̯ s
symudais	s ə m ɪ d ɛ s
symudaist	s ə m iː d a i̯ s d
symudaist	s ə m iː d ɛ s d
symudaist	s ə m ɪ d a i̯ s d
symudaist	s ə m ɪ d ɛ s d
symudliw	s ə m ɪ d l ɪ u̯
symudoch	s ə m iː d ɔ χ
symudoch	s ə m ɪ d ɔ χ
symudodd	s ə m iː d ɔ ð
symudodd	s ə m ɪ d ɔ ð
symudol	s ə m iː d ɔ l
symudol	s ə m ɪ d ɔ l
symudon	s ə m iː d ɔ n
symudon	s ə m ɪ d ɔ n
syn	s iː n
synagog	s ɪ n a ɡ ɔ ɡ
synau	s ə n a i̯
synau	s ə n ɛ
syndod	s ə n d ɔ d
syndodau	s ə n d oː d a i̯
syndodau	s ə n d oː d ɛ
syndodau	s ə n d ɔ d a i̯
syndodau	s ə n d ɔ d ɛ
syndodol	s ə n d oː d ɔ l
syndodol	s ə n d ɔ d ɔ l
syndodus	s ə n d oː d ɪ s
syndodus	s ə n d ɔ d ɪ s
syniad	s ə n j a d
synio	s ə n j ɔ
synnu	s ə n i
synnwyr	s ə n w ɪ r
synnwyr	s ə n ʊ i̯ r
synthesis	s ɪ n θ ɛ s ɪ s
syrjeri	s ə r d͡ʒ ə r i
syrjeris	s ə r d͡ʒ ə r i z
syrpréis	s ə r p r e i̯ z
syrthio	s ə r θ j ɔ
system	s ɪ s d ɛ m
syth	s iː θ
sâl	s aː l
sèd	z ɛ d
sêl	s eː l
sêls	s eː l z
sêr	s eː r
sìl	s ɪ l
sôn	s oː n
söolegwr	s oː ɔ l eː ɡ ʊ r
söolegwr	s ɔ ɔ l ɛ ɡ ʊ r
söolegwyr	s oː ɔ l ɛ ɡ w ɪ r
söolegwyr	s ɔ ɔ l ɛ ɡ w ɪ r
söolegydd	s oː ɔ l eː ɡ ɪ ð
söolegydd	s ɔ ɔ l ɛ ɡ ɪ ð
sŵau	z uː a i̯
sŵau	z uː ɛ
sŵn	s uː n
t'mod	t m ɔ d
ta	t a
tab	t a b
tacl	t a k l
taclus	t a k l ɪ s
tacluso	t a k l ɪ s ɔ
tacluswch	t a k l ɪ s ʊ χ
tad	t aː d
tadau	t a d a i̯
tadau	t a d ɛ
tadau	t aː d a i̯
tadau	t aː d ɛ
taen	t a i̯ n
taenu	t e i̯ n i
taenu	t iː n i
taeog	t e i̯ ɔ ɡ
taeogtref	t e i̯ ɔ ɡ t r ɛ v
taeru	t e i̯ r i
taeru	t iː r i
tafarn	t a v a r n
tafarn	t aː v a r n
tafarnwr	t a v a r n ʊ r
tafarnwraig	t a v a r n w r a i̯ ɡ
tafarnwraig	t aː v a r n w r a i̯ ɡ
tafarnwyr	t a v a r n w ɪ r
tafell	t aː v ɛ ɬ
taflegryn	t a v l ɛ ɡ r ɪ n
taflen	t a v l ɛ n
taflod	t a v l ɔ d
taflodol	t a v l oː d ɔ l
taflodol	t a v l ɔ d ɔ l
taflodoledig	t a v l ɔ d ɔ l eː d ɪ ɡ
taflodoledig	t a v l ɔ d ɔ l ɛ d ɪ ɡ
taflodoli	t a v l ɔ d oː l i
taflodoli	t a v l ɔ d ɔ l i
taflu	t a v l i
tafod	t aː v ɔ d
tafodau	t a v ɔ d a i̯
tafodau	t a v ɔ d ɛ
tafodieithoedd	t a v ɔ d j e i̯ θ ɔ i̯ ð
tafodieithol	t a v ɔ d j e i̯ θ ɔ l
tafol	t aː v ɔ l
tai	t a i̯
taid	t a i̯ d
tail	t a i̯ l
tair	t a i̯ r
taith	t a i̯ θ
tal	t a l
tal	t aː l
tala	t a l a
tala	t aː l a
talach	t a l a χ
talaf	t aː l a
talaf	t aː l a v
talai	t a l a i̯
talai	t a l ɛ
talai	t aː l a i̯
talai	t aː l ɛ
talais	t a l a i̯ s
talais	t a l ɛ s
talais	t aː l a i̯ s
talais	t aː l ɛ s
talaist	t aː l a i̯ s d
talaist	t aː l ɛ s d
talaith	t aː l a i̯ θ
talaith	t aː l ɛ θ
talan	t a l a n
talan	t aː l a n
talant	t a l a n t
talant	t aː l a n t
talcen	t a l k ɛ n
talch	t a l χ
taldra	t a l d r a
taleb	t aː l ɛ b
taled	t a l ɛ d
taled	t aː l ɛ d
taleithiau	t a l e i̯ θ j a i̯
taleithiau	t a l e i̯ θ j ɛ
talem	t a l ɛ m
talem	t aː l ɛ m
talen	t a l ɛ n
talen	t aː l ɛ n
talent	t a l ɛ n t
talent	t aː l ɛ n t
talentog	t a l ɛ n t ɔ ɡ
taler	t a l ɛ r
taler	t aː l ɛ r
tales	t a l ɛ s
tales	t aː l ɛ s
talet	t a l ɛ t
talet	t aː l ɛ t
tali	t aː l i
taliadau	t a l j a d a i̯
taliadau	t a l j a d ɛ
taliadau	t a l j aː d a i̯
taliadau	t a l j aː d ɛ
taliff	t a l ɪ f
taliff	t aː l ɪ f
talit	t a l ɪ t
talit	t aː l ɪ t
talo	t aː l ɔ
taloch	t aː l ɔ χ
talodd	t aː l ɔ ð
talom	t a l ɔ m
talom	t aː l ɔ m
talon	t a l ɔ n
talon	t aː l ɔ n
talu	t aː l i
talwch	t a l ʊ χ
talwch	t aː l ʊ χ
talwm	t a l ʊ m
talwn	t a l ʊ n
talwn	t aː l ʊ n
tan	t a n
tanagr	t aː n a ɡ r
tanagrod	t a n a ɡ r ɔ d
tanbaid	t a m b a i̯ d
tanbeidrwydd	t a m b e i̯ d r ʊ i̯ ð
tanfor	t a n v ɔ r
taniwr	t a n j ʊ r
tannau	t a n a i̯
tannau	t a n ɛ
tant	t a n t
tantalwm	t a n t aː l ʊ m
tanwydd	t a n w ɪ ð
tanwydd	t a n ʊ i̯ ð
tanwydd	t aː n ʊ i̯ ð
tanwyr	t a n w ɪ r
taradr	t aː r a d r
taran	t aː r a n
taranau	t a r a n a i̯
taranau	t a r a n ɛ
taranau	t a r aː n a i̯
taranau	t a r aː n ɛ
taranu	t a r a n i
taranu	t a r aː n i
tarddiant	t a r ð j a n t
tarian	t a r j a n
tarianau	t a r j a n a i̯
tarianau	t a r j a n ɛ
tarianau	t a r j aː n a i̯
tarianau	t a r j aː n ɛ
taro	t aː r ɔ
tarth	t a r θ
tarthiad	t a r θ j a d
tarthu	t a r θ i
tarw	t a r u
tarw	t aː r u
taten	t a t ɛ n
tato	t a t ɔ
tatws	t a t ʊ s
tatŵ	t a t uː
tatŵs	t a t uː z
tau	t a i̞
taw	t a
taw	t a u̯
taw	t ə
tawa	t a u̯ a
tawch	t a u̯ χ
tawchu	t a u̯ χ i
tawdd	t a u̯ ð
tawel	t a u̯ ɛ l
tawelion	t a u̯ ɛ l j ɔ n
tawelu	t a u̯ eː l i
tawelu	t a u̯ ɛ l i
tawelwch	t a u̯ eː l ʊ χ
tawelwch	t a u̯ ɛ l ʊ χ
tawelwch	t w eː l ʊ χ
tawelwch	t w ɛ l ʊ χ
tawelyn	t a u̯ eː l ɪ n
tawelyn	t a u̯ ɛ l ɪ n
tawl	t a u̯ l
tawn	t a u̯ n
te	t eː
tebyg	t eː b ɪ ɡ
tebyg	t ɛ b ɪ ɡ
tebygol	t ɛ b ə ɡ ɔ l
technegydd	t ɛ χ n ɛ ɡ ɪ ð
technetiwm	t ɛ χ n ɛ t j ʊ m
technoleg	t ɛ χ n ɔ l ɛ ɡ
teclyn	t ɛ k l ɪ n
tecáu	t ɛ k a i̯
teg	t eː ɡ
tegan	t eː ɡ a n
tegan	t ɛ ɡ a n
teganau	t ɛ ɡ aː n a i̯
teganau	t ɛ ɡ aː n ɛ
tegeirian	t ɛ ɡ e i̯ r j a n
tegell	t eː ɡ ɛ ɬ
tegell	t ɛ ɡ ɛ ɬ
tegwch	t eː ɡ ʊ χ
tegwch	t ɛ ɡ ʊ χ
tei	t e i̯
teiar	t e i̯ a r
teiars	t e i̯ a r s
teifl	t e i̯ v l
teigr	t e i̯ ɡ r
teigrod	t e i̯ ɡ r ɔ d
teimlad	t e i̯ m l a d
teimlad	t ɪ m l a d
teimlad	t ʊ m l a d
teimlo	t e i̯ m l ɔ
teimlo	t ɪ m l ɔ
teimlo	t ʊ m l ɔ
teios	t e ɪ ɔ s
teipiadur	t e i̯ p a d ɪ r
teipiadur	t e i̯ p aː d ɪ r
teipiadur	t e i̯ p j a d ɪ r
teipiadur	t e i̯ p j aː d ɪ r
teipio	t e i̯ p j ɔ
teipio	t e i̯ p ɔ
teirawr	t e i̯ r a u̯ r
teires	t e i̯ r ɛ s
teirw	t e i̯ r u
teisen	t e i̯ s ɛ n
teisen	t e i̯ ʃ ɛ n
teisen	t iː ʃ ɛ n
teisen	t ɪ ʃ ɛ n
teisennau	t e i̯ s ɛ n a i̯
teisennau	t e i̯ s ɛ n ɛ
teisennau	t e i̯ ʃ ɛ n a i̯
teisennau	t e i̯ ʃ ɛ n ɛ
teisennau	t ɪ s ɛ n ɛ
teisennau	t ɪ ʃ ɛ n ɛ
teithi	t e i̯ θ i
teithiau	t e i̯ θ j a i̯
teithiau	t e i̯ θ j ɛ
teithio	t e i̯ θ ɔ
teithio	t i θ ɔ
teithlyfr	t e i̯ θ l ə v ɪ r
teithlyfr	t e i̯ θ l ɪ v r
teithlyfr	t e i̯ θ l ɪ v ɪ r
teitl	t e i̯ t l
teitlau	t e i̯ t l a i̯
teitlau	t e i̯ t l ɛ
teits	t e i̯ t s
telais	t eː l a i̯ s
telais	t ɛ l a i̯ s
teledu	t ɛ l eː d i
teledu	t ɛ l ɛ d i
teli	t eː l i
teli	t ɛ l i
telid	t eː l ɪ d
telid	t ɛ l ɪ d
telir	t eː l ɪ r
telir	t ɛ l ɪ r
telor	t eː l ɔ r
telor	t ɛ l ɔ r
telori	t ɛ l oː r i
telori	t ɛ l ɔ r i
telwriwm	t ɛ l ʊ r j ʊ m
telyn	t eː l ɪ n
telyn	t ɛ l ɪ n
telynau	t ɛ l ə n a i̯
telynau	t ɛ l ə n ɛ
telynor	t ɛ l ə n ɔ r
telynores	t ɛ l ə n oː r ɛ s
telynores	t ɛ l ə n ɔ r ɛ s
telynoresau	t ɛ l ə n ɔ r ɛ s a i̯
telynoresau	t ɛ l ə n ɔ r ɛ s ɛ
telynorion	t ɛ l ə n ɔ r j ɔ n
teml	t ɛ m l
temlau	t ɛ m l a i̯
temlau	t ɛ m l ɛ
templed	t ɛ m p l ɛ d
tenant	t ɛ n a n t
tenantiaeth	t ɛ n a n t j a i̯ θ
tenantiaeth	t ɛ n a n t j ɛ θ
tenantiaethau	t ɛ n a n t j e i̯ θ a i̯
tenantiaethau	t ɛ n a n t j e i̯ θ ɛ
tenantiaid	t ɛ n a n t j a i̯ d
tenantiaid	t ɛ n a n t j ɛ d
tenau	t eː n a i̯
tenau	t eː n ɛ
tenau	t ɛ n a i̯
tenau	t ɛ n ɛ
tenesin	t ɛ n ɛ s ɪ n
teneuwe	t ɛ n ɛ i̯ w ɛ
terbiwm	t ɛ r b j ʊ m
terfyn	t ɛ r v ɪ n
terfynau	t ɛ r v ə n a i̯
terfynau	t ɛ r v ə n ɛ
terfyniad	t ɛ r v ə n j a d
terfynol	t ɛ r v ə n ɔ l
terfynu	t ɛ r v ə n i
terfysg	t ɛ r v ɪ s ɡ
terfysgaeth	t ɛ r v ə s ɡ a i̯ θ
terfysgaeth	t ɛ r v ə s ɡ ɛ θ
terfysgaidd	t ɛ r v ə s ɡ a i̯ ð
terfysglyd	t ɛ r v ə s ɡ l ɪ d
terfysgoedd	t ɛ r v ə s ɡ ɔ i̯ ð
terfysgu	t ɛ r v ə s ɡ i
terfysgwr	t ɛ r v ə s ɡ ʊ r
terfysgwyr	t ɛ r v ə s ɡ w ɪ r
termiadur	t ɛ r m j aː d ɪ r
tery	t eː r i
tery	t ɛ r i
terydr	t eː r ɪ d r
terydr	t ɛ r ɪ d r
tes	t eː s
tesog	t ɛ s ɔ ɡ
testun	t ɛ s t ɪ n
teth	t eː θ
teulu	t e i̯ l i
teulu	t iː l i
tew	t ɛ u̯
tewach	t ɛ u̯ a χ
tewbig	t ɛ u̯ b ɪ ɡ
tewbigau	t ɛ u̯ b iː ɡ a i̯
tewbigau	t ɛ u̯ b iː ɡ ɛ
tewbigau	t ɛ u̯ b ɪ ɡ a i̯
tewbigau	t ɛ u̯ b ɪ ɡ ɛ
tewed	t ɛ u̯ ɛ d
tewi	t ɛ u̯ i
tewyn	t ɛ u̯ ɪ n
teyrn	t e i̯ r n
teyrnaddoliant	t e i̯ r n a ð ɔ l j a n t
teyrnas	t e i̯ r n a s
teyrnged	t e i̯ r ŋ ɡ ɛ d
teyrniaid	t e i̯ r n j a i̯ d
teyrniaid	t e i̯ r n j ɛ d
tha	θ a
thaclus	θ a k l ɪ s
thacluso	θ a k l ɪ s ɔ
thad	θ aː d
thafarn	θ a v a r n
thafarn	θ aː v a r n
thafarnwr	θ a v a r n ʊ r
thafarnwraig	θ a v a r n w r a i̯ ɡ
thafarnwraig	θ aː v a r n w r a i̯ ɡ
thaflu	θ a v l i
thafod	θ a v ɔ d
thafod	θ aː v ɔ d
thafodau	θ a v ɔ d a i̯
thafodau	θ a v ɔ d ɛ
thaid	θ a i̯ d
thair	θ a i̯ r
thaith	θ a i̯ θ
thal	θ a l
thala	θ a l a
thala	θ aː l a
thalach	θ a l a χ
thalai	θ a l a i̯
thalai	θ a l ɛ
thalai	θ aː l a i̯
thalai	θ aː l ɛ
thalais	θ a l a i̯ s
thalais	θ a l ɛ s
thalais	θ aː l a i̯ s
thalais	θ aː l ɛ s
thalaist	θ aː l a i̯ s d
thalaist	θ aː l ɛ s d
thalcen	θ a l k ɛ n
thalent	θ a l ɛ n t
thalent	θ aː l ɛ n t
thaler	θ a l ɛ r
thaler	θ aː l ɛ r
thali	θ a l i
thali	θ aː l i
thaliadau	θ a l j a d a i̯
thaliadau	θ a l j a d ɛ
thaliadau	θ a l j aː d a i̯
thaliadau	θ a l j aː d ɛ
thaliwm	θ a l j ʊ m
thalo	θ a l ɔ
thalo	θ aː l ɔ
thaloch	θ aː l ɔ χ
thalodd	θ aː l ɔ ð
thalon	θ a l ɔ n
thalon	θ aː l ɔ n
thalu	θ a l i
thalu	θ aː l i
tharian	θ a r j a n
tharianau	θ a r j a n a i̯
tharianau	θ a r j a n ɛ
tharianau	θ a r j aː n a i̯
tharianau	θ a r j aː n ɛ
tharth	θ a r θ
tharw	θ a r u
tharw	θ aː r u
thatws	θ a t ʊ s
thaw	θ a u̯
thawel	θ a u̯ ɛ l
theatr	θ eː a t a r
theatr	θ eː a t r
thebyg	θ eː b ɪ ɡ
thebyg	θ ɛ b ɪ ɡ
theclyn	θ ɛ k l ɪ n
thegan	θ eː ɡ a n
thegan	θ ɛ ɡ a n
thegell	θ ɛ ɡ ɛ ɬ
thei	θ e i̯
theigr	θ e i̯ ɡ r
theigrod	θ e i̯ ɡ r ɔ d
theimlad	θ e i̯ m l a d
theimlad	θ ɪ m l a d
theimlad	θ ʊ m l a d
theimlo	θ e i̯ m l ɔ
theimlo	θ ɪ m l ɔ
theimlo	θ ʊ m l ɔ
theipio	θ e i̯ p j ɔ
theipio	θ e i̯ p ɔ
theirw	θ e i̯ r u
theisen	θ e i̯ s ɛ n
theisen	θ e i̯ ʃ ɛ n
theisen	θ iː ʃ ɛ n
theledu	θ ɛ l eː d i
theledu	θ ɛ l ɛ d i
thelyn	θ eː l ɪ n
thelyn	θ ɛ l ɪ n
thelynau	θ ɛ l ə n a i̯
thelynau	θ ɛ l ə n ɛ
thelynor	θ ɛ l ə n ɔ r
thelynores	θ ɛ l ə n oː r ɛ s
thelynores	θ ɛ l ə n ɔ r ɛ s
thematig	θ ɛ m a t ɪ ɡ
theth	θ eː θ
theulu	θ e i̯ l i
theulu	θ iː l i
thew	θ ɛ u̯
thewed	θ ɛ u̯ ɛ d
thewi	θ ɛ u̯ i
theyrn	θ e i̯ r n
theyrnaddoliant	θ e i̯ r n a ð ɔ l j a n t
theyrnas	θ e i̯ r n a s
thi	θ iː
thipyn	θ ɪ p ɪ n
thitw	θ ɪ t u
thlawd	θ l a u̯ d
thlodion	θ l ɔ d j ɔ n
thocyn	θ ɔ k ɪ n
thor	θ ɔ r
thoriwm	θ ɔ r j ʊ m
thorrent	θ ɔ r ɛ n t
thorri	θ ɔ r i
thorrid	θ ɔ r ɪ d
thraed	θ r a i̯ d
thraed	θ r aː d
thraeth	θ r a i̯ θ
thraeth	θ r aː θ
thrafod	θ r a v ɔ d
thrafod	θ r aː v ɔ d
thrannoeth	θ r a n ɔ i̯ θ
thraw	θ r a u̯
thrawant	θ r a u̯ a n t
