A	a
Wisconsene	w i s k ɔ̃ s ɛ n
Wiyame	w i j a m
Wiyåme	w i j ɔ m
Wiyeme	w i j ɛ m
Wiyete	w i j ɛ t
Wiymin	w iː m ɛ̃
Wiyminot	w i j m i n ɔ
Wônse	w õ s
xh	h
xh	ʃ
Xh	h
Xh	ʃ
xhaerpiner	ʃ ɛ ʀ p i n e
xhaibyî	ʃ ɛ b j iː
xhaler	ʃ a l e
xhaxhler	ʃ a ʃ l e
Xhenseval	ʃ ã s f a l
xheure	h øː ʀ
Xhindmåle	ʃ ɛ̃ d m ɔː l
Xhofrai	h ɔ f ʀ ɛː
Xhofurlin	h ɔ f y ʀ l ɛ̃
xhorbi	ʃ ɔ ʀ b i
xhufler	ʃ y f l e
xhufloter	ʃ y f l ɔ t e
Yacinte	j a s ɛ̃ t
Yåle	j ɔː l
Yande	j ã t
yebe	j ɛ p
Yeyete	j ɛ j ɛ t
Yinene	j i n ɛ n
Yoniye	j ɔ n iː j
Yopôl	j ɔ p oː l
yôrdi	j õ ʀ d i
zabele	z a b ɛ l
Zabele	z a b ɛ l
Zabete	z a b ɛ t
Zande	z ɑ̃ t
Zandrine	z ɑ̃ d ʀ i n
Zanzande	z ɑ̃ z ɑ̃ t
Zavî	z a v iː
Zavié	z a v j e
Zâvier	z aː v j e
Zavîr	z a v iː ʀ
Zavrene	z a v ʀ ɛ n
Zavreye	z a v ʀ ɛ j
Zavrine	z a v ʀ i n
Zavriye	z a v ʀ i j
Zéfir	z e f i ʀ
Zelda	z ɛ l d a
Zeliye	z ɛ l i j
Zélîye	z e l iː j
zénker	z ẽ k e
Zidôre	z i d o ʀ
Ziré	z iː ʀ e
Zirêye	z iː ʀ e j
zonôze	z ɔ n ɔː s
zoumer	z u m e
Zowé	z ɔ w e
Zulma	z y l m a
zûner	z yː n e
