अ	ɐ
मसलहत	m ɐ s l eː ɦ ɐ t̪
मसलहत	m ɐ s l ɛ ɦ ɛ t̪
मसला	m ɐ s l äː
मसलिये	m ɐ s l i j eː
मसलियेगा	m ɐ s l i j eː ɡ äː
मसलूँ	m ɐ s l ũː
मसलूँगा	m ɐ s l ũː ŋ ɡ äː
मसलूँगी	m ɐ s l ũː ŋ ɡ iː
मसलें	m ɐ s l ẽː
मसलेंगी	m ɐ s l ẽː ŋ ɡ iː
मसलेंगे	m ɐ s l ẽː ŋ ɡ eː
मसलो	m ɐ s l oː
मसविदा	m ɐ s ʋ ɪ d̪ äː
मसाजिद	m ɐ s äː d͡ʒ ɪ d̪
मसान	m ɐ s ä̃ː n
मसाला	m ɐ s äː l äː
मसाले	m ɐ s äː l eː
मसालो	m ɐ s äː l oː
मसालों	m ɐ s äː l õː
मसि	m ɐ s iː
मसिजीवी	m ɐ s ɪ d͡ʒ iː ʋ iː
मसिपात्र	m ɐ s ɪ p äː t̪ ɾᵊ
मसीह	m ɐ s iːʱ
मसीहा	m ɐ s iː ɦ äː
मसीही	m ɐ s iː ɦ iː
मसूड़ा	m ɐ s uː ɽ äː
मसूर	m ɐ s uː ɾ
मसूरी	m ɐ s uː ɾ iː
मस्क़त	m ɐ s k ɐ t̪
मस्क़त	m ɐ s q ɐ t̪
मस्का	m ɐ s k äː
मस्जिद	m ɐ s d͡ʒ ɪ d̪
मस्जिदें	m ɐ s d͡ʒ ɪ d̪ ẽː
मस्जिदो	m ɐ s d͡ʒ ɪ d̪ oː
मस्जिदों	m ɐ s d͡ʒ ɪ d̪ õː
मस्त	m ɐ s t̪
मस्तक	m ɐ s t̪ ɐ k
मस्ताना	m ɐ s t̪ äː n äː
मस्तानी	m ɐ s t̪ äː n iː
मस्तियाँ	m ɐ s t̪ i j ä̃ː
मस्तियो	m ɐ s t̪ i j oː
मस्तियों	m ɐ s t̪ i j õː
मस्तिष्क	m ɐ s t̪ ɪ ʃ k
मस्तिष्कस्तंभ	m ɐ s t̪ ɪ ʃ k s t̪ ɐ̃ m bʱ
मस्तिष्कस्तम्भ	m ɐ s t̪ ɪ ʃ k s t̪ ɐ̃ m bʱ
मस्ती	m ɐ s t̪ iː
मस्तूल	m ɐ s t̪ uː l
मस्सा	m ɐ s s äː
महँगाई	m ɛ ɦ ɛ̃ ŋ ɡ äː iː
महंगा	m ɛ ɦ ɛ̃ ŋ ɡ äː
महक	m ɛ ɦ ɛ k
महकना	m ɛ ɦ ɛ k n äː
महकमा	m ɛʱ k ɐ m äː
महकें	m ɛ ɦ ɛ k ẽː
महको	m ɛ ɦ ɛ k oː
महकों	m ɛ ɦ ɛ k õː
महजबीं	m ɛ ɦ ɛ d͡ʒ b ĩː
महज़	m ɛ ɦ ɛ d͡ʒ
महज़	m ɛ ɦ ɛ z
महताब	m ɛʱ t̪ äː b
महत्त्व	m ɛ ɦ ɛ t̪̚ t̪ wᵊ
महत्त्वपूर्ण	m ɛ ɦ ɛ t̪̚ t̪ w ɐ p uː ɾ ɳ
महत्व	m ɛ ɦ ɛ t̪ wᵊ
महत्वपूर्ण	m ɛ ɦ ɛ t̪ w ɐ p uː ɾ ɳ
महत्वाकांक्षा	m ɛ ɦ ɛ t̪ w äː k ä̃ː ŋ k ʃ äː
महत्वाकांक्षाएँ	m ɛ ɦ ɛ t̪ w äː k ä̃ː ŋ k ʃ äː ẽː
महत्वाकांक्षाओ	m ɛ ɦ ɛ t̪ w äː k ä̃ː ŋ k ʃ äː oː
महत्वाकांक्षाओं	m ɛ ɦ ɛ t̪ w äː k ä̃ː ŋ k ʃ äː õː
महफ़िल	m ɛʱ f ɪ l
महफ़िल	m ɛʱ pʰ ɪ l
महफ़ूज़	m ɛʱ f uː z
महफ़ूज़	m ɛʱ pʰ uː d͡ʒ
महफिल	m ɛʱ f ɪ l
महफिल	m ɛʱ pʰ ɪ l
महबूब	m ɛʱ b uː b
महबूबा	m ɛʱ b uː b äː
महमूद	m ɛʱ m uː d̪
महरूम	m ɛʱ ɾ ũː m
महर्षि	m ɛ ɦ ɛ ɾ ʃ iː
महर्षियो	m ɛ ɦ ɛ ɾ ʃ i j oː
महर्षियों	m ɛ ɦ ɛ ɾ ʃ i j õː
महल	m ɛ ɦ ɛ l
महल्ला	m ɛ ɦ ɛ l l äː
महसूस	m ɛʱ s uː s
महा	m ɐ ɦ äː
महाकाल	m ɐ ɦ äː k äː l
महागज	m ɐ ɦ äː ɡ ɐ d͡ʒ
महागठबंधन	m ɐ ɦ äː ɡ ɐ ʈʰ b ɐ̃ n̪ d̪ʱ ɐ̃ n
महागुच्छ	m ɐ ɦ äː ɡ ʊ t̚ t͡ʃʰ
महागुच्छ	m ɐ ɦ äː ɡ ʊ t͡ʃʰ
महागुरु	m ɐ ɦ äː ɡ ʊ ɾ uː
महाजनपद	m ɐ ɦ äː d͡ʒ ɐ̃ n p ɐ d̪
महात्मा	m ɐ ɦ äː t̪ m äː
महादानव	m ɐ ɦ äː d̪ äː n ɐ ʋ
महादेव	m ɐ ɦ äː d̪ eː ʋ
महाद्वीप	m ɐ ɦ äː d̪ w iː p
महाधिवक्ता	m ɐ ɦ äː d̪ʱ ɪ ʋ ɐ k t̪ äː
महान	m ɐ ɦ ä̃ː n
महानगर	m ɐ ɦ äː n ɐ ɡ ɐ ɾ
महानिदेशक	m ɐ ɦ äː n ɪ d̪ eː ʃ ɐ k
महानिदेशालय	m ɐ ɦ äː n ɪ d̪ eː ʃ äː l ɐ j
महानिरीक्षक	m ɐ ɦ äː n ɪ ɾ iː k ʃ ɐ k
महानिर्देशक	m ɐ ɦ äː n ɪ ɾ d̪ eː ʃ ɐ k
महानुभाव	m ɐ ɦ äː n ʊ bʱ äː ʋ
महापंडित	m ɐ ɦ äː p ɐ̃ ɳ ɖ ɪ t̪
महापण्डित	m ɐ ɦ äː p ɐ̃ ɳ ɖ ɪ t̪
महापौर	m ɐ ɦ äː p ɔː ɾ
महापौरो	m ɐ ɦ äː p ɔː ɾ oː
महापौरों	m ɐ ɦ äː p ɔː ɾ õː
महाप्रभु	m ɐ ɦ äː p ɾ ɐ bʱ uː
महाभारत	m ɐ ɦ äː bʱ äː ɾ ɐ t̪
महाभियोग	m ɐ ɦ äː bʱ i j oː ɡ
महामंदी	m ɐ ɦ äː m ɐ̃ n̪ d̪ iː
महामहिम	m ɐ ɦ äː m ɐ ɦ ɪ̃ m
महामारियाँ	m ɐ ɦ äː m äː ɾ i j ä̃ː
महामारियो	m ɐ ɦ äː m äː ɾ i j oː
महामारियों	m ɐ ɦ äː m äː ɾ i j õː
महामारी	m ɐ ɦ äː m äː ɾ iː
महामूर्ख	m ɐ ɦ äː m uː ɾ kʰ
महामूर्खों	m ɐ ɦ äː m uː ɾ kʰ õː
महायान	m ɐ ɦ äː j ä̃ː n
महायुद्ध	m ɐ ɦ äː j ʊ d̪ʱ
महायुद्ध	m ɐ ɦ äː j ʊ d̪ːʱ
महायुद्धो	m ɐ ɦ äː j ʊ d̪̚ d̪ʱ oː
महायुद्धों	m ɐ ɦ äː j ʊ d̪̚ d̪ʱ õː
महारत	m ɐ ɦ äː ɾ ɐ t̪
महाराज	m ɐ ɦ äː ɾ äː d͡ʒ
महाराजगंज	m ɐ ɦ äː ɾ äː d͡ʒ ɡ ɐ̃ n d͡ʒ
महाराजा	m ɐ ɦ äː ɾ äː d͡ʒ äː
महाराजाधिराज	m ɐ ɦ äː ɾ äː d͡ʒ äː d̪ʱ ɪ ɾ äː d͡ʒ
महारानी	m ɐ ɦ äː ɾ äː n iː
महाराष्ट्र	m ɐ ɦ äː ɾ äː ʂ ʈ ɾᵊ
महाराष्ट्री	m ɐ ɦ äː ɾ äː ʂ ʈ ɾ iː
महार्णव	m ɐ ɦ äː ɾ ɳ ɐ ʋ
महावत	m ɐ ɦ äː ʋ ɐ t̪
महाविद्यालय	m ɐ ɦ äː ʋ ɪ d̪ j äː l ɐ j
महाविद्यालयो	m ɐ ɦ äː ʋ ɪ d̪ j äː l j oː
महाविद्यालयों	m ɐ ɦ äː ʋ ɪ d̪ j äː l j õː
महावीर	m ɐ ɦ äː ʋ iː ɾ
महाशक्ति	m ɐ ɦ äː ʃ ɐ k t̪ iː
महाशय	m ɐ ɦ äː ʃ ɐ j
महासंरचना	m ɐ ɦ äː s ɐ̃ n ɾ ɐ t͡ʃ n äː
महासचिव	m ɐ ɦ äː s ɐ t͡ʃ ɪ ʋ
महासागर	m ɐ ɦ äː s äː ɡ ɐ ɾ
महासुख	m ɐ ɦ äː s ʊ kʰ
महिमा	m ɐ ɦ ɪ m äː
महिला	m ɐ ɦ ɪ l äː
महिला	m ɛː ɦ ɪ l äː
महिलाएँ	m ɐ ɦ ɪ l äː ẽː
महिलाओ	m ɐ ɦ ɪ l äː oː
महिलाओं	m ɐ ɦ ɪ l äː õː
महिलावाद	m ɐ ɦ ɪ l äː ʋ äː d̪
महिलावादी	m ɐ ɦ ɪ l äː ʋ äː d̪ iː
महीन	m ɐ ɦ ĩː n
महीना	m ɐ ɦ iː n äː
महीने	m ɐ ɦ iː n eː
महीनो	m ɐ ɦ iː n oː
महीनों	m ɐ ɦ iː n õː
महीप	m ɐ ɦ iː p
महीपाल	m ɐ ɦ iː p äː l
महेंद्र	m ɐ ɦ ẽː n̪ d̪ ɾᵊ
महेश	m ɐ ɦ eː ʃ
महोदय	m ɐ ɦ oː d̪ ɐ j
महोदया	m ɐ ɦ oː d̪ ɐ j äː
महोबा	m ɐ ɦ oː b äː
मह्ल	m ɛʱ lᵊ
माँ	m ä̃ː
माँग	m ä̃ː ŋ ɡ
माँगकर	m ä̃ː ŋ ɡ̚ k ɐ ɾ
माँगके	m ä̃ː ŋ ɡ̚ k eː
माँगटीका	m ä̃ː ŋ ɡ ʈ iː k äː
माँगता	m ä̃ː ŋ ɡ t̪ äː
माँगती	m ä̃ː ŋ ɡ t̪ iː
माँगतीं	m ä̃ː ŋ ɡ t̪ ĩː
माँगते	m ä̃ː ŋ ɡ t̪ eː
माँगना	m ä̃ː ŋ ɡ n äː
माँगनी	m ä̃ː ŋ ɡ n iː
माँगनीं	m ä̃ː ŋ ɡ n ĩː
माँगने	m ä̃ː ŋ ɡ n eː
माँगनेवाला	m ä̃ː ŋ ɡ n eː ʋ äː l äː
माँगनेवाली	m ä̃ː ŋ ɡ n eː ʋ äː l iː
माँगनेवालीं	m ä̃ː ŋ ɡ n eː ʋ äː l ĩː
माँगनेवाले	m ä̃ː ŋ ɡ n eː ʋ äː l eː
माँगा	m ä̃ː ŋ ɡ äː
माँगिये	m ä̃ː ŋ ɡ i j eː
माँगियेगा	m ä̃ː ŋ ɡ i j eː ɡ äː
माँगियो	m ä̃ː ŋ ɡ i j oː
माँगी	m ä̃ː ŋ ɡ iː
माँगीं	m ä̃ː ŋ ɡ ĩː
माँगूँ	m ä̃ː ŋ ɡ ũː
माँगूँगा	m ä̃ː ŋ ɡ ũː ŋ ɡ äː
माँगूँगी	m ä̃ː ŋ ɡ ũː ŋ ɡ iː
माँगे	m ä̃ː ŋ ɡ eː
माँगें	m ä̃ː ŋ ɡ ẽː
माँगेंगी	m ä̃ː ŋ ɡ ẽː ŋ ɡ iː
माँगेंगे	m ä̃ː ŋ ɡ ẽː ŋ ɡ eː
माँगेगा	m ä̃ː ŋ ɡ eː ɡ äː
माँगेगी	m ä̃ː ŋ ɡ eː ɡ iː
माँगो	m ä̃ː ŋ ɡ oː
माँगोगी	m ä̃ː ŋ ɡ oː ɡ iː
माँगोगे	m ä̃ː ŋ ɡ oː ɡ eː
माँज	m ä̃ː n d͡ʒ
माँजना	m ä̃ː n d͡ʒ n äː
माँजा	m ä̃ː n d͡ʒ äː
माँझ	m ä̃ː n d͡ʒʱ
माँझा	m ä̃ː n d͡ʒʱ äː
माँझी	m ä̃ː n d͡ʒʱ iː
माँड़ना	m ä̃ː ɽ n äː
माँत	m ä̃ː t̪
माँदा	m ä̃ː d̪ äː
माँस	m ä̃ː s
माँसाहारी	m ä̃ː s äː ɦ äː ɾ iː
मां	m ä̃ː
मांग	m ä̃ː ŋ ɡ
मांगना	m ä̃ː ŋ ɡ n äː
मांगलिक	m ä̃ː ŋ ɡ ɐ l ɪ k
मांगा	m ä̃ː ŋ ɡ äː
मांजा	m ä̃ː n d͡ʒ äː
मांड	m ä̃ː ɳ ɖ
मांडलिक	m ä̃ː ɳ ɖ ɐ l ɪ k
मांड़ी	m ä̃ː ɽ iː
मांडा	m ä̃ː ɳ ɖ äː
मांद	m ä̃ː n̪ d̪
मांस	m ä̃ː n s
मांसपेशी	m ä̃ː n s p eː ʃ iː
मांसल	m ä̃ː n s ɐ l
मांसाहार	m ä̃ː n s äː ɦ äː ɾ
मांसाहारियो	m ä̃ː n s äː ɦ äː ɾ i j oː
मांसाहारियों	m ä̃ː n s äː ɦ äː ɾ i j õː
मांसाहारी	m ä̃ː n s äː ɦ äː ɾ iː
माइंत्स	m äː ɪ̃ n̪ t̪ s
माइक	m äː ɪ k
माइक्रोनेशिया	m äː ɪ k ɾ oː n eː ʃ i j äː
माइक्रोप्रोसेसर	m äː ɪ k ɾ oː p ɾ oː s eː s ɐ ɾ
माइक्रोफ़ोन	m äː ɪ k ɾ oː f õː n
माइक्रोफ़ोन	m äː ɪ k ɾ oː pʰ õː n
माइक्रोफोन	m äː ɪ k ɾ oː pʰ õː n
माएबाशी	m äː eː b äː ʃ iː
माओवाद	m äː oː ʋ äː d̪
माओवादियों	m äː oː ʋ äː d̪ i j õː
माओवादी	m äː oː ʋ äː d̪ iː
माखन	m äː kʰ ɐ̃ n
माघ	m äː ɡʱ
माचा	m äː t͡ʃ äː
माचिस	m äː t͡ʃ ɪ s
माजरा	m äː d͡ʒ ɾ äː
माज़ी	m äː d͡ʒ iː
माज़ी	m äː z iː
माजूफल	m äː d͡ʒ uː pʰ ɐ l
माटी	m äː ʈ iː
माणिक्य	m äː ɳ ɪ k jᵊ
माण्डलिक	m ä̃ː ɳ ɖ ɐ l ɪ k
मात	m äː t̪
मातम	m äː t̪ ɐ̃ m
माता	m äː t̪ äː
माताएँ	m äː t̪ äː ẽː
माताओ	m äː t̪ äː oː
माताओं	m äː t̪ äː õː
मातुलिंग	m äː t̪ ʊ l ɪ̃ ŋ ɡ
मातुलुंग	m äː t̪ ʊ l ʊ̃ ŋ ɡ
मातृ	m äː t̪ ɾ
मातृक	m äː t̪ ɾ ɪ k
मातृभाषा	m äː t̪ ɾ ɪ bʱ äː ʃ äː
मातृभूमि	m äː t̪ ɾ ɪ bʱ uː m iː
मातृभूमियाँ	m äː t̪ ɾ ɪ bʱ uː m i j ä̃ː
मातृभूमियों	m äː t̪ ɾ ɪ bʱ uː m i j õː
मातृसत्ता	m äː t̪ ɾ ɪ s ɐ t̪̚ t̪ äː
मात्र	m äː t̪ ɾᵊ
मात्रक	m äː t̪ ɾ ɐ k
मात्रा	m äː t̪ ɾ äː
मात्राएँ	m äː t̪ ɾ äː ẽː
मात्राओ	m äː t̪ ɾ äː oː
मात्राओं	m äː t̪ ɾ äː õː
मात्सुए	m äː t̪ s ʊ eː
मात्सुयामा	m äː t̪ s ʊ j äː m äː
माथ	m äː t̪ʰ
माथा	m äː t̪ʰ äː
माथुर	m äː t̪ʰ ʊ ɾ
मादर	m äː d̪ ɐ ɾ
मादरचोद	m äː d̪ ɐ ɾ t͡ʃ oː d̪
मादरी	m äː d̪ ɾ iː
मादा	m äː d̪ äː
माधव	m äː d̪ʱ ɐ ʋ
माधवी	m äː d̪ʱ ʋ iː
माध्यम	m äː d̪ʱ j ɐ̃ m
माध्यमिक	m äː d̪ʱ j ɐ m ɪ k
माध्यमो	m äː d̪ʱ j ɐ m oː
माध्यमों	m äː d̪ʱ j ɐ m õː
मान	m ä̃ː n
मानक	m äː n ɐ k
मानकर	m ä̃ː n k ɐ ɾ
मानकीकरण	m ä̃ː n k iː k ɾ ɐ̃ ɳ
मानके	m ä̃ː n k eː
मानको	m ä̃ː n k oː
मानकों	m ä̃ː n k õː
मानचित्र	m ä̃ː n t͡ʃ ɪ t̪ ɾᵊ
मानता	m ä̃ː n̪ t̪ äː
मानती	m ä̃ː n̪ t̪ iː
मानतीं	m ä̃ː n̪ t̪ ĩː
मानते	m ä̃ː n̪ t̪ eː
मानदंड	m ä̃ː n̪ d̪ ɐ̃ ɳ ɖ
मानदेय	m ä̃ː n̪ d̪ eː j
मानना	m ä̃ː n n äː
माननी	m ä̃ː n n iː
माननीं	m ä̃ː n n ĩː
माननीय	m ä̃ː n n iː jᵊ
मानने	m ä̃ː n n eː
माननेवाला	m ä̃ː n n eː ʋ äː l äː
माननेवाली	m ä̃ː n n eː ʋ äː l iː
माननेवालीं	m ä̃ː n n eː ʋ äː l ĩː
माननेवाले	m ä̃ː n n eː ʋ äː l eː
मानव	m äː n ɐ ʋ
मानवजाति	m äː n ɐ ʋ d͡ʒ äː t̪ iː
मानवता	m äː n ɐ ʋ t̪ äː
मानवतावाद	m äː n ɐ ʋ t̪ äː ʋ äː d̪
मानववाद	m äː n ɐ ʋ ʋ äː d̪
मानवविज्ञान	m äː n ɐ ʋ ʋ ɪ ɡ j ä̃ː n
मानवशास्त्र	m äː n ɐ ʋ ʃ äː s t̪ ɾᵊ
मानवाधिकार	m äː n ɐ ʋ äː d̪ʱ ɪ k äː ɾ
मानवाधिकारो	m ä̃ː n w äː d̪ʱ ɪ k äː ɾ oː
मानवाधिकारों	m ä̃ː n w äː d̪ʱ ɪ k äː ɾ õː
मानविकी	m ä̃ː n w ɪ k iː
मानवीय	m äː n ɐ ʋ iː jᵊ
मानवो	m äː n ɐ ʋ oː
मानवों	m äː n ɐ ʋ õː
मानस	m äː n ɐ s
मानसपुत्र	m äː n ɐ s p ʊ t̪ ɾᵊ
मानसिक	m ä̃ː n s ɪ k
मानसिकता	m ä̃ː n s ɪ k t̪ äː
मानसी	m ä̃ː n s iː
मानसून	m ä̃ː n s ũː n
मानसूनी	m ä̃ː n s uː n iː
मानहानि	m ä̃ː n ɦ äː n iː
मानागुआ	m äː n äː ɡ ʊ äː
मानिक	m äː n ɪ k
मानित	m äː n ɪ t̪
मानिये	m äː n i j eː
मानियेगा	m äː n i j eː ɡ äː
मानियो	m äː n i j oː
मानी	m äː n iː
मानीं	m äː n ĩː
मानुस	m äː n ʊ s
मानूँ	m äː n ũː
मानूँगा	m äː n ũː ŋ ɡ äː
मानूँगी	m äː n ũː ŋ ɡ iː
माने	m äː n eː
मानें	m äː n ẽː
मानेंगी	m äː n ẽː ŋ ɡ iː
मानेंगे	m äː n ẽː ŋ ɡ eː
मानेगा	m äː n eː ɡ äː
मानेगी	m äː n eː ɡ iː
मानो	m äː n oː
मानों	m äː n õː
मानोगी	m äː n oː ɡ iː
मानोगे	m äː n oː ɡ eː
मान्यता	m ä̃ː ɲ j ɐ t̪ äː
मान्यताएँ	m ä̃ː ɲ j ɐ t̪ äː ẽː
मान्यताओ	m ä̃ː ɲ j ɐ t̪ äː oː
मान्यताओं	m ä̃ː ɲ j ɐ t̪ äː õː
मान्यताप्राप्त	m ä̃ː ɲ j ɐ t̪ äː p ɾ äː p t̪
मान्यवर	m ä̃ː ɲ j ɐ ʋ ɐ ɾ
माप	m äː p
मापक	m äː p ɐ k
मापक्रम	m äː p ɐ k ɾ ɐ̃ m
मापचित्र	m äː p t͡ʃ ɪ t̪ ɾᵊ
मापजोख	m äː p d͡ʒ oː kʰ
मापदंड	m äː p d̪ ɐ̃ ɳ ɖ
मापन	m äː p ɐ̃ n
मापना	m äː p n äː
माफ़	m äː f
माफ़	m äː pʰ
माफ़िया	m äː f i j äː
माफ़िया	m äː pʰ i j äː
माफ़ी	m äː f iː
माफ़ी	m äː pʰ iː
मामला	m ä̃ː m l äː
मामला	m ʊ ä̃ː m l äː
मामला	m ʊ ʔ ä̃ː m l äː
मामले	m ä̃ː m l eː
मामलो	m ä̃ː m l oː
मामलों	m ä̃ː m l õː
मामा	m äː m äː
मामाओ	m äː m äː oː
मामाओं	m äː m äː õː
मामियाँ	m äː m i j ä̃ː
मामियो	m äː m i j oː
मामियों	m äː m i j õː
मामी	m äː m iː
मामू	m äː m uː
मामूली	m äː m uː l iː
मायका	m äː j k äː
मायने	m äː j n eː
माया	m äː j äː
मायावी	m äː j äː ʋ iː
मायूस	m äː j uː s
मायूसी	m äː j uː s iː
मार	m äː ɾ
मारकर	m äː ɾ k ɐ ɾ
मारके	m äː ɾ k eː
मारख़ोर	m äː ɾ kʰ oː ɾ
मारख़ोर	m äː ɾ x oː ɾ
मारता	m äː ɾ t̪ äː
मारती	m äː ɾ t̪ iː
मारतीं	m äː ɾ t̪ ĩː
मारते	m äː ɾ t̪ eː
मारतौल	m äː ɾ t̪ ɔː l
मारना	m äː ɾ n äː
मारनी	m äː ɾ n iː
मारनीं	m äː ɾ n ĩː
मारने	m äː ɾ n eː
मारनेवाला	m äː ɾ n eː ʋ äː l äː
मारनेवाली	m äː ɾ n eː ʋ äː l iː
मारनेवालीं	m äː ɾ n eː ʋ äː l ĩː
मारनेवाले	m äː ɾ n eː ʋ äː l eː
मारपीट	m äː ɾ p iː ʈ
मारवाड़	m äː ɾ ʋ äː ɽ
मारवाड़ी	m äː ɾ ʋ äː ɽ iː
मारा	m äː ɾ äː
मारिये	m äː ɾ i j eː
मारियेगा	m äː ɾ i j eː ɡ äː
मारियो	m äː ɾ i j oː
मारी	m äː ɾ iː
मारीं	m äː ɾ ĩː
मारुति	m äː ɾ ʊ t̪ iː
मारुतियाँ	m äː ɾ ʊ t̪ i j ä̃ː
मारुतियों	m äː ɾ ʊ t̪ i j õː
मारूँ	m äː ɾ ũː
मारूँगा	m äː ɾ ũː ŋ ɡ äː
मारूँगी	m äː ɾ ũː ŋ ɡ iː
मारे	m äː ɾ eː
मारें	m äː ɾ ẽː
मारेंगी	m äː ɾ ẽː ŋ ɡ iː
मारेंगे	m äː ɾ ẽː ŋ ɡ eː
मारेगा	m äː ɾ eː ɡ äː
मारेगी	m äː ɾ eː ɡ iː
मारो	m äː ɾ oː
मारोगी	m äː ɾ oː ɡ iː
मारोगे	m äː ɾ oː ɡ eː
मार्केट	m äː ɾ k eː ʈ
मार्क्सवाद	m äː ɾ k s ʋ äː d̪
मार्ग	m äː ɾ ɡ
मार्गदर्शक	m äː ɾ ɡ ɐ d̪ ɐ ɾ ʃ ɐ k
मार्गदर्शन	m äː ɾ ɡ d̪ ɐ ɾ ʃ ɐ̃ n
मार्गशीर्ष	m äː ɾ ɡ ɐ ʃ iː ɾ ʃ
मार्गाभिगमन	m äː ɾ ɡ äː bʱ ɪ ɡ ɐ m ɐ̃ n
मार्च	m äː ɾ t͡ʃ
मार्फ़िया	m äː ɾ f i j äː
मार्फ़िया	m äː ɾ pʰ i j äː
मार्मिकता	m äː ɾ m ɪ k t̪ äː
माल	m äː l
मालगुज़ारी	m äː l ɡ ʊ d͡ʒ äː ɾ iː
मालगुज़ारी	m äː l ɡ ʊ z äː ɾ iː
मालगोदाम	m äː l ɡ oː d̪ ä̃ː m
मालदार	m äː l d̪ äː ɾ
मालदीव	m äː l d̪ iː ʋ
मालदीवी	m äː l d̪ iː ʋ iː
मालपुआ	m äː l p ʊ äː
माला	m äː l äː
मालागासी	m äː l äː ɡ äː s iː
मालिक	m äː l ɪ k
मालिकाना	m äː l ɪ k äː n äː
मालिको	m äː l ɪ k oː
मालिकों	m äː l ɪ k õː
मालिन	m äː l ɪ̃ n
मालियो	m äː l i j oː
मालियों	m äː l i j õː
मालिश	m äː l ɪ ʃ
माली	m äː l iː
मालीद	m äː l iː d̪
मालूम	m äː l ũː m
माले	m äː l eː
माल्टा	m äː l ʈ äː
माल्यार्पण	m äː l j äː ɾ p ɐ̃ ɳ
मावा	m äː ʋ äː
माशा	m äː ʃ äː
माशाल्लाह	m äː ʃ äː l l äːʱ
माशूक़	m äː ʃ uː k
माशूक़	m äː ʃ uː q
मास	m äː s
मासक	m äː s ɐ k
मासकालिक	m äː s k äː l ɪ k
मासचारिक	m äː s t͡ʃ äː ɾ ɪ k
मासजात	m äː s d͡ʒ äː t̪
मासदेय	m äː s d̪ eː j
मासपाक	m äː s p äː k
मासप्रमित	m äː s ɐ p ɾ ɐ m ɪ t̪
मासप्रवेश	m äː s ɐ p ɾ ɐ ʋ eː ʃ
मासफल	m äː s pʰ ɐ l
मासभृत	m äː s bʱ ɾ ɪ t̪
मासमान	m äː s m ä̃ː n
मासल	m äː s ɐ l
मासांत	m äː s ä̃ː n̪ t̪
मासिक	m äː s ɪ k
मासीन	m äː s ĩː n
मासूम	m äː s ũː m
मासो	m äː s oː
मासों	m äː s õː
मास्क	m äː s k
मास्को	m äː s k oː
मास्टर	m äː s ʈ ɐ ɾ
माह	m äːʱ
माहिर	m äː ɦ ɪ ɾ
माही	m äː ɦ iː
माहीगीर	m äː ɦ iː ɡ iː ɾ
माहौल	m äː ɦ ɔː l
मिंस्क	m ɪ̃ n s k
मिक्सर	m ɪ k s ɐ ɾ
मिग़फ़र	m ɪ ɡ pʰ ɐ ɾ
मिग़फ़र	m ɪ ɣ f ɐ ɾ
मिज़ाज	m ɪ d͡ʒ äː d͡ʒ
मिज़ाज	m ɪ d͡ʒ äː z
मिज़ाज	m ɪ z äː d͡ʒ
मिज़ोरम	m ɪ d͡ʒ oː ɾ ɐ̃ m
मिज़ोरम	m ɪ z oː ɾ ɐ̃ m
मिजाज	m ɪ d͡ʒ äː d͡ʒ
मिजाज़	m ɪ d͡ʒ äː d͡ʒ
मिजाज़	m ɪ d͡ʒ äː z
मिटना	m ɪ ʈ n äː
मिट्टी	m ɪ ʈ̚ ʈ iː
मिट्ठा	m ɪ ʈ̚ ʈʰ äː
मिट्ठी	m ɪ ʈ̚ ʈʰ iː
मिठाइयाँ	m ɪ ʈʰ äː i j ä̃ː
मिठाई	m ɪ ʈʰ äː iː
मिठास	m ɪ ʈʰ äː s
मित्र	m ɪ t̪ ɐ ɾ
मित्रता	m ɪ t̪ ɾ ɐ t̪ äː
मित्रत्व	m ɪ t̪ ɾ ɐ t̪ wᵊ
मित्राई	m ɪ t̪ ɾ äː iː
मिथक	m ɪ t̪ʰ ɐ k
मिथिला	m ɪ t̪ʰ ɪ l äː
मिथुन	m ɪ t̪ʰ ʊ̃ n
मिथ्या	m ɪ t̪ʰ j äː
मिनट	m ɪ n ɐ ʈ
मिनटो	m ɪ n ɐ ʈ oː
मिनटों	m ɪ n ɐ ʈ õː
मिन्नत	m ɪ̃ n n ɐ t̪
मिन्नू	m ɪ̃ n n uː
मिमियाना	m ɪ m i j äː n äː
मियाँ	m i j ä̃ː
मियागि	m i j äː ɡ iː
मियाज़ाकी	m i j äː d͡ʒ äː k iː
मियाज़ाकी	m i j äː z äː k iː
मिरजई	m ɪ ɾ d͡ʒ ɐ iː
मिर्ज़ापुर	m ɪ ɾ d͡ʒ äː p ʊ ɾ
मिर्ज़ापुर	m ɪ ɾ z äː p ʊ ɾ
मिलकर	m ɪ l k ɐ ɾ
मिलता	m ɪ l t̪ äː
मिलन	m ɪ l ɐ̃ n
मिलनसार	m ɪ l ɐ̃ n s äː ɾ
मिलनेवाला	m ɪ l n eː ʋ äː l äː
मिलनेवाली	m ɪ l n eː ʋ äː l iː
मिलनेवालीं	m ɪ l n eː ʋ äː l ĩː
मिलनेवाले	m ɪ l n eː ʋ äː l eː
मिलवा	m ɪ l ʋ äː
मिलवाइये	m ɪ l ʋ äː i j eː
मिलवाइयेगा	m ɪ l ʋ äː i j eː ɡ äː
मिलवाइयो	m ɪ l ʋ äː i j oː
मिलवाऊँ	m ɪ l ʋ äː ũː
मिलवाऊँगा	m ɪ l ʋ äː ũː ŋ ɡ äː
मिलवाऊँगी	m ɪ l ʋ äː ũː ŋ ɡ iː
