NG	e̞nd͡ʑi
입쌀	ips͈a̠ɭ
입양	ibja̠ŋ
입원	ibwʌ̹n
입자	ip̚t͡ɕ͈a̠
입장	ip̚t͡ɕ͈a̠ŋ
입장료	ip̚t͡ɕ͈a̠ŋɲjo
입천장	ip̚t͡ɕʰʌ̹nd͡ʑa̠ŋ
입학	ipʰa̠k̚
입향순속	ipʰja̠ŋsʰunsʰo̞k̚
잇다	ˈiːt̚t͈a̠
잇따르다	ˈiːt̚t͈a̠ɾɯda̠
있다	it̚t͈a̠
있으시다	is͈ɯɕʰida̠
잉	iŋ
잉글랜드	iŋɡɯɭɭe̞ndɯ
잉부	ˈiːŋbu
잉어	ˈiːŋʌ̹
잉크	iŋkxɯ
잊다	it̚t͈a̠
잎	ip̚
자가사리	t͡ɕa̠ɡa̠sʰa̠ɾi
자갈	t͡ɕa̠ɡa̠ɭ
자격	t͡ɕa̠ɡjʌ̹k̚
자격지심	t͡ɕa̠ɡjʌ̹k̚t͡ɕ͈iɕʰim
자궁	t͡ɕa̠ɡuŋ
자그레브	t͡ɕa̠ɡɯɾe̞bɯ
자극	ˈt͡ɕa̠ːɡɯk̚
자기	t͡ɕa̠ɡi
자기애	t͡ɕa̠ɡie̞
자꾸만	t͡ɕa̠k͈uma̠n
자네	t͡ɕa̠ne̞
자녀	t͡ɕa̠ɲjʌ̹
자동	t͡ɕa̠do̞ŋ
자동판매기	t͡ɕa̠do̞ŋpʰa̠nme̞ɡi
자두	t͡ɕa̠du
자두나무	t͡ɕa̠duna̠mu
자라다	t͡ɕa̠ɾa̠da̠
자랑	t͡ɕa̠ɾa̠ŋ
자랑스럽다	t͡ɕa̠ɾa̠ŋsʰɯɾʌ̹p̚t͈a̠
자료	t͡ɕa̠ɾjo
자루	t͡ɕa̠ɾu
자류석	t͡ɕa̠ɾjusʰʌ̹k̚
자릿하다	t͡ɕa̠ɾitʰa̠da̠
자만	t͡ɕa̠ma̠n
자매	t͡ɕa̠me̞
자명금	t͡ɕa̠mjʌ̹ŋɡɯm
자명종	t͡ɕa̠mjʌ̹ŋd͡ʑo̞ŋ
자모	t͡ɕa̠mo̞
자몽	t͡ɕa̠mo̞ŋ
자물쇠	t͡ɕa̠muɭs͈we̞
자백	t͡ɕa̠be̞k̚
자벌레	t͡ɕa̠bʌ̹ɭɭe̞
자본	t͡ɕa̠bo̞n
자비	t͡ɕa̠bi
자살	t͡ɕa̠sʰa̠ɭ
자살하다	t͡ɕa̠sʰa̠ɾɦa̠da̠
자선	t͡ɕa̠sʰʌ̹n
자세	t͡ɕa̠sʰe̞
자손	t͡ɕa̠sʰo̞n
자수하다	t͡ɕa̠sʰuɦa̠da̠
자식	t͡ɕa̠ɕʰik̚
자신	t͡ɕa̠ɕʰin
자아	t͡ɕa̠a̠
자업자득	t͡ɕa̠ʌ̹p̚t͡ɕ͈a̠dɯk̚
자연	t͡ɕa̠jʌ̹n
자연스럽다	t͡ɕa̠jʌ̹nsʰɯɾʌ̹p̚t͈a̠
자연환경	t͡ɕa̠jʌ̹nβwa̠nɡjʌ̹ŋ
자외선	ˈt͡ɕa̠ːwe̞sʰʌ̹n
자원	t͡ɕa̠wʌ̹n
자위	t͡ɕa̠ɥi
자유롭다	t͡ɕa̠juɾo̞p̚t͈a̠
자유주의	t͡ɕa̠jud͡ʑuɰi
자율	t͡ɕa̠juɭ
자음	t͡ɕa̠ɯm
자의	t͡ɕa̠ɰi
자작	t͡ɕa̠d͡ʑa̠k̚
자장가	t͡ɕa̠d͡ʑa̠ŋɡa̠
자장노래	t͡ɕa̠d͡ʑa̠ŋno̞ɾe̞
자제	t͡ɕa̠d͡ʑe̞
자존심	t͡ɕa̠d͡ʑo̞nɕʰim
자주복	ˈt͡ɕa̠ːd͡ʑubo̞k̚
자치	t͡ɕa̠t͡ɕʰi
자칫하면	t͡ɕa̠t͡ɕʰitʰa̠mjʌ̹n
자카르타	t͡ɕa̠kʰa̠ɾɯtʰa̠
자판	t͡ɕa̠pʰa̠n
자판기	t͡ɕa̠pʰa̠nɡi
작가	t͡ɕa̠k̚k͈a̠
작곡자	t͡ɕa̠k̚k͈o̞k̚t͡ɕ͈a̠
작년	t͡ɕa̠ŋɲjʌ̹n
작별	t͡ɕa̠k̚p͈jʌ̹ɭ
작성	t͡ɕa̠ks͈ʌ̹ŋ
작업	t͡ɕa̠ɡʌ̹p̚
작용	t͡ɕa̠ɡjoŋ
작용하다	t͡ɕa̠ɡjoŋɦa̠da̠
작은	t͡ɕa̠ɡɯn
작은두꺼비	ˈt͡ɕa̠ːɡɯnduk͈ʌ̹bi
작은땃쥐	t͡ɕa̠ɡɯnt͈a̠t̚t͡ɕ͈ɥi
작은윗수염박쥐	t͡ɕa̠ɡɯnɥit̚s͈ujʌ̹mba̠k̚t͡ɕ͈ɥi
작품	t͡ɕa̠k̚pʰum
작품집	t͡ɕa̠k̚pʰumd͡ʑip̚
잔	t͡ɕa̠n
잔가시고기	t͡ɕa̠nɡa̠ɕʰiɡo̞ɡi
잔돈	t͡ɕa̠ndo̞n
잔디	t͡ɕa̠ndi
잔디밭	t͡ɕa̠ndiba̠t̚
잔류	t͡ɕa̠ɭʎju
잔소리	t͡ɕa̠nsʰo̞ɾi
잔점박이물범	t͡ɕa̠nd͡ʑʌ̹mba̠ɡimuɭbʌ̹m
잔치	t͡ɕa̠nt͡ɕʰi
잔텐	t͡ɕa̠ntʰe̞n
잘	t͡ɕa̠ɭ
잘다	t͡ɕa̠ɭda̠
잘되다	t͡ɕa̠ɭdwe̞da̠
잘못	t͡ɕa̠ɭmo̞t̚
잘못되다	t͡ɕa̠ɭmo̞t̚t͈we̞da̠
잘못하다	t͡ɕa̠ɭmo̞tʰa̠da̠
잘생기다	t͡ɕa̠ɭsʰe̞ŋɡida̠
잠그다	t͡ɕa̠mɡɯda̠
잠그다	t͡ɕa̠mɡɯda̠
잠기다	t͡ɕa̠mɡida̠
잠깐	t͡ɕa̠mk͈a̠n
잠들다	t͡ɕa̠mdɯɭda̠
잠비아	t͡ɕa̠mbia̠
잠수함	t͡ɕa̠msʰuɦa̠m
잠시	ˈt͡ɕa̠ːmɕʰi
잠언	t͡ɕa̠mʌ̹n
잠자다	t͡ɕa̠md͡ʑa̠da̠
잠자리	t͡ɕa̠md͡ʑa̠ɾi
잠자리	t͡ɕa̠mt͡ɕ͈a̠ɾi
잡	t͡ɕa̠p̚
잡년	t͡ɕa̠mɲjʌ̹n
잡다	t͡ɕa̠p̚t͈a̠
잡담	t͡ɕa̠p̚t͈a̠m
잡담하다	t͡ɕa̠p̚t͈a̠mɦa̠da̠
잡수시다	t͡ɕa̠ps͈uɕʰida̠
잡신	t͡ɕa̠pɕ͈in
잡종	t͡ɕa̠p̚t͡ɕ͈o̞ŋ
잡종견	t͡ɕa̠p̚t͡ɕ͈o̞ŋɡjʌ̹n
잡히다	t͡ɕa̠pʰida̠
잣	t͡ɕa̠ːt̚
잣	t͡ɕa̠t̚
장	t͡ɕa̠ŋ
장가	ˈt͡ɕa̠ːŋɡa̠
장갑	ˈt͡ɕa̠ːŋɡa̠p̚
장과	t͡ɕa̠ŋɡwa̠
장관	ˈt͡ɕa̠ːŋɡwa̠n
장교	ˈt͡ɕa̠ːŋɡjo
장군	t͡ɕa̠ŋɡun
장군석	t͡ɕa̠ŋɡunsʰʌ̹k̚
장기	ˈt͡ɕa̠ːŋɡi
장려금	ˈt͡ɕa̠ːŋɲjʌ̹ɡɯm
장면	t͡ɕa̠ŋmjʌ̹n
장모	ˈt͡ɕa̠ːŋmo̞
장미	t͡ɕa̠ŋmi
장보다	t͡ɕa̠ŋbo̞da̠
장비	t͡ɕa̠ŋbi
장석	t͡ɕa̠ŋsʰʌ̹k̚
장소	t͡ɕa̠ŋsʰo̞
장승	t͡ɕa̠ŋsʰɯŋ
장시	t͡ɕa̠ŋɕʰi
장쑤	t͡ɕa̠ŋs͈u
장애	t͡ɕa̠ŋe̞
장애인	t͡ɕa̠ŋe̞in
장음	t͡ɕa̠ŋɯm
장인	ˈt͡ɕa̠ːŋin
장작	t͡ɕa̠ŋd͡ʑa̠k̚
장점	t͡ɕa̠ŋt͡ɕ͈ʌ̹m
장화	t͡ɕa̠ŋβwa̠
잦다	t͡ɕa̠t̚t͈a̠
재규어	t͡ɕe̞ɡjuʌ̹
재난	t͡ɕe̞na̠n
재능	t͡ɕe̞nɯŋ
재다	ˈt͡ɕe̞ːda̠
재다	ˈt͡ɕe̞ːda̠
재다	ˈt͡ɕe̞ːda̠
재다	ˈt͡ɕe̞ːda̠
재다	ˈt͡ɕe̞ːda̠
재단사	t͡ɕe̞da̠nsʰa̠
재두루미	t͡ɕe̞duɾumi
재떨이	t͡ɕe̞t͈ʌ̹ɾi
재미없다	t͡ɕe̞miʌ̹p̚t͈a̠
재미있다	t͡ɕe̞miit̚t͈a̠
재벌	t͡ɕe̞bʌ̹ɭ
재봉틀	t͡ɕe̞bo̞ŋtʰɯɭ
재빠르다	t͡ɕe̞p͈a̠ɾɯda̠
재빨리	t͡ɕe̞p͈a̠ɭʎi
재산	t͡ɕe̞sʰa̠n
재수	t͡ɕe̞sʰu
재앙	t͡ɕe̞a̠ŋ
재잘거리다	t͡ɕe̞d͡ʑa̠ɭɡʌ̹ɾida̠
재정	t͡ɕe̞d͡ʑʌ̹ŋ
재주	t͡ɕe̞d͡ʑu
재채기	t͡ɕe̞t͡ɕʰe̞ɡi
재킷	t͡ɕe̞kçit̚
재판	t͡ɕe̞pʰa̠n
재판소	t͡ɕe̞pʰa̠nsʰo̞
재해	t͡ɕe̞ɦe̞
잭프루트	t͡ɕe̞k̚pʰɯɾutʰɯ
잼	t͡ɕe̞m
잽싸다	t͡ɕe̞ps͈a̠da̠
잿빛개구리매	t͡ɕe̞t̚p͈it̚k͈e̞ɡuɾime̞
쟁	t͡ɕe̞ŋ
쟁기	t͡ɕe̞ŋɡi
쟁반	t͡ɕe̞ŋba̠n
쟁이	t͡ɕe̞ŋi
저가락	t͡ɕʌ̹ɡa̠ɾa̠k̚
저것	t͡ɕʌ̹ɡʌ̹t̚
저고리	t͡ɕʌ̹ɡo̞ɾi
저금	ˈt͡ɕɘːɡɯm
저금통	ˈt͡ɕɘːɡɯmtʰo̞ŋ
저급	ˈt͡ɕɘːɡɯp̚
저기	t͡ɕʌ̹ɡi
저널리스트	t͡ɕʌ̹nʌ̹ɭʎisʰɯtʰɯ
저녁	t͡ɕʌ̹ɲjʌ̹k̚
저녁놀	t͡ɕʌ̹ɲjʌ̹ŋno̞ɭ
저런	t͡ɕʌ̹ɾʌ̹n
저렇다	t͡ɕʌ̹ɾʌ̹tʰa̠
저마늄	t͡ɕʌ̹ma̠ɲjum
저분	t͡ɕʌ̹bun
저수지	ˈt͡ɕɘːsʰud͡ʑi
저승	t͡ɕʌ̹sʰɯŋ
저어새	t͡ɕʌ̹ʌ̹sʰe̞
저자	t͡ɕʌ̹d͡ʑa̠
저장	t͡ɕʌ̹d͡ʑa̠ŋ
저절로	t͡ɕʌ̹d͡ʑʌ̹ɭɭo̞
저주	ˈt͡ɕɘːd͡ʑu
저주하다	ˈt͡ɕɘːd͡ʑuɦa̠da̠
저지	t͡ɕʌ̹d͡ʑi
저지르다	t͡ɕʌ̹d͡ʑiɾɯda̠
저지하다	t͡ɕʌ̹d͡ʑiɦa̠da̠
저쪽	t͡ɕʌ̹t͡ɕ͈o̞k̚
저항	ˈt͡ɕɘːɦa̠ŋ
저희	t͡ɕʌ̹ʝi
적	t͡ɕʌ̹k̚
적극	t͡ɕʌ̹k̚k͈ɯk̚
적극적	t͡ɕʌ̹k̚k͈ɯk̚t͡ɕ͈ʌ̹k̚
적다	ˈt͡ɕɘːk̚t͈a̠
적다	t͡ɕʌ̹k̚t͈a̠
적당	t͡ɕʌ̹k̚t͈a̠ŋ
적당히	t͡ɕʌ̹k̚t͈a̠ŋʝi
적도	t͡ɕʌ̹k̚t͈o̞
적막	t͡ɕʌ̹ŋma̠k̚
적분	t͡ɕʌ̹k̚p͈un
적어도	ˈt͡ɕɘːɡʌ̹do̞
적외선	t͡ɕʌ̹ɡwe̞sʰʌ̹n
적용	t͡ɕʌ̹ɡjoŋ
적용되다	t͡ɕʌ̹ɡjoŋdwe̞da̠
적용하다	t͡ɕʌ̹ɡjoŋɦa̠da̠
적응도	t͡ɕʌ̹ɡɯŋdo̞
적자	t͡ɕʌ̹k̚t͡ɕ͈a̠
적절하다	t͡ɕʌ̹k̚t͡ɕ͈ʌ̹ɾɦa̠da̠
적정량	t͡ɕʌ̹k̚t͡ɕ͈ʌ̹ŋɲja̠ŋ
적포도주	t͡ɕʌ̹k̚pʰo̞do̞d͡ʑu
적혈구	t͡ɕʌ̹kçjʌ̹ɭɡu
적확하다	t͡ɕʌ̹kʰwa̠kʰa̠da̠
적히다	t͡ɕʌ̹kçida̠
전갈	t͡ɕʌ̹nɡa̠ɭ
전개	ˈt͡ɕɘːnɡe̞
전개되다	ˈt͡ɕɘːnɡe̞dwe̞da̠
전개하다	ˈt͡ɕɘːnɡe̞ɦa̠da̠
전골	ˈt͡ɕɘːnɡo̞ɭ
전관예우	t͡ɕʌ̹nɡwa̠nɲje̞u
전구	ˈt͡ɕɘːnɡu
전국적	t͡ɕʌ̹nɡuk̚t͡ɕ͈ʌ̹k̚
전기	ˈt͡ɕɘːnɡi
전날	t͡ɕʌ̹nna̠ɭ
전달하다	t͡ɕʌ̹nda̠ɾɦa̠da̠
전당포	ˈt͡ɕɘːnda̠ŋpʰo̞
전도	t͡ɕʌ̹ndo̞
전도서	t͡ɕʌ̹ndo̞sʰʌ̹
전등	ˈt͡ɕɘːndɯŋ
전라남도	t͡ɕʌ̹ɭɭa̠na̠mdo̞
전라도	t͡ɕʌ̹ɭɭa̠do̞
전라북도	t͡ɕʌ̹ɭɭa̠buk̚t͈o̞
전람회	ˈt͡ɕɘːɭɭa̠mβwe̞
전략	ˈt͡ɕɘːɭʎja̠k̚
전략가	ˈt͡ɕɘːɭʎja̠k̚k͈a̠
전력	ˈt͡ɕɘːɭʎjʌ̹k̚
전리품	ˈt͡ɕɘːɭʎipʰum
전망	ˈt͡ɕɘːnma̠ŋ
전모	t͡ɕʌ̹nmo̞
전문	t͡ɕʌ̹nmun
전문가	t͡ɕʌ̹nmunɡa̠
전문화	t͡ɕʌ̹nmunβwa̠
전반적	t͡ɕʌ̹nba̠nd͡ʑʌ̹k̚
전선	ˈt͡ɕɘːnsʰʌ̹n
전선	t͡ɕʌ̹nsʰʌ̹n
전세	t͡ɕʌ̹nsʰe̞
전세	ˈt͡ɕɘːnsʰe̞
전술	ˈt͡ɕɘːnsʰuɭ
전시	ˈt͡ɕɘːnɕʰi
전시하다	ˈt͡ɕɘːnɕʰiɦa̠da̠
전시회	ˈt͡ɕɘːnɕʰiβwe̞
전신	ˈt͡ɕɘːnɕʰin
전압	ˈt͡ɕɘːna̠p̚
전어	ˈt͡ɕɘːnʌ̹
전장	ˈt͡ɕɘːnd͡ʑa̠ŋ
전쟁	ˈt͡ɕɘːnd͡ʑe̞ŋ
전주	t͡ɕʌ̹nd͡ʑu
전지	ˈt͡ɕɘːnd͡ʑi
전철	ˈt͡ɕɘːnt͡ɕʰʌ̹ɭ
전체	t͡ɕʌ̹nt͡ɕʰe̞
전체적	t͡ɕʌ̹nt͡ɕʰe̞d͡ʑʌ̹k̚
전체주의	t͡ɕʌ̹nt͡ɕʰe̞d͡ʑuɰi
전치사	t͡ɕʌ̹nt͡ɕʰisʰa̠
전통	t͡ɕʌ̹ntʰo̞ŋ
전통적	t͡ɕʌ̹ntʰo̞ŋd͡ʑʌ̹k̚
전투	t͡ɕʌ̹ntʰu
전하다	t͡ɕʌ̹nɦa̠da̠
전해지다	t͡ɕʌ̹nɦe̞d͡ʑida̠
전혀	t͡ɕʌ̹nʝjʌ̹
전화	ˈt͡ɕɘːnβwa̠
전환	ˈt͡ɕɘːnβwa̠n
절대	t͡ɕʌ̹ɭt͈e̞
절반	t͡ɕʌ̹ɭba̠n
젊음	ˈt͡ɕɘːɭmɯm
점	t͡ɕʌ̹m
점검	t͡ɕʌ̹mɡʌ̹m
점령	t͡ɕʌ̹mɲjʌ̹ŋ
점몰개	t͡ɕʌ̹mmo̞ɭɡe̞
점박이물범	t͡ɕʌ̹mba̠ɡimuɭbʌ̹m
점수	t͡ɕʌ̹ms͈u
점심	ˈt͡ɕɘːmɕʰim
점잖다	ˈt͡ɕɘːmd͡ʑa̠ntʰa̠
점프	t͡ɕʌ̹mpʰɯ
접	t͡ɕʌ̹p̚
접골	t͡ɕʌ̹p̚k͈o̞ɭ
접근	t͡ɕʌ̹p̚k͈ɯn
접다	t͡ɕʌ̹p̚t͈a̠
접두사	t͡ɕʌ̹p̚t͈usʰa̠
접속	t͡ɕʌ̹ps͈o̞k̚
접수처	t͡ɕʌ̹ps͈ut͡ɕʰʌ̹
접시	t͡ɕʌ̹pɕ͈i
접종하다	t͡ɕʌ̹p̚t͡ɕ͈o̞ŋɦa̠da̠
접촉	t͡ɕʌ̹p̚t͡ɕʰo̞k̚
접하다	t͡ɕʌ̹pʰa̠da̠
젓	t͡ɕʌ̹t̚
젓가락	t͡ɕʌ̹t̚k͈a̠ɾa̠k̚
젓가락질하다	t͡ɕʌ̹t̚k͈a̠ɾa̠k̚t͡ɕ͈iɾɦa̠da̠
젓갈	t͡ɕʌ̹t̚k͈a̠ɭ
정	t͡ɕʌ̹ŋ
정강이	t͡ɕʌ̹ŋɡa̠ŋi
정겹다	t͡ɕʌ̹ŋɡjʌ̹p̚t͈a̠
정구	t͡ɕʌ̹ŋɡu
정기	ˈt͡ɕɘːŋɡi
정답다	t͡ɕʌ̹ŋda̠p̚t͈a̠
정량	ˈt͡ɕɘːŋɲja̠ŋ
정리	t͡ɕʌ̹ŋni
정말	ˈt͡ɕɘːŋma̠ɭ
정말로	ˈt͡ɕɘːŋma̠ɭɭo̞
정맥	t͡ɕʌ̹ŋme̞k̚
정면	ˈt͡ɕɘːŋmjʌ̹n
정변	t͡ɕʌ̹ŋbjʌ̹n
정보	t͡ɕʌ̹ŋbo̞
정부	t͡ɕʌ̹ŋbu
정비	ˈt͡ɕɘːŋbi
정사각형	ˈt͡ɕɘːŋsʰa̠ɡa̠kçjʌ̹ŋ
정상	ˈt͡ɕɘːŋsʰa̠ŋ
정상	t͡ɕʌ̹ŋsʰa̠ŋ
정상위	t͡ɕʌ̹ŋsʰa̠ŋɥi
정상치	ˈt͡ɕɘːŋsʰa̠ŋt͡ɕʰi
정상회담	t͡ɕʌ̹ŋsʰa̠ŋβwe̞da̠m
정서	t͡ɕʌ̹ŋsʰʌ̹
정수	t͡ɕʌ̹ŋsʰu
정수리	ˈt͡ɕɘːŋsʰuɾi
정식	ˈt͡ɕɘːŋɕʰik̚
정신	t͡ɕʌ̹ŋɕʰin
정신승리	t͡ɕʌ̹ŋɕʰinsʰɯŋni
정신적	t͡ɕʌ̹ŋɕʰind͡ʑʌ̹k̚
정오	ˈt͡ɕɘːŋo̞
정유	t͡ɕʌ̹ŋju
정육점	t͡ɕʌ̹ŋjuk̚t͡ɕ͈ʌ̹m
정은	ˈt͡ɕɘːŋɯn
정자	t͡ɕʌ̹ŋd͡ʑa̠
정장	ˈt͡ɕɘːŋd͡ʑa̠ŋ
정조	t͡ɕʌ̹ŋd͡ʑo̞
정조대	t͡ɕʌ̹ŋd͡ʑo̞de̞
정주	ˈt͡ɕɘːŋd͡ʑu
정직하다	ˈt͡ɕɘːŋd͡ʑikʰa̠da̠
정치권	t͡ɕʌ̹ŋt͡ɕʰik͈wʌ̹n
정치인	t͡ɕʌ̹ŋt͡ɕʰiin
정치학	t͡ɕʌ̹ŋt͡ɕʰiɦa̠k̚
정크푸드	t͡ɕʌ̹ŋkxɯpʰudɯ
정하다	ˈt͡ɕɘːŋɦa̠da̠
정해지다	ˈt͡ɕɘːŋɦe̞d͡ʑida̠
정확하다	ˈt͡ɕɘːŋβwa̠kʰa̠da̠
정확히	ˈt͡ɕɘːŋβwa̠kçi
정황	t͡ɕʌ̹ŋβwa̠ŋ
젖	t͡ɕʌ̹t̚
젖가공품	t͡ɕʌ̹t̚k͈a̠ɡo̞ŋpʰum
젖꼭지	t͡ɕʌ̹t̚k͈o̞k̚t͡ɕ͈i
젖다	t͡ɕʌ̹t̚t͈a̠
젖당못견딤증	t͡ɕʌ̹t̚t͈a̠ŋmo̞t̚k͈jʌ̹ndimd͡ʑɯŋ
젖먹이	t͡ɕʌ̹nmʌ̹ɡi
젖통	t͡ɕʌ̹t̚tʰo̞ŋ
제	t͡ɕe̞
제거	t͡ɕe̞ɡʌ̹
제거하다	t͡ɕe̞ɡʌ̹ɦa̠da̠
제공	t͡ɕe̞ɡo̞ŋ
제공하다	t͡ɕe̞ɡo̞ŋɦa̠da̠
제과점	ˈt͡ɕe̞ːɡwa̠d͡ʑʌ̹m
제국주의	ˈt͡ɕe̞ːɡuk̚t͡ɕ͈uɰi
제네바	t͡ɕe̞ne̞ba̠
제노바	t͡ɕe̞no̞ba̠
제논	t͡ɕe̞no̞n
제단	ˈt͡ɕe̞ːda̠n
제도	t͡ɕe̞do̞
제도	ˈt͡ɕe̞ːdo̞
제독	t͡ɕe̞do̞k̚
제동기	ˈt͡ɕe̞ːdo̞ŋɡi
제로	t͡ɕe̞ɾo̞
제명	t͡ɕe̞mjʌ̹ŋ
제물	t͡ɕe̞muɭ
제발	ˈt͡ɕe̞ːba̠ɭ
제법	t͡ɕe̞bʌ̹p̚
제보	t͡ɕe̞bo̞
제복	ˈt͡ɕe̞ːbo̞k̚
제비	t͡ɕe̞bi
제사	ˈt͡ɕe̞ːsʰa̠
제시하다	t͡ɕe̞ɕʰiɦa̠da̠
제안하다	t͡ɕe̞a̠nɦa̠da̠
제우스	t͡ɕe̞usʰɯ
제유	t͡ɕe̞ju
제유법	t͡ɕe̞jubʌ̹p̚
제의	t͡ɕe̞ɰi
제작	ˈt͡ɕe̞ːd͡ʑa̠k̚
제작자	ˈt͡ɕe̞ːd͡ʑa̠k̚t͡ɕ͈a̠
제작하다	ˈt͡ɕe̞ːd͡ʑa̠kʰa̠da̠
제재	ˈt͡ɕe̞ːd͡ʑe̞
제주	ˈt͡ɕe̞ːd͡ʑu
제주도	ˈt͡ɕe̞ːd͡ʑudo̞
제주도롱뇽	ˈt͡ɕe̞ːd͡ʑudo̞ɾo̞ŋɲjoŋ
제주말	ˈt͡ɕe̞ːd͡ʑuma̠ɭ
제주모치망둑	ˈt͡ɕe̞ːd͡ʑumo̞t͡ɕʰima̠ŋduk̚
제주어	ˈt͡ɕe̞ːd͡ʑuʌ̹
제쳐놓다	t͡ɕe̞t͡ɕʰjʌ̹no̞tʰa̠
제출하다	t͡ɕe̞t͡ɕʰuɾɦa̠da̠
제품	ˈt͡ɕe̞ːpʰum
제한하다	ˈt͡ɕe̞ːɦa̠nɦa̠da̠
제화	ˈt͡ɕe̞ːβwa̠
젤	t͡ɕe̞ɭ
조	t͡ɕo̞
조가비	t͡ɕo̞ɡa̠bi
조각	t͡ɕo̞ɡa̠k̚
조개	t͡ɕo̞ɡe̞
조건	t͡ɕo̞k͈ʌ̹n
조교	ˈt͡ɕo̞ːɡjo
조교	ˈt͡ɕo̞ːɡjo
조교	t͡ɕo̞ɡjo
조교	ˈt͡ɕo̞ːɡjo
조국	t͡ɕo̞ɡuk̚
조그맣다	t͡ɕo̞ɡɯma̠tʰa̠
조금	t͡ɕo̞ɡɯm
조깅	t͡ɕo̞ɡiŋ
조랑말	t͡ɕo̞ɾa̠ŋma̠ɭ
조례	t͡ɕo̞ɾje̞
조류	t͡ɕo̞ɾju
조르다	t͡ɕo̞ɾɯda̠
조리	t͡ɕo̞ɾi
조리개	t͡ɕo̞ɾiɡe̞
조립하다	t͡ɕo̞ɾipʰa̠da̠
조미료	t͡ɕo̞miɾjo
조사	t͡ɕo̞sʰa̠
조사하다	t͡ɕo̞sʰa̠ɦa̠da̠
조산부	ˈt͡ɕo̞ːsʰa̠nbu
조산사	ˈt͡ɕo̞ːsʰa̠nsʰa̠
조상	t͡ɕo̞sʰa̠ŋ
조선	t͡ɕo̞sʰʌ̹n
조선	ˈt͡ɕo̞ːsʰʌ̹n
조선	t͡ɕo̞sʰʌ̹n
조선	ˈt͡ɕo̞ːsʰʌ̹n
조선	t͡ɕo̞sʰʌ̹n
조선글	t͡ɕo̞sʰʌ̹nɡɯɭ
조선말	t͡ɕo̞sʰʌ̹nma̠ɭ
조선반도	t͡ɕo̞sʰʌ̹nba̠ndo̞
조선어	t͡ɕo̞sʰʌ̹nʌ̹
조선옷	t͡ɕo̞sʰʌ̹no̞t̚
조세	t͡ɕo̞sʰe̞
조센징	t͡ɕo̞sʰe̞nd͡ʑiŋ
조수	ˈt͡ɕo̞ːsʰu
조심스럽다	ˈt͡ɕo̞ːɕʰimsʰɯɾʌ̹p̚t͈a̠
조심하다	ˈt͡ɕo̞ːɕʰimɦa̠da̠
조약돌	t͡ɕo̞ja̠k̚t͈o̞ɭ
조용하다	t͡ɕo̞joŋɦa̠da̠
조용히	t͡ɕo̞joŋʝi
조이다	t͡ɕo̞ida̠
조이스틱	t͡ɕo̞isʰɯtʰik̚
조종사	t͡ɕo̞d͡ʑo̞ŋsʰa̠
조지아	t͡ɕo̞d͡ʑia̠
조지타운	t͡ɕo̞d͡ʑitʰa̠un
조직	t͡ɕo̞d͡ʑik̚
조직학	t͡ɕo̞d͡ʑikʰa̠k̚
조차	t͡ɕo̞t͡ɕʰa̠
조촐하다	t͡ɕo̞t͡ɕʰo̞ɾɦa̠da̠
조치	t͡ɕo̞t͡ɕʰi
조카	t͡ɕo̞kʰa̠
조카딸	t͡ɕo̞kʰa̠t͈a̠ɭ
조폭	t͡ɕo̞pʰo̞k̚
조피볼락	t͡ɕo̞pʰibo̞ɭɭa̠k̚
족	t͡ɕo̞k̚
족발	t͡ɕo̞k̚p͈a̠ɭ
존나	t͡ɕo̞nna̠
존맛	t͡ɕo̞nma̠t̚
존재	t͡ɕo̞nd͡ʑe̞
존중	t͡ɕo̞nd͡ʑuŋ
졸리다	t͡ɕo̞ɭʎida̠
졸업생	t͡ɕo̞ɾʌ̹ps͈e̞ŋ
좀	t͡ɕo̞m
좀구굴치	t͡ɕo̞mɡuɡuɭt͡ɕʰi
좀비	t͡ɕo̞mbi
좀수수치	t͡ɕo̞msʰusʰut͡ɕʰi
종개	t͡ɕo̞ŋɡe̞
종교	t͡ɕo̞ŋɡjo
종달새	t͡ɕo̞ŋda̠ɭsʰe̞
종료	t͡ɕo̞ŋɲjo
종류	ˈt͡ɕo̞ːŋɲju
종아리	ˈt͡ɕo̞ːŋa̠ɾi
종아리뼈	ˈt͡ɕo̞ːŋa̠ɾip͈jʌ̹
종양	ˈt͡ɕo̞ːŋja̠ŋ
종어	t͡ɕo̞ŋʌ̹
종업원	t͡ɕo̞ŋʌ̹bwʌ̹n
종유석	t͡ɕo̞ŋjusʰʌ̹k̚
종이	t͡ɕo̞ŋi
종이접기	t͡ɕo̞ŋid͡ʑʌ̹p̚k͈i
종일	t͡ɕo̞ŋiɭ
종족	t͡ɕo̞ŋd͡ʑo̞k̚
좆	t͡ɕo̞t̚
좆목	t͡ɕo̞nmo̞k̚
좋다	ˈt͡ɕo̞ːtʰa̠
좋아하다	ˈt͡ɕo̞ːa̠ɦa̠da̠
좌우	ˈt͡ɕwa̠ːu
좌우명	ˈt͡ɕwa̠ːumjʌ̹ŋ
죄	t͡ɕwe̞ː
죄다	ˈt͡ɕwe̞ːda̠
죄송	ˈt͡ɕwe̞ːsʰo̞ŋ
죄송하다	ˈt͡ɕwe̞ːsʰo̞ŋɦa̠da̠
주	t͡ɕu
