ͷ	t͡sʼ
ἄγλισ	a ɡ l i s
ἄγλισ	a ɣ l i s
ἄγλισ	á ɡ l iː s
ἄγναπτοσ	a ɡ n a p t o s
ἄγναπτοσ	a ɣ n a p t o s
ἄγναπτοσ	á ɡ n a p t o s
ἄγναφοσ	a ɡ n a pʰ o s
ἄγναφοσ	a ɣ n a f o s
ἄγναφοσ	a ɣ n a ɸ o s
ἄγναφοσ	á ɡ n a pʰ o s
ἄγνινοσ	a ɡ n i n o s
ἄγνινοσ	a ɣ n i n o s
ἄγνινοσ	á ɡ n i n o s
ἄγνοια	a ɡ n y a
ἄγνοια	a ɣ n i a
ἄγνοια	a ɣ n y a
ἄγνοια	á ɡ n o i̯ a
ἄγνοσ	a ɡ n o s
ἄγνοσ	a ɣ n o s
ἄγνοσ	á ɡ n o s
ἄγνωστοσ	a ɡ n o s t o s
ἄγνωστοσ	a ɣ n o s t o s
ἄγνωστοσ	á ɡ n ɔː s t o s
ἄγνωτα	a ɡ n o t a
ἄγνωτα	a ɣ n o t a
ἄγνωτα	á ɡ n ɔː t a
ἄγνωτε	a ɡ n o t ɛ
ἄγνωτε	a ɣ n o t e
ἄγνωτε	á ɡ n ɔː t e
ἄγνωτοσ	a ɡ n o t o s
ἄγνωτοσ	a ɣ n o t o s
ἄγνωτοσ	á ɡ n ɔː t o s
ἄγον	a ɡ o n
ἄγον	a ɣ o n
ἄγον	á ɡ o n
ἄγοντεσ	a ɡ o n t ɛ s
ἄγοντεσ	a ɣ o n d e s
ἄγοντεσ	a ɣ o n t e s
ἄγοντεσ	á ɡ o n t e s
ἄγοσ	a ɡ o s
ἄγοσ	a ɣ o s
ἄγοσ	á ɡ o s
ἄγουσα	a ɡ u s a
ἄγουσα	a ɣ u s a
ἄγουσα	á ɡ oː s a
ἄγρα	a ɡ r a
ἄγρα	a ɣ r a
ἄγρα	á ɡ r aː
ἄγραφοσ	a ɡ r a pʰ o s
ἄγραφοσ	a ɣ r a f o s
ἄγραφοσ	a ɣ r a ɸ o s
ἄγραφοσ	á ɡ r a pʰ o s
ἄγριον	a ɡ r i o n
ἄγριον	a ɣ r i o n
ἄγριον	á ɡ r i o n
ἄγριοσ	a ɡ r i o s
ἄγριοσ	a ɣ r i o s
ἄγριοσ	á ɡ r i o s
ἄγριπποσ	a ɡ r i p p o s
ἄγριπποσ	a ɣ r i p o s
ἄγριπποσ	a ɣ r i p p o s
ἄγριπποσ	á ɡ r i p p o s
ἄγροικοσ	a ɡ r y k o s
ἄγροικοσ	a ɣ r i k o s
ἄγροικοσ	a ɣ r y k o s
ἄγροικοσ	á ɡ r o i̯ k o s
ἄγρωστισ	a ɡ r o s t i s
ἄγρωστισ	a ɣ r o s t i s
ἄγρωστισ	á ɡ r ɔː s t i s
ἄγυια	a ɡ y a
ἄγυια	a ɣ y a
ἄγυια	a ʝ i a
ἄγυια	a ʝ y a
ἄγυια	á ɡ yː a
ἄγχ'	a ŋ kʰ
ἄγχ'	a ŋ x
ἄγχ'	á ŋ kʰ
ἄγχι	a ŋ kʰ i
ἄγχι	a ŋ x i
ἄγχι	a ɲ ç i
ἄγχι	á ŋ kʰ i
ἄγχω	a ŋ kʰ o
ἄγχω	a ŋ x o
ἄγχω	á ŋ kʰ ɔː
ἄγω	a ɡ o
ἄγω	a ɣ o
ἄγω	á ɡ ɔː
ἄγων	a ɡ o n
ἄγων	a ɣ o n
ἄγων	á ɡ ɔː n
ἄδαμοσ	a d a m o s
ἄδαμοσ	a ð a m o s
ἄδαμοσ	ǎː d aː m o s
ἄδδιξ	a d d i k s
ἄδδιξ	a ð i k s
ἄδδιξ	a ð ð i k s
ἄδδιξ	á d d i k s
ἄδελφε	a d ɛ l pʰ ɛ
ἄδελφε	a ð e l f e
ἄδελφε	a ð e l ɸ e
ἄδελφε	á d e l pʰ e
ἄδηλον	a d e l o n
ἄδηλον	a ð i l o n
ἄδηλον	á d ɛː l o n
ἄδηλοσ	a d e l o s
ἄδηλοσ	a ð i l o s
ἄδηλοσ	á d ɛː l o s
ἄδικοσ	a d i k o s
ἄδικοσ	a ð i k o s
ἄδικοσ	á d i k o s
ἄδμητοσ	a d m e t o s
ἄδμητοσ	a ð m i t o s
ἄδμητοσ	á d m ɛː t o s
ἄδραστοσ	a d r a s t o s
ἄδραστοσ	a ð r a s t o s
ἄδραστοσ	á d r aː s t o s
ἄδυτον	a d y t o n
ἄδυτον	a ð i t o n
ἄδυτον	a ð y t o n
ἄδυτον	á d y t o n
ἄδυτοσ	a d y t o s
ἄδυτοσ	a ð i t o s
ἄδυτοσ	a ð y t o s
ἄδυτοσ	á d y t o s
ἄδωνισ	a d o n i s
ἄδωνισ	a ð o n i s
ἄδωνισ	á d ɔː n i s
ἄεθλα	a e θ l a
ἄεθλα	a ɛ tʰ l a
ἄεθλα	á e tʰ l a
ἄεθλον	a e θ l o n
ἄεθλον	a ɛ tʰ l o n
ἄεθλον	á e tʰ l o n
ἄειδε	a i d ɛ
ἄειδε	a i ð e
ἄειδε	á eː d e
ἄελλα	a e l a
ἄελλα	a e l l a
ἄελλα	a ɛ l l a
ἄελλα	á e l l a
ἄελλαι	a e l e
ἄελλαι	a e l l e
ἄελλαι	a e l l ɛ
ἄελλαι	a ɛ l l ɛ
ἄελλαι	á w e l l a i̯
ἄεσα	a e s a
ἄεσα	a ɛ s a
ἄεσα	á e s a
ἄζωροσ	a z o r o s
ἄζωροσ	á z d ɔː r o s
ἄζωτοσ	a z o t o s
ἄζωτοσ	á z d ɔː t o s
ἄημι	a e m i
ἄημι	a i m i
ἄημι	á ɛː m i
ἄθεοι	a tʰ ɛ y
ἄθεοι	a θ e i
ἄθεοι	a θ e y
ἄθεοι	á tʰ e o i̯
ἄθεοσ	a tʰ ɛ o s
ἄθεοσ	a θ e o s
ἄθεοσ	á tʰ e o s
ἄθλημα	a tʰ l e m a
ἄθλημα	a θ l i m a
ἄθλημα	á tʰ l ɛː m a
ἄθριβισ	a tʰ r i b i s
ἄθριβισ	a θ r i v i s
ἄθριβισ	a θ r i β i s
ἄθυρμα	a tʰ y r m a
ἄθυρμα	a θ i r m a
ἄθυρμα	a θ y r m a
ἄθυρμα	á tʰ y r m a
ἄθωσ	a tʰ o s
ἄθωσ	a θ o s
ἄθωσ	á tʰ ɔː s
ἄιδω	a d o
ἄιδω	a ð o
ἄιδω	áː i̯ d ɔː
ἄκαινα	a c e n a
ἄκαινα	a k ɛ n a
ἄκαινα	á k a i̯ n a
ἄκανθα	a k a n tʰ a
ἄκανθα	a k a n θ a
ἄκανθα	á k a n tʰ a
ἄκανθοσ	a k a n tʰ o s
ἄκανθοσ	a k a n θ o s
ἄκανθοσ	á k a n tʰ o s
ἄκαπνοσ	a k a p n o s
ἄκαπνοσ	á k a p n o s
ἄκαρποσ	a k a r p o s
ἄκαρποσ	á k a r p o s
ἄκαστοσ	a k a s t o s
ἄκαστοσ	á k a s t o s
ἄκατοσ	a k a t o s
ἄκατοσ	á k a t o s
ἄκινοσ	a c i n o s
ἄκινοσ	a k i n o s
ἄκινοσ	á k i n o s
ἄκλιτοσ	a k l i t o s
ἄκλιτοσ	á k l i t o s
ἄκμων	a k m o n
ἄκμων	á k m ɔː n
ἄκοιτιν	a c i t i n
ἄκοιτιν	a c y t i n
ἄκοιτιν	a k y t i n
ἄκοιτιν	á k o i̯ t i n
ἄκοιτισ	a c i t i s
ἄκοιτισ	a c y t i s
ἄκοιτισ	a k y t i s
ἄκοιτισ	á k o i̯ t i s
ἄκορον	a k o r o n
ἄκορον	á k o r o n
ἄκοροσ	a k o r o s
ἄκοροσ	á k o r o s
ἄκουε	a k u e
ἄκουε	a k u ɛ
ἄκουε	á k oː e
ἄκουσα	a k u s a
ἄκουσα	á k oː s a
ἄκουσα	ǎː k oː s a
ἄκουσε	a k u s e
ἄκουσε	a k u s ɛ
ἄκουσε	á k oː s e
ἄκουσεν	a k u s e n
ἄκουσεν	a k u s ɛ n
ἄκουσεν	á k oː s e n
ἄκουσον	a k u s o n
ἄκουσον	á k oː s o n
ἄκρα	a k r a
ἄκρα	á k r a
ἄκρα	á k r aː
ἄκραι	a k r e
ἄκραι	a k r ɛ
ἄκραι	á k r a i̯
ἄκρατοσ	a k r a t o s
ἄκρατοσ	á k r aː t o s
ἄκρισ	a k r i s
ἄκρισ	á k r i s
ἄκρον	a k r o n
ἄκρον	á k r o n
ἄκροσ	a k r o s
ἄκροσ	á k r o s
ἄκτινοσ	a k t i n o s
ἄκτινοσ	á k t i n o s
ἄκτιον	a k t i o n
ἄκτιον	á k t i o n
ἄκτωρ	a k t o r
ἄκτωρ	á k t ɔː r
ἄκων	a k o n
ἄκων	ǎː k ɔː n
ἄλασ	a l a s
ἄλασ	ǎː l aː s
ἄλβη	a l b e
ἄλβη	a l v i
ἄλβη	a l β i
ἄλβη	á l b ɛː
ἄλβισ	a l b i s
ἄλβισ	a l v i s
ἄλβισ	a l β i s
ἄλβισ	á l b i s
ἄλβοσ	a l b o s
ἄλβοσ	a l v o s
ἄλβοσ	a l β o s
ἄλβοσ	á l b o s
ἄλγε'	a l ɡ ɛ
ἄλγε'	a l ɣ e
ἄλγε'	a l ʝ e
ἄλγε'	á l ɡ e
ἄλγεα	a l ɡ ɛ a
ἄλγεα	a l ɣ e a
ἄλγεα	a l ʝ e a
ἄλγεα	á l ɡ e a
ἄλγεσι	a l ɡ ɛ s i
ἄλγεσι	a l ɣ e s i
ἄλγεσι	a l ʝ e s i
ἄλγεσι	á l ɡ e s i
ἄλγοσ	a l ɡ o s
ἄλγοσ	a l ɣ o s
ἄλγοσ	á l ɡ o s
ἄλεισον	a l i s o n
ἄλεισον	á l eː s o n
ἄλειφαρ	a l i f a r
ἄλειφαρ	a l i pʰ a r
ἄλειφαρ	a l i ɸ a r
ἄλειφαρ	á l eː pʰ a r
ἄλεοσ	a l e o s
ἄλεοσ	a l ɛ o s
ἄλεοσ	á l e o s
ἄλευρον	a l e v r o n
ἄλευρον	a l e w r o n
ἄλευρον	a l e β r o n
ἄλευρον	á l e u̯ r o n
ἄλιζα	a l i z a
ἄλιζα	á l i z d a
ἄλιξ	a l i k s
ἄλιξ	á l i k s
ἄλισμα	a l i z m a
ἄλισμα	á l i z m a
ἄλιψ	a l i p s
ἄλκη	a l c i
ἄλκη	a l k e
ἄλκη	a l k i
ἄλκη	á l k ɛː
ἄλκηστισ	a l c i s t i s
ἄλκηστισ	a l k e s t i s
ἄλκηστισ	a l k i s t i s
ἄλκηστισ	á l k ɛː s t i s
ἄλκιμον	a l c i m o n
ἄλκιμον	a l k i m o n
ἄλκιμον	á l k i m o n
ἄλκιμοσ	a l c i m o s
ἄλκιμοσ	a l k i m o s
ἄλκιμοσ	á l k i m o s
ἄλκων	a l k o n
ἄλκων	á l k ɔː n
ἄλλ'	a l
ἄλλ'	a l l
ἄλλ'	á l l
ἄλλα	a l a
ἄλλα	a l l a
ἄλλα	á l l a
ἄλλα	á l l aː
ἄλλαι	a l e
ἄλλαι	a l l e
ἄλλαι	a l l ɛ
ἄλλαι	á l l a i̯
ἄλλαισ	a l e s
ἄλλαισ	a l l e s
ἄλλαισ	a l l ɛ s
ἄλλαισ	á l l a i̯ s
ἄλλαισι	a l e s i
ἄλλαισι	a l l e s i
ἄλλαισι	a l l ɛ s i
ἄλλαισι	á l l a i̯ s i
ἄλλαισιν	a l e s i n
ἄλλαισιν	a l l e s i n
ἄλλαισιν	a l l ɛ s i n
ἄλλαισιν	á l l a i̯ s i n
ἄλλασ	a l a s
ἄλλασ	a l l a s
ἄλλασ	á l l aː s
ἄλλη	a l i
ἄλλη	a l l e
ἄλλη	a l l i
ἄλλη	á l l ɛː
ἄλληι	a l i
ἄλληι	a l l e
ἄλληι	a l l i
ἄλληι	á l l ɛː i̯
ἄλλην	a l i n
ἄλλην	a l l e n
ἄλλην	a l l i n
ἄλλην	á l l ɛː n
ἄλλησ	a l i s
ἄλλησ	a l l e s
ἄλλησ	a l l i s
ἄλλησ	á l l ɛː s
ἄλλιξ	a l i k s
ἄλλιξ	a l l i k s
ἄλλιξ	á l l i k s
ἄλλο	a l l o
ἄλλο	a l o
ἄλλο	á l l o
ἄλλοθεν	a l l o tʰ ɛ n
ἄλλοθεν	a l l o θ e n
ἄλλοθεν	a l o θ e n
ἄλλοθεν	á l l o tʰ e n
ἄλλοθι	a l l o tʰ i
ἄλλοθι	a l l o θ i
ἄλλοθι	a l o θ i
ἄλλοθι	á l l o tʰ i
ἄλλοι	a l i
ἄλλοι	a l l y
ἄλλοι	á l l o i̯
ἄλλοιν	a l i n
ἄλλοιν	a l l y n
ἄλλοιν	á l l o i̯ n
ἄλλοισ	a l i s
ἄλλοισ	a l l y s
ἄλλοισ	á l l o i̯ s
ἄλλοισι	a l i s i
ἄλλοισι	a l l y s i
ἄλλοισι	á l l o i̯ s i
ἄλλοισιν	a l i s i n
ἄλλοισιν	a l l y s i n
ἄλλοισιν	á l l o i̯ s i n
ἄλλον	a l l o n
ἄλλον	a l o n
ἄλλον	á l l o n
ἄλλοσ	a l l o s
ἄλλοσ	a l o s
ἄλλοσ	á l l o s
ἄλλοτε	a l l o t e
ἄλλοτε	a l l o t ɛ
ἄλλοτε	a l o t e
ἄλλοτε	á l l o t e
ἄλλου	a l l u
ἄλλου	a l u
ἄλλου	á l l oː
ἄλλουσ	a l l u s
ἄλλουσ	a l u s
ἄλλουσ	á l l oː s
ἄλλυδισ	a l i ð i s
ἄλλυδισ	a l l y d i s
ἄλλυδισ	a l l y ð i s
ἄλλυδισ	á l l y d i s
ἄλλω	a l l o
ἄλλω	a l o
ἄλλω	á l l ɔː
ἄλλωι	a l l o
ἄλλωι	a l o
ἄλλωι	á l l ɔː i̯
ἄλλων	a l l o n
ἄλλων	a l o n
ἄλλων	á l l ɔː n
ἄλοσ	a l o s
ἄλοσ	á l o s
ἄλοχοι	a l o ç i
ἄλοχοι	a l o ç y
ἄλοχοι	a l o kʰ y
ἄλοχοι	a l o x y
ἄλοχοι	á l o kʰ o i̯
ἄλοχον	a l o kʰ o n
ἄλοχον	a l o x o n
ἄλοχον	á l o kʰ o n
ἄλοχοσ	a l o kʰ o s
ἄλοχοσ	a l o x o s
ἄλοχοσ	á l o kʰ o s
ἄλπεισ	a l p i s
ἄλπεισ	á l p eː s
ἄλσοσ	a l s o s
ἄλσοσ	á l s o s
ἄλφα	a l f a
ἄλφα	a l pʰ a
ἄλφα	a l ɸ a
ἄλφα	á l pʰ a
ἄλφιτα	a l f i t a
ἄλφιτα	a l pʰ i t a
ἄλφιτα	a l ɸ i t a
ἄλφιτα	á l pʰ i t a
ἄλφιτον	a l f i t o n
ἄλφιτον	a l pʰ i t o n
ἄλφιτον	a l ɸ i t o n
ἄλφιτον	á l pʰ i t o n
ἄμ	a m
ἄμ	á m
ἄμανοσ	a m a n o s
ἄμανοσ	á m aː n o s
ἄμαξα	a m a k s a
ἄμαξα	á m a k s a
ἄμαξαν	a m a k s a n
ἄμαξαν	á m a k s a n
ἄμασισ	a m a s i s
ἄμασισ	á m aː s i s
ἄμαστρισ	a m a s t r i s
ἄμαστρισ	á m a s t r i s
ἄμβιξ	a m b i k s
ἄμβιξ	á m b iː k s
ἄμβροτα	a m b r o t a
ἄμβροτα	á m b r o t a
ἄμβροτοσ	a m b r o t o s
ἄμβροτοσ	á m b r o t o s
ἄμβρυσοσ	a m b r i s o s
ἄμβρυσοσ	a m b r y s o s
ἄμβρυσοσ	á m b r y s o s
ἄμβων	a m b o n
ἄμβων	á m b ɔː n
ἄμεινον	a m i n o n
ἄμεινον	á m eː n o n
ἄμη	a m e
ἄμη	a m i
ἄμη	á m ɛː
ἄμι	a m i
ἄμι	á m i
ἄμιλοσ	a m i l o s
ἄμιλοσ	á m i l o s
ἄμμε	a m e
ἄμμε	a m m e
ἄμμε	a m m ɛ
ἄμμε	á m m e
ἄμμι	a m i
ἄμμι	a m m i
ἄμμι	á m m i
ἄμμοσ	a m m o s
ἄμμοσ	a m o s
ἄμμοσ	á m m o s
ἄμμων	a m m o n
ἄμμων	a m o n
ἄμμων	á m m ɔː n
ἄμολβοσ	a m o l b o s
ἄμολβοσ	a m o l v o s
ἄμολβοσ	a m o l β o s
ἄμολβοσ	á m o l b o s
ἄμορφοσ	a m o r f o s
ἄμορφοσ	a m o r pʰ o s
ἄμορφοσ	a m o r ɸ o s
ἄμορφοσ	á m o r pʰ o s
ἄμοτον	a m o t o n
ἄμοτον	á m o t o n
ἄμπελοσ	a m b e l o s
ἄμπελοσ	a m p e l o s
ἄμπελοσ	a m p ɛ l o s
ἄμπελοσ	á m p e l o s
ἄμπυξ	a m b i k s
ἄμπυξ	a m p y k s
ἄμπυξ	á m p y k s
ἄμυδισ	a m i ð i s
ἄμυδισ	a m y d i s
ἄμυδισ	a m y ð i s
ἄμυδισ	á m y d i s
ἄμυροσ	a m i r o s
ἄμυροσ	a m y r o s
ἄμυροσ	á m y r o s
ἄμφισσα	a m f i s a
ἄμφισσα	a m f i s s a
ἄμφισσα	a m pʰ i s s a
ἄμφισσα	a m ɸ i s s a
ἄμφισσα	á m pʰ i s s a
ἄμφρυσοσ	a m f r i s o s
ἄμφρυσοσ	a m f r y s o s
ἄμφρυσοσ	a m pʰ r y s o s
ἄμφρυσοσ	a m ɸ r y s o s
ἄμφρυσοσ	á m pʰ r yː s o s
ἄμφω	a m f o
ἄμφω	a m pʰ o
ἄμφω	a m ɸ o
ἄμφω	á m pʰ ɔː
ἄμωμον	a m o m o n
ἄμωμον	á m ɔː m o n
ἄν	a n
ἄν	á n
ἄν	ǎː n
ἄνα	a n a
ἄνα	á n a
ἄναια	a n e a
ἄναια	a n ɛ a
ἄναια	á n a i̯ a
ἄνακτα	a n a k t a
ἄνακτα	á n a k t a
ἄνακτασ	a n a k t a s
ἄνακτασ	á n a k t a s
ἄνακτεσ	a n a k t e s
ἄνακτεσ	a n a k t ɛ s
ἄνακτεσ	á n a k t e s
ἄνακτι	a n a k t i
ἄνακτι	á n a k t i
ἄνακτοσ	a n a k t o s
ἄνακτοσ	á n a k t o s
ἄναλκισ	a n a l c i s
ἄναλκισ	a n a l k i s
ἄναλκισ	á n a l k i s
ἄνανδροσ	a n a n d r o s
ἄνανδροσ	á n a n d r o s
ἄναξ	a n a k s
ἄναξ	á n a k s
ἄναξι	a n a k s i
ἄναξι	á n a k s i
ἄναποσ	a n a p o s
ἄναποσ	á n aː p o s
ἄναρθροσ	a n a r tʰ r o s
ἄναρθροσ	a n a r θ r o s
ἄναρθροσ	á n a r tʰ r o s
ἄναρχοσ	a n a r kʰ o s
ἄναρχοσ	a n a r x o s
ἄναρχοσ	á n a r kʰ o s
ἄναυροσ	a n a v r o s
ἄναυροσ	a n a w r o s
ἄναυροσ	a n a β r o s
ἄναυροσ	á n a u̯ r o s
ἄνδηρον	a n d e r o n
ἄνδηρον	a n d i r o n
ἄνδηρον	á n d ɛː r o n
ἄνδρ'	a n d r
ἄνδρ'	á n d r
ἄνδρα	a n d r a
ἄνδρα	á n d r a
ἄνδρασ	a n d r a s
ἄνδρασ	á n d r a s
ἄνδρε	a n d r e
ἄνδρε	a n d r ɛ
ἄνδρε	á n d r e
ἄνδρεσ	a n d r e s
ἄνδρεσ	a n d r ɛ s
ἄνδρεσ	á n d r e s
ἄνδρεσσι	a n d r e s i
ἄνδρεσσι	a n d r e s s i
ἄνδρεσσι	a n d r ɛ s s i
ἄνδρεσσι	á n d r e s s i
ἄνδρεσσιν	a n d r e s i n
ἄνδρεσσιν	a n d r e s s i n
ἄνδρεσσιν	a n d r ɛ s s i n
ἄνδρεσσιν	á n d r e s s i n
ἄνδρον	a n d r o n
ἄνδρον	á n d r o n
ἄνδροσ	a n d r o s
ἄνδροσ	á n d r o s
ἄνδρου	a n d r u
ἄνδρου	á n d r oː
ἄνεμοσ	a n e m o s
ἄνεμοσ	a n ɛ m o s
ἄνεμοσ	á n e m o s
ἄνερ	a n e r
ἄνερ	a n ɛ r
ἄνερ	á n e r
ἄνεσισ	a n e s i s
ἄνεσισ	a n ɛ s i s
ἄνεσισ	á n e s i s
ἄνευ	a n e v
ἄνευ	a n e w
ἄνευ	a n e β
ἄνευ	á n e u̯
ἄνευθεν	a n e f θ e n
ἄνευθεν	a n e ɸ θ e n
ἄνευθεν	a n e ʍ tʰ ɛ n
ἄνευθεν	á n e u̯ tʰ e n
ἄνηθον	a n e tʰ o n
ἄνηθον	a n i θ o n
ἄνηθον	á n ɛː tʰ o n
ἄνητον	a n e t o n
ἄνητον	a n i t o n
ἄνητον	á n ɛː t o n
ἄνθινοσ	a n tʰ i n o s
ἄνθινοσ	a n θ i n o s
ἄνθινοσ	á n tʰ i n o s
ἄνθοσ	a n tʰ o s
ἄνθοσ	a n θ o s
ἄνθοσ	á n tʰ o s
ἄνθραξ	a n tʰ r a k s
ἄνθραξ	a n θ r a k s
ἄνθραξ	á n tʰ r a k s
ἄνθρυσκον	a n tʰ r y s k o n
ἄνθρυσκον	a n θ r i s k o n
ἄνθρυσκον	a n θ r y s k o n
ἄνθρυσκον	á n tʰ r y s k o n
ἄνθρωπε	a n tʰ r o p ɛ
ἄνθρωπε	a n θ r o p e
ἄνθρωπε	á n tʰ r ɔː p e
ἄνθρωποι	a n tʰ r o p y
ἄνθρωποι	a n θ r o p i
ἄνθρωποι	a n θ r o p y
ἄνθρωποι	á n tʰ r ɔː p o i̯
ἄνθρωπον	a n tʰ r o p o n
ἄνθρωπον	a n θ r o p o n
ἄνθρωπον	á n tʰ r ɔː p o n
ἄνθρωποσ	a n tʰ r o p o s
ἄνθρωποσ	a n θ r o p o s
ἄνθρωποσ	á n tʰ r ɔː p o s
ἄνισον	a n i s o n
ἄνισον	á n iː s o n
ἄνισοσ	a n i s o s
ἄνισοσ	á n i s o s
ἄννα	a n a
ἄννα	a n n a
ἄννα	á n n a
ἄννων	a n n o n
ἄννων	a n o n
ἄννων	á n n ɔː n
ἄνοδοσ	a n o d o s
ἄνοδοσ	a n o ð o s
ἄνοδοσ	á n o d o s
ἄνοια	a n i a
ἄνοια	a n y a
ἄνοια	á n o i̯ a
ἄνοικτοσ	a n i k t o s
ἄνοικτοσ	a n y k t o s
ἄνοικτοσ	á n o i̯ k t o s
ἄνουβισ	a n u b i s
ἄνουβισ	a n u v i s
ἄνουβισ	a n u β i s
ἄνουβισ	á n oː b i s
ἄντα	a n d a
ἄντα	a n t a
ἄντα	á n t a
ἄντανδροσ	a n d a n d r o s
ἄντανδροσ	a n t a n d r o s
ἄντανδροσ	á n t a n d r o s
ἄντην	a n d i n
ἄντην	a n t e n
ἄντην	a n t i n
ἄντην	á n t ɛː n
ἄντιον	a n d i o n
ἄντιον	a n t i o n
ἄντιον	á n t i o n
ἄντισσα	a n d i s a
ἄντισσα	a n t i s s a
ἄντισσα	á n t i s s a
ἄντλοσ	a n d l o s
ἄντλοσ	a n t l o s
ἄντλοσ	á n t l o s
ἄντοικοι	a n d i c i
ἄντοικοι	a n t y c y
ἄντοικοι	a n t y k y
ἄντοικοι	á n t o i̯ k o i̯
ἄντοικοσ	a n d i k o s
ἄντοικοσ	a n t y k o s
ἄντοικοσ	á n t o i̯ k o s
ἄντρον	a n d r o n
ἄντρον	a n t r o n
ἄντρον	á n t r o n
ἄντυξ	a n d i k s
ἄντυξ	a n t y k s
ἄντυξ	á n t y k s
ἄνυτοσ	a n i t o s
ἄνυτοσ	a n y t o s
ἄνυτοσ	á n y t o s
ἄνω	a n o
ἄνω	á n ɔː
ἄνωγα	a n o ɡ a
ἄνωγα	a n o ɣ a
ἄνωγα	á n ɔː ɡ a
ἄνωγε	a n o ɡ ɛ
ἄνωγε	a n o ɣ e
ἄνωγε	a n o ʝ e
ἄνωγε	á n ɔː ɡ e
ἄνωγεν	a n o ɡ ɛ n
ἄνωγεν	a n o ɣ e n
ἄνωγεν	a n o ʝ e n
ἄνωγεν	á n ɔː ɡ e n
ἄνωθεν	a n o tʰ ɛ n
ἄνωθεν	a n o θ e n
ἄνωθεν	á n ɔː tʰ e n
ἄνωχθι	a n o kʰ tʰ i
ἄνωχθι	a n o x θ i
ἄνωχθι	á n ɔː kʰ tʰ i
ἄξια	a k s i a
ἄξια	á k s i a
ἄξιοσ	a k s i o s
ἄξιοσ	á k s i o s
ἄξονα	a k s o n a
ἄξονα	á k s o n a
ἄξων	a k s o n
ἄξων	á k s ɔː n
ἄοκνοσ	a o k n o s
ἄοκνοσ	á o k n o s
ἄορ	a o r
ἄορ	á o r
ἄορι	a o r i
ἄορι	á o r i
ἄπειμι	a p i m i
ἄπειμι	á p eː m i
ἄπειροσ	a p i r o s
ἄπειροσ	á p eː r o s
ἄπειροσ	ǎː p eː r o s
ἄπιον	a p i o n
ἄπιον	á p i o n
ἄπιστοσ	a p i s t o s
ἄπιστοσ	á p i s t o s
ἄπνοια	a p n i a
ἄπνοια	a p n y a
ἄπνοια	á p n o i̯ a
ἄπο	a p o
ἄπο	á p o
ἄποικοι	a p i c i
ἄποικοι	a p y c y
ἄποικοι	a p y k y
ἄποικοι	á p o i̯ k o i̯
ἄποικοσ	a p i k o s
ἄποικοσ	a p y k o s
ἄποικοσ	á p o i̯ k o s
ἄποινα	a p i n a
ἄποινα	a p y n a
ἄποινα	á p o i̯ n a
ἄπολλον	a p o l l o n
ἄπολλον	a p o l o n
ἄπολλον	á p o l l o n
ἄπονοσ	a p o n o s
ἄπονοσ	á p o n o s
ἄποροσ	a p o r o s
ἄποροσ	á p o r o s
ἄπουσ	a p u s
ἄπουσ	á p oː s
ἄππιοσ	a p i o s
ἄππιοσ	a p p i o s
ἄππιοσ	á p p i o s
ἄπωθεν	a p o tʰ ɛ n
ἄπωθεν	a p o θ e n
ἄπωθεν	á p ɔː tʰ e n
ἄρ	a r
ἄρ	á r
ἄρ'	a r
ἄρ'	á r
ἄρα	a r a
ἄρα	á r a
ἄραβεσ	a r a b ɛ s
ἄραβεσ	a r a v e s
ἄραβεσ	a r a β e s
ἄραβεσ	á r a b e s
ἄραβοσ	a r a b o s
ἄραβοσ	a r a v o s
ἄραβοσ	a r a β o s
ἄραβοσ	á r a b o s
ἄραδοσ	a r a d o s
ἄραδοσ	a r a ð o s
ἄραδοσ	á r a d o s
ἄρακοσ	a r a k o s
ἄρακοσ	á r a k o s
ἄραντεσ	a r a n d e s
ἄραντεσ	a r a n t e s
ἄραντεσ	a r a n t ɛ s
ἄραντεσ	ǎː r a n t e s
ἄραπλοσ	a r a p l o s
ἄραπλοσ	á r a p l o s
ἄραρ	a r a r
ἄραρ	á r a r
ἄρασ	a r a s
ἄρασ	ǎː r aː s
ἄρατοσ	a r a t o s
ἄρατοσ	á r aː t o s
ἄρατοσ	ǎː r aː t o s
ἄραψ	a r a p s
ἄραψ	á r a p s
ἄρβα	a r b a
ἄρβα	a r v a
ἄρβα	a r β a
ἄρβα	á r b a
ἄρβερνοσ	a r b ɛ r n o s
ἄρβερνοσ	a r v e r n o s
ἄρβερνοσ	a r β e r n o s
ἄρβερνοσ	á r b e r n o s
ἄρβηλα	a r b e l a
ἄρβηλα	a r v i l a
ἄρβηλα	a r β i l a
ἄρβηλα	á r b ɛː l a
ἄρβηλοσ	a r b e l o s
ἄρβηλοσ	a r v i l o s
ἄρβηλοσ	a r β i l o s
ἄρβηλοσ	á r b ɛː l o s
ἄργει	a r ɡ i
ἄργει	a r ɣ i
ἄργει	a r ʝ i
ἄργει	á r ɡ eː
ἄργεοσ	a r ɡ ɛ o s
ἄργεοσ	a r ɣ e o s
ἄργεοσ	a r ʝ e o s
ἄργεοσ	á r ɡ e o s
ἄργεϊ	a r ɡ ɛ i
ἄργεϊ	a r ɣ e i
ἄργεϊ	a r ʝ e i
ἄργεϊ	á r ɡ e i
ἄργιλοσ	a r ɡ i l o s
