a	ɒ
rúg	ruːɡ
rügy	ryɟ
ruhában	ruɦaːbɒn
ruhád	ruɦaːd
ruháid	ruɦaːʲid
ruháik	ruɦaːʲik
ruháim	ruɦaːʲim
ruháink	ruɦaːʲiŋk
ruhái	ruɦaːʲi
ruháitok	ruɦaːʲitok
ruhája	ruɦaːjɒ
ruhájuk	ruɦaːjuk
ruhákat	ruɦaːkɒt
ruhák	ruɦaːk
ruhám	ruɦaːm
ruhánk	ruɦaːŋk
ruha	ruɦɒ
ruhatár	ruɦɒtaːr
ruhátlan	ruɦaːtlɒn
ruhátok	ruɦaːtok
ruhát	ruɦaːt
ruhaujj	ruɦɒujː
ruházatok	ruɦaːzɒtok
ruházat	ruɦaːzɒt
rühben	rybɛn
rühben	ryxbɛn
rühbe	rybɛ
rühbe	ryxbɛ
rühből	rybøːl
rühből	ryxbøːl
rühell	ryɦɛlː
rühért	ryɦeːrt
rühhel	ryxːɛl
rühhé	ryxːeː
rühhöz	ryɦøz
rühhöz	ryxːøz
rühig	ryɦiɡ
rühként	rykeːnt
rühként	ryxkeːnt
rühnek	rynɛk
rühnek	ryxnɛk
rühnél	ryneːl
rühnél	ryxneːl
rühök	ryɦøk
rühön	ryɦøn
rühöt	ryɦøt
rühre	ryrɛ
rühre	ryxrɛ
rühről	ryrøːl
rühről	ryxrøːl
rüh	ry
rüh	ryɦ
rüh	ryx
rühtől	rytøːl
rühtől	ryxtøːl
rühvel	ryvɛl
rühvé	ryveː
rulett	rulɛtː
rumba	rumbɒ
rum	rum
rúpia	ruːpiʲɒ
ruszki	ruski
rusztikus	rustikuʃ
ruténium	ruteːniʲum
rutin	rutin
rut	rut
rút	ruːt
rúzsok	ruːʒok
rúzs	ruːʒ
s	ʃ
sábát	ʃaːbaːt
sablon	ʃɒblon
sablonja	ʃɒbloɲːɒ
sablonjai	ʃɒbloɲːɒʲi
sablonjaid	ʃɒbloɲːɒʲid
sablonjaik	ʃɒbloɲːɒʲik
sablonjaim	ʃɒbloɲːɒʲim
sablonjaink	ʃɒbloɲːɒʲiŋk
sablonjaitok	ʃɒbloɲːɒʲitok
sablonjuk	ʃɒbloɲːuk
sablonod	ʃɒblonod
sablonok	ʃɒblonok
sablonokon	ʃɒblonokon
sablonokra	ʃɒblonokrɒ
sablonom	ʃɒblonom
sablonon	ʃɒblonon
sablonotok	ʃɒblonotok
sablonra	ʃɒblonrɒ
sablonunk	ʃɒblonuŋk
sáfár	ʃaːfaːr
sáfárkodik	ʃaːfaːrkodik
sáfrány	ʃaːfraːɲ
sáfránysárga	ʃaːfraːɲʃaːrɡɒ
sahhal	ʃɒxːɒl
sah	ʃɒx
sajátba	ʃɒjaːdbɒ
sajátban	ʃɒjaːdbɒn
sajátból	ʃɒjaːdboːl
sajátért	ʃɒjaːteːrt
sajáthoz	ʃɒjaːthoz
sajátig	ʃɒjaːtiɡ
saját	ʃɒjaːt
sajátként	ʃɒjaːtkeːnt
sajátnak	ʃɒjaːtnɒk
sajátnál	ʃɒjaːtnaːl
sajátokat	ʃɒjaːtokɒt
sajátokba	ʃɒjaːtoɡbɒ
sajátokban	ʃɒjaːtoɡbɒn
sajátokból	ʃɒjaːtoɡboːl
sajátokért	ʃɒjaːtokeːrt
sajátokhoz	ʃɒjaːtokhoz
sajátokig	ʃɒjaːtokiɡ
sajátok	ʃɒjaːtok
sajátokká	ʃɒjaːtokːaː
sajátokkal	ʃɒjaːtokːɒl
sajátokként	ʃɒjaːtokːeːnt
sajátoknak	ʃɒjaːtoknɒk
sajátoknál	ʃɒjaːtoknaːl
sajátokon	ʃɒjaːtokon
sajátokra	ʃɒjaːtokrɒ
sajátokról	ʃɒjaːtokroːl
sajátoktól	ʃɒjaːtoktoːl
sajáton	ʃɒjaːton
sajátosabb	ʃɒjaːtoʃɒbː
sajátos	ʃɒjaːtoʃ
sajátosságai	ʃɒjaːtoʃːaːɡɒʲi
sajátossága	ʃɒjaːtoʃːaːɡɒ
sajátosság	ʃɒjaːtoʃːaːɡ
sajátosságok	ʃɒjaːtoʃːaːɡok
sajátot	ʃɒjaːtot
sajátra	ʃɒjaːtrɒ
sajátról	ʃɒjaːtroːl
sajátság	ʃɒjaːtʃaːɡ
sajáttá	ʃɒjaːtːaː
sajáttal	ʃɒjaːtːɒl
sajáttól	ʃɒjaːtːoːl
sajkacsont	ʃɒjkɒt͡ʃont
sajkacsontok	ʃɒjkɒt͡ʃontok
sajka	ʃɒjkɒ
sajkák	ʃɒjkaːk
sajna	ʃɒjnɒ
sajnálat	ʃɒjnaːlɒt
sajnálatok	ʃɒjnaːlɒtok
sajnálatos	ʃɒjnaːlɒtoʃ
sajnálattal	ʃɒjnaːlɒtːɒl
sajnál	ʃɒjnaːl
sajnálom	ʃɒjnaːlom
sajnos	ʃɒjnoʃ
sajtburgerek	ʃɒjdburɡɛrɛk
sajtburger	ʃɒjdburɡɛr
sajt	ʃɒjt
sajtkukac	ʃɒjtkukɒt͡s
sajtóban	ʃɒjtoːbɒn
sajtófotó	ʃɒjtoːfotoː
sajtó	ʃɒjtoː
sajtok	ʃɒjtok
sajtók	ʃɒjtoːk
sajtómágnás	ʃɒjtoːmaːɡnaːʃ
sajtómágnások	ʃɒjtoːmaːɡnaːʃok
sajtószabadság	ʃɒjtoːsɒbɒt͡ʃːaːɡ
sajtótájékoztatója	ʃɒjtoːtaːjeːkostɒtoːjɒ
sajtótájékoztatóján	ʃɒjtoːtaːjeːkostɒtoːjaːn
sajtótájékoztató	ʃɒjtoːtaːjeːkostɒtoː
sajtótájékoztatókon	ʃɒjtoːtaːjeːkostɒtoːkon
sajtótájékoztatón	ʃɒjtoːtaːjeːkostɒtoːn
sajtótól	ʃɒjtoːtoːl
sajttortához	ʃɒjtortaːɦoz
sajttorta	ʃɒjtortɒ
sakál	ʃɒkaːl
sakálok	ʃɒkaːlok
sakkbábu	ʃɒɡbaːbu
sakkbábuk	ʃɒɡbaːbuk
sakkbajnokság	ʃɒɡbɒjnokʃaːɡ
sakkfigura	ʃɒkfiɡurɒ
sakkfigurák	ʃɒkfiɡuraːk
sakkjáték	ʃɒkjaːteːk
sakkjátékos	ʃɒkjaːteːkoʃ
sakkjátékosok	ʃɒkjaːteːkoʃok
sakkjátszma	ʃɒkjaːt͡smɒ
sakk	ʃɒkː
sakkmesterek	ʃɒkmɛʃtɛrɛk
sakkmester	ʃɒkmɛʃtɛr
sakkok	ʃɒkːok
sakktáblák	ʃɒktaːblaːk
sakktábla	ʃɒktaːblɒ
sálak	ʃaːlɒk
sál	ʃaːl
salamon	ʃɒlɒmon
salátaboglárka	ʃɒlaːtɒboɡlaːrkɒ
saláták	ʃɒlaːtaːk
saláta	ʃɒlaːtɒ
salátaöntet	ʃɒlaːtɒøntɛt
salavári	ʃɒlɒvaːri
saller	ʃɒlːɛr
salvador	sɒlvɒdor
sámán	ʃaːmaːn
sámánizmus	ʃaːmaːnizmuʃ
samesz	ʃɒmɛs
sameszok	ʃɒmɛsok
sámli	ʃaːmli
sampinyon	ʃɒmpiɲon
sampon	ʃɒmpon
samponok	ʃɒmponok
samponoz	ʃɒmponoz
sámuel	ʃaːmuɛl
sánc	ʃaːnt͡s
sáncárok	ʃaːnt͡saːrok
sándor	ʃaːndor
sanghaj	ʃɒŋkhɒj
sánta	ʃaːntɒ
sántább	ʃaːntaːbː
sántikál	ʃaːntikaːl
sanzon	ʃɒnzon
sápadt	ʃaːpɒtː
sápadtság	ʃaːpɒtt͡ʃaːɡ
sápadtságok	ʃaːpɒtt͡ʃaːɡok
sapka	ʃɒpkɒ
sára	ʃaːrɒ
sarak	ʃɒrɒk
sár	ʃaːr
sarat	ʃɒrɒt
sárga	ʃaːrɡɒ
sárgabarack	ʃaːrɡɒbɒrɒt͡sk
sárgabarackfa	ʃaːrɡɒbɒrɒt͡skfɒ
sárgabarackfák	ʃaːrɡɒbɒrɒt͡skfaːk
sárgabarackok	ʃaːrɡɒbɒrɒt͡skok
sárgadinnye	ʃaːrɡɒdiɲːɛ
sárgadinnyék	ʃaːrɡɒdiɲːeːk
sárgák	ʃaːrɡaːk
sárgaláz	ʃaːrɡɒlaːz
sárgállik	ʃaːrɡaːlːik
sárgarépa	ʃaːrɡɒreːpɒ
sárgarépák	ʃaːrɡɒreːpaːk
sárgaréz	ʃaːrɡɒreːz
sarjak	ʃɒrjɒk
sarja	ʃɒrjɒ
sarjat	ʃɒrjɒt
sarj	ʃɒrʝ
sarkában	ʃɒrkaːbɒn
sarkán	ʃɒrkaːn
sarkantyúk	ʃɒrkɒɲcuːk
sarkantyú	ʃɒrkɒɲcuː
sarkantyús	ʃɒrkɒɲcuːʃ
sárkány	ʃaːrkaːɲ
sárkánygyökér	ʃaːrkaːɲɟøkeːr
sárkányhajó	ʃaːrkaːɲɦɒjoː
sarkára	ʃɒrkaːrɒ
sarka	ʃɒrkɒ
sarkin	ʃɒrkin
sarki	ʃɒrki
sarkit	ʃɒrkit
sarkkutatók	ʃɒrkutɒtoːk
sarkkutató	ʃɒrkutɒtoː
sarkok	ʃɒrkok
sarkon	ʃɒrkon
sark	ʃɒrk
sarlók	ʃɒrloːk
sarló	ʃɒrloː
sarlósfecskék	ʃɒrloːʃfɛt͡ʃkeːk
sarlósfecske	ʃɒrloːʃfɛt͡ʃkɛ
sármány	ʃaːrmaːɲ
sarokban	ʃɒroɡbɒn
sarokcsontok	ʃɒrokt͡ʃontok
sarokcsont	ʃɒrokt͡ʃont
sarokház	ʃɒrokhaːz
sarok	ʃɒrok
sáros	ʃaːroʃ
saru	ʃɒru
sárvédő	ʃaːrveːdøː
sárvédők	ʃaːrveːdøːk
sarzsi	ʃɒrʒi
sas	ʃɒʃ
sasa	ʃɒʃɒ
sás	ʃaːʃ
sáska	ʃaːʃkɒ
sáskák	ʃaːʃkaːk
sások	ʃaːʃok
sasok	ʃɒʃok
sassá	ʃɒʃːaː
sast	ʃɒʃt
sátán	ʃaːtaːn
sátánista	ʃaːtaːniʃtɒ
satöbbi	ʃɒtøbːi
sátor	ʃaːtor
sátorfa	ʃaːtorfɒ
sátorfája	ʃaːtorfaːjɒ
sátorfáját	ʃaːtorfaːjaːt
sátoroz	ʃaːtoroz
sátorozik	ʃaːtorozik
sátrak	ʃaːtrɒk
satuk	ʃɒtuk
satun	ʃɒtun
satut	ʃɒtut
satu	ʃɒtu
savad	ʃɒvɒd
savait	ʃɒvɒʲit
savai	ʃɒvɒʲi
savak	ʃɒvɒk
savam	ʃɒvɒm
savanyúbb	ʃɒvɒɲuːbː
savanyúságok	ʃɒvɒɲuːʃaːɡok
savanyúság	ʃɒvɒɲuːʃaːɡ
savanyú	ʃɒvɒɲuː
savasabb	ʃɒvɒʃɒbː
savasság	ʃɒvɒʃːaːɡ
savas	ʃɒvɒʃ
savat	ʃɒvɒt
sava	ʃɒvɒ
sáv	ʃaːv
savig	ʃɒviɡ
sávok	ʃaːvok
sávoly	ʃaːvoj
sávolyok	ʃaːvojok
sávos	ʃaːvoʃ
savó	ʃɒvoː
sávszélesség	ʃaːfseːlɛʃːeːɡ
sávszélességek	ʃaːfseːlɛʃːeːɡɛk
savtartalom	ʃɒftɒrtɒlom
sav	ʃɒv
schmidt	ʃmitː
scripted	skriptɛd
script	skript
scsi	skaːzi
scsi	ʃt͡ʃi
s	ɛʃː
sebaj	ʃɛbɒj
seb	ʃɛb
sebek	ʃɛbɛk
sebes	ʃɛbɛʃ
sebesség	ʃɛbɛʃːeːɡ
sebessége	ʃɛbɛʃːeːɡɛ
sebességek	ʃɛbɛʃːeːɡɛk
sebességet	ʃɛbɛʃːeːɡɛt
sebességét	ʃɛbɛʃːeːɡeːt
sebességű	ʃɛbɛʃːeːɡyː
sebességváltó	ʃɛbɛʃːeːɡvaːltoː
sebességváltók	ʃɛbɛʃːeːɡvaːltoːk
sebestyén	ʃɛbɛʃceːn
sebész	ʃɛbeːs
sebészek	ʃɛbeːsɛk
sebészet	ʃɛbeːsɛt
sebészetek	ʃɛbeːsɛtɛk
sebészeti	ʃɛbeːsɛti
sebészi	ʃɛbeːsi
sebészkés	ʃɛbeːskeːʃ
sebez	ʃɛbɛz
sebezhetetlen	ʃɛbɛshɛtɛtlɛn
sebhely	ʃɛphɛj
sebő	ʃɛbøː
sebők	ʃɛbøːk
sebtapasz	ʃɛptɒpɒs
sebzés	ʃɛbzeːʃ
se	ʃɛ
séf	ʃeːf
segéd	ʃɛɡeːd
segédek	ʃɛɡeːdɛk
segédige	ʃɛɡeːdiɡɛ
segédigék	ʃɛɡeːdiɡeːk
segédtelepítő	ʃɛɡeːtːɛlɛpiːtøː
segély	ʃɛɡeːj
segélyek	ʃɛɡeːjɛk
segg	ʃɛɡː
seggfej	ʃɛkfɛj
segglyuk	ʃɛɡjuk
segít	ʃɛɡiːt
segítenéd	ʃɛɡiːtɛneːd
segítene	ʃɛɡiːtɛnɛ
segítenek	ʃɛɡiːtɛnɛk
segítenék	ʃɛɡiːtɛneːk
segítenél	ʃɛɡiːtɛneːl
segíteném	ʃɛɡiːtɛneːm
segítenének	ʃɛɡiːtɛneːnɛk
segítenénk	ʃɛɡiːtɛneːŋk
segítenétek	ʃɛɡiːtɛneːtɛk
segíteni	ʃɛɡiːtɛni
segítése	ʃɛɡiːteːʃɛ
segítés	ʃɛɡiːteːʃ
segítesz	ʃɛɡiːtɛs
segítettem	ʃɛɡiːtɛtːɛm
segíthet	ʃɛɡiːthɛt
segíti	ʃɛɡiːti
segítő	ʃɛɡiːtøː
segítők	ʃɛɡiːtøːk
segítőkész	ʃɛɡiːtøːkeːs
segítsége	ʃɛɡiːt͡ʃːeːɡɛ
segítség	ʃɛɡiːt͡ʃːeːɡ
segítségek	ʃɛɡiːt͡ʃːeːɡɛk
segítségére	ʃɛɡiːt͡ʃːeːɡeːrɛ
segítségért	ʃɛɡiːt͡ʃːeːɡeːrt
segítséget	ʃɛɡiːt͡ʃːeːɡɛt
segítségét	ʃɛɡiːt͡ʃːeːɡeːt
segítségével	ʃɛɡiːt͡ʃːeːɡeːvɛl
segítséggel	ʃɛɡiːt͡ʃːeːɡːɛl
segítségnyújtás	ʃɛɡiːt͡ʃːeːɡɲuːjtaːʃ
segítségre	ʃɛɡiːt͡ʃːeːɡrɛ
sehány	ʃɛɦaːɲ
sehogyan	ʃɛɦoɟɒn
sehogy	ʃɛɦoɟ
sehol	ʃɛɦol
sehonnan	ʃɛɦonːɒn
sehonnét	ʃɛɦonːeːt
sehova	ʃɛɦovɒ
sehová	ʃɛɦovaː
sehun	ʃɛɦun
sejk	ʃɛjk
sejtbiológia	ʃɛjdbiʲoloːɡiʲɒ
sejt	ʃɛjt
sejtek	ʃɛjtɛk
sejtelem	ʃɛjtɛlɛm
sejtelmek	ʃɛjtɛlmɛk
sejtelmélet	ʃɛjtɛlmeːlɛt
sejtelméletek	ʃɛjtɛlmeːlɛtɛk
sejtelmesebb	ʃɛjtɛlmɛʃɛbː
sejtelmes	ʃɛjtɛlmɛʃ
sejtet	ʃɛjtɛt
sejtfalak	ʃɛjtfɒlɒk
sejtfal	ʃɛjtfɒl
sejthalál	ʃɛjthɒlaːl
sejthalálok	ʃɛjthɒlaːlok
sejthártya	ʃɛjthaːrcɒ
sejthártyák	ʃɛjthaːrcaːk
sejtközpont	ʃɛjtkøspont
sejtközpontok	ʃɛjtkøspontok
sejtmag	ʃɛjtmɒɡ
sejtmagok	ʃɛjtmɒɡok
sejtmembrán	ʃɛjtmɛmbraːn
sejtmembránok	ʃɛjtmɛmbraːnok
sejtnedvüreg	ʃɛjtnɛdvyrɛɡ
sejtnedvüregek	ʃɛjtnɛdvyrɛɡɛk
sejtosztódás	ʃɛjtostoːdaːʃ
sejtosztódások	ʃɛjtostoːdaːʃok
sejtszervecske	ʃɛjtsɛrvɛt͡ʃkɛ
sejtszervecskék	ʃɛjtsɛrvɛt͡ʃkeːk
sejttan	ʃɛjtɒn
sejttani	ʃɛjtɒni
sékel	ʃeːkɛl
sekély	ʃɛkeːj
sekélyek	ʃɛkeːjɛk
sekélyes	ʃɛkeːjɛʃ
sekrestye	ʃɛkrɛʃcɛ
sekrestyék	ʃɛkrɛʃceːk
sekrestyések	ʃɛkrɛʃceːʃɛk
sekrestyés	ʃɛkrɛʃceːʃ
sellő	ʃɛlːøː
selyem	ʃɛjɛm
selyemgubó	ʃɛjɛmɡuboː
selymek	ʃɛjmɛk
selymes	ʃɛjmɛʃ
sematikusabban	ʃɛmɒtikuʃɒbːɒn
sematikusan	ʃɛmɒtikuʃɒn
sematikus	ʃɛmɒtikuʃ
semeddig	ʃɛmɛdːiɡ
semekkora	ʃɛmɛkːorɒ
semelyik	ʃɛmɛjik
sem	ʃɛm
semennyi	ʃɛmɛɲːi
semlegesek	ʃɛmlɛɡɛʃɛk
semleges	ʃɛmlɛɡɛʃ
semlegesít	ʃɛmlɛɡɛʃiːt
semlegesnem	ʃɛmlɛɡɛʃnɛm
semlegesnemű	ʃɛmlɛɡɛʃnɛmyː
semmibe	ʃɛmːibɛ
semmiből	ʃɛmːibøːl
semmi	ʃɛmːi
semmiért	ʃɛmːiʲeːrt
semmiféle	ʃɛmːifeːlɛ
semmihez	ʃɛmːiɦɛz
semmik	ʃɛmːik
semmiképp	ʃɛmːikeːpː
semmiképpen	ʃɛmːikeːpːɛn
semmikor	ʃɛmːikor
semmilyen	ʃɛmːijɛn
semmire	ʃɛmːirɛ
semmirekellő	ʃɛmːirɛkɛlːøː
semmirekellők	ʃɛmːirɛkɛlːøːk
semmiség	ʃɛmːiʃeːɡ
semmis	ʃɛmːiʃ
semmisség	ʃɛmːiʃːeːɡ
semmit	ʃɛmːit
semmitől	ʃɛmːitøːl
semmivel	ʃɛmːivɛl
senki	ʃɛŋki
senkiföldje	ʃɛŋkifølɟɛ
senkije	ʃɛŋkijɛ
senkim	ʃɛŋkim
senkinek	ʃɛŋkinɛk
senkin	ʃɛŋkin
senkit	ʃɛŋkit
seper	ʃɛpɛr
seprő	ʃɛprøː
seprők	ʃɛprøːk
seprű	ʃɛpryː
serbli	ʃɛrbli
serblik	ʃɛrblik
seregek	ʃɛrɛɡɛk
seregélyek	ʃɛrɛɡeːjɛk
seregély	ʃɛrɛɡeːj
sereg	ʃɛrɛɡ
sérelem	ʃeːrɛlɛm
sérelmek	ʃeːrɛlmɛk
ser	ʃɛr
seriff	ʃɛrif
séró	ʃeːroː
serpenyő	ʃɛrpɛɲøː
serpenyők	ʃɛrpɛɲøːk
sérteget	ʃeːrtɛɡɛt
sértegető	ʃeːrtɛɡɛtøː
sért	ʃeːrt
sertéscomb	ʃɛrteːʃt͡somb
sertéscombok	ʃɛrteːʃt͡sombok
sértések	ʃeːrteːʃɛk
sertés	ʃɛrteːʃ
sértés	ʃeːrteːʃ
sertésinfluenza	ʃɛrteːʃiɱfluɛnzɒ
sertészsír	ʃɛrteːʒːiːr
sértett	ʃeːrtɛtː
sérti	ʃeːrti
sértődékeny	ʃeːrtøːdeːkɛɲ
sértődik	ʃeːrtøːdik
sértő	ʃeːrtøː
sérülékeny	ʃeːryleːkɛɲ
sérül	ʃeːryl
sérülések	ʃeːryleːʃɛk
sérüléseket	ʃeːryleːʃɛkɛt
sérülés	ʃeːryleːʃ
sérülést	ʃeːryleːʃt
sérült	ʃeːrylt
sérvek	ʃeːrvɛk
sérv	ʃeːrv
sétabot	ʃeːtɒbot
séta	ʃeːtɒ
sétákat	ʃeːtaːkɒt
séták	ʃeːtaːk
sétál	ʃeːtaːl
sétáljak	ʃeːtaːjːɒk
sétálnak	ʃeːtaːlnɒk
sétáló	ʃeːtaːloː
sétálok	ʃeːtaːlok
sétálók	ʃeːtaːloːk
sétálóutca	ʃeːtaːloːut͡sːɒ
sétálóutcák	ʃeːtaːloːut͡sːaːk
sétálsz	ʃeːtaːls
sétáltok	ʃeːtaːltok
sétálunk	ʃeːtaːluŋk
sétának	ʃeːtaːnɒk
sétány	ʃeːtaːɲ
sétányok	ʃeːtaːɲok
sétapálca	ʃeːtɒpaːlt͡sɒ
sétát	ʃeːtaːt
sezlon	ʃɛzlon
show	ʃoː
síbajnok	ʃiːbɒjnok
síbajnokok	ʃiːbɒjnokok
síbakancs	ʃiːbɒkɒnt͡ʃ
sicc	ʃit͡sː
sícipő	ʃiːt͡sipøː
síd	ʃiːd
síelések	ʃiːʲɛleːʃɛk
síelés	ʃiːʲɛleːʃ
síel	ʃiːʲɛl
síelő	ʃiːʲɛløː
síelők	ʃiːʲɛløːk
siemensi	siːmɛnsi
siemens	siːmɛns
siet	ʃiʲɛt
sietnek	ʃiʲɛtnɛk
sietsz	ʃiʲɛt͡sː
siettek	ʃiʲɛtːɛk
sífelszerelés	ʃiːfɛlsɛrɛleːʃ
sifonér	ʃifoneːr
sí	ʃiː
síita	ʃiːtɒ
sikál	ʃikaːl
sikátor	ʃikaːtor
sikátorok	ʃikaːtorok
sikeredik	ʃikɛrɛdik
sikere	ʃikɛrɛ
sikereket	ʃikɛrɛkɛt
sikerek	ʃikɛrɛk
sikeresen	ʃikɛrɛʃɛn
sikeres	ʃikɛrɛʃ
sikerét	ʃikɛreːt
siker	ʃikɛr
sikér	ʃikeːr
sikerre	ʃikɛrːɛ
sikerrel	ʃikɛrːɛl
sikertelenebb	ʃikɛrtɛlɛnɛbː
sikertelen	ʃikɛrtɛlɛn
sikert	ʃikɛrt
sikerül	ʃikɛryl
sikerülnie	ʃikɛrylniʲɛ
sikerülni	ʃikɛrylni
sikerültek	ʃikɛryltɛk
sikerült	ʃikɛrylt
siketfajd	ʃikɛtfɒjd
siketfajdok	ʃikɛtfɒjdok
siket	ʃikɛt
síkfilm	ʃiːkfilm
sík	ʃiːk
sikít	ʃikiːt
sikkasztás	ʃikːɒstaːʃ
sikkasztások	ʃikːɒstaːʃok
sikkes	ʃikːɛʃ
sikk	ʃikː
siklik	ʃiklik
sikló	ʃikloː
siklók	ʃikloːk
síkok	ʃiːkok
sikolt	ʃikolt
sikoly	ʃikoj
sikolyok	ʃikojok
síkság	ʃiːkʃaːɡ
síkságok	ʃiːkʃaːɡok
siksze	ʃiksɛ
síléc	ʃiːleːt͡s
sílift	ʃiːlift
sima	ʃimɒ
simán	ʃimaːn
sím	ʃiːm
simít	ʃimiːt
simogatás	ʃimoɡɒtaːʃ
simogat	ʃimoɡɒt
simon	ʃimon
sim	sim
simulékony	ʃimuleːkoɲ
sincsenek	ʃint͡ʃɛnɛk
sincsen	ʃint͡ʃɛn
sincs	ʃint͡ʃ
singcsont	ʃiŋkt͡ʃont
singcsontok	ʃiŋkt͡ʃontok
sing	ʃiŋɡ
sín	ʃiːn
sinológia	ʃinoloːɡiʲɒ
sintó	ʃintoː
siófok	ʃiʲoːfok
síoktató	ʃiːʲoktɒtoː
sípcsont	ʃiːpt͡ʃont
sípcsontok	ʃiːpt͡ʃontok
síp	ʃiːp
sipirc	ʃipirt͡s
sípok	ʃiːpok
sipos	ʃipoʃ
sirály	ʃiraːj
sirályok	ʃiraːjok
sírásó	ʃiːraːʃoː
sírba	ʃiːrbɒ
sírdogál	ʃiːrdoɡaːl
síremlékek	ʃiːrɛmleːkɛk
síremlék	ʃiːrɛmleːk
sírépítmény	ʃiːreːpiːtmeːɲ
sír	ʃiːr
sírkő	ʃiːrkøː
sírkövek	ʃiːrkøvɛk
sírnak	ʃiːrnɒk
sírni	ʃiːrni
sírok	ʃiːrok
sirokkó	ʃirokːoː
sirokkók	ʃirokːoːk
síron	ʃiːron
sírsz	ʃiːrs
sírt	ʃiːrt
sírva	ʃiːrvɒ
sisak	ʃiʃɒk
sisakjaid	ʃiʃɒkjɒʲid
sisakjai	ʃiʃɒkjɒʲi
sisakjaik	ʃiʃɒkjɒʲik
sisakja	ʃiʃɒkjɒ
sisakjaim	ʃiʃɒkjɒʲim
sisakjaink	ʃiʃɒkjɒʲiŋk
sisakjaitok	ʃiʃɒkjɒʲitok
sisakjuk	ʃiʃɒkjuk
sisakod	ʃiʃɒkod
sisakok	ʃiʃɒkok
sisakom	ʃiʃɒkom
sisakotok	ʃiʃɒkotok
sisakunk	ʃiʃɒkuŋk
sít	ʃiːt
sivatagi	ʃivɒtɒɡi
sivatag	ʃivɒtɒɡ
sivatagok	ʃivɒtɒɡok
sivatagos	ʃivɒtɒɡoʃ
sivít	ʃiviːt
skála	ʃkaːlɒ
skálán	ʃkaːlaːn
skalp	ʃkɒlp
skalpok	ʃkɒlpok
skalpol	ʃkɒlpol
skandináv	ʃkɒndinaːv
skanzenek	ʃkɒnzɛnɛk
skanzen	ʃkɒnzɛn
skarlát	ʃkɒrlaːt
skatulyák	ʃkɒtujaːk
skatulya	ʃkɒtujɒ
skizofrén	ʃkizofreːn
skócia	ʃkoːt͡siʲɒ
skorbut	ʃkorbut
skorpiók	ʃkorpiʲoːk
skorpió	ʃkorpiʲoː
skótfajd	ʃkoːtfɒjd
skótfajdok	ʃkoːtfɒjdok
skót	ʃkoːt
sláger	ʃlaːɡɛr
slágerlista	ʃlaːɡɛrliʃtɒ
slepp	ʃlɛpː
sliccel	ʃlit͡sːɛl
slicc	ʃlit͡sː
smaragdgyűrű	ʃmɒrɒɡdɟyːryː
smaragd	ʃmɒrɒɡd
smaragdok	ʃmɒrɒɡdok
smaragdvaránusz	ʃmɒrɒɡdvɒraːnus
smaragdzöld	ʃmɒrɒɡdzøld
sminkek	ʃmiŋkɛk
sminkel	ʃmiŋkɛl
smink	ʃmiŋk
smokk	ʃmokː
sms	ɛʃɛmɛʃ
snidling	ʃnidliŋɡ
snóder	ʃnoːdɛr
snóderolás	ʃnoːdɛrolaːʃ
snóderol	ʃnoːdɛrol
soa	ʃoɒ
soá	ʃoaː
sóbányák	ʃoːbaːɲaːk
sóbánya	ʃoːbaːɲɒ
sóderes	ʃoːdɛrɛʃ
sóderez	ʃoːdɛrɛz
sóder	ʃoːdɛr
sodoridegek	ʃodoridɛɡɛk
sodorideg	ʃodoridɛɡ
sodródik	ʃodroːdik
sofőr	ʃoføːr
sofőröket	ʃoføːrøkɛt
sofőrök	ʃoføːrøk
sógornők	ʃoːɡornøːk
sógornő	ʃoːɡornøː
sógorok	ʃoːɡorok
sógor	ʃoːɡor
sógunátus	ʃoːɡunaːtuʃ
sógun	ʃoːɡun
sóhaj	ʃoːɦɒj
sóhajok	ʃoːɦɒjok
sóhajtasz	ʃoːɦɒjtɒs
sóhajt	ʃoːɦɒjt
sóhajtson	ʃoːɦɒjt͡ʃon
soha	ʃoɦɒ
sohasem	ʃoɦɒʃɛm
sohase	ʃoɦɒʃɛ
sóher	ʃoːɦɛr
sokadalmak	ʃokɒdɒlmɒk
sokadalom	ʃokɒdɒlom
sokáig	ʃokaːʲiɡ
sokakat	ʃokɒkɒt
sokakban	ʃokɒɡbɒn
sokakba	ʃokɒɡbɒ
sokakból	ʃokɒɡboːl
sokakért	ʃokɒkeːrt
sokakhoz	ʃokɒkhoz
sokakig	ʃokɒkiɡ
sokakkal	ʃokɒkːɒl
sokakká	ʃokɒkːaː
sokakként	ʃokɒkːeːnt
sokaknak	ʃokɒknɒk
sokaknál	ʃokɒknaːl
sokak	ʃokɒk
sokakon	ʃokɒkon
sokakra	ʃokɒkrɒ
sokakról	ʃokɒkroːl
sokaktól	ʃokɒktoːl
sokall	ʃokɒlː
sokan	ʃokɒn
sokára	ʃokaːrɒ
sokaság	ʃokɒʃaːɡ
sokatmondóan	ʃokɒtmondoːɒn
sokatmondó	ʃokɒtmondoː
sokat	ʃokɒt
sokban	ʃoɡbɒn
sokba	ʃoɡbɒ
sokból	ʃoɡboːl
sokért	ʃokeːrt
sokhoz	ʃokhoz
sokig	ʃokiɡ
sokkal	ʃokːɒl
sokká	ʃokːaː
sokként	ʃokːeːnt
sokk	ʃokː
sokkol	ʃokːol
soknak	ʃoknɒk
