a	ɑː
placings	pleɪsɪŋz
placket	plækɪt
plack	plæk
placode	plækəʊd
plafond	pləfɒnd
plagal	pleɪɡəl
plagiarism	pleɪdʒəɹɪzm
plagiarist	pleɪdʒəɹɪst
plagioclase	plædʒɪəkleɪz
plag	plædʒ
plague	pleɪɡ
plaguiness	pleɪɡɪnəs
plaguish	pleɪɡɪʃ
plaguy	pleɪɡi
plaice	pleɪs
plaices	pleɪsɪz
plaid	plæd
plained	pleɪnd
plaining	pleɪnɪŋ
plainings	pleɪnɪŋz
plainly	pleɪnli
plain	pleɪn
plains	pleɪnz
plaintive	pleɪntɪv
plait	plæt
plait	pleɪt
planar	pleɪnɚ
planche	plɑːntʃ
planchette	plænʃɛt
planed	pleɪnd
planemo	plænəmoʊ
planemos	plænəmoʊs
plane	pleɪn
planes	pleɪnz
planetarium	plænɪʔɛːɹɪəm
planet	plænɪt
plangent	plænd͡ʒənt
pläng	plæŋ
planing	pleɪnɪŋ
planings	pleɪnɪŋz
plank	plæŋk
planktivore	plæŋktɪvɔɹ
planktonic	plæŋktɑnɪk
planned	plænd
planner	plænɚ
planning	plænɪŋ
plannings	plænɪŋz
plano	pleɪnoʊ
plan	plæn
plans	plænz
plantain	plænteɪn
plantain	plæntɪn
plantation	plænteɪʃən
planted	plæntɪd
plantigrade	plæntəɡɹeɪd
planting	plæntɪŋ
plantings	plæntɪŋz
plantocracy	plæntɑkɹəsi
plant	plænt
plants	plænts
plapper	plæpə
plaque	plæk
plash	plæʃ
plasma	plæzmə
plasmid	plæzmɪd
plasmodiocarp	plæzmoʊdioʊkɑɹp
plasmogamy	plæzmaɡəmi
plasmonic	plæzmɑnɪk
plaster	plæstɚ
plasterwork	plæstɚwɝk
plastic	plæstɪk
plastron	plæstɹən
plateau	plætoʊ
plateaux	plætoʊz
plate	pleɪt
plates	pleɪts
platform	plætfɔɹm
plating	pleɪtɪŋ
platinum	plætnəm
platinum	plætɪnəm
platitude	plætɪtjuːd
platitude	plætɪtuːd
platitudinous	-ɾɪ-
platitudinous	plætɪtjudənəs
platonic	plətɔnɪk
platoons	plətuːnz
plato	pleɪtoʊ
plat	plæt
plattdeutsch	plætdɔɪt͡ʃ
plattdeutsch	plɑtdɔɪt͡ʃ
platykurtic	plædikəɹdɪk
platykurtosis	plædikəɹtoʊsəs
platy	plæti
platy	pleɪti
platypusary	plætɪpʊsəɹi
platypus	plætɪpəs
platypus	plætɪpʊs
plaudit	plɔːdɪt
plautdietsch	plaʊtditʃ
plautus	plaʊtəs
plautus	plɔtəs
plautus	plɑtəs
playa	plaɪə
playa	pleɪə
playathon	pleɪəθɒn
playathons	pleɪəθɒnz
playboy	pleɪbɔɪ
played	pleɪd
player	pleɪəɹ
playful	pleɪfəl
playgirl	pleɪɡɝl
playhouse	pleɪhaʊs
playing	pleɪɪŋ
playlist	pleɪlɪst
play	pleɪ
playright	plejɹajt
plays	pleɪz
playwright	pleɪɹaɪt
plaza	plæzə
plaza	plɑːzə
pleach	plitʃ
pleaded	plidəd
pleading	pliːdɪŋ
pleadings	pliːdɪŋz
plead	plɛd
plead	pliːd
plead	pliːdəd
plea	pliː
pleasance	plɛzəns
pleasant	plɛzənt
pleasaunce	plɛzəns
pleased	pliːzd
please	pliz
pleasing	plizɪŋ
pleas	pliːz
pleasure	plɛʒɚ
pleasures	plɛʒɚz
plebeian	plɪbiːən
plebe	plib
plebiscite	plɛbɨsaɪt
plebiscitum	plɛbəsaɪtəm
plebiscitum	plibəsaɪtəm
pleb	plɛb
plebs	plɛbz
pleck	plɛk
plectrum	plɛktɹəm
pledged	plɛdʒd
pledge	plɛdʒ
pledget	plɛdʒət
pledging	plɛdʒɪŋ
pledgings	plɛdʒɪŋz
pled	plɛd
pleiades	plaɪədiːz
pleiades	pleɪədiːz
pleiades	pliːədiːz
pleiotropy	plaɪɒtɹəpi
plenary	plɛnəɹi
plenary	pliːnəɹi
plenipotentiary	plɛnɪpətɛnʃiɛɹi
plenipotentiary	plɛnɪpoʊtɛnʃiəɹi
plenteous	plɛntiəs
plenty	plɛnti
plenum	pliːnəm
pleonasm	pliːənæzəm
pleonexia	pliənɛksiə
pleroma	pləɹoʊmə
plesiomorphic	plizioʊmɔɹfɪk
plesionym	pliːzɪənɪm
plethora	plɛθəɹə
plexus	plɛksəs
pliable	plaɪəbəl
pliant	plaɪənt
plicate	plaɪkeɪt
plicate	plaɪkət
plicate	plɪkeɪt
plied	plaɪd
plies	plaɪz
plight	plaɪt
pling	plɪŋ
plink	plɪŋk
plinth	plɪnθ
pliny	plɪni
ploce	pləʊsi
ploce	plɒsi
plonk	plɑŋk
ploop	pluːp
plosive	ploʊsɪv
plosive	ploʊzɪv
plotlessness	plɑtləsnəs
plotless	plɑtləs
plot	plɑt
plotz	plɑts
plough	plaʊ
plover	ploʊvɚ
plover	plʌvɚ
plowed	plaʊd
++	plʌsplʌs
plucked	plʌkt
plucker	plʌkəɹ
plucking	plʌkɪŋ
pluckings	plʌkɪŋz
pluck	plʌk
plucks	plʌks
plucky	plʌki
plugged	plʌɡd
plugging	plʌɡɪŋ
pluggings	plʌɡɪŋz
plugin	plʌɡɪn
plugola	plʌɡoʊlə
plug	plʌɡ
plugs	plʌɡz
plumb	plʌm
plumbs	plʌmz
plumed	pluːmd
plume	pluːm
plumes	pluːmz
pluming	pluːmɪŋ
plumings	pluːmɪŋz
plummer	plʌmɚ
plummet	plʌmət
plummy	plʌmi
plum	plʌm
plump	plʌmp
plums	plʌmz
plunder	plʌndəɹ
plunged	plʌndʒd
plunge	plʌndʒ
plunger	plʌndʒɚ
plunging	plʌndʒɪŋ
plungings	plʌndʒɪŋz
plunk	plʌŋk
pluperfect	pluːpɜːɹfɛkt
pluralization	plʊəɹəlaɪzeɪʃən
plural	plʊəɹəl
plural	plɔːɹəl
pluranimity	plʊɹənɪmɪti
pluranimous	plʊɹænɪməs
plurisy	plʊɹɪsiː
plush	plʌʃ
plus	plʌs
plusquamperfection	plʌskwæmpəfɛkʃən
plutarch	plutɑɹk
plute	pluːt
plutocracy	pluːtɑːkɹəsi
plutodemocracy	plutoʊdɪmɒkɹəsi
plutonium	pluːtoʊniəm
pluto	plutoʊ
pluviose	pluːviəʊs
pluviose	pluːviəʊz
pluviôse	pluvioʊs
pluvious	plʊviəs
plygain	plɪɡaɪn
plying	plaɪɪŋ
plymouth	plɪməθ
ply	plaɪ
pmee	piːmiː
pneuma	njuːmə
pneumatic	njʊmætɪk
pneumatology	njuːmətɒlədʒi
pneumology	njuːmɑlədʒɪ
pneumonialike	nuːmoʊnjəlaɪk
pneumonia	nəmoʊniə
pneumonia	numoʊniə
pneumonoultramicroscopicsilicovolcanoconiosis	njuːmɒnəʊʌltɹəmaɪkɹəʊskɒpɪksɪlɪkəʊvɒlkeɪnəʊkəʊniəʊsɪs
pneumonoultramicroscopicsilicovolcanoconiosis	numɑːnoʊʌltɹəmaɪkɹoʊskɑːpɪksɪlɪkoʊvɑːlkeɪnoʊkoʊnioʊsɪs
pnictogen	nɪktədʒən
poached	poʊtʃt
poacher	poʊtʃɚ
poach	poʊtʃ
poché	pɔʃeɪ
pocket	pɑkɪt
pockets	pɑkɪts
pocklington	pɒklɪŋtən
pock	pɑk
pocks	pɑks
pococurante	poʊkoʊkjuːɹɑːnti
pococurantism	pəʊkəʊkjʊɹæntɪzəm
pococurantist	pəʊkəʊkjʊɹæntɪst
poconos	poʊkənoʊz
poculiform	pɑkjəlɪfɔɹm
poculum	pɒkjʊləm
podgorica	pɒdɡəɹɪtsa
podiatrist	pədaɪətɹɪst
podiatry	pədaɪətɹi
podocarpus	poʊdəkɑɹpəs
pod	pɑd
poem	poʊ̯əm
poem	poʊ̯m
poems	poʊəmz
poems	poʊmz
poes	pus
poesy	poʊɪzi
poetic	poʊɛtɪk
poet	poʊət
poet	poʊɪt
poets	poʊɪts
pogey	pəʊɡi
pogged	pɒɡd
pogge	pɑɡ
pogge	pɔɡ
pogrom	pəɡɹoʊm
pogrom	poʊɡɹəm
pogue	poʊɡ
poignant	pɔɪnjənt
poikilocytosis	pɔɪkəloʊsaɪtoʊsɪs
poinsettia	pɔɪnsɛɾiə
pointed	pɔɪntɪd
pointe	pwɑnt
pointer	pɔɪntə
pointing	pɔɪntɪŋ
pointless	pɔɪntləs
point	pɔɪnt
points	pɔɪnts
poi	pɔɪ
poised	pɔɪzd
poise	pɔɪz
poising	pɔɪzɪŋ
poisings	pɔɪzɪŋz
poisonous	pɔɪzənəs
poisonous	pɔɪznəs
poison	pɔɪzən
poissonier	pwəsoʊnje
poitiers	pwatje
poka	poʊkə
poked	poʊkt
pokémon	poʊkeɪmɑn
pokémon	poʊkimɑn
poke	poʊk
poke	poʊkeɪ
poker	poʊkɚ
pokes	poʊks
pokey	poʊki
poking	poʊkɪŋ
pokings	poʊkɪŋz
polack	poʊlɑk
poland	poʊlənd
polansky	pəlænski
polaris	pɔʊlɑɹɪs
polarize	poʊləɹaɪz
polar	poʊ̯lɚ
polecat	pəʊlkæt
polemical	pʌlɛmɪkʌl
polemic	pəlɛmɪk
polemology	pɑləmɑlədʒi
pole	poʊl
poles	poʊlz
poleyn	pɒlɪn
polhode	pɒlhoʊd
police	pəliːs
policy	pɑləsi
polio	-ljoʊ
polio	poʊlioʊ
poliorcetics	pɒliɔːɹsɛtɪks
polished	pɑlɪʃt
polish	pɑlɪʃ
polish	poʊlɪʃ
polis	pɒlɪs
politburo	pɒlɪtbjʊəɹəʊ
polite	pəlaɪt
politesse	pɑlətɛs
political	pəlɪtɪkəl
politicals	pəlɪtɪkəls
politician	pɑlɪtɪʃən
politic	pɑlətɪk
politics	pɑlɪtɪks
polity	pɑlɪti
polizistin	polit͡sistin
polizist	polit͡sist
polka	poʊlkə
pollard	pɑlɚd
polled	poʊld
pollen	pɑlən
pollicate	pɒlɪkeɪt
pollinivore	pɑlɪnəvɔːɹ
pollinosis	pɑlənoʊsɪs
pollock	pɑlək
poll	pɒl
poll	poʊl
polonium	pəloʊniəm
polonophile	pɒlɒnoʊfil
polony	pəloʊni
polo	poʊloʊ
pol	pɑl
poltergeist	poʊltɚɡaɪst
poltroon	pɑltɹun
polyadenous	pɑliædɪnəs
polyarch	pɑliɑɹk
polyaxial	pɑlɪæksiəl
polychaete	pɒlɪkiːt
polychoron	pɔlɨkoʊɹɔn
polycystic	pɑlisɪstɪk
polycythemia	pɒlɪsaɪθiːmɪə
polycythemic	pɒlɪsaɪθiːmɪk
polydeism	pɒlideɪĭzəm
polygamist	pəlɪɡəmɪst
polygamous	pəlɪɡəməs
polygamy	pəlɪɡəmi
polygenism	pəlɪd͡ʒənɪzəm
polyglot	pɒliːɡlɒt
polygon	pɑliɡɑn
polygynandry	pɑlidʒɪnændɹi
polygynist	pəlɪdʒɪnɪst
polygynous	pəlɪdʒɪnəs
polygyny	pəlɪdʒɪnɪ
polymastia	pɒlɪmæstɪə
polymasty	pɑlimæsti
polymath	pɑlimæθ
polymeric	pɑlimɛɹɪk
polymerize	pəlɪməɹaɪz
polymerize	pɑləməɹaɪz
polymer	pɑlɪmɚ
polymorphic	pɑlimɔɹfɪk
polymorphism	pɑlimɔɹfɪzəm
polymorphy	pɑlimɔɹfi
polyna	pəlɪnə
polyna	pɑlənɑ
polynesia	pɑːləniːʒə
polynomials	pɑlənoʊmil
polynya	pəlɪnjə
polynya	pɑlənjɑ
polypantheism	pɒlipænθiɪzəm
polyphemus	pɒlɨfiːməs
polyphiloprogenitive	pɒlɪfɪləpɹəd͡ʒɛnɪtɪv
poly	pɒli
polyptoton	pɑləptoʊtɑn
polyptych	pɒlɪptɪk
polysemous	pəlɪsəməs
polysemous	pɑːlisiːməs
polysyllabic	pɑlisɪlæbɪk
polysynthesis	pɒlisɪnθəsɪs
polysynthetic	pɒlisɪnθɛtɪk
polytech	pɒlitɛk
polytetrafluoroethylene	pɑlitɛtɹəflɔɹoʊɛθɪlin
polytheism	pɒliθiĭzəm
polytheistic	pɒlɪθiːɪstɪk
polytonal	pɑlitoʊnəl
polytonic	pɑlitɑnɪk
polyyne	pɒliaɪn
polyzoan	pɒlizəʊən
polyzoa	pɒlizəʊə
polyzoarium	pɒlizəʊeəɹiə
polyzoarium	pɒlizəʊeəɹiʊm
polyzoary	pɒlizəʊeəɹiə
polyzoary	pɒlizəʊəɹi
polyzoary	pɒlizəʊəɹiːz
polyzoic	pɒlizəʊɪk
polyzoon	pɒlizəʊɒn
pomace	-əs
pomace	pʌmɪs
pomalidomide	pəʊməlɪdəmaɪd
pomander	pɑməndɚ
pomato	pəmeɪtə
pomato	pəmeɪtoʊ
pomegranate	pɑmɪɡɹænɪt
pomelo	pɑməloʊ
pomeria	poʊmɛɹiə
pomerium	poʊmɛɹiəm
pomey	pɑmi
pomiculture	poʊməkʌlt͡ʃɚ
pommel	pɑməl
pommé	pɑmeɪ
pommie	pɒmi
pommy	pɒmi
pomosexual	pəʊməʊsɛksjʊəl
pompadour	pɑːmpədɔːɹ
pompeii	pɑːmpeɪi
pom	pɒm
pompous	pɑmpəs
pomp	pɑːmp
pomset	pɒmsɛt
pomtini	pɑmtini
ponce	pɒns
poncho	pɑntʃoʊ
poncy	pɒnsi
ponderous	pɑndɚəs
ponder	pɒndəɹ
pond	pɑnd
ponent	pəʊnənt
pone	poʊni
pongee	pɑndʒi
pons	pɒnz
ponteix	pɒntɛks
pontifex	pɒntəfɛks
pontifex	pɒntɪfɛks
pontificate	pɑːntɪfɪkeɪt
pontificate	pɑːntɪfɪkət
pontoon	pɒntuːn
pontus	pɑːntəs
pony	poʊni
ponytail	poʊniteɪl
ponzi	pɑnzi
poobah	puːbɑː
poodle	puːdəl
poof	pʊf
poof	puːf
poofy	pʊfi
poofy	puːfi
pooh	pu
pooh	puː
pooled	puːld
poole	puːl
pooling	puːlɪŋ
poolings	puːlɪŋz
pool	pul
pools	puːlz
poon	puːn
poontang	puːntæŋ
pooped	pupt
poophead	puːphɛd
pooping	puːpɪŋ
poop	puːp
poops	puːps
poo	puː
poopyhead	puːpihɛd
poor	pʊɹ
poor	pʊəɹ
poor	pɔɹ
poor	pɔːɹ
pootang	puːtæŋ
popcorn	pɑpkɔɹn
po	pəʊ
pope	poʊp
popeye	pɒpaɪ
popinjay	pɑpəndʒeɪ
popish	poʊpɪʃ
poplar	pɒpləɹ
poplin	pɒplɪn
popocatépetl	pɒpəkætɛpɛtəl
popo	poʊpoʊ
poppa	pɒpə
popper	pɑpɚ
poppet	pɒpɪt
poppets	pɒpɪts
popping	pɑpɪŋ
poppism	pɒpɪzəm
popple	pɒpl̩
pop	pɑp
poppy	pɑpi
popsicle	pɑpsɪkl̩
pops	pɑps
populace	pɑpjələs
popularity	pɒpjəlæɹɪti
popular	pɑpjələɹ
populate	pɑpjəleɪt
population	pɒpjuːleɪʃən
populous	pɑpjələs
porajmos	poʊɹaɪmoʊs
porajmos	pɔɹaɪmɔs
porcelain	pɔɹsəlɪn
porcelain	pɔɹslɪn
porch	pɔɹtʃ
porcine	poʊɹsaɪn
porcine	poʊɹsin
porcine	poʊɹsɪn
porcini	pɔːɹtʃiːni
porcupine	pɔːɹkjʊpaɪn
pore	pɔɹ
pores	pɔɹz
porfimer	pɔːɹfɪməɹ
pork	pɔɹk
pornocracy	pɔnɑkɹəsi
pornograph	pɔɹnəɡɹæf
pornography	pɔɹnɑɡɹəfi
porn	pɔɹn
porous	pɔːɹəs
porphyria	pɔːɹfɪɹɪə
porphyrin	pɔɹfəɹɪn
porphyrogene	pɔɹfəɹɑdʒəni
porphyrogene	pɔɹfəɹɑdʒɪni
porphyry	pɔɹfɪɹi
porpoise	pɔːɹpəs
porrect	pəɹɛkt
porrect	pɔɹɛkt
porridge	pɔɹɪdʒ
porsche	pɔɹʃ
porsche	pɔɹʃə
porsche	pɔɹʃi
portable	pɔɹtəbəl
portable	pɔɹtəbl̩
portagee	pɔɹtəɡi
portal	pɔːɹtəl
portend	pɔɹtɛnd
portentously	pɔːtentəsli
portent	pɔɹtɛnt
porter	pɔɹtɚ
portfolio	pɔɹtfoʊlioʊ
portion	pɔɹʃən
portions	pɔɹʃənz
portishead	pɔːtɪshɛd
portland	pɔɹtlənd
portly	poʊɹtli
portly	pɔɹtli
portmanteau	pɔːɹtmæntoʊ
portmanteaus	pɔːɹtmæntoʊz
portmanteaux	pɔɹtmæntoʊz
portoferraio	pɔːɹtəʊfəɹaɪəʊ
port	pɔɹt
portrait	pɔɹtɹeɪt
portrait	pɔɹtɹət
portrayal	pɔɹtɹeɪəl
portray	pɔɹtɹeɪ
portugal	pɔɹt͡ʃəɡəl
portuguese	pɔɹt͡ʃəɡiz
posedown	pəʊzdaʊn
posed	poʊzd
poseidon	pəsaɪdn̩
pose	poʊz
poser	poʊzɚ
poseur	poʊzʊəɹ
posh	pɑʃ
posing	poʊzɪŋ
posings	poʊzɪŋz
position	pəzɪʃən
positions	pəzɪʃənz
positively	pɒzɪtɪvli
positiveness	pɑzɪtɪvnɪs
positive	pɑzɪ̈tɪv
positivism	pɑzɪtɪvɪzm
positivity	pɒzɪtɪvɪti
positron	pɑzɪtɹɑn
posologic	pəzɑlədʒɪk
posology	pəzɑlədʒi
posse	pɑsi
possessed	pəzɛst
possessee	pɒzɛsiː
possession	pəzɛʃən
possessions	pəzɛʃənz
possessive	pəzɛsɪv
possessorship	pəzɛsəɹʃɪp
possess	pəzɛs
possibility	pɑsɪbɪliti
possible	pɑsəbl̩
possibly	pɑsəbli
possum	pɒsəm
postage	poʊstɪdʒ
postalveolar	poʊstælviələɹ
postbourgeois	pəʊstbʊəʒwɑː
postcard	poʊstkɑɹd
postcognition	poʊstkɒɡnɪʃən
postdict	pəʊstdɪkt
postdoc	poʊstdɒk
posted	poʊstɪd
posterize	pəʊstəɹaɪz
poster	poʊstɚ
postfix	poʊstfɪks
posthaste	poʊstheɪst
posthumous	pɒstʃəməs
posthumous	pɒstʃʊməs
postiche	pɔstiʃ
postiche	pɑstiʃ
postilion	pəstɪljən
postilion	poʊstɪljən
posting	poʊstɪŋ
postings	poʊstɪŋz
postlapsarian	pəʊstlæpsɛəɹɪən
postmodernism	pəʊstmɑdɚnɪzəm
postoperative	poʊstɑpəɹətɪv
postpone	poʊstpoʊn
post	poʊst
postprandially	poʊstpɹændiəli
postprandial	poʊstpɹændiəl
postremogeniture	pɑstɹimoʊdʒɛnɪtʃɚ
postscript	poʊstskɹɪpt
posts	poʊsts
postulate	pɑstʃəleɪt
postulate	pɑstʃələt
postural	pɑstʃəɹəl
posture	pɑːstʃɚ
posy	poʊzi
potable	poʊtəbəl
potable	pɑtəbəl
potash	pɒtæʃ
potassium	pətæsiəm
potatoes	pəteɪtoʊz
potato	pəteɪtə
potato	pəteɪtoʊ
potch	pɒtʃ
poteau	poʊtoʊ
poteen	pətʃiːn
poteen	pətiːn
potentate	poʊtənteɪt
potential	pətɛnʃəl
potent	poʊtənt
pother	pʌðə
poth	poʊθ
potica	poʊtitsə
potion	poʊʃən
potiphar	pɑtəfɚ
potlatch	pɑtlætʃ
potluck	-lək
potluck	pɑtlʌk
potomac	pətoʊmək
pot	pɑt
potsdam	pɑtsdæm
potsherd	pɑtʃəɹd
pottable	pɒtəbəl
pottage	pɑtədʒ
pottery	pɑːtɚɹi
pottle	pɒtəl
potty	pɒti
potus	poʊtəs
pouched	paʊt͡ʃt
pouch	paʊt͡ʃ
pouf	pʊf
pouf	puːf
poulard	pulɑɹd
poultice	poʊltɪs
poultry	poʊltɹi
pounced	paʊnst
pounce	paʊns
pounces	paʊnsɪz
pouncing	paʊnsɪŋ
pouncings	paʊnsɪŋz
pounding	paʊndɪŋ
poundings	paʊndɪŋz
pound	paʊnd
pounds	paʊndz
poured	pɔɹd
pour	pɔɹ
pouting	paʊtɪŋ
poutings	paʊtɪŋz
pouts	paʊts
poverty	pɑːvɚti
povitica	poʊvətitsə
powders	paʊdɚz
powdery	paʊdəɹi
powell	paʊwəl
powerful	paʊɚfəl
power	paʊɚ
powers	paʊɚz
powertrain	paʊɚtɹeɪn
powertrains	paʊɚtɹeɪnz
powldoody	paʊlduːdi
pox	pɑks
pozole	pəsoʊleɪ
pozole	pəzoʊleɪ
poz	pɒz
pozzy	pɒzi
p	pʰiː
p	piː
practicable	pɹæktɪkəbəl
practically	pɹæktɪkli
practical	pɹæktɪkəl
practice	pɹæktɪs
practices	pɹæktɪsɪz
practic	pɹæktɪk
practicum	pɹæktɪkəm
practised	pɹæktɪst
practise	pɹæktɪs
practitioner	pɹæktɪʃənəɹ
praedial	pɹidiəl
praemunire	pɹimjənɪɹi
pragmatic	pɹæɡmætɪk
pragmatism	pɹæɡmətɪzəm
prague	pɹɑːɡ
prahok	-hoʊk
prahok	pɹəhɑk
prairial	pɹɛɹjɑl
praised	pɹeɪzd
praise	pɹeɪz
praiseworthy	pɹeɪzwɝði
praising	pɹeɪzɪŋ
praisings	pɹeɪzɪŋz
prakrit	pɹɑːkɹɪt
pralaya	pɹʌləjə
praline	pɹeɪlin
praline	pɹɑlin
pramipexole	pɹæmɪpɛksoʊl
prance	pɹænts
prandial	pɹændiəl
prang	pɹæŋ
prank	pɹæŋk
praseodymium	pɹeɪzioʊdɪmiəm
prasinophyte	pɹəzɪnəfaɪt
pratique	pɹætik
pratique	pɹətik
prattle	pɹætəl
pratt	pɹæt
prawn	pɹɔːn
praxis	pɹæksɪs
prayed	pɹeɪd
prayer	pɹɛɚ
prayer	pɹeɪəɹ
prayers	pɹeɪɚz
prayers	pɹɛɹz
pray	pɹeɪ
prays	pɹeɪz
praziquantel	pɹæzɪkwæntɛl
preacher	pɹit͡ʃɚ
preaching	pɹiːtʃɪŋ
preach	pɹiːt͡ʃ
preantepenultimate	pɹiæntəpənʌltəmət
preantepenultimate	pɹiæntipənʌltɪmət
preaspiration	pɹiːæspəɹeɪʃən
prebendary	pɹɛbəndəɹi
prebilabial	pɹiːbaɪleɪbiəl
precancerous	pɹikænsəɹəs
precarious	pɹəkɛɹiəs
precast	pɹikæst
precedence	pɹɛsɪdəns
precedence	pɹiːsɪdəns
precedence	pɹɪsiːdəns
precedency	pɹɛsɪdənsi
precedentially	pɹɛsədɛnʃəli
precedential	pɹɛsədɛnʃəl
precedent	pɹɛsɪdənt
precedent	pɹɪsiːdənt
precede	pɹəsiːd
precede	pɹiːsiːd
precede	pɹɪsiːd
preceding	pɹiːsiːdɪŋ
preceding	pɹɪsiːdɪŋ
preceptor	pɹiːsɛptəɹ
preceptory	pɹɪsɛptəɹi
precept	pɹiːsɛpt
precinct	pɹisɪŋkt
preciosity	pɹɛʃiɑsəti
precious	pɹɛʃəs
precipice	pɹɛsəpɪs
precipitate	pɹəsɪpɪteɪt
precipitate	pɹəsɪpɪtət
precipitate	pɹɪsɪpɪteɪt
precipitate	pɹɪsɪpɪtət
precipitation	pɹɪsɪpɪteɪʃən
precisely	pɹɪsaɪsli
precise	pɹɪsaɪs
precision	pɹɪsɪʒən
precisive	pɹisaɪsɪv
précis	pɹeɪsi
preclude	pɹiːkluːd
preclude	pɹɪkluːd
preclusively	pɹɛklusɪvli
preclusive	pɹɛklusɪv
precocious	pɹəkəʊʃəs
precognitive	pɹikɑɡnətɪv
preconceived	pɹiːkənsiːvd
preconfigure	pɹekənfɪɡjɚ
preconsonantal	pɹikɒnsənæntəl
precounsel	pɹiːkaʊnsəl
precrastination	pɹiːkɹæstɪneɪʃən
precurse	pɹɨkɜɹs
precursor	pɹiːkɜɹsəɹ
precursor	pɹɨkɜɹsəɹ
predate	pɹədeɪt
predate	pɹiːdeɪt
predator	pɹedətəɹ
predatory	pɹedətəɹi
predecessor	pɹɛdəsɛsɚ
predecessor	pɹidəsɛsɚ
predella	pɹɪdɛlə
predestination	pɹidɛstɪneɪʃen
predestine	pɹedɛstɪn
predicament	pɹɪdɪkəmənt
predicated	pɹɛdɪkeɪtəd
predicate	pɹɛdɪkeɪt
predicate	pɹɛdɪkət
predicates	pɹɛdɪkeɪts
predicates	pɹɛdɪkəts
predicative	pɹɪdɪkətɪv
predictable	pɹɪdɪktəbl̩
prediction	pɹɪdɪkʃn
predict	pɹɪdɪkt
predilection	pɹɛdəlɛkʃn̩
preëmptioner	pɹiːɛmpʃənəɹ
preëmption	pɹiːɛmpʃən
preemptive	pɹiːɛmptɪv
preëmptive	pɹiːɛmptɪv
preëmptor	pɹiːɛmptɔɹ
preëmptory	pɹiːɛmptəɹi
preëmpt	pɹiːɛmpt
preenact	pɹiɛnækt
preen	pɹiːn
preface	pɹɛfəs
prefect	pɹiːfekt
prefecture	pɹifɛktʃəɹ
preferable	pɹɛfəɹəbəl
preference	pɹɛfəɹəns
prefer	pɹɪfɝ
preferrable	pɹəfɜːɹəbəl
preferred	pɹɪfɝd
prefigure	pɹiːfɪɡjɚ
pregnant	pɹɛɡnənt
prehensile	pɹihɛnsəl
prejudice	pɹɛd͡ʒədɪs
preke	pɹiːk
prelate	pɹɛlət
preliminary	pɹɪlɪmɪnɛɹi
prelude	pɹeɪljuːd
prelude	pɹɛljuːd
prelude	pɹiːluːd
premalignant	pɹiməlɪɡnənt
premature	pɹimətʊɹ
premature	pɹimətʃʊɹ
premenstrual	pɹimɛnstɹəwəl
premenstrual	pɹimɛnztɹəwəl
premiere	-miɚ
premiere	pɹɪ-
premiere	pɹəmɪɚ
premier	pɹɪmɪəɹ
premise	pɹɛmɪs
premises	pɹɛməsiːz
premises	pɹɛməsɪs
premium	pɹimiəm
prem	pɹɛm
prenunciative	pɹinʌnsieɪɾɪv
prenunciative	pɹinʌnsiəɾɪv
prenup	pɹiːnʌp
prenuptual	pɹinʌptʃwəɫ
preoccupy	pɹiɑkjupaɪ
prepaid	pɹiːpeɪd
preparation	pɹɛpəɹeɪʃən
preparations	pɹɛpəɹeɪʃənz
prepared	pɹɪpɛɹd
prepare	pɹəpɛəɹ
prepare	pɹɪpɛəɹ
preparing	pɹɪpɛɹɪŋ
prepend	pɹɪpɛnd
prepense	pɹɪpɛns
preponderance	pɹɪpɒndəɹəns
preposition	pɹɛpəzɪʃən
preposition	pɹiːpəzɪʃən
prepositions	pɹɛpoʊzɪʃənz
prepositus	pɹipɑzɪtəs
prepped	pɹɛpt
prep	pɹɛp
prepping	pɹɛpɪŋ
preppy	pɹɛpi
preprandially	pɹipɹændiəli
preprandial	pɹipɹændiəl
preprepare	pɹipɹɪpɛɹ
preps	pɹɛps
prepuce	pɹiːpjuːs
prequel	pɹiːkwəl
prereq	pɹiɹɛk
prerequisite	pɹiɹɛkwəzət
prerogative	pɹəɹɑɡətɪv
prerogative	pəɹɑɡətɪv
presbycusis	pɹɛzbəkjuːsəs
presbyterian	pɹezbɪtɪɹiən
presbyter	pɹesbɪtɚ
presbyter	pɹezbɪtɚ
presbytery	pɹɛzbɪtɛɹi
prescience	pɹɛʃɨns
prescient	pɹɛʃiənt
prescious	pɹɛsiəs
prescribe	pɹɪskɹaɪb
prescription	pɹəskɹɪpʃən
prescription	pɝskɹɪpʃən
prescriptive	pɹɪskɹɪptɪv
prescriptivism	pɹəskɹɪptɪvɪzm̩
presence	pɹɛzəns
presentable	pɹəzɛntəbəl
presentation	pɹɛzənteɪʃən
presentation	pɹizənteɪʃən
presented	pɹɪzɛntɪd
presenter	pɹɪzɛntəɹ
present	pɹɛzənt
present	pɹɪzɛnt
presents	pɹɛzənts
presents	pɹɪzɛnts
preservation	pɹɛzɝveɪʃən
preserved	pɹəzɝvd
preserve	pɹəzɝv
presidency	pɹezɪdənsi
presidentiable	pɹɛzɪdɛnʃəbəl
presidentialness	pɹɛzɪdɛntʃəlnɪs
presidential	pɹɛzɪdɛnʃəl
president	pɹɛzɨdənt
presidium	pɹɪsɪdiəm
presley	pɹɛsli
preso	pɹɛzəʊ
preso	pɹizəʊ
